# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 200K of event 'cycles'
# Event count (approx.): 74972646679
#
# Overhead  Command     Shared Object         Symbol                                      
# ........  ..........  ....................  ............................................
#
     0.02%  :1363052    [kernel.kallsyms]     [k] syscall_return_via_sysret
     0.02%  :1363052    [kernel.kallsyms]     [k] asm_sysvec_apic_timer_interrupt
     0.02%  python3.10  [kernel.kallsyms]     [k] asm_sysvec_apic_timer_interrupt
     0.02%  python3.10  [kernel.kallsyms]     [k] perf_event_update_userpage
     0.02%  python3.10  [kernel.kallsyms]     [k] sync_regs
     0.02%  :1363052    [kernel.kallsyms]     [k] visit_groups_merge.constprop.0.isra.0
     0.01%  python3.10  [kernel.kallsyms]     [k] update_load_avg
     0.01%  :1363052    [kernel.kallsyms]     [k] __irqentry_text_end
     0.01%  :1363052    [kernel.kallsyms]     [k] __perf_event_task_sched_in
     0.01%  python3.10  python3.10            [.] 0x00000000001215c0
     0.01%  :1363052    libc.so.6             [.] __strcat_ssse3
     0.01%  :1363052    [kernel.kallsyms]     [k] native_read_msr
     0.01%  :1363052    python3.10            [.] 0x000000000012166e
     0.01%  python3.10  [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.01%  python3.10  libc.so.6             [.] ____wcstof_l_internal
     0.01%  :1363052    python3.10            [.] 0x0000000000173d54
     0.01%  python3.10  [kernel.kallsyms]     [k] __schedule
     0.01%  :1363052    [kernel.kallsyms]     [k] restore_fpregs_from_fpstate
     0.01%  :1363052    python3.10            [.] 0x0000000000179bf7
     0.01%  python3.10  python3.10            [.] _PyObject_MakeTpCall
     0.01%  :1363052    [kernel.kallsyms]     [k] __schedule
     0.01%  :1363052    python3.10            [.] 0x00000000001215b2
     0.01%  :1363052    python3.10            [.] 0x000000000012164e
     0.01%  python3.10  libc.so.6             [.] __strcat_ssse3
     0.01%  :1363052    [kernel.kallsyms]     [k] __update_load_avg_se
     0.01%  python3.10  [kernel.kallsyms]     [k] ctx_sched_in
     0.01%  :1363052    libc.so.6             [.] __GI___strncasecmp_l_sse2
     0.01%  :1363052    [kernel.kallsyms]     [k] psi_task_change
     0.01%  python3.10  [kernel.kallsyms]     [k] rb_erase
     0.01%  :1363052    [kernel.kallsyms]     [k] update_curr
     0.01%  python3.10  [kernel.kallsyms]     [k] rb_insert_color
     0.01%  python3.10  [kernel.kallsyms]     [k] zap_pte_range
     0.01%  python3.10  [kernel.kallsyms]     [k] restore_fpregs_from_fpstate
     0.01%  :1363052    python3.10            [.] 0x00000000001215c8
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_swevent_add
     0.01%  :1363052    [kernel.kallsyms]     [k] rb_insert_color
     0.01%  python3.10  [kernel.kallsyms]     [k] __calc_delta
     0.01%  python3.10  [kernel.kallsyms]     [k] kmem_cache_alloc_node_trace
     0.01%  :1363052    [kernel.kallsyms]     [k] __get_user_8
     0.01%  python3.10  python3.10            [.] _PyObject_GenericSetAttrWithDict
     0.01%  :1363052    [kernel.kallsyms]     [k] error_entry
     0.01%  python3.10  [kernel.kallsyms]     [k] __update_load_avg_cfs_rq
     0.01%  :1363052    [kernel.kallsyms]     [k] check_preempt_wakeup
     0.01%  :1363052    python3.10            [.] 0x00000000001215c0
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_iterate_ctx
     0.01%  :1363052    [kernel.kallsyms]     [k] native_write_msr
     0.01%  :1363052    python3.10            [.] _PyObject_GetMethod
     0.01%  :1363052    python3.10            [.] 0x000000000015b512
     0.01%  python3.10  [kernel.kallsyms]     [k] exit_to_user_mode_loop
     0.01%  python3.10  [kernel.kallsyms]     [k] inherit_task_group.isra.0
     0.01%  python3.10  [kernel.kallsyms]     [k] __entry_text_start
     0.01%  python3.10  [kernel.kallsyms]     [k] native_write_msr_safe
     0.01%  :1363052    [kernel.kallsyms]     [k] enqueue_task_fair
     0.01%  :1363052    libc.so.6             [.] ____wcstof_l_internal
     0.01%  python3.10  python3.10            [.] 0x000000000012166e
     0.01%  python3.10  [kernel.kallsyms]     [k] enqueue_entity
     0.01%  python3.10  [kernel.kallsyms]     [k] select_task_rq_fair
     0.01%  python3.10  [kernel.kallsyms]     [k] enqueue_task_fair
     0.01%  python3.10  [kernel.kallsyms]     [k] psi_task_change
     0.01%  python3.10  python3.10            [.] _PyObject_GenericGetAttrWithDict
     0.01%  python3.10  [kernel.kallsyms]     [k] mutex_unlock
     0.01%  python3.10  [kernel.kallsyms]     [k] futex_wait
     0.01%  python3.10  libc.so.6             [.] __GI___strncasecmp_l_sse2
     0.01%  python3.10  [kernel.kallsyms]     [k] exit_to_user_mode_prepare
     0.01%  :1363052    [kernel.kallsyms]     [k] native_write_msr_safe
     0.01%  python3.10  [kernel.kallsyms]     [k] iterate_groups
     0.01%  :1363052    [kernel.kallsyms]     [k] __update_load_avg_cfs_rq
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_log_itrace_start
     0.01%  :1363052    [kernel.kallsyms]     [k] perf_log_itrace_start
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_event_groups_insert
     0.01%  :1363052    python3.10            [.] 0x000000000015b509
     0.01%  :1363052    [kernel.kallsyms]     [k] _raw_spin_lock
     0.01%  :1363052    [kernel.kallsyms]     [k] native_sched_clock
     0.01%  :1363052    [kernel.kallsyms]     [k] rb_next
     0.01%  python3.10  [kernel.kallsyms]     [k] native_apic_msr_eoi_write
     0.01%  python3.10  [kernel.kallsyms]     [k] find_vma_prev
     0.01%  python3.10  [kernel.kallsyms]     [k] __hrtimer_run_queues
     0.01%  python3.10  [kernel.kallsyms]     [k] prepare_task_switch
     0.01%  python3.10  [kernel.kallsyms]     [k] timerqueue_add
     0.01%  python3.10  [kernel.kallsyms]     [k] pick_next_entity
     0.01%  python3.10  [kernel.kallsyms]     [k] update_cfs_group
     0.01%  :1363052    libc.so.6             [.] parse_qtd_backslash
     0.01%  :1363052    python3.10            [.] 0x000000000015b554
     0.01%  python3.10  [kernel.kallsyms]     [k] memcg_slab_post_alloc_hook
     0.01%  python3.10  libc.so.6             [.] parse_qtd_backslash
     0.01%  python3.10  python3.10            [.] 0x0000000000175dfe
     0.01%  python3.10  [kernel.kallsyms]     [k] update_curr
     0.01%  :1363052    [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.01%  python3.10  libc.so.6             [.] __strncpy_sse2_unaligned
     0.01%  :1363052    [kernel.kallsyms]     [k] perf_swevent_add
     0.01%  :1363052    python3.10            [.] 0x0000000000179c38
     0.01%  python3.10  [kernel.kallsyms]     [k] pick_next_task_fair
     0.01%  python3.10  python3.10            [.] PyObject_SetAttr
     0.01%  :1363052    [kernel.kallsyms]     [k] rb_erase
     0.01%  :1363052    [kernel.kallsyms]     [k] sync_regs
     0.01%  :1363052    python3.10            [.] 0x000000000015b52a
     0.01%  python3.10  python3.10            [.] 0x00000000001215ed
     0.01%  python3.10  python3.10            [.] 0x00000000001215c8
     0.01%  python3.10  [kernel.kallsyms]     [k] update_min_vruntime
     0.01%  python3.10  [kernel.kallsyms]     [k] ___perf_sw_event
     0.01%  :1363052    [kernel.kallsyms]     [k] __entry_text_start
     0.01%  :1363052    [kernel.kallsyms]     [k] ___perf_sw_event
     0.01%  :1363052    python3.10            [.] 0x0000000000121641
     0.01%  python3.10  [kernel.kallsyms]     [k] memcg_slab_free_hook
     0.01%  :1363052    [kernel.kallsyms]     [k] schedule
     0.01%  python3.10  [kernel.kallsyms]     [k] mutex_lock
     0.01%  :1363052    python3.10            [.] 0x000000000011b529
     0.01%  python3.10  [kernel.kallsyms]     [k] kmem_cache_alloc_node
     0.01%  python3.10  python3.10            [.] PyDict_GetItemWithError
     0.01%  :1363052    [kernel.kallsyms]     [k] psi_task_switch
     0.01%  python3.10  python3.10            [.] 0x00000000001215b2
     0.01%  python3.10  [kernel.kallsyms]     [k] __intel_pmu_enable_all.constprop.0
     0.01%  python3.10  [kernel.kallsyms]     [k] ___slab_alloc
     0.01%  :1363052    python3.10            [.] PyLong_FromString
     0.01%  :1363052    [kernel.kallsyms]     [k] dequeue_task_fair
     0.01%  python3.10  python3.10            [.] PyObject_GetAttr
     0.01%  :1363052    python3.10            [.] _PyObject_GenericGetAttrWithDict
     0.01%  :1363052    python3.10            [.] 0x000000000012162c
     0.01%  :1363052    python3.10            [.] _PyUnicodeWriter_PrepareInternal
     0.01%  :1363052    [kernel.kallsyms]     [k] prepare_task_switch
     0.01%  :1363052    [kernel.kallsyms]     [k] put_prev_entity
     0.01%  python3.10  [kernel.kallsyms]     [k] try_to_wake_up
     0.01%  python3.10  [kernel.kallsyms]     [k] schedule
     0.01%  :1363052    [kernel.kallsyms]     [k] __calc_delta
     0.01%  python3.10  [kernel.kallsyms]     [k] check_preempt_wakeup
     0.01%  python3.10  [kernel.kallsyms]     [k] kmem_cache_free
     0.01%  python3.10  [kernel.kallsyms]     [k] kmem_cache_alloc_trace
     0.01%  python3.10  libc.so.6             [.] __strstr_sse2_unaligned
     0.01%  python3.10  [kernel.kallsyms]     [k] switch_fpu_return
     0.01%  :1363052    [kernel.kallsyms]     [k] __x64_sys_futex
     0.01%  :1363052    [kernel.kallsyms]     [k] select_idle_sibling
     0.01%  python3.10  libc.so.6             [.] round_and_return
     0.01%  :1363052    libc.so.6             [.] re_search_internal
     0.01%  python3.10  [kernel.kallsyms]     [k] unmap_page_range
     0.01%  :1363052    [kernel.kallsyms]     [k] select_task_rq_fair
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_event_task_output
     0.01%  python3.10  [kernel.kallsyms]     [k] __bitmap_intersects
     0.01%  :1363052    [kernel.kallsyms]     [k] try_to_wake_up
     0.01%  :1363052    [kernel.kallsyms]     [k] update_rq_clock
     0.01%  :1363052    [kernel.kallsyms]     [k] exit_to_user_mode_loop
     0.01%  :1363052    python3.10            [.] PyUnicode_FromFormatV
     0.01%  :1363052    [kernel.kallsyms]     [k] sched_clock_cpu
     0.00%  :1363052    [kernel.kallsyms]     [k] iterate_groups
     0.00%  :1363052    python3.10            [.] 0x0000000000179bfe
     0.00%  :1363052    [kernel.kallsyms]     [k] update_cfs_group
     0.00%  :1363052    python3.10            [.] _PyObject_LookupSpecial
     0.00%  python3.10  [kernel.kallsyms]     [k] x86_pmu_disable
     0.00%  :1363052    [kernel.kallsyms]     [k] __inet_lookup_established
     0.00%  python3.10  [kernel.kallsyms]     [k] psi_task_switch
     0.00%  :1363052    [kernel.kallsyms]     [k] finish_task_switch.isra.0
     0.00%  python3.10  [kernel.kallsyms]     [k] lapic_next_deadline
     0.00%  python3.10  [kernel.kallsyms]     [k] read_tsc
     0.00%  python3.10  python3.10            [.] 0x0000000000152321
     0.00%  :1363052    python3.10            [.] 0x000000000015b54f
     0.00%  :1363052    python3.10            [.] _PyUnicode_InsertThousandsGrouping
     0.00%  :1363052    libc.so.6             [.] _nss_files_getrpcbyname_r
     0.00%  python3.10  [kernel.kallsyms]     [k] hrtimer_interrupt
     0.00%  python3.10  python3.10            [.] PyObject_GC_Del
     0.00%  python3.10  [kernel.kallsyms]     [k] __x64_sys_futex
     0.00%  :1363052    [kernel.kallsyms]     [k] __tcp_transmit_skb
     0.00%  :1363052    [kernel.kallsyms]     [k] perf_event_context_sched_out
     0.00%  :1363052    python3.10            [.] 0x00000000001215df
     0.00%  :1363052    [kernel.kallsyms]     [k] futex_wait_queue_me
     0.00%  :1363052    [kernel.kallsyms]     [k] plist_add
     0.00%  python3.10  python3.10            [.] 0x00000000001215df
     0.00%  python3.10  python3.10            [.] _PyObject_LookupSpecial
     0.00%  python3.10  [kernel.kallsyms]     [k] __cond_resched
     0.00%  :1363134    python3.10            [.] _PyEval_EvalFrameDefault
     0.00%  :1363052    [kernel.kallsyms]     [k] set_next_entity
     0.00%  :1363052    [kernel.kallsyms]     [k] reweight_entity
     0.00%  :1363052    python3.10            [.] _PyObject_MakeTpCall
     0.00%  :1363052    [kernel.kallsyms]     [k] perf_event_update_userpage
     0.00%  :1363052    [kernel.kallsyms]     [k] native_queued_spin_lock_slowpath.part.0
     0.00%  python3.10  python3.10            [.] PyFunction_NewWithQualName
     0.00%  :1363052    [kernel.kallsyms]     [k] __hrtimer_run_queues
     0.00%  python3.10  [kernel.kallsyms]     [k] dequeue_task_fair
     0.00%  python3.10  [kernel.kallsyms]     [k] x86_pmu_hw_config
     0.00%  python3.10  python3.10            [.] _PyUnicode_JoinArray
     0.00%  python3.10  [kernel.kallsyms]     [k] get_futex_key
     0.00%  python3.10  [kernel.kallsyms]     [k] copy_page
     0.00%  python3.10  libc.so.6             [.] ____wcstold_l_internal
     0.00%  python3.10  [kernel.kallsyms]     [k] rcu_read_unlock_strict
     0.00%  python3.10  [kernel.kallsyms]     [k] clear_buddies
     0.00%  python3.10  python3.10            [.] _PyUnicodeWriter_PrepareInternal
     0.00%  python3.10  [kernel.kallsyms]     [k] select_idle_sibling
     0.00%  :1363052    python3.10            [.] 0x000000000015b519
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_event_update_time
     0.00%  python3.10  [kernel.kallsyms]     [k] asm_sysvec_thermal
     0.00%  :1363052    python3.10            [.] 0x000000000012174d
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_event_context_sched_out
     0.00%  python3.10  [kernel.kallsyms]     [k] __rseq_handle_notify_resume
     0.00%  python3.10  [kernel.kallsyms]     [k] _raw_spin_lock_irq
     0.00%  :1363052    [kernel.kallsyms]     [k] clear_buddies
     0.00%  :1363052    [kernel.kallsyms]     [k] __lock_text_start
     0.00%  :1363052    [kernel.kallsyms]     [k] pick_next_task_fair
     0.00%  :1363052    python3.10            [.] 0x000000000015b534
     0.00%  python3.10  [kernel.kallsyms]     [k] rseq_get_rseq_cs.isra.0
     0.00%  :1363052    [kernel.kallsyms]     [k] perf_event_update_time
     0.00%  python3.10  [kernel.kallsyms]     [k] rseq_ip_fixup
     0.00%  :1363052    [kernel.kallsyms]     [k] ctx_sched_in
     0.00%  :1363052    [kernel.kallsyms]     [k] asm_sysvec_thermal
     0.00%  :1363052    libc.so.6             [.] ____wcstod_l_internal
     0.00%  python3.10  python3.10            [.] _PyDict_DelItem_KnownHash
     0.00%  :1363052    libc.so.6             [.] __stpncpy_sse2_unaligned
     0.00%  :1363052    python3.10            [.] 0x000000000016a34d
     0.00%  python3.10  [kernel.kallsyms]     [k] sched_clock_cpu
     0.00%  python3.10  [kernel.kallsyms]     [k] x86_pmu_extra_regs
     0.00%  :1363052    [kernel.kallsyms]     [k] exit_to_user_mode_prepare
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_pmu_nop_void
     0.00%  python3.10  [kernel.kallsyms]     [k] irqentry_exit
     0.00%  python3.10  [kernel.kallsyms]     [k] futex_wait_queue_me
     0.00%  :1363052    libc.so.6             [.] __GI___strcasecmp_l_sse2
     0.00%  :1363052    [kernel.kallsyms]     [k] native_apic_msr_eoi_write
     0.00%  python3.10  python3.10            [.] 0x000000000016ab50
     0.00%  :1363052    [kernel.kallsyms]     [k] pick_next_entity
     0.00%  python3.10  [kernel.kallsyms]     [k] __hrtimer_next_event_base
     0.00%  python3.10  [kernel.kallsyms]     [k] clear_page_erms
     0.00%  python3.10  libc.so.6             [.] __stpncpy_sse2_unaligned
     0.00%  python3.10  [kernel.kallsyms]     [k] memcpy_erms
     0.00%  :1363052    [kernel.kallsyms]     [k] read_tsc
     0.00%  :1363052    [vdso]                [.] __vdso_clock_gettime
     0.00%  :1363052    [kernel.kallsyms]     [k] futex_wait
     0.00%  python3.10  [kernel.kallsyms]     [k] x86_setup_perfctr
     0.00%  python3.10  python3.10            [.] _PyFunction_Vectorcall
     0.00%  python3.10  [kernel.kallsyms]     [k] intel_pmu_hw_config.part.0
     0.00%  python3.10  [kernel.kallsyms]     [k] get_obj_cgroup_from_current
     0.00%  python3.10  [kernel.kallsyms]     [k] native_queued_spin_lock_slowpath.part.0
     0.00%  :1363052    [kernel.kallsyms]     [k] __cgroup_account_cputime
     0.00%  python3.10  python3.10            [.] 0x000000000012d084
     0.00%  python3.10  [kernel.kallsyms]     [k] plist_add
     0.00%  python3.10  [kernel.kallsyms]     [k] intel_cpuc_prepare
     0.00%  python3.10  python3.10            [.] PyUnicode_Format
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_try_init_event
     0.00%  python3.10  [kernel.kallsyms]     [k] put_prev_entity
     0.00%  :1363052    [kernel.kallsyms]     [k] enqueue_entity
     0.00%  :1363052    [kernel.kallsyms]     [k] dequeue_entity
     0.00%  python3.10  [kernel.kallsyms]     [k] __alloc_pages
     0.00%  :1363052    [kernel.kallsyms]     [k] psi_flags_change
     0.00%  python3.10  [kernel.kallsyms]     [k] therm_throt_process
     0.00%  python3.10  [kernel.kallsyms]     [k] x86_pmu_event_init
