# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 173K of event 'cycles'
# Event count (approx.): 86051816755
#
# Overhead  Command     Shared Object                             Symbol                                     
# ........  ..........  ........................................  ...........................................
#
     0.07%  :1362842    python3.10                                [.] 0x0000000000121628
     0.06%  :1362842    python3.10                                [.] 0x000000000015b56e
     0.06%  :1362842    python3.10                                [.] 0x00000000001215a0
     0.06%  :1362842    python3.10                                [.] 0x0000000000121660
     0.06%  :1362842    python3.10                                [.] 0x000000000015b520
     0.06%  python3.10  python3.10                                [.] 0x0000000000121628
     0.06%  :1362842    python3.10                                [.] 0x0000000000179c42
     0.06%  :1362842    python3.10                                [.] 0x0000000000173d58
     0.06%  :1362842    python3.10                                [.] 0x000000000015b568
     0.06%  python3.10  [kernel.kallsyms]                         [k] psi_group_change
     0.06%  python3.10  python3.10                                [.] 0x00000000001215d8
     0.06%  :1362842    python3.10                                [.] 0x0000000000121638
     0.06%  :1362842    python3.10                                [.] 0x000000000012159d
     0.05%  :1362842    python3.10                                [.] 0x0000000000179be8
     0.05%  :1362842    python3.10                                [.] 0x00000000001215a2
     0.05%  :1362842    python3.10                                [.] 0x000000000015b557
     0.05%  python3.10  python3.10                                [.] 0x0000000000121638
     0.05%  :1362842    python3.10                                [.] 0x0000000000179c0b
     0.05%  :1362842    python3.10                                [.] 0x0000000000173d50
     0.04%  :1362842    python3.10                                [.] 0x000000000015b50e
     0.04%  :1362842    python3.10                                [.] 0x0000000000179c25
     0.04%  :1362899    python3.10                                [.] _PyEval_EvalFrameDefault
     0.04%  :1362842    python3.10                                [.] 0x000000000012167f
     0.04%  :1362842    [kernel.kallsyms]                         [k] psi_group_change
     0.04%  :1362842    python3.10                                [.] 0x00000000001215e5
     0.04%  python3.10  python3.10                                [.] 0x0000000000121677
     0.04%  :1362842    python3.10                                [.] 0x0000000000121677
     0.04%  python3.10  python3.10                                [.] _PyObject_GetMethod
     0.04%  :1362842    python3.10                                [.] 0x0000000000121740
     0.04%  :1362842    python3.10                                [.] 0x000000000015b500
     0.04%  :1362842    python3.10                                [.] 0x00000000001215ed
     0.03%  :1362842    python3.10                                [.] 0x0000000000121594
     0.03%  :1362842    python3.10                                [.] 0x0000000000179bee
     0.03%  python3.10  [kernel.kallsyms]                         [k] memset_erms
     0.03%  python3.10  [kernel.kallsyms]                         [k] syscall_return_via_sysret
     0.03%  python3.10  [kernel.kallsyms]                         [k] irqentry_exit_to_user_mode
     0.03%  python3.10  [kernel.kallsyms]                         [k] syscall_exit_to_user_mode
     0.03%  python3.10  python3.10                                [.] 0x000000000012167f
     0.03%  python3.10  python3.10                                [.] 0x0000000000121594
     0.03%  python3.10  python3.10                                [.] 0x0000000000121600
     0.03%  python3.10  python3.10                                [.] _PyObject_MakeTpCall
     0.03%  python3.10  [kernel.kallsyms]                         [k] error_entry
     0.03%  python3.10  [kernel.kallsyms]                         [k] event_sched_in
     0.03%  python3.10  python3.10                                [.] 0x00000000001215a0
     0.03%  :1362842    python3.10                                [.] 0x0000000000121675
     0.03%  :1362842    python3.10                                [.] 0x0000000000121757
     0.03%  :1362842    [kernel.kallsyms]                         [k] syscall_exit_to_user_mode
     0.03%  python3.10  [kernel.kallsyms]                         [k] merge_sched_in
     0.03%  :1362920    python3.10                                [.] _PyEval_EvalFrameDefault
     0.03%  :1362842    python3.10                                [.] 0x0000000000179c15
     0.03%  :1362842    python3.10                                [.] 0x0000000000179bea
     0.03%  :1362842    python3.10                                [.] 0x000000000012175a
     0.02%  python3.10  [kernel.kallsyms]                         [k] native_read_msr
     0.02%  python3.10  [kernel.kallsyms]                         [k] __update_load_avg_se
     0.02%  python3.10  [kernel.kallsyms]                         [k] perf_event_alloc
     0.02%  python3.10  [kernel.kallsyms]                         [k] entry_SYSCALL_64_after_hwframe
     0.02%  python3.10  [kernel.kallsyms]                         [k] asm_sysvec_apic_timer_interrupt
     0.02%  :1362842    python3.10                                [.] 0x000000000015b53b
     0.02%  :1362842    python3.10                                [.] 0x0000000000179c2e
     0.02%  :1362842    python3.10                                [.] 0x0000000000121749
     0.02%  :1362842    python3.10                                [.] 0x0000000000179bfb
     0.02%  python3.10  [kernel.kallsyms]                         [k] native_write_msr
     0.02%  :1362842    python3.10                                [.] 0x0000000000179be9
     0.02%  :1362842    python3.10                                [.] 0x0000000000121754
     0.02%  :1362842    [kernel.kallsyms]                         [k] entry_SYSCALL_64_after_hwframe
     0.02%  python3.10  python3.10                                [.] _PyUnicode_JoinArray
     0.02%  python3.10  [kernel.kallsyms]                         [k] rb_next
     0.02%  :1362842    python3.10                                [.] 0x0000000000179c21
     0.02%  python3.10  [kernel.kallsyms]                         [k] visit_groups_merge.constprop.0.isra.0
     0.02%  :1362842    python3.10                                [.] 0x0000000000121599
     0.02%  :1362842    [kernel.kallsyms]                         [k] syscall_return_via_sysret
     0.02%  python3.10  [kernel.kallsyms]                         [k] update_load_avg
     0.02%  python3.10  [kernel.kallsyms]                         [k] _raw_spin_lock
     0.02%  python3.10  python3.10                                [.] 0x00000000001215b2
     0.02%  python3.10  python3.10                                [.] _PyObject_GenericGetAttrWithDict
     0.02%  :1362842    python3.10                                [.] 0x000000000012166e
     0.02%  python3.10  [kernel.kallsyms]                         [k] __update_load_avg_cfs_rq
     0.02%  python3.10  libc.so.6                                 [.] ____wcstof_l_internal
     0.02%  :1362842    python3.10                                [.] 0x0000000000121751
     0.02%  python3.10  libc.so.6                                 [.] __strcat_ssse3
     0.02%  :1362842    [kernel.kallsyms]                         [k] native_read_msr
     0.02%  python3.10  [kernel.kallsyms]                         [k] perf_event_groups_first
     0.02%  :1362842    [kernel.kallsyms]                         [k] merge_sched_in
     0.02%  :1362842    python3.10                                [.] 0x00000000001215d8
     0.02%  python3.10  [kernel.kallsyms]                         [k] __irqentry_text_end
     0.02%  python3.10  [kernel.kallsyms]                         [k] __schedule
     0.02%  python3.10  [kernel.kallsyms]                         [k] native_write_msr_safe
     0.01%  python3.10  [kernel.kallsyms]                         [k] native_sched_clock
     0.01%  :1362842    [kernel.kallsyms]                         [k] __get_user_8
     0.01%  :1362842    python3.10                                [.] 0x0000000000179be4
     0.01%  :1362842    python3.10                                [.] 0x00000000001215a6
     0.01%  python3.10  python3.10                                [.] 0x00000000001215a6
     0.01%  :1362842    python3.10                                [.] 0x000000000015b50a
     0.01%  :1362842    python3.10                                [.] 0x000000000015b53e
     0.01%  python3.10  [kernel.kallsyms]                         [k] update_cfs_group
     0.01%  :1362842    [kernel.kallsyms]                         [k] irqentry_exit_to_user_mode
     0.01%  python3.10  libc.so.6                                 [.] __GI___strncasecmp_l_sse2
     0.01%  python3.10  [kernel.kallsyms]                         [k] _raw_spin_lock_irqsave
     0.01%  python3.10  [kernel.kallsyms]                         [k] update_curr
     0.01%  python3.10  [kernel.kallsyms]                         [k] enqueue_entity
     0.01%  python3.10  python3.10                                [.] 0x0000000000121599
     0.01%  python3.10  [kernel.kallsyms]                         [k] put_prev_entity
     0.01%  :1362842    libc.so.6                                 [.] __strcat_ssse3
     0.01%  :1362842    [kernel.kallsyms]                         [k] perf_event_groups_first
     0.01%  :1362842    python3.10                                [.] 0x000000000015b554
     0.01%  python3.10  libc.so.6                                 [.] ____wcstold_l_internal
     0.01%  python3.10  [kernel.kallsyms]                         [k] try_to_wake_up
     0.01%  :1362842    [kernel.kallsyms]                         [k] update_curr
     0.01%  python3.10  python3.10                                [.] 0x00000000001215c0
     0.01%  python3.10  python3.10                                [.] _PyUnicode_InsertThousandsGrouping
     0.01%  python3.10  [kernel.kallsyms]                         [k] exit_to_user_mode_loop
     0.01%  python3.10  [kernel.kallsyms]                         [k] psi_task_change
     0.01%  :1362842    [kernel.kallsyms]                         [k] error_entry
     0.01%  :1362842    python3.10                                [.] 0x0000000000179bf7
     0.01%  python3.10  [kernel.kallsyms]                         [k] rb_erase
     0.01%  python3.10  python3.10                                [.] 0x000000000012166e
     0.01%  python3.10  [kernel.kallsyms]                         [k] zap_pte_range
     0.01%  :1362842    [kernel.kallsyms]                         [k] __update_load_avg_se
     0.01%  python3.10  python3.10                                [.] _PyObject_LookupSpecial
     0.01%  python3.10  [kernel.kallsyms]                         [k] psi_task_switch
     0.01%  python3.10  [kernel.kallsyms]                         [k] enqueue_task_fair
     0.01%  python3.10  [kernel.kallsyms]                         [k] futex_wake
     0.01%  :1362842    [kernel.kallsyms]                         [k] update_load_avg
     0.01%  :1362842    libc.so.6                                 [.] __GI___strncasecmp_l_sse2
     0.01%  :1362842    [kernel.kallsyms]                         [k] event_sched_in
     0.01%  python3.10  [kernel.kallsyms]                         [k] perf_log_itrace_start
     0.01%  :1362842    libc.so.6                                 [.] parse_qtd_backslash
     0.01%  python3.10  [kernel.kallsyms]                         [k] restore_fpregs_from_fpstate
     0.01%  :1362842    python3.10                                [.] 0x000000000015b55d
     0.01%  python3.10  [kernel.kallsyms]                         [k] __hrtimer_run_queues
     0.01%  :1362842    [kernel.kallsyms]                         [k] native_write_msr
     0.01%  :1362842    python3.10                                [.] 0x000000000015b55b
     0.01%  python3.10  [kernel.kallsyms]                         [k] perf_event_update_userpage
     0.01%  :1362842    [kernel.kallsyms]                         [k] __irqentry_text_end
     0.01%  :1362842    python3.10                                [.] 0x00000000001215c8
     0.01%  python3.10  [kernel.kallsyms]                         [k] kmem_cache_alloc_node
     0.01%  :1362842    [kernel.kallsyms]                         [k] asm_sysvec_apic_timer_interrupt
     0.01%  python3.10  libc.so.6                                 [.] 0x00000000001a0940
     0.01%  python3.10  [kernel.kallsyms]                         [k] kfree
     0.01%  python3.10  python3.10                                [.] PyList_Append
     0.01%  python3.10  [kernel.kallsyms]                         [k] sync_regs
     0.01%  python3.10  [kernel.kallsyms]                         [k] __perf_event_task_sched_in
     0.01%  :1362842    [kernel.kallsyms]                         [k] native_sched_clock
     0.01%  :1362842    python3.10                                [.] 0x000000000015b504
     0.01%  :1362842    [kernel.kallsyms]                         [k] native_write_msr_safe
     0.01%  python3.10  python3.10                                [.] PyObject_Format
     0.01%  python3.10  [kernel.kallsyms]                         [k] asm_sysvec_thermal
     0.01%  python3.10  python3.10                                [.] 0x0000000000152321
     0.01%  :1362842    [kernel.kallsyms]                         [k] rb_erase
     0.01%  :1362842    python3.10                                [.] _PyObject_GetMethod
     0.01%  :1362842    python3.10                                [.] 0x0000000000179c38
     0.01%  :1362842    python3.10                                [.] 0x0000000000173d54
     0.01%  python3.10  [kernel.kallsyms]                         [k] perf_iterate_ctx
     0.01%  :1362842    [kernel.kallsyms]                         [k] visit_groups_merge.constprop.0.isra.0
     0.01%  :1362842    [kernel.kallsyms]                         [k] __perf_event_task_sched_in
     0.01%  python3.10  python3.10                                [.] 0x0000000000175dfe
     0.01%  python3.10  [kernel.kallsyms]                         [k] timerqueue_add
     0.01%  python3.10  python3.10                                [.] PyType_GenericAlloc
     0.01%  :1362842    python3.10                                [.] 0x000000000015b50b
     0.01%  :1362842    [kernel.kallsyms]                         [k] __update_load_avg_cfs_rq
     0.01%  :1362842    python3.10                                [.] 0x00000000001215b2
     0.01%  python3.10  python3.10                                [.] _PyUnicodeWriter_PrepareInternal
     0.01%  python3.10  [kernel.kallsyms]                         [k] kmem_cache_alloc_trace
     0.01%  python3.10  [kernel.kallsyms]                         [k] rb_insert_color
     0.01%  python3.10  python3.10                                [.] PyObject_SetAttr
     0.01%  python3.10  [kernel.kallsyms]                         [k] ctx_sched_in
     0.01%  :1362842    python3.10                                [.] 0x000000000015b534
     0.01%  python3.10  libc.so.6                                 [.] __strncat_ssse3
     0.01%  python3.10  [kernel.kallsyms]                         [k] inherit_event.constprop.0
     0.01%  python3.10  [kernel.kallsyms]                         [k] update_rq_clock
     0.01%  :1362842    python3.10                                [.] 0x00000000001215c0
     0.01%  python3.10  [kernel.kallsyms]                         [k] x86_pmu_disable
     0.01%  python3.10  [kernel.kallsyms]                         [k] dequeue_task_fair
     0.01%  python3.10  python3.10                                [.] 0x00000000001215df
     0.01%  python3.10  python3.10                                [.] _PyType_Lookup
     0.01%  python3.10  [kernel.kallsyms]                         [k] memcg_slab_post_alloc_hook
     0.01%  python3.10  [kernel.kallsyms]                         [k] __get_user_8
     0.01%  :1362842    python3.10                                [.] 0x000000000015b519
     0.01%  python3.10  python3.10                                [.] PyLong_FromString
     0.01%  python3.10  python3.10                                [.] 0x000000000015effa
     0.01%  :1362842    [kernel.kallsyms]                         [k] psi_task_change
     0.01%  :1362842    python3.10                                [.] 0x000000000012174d
     0.01%  python3.10  libc.so.6                                 [.] ____wcstod_l_internal
     0.01%  python3.10  python3.10                                [.] PyObject_GetAttr
     0.01%  :1362842    [kernel.kallsyms]                         [k] sync_regs
     0.01%  :1362842    python3.10                                [.] 0x0000000000179c56
     0.01%  python3.10  python3.10                                [.] _PyFunction_Vectorcall
     0.01%  python3.10  [kernel.kallsyms]                         [k] __x64_sys_futex
     0.01%  :1362842    python3.10                                [.] 0x0000000000179bfe
     0.01%  python3.10  [kernel.kallsyms]                         [k] __entry_text_start
     0.01%  python3.10  [kernel.kallsyms]                         [k] select_idle_sibling
     0.01%  python3.10  [kernel.kallsyms]                         [k] __cond_resched
     0.01%  :1362842    [kernel.kallsyms]                         [k] try_to_wake_up
     0.01%  python3.10  libc.so.6                                 [.] parse_qtd_backslash
     0.01%  :1362842    python3.10                                [.] PyLong_FromString
     0.01%  :1362842    [kernel.kallsyms]                         [k] iterate_groups
     0.01%  :1362842    [kernel.kallsyms]                         [k] reweight_entity
     0.01%  :1362842    [kernel.kallsyms]                         [k] enqueue_entity
     0.01%  :1362842    python3.10                                [.] 0x00000000001215df
     0.01%  :1362842    [kernel.kallsyms]                         [k] _raw_spin_lock_irqsave
     0.01%  :1362842    libc.so.6                                 [.] ____wcstof_l_internal
     0.01%  python3.10  python3.10                                [.] 0x00000000001215c8
     0.01%  :1362842    [kernel.kallsyms]                         [k] perf_log_itrace_start
     0.01%  :1362842    [kernel.kallsyms]                         [k] __schedule
     0.01%  python3.10  [kernel.kallsyms]                         [k] exit_to_user_mode_prepare
     0.01%  python3.10  [kernel.kallsyms]                         [k] do_syscall_64
     0.01%  python3.10  [kernel.kallsyms]                         [k] select_task_rq_fair
     0.01%  python3.10  [kernel.kallsyms]                         [k] kmem_cache_alloc_node_trace
     0.01%  python3.10  [kernel.kallsyms]                         [k] native_queued_spin_lock_slowpath.part.0
     0.01%  python3.10  [kernel.kallsyms]                         [k] perf_swevent_add
     0.01%  python3.10  [kernel.kallsyms]                         [k] check_preempt_wakeup
     0.01%  python3.10  [kernel.kallsyms]                         [k] rcu_cblist_dequeue
     0.01%  python3.10  python3.10                                [.] 0x00000000002942ff
     0.01%  python3.10  libc.so.6                                 [.] __strncpy_sse2_unaligned
     0.01%  :1362842    python3.10                                [.] _PyObject_MakeTpCall
     0.01%  python3.10  [kernel.kallsyms]                         [k] slab_free_freelist_hook.constprop.0
     0.01%  python3.10  [kernel.kallsyms]                         [k] reweight_entity
     0.01%  python3.10  libc.so.6                                 [.] __stpncpy_sse2_unaligned
     0.01%  python3.10  [kernel.kallsyms]                         [k] irq_exit_rcu
     0.01%  python3.10  [kernel.kallsyms]                         [k] perf_event_groups_insert
     0.01%  python3.10  python3.10                                [.] 0x000000000018d59d
     0.01%  :1362842    python3.10                                [.] 0x000000000015b52a
     0.01%  python3.10  [kernel.kallsyms]                         [k] sched_clock_cpu
     0.01%  :1362842    [kernel.kallsyms]                         [k] update_cfs_group
     0.01%  :1362842    [kernel.kallsyms]                         [k] psi_task_switch
     0.01%  python3.10  [kernel.kallsyms]                         [k] find_vma_prev
     0.01%  python3.10  [kernel.kallsyms]                         [k] pick_next_task_fair
     0.01%  python3.10  [kernel.kallsyms]                         [k] mutex_unlock
     0.01%  python3.10  [kernel.kallsyms]                         [k] perf_pmu_nop_int
     0.01%  :1362842    libc.so.6                                 [.] __stpncpy_sse2_unaligned
     0.01%  python3.10  [kernel.kallsyms]                         [k] kmem_cache_free
     0.01%  :1362842    [kernel.kallsyms]                         [k] futex_wait
     0.01%  :1362842    [kernel.kallsyms]                         [k] asm_sysvec_thermal
     0.01%  :1362842    [kernel.kallsyms]                         [k] rb_insert_color
     0.01%  :1362842    [kernel.kallsyms]                         [k] switch_fpu_return
     0.01%  python3.10  python3.10                                [.] 0x000000000017c3ef
     0.01%  python3.10  python3.10                                [.] 0x000000000017c3fc
     0.00%  :1362842    [kernel.kallsyms]                         [k] dequeue_task_fair
     0.00%  python3.10  python3.10                                [.] 0x00000000001215ed
     0.00%  python3.10  [kernel.kallsyms]                         [k] __lock_text_start
     0.00%  :1362842    libc.so.6                                 [.] ____wcstold_l_internal
     0.00%  python3.10  python3.10                                [.] _PyObject_GenericSetAttrWithDict
     0.00%  python3.10  [kernel.kallsyms]                         [k] update_sg_wakeup_stats
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a1100
     0.00%  :1362842    [kernel.kallsyms]                         [k] perf_event_update_userpage
     0.00%  python3.10  [kernel.kallsyms]                         [k] schedule
     0.00%  :1362842    python3.10                                [.] 0x0000000000121641
     0.00%  python3.10  python3.10                                [.] 0x000000000015efdc
     0.00%  python3.10  python3.10                                [.] 0x0000000000127f5d
     0.00%  :1362842    [kernel.kallsyms]                         [k] timerqueue_add
     0.00%  :1362842    [kernel.kallsyms]                         [k] futex_wake
     0.00%  python3.10  [kernel.kallsyms]                         [k] hrtimer_interrupt
     0.00%  python3.10  python3.10                                [.] 0x0000000000206a23
     0.00%  python3.10  [kernel.kallsyms]                         [k] memcg_slab_free_hook
     0.00%  python3.10  [kernel.kallsyms]                         [k] inherit_task_group.isra.0
     0.00%  :1362842    python3.10                                [.] 0x000000000012164e
     0.00%  :1362842    libc.so.6                                 [.] 0x00000000001a0940
     0.00%  :1362842    [kernel.kallsyms]                         [k] _raw_spin_lock
     0.00%  python3.10  python3.10                                [.] 0x0000000000137b95
     0.00%  python3.10  [kernel.kallsyms]                         [k] psi_flags_change
     0.00%  :1362842    [kernel.kallsyms]                         [k] enqueue_task_fair
     0.00%  python3.10  [kernel.kallsyms]                         [k] ___perf_sw_event
     0.00%  :1362842    [kernel.kallsyms]                         [k] exit_to_user_mode_prepare
     0.00%  python3.10  [kernel.kallsyms]                         [k] lapic_next_deadline
     0.00%  python3.10  [kernel.kallsyms]                         [k] rcu_read_unlock_strict
     0.00%  :1362842    [kernel.kallsyms]                         [k] restore_fpregs_from_fpstate
     0.00%  :1362842    [kernel.kallsyms]                         [k] select_task_rq_fair
     0.00%  python3.10  python3.10                                [.] _PyUnicode_ToDecimalDigit
     0.00%  python3.10  [kernel.kallsyms]                         [k] futex_wait_queue_me
     0.00%  python3.10  [kernel.kallsyms]                         [k] __rseq_handle_notify_resume
     0.00%  python3.10  [kernel.kallsyms]                         [k] calc_timer_values
     0.00%  python3.10  python3.10                                [.] 0x00000000001d4961
     0.00%  python3.10  [kernel.kallsyms]                         [k] iterate_groups
     0.00%  :1362842    [kernel.kallsyms]                         [k] __hrtimer_run_queues
     0.00%  python3.10  python3.10                                [.] PyTuple_New
     0.00%  python3.10  python3.10                                [.] 0x000000000018d589
     0.00%  python3.10  python3.10                                [.] PyUnicode_FromFormatV
     0.00%  :1362842    python3.10                                [.] 0x000000000015b512
     0.00%  :1362842    python3.10                                [.] PyFunction_NewWithQualName
     0.00%  python3.10  python3.10                                [.] 0x000000000020bef5
     0.00%  :1362842    [kernel.kallsyms]                         [k] __entry_text_start
     0.00%  python3.10  python3.10                                [.] 0x00000000001740bb
     0.00%  :1362842    [kernel.kallsyms]                         [k] __fget_files
     0.00%  python3.10  [kernel.kallsyms]                         [k] x86_setup_perfctr
     0.00%  python3.10  [kernel.kallsyms]                         [k] task_tick_fair
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_event_context_sched_out
     0.00%  :1362842    python3.10                                [.] 0x000000000015b509
     0.00%  python3.10  python3.10                                [.] 0x000000000017c380
     0.00%  python3.10  [kernel.kallsyms]                         [k] dequeue_entity
     0.00%  python3.10  python3.10                                [.] 0x0000000000175dd6
     0.00%  :1362842    python3.10                                [.] _PyObject_LookupSpecial
     0.00%  python3.10  [kernel.kallsyms]                         [k] task_clock_event_add
     0.00%  :1362842    libc.so.6                                 [.] parse_expression
     0.00%  python3.10  python3.10                                [.] 0x000000000015b506
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_event_update_time
     0.00%  python3.10  [kernel.kallsyms]                         [k] pick_next_entity
     0.00%  :1362842    python3.10                                [.] 0x000000000012161d
     0.00%  :1362842    [kernel.kallsyms]                         [k] put_prev_entity
     0.00%  python3.10  python3.10                                [.] 0x0000000000175dd2
     0.00%  python3.10  [kernel.kallsyms]                         [k] hash_futex
     0.00%  python3.10  [kernel.kallsyms]                         [k] futex_wait
     0.00%  python3.10  python3.10                                [.] PyTraceBack_Here
     0.00%  python3.10  [kernel.kallsyms]                         [k] x86_pmu_event_init
     0.00%  python3.10  [kernel.kallsyms]                         [k] finish_task_switch.isra.0
     0.00%  python3.10  python3.10                                [.] _PyDict_DelItem_KnownHash
     0.00%  :1362842    [kernel.kallsyms]                         [k] futex_wait_queue_me
     0.00%  python3.10  libc.so.6                                 [.] __memmove_sse2_unaligned_erms
     0.00%  :1362842    [kernel.kallsyms]                         [k] prepare_task_switch
     0.00%  python3.10  [kernel.kallsyms]                         [k] hrtimer_active
     0.00%  python3.10  [kernel.kallsyms]                         [k] prepare_task_switch
     0.00%  python3.10  [kernel.kallsyms]                         [k] memcpy_erms
     0.00%  :1362842    python3.10                                [.] 0x000000000016a34d
     0.00%  :1362842    [kernel.kallsyms]                         [k] exit_to_user_mode_loop
     0.00%  python3.10  [kernel.kallsyms]                         [k] fpregs_assert_state_consistent
     0.00%  python3.10  [kernel.kallsyms]                         [k] plist_add
     0.00%  python3.10  [kernel.kallsyms]                         [k] therm_throt_process
     0.00%  :1362842    [kernel.kallsyms]                         [k] therm_throt_process
     0.00%  python3.10  [vdso]                                    [.] __vdso_clock_gettime
     0.00%  :1362842    [kernel.kallsyms]                         [k] finish_task_switch.isra.0
     0.00%  :1362842    [kernel.kallsyms]                         [k] plist_add
     0.00%  :1362842    [kernel.kallsyms]                         [k] rb_next
     0.00%  python3.10  python3.10                                [.] 0x0000000000137b1b
     0.00%  python3.10  [kernel.kallsyms]                         [k] acct_account_cputime
     0.00%  python3.10  python3.10                                [.] 0x0000000000127f54
     0.00%  :1362842    [kernel.kallsyms]                         [k] update_rq_clock
     0.00%  python3.10  [kernel.kallsyms]                         [k] ttwu_do_wakeup
     0.00%  python3.10  python3.10                                [.] 0x0000000000175cf0
     0.00%  python3.10  python3.10                                [.] 0x000000000015ffe6
