# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 172K of event 'cycles'
# Event count (approx.): 83401119984
#
# Overhead  Command     Shared Object                             Symbol                                      
# ........  ..........  ........................................  ............................................
#
     0.04%  python3.10  [kernel.kallsyms]                         [k] __update_load_avg_se
     0.04%  python3.10  python3.10                                [.] 0x00000000001215a2
     0.04%  python3.10  [kernel.kallsyms]                         [k] memset_erms
     0.04%  python3.10  [kernel.kallsyms]                         [k] __irqentry_text_end
     0.03%  python3.10  [kernel.kallsyms]                         [k] event_sched_in
     0.03%  python3.10  [kernel.kallsyms]                         [k] perf_event_groups_first
     0.03%  python3.10  libc.so.6                                 [.] __GI___strncasecmp_l_sse2
     0.03%  python3.10  python3.10                                [.] 0x000000000015b500
     0.03%  python3.10  python3.10                                [.] 0x00000000001215ed
     0.03%  python3.10  [kernel.kallsyms]                         [k] asm_sysvec_apic_timer_interrupt
     0.03%  python3.10  python3.10                                [.] 0x000000000012175a
     0.03%  python3.10  python3.10                                [.] 0x0000000000121749
     0.03%  python3.10  [kernel.kallsyms]                         [k] native_write_msr
     0.03%  python3.10  python3.10                                [.] 0x0000000000121594
     0.03%  python3.10  libc.so.6                                 [.] __strcat_ssse3
     0.03%  python3.10  [kernel.kallsyms]                         [k] rb_insert_color
     0.03%  python3.10  [kernel.kallsyms]                         [k] enqueue_entity
     0.02%  python3.10  [kernel.kallsyms]                         [k] __schedule
     0.02%  python3.10  [kernel.kallsyms]                         [k] visit_groups_merge.constprop.0.isra.0
     0.02%  python3.10  [kernel.kallsyms]                         [k] update_curr
     0.02%  python3.10  [kernel.kallsyms]                         [k] __perf_event_task_sched_in
     0.02%  python3.10  [kernel.kallsyms]                         [k] rb_erase
     0.02%  python3.10  [kernel.kallsyms]                         [k] __get_user_8
     0.02%  python3.10  [kernel.kallsyms]                         [k] perf_event_alloc
     0.02%  python3.10  python3.10                                [.] 0x0000000000121757
     0.02%  python3.10  [kernel.kallsyms]                         [k] restore_fpregs_from_fpstate
     0.02%  python3.10  python3.10                                [.] 0x0000000000121754
     0.02%  python3.10  python3.10                                [.] 0x0000000000179be6
     0.02%  python3.10  [kernel.kallsyms]                         [k] perf_swevent_add
     0.02%  python3.10  [kernel.kallsyms]                         [k] update_load_avg
     0.02%  python3.10  [kernel.kallsyms]                         [k] psi_task_change
     0.02%  python3.10  [kernel.kallsyms]                         [k] try_to_wake_up
     0.02%  python3.10  [kernel.kallsyms]                         [k] _raw_spin_lock
     0.02%  python3.10  [kernel.kallsyms]                         [k] native_sched_clock
     0.02%  python3.10  [kernel.kallsyms]                         [k] enqueue_task_fair
     0.02%  python3.10  python3.10                                [.] 0x0000000000121751
     0.02%  python3.10  [kernel.kallsyms]                         [k] native_write_msr_safe
     0.02%  python3.10  [kernel.kallsyms]                         [k] exit_to_user_mode_loop
     0.02%  python3.10  [kernel.kallsyms]                         [k] update_cfs_group
     0.02%  python3.10  [kernel.kallsyms]                         [k] __update_load_avg_cfs_rq
     0.02%  python3.10  libc.so.6                                 [.] parse_qtd_backslash
     0.02%  python3.10  [kernel.kallsyms]                         [k] perf_event_update_userpage
     0.02%  python3.10  python3.10                                [.] _PyUnicodeWriter_PrepareInternal
     0.02%  python3.10  [kernel.kallsyms]                         [k] sync_regs
     0.02%  python3.10  python3.10                                [.] 0x0000000000121734
     0.02%  python3.10  [kernel.kallsyms]                         [k] ___perf_sw_event
     0.02%  python3.10  python3.10                                [.] _PyUnicode_JoinArray
     0.02%  python3.10  python3.10                                [.] 0x00000000001215a0
     0.02%  python3.10  [kernel.kallsyms]                         [k] pick_next_task_fair
     0.02%  python3.10  python3.10                                [.] 0x0000000000173d58
     0.02%  python3.10  libc.so.6                                 [.] ____wcstof_l_internal
     0.02%  python3.10  python3.10                                [.] 0x0000000000121599
     0.02%  python3.10  [kernel.kallsyms]                         [k] psi_task_switch
     0.02%  python3.10  [kernel.kallsyms]                         [k] rb_next
     0.02%  python3.10  [kernel.kallsyms]                         [k] kfree
     0.02%  python3.10  [kernel.kallsyms]                         [k] ctx_sched_in
     0.01%  python3.10  [kernel.kallsyms]                         [k] perf_event_context_sched_out
     0.01%  python3.10  [kernel.kallsyms]                         [k] __calc_delta
     0.01%  python3.10  python3.10                                [.] PyLong_FromString
     0.01%  python3.10  python3.10                                [.] 0x0000000000179c21
     0.01%  python3.10  libc.so.6                                 [.] ____wcstold_l_internal
     0.01%  python3.10  python3.10                                [.] _PyObject_GenericSetAttrWithDict
     0.01%  python3.10  [kernel.kallsyms]                         [k] _raw_spin_lock_irqsave
     0.01%  python3.10  [kernel.kallsyms]                         [k] futex_wake
     0.01%  python3.10  [kernel.kallsyms]                         [k] perf_log_itrace_start
     0.01%  python3.10  python3.10                                [.] 0x0000000000179c0e
     0.01%  python3.10  python3.10                                [.] 0x0000000000179be4
     0.01%  python3.10  [kernel.kallsyms]                         [k] __x64_sys_futex
     0.01%  python3.10  python3.10                                [.] _PyObject_GenericGetAttrWithDict
     0.01%  python3.10  [kernel.kallsyms]                         [k] __hrtimer_run_queues
     0.01%  python3.10  python3.10                                [.] 0x000000000012164e
     0.01%  python3.10  python3.10                                [.] 0x00000000001215c0
     0.01%  python3.10  python3.10                                [.] _PyObject_LookupSpecial
     0.01%  python3.10  [kernel.kallsyms]                         [k] reweight_entity
     0.01%  python3.10  [kernel.kallsyms]                         [k] futex_wait
     0.01%  python3.10  python3.10                                [.] 0x00000000001215a6
     0.01%  python3.10  [kernel.kallsyms]                         [k] inherit_event.constprop.0
     0.01%  python3.10  [kernel.kallsyms]                         [k] exit_to_user_mode_prepare
     0.01%  python3.10  python3.10                                [.] 0x000000000015b50a
     0.01%  python3.10  [kernel.kallsyms]                         [k] prepare_task_switch
     0.01%  python3.10  [kernel.kallsyms]                         [k] __entry_text_start
     0.01%  python3.10  [kernel.kallsyms]                         [k] timerqueue_add
     0.01%  python3.10  python3.10                                [.] 0x00000000001215b2
     0.01%  python3.10  [kernel.kallsyms]                         [k] _raw_spin_lock_irq
     0.01%  python3.10  [kernel.kallsyms]                         [k] iterate_groups
     0.01%  python3.10  python3.10                                [.] _PyUnicode_InsertThousandsGrouping
     0.01%  python3.10  [kernel.kallsyms]                         [k] select_task_rq_fair
     0.01%  python3.10  python3.10                                [.] 0x000000000017c3fc
     0.01%  python3.10  [kernel.kallsyms]                         [k] do_syscall_64
     0.01%  python3.10  [kernel.kallsyms]                         [k] check_preempt_wakeup
     0.01%  python3.10  [kernel.kallsyms]                         [k] hrtimer_interrupt
     0.01%  python3.10  libc.so.6                                 [.] re_search_internal
     0.01%  python3.10  [kernel.kallsyms]                         [k] native_apic_msr_eoi_write
     0.01%  python3.10  [kernel.kallsyms]                         [k] futex_wait_queue_me
     0.01%  python3.10  python3.10                                [.] 0x00000000001215c8
     0.01%  python3.10  python3.10                                [.] 0x0000000000179c38
     0.01%  python3.10  libc.so.6                                 [.] __stpncpy_sse2_unaligned
     0.01%  python3.10  [kernel.kallsyms]                         [k] perf_iterate_ctx
     0.01%  python3.10  libc.so.6                                 [.] __strncat_ssse3
     0.01%  python3.10  [kernel.kallsyms]                         [k] select_idle_sibling
     0.01%  python3.10  [kernel.kallsyms]                         [k] perf_pmu_nop_int
     0.01%  python3.10  python3.10                                [.] PyList_Append
     0.01%  python3.10  python3.10                                [.] 0x000000000018d59d
     0.01%  python3.10  [kernel.kallsyms]                         [k] put_prev_entity
     0.01%  python3.10  python3.10                                [.] 0x000000000015b541
     0.01%  python3.10  [kernel.kallsyms]                         [k] mutex_lock
     0.01%  python3.10  [kernel.kallsyms]                         [k] update_rq_clock
     0.01%  python3.10  [kernel.kallsyms]                         [k] kmem_cache_alloc_trace
     0.01%  python3.10  python3.10                                [.] 0x00000000001d4961
     0.01%  python3.10  [kernel.kallsyms]                         [k] ___slab_alloc
     0.01%  python3.10  python3.10                                [.] 0x0000000000127f5d
     0.01%  python3.10  [kernel.kallsyms]                         [k] pick_next_entity
     0.01%  python3.10  [kernel.kallsyms]                         [k] task_tick_fair
     0.01%  python3.10  [kernel.kallsyms]                         [k] read_tsc
     0.01%  python3.10  [kernel.kallsyms]                         [k] __hrtimer_next_event_base
     0.01%  python3.10  [kernel.kallsyms]                         [k] native_queued_spin_lock_slowpath.part.0
     0.01%  python3.10  python3.10                                [.] _PyUnicode_ToDecimalDigit
     0.01%  python3.10  [kernel.kallsyms]                         [k] perf_event_update_time
     0.01%  python3.10  [kernel.kallsyms]                         [k] psi_flags_change
     0.01%  python3.10  python3.10                                [.] PyType_GenericAlloc
     0.01%  python3.10  python3.10                                [.] 0x00000000002942ff
     0.01%  python3.10  [kernel.kallsyms]                         [k] x86_pmu_disable
     0.01%  python3.10  python3.10                                [.] 0x00000000001d495d
     0.01%  python3.10  [kernel.kallsyms]                         [k] __lock_text_start
     0.01%  python3.10  python3.10                                [.] _PyFunction_Vectorcall
     0.01%  python3.10  libc.so.6                                 [.] round_and_return
     0.01%  python3.10  python3.10                                [.] 0x000000000015b54f
     0.01%  python3.10  libc.so.6                                 [.] 0x00000000001a1100
     0.01%  python3.10  [kernel.kallsyms]                         [k] kmem_cache_alloc_node
     0.01%  python3.10  python3.10                                [.] PyUnicode_FromFormatV
     0.01%  python3.10  [kernel.kallsyms]                         [k] update_min_vruntime
     0.01%  python3.10  [kernel.kallsyms]                         [k] zap_pte_range
     0.01%  python3.10  python3.10                                [.] 0x0000000000173d54
     0.01%  python3.10  [kernel.kallsyms]                         [k] ktime_get
     0.01%  python3.10  [kernel.kallsyms]                         [k] schedule
     0.01%  python3.10  python3.10                                [.] 0x0000000000121667
     0.01%  python3.10  [kernel.kallsyms]                         [k] asm_sysvec_thermal
     0.01%  python3.10  [kernel.kallsyms]                         [k] lapic_next_deadline
     0.01%  python3.10  [kernel.kallsyms]                         [k] set_next_entity
     0.01%  python3.10  python3.10                                [.] 0x00000000001740bb
     0.01%  python3.10  [kernel.kallsyms]                         [k] memcg_slab_free_hook
     0.01%  python3.10  [kernel.kallsyms]                         [k] __mod_memcg_lruvec_state
     0.01%  python3.10  python3.10                                [.] 0x000000000015b50b
     0.01%  python3.10  python3.10                                [.] PyFunction_NewWithQualName
     0.01%  python3.10  [kernel.kallsyms]                         [k] dequeue_task_fair
     0.01%  python3.10  python3.10                                [.] 0x000000000017c380
     0.01%  python3.10  [kernel.kallsyms]                         [k] sched_clock_cpu
     0.01%  python3.10  [kernel.kallsyms]                         [k] dequeue_entity
     0.01%  python3.10  [kernel.kallsyms]                         [k] set_next_buddy
     0.01%  python3.10  python3.10                                [.] 0x0000000000206a23
     0.01%  python3.10  python3.10                                [.] 0x0000000000121630
     0.01%  python3.10  python3.10                                [.] PyObject_GetAttr
     0.01%  python3.10  [kernel.kallsyms]                         [k] kmem_cache_alloc_node_trace
     0.01%  python3.10  python3.10                                [.] 0x000000000015b55b
     0.01%  python3.10  python3.10                                [.] _PyLong_New
     0.01%  python3.10  python3.10                                [.] 0x00000000001434c6
     0.01%  python3.10  [kernel.kallsyms]                         [k] copy_page
     0.01%  python3.10  python3.10                                [.] 0x000000000017f87a
     0.01%  python3.10  python3.10                                [.] 0x0000000000175dfe
     0.01%  python3.10  python3.10                                [.] PyObject_Malloc
     0.01%  python3.10  python3.10                                [.] 0x0000000000143449
     0.01%  python3.10  libc.so.6                                 [.] re_compile_internal
     0.01%  python3.10  python3.10                                [.] 0x000000000015b504
     0.01%  python3.10  python3.10                                [.] 0x000000000031e7a0
     0.01%  python3.10  [kernel.kallsyms]                         [k] perf_output_begin
     0.01%  python3.10  python3.10                                [.] 0x0000000000122820
     0.01%  python3.10  [kernel.kallsyms]                         [k] kmem_cache_free
     0.01%  python3.10  python3.10                                [.] PyObject_Format
     0.01%  python3.10  python3.10                                [.] 0x000000000015b52a
     0.01%  python3.10  python3.10                                [.] 0x0000000000121641
     0.01%  python3.10  python3.10                                [.] 0x000000000020bf65
     0.01%  python3.10  libc.so.6                                 [.] __strncpy_sse2_unaligned
     0.00%  python3.10  [kernel.kallsyms]                         [k] memcpy_erms
     0.00%  python3.10  python3.10                                [.] 0x00000000001522f3
     0.00%  python3.10  python3.10                                [.] 0x0000000000143407
     0.00%  python3.10  [kernel.kallsyms]                         [k] x86_get_event_constraints
     0.00%  python3.10  libc.so.6                                 [.] __strncat_sse2_unaligned
     0.00%  python3.10  [kernel.kallsyms]                         [k] mutex_unlock
     0.00%  python3.10  [kernel.kallsyms]                         [k] error_return
     0.00%  python3.10  [kernel.kallsyms]                         [k] __sysvec_apic_timer_interrupt
     0.00%  python3.10  libc.so.6                                 [.] __memmove_sse2_unaligned_erms
     0.00%  python3.10  [kernel.kallsyms]                         [k] x86_pmu_event_init
     0.00%  python3.10  python3.10                                [.] _PyType_Lookup
     0.00%  python3.10  python3.10                                [.] 0x0000000000179bea
     0.00%  python3.10  python3.10                                [.] 0x000000000017a8e0
     0.00%  python3.10  [kernel.kallsyms]                         [k] task_clock_event_add
     0.00%  python3.10  [kernel.kallsyms]                         [k] rcu_read_unlock_strict
     0.00%  python3.10  [vdso]                                    [.] __vdso_clock_gettime
     0.00%  python3.10  [kernel.kallsyms]                         [k] dequeue_task
     0.00%  python3.10  [kernel.kallsyms]                         [k] __rseq_handle_notify_resume
     0.00%  python3.10  python3.10                                [.] 0x000000000015b512
     0.00%  python3.10  python3.10                                [.] 0x0000000000152321
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_event_groups_insert
     0.00%  python3.10  python3.10                                [.] 0x000000000012d084
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0970
     0.00%  python3.10  python3.10                                [.] 0x000000000018d599
     0.00%  python3.10  python3.10                                [.] PyObject_SetAttr
     0.00%  python3.10  python3.10                                [.] 0x000000000015b55d
     0.00%  python3.10  python3.10                                [.] 0x0000000000179bfb
     0.00%  python3.10  [kernel.kallsyms]                         [k] rseq_ip_fixup
     0.00%  python3.10  [kernel.kallsyms]                         [k] intel_put_event_constraints
     0.00%  python3.10  [kernel.kallsyms]                         [k] __remove_hrtimer
     0.00%  python3.10  [kernel.kallsyms]                         [k] find_vma_prev
     0.00%  python3.10  [kernel.kallsyms]                         [k] ttwu_do_activate
     0.00%  python3.10  python3.10                                [.] 0x0000000000175cf0
     0.00%  python3.10  [kernel.kallsyms]                         [k] memcg_slab_post_alloc_hook
     0.00%  python3.10  python3.10                                [.] 0x000000000015effa
     0.00%  python3.10  [kernel.kallsyms]                         [k] hsw_hw_config
     0.00%  python3.10  [kernel.kallsyms]                         [k] finish_task_switch.isra.0
     0.00%  python3.10  libc.so.6                                 [.] ____wcstod_l_internal
     0.00%  python3.10  [kernel.kallsyms]                         [k] sysvec_apic_timer_interrupt
     0.00%  python3.10  [kernel.kallsyms]                         [k] fpregs_assert_state_consistent
     0.00%  python3.10  [kernel.kallsyms]                         [k] cpuacct_charge
     0.00%  python3.10  [kernel.kallsyms]                         [k] irq_exit_rcu
     0.00%  python3.10  [kernel.kallsyms]                         [k] find_vma
     0.00%  python3.10  python3.10                                [.] 0x0000000000188dd7
     0.00%  python3.10  [kernel.kallsyms]                         [k] mod_objcg_state
     0.00%  python3.10  python3.10                                [.] 0x000000000018d585
     0.00%  python3.10  python3.10                                [.] 0x000000000016a34d
     0.00%  python3.10  [kernel.kallsyms]                         [k] copy_process
     0.00%  python3.10  [kernel.kallsyms]                         [k] hash_futex
     0.00%  python3.10  [kernel.kallsyms]                         [k] enqueue_task
     0.00%  python3.10  libc.so.6                                 [.] __GI___strcasecmp_l_sse2
     0.00%  python3.10  python3.10                                [.] 0x00000000001740af
     0.00%  python3.10  python3.10                                [.] 0x000000000015b554
     0.00%  python3.10  [kernel.kallsyms]                         [k] pids_can_fork
     0.00%  python3.10  [kernel.kallsyms]                         [k] therm_throt_process
     0.00%  python3.10  libc.so.6                                 [.] 0x000000000019d300
     0.00%  python3.10  python3.10                                [.] 0x000000000012cff3
     0.00%  python3.10  [kernel.kallsyms]                         [k] clear_buddies
     0.00%  python3.10  [kernel.kallsyms]                         [k] do_futex
     0.00%  python3.10  [kernel.kallsyms]                         [k] arch_perf_update_userpage
     0.00%  python3.10  python3.10                                [.] _PyDict_DelItem_KnownHash
     0.00%  python3.10  [kernel.kallsyms]                         [k] rcu_all_qs
     0.00%  python3.10  [kernel.kallsyms]                         [k] mem_cgroup_handle_over_high
     0.00%  python3.10  [kernel.kallsyms]                         [k] futex_wait_setup
     0.00%  python3.10  [kernel.kallsyms]                         [k] slab_free_freelist_hook.constprop.0
     0.00%  python3.10  [kernel.kallsyms]                         [k] tick_program_event
     0.00%  python3.10  [kernel.kallsyms]                         [k] sched_slice
     0.00%  python3.10  python3.10                                [.] PySequence_List
     0.00%  python3.10  python3.10                                [.] 0x000000000018c0a9
     0.00%  python3.10  python3.10                                [.] PyTraceBack_Here
     0.00%  python3.10  [kernel.kallsyms]                         [k] intel_pmu_hw_config.part.0
     0.00%  python3.10  python3.10                                [.] 0x000000000011d4fc
     0.00%  python3.10  python3.10                                [.] 0x000000000018c04e
     0.00%  python3.10  python3.10                                [.] 0x0000000000137a9c
     0.00%  python3.10  [kernel.kallsyms]                         [k] __cgroup_account_cputime
     0.00%  python3.10  python3.10                                [.] 0x0000000000127f59
     0.00%  python3.10  [kernel.kallsyms]                         [k] update_sg_wakeup_stats
     0.00%  python3.10  python3.10                                [.] 0x000000000017c3ef
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_swevent_event
     0.00%  python3.10  python3.10                                [.] 0x0000000000121672
     0.00%  python3.10  [kernel.kallsyms]                         [k] get_futex_key
     0.00%  python3.10  python3.10                                [.] 0x000000000018d155
     0.00%  python3.10  python3.10                                [.] PyDict_GetItemWithError
     0.00%  python3.10  [kernel.kallsyms]                         [k] rseq_get_rseq_cs.isra.0
     0.00%  python3.10  python3.10                                [.] 0x0000000000179c18
     0.00%  python3.10  libcrypto.so.3                            [.] OPENSSL_cleanse
     0.00%  python3.10  [kernel.kallsyms]                         [k] irqentry_exit
     0.00%  python3.10  [kernel.kallsyms]                         [k] pick_next_task
     0.00%  python3.10  [kernel.kallsyms]                         [k] rcu_cblist_dequeue
     0.00%  python3.10  python3.10                                [.] 0x000000000015b509
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0951
     0.00%  python3.10  python3.10                                [.] 0x000000000016bf48
     0.00%  python3.10  [kernel.kallsyms]                         [k] __sysvec_thermal
     0.00%  python3.10  python3.10                                [.] 0x000000000015b53e
     0.00%  python3.10  [kernel.kallsyms]                         [k] hsw_get_event_constraints
     0.00%  python3.10  python3.10                                [.] 0x000000000012174d
     0.00%  python3.10  python3.10                                [.] 0x0000000000152260
     0.00%  python3.10  [kernel.kallsyms]                         [k] check_preempt_curr
     0.00%  python3.10  python3.10                                [.] 0x000000000015f000
     0.00%  python3.10  _hashlib.cpython-310-x86_64-linux-gnu.so  [.] 0x0000000000006eae
     0.00%  python3.10  [kernel.kallsyms]                         [k] available_idle_cpu
     0.00%  python3.10  python3.10                                [.] 0x0000000000206c7a
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_pmu_nop_txn
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_pmu_nop_void
     0.00%  python3.10  [kernel.kallsyms]                         [k] enqueue_hrtimer
     0.00%  python3.10  python3.10                                [.] 0x0000000000169ae0
     0.00%  python3.10  python3.10                                [.] 0x000000000015af8e
     0.00%  python3.10  [kernel.kallsyms]                         [k] resched_curr
     0.00%  python3.10  [kernel.kallsyms]                         [k] x86_pmu_hw_config
     0.00%  python3.10  [kernel.kallsyms]                         [k] is_cpu_allowed
     0.00%  python3.10  python3.10                                [.] PyTuple_New
     0.00%  python3.10  [kernel.kallsyms]                         [k] hrtimer_update_next_event
     0.00%  python3.10  [kernel.kallsyms]                         [k] rebalance_domains
     0.00%  python3.10  python3.10                                [.] 0x00000000001c8923
     0.00%  python3.10  libc.so.6                                 [.] 0x000000000019d981
     0.00%  python3.10  [kernel.kallsyms]                         [k] cgroup_rstat_updated
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0940
     0.00%  python3.10  python3.10                                [.] PyLong_FromUnsignedLong
     0.00%  python3.10  python3.10                                [.] 0x0000000000151d80
     0.00%  python3.10  python3.10                                [.] 0x00000000001508a2
     0.00%  python3.10  python3.10                                [.] 0x000000000020beee
     0.00%  python3.10  python3.10                                [.] 0x0000000000277486
     0.00%  python3.10  [kernel.kallsyms]                         [k] mark_wake_futex
     0.00%  python3.10  python3.10                                [.] 0x00000000001740a7
     0.00%  python3.10  libc.so.6                                 [.] 0x0000000000199ce8
     0.00%  python3.10  [kernel.kallsyms]                         [k] intel_get_event_constraints
     0.00%  python3.10  python3.10                                [.] 0x000000000012290a
     0.00%  python3.10  libc.so.6                                 [.] round_and_return
     0.00%  python3.10  [kernel.kallsyms]                         [k] run_posix_cpu_timers
     0.00%  python3.10  python3.10                                [.] 0x000000000015ef86
     0.00%  python3.10  python3.10                                [.] 0x000000000015ffde
     0.00%  python3.10  [kernel.kallsyms]                         [k] hrtimer_start_range_ns
     0.00%  python3.10  [kernel.kallsyms]                         [k] raw_spin_rq_unlock
     0.00%  python3.10  [kernel.kallsyms]                         [k] handle_mm_fault
     0.00%  python3.10  [kernel.kallsyms]                         [k] __cond_resched
     0.00%  python3.10  [kernel.kallsyms]                         [k] hrtimer_active
     0.00%  python3.10  [kernel.kallsyms]                         [k] clear_page_erms
     0.00%  python3.10  [kernel.kallsyms]                         [k] intel_pmu_event_map
     0.00%  python3.10  [kernel.kallsyms]                         [k] intel_pmu_enable_all
     0.00%  python3.10  python3.10                                [.] 0x000000000017c3d5
     0.00%  python3.10  [kernel.kallsyms]                         [k] clockevents_program_event
     0.00%  python3.10  python3.10                                [.] 0x00000000001d4951
     0.00%  python3.10  python3.10                                [.] 0x00000000001732ee
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0944
     0.00%  python3.10  [kernel.kallsyms]                         [k] syscall_enter_from_user_mode
     0.00%  python3.10  libc.so.6                                 [.] __res_context_send
     0.00%  python3.10  [kernel.kallsyms]                         [k] __softirqentry_text_start
     0.00%  python3.10  [kernel.kallsyms]                         [k] set_task_cpu
     0.00%  python3.10  [kernel.kallsyms]                         [k] __intel_pmu_enable_all.constprop.0
     0.00%  python3.10  python3.10                                [.] 0x0000000000188efb
     0.00%  python3.10  [kernel.kallsyms]                         [k] __slab_free
     0.00%  python3.10  [kernel.kallsyms]                         [k] hrtimer_wakeup
     0.00%  python3.10  libc.so.6                                 [.] parse_expression
     0.00%  python3.10  python3.10                                [.] 0x000000000015b534
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_adjust_freq_unthr_context
     0.00%  python3.10  [kernel.kallsyms]                         [k] asm_sysvec_call_function_single
     0.00%  python3.10  [kernel.kallsyms]                         [k] switch_fpu_return
     0.00%  python3.10  python3.10                                [.] 0x000000000015f00e
