# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 12K of event 'cycles'
# Event count (approx.): 5103869318
#
# Overhead  Command     Shared Object      Symbol                                   
# ........  ..........  .................  .........................................
#
     0.02%  python3.10  [kernel.kallsyms]  [k] prepare_task_switch
     0.02%  python3.10  [kernel.kallsyms]  [k] put_page
     0.02%  python3.10  [kernel.kallsyms]  [k] x86_reserve_hardware
     0.02%  python3.10  python3.10         [.] 0x00000000001523b8
     0.02%  python3.10  python3.10         [.] 0x0000000000206913
     0.02%  :1495577    python3.10         [.] 0x0000000000121590
     0.02%  python3.10  [kernel.kallsyms]  [k] __hrtimer_init
     0.02%  python3.10  [kernel.kallsyms]  [k] do_user_addr_fault
     0.02%  python3.10  [kernel.kallsyms]  [k] mutex_lock
     0.02%  python3.10  [kernel.kallsyms]  [k] mutex_unlock
     0.02%  python3.10  python3.10         [.] 0x0000000000129d25
     0.02%  python3.10  python3.10         [.] 0x000000000012dd57
     0.02%  :1495658    python3.10         [.] 0x0000000000121623
     0.02%  python3.10  python3.10         [.] 0x000000000015ef70
     0.02%  python3.10  python3.10         [.] 0x00000000001215df
     0.02%  python3.10  python3.10         [.] 0x00000000001433cf
     0.02%  :1495628    python3.10         [.] 0x000000000012161a
     0.02%  python3.10  [kernel.kallsyms]  [k] clear_page_erms
     0.01%  python3.10  python3.10         [.] _PyObject_MakeTpCall
     0.01%  :1495781    [kernel.kallsyms]  [k] irqentry_exit_to_user_mode
     0.01%  python3.10  python3.10         [.] 0x000000000018d817
     0.01%  python3.10  python3.10         [.] 0x000000000018d51f
     0.01%  :1495206    python3.10         [.] 0x0000000000121730
     0.01%  :1495504    python3.10         [.] 0x0000000000121590
     0.01%  :1495781    python3.10         [.] 0x00000000001215f7
     0.01%  :1495675    python3.10         [.] 0x0000000000121613
     0.01%  :1495675    python3.10         [.] 0x00000000001215f2
     0.01%  :1495406    python3.10         [.] 0x000000000012160b
     0.01%  :1495406    python3.10         [.] 0x0000000000121605
     0.01%  :1495340    python3.10         [.] 0x00000000001215cb
     0.01%  python3.10  python3.10         [.] _PyObject_GenericGetAttrWithDict
     0.01%  :1495340    [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.01%  :1495675    python3.10         [.] 0x000000000012160f
     0.01%  :1495675    python3.10         [.] 0x0000000000121590
     0.01%  :1495675    python3.10         [.] 0x0000000000121605
     0.01%  python3.10  [kernel.kallsyms]  [k] free_event_rcu
     0.01%  python3.10  libc.so.6          [.] 0x000000000019d30f
     0.01%  python3.10  python3.10         [.] 0x0000000000175dfe
     0.01%  python3.10  [kernel.kallsyms]  [k] native_write_msr
     0.01%  python3.10  python3.10         [.] 0x000000000011d510
     0.01%  python3.10  python3.10         [.] 0x0000000000137ac9
     0.01%  :1495752    python3.10         [.] 0x0000000000121638
     0.01%  :1495752    python3.10         [.] 0x0000000000121676
     0.01%  :1495752    python3.10         [.] 0x0000000000121590
     0.01%  :1495504    python3.10         [.] 0x00000000001215a3
     0.01%  :1495504    python3.10         [.] 0x0000000000121676
     0.01%  :1495577    python3.10         [.] 0x00000000001215cb
     0.01%  :1495300    [kernel.kallsyms]  [k] slab_free_freelist_hook.constprop.0
     0.01%  :1495628    python3.10         [.] 0x0000000000121676
     0.01%  :1495340    python3.10         [.] 0x0000000000121628
     0.01%  :1495463    libc.so.6          [.] ____wcstod_l_internal
     0.01%  :1495504    python3.10         [.] 0x000000000012159b
     0.01%  :1495340    python3.10         [.] 0x00000000001215d8
     0.01%  :1495658    [kernel.kallsyms]  [k] native_write_msr
     0.01%  :1495463    python3.10         [.] 0x000000000012160b
     0.01%  :1495658    python3.10         [.] 0x0000000000121594
     0.01%  :1495340    python3.10         [.] 0x00000000001215a2
     0.01%  :1495340    [kernel.kallsyms]  [k] __update_load_avg_se
     0.01%  python3.10  [kernel.kallsyms]  [k] error_entry
     0.01%  :1495543    python3.10         [.] 0x00000000001215c4
     0.01%  :1495340    python3.10         [.] 0x0000000000121737
     0.01%  :1495463    python3.10         [.] 0x00000000001215d8
     0.01%  :1495543    python3.10         [.] 0x0000000000121590
     0.01%  :1495577    python3.10         [.] 0x000000000012160b
     0.01%  :1495463    python3.10         [.] 0x000000000012161d
     0.01%  :1495504    python3.10         [.] 0x0000000000121638
     0.01%  :1495258    python3.10         [.] 0x000000000012161a
     0.01%  :1495340    python3.10         [.] 0x000000000012167f
     0.01%  :1495628    python3.10         [.] 0x00000000001215b2
     0.01%  :1495658    python3.10         [.] 0x00000000001215cb
     0.01%  :1495577    python3.10         [.] 0x00000000001215ab
     0.01%  :1495340    python3.10         [.] 0x0000000000121605
     0.01%  :1495206    python3.10         [.] 0x0000000000121635
     0.01%  :1495628    python3.10         [.] 0x0000000000121737
     0.01%  :1495577    python3.10         [.] 0x0000000000121596
     0.01%  :1495463    python3.10         [.] 0x00000000001215f7
     0.01%  :1495504    python3.10         [.] 0x00000000001215c4
     0.01%  :1495300    python3.10         [.] 0x0000000000121679
     0.01%  :1495406    python3.10         [.] 0x00000000001215a3
     0.01%  :1495658    python3.10         [.] 0x00000000001215f7
     0.01%  :1495463    python3.10         [.] 0x0000000000121676
     0.01%  :1495340    python3.10         [.] 0x000000000012159b
     0.01%  :1495463    python3.10         [.] 0x0000000000121623
     0.01%  :1495206    python3.10         [.] 0x000000000012160b
     0.01%  :1495206    python3.10         [.] 0x0000000000121737
     0.01%  :1495340    python3.10         [.] 0x00000000001215a7
     0.01%  :1495406    python3.10         [.] 0x000000000012160f
     0.01%  :1495206    python3.10         [.] 0x0000000000121616
     0.01%  :1495463    python3.10         [.] 0x0000000000121616
     0.01%  :1495340    python3.10         [.] 0x0000000000121638
     0.01%  :1495406    python3.10         [.] 0x00000000001215c8
     0.01%  python3.10  python3.10         [.] _PyUnicodeWriter_PrepareInternal
     0.01%  python3.10  python3.10         [.] 0x0000000000122865
     0.01%  :1495725    python3.10         [.] 0x0000000000121730
     0.01%  :1495577    python3.10         [.] 0x000000000012167d
     0.01%  :1495406    python3.10         [.] 0x00000000001215f2
     0.01%  :1495463    python3.10         [.] 0x00000000001215dc
     0.01%  :1495463    python3.10         [.] 0x0000000000121613
     0.01%  :1495543    python3.10         [.] 0x00000000001215e9
     0.01%  :1495725    python3.10         [.] 0x00000000001215a7
     0.01%  :1495658    python3.10         [.] 0x0000000000121730
     0.01%  :1495752    python3.10         [.] 0x00000000001215f2
     0.01%  :1495628    python3.10         [.] 0x0000000000121623
     0.01%  :1495463    [kernel.kallsyms]  [k] __irqentry_text_end
     0.01%  :1495543    python3.10         [.] 0x00000000001215c0
     0.01%  python3.10  [kernel.kallsyms]  [k] apparmor_task_free
     0.01%  :1495658    python3.10         [.] 0x000000000012160b
     0.01%  python3.10  [kernel.kallsyms]  [k] __srcu_read_unlock
     0.01%  python3.10  [kernel.kallsyms]  [k] _raw_spin_lock_irq
     0.01%  python3.10  [kernel.kallsyms]  [k] clear_buddies
     0.01%  :1495628    python3.10         [.] 0x00000000001215cb
     0.01%  :1495463    python3.10         [.] 0x00000000001215a6
     0.01%  :1495658    python3.10         [.] 0x0000000000121605
     0.01%  :1495406    python3.10         [.] 0x0000000000121635
     0.01%  :1495206    python3.10         [.] 0x00000000001215c4
     0.01%  :1495658    python3.10         [.] 0x0000000000121737
     0.01%  python3.10  [kernel.kallsyms]  [k] update_curr
     0.01%  :1495340    python3.10         [.] 0x00000000001215dc
     0.01%  :1495300    python3.10         [.] 0x0000000000121605
     0.01%  python3.10  [kernel.kallsyms]  [k] pick_next_task_fair
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_adjust_freq_unthr_context
     0.01%  :1495781    python3.10         [.] 0x0000000000121737
     0.01%  python3.10  [kernel.kallsyms]  [k] enqueue_task_fair
     0.01%  :1495658    python3.10         [.] 0x0000000000121628
     0.01%  :1495406    python3.10         [.] 0x00000000001215c4
     0.01%  :1495725    python3.10         [.] 0x0000000000121613
     0.01%  python3.10  [kernel.kallsyms]  [k] dequeue_task_fair
     0.01%  :1495577    python3.10         [.] 0x0000000000121679
     0.01%  :1495658    python3.10         [.] 0x000000000012161a
     0.01%  python3.10  [kernel.kallsyms]  [k] cpuacct_charge
     0.01%  python3.10  [kernel.kallsyms]  [k] __perf_event_task_sched_in
     0.01%  :1495504    python3.10         [.] 0x0000000000121613
     0.01%  :1495628    python3.10         [.] 0x00000000001215f7
     0.01%  :1495725    python3.10         [.] 0x000000000012160b
     0.01%  python3.10  [kernel.kallsyms]  [k] fpregs_assert_state_consistent
     0.01%  :1495543    python3.10         [.] 0x00000000001215ab
     0.01%  python3.10  libc.so.6          [.] __stpncpy_sse2_unaligned
     0.01%  python3.10  [kernel.kallsyms]  [k] arch_local_save_flags
     0.01%  python3.10  [kernel.kallsyms]  [k] task_h_load
     0.01%  python3.10  [kernel.kallsyms]  [k] put_files_struct
     0.01%  python3.10  python3.10         [.] _PyUnicodeWriter_Init
     0.01%  python3.10  [kernel.kallsyms]  [k] psi_task_change
     0.01%  python3.10  [kernel.kallsyms]  [k] lapic_next_deadline
     0.01%  :1495543    python3.10         [.] 0x00000000001215cb
     0.01%  python3.10  [kernel.kallsyms]  [k] select_idle_sibling
     0.01%  python3.10  [kernel.kallsyms]  [k] set_next_buddy
     0.01%  :1495781    python3.10         [.] 0x0000000000121605
     0.01%  python3.10  [kernel.kallsyms]  [k] wake_q_add_safe
     0.01%  :1495543    [kernel.kallsyms]  [k] lapic_next_deadline
     0.01%  python3.10  [kernel.kallsyms]  [k] find_vma_prev
     0.01%  python3.10  [kernel.kallsyms]  [k] entry_SYSCALL_64_safe_stack
     0.01%  python3.10  [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     0.01%  python3.10  [kernel.kallsyms]  [k] wake_up_q
     0.01%  python3.10  [kernel.kallsyms]  [k] futex_wait_queue_me
     0.01%  python3.10  python3.10         [.] 0x00000000001740a7
     0.01%  :1495577    python3.10         [.] 0x0000000000121676
     0.01%  python3.10  [kernel.kallsyms]  [k] error_return
     0.01%  :1495406    python3.10         [.] 0x00000000001215cb
     0.01%  python3.10  python3.10         [.] 0x000000000015ffe6
     0.01%  python3.10  [kernel.kallsyms]  [k] invoke_rcu_core
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_pmu_nop_void
     0.01%  python3.10  python3.10         [.] 0x000000000011b311
     0.01%  python3.10  [kernel.kallsyms]  [k] mark_wake_futex
     0.01%  python3.10  [kernel.kallsyms]  [k] delayacct_add_tsk
     0.01%  python3.10  [kernel.kallsyms]  [k] sched_clock_cpu
     0.01%  :1495658    python3.10         [.] 0x00000000001215c4
     0.01%  python3.10  [kernel.kallsyms]  [k] idle_cpu
     0.01%  python3.10  [kernel.kallsyms]  [k] hrtimer_update_next_event
     0.01%  python3.10  [kernel.kallsyms]  [k] do_syscall_64
     0.01%  python3.10  libcrypto.so.3     [.] 0x0000000000308152
     0.01%  python3.10  [vdso]             [.] 0x00000000000006e8
     0.01%  python3.10  python3.10         [.] _PyFunction_Vectorcall
     0.01%  :1495300    python3.10         [.] 0x0000000000121616
     0.01%  :1495658    python3.10         [.] 0x000000000012167d
     0.01%  python3.10  python3.10         [.] 0x00000000002395d4
     0.01%  :1495658    python3.10         [.] 0x00000000001215a3
     0.01%  python3.10  [kernel.kallsyms]  [k] pick_file
     0.01%  python3.10  python3.10         [.] 0x0000000000152354
     0.01%  python3.10  [kernel.kallsyms]  [k] asm_sysvec_thermal
     0.01%  python3.10  libc.so.6          [.] rcmd_af
     0.01%  python3.10  [kernel.kallsyms]  [k] try_to_wake_up
     0.01%  :1495752    python3.10         [.] 0x0000000000121596
     0.01%  python3.10  libc.so.6          [.] round_and_return
     0.01%  python3.10  python3.10         [.] 0x0000000000175dd6
     0.01%  :1495206    python3.10         [.] 0x000000000012160f
     0.01%  :1495406    python3.10         [.] 0x0000000000121623
     0.01%  :1495628    python3.10         [.] 0x000000000012160f
     0.01%  python3.10  python3.10         [.] 0x000000000018d746
     0.01%  python3.10  python3.10         [.] 0x000000000015d29f
     0.01%  python3.10  [kernel.kallsyms]  [k] sync_regs
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_pmu_nop_int
     0.01%  python3.10  [kernel.kallsyms]  [k] idr_get_free
     0.01%  python3.10  python3.10         [.] 0x000000000014345e
     0.01%  python3.10  python3.10         [.] 0x0000000000152327
     0.01%  python3.10  python3.10         [.] 0x0000000000286905
     0.01%  python3.10  python3.10         [.] 0x0000000000188d2e
     0.01%  python3.10  [kernel.kallsyms]  [k] __update_load_avg_cfs_rq
     0.01%  python3.10  python3.10         [.] 0x0000000000150838
     0.01%  :1495658    python3.10         [.] 0x00000000001215a7
     0.01%  :1495752    python3.10         [.] 0x0000000000121623
     0.01%  :1495206    python3.10         [.] 0x0000000000121676
     0.01%  python3.10  python3.10         [.] PyObject_SetItem
     0.01%  python3.10  [kernel.kallsyms]  [k] kmem_cache_alloc_trace
     0.01%  python3.10  [kernel.kallsyms]  [k] __fget_light
     0.01%  python3.10  python3.10         [.] 0x00000000001566df
     0.01%  python3.10  [kernel.kallsyms]  [k] __perf_event_read
     0.01%  python3.10  [kernel.kallsyms]  [k] put_task_stack
     0.01%  python3.10  [kernel.kallsyms]  [k] __rseq_handle_notify_resume
     0.01%  python3.10  [kernel.kallsyms]  [k] kfree
     0.01%  :1495543    python3.10         [.] 0x0000000000121638
     0.01%  python3.10  [kernel.kallsyms]  [k] __perf_event_header__init_id
     0.01%  python3.10  [kernel.kallsyms]  [k] intel_cpuc_finish
     0.01%  python3.10  python3.10         [.] PyObject_Call
     0.01%  python3.10  python3.10         [.] _PyUnicode_ToDecimalDigit
     0.01%  python3.10  python3.10         [.] PyObject_Malloc
     0.01%  python3.10  [kernel.kallsyms]  [k] event_sched_in
     0.01%  python3.10  [kernel.kallsyms]  [k] aa_label_merge
     0.01%  :1495300    python3.10         [.] 0x0000000000121590
     0.00%  python3.10  python3.10         [.] 0x00000000002b6848
     0.00%  python3.10  [kernel.kallsyms]  [k] skb_copy_datagram_iter
     0.00%  python3.10  [kernel.kallsyms]  [k] ftrace_graph_init_task
     0.00%  python3.10  python3.10         [.] _PyObject_LookupSpecial
     0.00%  python3.10  [kernel.kallsyms]  [k] __cgroup_account_cputime
     0.00%  python3.10  [kernel.kallsyms]  [k] __perf_event_task_sched_out
     0.00%  python3.10  [kernel.kallsyms]  [k] schedule
     0.00%  python3.10  libc.so.6          [.] __GI___strncasecmp_l_sse2
     0.00%  python3.10  [kernel.kallsyms]  [k] __handle_mm_fault
     0.00%  :1495628    python3.10         [.] 0x0000000000121605
     0.00%  python3.10  [kernel.kallsyms]  [k] __slab_free
     0.00%  python3.10  [kernel.kallsyms]  [k] visit_groups_merge.constprop.0.isra.0
     0.00%  :1495543    python3.10         [.] 0x00000000001215a7
     0.00%  python3.10  [kernel.kallsyms]  [k] slab_free_freelist_hook.constprop.0
     0.00%  python3.10  libc.so.6          [.] __strcat_ssse3
     0.00%  python3.10  [kernel.kallsyms]  [k] call_timer_fn
     0.00%  python3.10  [kernel.kallsyms]  [k] memcg_slab_free_hook
     0.00%  python3.10  [kernel.kallsyms]  [k] finish_task_switch.isra.0
     0.00%  python3.10  [kernel.kallsyms]  [k] get_futex_key
     0.00%  python3.10  python3.10         [.] 0x000000000015d8f8
     0.00%  python3.10  python3.10         [.] 0x000000000018bfea
     0.00%  python3.10  python3.10         [.] PyMem_Realloc
     0.00%  python3.10  [kernel.kallsyms]  [k] security_task_free
     0.00%  python3.10  [kernel.kallsyms]  [k] obj_cgroup_uncharge_pages
     0.00%  python3.10  python3.10         [.] 0x00000000002d9ea8
     0.00%  python3.10  libc.so.6          [.] re_compile_internal
     0.00%  python3.10  python3.10         [.] 0x0000000000122869
     0.00%  python3.10  [kernel.kallsyms]  [k] ftrace_profile_free_filter
     0.00%  python3.10  [kernel.kallsyms]  [k] __tcp_send_ack.part.0
     0.00%  python3.10  python3.10         [.] 0x00000000001228f6
     0.00%  python3.10  [kernel.kallsyms]  [k] __hrtimer_run_queues
     0.00%  python3.10  python3.10         [.] 0x0000000000133a67
     0.00%  python3.10  [kernel.kallsyms]  [k] read_tsc
     0.00%  python3.10  [kernel.kallsyms]  [k] rcu_cblist_dequeue
     0.00%  python3.10  [kernel.kallsyms]  [k] detach_tasks
     0.00%  python3.10  [kernel.kallsyms]  [k] tick_sched_timer
     0.00%  python3.10  [kernel.kallsyms]  [k] _find_next_bit
     0.00%  python3.10  [kernel.kallsyms]  [k] __softirqentry_text_start
     0.00%  python3.10  [kernel.kallsyms]  [k] run_posix_cpu_timers
     0.00%  python3.10  [kernel.kallsyms]  [k] __x64_sys_futex
     0.00%  python3.10  [kernel.kallsyms]  [k] attach_entity_load_avg
     0.00%  python3.10  [kernel.kallsyms]  [k] update_group_capacity
     0.00%  python3.10  [kernel.kallsyms]  [k] kmem_cache_free
     0.00%  python3.10  [kernel.kallsyms]  [k] x86_pmu_enable
     0.00%  python3.10  [kernel.kallsyms]  [k] free_task
     0.00%  python3.10  python3.10         [.] 0x0000000000174090
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_mux_hrtimer_handler
     0.00%  python3.10  python3.10         [.] 0x000000000015efdc
     0.00%  python3.10  [kernel.kallsyms]  [k] __intel_pmu_enable_all.constprop.0
     0.00%  python3.10  python3.10         [.] 0x0000000000137b05
     0.00%  python3.10  python3.10         [.] 0x000000000015c5e4
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_event_sched_in
     0.00%  python3.10  [kernel.kallsyms]  [k] tick_program_event
