# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 6K of event 'cycles'
# Event count (approx.): 2935706279
#
# Overhead  Command     Shared Object                             Symbol                                      
# ........  ..........  ........................................  ............................................
#
     0.10%  python3.10  python3.10                                [.] _PyObject_MakeTpCall
     0.10%  python3.10  [kernel.kallsyms]                         [k] kfree
     0.09%  python3.10  [kernel.kallsyms]                         [k] __perf_event_task_sched_in
     0.09%  python3.10  python3.10                                [.] 0x000000000012e078
     0.09%  python3.10  [kernel.kallsyms]                         [k] event_sched_in
     0.09%  python3.10  [kernel.kallsyms]                         [k] copy_page
     0.08%  python3.10  python3.10                                [.] 0x000000000015efdc
     0.08%  python3.10  python3.10                                [.] 0x0000000000121599
     0.08%  python3.10  libc.so.6                                 [.] ____wcstof_l_internal
     0.08%  python3.10  libc.so.6                                 [.] ____wcstold_l_internal
     0.08%  python3.10  [kernel.kallsyms]                         [k] native_read_msr
     0.07%  python3.10  [kernel.kallsyms]                         [k] _raw_spin_lock
     0.07%  python3.10  python3.10                                [.] _PyObject_GetMethod
     0.07%  python3.10  python3.10                                [.] 0x0000000000121600
     0.07%  python3.10  [kernel.kallsyms]                         [k] native_sched_clock
     0.07%  python3.10  python3.10                                [.] 0x000000000012167f
     0.07%  python3.10  python3.10                                [.] 0x0000000000121594
     0.07%  python3.10  python3.10                                [.] 0x0000000000121677
     0.06%  python3.10  python3.10                                [.] PyList_Append
     0.06%  python3.10  [kernel.kallsyms]                         [k] update_load_avg
     0.06%  python3.10  [kernel.kallsyms]                         [k] rb_next
     0.06%  python3.10  [kernel.kallsyms]                         [k] dequeue_task_fair
     0.06%  python3.10  [kernel.kallsyms]                         [k] ctx_sched_in
     0.05%  python3.10  python3.10                                [.] _PyObject_GenericSetAttrWithDict
     0.05%  python3.10  [kernel.kallsyms]                         [k] __mod_memcg_lruvec_state
     0.05%  python3.10  python3.10                                [.] PyType_GenericAlloc
     0.05%  python3.10  python3.10                                [.] _PyUnicode_JoinArray
     0.05%  python3.10  [kernel.kallsyms]                         [k] try_to_wake_up
     0.05%  python3.10  [kernel.kallsyms]                         [k] asm_exc_page_fault
     0.05%  python3.10  python3.10                                [.] 0x00000000001215d8
     0.05%  python3.10  [kernel.kallsyms]                         [k] __update_load_avg_se
     0.05%  python3.10  python3.10                                [.] 0x00000000001215a0
     0.05%  python3.10  python3.10                                [.] 0x00000000001215c8
     0.05%  python3.10  python3.10                                [.] 0x00000000001d4961
     0.05%  python3.10  [kernel.kallsyms]                         [k] __get_user_8
     0.04%  :1481123    python3.10                                [.] 0x000000000012161a
     0.04%  python3.10  [kernel.kallsyms]                         [k] exit_to_user_mode_prepare
     0.04%  python3.10  [kernel.kallsyms]                         [k] error_entry
     0.04%  python3.10  [kernel.kallsyms]                         [k] kmem_cache_alloc_trace
     0.04%  python3.10  [kernel.kallsyms]                         [k] psi_task_change
     0.04%  python3.10  [kernel.kallsyms]                         [k] visit_groups_merge.constprop.0.isra.0
     0.04%  python3.10  [kernel.kallsyms]                         [k] task_active_pid_ns
     0.04%  python3.10  python3.10                                [.] 0x0000000000150bcb
     0.04%  python3.10  python3.10                                [.] 0x000000000016426c
     0.04%  python3.10  libc.so.6                                 [.] __memmove_sse2_unaligned_erms
     0.04%  python3.10  [kernel.kallsyms]                         [k] read_tsc
     0.04%  python3.10  [kernel.kallsyms]                         [k] lapic_next_deadline
     0.04%  python3.10  python3.10                                [.] 0x000000000015f000
     0.04%  python3.10  python3.10                                [.] 0x00000000001d495d
     0.04%  python3.10  libc.so.6                                 [.] __strcat_ssse3
     0.04%  python3.10  [kernel.kallsyms]                         [k] hash_futex
     0.04%  python3.10  [kernel.kallsyms]                         [k] page_remove_rmap
     0.04%  python3.10  [kernel.kallsyms]                         [k] ___perf_sw_event
     0.04%  python3.10  [kernel.kallsyms]                         [k] perf_swevent_add
     0.04%  python3.10  [kernel.kallsyms]                         [k] perf_event_groups_first
     0.04%  python3.10  python3.10                                [.] 0x000000000012d229
     0.04%  python3.10  python3.10                                [.] 0x000000000015effa
     0.04%  python3.10  python3.10                                [.] 0x000000000012d1d1
     0.04%  python3.10  [kernel.kallsyms]                         [k] find_vma
     0.04%  python3.10  [kernel.kallsyms]                         [k] __irqentry_text_end
     0.04%  python3.10  python3.10                                [.] 0x000000000012d084
     0.04%  :1481123    python3.10                                [.] 0x0000000000121605
     0.04%  python3.10  python3.10                                [.] 0x000000000015b546
     0.04%  python3.10  [kernel.kallsyms]                         [k] iterate_groups
     0.04%  python3.10  [kernel.kallsyms]                         [k] check_preempt_wakeup
     0.04%  python3.10  python3.10                                [.] 0x000000000018c0a4
     0.04%  python3.10  [kernel.kallsyms]                         [k] perf_event_context_sched_out
     0.03%  python3.10  python3.10                                [.] 0x0000000000188dd7
     0.03%  python3.10  python3.10                                [.] 0x000000000017f87a
     0.03%  python3.10  python3.10                                [.] _PyFunction_Vectorcall
     0.03%  python3.10  python3.10                                [.] 0x000000000017c3fc
     0.03%  python3.10  [kernel.kallsyms]                         [k] select_task_rq_fair
     0.03%  python3.10  libcrypto.so.3                            [.] EVP_MD_CTX_new
     0.03%  python3.10  [kernel.kallsyms]                         [k] perf_log_itrace_start
     0.03%  python3.10  [kernel.kallsyms]                         [k] perf_event_groups_insert
     0.03%  python3.10  [kernel.kallsyms]                         [k] timerqueue_add
     0.03%  python3.10  [kernel.kallsyms]                         [k] x86_setup_perfctr
     0.03%  python3.10  python3.10                                [.] 0x0000000000143407
     0.03%  python3.10  [kernel.kallsyms]                         [k] exit_to_user_mode_loop
     0.03%  python3.10  [kernel.kallsyms]                         [k] find_vma_prev
     0.03%  python3.10  [kernel.kallsyms]                         [k] mem_cgroup_handle_over_high
     0.03%  python3.10  python3.10                                [.] PyObject_GetAttr
     0.03%  python3.10  python3.10                                [.] 0x000000000012162c
     0.03%  python3.10  python3.10                                [.] 0x00000000001732c6
     0.03%  python3.10  [kernel.kallsyms]                         [k] do_syscall_64
     0.03%  python3.10  [kernel.kallsyms]                         [k] try_grab_compound_head
     0.03%  python3.10  python3.10                                [.] 0x00000000001795fe
     0.03%  python3.10  [kernel.kallsyms]                         [k] pick_next_entity
     0.03%  python3.10  python3.10                                [.] 0x00000000001215b2
     0.03%  python3.10  python3.10                                [.] 0x0000000000121734
     0.03%  python3.10  python3.10                                [.] 0x0000000000188de4
     0.03%  python3.10  [kernel.kallsyms]                         [k] try_charge_memcg
     0.03%  python3.10  [kernel.kallsyms]                         [k] memcg_slab_post_alloc_hook
     0.03%  python3.10  [kernel.kallsyms]                         [k] __srcu_read_unlock
     0.03%  python3.10  [kernel.kallsyms]                         [k] inherit_task_group.isra.0
     0.03%  python3.10  python3.10                                [.] _PyObject_GenericGetAttrWithDict
     0.03%  python3.10  python3.10                                [.] 0x0000000000206c7a
     0.03%  python3.10  ld-linux-x86-64.so.2                      [.] _dl_check_all_versions
     0.03%  python3.10  [kernel.kallsyms]                         [k] rb_insert_color
     0.03%  python3.10  [kernel.kallsyms]                         [k] do_wp_page
     0.03%  python3.10  python3.10                                [.] 0x000000000015efaa
     0.03%  python3.10  libc.so.6                                 [.] 0x00000000001a1100
     0.03%  python3.10  libc.so.6                                 [.] __GI___strncasecmp_l_sse2
     0.03%  python3.10  python3.10                                [.] _PyType_Lookup
     0.03%  python3.10  python3.10                                [.] 0x000000000011d510
     0.03%  python3.10  python3.10                                [.] 0x000000000013fd1f
     0.03%  python3.10  python3.10                                [.] 0x000000000018d54e
     0.03%  python3.10  [kernel.kallsyms]                         [k] native_queued_spin_lock_slowpath.part.0
     0.02%  :1481123    python3.10                                [.] 0x0000000000121623
     0.02%  python3.10  python3.10                                [.] PyLong_FromString
     0.02%  :1481123    python3.10                                [.] 0x0000000000121676
     0.02%  :1481123    python3.10                                [.] 0x00000000001215e2
     0.02%  :1481123    python3.10                                [.] 0x0000000000121635
     0.02%  :1481123    python3.10                                [.] 0x000000000012159b
     0.02%  python3.10  [kernel.kallsyms]                         [k] vmacache_find
     0.02%  python3.10  [kernel.kallsyms]                         [k] kmem_cache_alloc_node
     0.02%  python3.10  python3.10                                [.] 0x000000000012d6e3
     0.02%  python3.10  python3.10                                [.] 0x0000000000137b1b
     0.02%  python3.10  [kernel.kallsyms]                         [k] pids_can_fork
     0.02%  python3.10  python3.10                                [.] 0x00000000001228b7
     0.02%  python3.10  python3.10                                [.] 0x0000000000129e14
     0.02%  python3.10  [kernel.kallsyms]                         [k] pick_next_task_fair
     0.02%  python3.10  [kernel.kallsyms]                         [k] syscall_return_via_sysret
     0.02%  python3.10  [kernel.kallsyms]                         [k] idr_alloc_u32
     0.02%  python3.10  [kernel.kallsyms]                         [k] intel_put_event_constraints
     0.02%  python3.10  python3.10                                [.] 0x0000000000122601
     0.02%  python3.10  python3.10                                [.] 0x0000000000133a6c
     0.02%  python3.10  python3.10                                [.] 0x0000000000167543
     0.02%  python3.10  python3.10                                [.] 0x000000000017957f
     0.02%  python3.10  python3.10                                [.] 0x000000000017c380
     0.02%  python3.10  python3.10                                [.] 0x000000000018c035
     0.02%  python3.10  python3.10                                [.] _PyUnicode_InsertThousandsGrouping
     0.02%  python3.10  [kernel.kallsyms]                         [k] sched_clock_cpu
     0.02%  python3.10  python3.10                                [.] PyObject_RichCompare
     0.02%  python3.10  python3.10                                [.] 0x000000000015b53b
     0.02%  python3.10  python3.10                                [.] 0x0000000000179570
     0.02%  python3.10  python3.10                                [.] 0x000000000017c386
     0.02%  python3.10  python3.10                                [.] 0x00000000001566cb
     0.02%  python3.10  python3.10                                [.] 0x000000000018d155
     0.02%  python3.10  python3.10                                [.] 0x000000000020bef5
     0.02%  python3.10  python3.10                                [.] 0x000000000012cff3
     0.02%  python3.10  python3.10                                [.] 0x000000000012d133
     0.02%  python3.10  python3.10                                [.] 0x000000000012bd50
     0.02%  python3.10  [kernel.kallsyms]                         [k] lru_add_drain_cpu
     0.02%  python3.10  python3.10                                [.] 0x000000000012d858
     0.02%  python3.10  [kernel.kallsyms]                         [k] irqentry_exit_to_user_mode
     0.02%  python3.10  [kernel.kallsyms]                         [k] __update_load_avg_blocked_se
     0.02%  python3.10  python3.10                                [.] 0x000000000012d74d
     0.02%  python3.10  [kernel.kallsyms]                         [k] __handle_mm_fault
     0.02%  python3.10  python3.10                                [.] 0x000000000012d218
     0.02%  python3.10  python3.10                                [.] 0x000000000012e07f
     0.02%  python3.10  python3.10                                [.] 0x000000000012d220
     0.02%  python3.10  [kernel.kallsyms]                         [k] clear_page_erms
     0.02%  python3.10  [kernel.kallsyms]                         [k] do_futex
     0.02%  python3.10  [kernel.kallsyms]                         [k] flush_tlb_func
     0.02%  python3.10  [kernel.kallsyms]                         [k] get_timespec64
     0.02%  python3.10  [kernel.kallsyms]                         [k] handle_mm_fault
     0.02%  python3.10  [kernel.kallsyms]                         [k] insert_vmap_area.constprop.0
     0.02%  python3.10  [kernel.kallsyms]                         [k] intel_cpuc_finish
     0.02%  python3.10  [kernel.kallsyms]                         [k] kernel_clone
     0.02%  python3.10  [kernel.kallsyms]                         [k] native_apic_msr_eoi_write
     0.02%  python3.10  [kernel.kallsyms]                         [k] perf_pmu_nop_txn
     0.02%  python3.10  [kernel.kallsyms]                         [k] put_page
     0.02%  python3.10  libcrypto.so.3                            [.] 0x0000000000308188
     0.02%  python3.10  python3.10                                [.] PyObject_SetAttr
     0.02%  python3.10  python3.10                                [.] _PyObject_LookupSpecial
     0.02%  python3.10  python3.10                                [.] 0x000000000011b2f6
     0.02%  python3.10  python3.10                                [.] 0x0000000000121754
     0.02%  python3.10  python3.10                                [.] 0x0000000000143ad8
     0.02%  python3.10  python3.10                                [.] 0x000000000015b500
     0.02%  python3.10  python3.10                                [.] 0x000000000015b520
     0.02%  python3.10  python3.10                                [.] 0x0000000000167da0
     0.02%  python3.10  python3.10                                [.] 0x0000000000188dec
     0.02%  python3.10  python3.10                                [.] 0x00000000001894c3
     0.02%  python3.10  python3.10                                [.] 0x0000000000243819
     0.02%  python3.10  python3.10                                [.] 0x000000000028e084
     0.02%  python3.10  [kernel.kallsyms]                         [k] intel_pmu_event_map
     0.02%  python3.10  [kernel.kallsyms]                         [k] alloc_perf_context
     0.02%  python3.10  [kernel.kallsyms]                         [k] dequeue_task
     0.02%  python3.10  [kernel.kallsyms]                         [k] idr_get_free
     0.02%  python3.10  [kernel.kallsyms]                         [k] inc_rlimit_ucounts
     0.02%  python3.10  libcrypto.so.3                            [.] 0x0000000000307d43
     0.02%  python3.10  libcrypto.so.3                            [.] 0x000000000030806d
     0.02%  python3.10  libcrypto.so.3                            [.] 0x000000000030811f
     0.02%  python3.10  python3.10                                [.] 0x0000000000121751
     0.02%  python3.10  python3.10                                [.] 0x000000000012b2b7
     0.02%  python3.10  python3.10                                [.] 0x00000000001598c0
     0.02%  python3.10  python3.10                                [.] 0x000000000015b56c
     0.02%  python3.10  python3.10                                [.] 0x000000000018d1e7
     0.02%  python3.10  python3.10                                [.] 0x000000000020beee
     0.02%  python3.10  python3.10                                [.] 0x000000000020bf61
     0.02%  python3.10  python3.10                                [.] 0x00000000002b6a20
     0.02%  python3.10  python3.10                                [.] 0x0000000000152264
     0.02%  python3.10  [kernel.kallsyms]                         [k] __mutex_init
     0.02%  python3.10  [kernel.kallsyms]                         [k] __srcu_read_lock
     0.02%  python3.10  [kernel.kallsyms]                         [k] alloc_vmap_area
     0.02%  python3.10  [kernel.kallsyms]                         [k] enqueue_task_fair
     0.02%  python3.10  [kernel.kallsyms]                         [k] lru_cache_add
     0.02%  python3.10  libcrypto.so.3                            [.] SHA256_Init
     0.02%  python3.10  libcrypto.so.3                            [.] 0x000000000017d7bc
     0.02%  python3.10  libcrypto.so.3                            [.] 0x0000000000307905
     0.02%  python3.10  python3.10                                [.] PyTuple_New
     0.02%  python3.10  python3.10                                [.] 0x00000000000cfa53
     0.02%  python3.10  python3.10                                [.] 0x00000000001732c8
     0.02%  python3.10  python3.10                                [.] 0x000000000024380b
     0.02%  python3.10  [kernel.kallsyms]                         [k] copy_creds
     0.02%  python3.10  [kernel.kallsyms]                         [k] intel_get_event_constraints
     0.02%  python3.10  python3.10                                [.] _PyObject_New
     0.02%  python3.10  python3.10                                [.] 0x000000000006f210
     0.02%  python3.10  python3.10                                [.] 0x000000000015af8e
     0.02%  python3.10  python3.10                                [.] 0x000000000015fff7
     0.02%  python3.10  python3.10                                [.] 0x00000000001732ce
     0.02%  python3.10  python3.10                                [.] 0x0000000000188dfe
     0.02%  python3.10  python3.10                                [.] 0x00000000001d4916
     0.02%  python3.10  python3.10                                [.] 0x0000000000206bb4
     0.02%  python3.10  [kernel.kallsyms]                         [k] irq_work_tick
     0.02%  python3.10  [kernel.kallsyms]                         [k] copy_user_highpage.constprop.0
     0.02%  python3.10  libc.so.6                                 [.] __vfwscanf_internal
     0.02%  python3.10  python3.10                                [.] 0x000000000015e07a
     0.02%  python3.10  python3.10                                [.] 0x0000000000121630
     0.02%  python3.10  python3.10                                [.] 0x00000000001215a6
     0.02%  python3.10  [kernel.kallsyms]                         [k] native_write_msr
     0.02%  python3.10  [kernel.kallsyms]                         [k] perf_iterate_ctx
     0.02%  python3.10  [kernel.kallsyms]                         [k] __hrtimer_init
     0.02%  python3.10  [kernel.kallsyms]                         [k] update_cfs_group
     0.02%  python3.10  libc.so.6                                 [.] 0x000000000019d981
     0.02%  python3.10  python3.10                                [.] _PyErr_SetObject
     0.02%  python3.10  python3.10                                [.] _PyUnicodeWriter_Init
     0.02%  python3.10  python3.10                                [.] 0x000000000014342c
     0.02%  python3.10  [kernel.kallsyms]                         [k] __mod_node_page_state
     0.02%  python3.10  [kernel.kallsyms]                         [k] __get_user_nocheck_4
     0.02%  python3.10  [kernel.kallsyms]                         [k] mem_cgroup_charge_statistics.constprop.0
     0.02%  python3.10  libcrypto.so.3                            [.] 0x00000000003079b4
     0.02%  python3.10  libcrypto.so.3                            [.] 0x00000000003082ff
     0.02%  python3.10  python3.10                                [.] PyMem_Realloc
     0.02%  python3.10  python3.10                                [.] 0x000000000015b504
     0.02%  python3.10  python3.10                                [.] 0x000000000015efe1
     0.02%  python3.10  python3.10                                [.] 0x00000000001674d9
     0.02%  python3.10  python3.10                                [.] 0x0000000000167673
     0.02%  python3.10  python3.10                                [.] 0x000000000016bf48
     0.02%  python3.10  python3.10                                [.] 0x000000000017719f
     0.02%  python3.10  python3.10                                [.] 0x000000000018bfd4
     0.02%  python3.10  python3.10                                [.] 0x000000000018d5a1
     0.02%  python3.10  python3.10                                [.] 0x000000000020bf4e
     0.02%  python3.10  python3.10                                [.] 0x0000000000243825
     0.02%  python3.10  python3.10                                [.] 0x0000000000294745
     0.02%  python3.10  libcrypto.so.3                            [.] SHA256_Final
     0.02%  python3.10  python3.10                                [.] 0x00000000002066e1
     0.02%  python3.10  [kernel.kallsyms]                         [k] __perf_event_task_sched_out
     0.02%  python3.10  python3.10                                [.] 0x00000000001215ed
     0.02%  python3.10  [kernel.kallsyms]                         [k] __cgroup_account_cputime
     0.02%  python3.10  [kernel.kallsyms]                         [k] futex_wake
     0.02%  python3.10  [kernel.kallsyms]                         [k] prepare_task_switch
     0.02%  python3.10  [kernel.kallsyms]                         [k] __x64_sys_futex
     0.02%  python3.10  python3.10                                [.] 0x000000000012b2cb
     0.02%  python3.10  python3.10                                [.] 0x0000000000151eed
     0.02%  python3.10  [kernel.kallsyms]                         [k] cgroup_rstat_updated
     0.02%  python3.10  python3.10                                [.] 0x000000000015ffaf
     0.02%  python3.10  [kernel.kallsyms]                         [k] __bitmap_and
     0.02%  python3.10  python3.10                                [.] 0x00000000001215c0
     0.02%  python3.10  [kernel.kallsyms]                         [k] __remove_hrtimer
     0.02%  python3.10  [kernel.kallsyms]                         [k] check_preempt_curr
     0.02%  python3.10  [kernel.kallsyms]                         [k] perf_adjust_freq_unthr_context
     0.02%  python3.10  [kernel.kallsyms]                         [k] hrtimer_sleeper_start_expires
     0.02%  python3.10  [kernel.kallsyms]                         [k] unmap_single_vma
     0.02%  python3.10  [kernel.kallsyms]                         [k] __calc_delta
     0.02%  python3.10  [kernel.kallsyms]                         [k] idle_cpu
     0.02%  python3.10  python3.10                                [.] 0x00000000001512a0
     0.02%  python3.10  [kernel.kallsyms]                         [k] finish_task_switch.isra.0
     0.02%  python3.10  [kernel.kallsyms]                         [k] x86_pmu_disable
     0.02%  python3.10  [kernel.kallsyms]                         [k] internal_get_user_pages_fast
     0.02%  python3.10  libc.so.6                                 [.] re_compile_internal
     0.02%  python3.10  [kernel.kallsyms]                         [k] update_rq_clock
     0.02%  python3.10  [kernel.kallsyms]                         [k] copy_process
     0.02%  python3.10  python3.10                                [.] 0x000000000011b4eb
     0.02%  python3.10  python3.10                                [.] 0x0000000000138500
     0.02%  python3.10  python3.10                                [.] 0x00000000001795b3
     0.02%  python3.10  [kernel.kallsyms]                         [k] perf_event_task_tick
     0.02%  python3.10  [kernel.kallsyms]                         [k] x86_pmu_enable
     0.02%  python3.10  [kernel.kallsyms]                         [k] refill_obj_stock
     0.02%  python3.10  python3.10                                [.] 0x00000000001215df
     0.02%  python3.10  [kernel.kallsyms]                         [k] free_unref_page_list
     0.01%  python3.10  [kernel.kallsyms]                         [k] free_swap_cache
     0.01%  python3.10  [kernel.kallsyms]                         [k] release_pages
     0.01%  python3.10  python3.10                                [.] 0x0000000000206bc8
     0.01%  python3.10  [kernel.kallsyms]                         [k] perf_event_update_userpage
     0.01%  python3.10  [kernel.kallsyms]                         [k] pmd_val
     0.01%  python3.10  [kernel.kallsyms]                         [k] obj_cgroup_charge_pages
     0.01%  python3.10  python3.10                                [.] 0x000000000015b541
     0.01%  python3.10  python3.10                                [.] 0x000000000018c0dd
     0.01%  python3.10  [kernel.kallsyms]                         [k] reweight_entity
     0.01%  python3.10  [kernel.kallsyms]                         [k] psi_flags_change
     0.01%  python3.10  python3.10                                [.] 0x0000000000122901
     0.01%  python3.10  python3.10                                [.] 0x000000000016abe4
     0.01%  python3.10  python3.10                                [.] 0x000000000006ff90
     0.01%  python3.10  python3.10                                [.] 0x00000000001434c6
     0.01%  python3.10  python3.10                                [.] 0x0000000000295019
     0.01%  python3.10  libc.so.6                                 [.] 0x00000000001a11fe
     0.01%  python3.10  libcrypto.so.3                            [.] OPENSSL_init_crypto
     0.01%  python3.10  libcrypto.so.3                            [.] 0x00000000003074b3
     0.01%  python3.10  python3.10                                [.] 0x00000000001522b2
     0.01%  python3.10  libcrypto.so.3                            [.] 0x0000000000307371
     0.01%  python3.10  libcrypto.so.3                            [.] 0x00000000003079f1
     0.01%  python3.10  libc.so.6                                 [.] 0x0000000000028624
     0.01%  python3.10  libcrypto.so.3                            [.] 0x00000000003080e9
     0.01%  python3.10  _hashlib.cpython-310-x86_64-linux-gnu.so  [.] 0x0000000000006e82
     0.01%  python3.10  [kernel.kallsyms]                         [k] account_event
     0.01%  python3.10  [kernel.kallsyms]                         [k] x86_pmu_filter_match
     0.01%  python3.10  python3.10                                [.] PyObject_GetItem
     0.01%  python3.10  python3.10                                [.] 0x000000000018d1b7
     0.01%  python3.10  python3.10                                [.] 0x00000000002067d0
     0.01%  python3.10  [kernel.kallsyms]                         [k] do_pselect.constprop.0
     0.01%  python3.10  libc.so.6                                 [.] 0x00000000001a09cb
     0.01%  python3.10  python3.10                                [.] 0x000000000015ef70
     0.01%  python3.10  libcrypto.so.3                            [.] 0x0000000000307652
     0.01%  python3.10  python3.10                                [.] 0x000000000020674b
     0.01%  python3.10  python3.10                                [.] PyObject_Format
     0.01%  python3.10  [kernel.kallsyms]                         [k] _raw_spin_lock_irqsave
     0.01%  python3.10  [kernel.kallsyms]                         [k] __unqueue_futex
     0.01%  python3.10  [kernel.kallsyms]                         [k] hrtimer_cancel
     0.01%  python3.10  [kernel.kallsyms]                         [k] mutex_unlock
     0.01%  python3.10  [kernel.kallsyms]                         [k] perf_event_init_context
     0.01%  python3.10  python3.10                                [.] PyObject_GC_UnTrack
     0.01%  python3.10  python3.10                                [.] 0x00000000001339e8
     0.01%  python3.10  python3.10                                [.] 0x0000000000137a73
     0.01%  python3.10  python3.10                                [.] 0x000000000028b82a
     0.01%  python3.10  python3.10                                [.] 0x000000000029494d
     0.01%  python3.10  python3.10                                [.] 0x00000000001795d6
     0.01%  python3.10  libcrypto.so.3                            [.] EVP_MD_free
     0.01%  python3.10  [kernel.kallsyms]                         [k] perf_swevent_event
     0.01%  python3.10  python3.10                                [.] _PyUnicode_FromId
     0.01%  python3.10  python3.10                                [.] 0x000000000015eff0
     0.01%  python3.10  python3.10                                [.] 0x0000000000235400
     0.01%  python3.10  python3.10                                [.] 0x000000000012166e
     0.01%  python3.10  [kernel.kallsyms]                         [k] slab_free_freelist_hook.constprop.0
     0.01%  python3.10  [kernel.kallsyms]                         [k] inherit_event.constprop.0
     0.01%  python3.10  [vdso]                                    [.] __vdso_clock_gettime
     0.01%  python3.10  libc.so.6                                 [.] 0x00000000001a1104
     0.01%  python3.10  python3.10                                [.] 0x000000000006fb94
     0.01%  python3.10  python3.10                                [.] 0x000000000016a34d
     0.01%  python3.10  python3.10                                [.] 0x000000000016ab50
     0.01%  python3.10  python3.10                                [.] 0x00000000002942c1
     0.01%  python3.10  python3.10                                [.] PyUnicode_FromFormatV
     0.01%  python3.10  [kernel.kallsyms]                         [k] allocate_fake_cpuc
     0.01%  python3.10  [kernel.kallsyms]                         [k] schedule
     0.01%  python3.10  libc.so.6                                 [.] 0x00000000001a1110
     0.01%  python3.10  python3.10                                [.] 0x0000000000128da0
     0.01%  python3.10  python3.10                                [.] 0x000000000018dc90
     0.01%  python3.10  python3.10                                [.] 0x0000000000206757
     0.01%  python3.10  python3.10                                [.] _PyUnicode_ToDecimalDigit
     0.01%  python3.10  [kernel.kallsyms]                         [k] wp_page_copy
     0.01%  python3.10  libc.so.6                                 [.] __strncat_ssse3
     0.01%  python3.10  python3.10                                [.] 0x00000000002942ff
     0.01%  python3.10  python3.10                                [.] _Py_Dealloc
     0.01%  python3.10  python3.10                                [.] 0x000000000015227e
     0.01%  python3.10  python3.10                                [.] 0x000000000015d7cb
     0.01%  python3.10  python3.10                                [.] 0x000000000017c0f9
     0.01%  python3.10  python3.10                                [.] 0x000000000018928c
     0.01%  python3.10  python3.10                                [.] 0x000000000006fe60
     0.01%  python3.10  python3.10                                [.] 0x000000000012b374
     0.01%  python3.10  [kernel.kallsyms]                         [k] __schedule
     0.01%  python3.10  [kernel.kallsyms]                         [k] set_next_entity
     0.01%  python3.10  python3.10                                [.] 0x00000000002775f9
     0.01%  python3.10  python3.10                                [.] 0x000000000020b0a0
     0.01%  python3.10  [kernel.kallsyms]                         [k] x86_pmu_hw_config
