# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 206K of event 'cycles'
# Event count (approx.): 99825844788
#
# Overhead  Command     Shared Object         Symbol                                   
# ........  ..........  ....................  .........................................
#
     0.17%  python3.10  python3.10            [.] 0x0000000000121675
     0.16%  python3.10  python3.10            [.] 0x0000000000121740
     0.15%  python3.10  python3.10            [.] 0x000000000015b520
     0.15%  python3.10  python3.10            [.] 0x0000000000173d58
     0.15%  python3.10  python3.10            [.] 0x000000000015b50e
     0.14%  python3.10  python3.10            [.] 0x00000000001215e5
     0.14%  python3.10  python3.10            [.] 0x000000000012167f
     0.13%  python3.10  python3.10            [.] 0x0000000000179c25
     0.13%  python3.10  python3.10            [.] 0x00000000001215e2
     0.12%  python3.10  python3.10            [.] 0x000000000015b500
     0.12%  python3.10  python3.10            [.] 0x0000000000179c42
     0.12%  python3.10  python3.10            [.] 0x0000000000173d50
     0.11%  python3.10  python3.10            [.] 0x00000000001215bc
     0.11%  python3.10  python3.10            [.] 0x00000000001215d8
     0.10%  python3.10  python3.10            [.] 0x00000000001215a7
     0.09%  python3.10  python3.10            [.] 0x000000000012159d
     0.09%  python3.10  python3.10            [.] 0x0000000000121594
     0.09%  python3.10  python3.10            [.] 0x0000000000179be6
     0.09%  python3.10  python3.10            [.] 0x000000000012175a
     0.08%  python3.10  python3.10            [.] 0x0000000000121749
     0.08%  python3.10  python3.10            [.] 0x0000000000121754
     0.08%  python3.10  python3.10            [.] 0x0000000000121757
     0.08%  python3.10  python3.10            [.] 0x00000000001215ed
     0.07%  python3.10  python3.10            [.] 0x0000000000179c15
     0.07%  python3.10  python3.10            [.] 0x0000000000121667
     0.06%  python3.10  python3.10            [.] 0x000000000012164e
     0.06%  python3.10  python3.10            [.] 0x000000000012166e
     0.06%  python3.10  python3.10            [.] 0x0000000000179c56
     0.05%  python3.10  python3.10            [.] 0x000000000015b53e
     0.05%  python3.10  python3.10            [.] 0x00000000001215a2
     0.05%  python3.10  python3.10            [.] 0x000000000015b53b
     0.05%  python3.10  python3.10            [.] 0x0000000000179c2e
     0.05%  python3.10  python3.10            [.] 0x0000000000121599
     0.04%  python3.10  [kernel.kallsyms]     [k] error_entry
     0.04%  python3.10  python3.10            [.] 0x0000000000179c46
     0.04%  python3.10  python3.10            [.] 0x000000000015b50a
     0.04%  python3.10  python3.10            [.] 0x000000000015b50b
     0.04%  python3.10  python3.10            [.] 0x00000000001215a6
     0.04%  python3.10  python3.10            [.] 0x0000000000179c21
     0.04%  python3.10  [kernel.kallsyms]     [k] native_read_msr
     0.04%  python3.10  python3.10            [.] 0x000000000015b504
     0.03%  python3.10  python3.10            [.] 0x0000000000121751
     0.03%  python3.10  python3.10            [.] 0x00000000001215b2
     0.03%  python3.10  python3.10            [.] 0x0000000000121734
     0.03%  python3.10  python3.10            [.] 0x00000000001215c8
     0.03%  python3.10  python3.10            [.] 0x00000000001215a0
     0.03%  python3.10  python3.10            [.] 0x000000000015b509
     0.03%  python3.10  [kernel.kallsyms]     [k] irqentry_exit_to_user_mode
     0.03%  python3.10  python3.10            [.] 0x000000000015b54b
     0.03%  python3.10  python3.10            [.] 0x0000000000179be4
     0.02%  python3.10  python3.10            [.] 0x0000000000173d54
     0.02%  python3.10  python3.10            [.] 0x0000000000179c0b
     0.02%  python3.10  python3.10            [.] 0x0000000000121641
     0.02%  python3.10  [kernel.kallsyms]     [k] asm_sysvec_apic_timer_interrupt
     0.02%  python3.10  python3.10            [.] 0x00000000001215c0
     0.02%  python3.10  [kernel.kallsyms]     [k] native_write_msr_safe
     0.02%  python3.10  python3.10            [.] 0x000000000015b519
     0.02%  python3.10  python3.10            [.] 0x000000000015b512
     0.02%  python3.10  [kernel.kallsyms]     [k] __irqentry_text_end
     0.02%  python3.10  python3.10            [.] 0x000000000012162c
     0.02%  python3.10  python3.10            [.] 0x0000000000179bea
     0.02%  python3.10  python3.10            [.] 0x000000000015b534
     0.02%  python3.10  [kernel.kallsyms]     [k] native_write_msr
     0.01%  python3.10  [kernel.kallsyms]     [k] psi_group_change
     0.01%  python3.10  python3.10            [.] 0x00000000001215df
     0.01%  python3.10  [kernel.kallsyms]     [k] visit_groups_merge.constprop.0.isra.0
     0.01%  python3.10  [kernel.kallsyms]     [k] __update_load_avg_se
     0.01%  python3.10  python3.10            [.] 0x000000000015b52a
     0.01%  python3.10  [kernel.kallsyms]     [k] sync_regs
     0.01%  python3.10  [kernel.kallsyms]     [k] merge_sched_in
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_event_update_userpage
     0.01%  python3.10  [kernel.kallsyms]     [k] event_sched_in
     0.01%  python3.10  [kernel.kallsyms]     [k] __update_load_avg_cfs_rq
     0.01%  python3.10  python3.10            [.] 0x0000000000179be9
     0.01%  python3.10  [kernel.kallsyms]     [k] asm_sysvec_thermal
     0.01%  python3.10  [kernel.kallsyms]     [k] _raw_spin_lock
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_swevent_add
     0.01%  python3.10  [kernel.kallsyms]     [k] __hrtimer_run_queues
     0.01%  python3.10  [kernel.kallsyms]     [k] native_sched_clock
     0.01%  python3.10  python3.10            [.] 0x000000000012174d
     0.01%  python3.10  python3.10            [.] 0x000000000015b55b
     0.01%  python3.10  python3.10            [.] 0x0000000000179c18
     0.01%  python3.10  python3.10            [.] 0x0000000000179bfb
     0.01%  python3.10  [kernel.kallsyms]     [k] update_load_avg
     0.01%  python3.10  [kernel.kallsyms]     [k] hrtimer_interrupt
     0.01%  python3.10  python3.10            [.] 0x0000000000121630
     0.01%  python3.10  python3.10            [.] 0x000000000015b56c
     0.01%  python3.10  python3.10            [.] 0x0000000000179c38
     0.01%  python3.10  [kernel.kallsyms]     [k] syscall_return_via_sysret
     0.01%  python3.10  [kernel.kallsyms]     [k] update_curr
     0.01%  python3.10  [kernel.kallsyms]     [k] sched_clock_cpu
     0.01%  python3.10  [kernel.kallsyms]     [k] rb_next
     0.01%  python3.10  [kernel.kallsyms]     [k] __perf_event_task_sched_in
     0.01%  python3.10  [kernel.kallsyms]     [k] entry_SYSCALL_64_after_hwframe
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_event_groups_first
     0.00%  python3.10  [kernel.kallsyms]     [k] read_tsc
     0.00%  python3.10  [kernel.kallsyms]     [k] try_to_wake_up
     0.00%  python3.10  [kernel.kallsyms]     [k] restore_fpregs_from_fpstate
     0.00%  python3.10  [kernel.kallsyms]     [k] native_apic_msr_eoi_write
     0.00%  python3.10  [kernel.kallsyms]     [k] __sysvec_apic_timer_interrupt
     0.00%  python3.10  [kernel.kallsyms]     [k] syscall_exit_to_user_mode
     0.00%  python3.10  python3.10            [.] 0x0000000000179c5c
     0.00%  python3.10  [kernel.kallsyms]     [k] __schedule
     0.00%  python3.10  python3.10            [.] 0x000000000015b56d
     0.00%  python3.10  [kernel.kallsyms]     [k] memset_erms
     0.00%  python3.10  python3.10            [.] _PyObject_MakeTpCall
     0.00%  python3.10  [kernel.kallsyms]     [k] psi_task_switch
     0.00%  python3.10  [kernel.kallsyms]     [k] _raw_spin_lock_irq
     0.00%  python3.10  python3.10            [.] 0x0000000000179bfe
     0.00%  python3.10  [kernel.kallsyms]     [k] tick_program_event
     0.00%  python3.10  [kernel.kallsyms]     [k] error_return
     0.00%  python3.10  [kernel.kallsyms]     [k] lapic_next_deadline
     0.00%  python3.10  python3.10            [.] 0x000000000015b570
     0.00%  python3.10  [kernel.kallsyms]     [k] ktime_get
     0.00%  python3.10  [kernel.kallsyms]     [k] timerqueue_add
     0.00%  python3.10  [kernel.kallsyms]     [k] __calc_delta
     0.00%  python3.10  [kernel.kallsyms]     [k] ctx_sched_in
     0.00%  python3.10  [kernel.kallsyms]     [k] x86_pmu_disable
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_adjust_freq_unthr_context
     0.00%  python3.10  [kernel.kallsyms]     [k] __get_user_8
     0.00%  python3.10  [kernel.kallsyms]     [k] enqueue_entity
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_event_context_sched_out
     0.00%  python3.10  [kernel.kallsyms]     [k] pick_next_task_fair
     0.00%  python3.10  python3.10            [.] _PyObject_GetMethod
     0.00%  python3.10  [kernel.kallsyms]     [k] select_task_rq_fair
     0.00%  python3.10  [kernel.kallsyms]     [k] kmem_cache_alloc_trace
     0.00%  python3.10  [kernel.kallsyms]     [k] tick_sched_timer
     0.00%  python3.10  python3.10            [.] 0x000000000015b562
     0.00%  python3.10  [kernel.kallsyms]     [k] enqueue_task_fair
     0.00%  python3.10  python3.10            [.] 0x0000000000179c35
     0.00%  python3.10  [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.00%  python3.10  [kernel.kallsyms]     [k] pick_next_entity
     0.00%  python3.10  [kernel.kallsyms]     [k] task_tick_fair
     0.00%  python3.10  libc.so.6             [.] ____wcstof_l_internal
     0.00%  python3.10  [kernel.kallsyms]     [k] hrtimer_update_next_event
     0.00%  python3.10  [kernel.kallsyms]     [k] scheduler_tick
     0.00%  python3.10  [kernel.kallsyms]     [k] rcu_read_unlock_strict
     0.00%  python3.10  python3.10            [.] 0x000000000015b525
     0.00%  python3.10  [kernel.kallsyms]     [k] clockevents_program_event
     0.00%  python3.10  [kernel.kallsyms]     [k] exit_to_user_mode_loop
     0.00%  python3.10  python3.10            [.] _PyObject_GenericSetAttrWithDict
     0.00%  python3.10  [kernel.kallsyms]     [k] ___perf_sw_event
     0.00%  python3.10  python3.10            [.] 0x00000000001d4961
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_event_update_time
     0.00%  python3.10  [kernel.kallsyms]     [k] futex_wake
     0.00%  python3.10  [kernel.kallsyms]     [k] prepare_task_switch
     0.00%  python3.10  [kernel.kallsyms]     [k] sysvec_apic_timer_interrupt
     0.00%  python3.10  [kernel.kallsyms]     [k] update_cfs_group
     0.00%  python3.10  [kernel.kallsyms]     [k] psi_task_change
     0.00%  python3.10  python3.10            [.] 0x000000000015b55d
     0.00%  python3.10  python3.10            [.] 0x0000000000121672
     0.00%  python3.10  libc.so.6             [.] __GI___strncasecmp_l_sse2
     0.00%  python3.10  [kernel.kallsyms]     [k] inherit_event.constprop.0
     0.00%  python3.10  [kernel.kallsyms]     [k] sched_slice
     0.00%  python3.10  [kernel.kallsyms]     [k] irqentry_exit
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_pmu_nop_txn
     0.00%  python3.10  [kernel.kallsyms]     [k] select_idle_sibling
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_pmu_nop_int
     0.00%  python3.10  [kernel.kallsyms]     [k] check_preempt_wakeup
     0.00%  python3.10  [kernel.kallsyms]     [k] acct_account_cputime
     0.00%  python3.10  [kernel.kallsyms]     [k] run_posix_cpu_timers
     0.00%  python3.10  python3.10            [.] _PyObject_LookupSpecial
     0.00%  python3.10  python3.10            [.] 0x00000000001740bb
     0.00%  python3.10  [kernel.kallsyms]     [k] rb_erase
     0.00%  python3.10  python3.10            [.] 0x000000000017c3fc
     0.00%  python3.10  python3.10            [.] _PyUnicode_JoinArray
     0.00%  python3.10  [kernel.kallsyms]     [k] schedule
     0.00%  python3.10  python3.10            [.] 0x00000000001d48d6
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_event_alloc
     0.00%  python3.10  python3.10            [.] 0x0000000000206a23
     0.00%  python3.10  [kernel.kallsyms]     [k] exit_to_user_mode_prepare
     0.00%  python3.10  python3.10            [.] 0x0000000000179c57
     0.00%  python3.10  libc.so.6             [.] __memmove_sse2_unaligned_erms
     0.00%  python3.10  [kernel.kallsyms]     [k] resched_curr
     0.00%  python3.10  [kernel.kallsyms]     [k] __lock_text_start
     0.00%  python3.10  [kernel.kallsyms]     [k] hrtimer_active
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_event_sched_in
     0.00%  python3.10  [kernel.kallsyms]     [k] therm_throt_process
     0.00%  python3.10  [kernel.kallsyms]     [k] rb_insert_color
     0.00%  python3.10  python3.10            [.] 0x000000000015b564
     0.00%  python3.10  [kernel.kallsyms]     [k] __put_user_nocheck_8
     0.00%  python3.10  python3.10            [.] PyList_Append
     0.00%  python3.10  [kernel.kallsyms]     [k] reweight_entity
     0.00%  python3.10  [kernel.kallsyms]     [k] list_add_event
     0.00%  python3.10  [kernel.kallsyms]     [k] update_process_times
     0.00%  python3.10  [kernel.kallsyms]     [k] fpregs_assert_state_consistent
     0.00%  python3.10  [kernel.kallsyms]     [k] nohz_balance_exit_idle
     0.00%  python3.10  [kernel.kallsyms]     [k] update_rq_clock
     0.00%  python3.10  python3.10            [.] 0x000000000012161d
     0.00%  python3.10  [kernel.kallsyms]     [k] set_next_entity
     0.00%  python3.10  [kernel.kallsyms]     [k] __hrtimer_next_event_base
     0.00%  python3.10  libc.so.6             [.] __stpncpy_sse2_unaligned
     0.00%  python3.10  python3.10            [.] 0x00000000001d495d
     0.00%  python3.10  python3.10            [.] 0x000000000017f87a
     0.00%  python3.10  python3.10            [.] 0x0000000000277486
     0.00%  python3.10  libc.so.6             [.] __strncpy_sse2_unaligned
     0.00%  python3.10  [kernel.kallsyms]     [k] copy_process
     0.00%  python3.10  python3.10            [.] 0x000000000020bec2
     0.00%  python3.10  [kernel.kallsyms]     [k] find_vma_prev
     0.00%  python3.10  python3.10            [.] 0x0000000000137b1b
     0.00%  python3.10  [kernel.kallsyms]     [k] __x64_sys_futex
     0.00%  python3.10  [kernel.kallsyms]     [k] futex_wait_setup
     0.00%  python3.10  [kernel.kallsyms]     [k] put_prev_entity
     0.00%  python3.10  [kernel.kallsyms]     [k] kfree
     0.00%  python3.10  [kernel.kallsyms]     [k] __intel_pmu_enable_all.constprop.0
     0.00%  python3.10  [kernel.kallsyms]     [k] intel_pmu_disable_all
     0.00%  python3.10  [kernel.kallsyms]     [k] intel_thermal_interrupt
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_log_itrace_start
     0.00%  python3.10  [kernel.kallsyms]     [k] irq_exit_rcu
     0.00%  python3.10  python3.10            [.] 0x0000000000179bf7
     0.00%  python3.10  [kernel.kallsyms]     [k] cyc2ns_read_begin
     0.00%  python3.10  python3.10            [.] 0x00000000001d4902
     0.00%  python3.10  python3.10            [.] PyObject_GetAttr
     0.00%  python3.10  [kernel.kallsyms]     [k] hrtimer_forward
     0.00%  python3.10  python3.10            [.] 0x0000000000189014
     0.00%  python3.10  [kernel.kallsyms]     [k] __entry_text_start
     0.00%  python3.10  [kernel.kallsyms]     [k] x86_pmu_enable
     0.00%  python3.10  python3.10            [.] 0x000000000015b554
     0.00%  python3.10  libc.so.6             [.] re_compile_internal
     0.00%  python3.10  [kernel.kallsyms]     [k] llist_reverse_order
     0.00%  python3.10  [kernel.kallsyms]     [k] calc_global_load_tick
     0.00%  python3.10  python3.10            [.] 0x000000000015b54f
     0.00%  python3.10  [kernel.kallsyms]     [k] raw_spin_rq_lock_nested
     0.00%  python3.10  python3.10            [.] 0x00000000001b63ff
     0.00%  python3.10  [kernel.kallsyms]     [k] irq_work_tick
     0.00%  python3.10  [kernel.kallsyms]     [k] find_busiest_group
     0.00%  python3.10  [kernel.kallsyms]     [k] arch_perf_update_userpage
     0.00%  python3.10  [kernel.kallsyms]     [k] arch_scale_freq_tick
     0.00%  python3.10  python3.10            [.] 0x00000000001228f6
     0.00%  python3.10  libc.so.6             [.] parse_expression
     0.00%  python3.10  [kernel.kallsyms]     [k] ktime_get_update_offsets_now
     0.00%  python3.10  [kernel.kallsyms]     [k] slab_free_freelist_hook.constprop.0
     0.00%  python3.10  [kernel.kallsyms]     [k] update_sg_lb_stats
     0.00%  python3.10  [kernel.kallsyms]     [k] zap_pte_range
     0.00%  python3.10  [kernel.kallsyms]     [k] futex_wait
     0.00%  python3.10  [kernel.kallsyms]     [k] rebalance_domains
     0.00%  python3.10  [kernel.kallsyms]     [k] irq_work_run_list
     0.00%  python3.10  [kernel.kallsyms]     [k] __perf_event_task_sched_out
     0.00%  python3.10  [kernel.kallsyms]     [k] task_h_load
     0.00%  python3.10  python3.10            [.] 0x0000000000293e54
     0.00%  python3.10  [kernel.kallsyms]     [k] calc_timer_values
     0.00%  python3.10  [kernel.kallsyms]     [k] check_cpu_stall
     0.00%  python3.10  libc.so.6             [.] __GI___strcasecmp_l_sse2
     0.00%  python3.10  [kernel.kallsyms]     [k] queue_delayed_work_on
     0.00%  python3.10  libc.so.6             [.] round_and_return
     0.00%  python3.10  [kernel.kallsyms]     [k] cpuacct_charge
     0.00%  python3.10  python3.10            [.] PyLong_FromString
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_mux_hrtimer_handler
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_event_task_tick
     0.00%  python3.10  [kernel.kallsyms]     [k] sched_clock
     0.00%  python3.10  [kernel.kallsyms]     [k] is_cpu_allowed
     0.00%  python3.10  [kernel.kallsyms]     [k] update_sd_lb_stats.constprop.0
     0.00%  python3.10  python3.10            [.] 0x0000000000188df0
     0.00%  python3.10  python3.10            [.] _PyUnicodeWriter_Init
     0.00%  python3.10  libc.so.6             [.] re_search_internal
     0.00%  python3.10  [kernel.kallsyms]     [k] inherit_task_group.isra.0
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_exclude_event
     0.00%  python3.10  libc.so.6             [.] ____wcstold_l_internal
     0.00%  python3.10  python3.10            [.] PyObject_Format
     0.00%  python3.10  python3.10            [.] PyEval_SaveThread
     0.00%  python3.10  python3.10            [.] 0x00000000001522f3
     0.00%  python3.10  libc.so.6             [.] __strcat_ssse3
     0.00%  python3.10  [vdso]                [.] 0x00000000000007b0
     0.00%  python3.10  [kernel.kallsyms]     [k] kmem_cache_alloc_node
     0.00%  python3.10  python3.10            [.] 0x0000000000143407
     0.00%  python3.10  python3.10            [.] 0x000000000018d1c6
     0.00%  python3.10  python3.10            [.] PyFunction_NewWithQualName
     0.00%  python3.10  [kernel.kallsyms]     [k] __mod_lruvec_page_state
     0.00%  python3.10  python3.10            [.] 0x0000000000174090
     0.00%  python3.10  python3.10            [.] _PyObject_GenericGetAttrWithDict
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_event_task_output
     0.00%  python3.10  [kernel.kallsyms]     [k] user_disable_single_step
     0.00%  python3.10  python3.10            [.] 0x0000000000133a67
     0.00%  python3.10  python3.10            [.] 0x0000000000137ba2
     0.00%  python3.10  python3.10            [.] 0x000000000018d96b
     0.00%  python3.10  python3.10            [.] 0x00000000001434ca
     0.00%  python3.10  python3.10            [.] 0x000000000015d254
     0.00%  python3.10  python3.10            [.] 0x000000000018c091
     0.00%  python3.10  [kernel.kallsyms]     [k] __put_user_8
     0.00%  python3.10  libc.so.6             [.] 0x000000000019d981
     0.00%  python3.10  python3.10            [.] PyMem_Realloc
     0.00%  python3.10  python3.10            [.] 0x000000000018bfd8
     0.00%  python3.10  [kernel.kallsyms]     [k] x86_pmu_event_init
     0.00%  python3.10  [kernel.kallsyms]     [k] __kmalloc_node
     0.00%  python3.10  [kernel.kallsyms]     [k] get_page_from_freelist
     0.00%  python3.10  python3.10            [.] 0x000000000011ea0c
     0.00%  python3.10  python3.10            [.] 0x0000000000152321
     0.00%  python3.10  python3.10            [.] 0x00000000001566df
     0.00%  python3.10  python3.10            [.] 0x000000000015effa
     0.00%  python3.10  python3.10            [.] 0x00000000001732de
     0.00%  python3.10  python3.10            [.] 0x0000000000188eb7
     0.00%  python3.10  python3.10            [.] 0x000000000018d06e
     0.00%  python3.10  python3.10            [.] 0x000000000020bea0
     0.00%  python3.10  [kernel.kallsyms]     [k] ttwu_do_activate
     0.00%  python3.10  python3.10            [.] 0x00000000001772d4
     0.00%  python3.10  python3.10            [.] 0x000000000015e06f
     0.00%  python3.10  [kernel.kallsyms]     [k] tcp_rcv_established
     0.00%  python3.10  [kernel.kallsyms]     [k] __cond_resched
     0.00%  python3.10  [kernel.kallsyms]     [k] __do_sys_clone3
     0.00%  python3.10  [kernel.kallsyms]     [k] allocate_fake_cpuc
     0.00%  python3.10  python3.10            [.] PyTuple_New
     0.00%  python3.10  python3.10            [.] 0x000000000011b4c1
     0.00%  python3.10  python3.10            [.] 0x000000000017c393
     0.00%  python3.10  python3.10            [.] 0x000000000017c3bb
     0.00%  python3.10  python3.10            [.] 0x0000000000188eff
     0.00%  python3.10  [kernel.kallsyms]     [k] cgroup_rstat_updated
     0.00%  python3.10  python3.10            [.] 0x0000000000286dd0
     0.00%  python3.10  libcrypto.so.3        [.] 0x000000000017d82f
     0.00%  python3.10  python3.10            [.] _PyUnicodeWriter_PrepareInternal
     0.00%  python3.10  python3.10            [.] PyMem_Calloc
     0.00%  python3.10  [kernel.kallsyms]     [k] __mod_memcg_lruvec_state
     0.00%  python3.10  [kernel.kallsyms]     [k] ttwu_queue_wakelist
     0.00%  python3.10  [kernel.kallsyms]     [k] __perf_event_read
     0.00%  python3.10  python3.10            [.] 0x000000000015efdc
     0.00%  python3.10  [kernel.kallsyms]     [k] sk_filter_trim_cap
     0.00%  python3.10  [kernel.kallsyms]     [k] __hrtimer_start_range_ns
     0.00%  python3.10  [kernel.kallsyms]     [k] do_syscall_64
     0.00%  python3.10  [kernel.kallsyms]     [k] __sys_sendto
     0.00%  python3.10  python3.10            [.] 0x000000000016300a
     0.00%  python3.10  [kernel.kallsyms]     [k] tcp_data_queue
     0.00%  python3.10  [kernel.kallsyms]     [k] __ip_queue_xmit
     0.00%  python3.10  [kernel.kallsyms]     [k] __fget_light
     0.00%  python3.10  libc.so.6             [.] 0x00000000001a1100
     0.00%  python3.10  [kernel.kallsyms]     [k] rcu_core
     0.00%  python3.10  [kernel.kallsyms]     [k] pick_next_task
     0.00%  python3.10  [kernel.kallsyms]     [k] hrtimer_start_range_ns
     0.00%  python3.10  [kernel.kallsyms]     [k] timerqueue_del
     0.00%  python3.10  [kernel.kallsyms]     [k] psi_flags_change
     0.00%  python3.10  python3.10            [.] 0x0000000000239570
     0.00%  python3.10  python3.10            [.] 0x000000000011b406
     0.00%  python3.10  [kernel.kallsyms]     [k] __update_blocked_fair
     0.00%  python3.10  [kernel.kallsyms]     [k] __cgroup_account_cputime
     0.00%  python3.10  [kernel.kallsyms]     [k] load_balance
     0.00%  python3.10  [kernel.kallsyms]     [k] hrtimer_wakeup
     0.00%  python3.10  [kernel.kallsyms]     [k] inet_ehashfn
     0.00%  python3.10  python3.10            [.] 0x0000000000122820
     0.00%  python3.10  python3.10            [.] 0x0000000000179592
     0.00%  python3.10  python3.10            [.] 0x0000000000277684
     0.00%  python3.10  python3.10            [.] 0x0000000000179c58
     0.00%  python3.10  [kernel.kallsyms]     [k] account_user_time
     0.00%  python3.10  python3.10            [.] 0x0000000000151ebb
     0.00%  python3.10  [kernel.kallsyms]     [k] futex_wait_queue_me
     0.00%  python3.10  [kernel.kallsyms]     [k] update_min_vruntime
     0.00%  python3.10  python3.10            [.] 0x0000000000164403
     0.00%  python3.10  python3.10            [.] 0x000000000012b28b
     0.00%  python3.10  python3.10            [.] _PyFunction_Vectorcall
     0.00%  python3.10  [kernel.kallsyms]     [k] swake_up_one
     0.00%  python3.10  [kernel.kallsyms]     [k] update_dl_rq_load_avg
     0.00%  python3.10  [kernel.kallsyms]     [k] syscall_enter_from_user_mode
     0.00%  python3.10  python3.10            [.] 0x0000000000151e76
     0.00%  python3.10  [kernel.kallsyms]     [k] asm_exc_page_fault
     0.00%  python3.10  [kernel.kallsyms]     [k] group_balance_cpu
     0.00%  python3.10  [kernel.kallsyms]     [k] account_process_tick
     0.00%  python3.10  [kernel.kallsyms]     [k] irq_enter_rcu
     0.00%  python3.10  python3.10            [.] 0x0000000000239574
     0.00%  python3.10  python3.10            [.] 0x00000000000cfb00
     0.00%  python3.10  python3.10            [.] 0x000000000013fd1f
     0.00%  python3.10  python3.10            [.] 0x000000000015ff7b
     0.00%  python3.10  [kernel.kallsyms]     [k] clear_buddies
     0.00%  python3.10  [kernel.kallsyms]     [k] __rseq_handle_notify_resume
     0.00%  python3.10  python3.10            [.] 0x00000000001782a0
     0.00%  python3.10  libc.so.6             [.] 0x00000000001a0940
     0.00%  python3.10  [kernel.kallsyms]     [k] rseq_ip_fixup
     0.00%  python3.10  libc.so.6             [.] __strncat_ssse3
     0.00%  python3.10  [kernel.kallsyms]     [k] rcu_sched_clock_irq
     0.00%  python3.10  [kernel.kallsyms]     [k] __remove_hrtimer
     0.00%  python3.10  [kernel.kallsyms]     [k] note_gp_changes
     0.00%  python3.10  [kernel.kallsyms]     [k] __cgroup_account_cputime_field
     0.00%  python3.10  [kernel.kallsyms]     [k] dequeue_task_fair
