# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 20K of event 'cycles'
# Event count (approx.): 11376631099
#
# Overhead  Command     Shared Object         Symbol                                     
# ........  ..........  ....................  ...........................................
#
     0.06%  python3.10  python3.10            [.] 0x00000000001215a6
     0.06%  python3.10  python3.10            [.] 0x000000000015b568
     0.06%  python3.10  python3.10            [.] 0x0000000000121599
     0.05%  python3.10  [kernel.kallsyms]     [k] irqentry_exit_to_user_mode
     0.05%  python3.10  [kernel.kallsyms]     [k] syscall_exit_to_user_mode
     0.05%  python3.10  python3.10            [.] 0x0000000000179bea
     0.05%  python3.10  python3.10            [.] 0x0000000000179c42
     0.05%  python3.10  [kernel.kallsyms]     [k] event_sched_in
     0.05%  python3.10  python3.10            [.] 0x000000000015b54f
     0.05%  python3.10  python3.10            [.] 0x0000000000179c2e
     0.05%  python3.10  python3.10            [.] 0x00000000001215c0
     0.04%  python3.10  [kernel.kallsyms]     [k] _raw_spin_lock
     0.04%  python3.10  [kernel.kallsyms]     [k] futex_wake
     0.04%  python3.10  python3.10            [.] 0x0000000000121660
     0.04%  python3.10  python3.10            [.] 0x000000000015b557
     0.04%  python3.10  python3.10            [.] 0x000000000015b50e
     0.04%  python3.10  python3.10            [.] 0x00000000001215ed
     0.04%  python3.10  python3.10            [.] 0x0000000000179c15
     0.04%  python3.10  python3.10            [.] 0x00000000001215b2
     0.04%  python3.10  python3.10            [.] 0x00000000001215df
     0.04%  python3.10  [kernel.kallsyms]     [k] syscall_return_via_sysret
     0.04%  python3.10  [kernel.kallsyms]     [k] entry_SYSCALL_64_after_hwframe
     0.04%  python3.10  python3.10            [.] 0x0000000000179be4
     0.03%  python3.10  python3.10            [.] 0x0000000000121675
     0.03%  python3.10  python3.10            [.] 0x0000000000179c56
     0.03%  python3.10  python3.10            [.] 0x00000000001215c8
     0.03%  python3.10  python3.10            [.] 0x0000000000179be6
     0.03%  python3.10  python3.10            [.] 0x0000000000179bee
     0.03%  python3.10  [kernel.kallsyms]     [k] rb_next
     0.03%  python3.10  [kernel.kallsyms]     [k] native_read_msr
     0.03%  python3.10  python3.10            [.] 0x0000000000121734
     0.03%  python3.10  python3.10            [.] PyObject_GetAttr
     0.03%  python3.10  python3.10            [.] 0x0000000000179be8
     0.03%  python3.10  python3.10            [.] 0x0000000000179c3b
     0.03%  python3.10  [kernel.kallsyms]     [k] memset_erms
     0.03%  python3.10  python3.10            [.] 0x0000000000173d54
     0.03%  python3.10  [kernel.kallsyms]     [k] reweight_entity
     0.03%  python3.10  python3.10            [.] 0x000000000015b55b
     0.03%  python3.10  [kernel.kallsyms]     [k] sched_clock_cpu
     0.03%  python3.10  libc.so.6             [.] ____wcstof_l_internal
     0.03%  python3.10  python3.10            [.] 0x0000000000121749
     0.03%  python3.10  libc.so.6             [.] __GI___strncasecmp_l_sse2
     0.03%  python3.10  [kernel.kallsyms]     [k] perf_event_alloc
     0.03%  python3.10  python3.10            [.] 0x0000000000121751
     0.02%  python3.10  libc.so.6             [.] __stpncpy_sse2_unaligned
     0.02%  python3.10  [kernel.kallsyms]     [k] __irqentry_text_end
     0.02%  python3.10  python3.10            [.] 0x0000000000179c13
     0.02%  python3.10  python3.10            [.] 0x0000000000179c21
     0.02%  python3.10  [kernel.kallsyms]     [k] __schedule
     0.02%  python3.10  python3.10            [.] 0x000000000015b55d
     0.02%  python3.10  [kernel.kallsyms]     [k] __update_load_avg_cfs_rq
     0.02%  python3.10  [kernel.kallsyms]     [k] sync_regs
     0.02%  python3.10  [kernel.kallsyms]     [k] psi_task_change
     0.02%  python3.10  [kernel.kallsyms]     [k] inherit_event.constprop.0
     0.02%  python3.10  python3.10            [.] _PyUnicode_InsertThousandsGrouping
     0.02%  python3.10  python3.10            [.] 0x000000000015b554
     0.02%  python3.10  python3.10            [.] 0x0000000000179bfb
     0.02%  python3.10  python3.10            [.] 0x000000000012d084
     0.02%  python3.10  python3.10            [.] 0x0000000000179c25
     0.02%  python3.10  [kernel.kallsyms]     [k] perf_event_update_userpage
     0.02%  python3.10  python3.10            [.] 0x000000000012175a
     0.02%  python3.10  [kernel.kallsyms]     [k] memcg_slab_free_hook
     0.02%  python3.10  python3.10            [.] 0x0000000000121740
     0.02%  python3.10  [kernel.kallsyms]     [k] ctx_sched_in
     0.02%  python3.10  [kernel.kallsyms]     [k] enqueue_task_fair
     0.02%  python3.10  [kernel.kallsyms]     [k] visit_groups_merge.constprop.0.isra.0
     0.02%  python3.10  [kernel.kallsyms]     [k] update_cfs_group
     0.02%  python3.10  python3.10            [.] 0x000000000015b50b
     0.02%  python3.10  [kernel.kallsyms]     [k] asm_sysvec_apic_timer_interrupt
     0.02%  python3.10  libc.so.6             [.] ____wcstod_l_internal
     0.02%  python3.10  [kernel.kallsyms]     [k] rb_erase
     0.02%  python3.10  python3.10            [.] 0x000000000017f87a
     0.02%  python3.10  python3.10            [.] 0x000000000017c3fc
     0.02%  python3.10  [kernel.kallsyms]     [k] psi_task_switch
     0.02%  python3.10  python3.10            [.] _PyObject_GenericGetAttrWithDict
     0.02%  python3.10  python3.10            [.] PyList_Append
     0.02%  python3.10  [kernel.kallsyms]     [k] rb_insert_color
     0.02%  python3.10  libc.so.6             [.] __strcat_ssse3
     0.02%  python3.10  libc.so.6             [.] ____wcstold_l_internal
     0.02%  python3.10  [kernel.kallsyms]     [k] __update_load_avg_se
     0.02%  python3.10  [kernel.kallsyms]     [k] switch_fpu_return
     0.02%  python3.10  [kernel.kallsyms]     [k] select_task_rq_fair
     0.02%  python3.10  libc.so.6             [.] __strncat_ssse3
     0.02%  python3.10  python3.10            [.] 0x0000000000121757
     0.02%  python3.10  [kernel.kallsyms]     [k] perf_log_itrace_start
     0.02%  python3.10  [kernel.kallsyms]     [k] native_sched_clock
     0.02%  python3.10  [kernel.kallsyms]     [k] error_entry
     0.02%  python3.10  [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.02%  python3.10  [kernel.kallsyms]     [k] exit_to_user_mode_loop
     0.02%  python3.10  [kernel.kallsyms]     [k] kmem_cache_alloc_trace
     0.02%  python3.10  python3.10            [.] 0x000000000018d59d
     0.02%  python3.10  [kernel.kallsyms]     [k] enqueue_entity
     0.02%  python3.10  python3.10            [.] _PyUnicodeWriter_Init
     0.01%  python3.10  [kernel.kallsyms]     [k] select_idle_sibling
     0.01%  python3.10  python3.10            [.] PyType_GenericAlloc
     0.01%  python3.10  [kernel.kallsyms]     [k] iterate_groups
     0.01%  python3.10  python3.10            [.] PyObject_SetAttr
     0.01%  python3.10  python3.10            [.] 0x000000000015b50a
     0.01%  python3.10  [kernel.kallsyms]     [k] zap_pte_range
     0.01%  python3.10  python3.10            [.] 0x000000000012162c
     0.01%  python3.10  python3.10            [.] 0x0000000000179c0b
     0.01%  python3.10  python3.10            [.] 0x000000000018bfd8
     0.01%  python3.10  [kernel.kallsyms]     [k] native_queued_spin_lock_slowpath.part.0
     0.01%  python3.10  libc.so.6             [.] __strncpy_sse2_unaligned
     0.01%  python3.10  python3.10            [.] 0x0000000000179c38
     0.01%  python3.10  python3.10            [.] 0x0000000000179bfe
     0.01%  python3.10  libc.so.6             [.] round_and_return
     0.01%  python3.10  python3.10            [.] 0x000000000020654d
     0.01%  python3.10  [kernel.kallsyms]     [k] __cond_resched
     0.01%  python3.10  [kernel.kallsyms]     [k] update_load_avg
     0.01%  python3.10  python3.10            [.] _PyUnicode_JoinArray
     0.01%  python3.10  [kernel.kallsyms]     [k] futex_wait
     0.01%  python3.10  [kernel.kallsyms]     [k] kmem_cache_alloc_node_trace
     0.01%  python3.10  python3.10            [.] 0x0000000000122820
     0.01%  python3.10  python3.10            [.] 0x000000000018d589
     0.01%  python3.10  python3.10            [.] 0x00000000001740a1
     0.01%  python3.10  python3.10            [.] 0x0000000000122870
     0.01%  python3.10  [kernel.kallsyms]     [k] update_sg_wakeup_stats
     0.01%  python3.10  python3.10            [.] 0x00000000001228d1
     0.01%  python3.10  python3.10            [.] 0x000000000015f000
     0.01%  python3.10  [kernel.kallsyms]     [k] task_tick_fair
     0.01%  python3.10  [kernel.kallsyms]     [k] x86_pmu_extra_regs
     0.01%  python3.10  [kernel.kallsyms]     [k] native_write_msr_safe
     0.01%  python3.10  [kernel.kallsyms]     [k] put_prev_entity
     0.01%  python3.10  python3.10            [.] _PyFunction_Vectorcall
     0.01%  python3.10  [kernel.kallsyms]     [k] __pagevec_lru_add_fn
     0.01%  python3.10  [kernel.kallsyms]     [k] rcu_report_qs_rnp
     0.01%  python3.10  python3.10            [.] 0x000000000015b512
     0.01%  python3.10  python3.10            [.] 0x0000000000206951
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_event_groups_insert
     0.01%  python3.10  [kernel.kallsyms]     [k] update_curr
     0.01%  python3.10  python3.10            [.] PyUnicode_New
     0.01%  python3.10  python3.10            [.] 0x00000000001d4961
     0.01%  python3.10  python3.10            [.] 0x0000000000172c49
     0.01%  python3.10  [kernel.kallsyms]     [k] __get_user_8
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_swevent_add
     0.01%  python3.10  [kernel.kallsyms]     [k] timerqueue_add
     0.01%  python3.10  python3.10            [.] _PyObject_LookupSpecial
     0.01%  python3.10  [kernel.kallsyms]     [k] __srcu_read_unlock
     0.01%  python3.10  [kernel.kallsyms]     [k] slab_free_freelist_hook.constprop.0
     0.01%  python3.10  [kernel.kallsyms]     [k] try_charge_memcg
     0.01%  python3.10  python3.10            [.] 0x000000000011d5e1
     0.01%  python3.10  python3.10            [.] 0x0000000000174090
     0.01%  python3.10  [kernel.kallsyms]     [k] do_syscall_64
     0.01%  python3.10  [kernel.kallsyms]     [k] dequeue_entity
     0.01%  python3.10  [kernel.kallsyms]     [k] __calc_delta
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_event_context_sched_out
     0.01%  python3.10  python3.10            [.] 0x000000000015b504
     0.01%  python3.10  [kernel.kallsyms]     [k] pick_next_task_fair
     0.01%  python3.10  [kernel.kallsyms]     [k] tcp_v4_rcv
     0.01%  python3.10  [kernel.kallsyms]     [k] rmqueue
     0.01%  python3.10  [kernel.kallsyms]     [k] intel_pmu_event_map
     0.01%  python3.10  [kernel.kallsyms]     [k] rcu_segcblist_accelerate
     0.01%  python3.10  [kernel.kallsyms]     [k] cgroup_rstat_updated
     0.01%  python3.10  [kernel.kallsyms]     [k] read_tsc
     0.01%  python3.10  libc.so.6             [.] re_compile_internal
     0.01%  python3.10  [kernel.kallsyms]     [k] therm_throt_process
     0.01%  python3.10  python3.10            [.] 0x000000000012d74d
     0.01%  python3.10  [kernel.kallsyms]     [k] loopback_xmit
     0.01%  python3.10  [kernel.kallsyms]     [k] unlock_page
     0.01%  python3.10  [kernel.kallsyms]     [k] plist_add
     0.01%  python3.10  [kernel.kallsyms]     [k] psi_flags_change
     0.01%  python3.10  python3.10            [.] 0x000000000012d1da
     0.01%  python3.10  python3.10            [.] 0x0000000000206a23
     0.01%  python3.10  python3.10            [.] 0x000000000011d4f8
     0.01%  python3.10  python3.10            [.] 0x000000000017719f
     0.01%  python3.10  python3.10            [.] 0x000000000012bd84
     0.01%  python3.10  [kernel.kallsyms]     [k] restore_fpregs_from_fpstate
     0.01%  python3.10  [kernel.kallsyms]     [k] __perf_event_task_sched_in
     0.01%  python3.10  python3.10            [.] _PyStack_AsDict
     0.01%  python3.10  python3.10            [.] 0x0000000000188dd3
     0.01%  python3.10  [kernel.kallsyms]     [k] __mod_node_page_state
     0.01%  python3.10  ld-linux-x86-64.so.2  [.] _dl_check_all_versions
     0.01%  python3.10  python3.10            [.] 0x0000000000127f5d
     0.01%  python3.10  [kernel.kallsyms]     [k] ___slab_alloc
     0.01%  python3.10  [kernel.kallsyms]     [k] ktime_get_with_offset
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_try_init_event
     0.01%  python3.10  [kernel.kallsyms]     [k] x86_reserve_hardware
     0.01%  python3.10  libcrypto.so.3        [.] 0x000000000030731e
     0.01%  python3.10  python3.10            [.] 0x0000000000127f59
     0.01%  python3.10  python3.10            [.] 0x0000000000179564
     0.01%  python3.10  python3.10            [.] 0x00000000001795fe
     0.01%  python3.10  python3.10            [.] 0x0000000000188ec0
     0.01%  python3.10  python3.10            [.] 0x000000000018d581
     0.01%  python3.10  python3.10            [.] 0x00000000001d48fe
     0.01%  python3.10  [kernel.kallsyms]     [k] copy_process
     0.01%  python3.10  libc.so.6             [.] __strstr_sse2_unaligned
     0.01%  python3.10  python3.10            [.] 0x000000000018bfc7
     0.01%  python3.10  python3.10            [.] 0x000000000020bea0
     0.01%  python3.10  python3.10            [.] 0x000000000028e0a9
     0.01%  python3.10  [kernel.kallsyms]     [k] asm_sysvec_thermal
     0.01%  python3.10  [kernel.kallsyms]     [k] __task_pid_nr_ns
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_output_copy
     0.01%  python3.10  [kernel.kallsyms]     [k] update_min_vruntime
     0.01%  python3.10  libc.so.6             [.] 0x0000000000199ee0
     0.01%  python3.10  libc.so.6             [.] 0x00000000001a0986
     0.01%  python3.10  python3.10            [.] 0x000000000012b374
     0.01%  python3.10  python3.10            [.] 0x000000000018d17a
     0.01%  python3.10  python3.10            [.] 0x000000000018d57a
     0.01%  python3.10  python3.10            [.] 0x000000000018d740
     0.01%  python3.10  python3.10            [.] 0x000000000018dc9c
     0.01%  python3.10  python3.10            [.] 0x0000000000206953
     0.01%  python3.10  python3.10            [.] 0x0000000000206c70
     0.01%  python3.10  python3.10            [.] 0x0000000000293dba
     0.01%  python3.10  python3.10            [.] 0x00000000002942ff
     0.01%  python3.10  python3.10            [.] 0x00000000002cfec0
     0.01%  python3.10  python3.10            [.] 0x0000000000122877
     0.01%  python3.10  [kernel.kallsyms]     [k] intel_cpuc_prepare
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_event_task_output
     0.01%  python3.10  [kernel.kallsyms]     [k] x86_thermal_enabled
     0.01%  python3.10  python3.10            [.] PyTuple_New
     0.01%  python3.10  python3.10            [.] _PyObject_GC_NewVar
     0.01%  python3.10  python3.10            [.] 0x000000000017a890
     0.01%  python3.10  python3.10            [.] 0x0000000000206742
     0.01%  python3.10  [kernel.kallsyms]     [k] flush_tlb_func
     0.01%  python3.10  python3.10            [.] 0x00000000001740f4
     0.01%  python3.10  python3.10            [.] 0x00000000001a312c
     0.01%  python3.10  python3.10            [.] 0x000000000018d5a1
     0.01%  python3.10  libcrypto.so.3        [.] 0x000000000030721c
     0.01%  python3.10  python3.10            [.] 0x0000000000188dec
     0.01%  python3.10  [kernel.kallsyms]     [k] clear_page_erms
     0.01%  python3.10  [kernel.kallsyms]     [k] get_random_u64
     0.01%  python3.10  python3.10            [.] _PyObject_New
     0.01%  python3.10  python3.10            [.] 0x0000000000127ea0
     0.01%  python3.10  python3.10            [.] 0x0000000000131375
     0.01%  python3.10  python3.10            [.] 0x000000000018c028
     0.01%  python3.10  python3.10            [.] 0x000000000018c0dd
     0.01%  python3.10  python3.10            [.] 0x000000000018d0e4
     0.01%  python3.10  python3.10            [.] 0x000000000018d151
     0.01%  python3.10  python3.10            [.] 0x0000000000296faa
     0.01%  python3.10  [kernel.kallsyms]     [k] hrtimer_update_next_event
     0.01%  python3.10  [kernel.kallsyms]     [k] up_write
     0.01%  python3.10  python3.10            [.] 0x000000000017c3a6
     0.01%  python3.10  python3.10            [.] 0x000000000014130f
     0.01%  python3.10  [kernel.kallsyms]     [k] __anon_vma_interval_tree_remove
     0.01%  python3.10  [kernel.kallsyms]     [k] cpuacct_charge
     0.01%  python3.10  python3.10            [.] 0x000000000029df9a
     0.01%  python3.10  [kernel.kallsyms]     [k] ___perf_sw_event
     0.01%  python3.10  libc.so.6             [.] 0x00000000001a095b
     0.01%  python3.10  python3.10            [.] 0x0000000000150bcb
     0.01%  python3.10  libc.so.6             [.] 0x000000000019d985
     0.01%  python3.10  [kernel.kallsyms]     [k] __perf_event_task_sched_out
     0.01%  python3.10  [kernel.kallsyms]     [k] __slab_free
     0.01%  python3.10  libc.so.6             [.] 0x0000000000199ce4
     0.01%  python3.10  [kernel.kallsyms]     [k] pick_next_entity
     0.01%  python3.10  [kernel.kallsyms]     [k] find_vma_prev
     0.01%  python3.10  [kernel.kallsyms]     [k] do_softirq
     0.01%  python3.10  [kernel.kallsyms]     [k] futex_wait_queue_me
     0.01%  python3.10  python3.10            [.] PyMem_Calloc
     0.01%  python3.10  libc.so.6             [.] 0x000000000019d981
     0.01%  python3.10  [kernel.kallsyms]     [k] native_apic_msr_eoi_write
     0.01%  python3.10  [kernel.kallsyms]     [k] futex_wait_setup
     0.01%  python3.10  python3.10            [.] 0x000000000011ec90
     0.01%  python3.10  python3.10            [.] 0x0000000000121641
     0.01%  python3.10  [kernel.kallsyms]     [k] enqueue_task
     0.01%  python3.10  [kernel.kallsyms]     [k] asm_sysvec_reschedule_ipi
     0.01%  python3.10  python3.10            [.] 0x000000000016a388
     0.01%  python3.10  [kernel.kallsyms]     [k] finish_task_switch.isra.0
     0.01%  python3.10  python3.10            [.] 0x000000000015c5d8
     0.01%  python3.10  [kernel.kallsyms]     [k] check_preempt_curr
     0.01%  python3.10  python3.10            [.] 0x000000000029dfb9
     0.01%  python3.10  python3.10            [.] 0x000000000015c5e7
     0.01%  python3.10  python3.10            [.] 0x00000000002b69c0
     0.01%  python3.10  python3.10            [.] PyObject_Malloc
     0.01%  python3.10  python3.10            [.] 0x00000000001f603b
     0.01%  python3.10  [kernel.kallsyms]     [k] hrtimer_cancel
     0.01%  python3.10  python3.10            [.] 0x000000000015b53e
     0.01%  python3.10  python3.10            [.] 0x0000000000293f75
     0.01%  python3.10  [kernel.kallsyms]     [k] __inet_lookup_established
     0.01%  python3.10  python3.10            [.] PyLong_FromString
     0.01%  python3.10  [kernel.kallsyms]     [k] __remove_hrtimer
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_mux_hrtimer_handler
     0.01%  python3.10  [kernel.kallsyms]     [k] resched_curr
     0.01%  python3.10  python3.10            [.] 0x000000000006f150
     0.01%  python3.10  python3.10            [.] 0x000000000017f884
     0.01%  python3.10  [vdso]                [.] 0x00000000000007f7
     0.01%  python3.10  [kernel.kallsyms]     [k] get_timespec64
     0.01%  python3.10  [kernel.kallsyms]     [k] do_futex
     0.01%  python3.10  python3.10            [.] 0x000000000016a3f1
     0.01%  python3.10  [kernel.kallsyms]     [k] set_next_buddy
     0.01%  python3.10  libc.so.6             [.] 0x0000000000149ca9
     0.01%  python3.10  python3.10            [.] PyUnicode_AsEncodedString
     0.01%  python3.10  [kernel.kallsyms]     [k] blk_mq_complete_request
     0.01%  python3.10  python3.10            [.] 0x000000000015b509
     0.01%  python3.10  python3.10            [.] 0x0000000000179c18
     0.01%  python3.10  [kernel.kallsyms]     [k] __sysvec_apic_timer_interrupt
     0.01%  python3.10  python3.10            [.] 0x000000000015b210
     0.01%  python3.10  [kernel.kallsyms]     [k] tcp_sendmsg_locked
     0.01%  python3.10  python3.10            [.] 0x0000000000294252
     0.01%  python3.10  [kernel.kallsyms]     [k] fpregs_assert_state_consistent
     0.01%  python3.10  python3.10            [.] 0x0000000000286905
     0.01%  python3.10  [kernel.kallsyms]     [k] error_return
     0.01%  python3.10  python3.10            [.] 0x000000000011b2d4
     0.01%  python3.10  python3.10            [.] 0x00000000002395bc
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_adjust_freq_unthr_context
     0.01%  python3.10  python3.10            [.] 0x0000000000121672
     0.01%  python3.10  python3.10            [.] 0x000000000015d8fb
     0.00%  python3.10  python3.10            [.] 0x000000000017c38a
     0.00%  python3.10  [kernel.kallsyms]     [k] smp_call_function_many_cond
     0.00%  python3.10  python3.10            [.] 0x0000000000156811
     0.00%  python3.10  [kernel.kallsyms]     [k] __kmalloc_node_track_caller
     0.00%  python3.10  [kernel.kallsyms]     [k] update_rt_rq_load_avg
     0.00%  python3.10  python3.10            [.] PyNumber_AsSsize_t
     0.00%  python3.10  python3.10            [.] 0x000000000016a5f5
     0.00%  python3.10  python3.10            [.] 0x0000000000150ba4
     0.00%  python3.10  [kernel.kallsyms]     [k] update_sg_lb_stats
     0.00%  python3.10  [kernel.kallsyms]     [k] rcu_segcblist_ready_cbs
     0.00%  python3.10  python3.10            [.] 0x0000000000169ae0
     0.00%  python3.10  [kernel.kallsyms]     [k] __sysvec_thermal
     0.00%  python3.10  python3.10            [.] 0x000000000011b400
     0.00%  python3.10  [kernel.kallsyms]     [k] __rseq_handle_notify_resume
     0.00%  python3.10  python3.10            [.] 0x0000000000152264
     0.00%  python3.10  [kernel.kallsyms]     [k] _raw_spin_lock_bh
     0.00%  python3.10  python3.10            [.] 0x000000000015b56c
     0.00%  python3.10  libc.so.6             [.] __mempcpy
     0.00%  python3.10  python3.10            [.] 0x000000000015b519
     0.00%  python3.10  [kernel.kallsyms]     [k] __cgroup_account_cputime
     0.00%  python3.10  python3.10            [.] 0x000000000015b56d
     0.00%  python3.10  [kernel.kallsyms]     [k] sysvec_apic_timer_interrupt
     0.00%  python3.10  python3.10            [.] 0x000000000012161d
     0.00%  python3.10  [kernel.kallsyms]     [k] native_write_msr
     0.00%  python3.10  [kernel.kallsyms]     [k] tcp_clean_rtx_queue.constprop.0
     0.00%  python3.10  [kernel.kallsyms]     [k] rcu_segcblist_extract_done_cbs
     0.00%  python3.10  [kernel.kallsyms]     [k] __mod_memcg_lruvec_state
     0.00%  python3.10  [kernel.kallsyms]     [k] check_preempt_wakeup
     0.00%  python3.10  [kernel.kallsyms]     [k] update_rq_clock
     0.00%  python3.10  python3.10            [.] 0x00000000000cfbb9
     0.00%  python3.10  libc.so.6             [.] 0x00000000001a1230
     0.00%  python3.10  [kernel.kallsyms]     [k] try_to_wake_up
     0.00%  python3.10  [kernel.kallsyms]     [k] rcu_read_unlock_strict
     0.00%  python3.10  [kernel.kallsyms]     [k] update_vdso_data.constprop.0
     0.00%  python3.10  python3.10            [.] 0x000000000015b54b
     0.00%  python3.10  [kernel.kallsyms]     [k] release_sock
     0.00%  python3.10  python3.10            [.] 0x000000000027760c
     0.00%  python3.10  python3.10            [.] 0x0000000000121754
     0.00%  python3.10  [kernel.kallsyms]     [k] __raise_softirq_irqoff
     0.00%  python3.10  python3.10            [.] 0x00000000001228f6
     0.00%  python3.10  [kernel.kallsyms]     [k] kmem_cache_alloc_node
     0.00%  python3.10  [kernel.kallsyms]     [k] task_h_load
     0.00%  python3.10  python3.10            [.] PyDict_GetItemWithError
     0.00%  python3.10  python3.10            [.] PyTraceBack_Here
     0.00%  python3.10  python3.10            [.] 0x0000000000137b7b
     0.00%  python3.10  python3.10            [.] 0x000000000017a8e0
     0.00%  python3.10  python3.10            [.] 0x00000000001d48d5
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_event_groups_first
     0.00%  python3.10  [kernel.kallsyms]     [k] select_idle_cpu
     0.00%  python3.10  [kernel.kallsyms]     [k] clear_buddies
     0.00%  python3.10  [kernel.kallsyms]     [k] lapic_next_deadline
     0.00%  python3.10  [kernel.kallsyms]     [k] hrtimer_start_range_ns
     0.00%  python3.10  libc.so.6             [.] __vstrfmon_l_internal
     0.00%  python3.10  python3.10            [.] 0x000000000015b562
     0.00%  python3.10  python3.10            [.] 0x000000000012164e
     0.00%  python3.10  python3.10            [.] 0x0000000000206970
     0.00%  python3.10  [kernel.kallsyms]     [k] _raw_spin_lock_irq
     0.00%  python3.10  python3.10            [.] 0x000000000017958b
     0.00%  python3.10  libc.so.6             [.] __strncat_sse2_unaligned
     0.00%  python3.10  [kernel.kallsyms]     [k] hrtimer_interrupt
     0.00%  python3.10  libc.so.6             [.] parse_expression
