# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 6K of event 'cycles'
# Event count (approx.): 1176919489
#
# Overhead  Command     Shared Object      Symbol                                     
# ........  ..........  .................  ...........................................
#
     0.12%  python3.10  python3.10         [.] 0x000000000018d1c6
     0.12%  python3.10  python3.10         [.] 0x000000000018d113
     0.12%  python3.10  python3.10         [.] 0x000000000017c3e3
     0.12%  python3.10  [kernel.kallsyms]  [k] dequeue_task
     0.12%  python3.10  [kernel.kallsyms]  [k] kmem_cache_alloc_node
     0.12%  python3.10  python3.10         [.] 0x00000000002cfec8
     0.12%  python3.10  python3.10         [.] 0x0000000000122820
     0.12%  python3.10  python3.10         [.] 0x00000000001795ed
     0.12%  python3.10  [kernel.kallsyms]  [k] exit_to_user_mode_loop
     0.12%  python3.10  [kernel.kallsyms]  [k] __inet_lookup_established
     0.12%  python3.10  python3.10         [.] 0x000000000015b500
     0.12%  python3.10  python3.10         [.] PyList_New
     0.12%  python3.10  python3.10         [.] 0x000000000012291a
     0.11%  python3.10  [kernel.kallsyms]  [k] sock_poll
     0.11%  python3.10  python3.10         [.] 0x0000000000188d3c
     0.11%  python3.10  python3.10         [.] _PyBytes_Resize
     0.11%  python3.10  python3.10         [.] PyEval_SaveThread
     0.11%  python3.10  python3.10         [.] PySequence_List
     0.11%  python3.10  [kernel.kallsyms]  [k] ___perf_sw_event
     0.11%  python3.10  python3.10         [.] 0x00000000001d48e1
     0.11%  python3.10  python3.10         [.] 0x00000000001795e5
     0.11%  python3.10  [kernel.kallsyms]  [k] pick_next_task_fair
     0.11%  python3.10  python3.10         [.] PyNumber_Xor
     0.11%  python3.10  libc.so.6          [.] 0x00000000001a0986
     0.11%  python3.10  python3.10         [.] 0x0000000000188df0
     0.11%  python3.10  [kernel.kallsyms]  [k] fpregs_assert_state_consistent
     0.11%  python3.10  python3.10         [.] 0x000000000015b53b
     0.11%  python3.10  libc.so.6          [.] 0x00000000001a1100
     0.11%  python3.10  python3.10         [.] 0x0000000000188e5e
     0.11%  python3.10  [kernel.kallsyms]  [k] skb_page_frag_refill
     0.11%  python3.10  libc.so.6          [.] 0x000000000019d960
     0.11%  python3.10  libcrypto.so.3     [.] EVP_MD_up_ref
     0.11%  python3.10  python3.10         [.] PyBuffer_IsContiguous
     0.11%  python3.10  python3.10         [.] 0x00000000001732c8
     0.11%  python3.10  python3.10         [.] 0x0000000000127f50
     0.11%  python3.10  python3.10         [.] 0x000000000018c028
     0.10%  python3.10  [kernel.kallsyms]  [k] tcp_rcv_established
     0.10%  python3.10  [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.10%  python3.10  python3.10         [.] 0x00000000001d48d6
     0.10%  python3.10  libcrypto.so.3     [.] EVP_MD_CTX_copy_ex
     0.10%  python3.10  python3.10         [.] 0x000000000015f000
     0.10%  python3.10  python3.10         [.] 0x0000000000143430
     0.10%  python3.10  python3.10         [.] 0x00000000001d48f3
     0.10%  python3.10  python3.10         [.] 0x00000000000700d4
     0.10%  python3.10  python3.10         [.] 0x0000000000137b95
     0.10%  python3.10  [kernel.kallsyms]  [k] __perf_event_task_sched_in
     0.10%  python3.10  python3.10         [.] 0x000000000018d068
     0.10%  python3.10  python3.10         [.] 0x0000000000286dd6
     0.10%  python3.10  python3.10         [.] 0x00000000001894be
     0.10%  python3.10  python3.10         [.] 0x0000000000206933
     0.10%  python3.10  python3.10         [.] 0x0000000000151e5f
     0.10%  python3.10  python3.10         [.] 0x0000000000188cf6
     0.10%  python3.10  python3.10         [.] 0x000000000018d592
     0.10%  python3.10  python3.10         [.] _PyErr_NormalizeException
     0.10%  python3.10  python3.10         [.] 0x000000000018d288
     0.10%  python3.10  [kernel.kallsyms]  [k] dequeue_entity
     0.10%  python3.10  [kernel.kallsyms]  [k] do_syscall_64
     0.10%  python3.10  python3.10         [.] 0x00000000001d48d0
     0.10%  python3.10  python3.10         [.] 0x000000000020bf3d
     0.10%  python3.10  python3.10         [.] 0x00000000001d4955
     0.10%  python3.10  python3.10         [.] 0x000000000030e43f
     0.10%  python3.10  python3.10         [.] 0x0000000000122884
     0.09%  python3.10  python3.10         [.] 0x00000000002773a8
     0.09%  python3.10  python3.10         [.] 0x000000000015b509
     0.09%  python3.10  python3.10         [.] 0x000000000018bfea
     0.09%  python3.10  [kernel.kallsyms]  [k] read_tsc
     0.09%  python3.10  python3.10         [.] PyObject_Format
     0.09%  python3.10  [kernel.kallsyms]  [k] tcp_current_mss
     0.09%  python3.10  [kernel.kallsyms]  [k] net_rx_action
     0.09%  python3.10  libcrypto.so.3     [.] 0x0000000000303a8a
     0.09%  python3.10  python3.10         [.] 0x0000000000167e17
     0.09%  python3.10  python3.10         [.] 0x000000000012161a
     0.09%  python3.10  python3.10         [.] 0x000000000018947b
     0.09%  python3.10  python3.10         [.] 0x00000000001795a2
     0.09%  python3.10  [kernel.kallsyms]  [k] ktime_get_seconds
     0.09%  python3.10  python3.10         [.] 0x000000000015efdc
     0.09%  python3.10  [kernel.kallsyms]  [k] rcu_read_unlock_strict
     0.09%  python3.10  [kernel.kallsyms]  [k] pick_next_task
     0.09%  python3.10  python3.10         [.] 0x000000000011d4f8
     0.09%  python3.10  python3.10         [.] 0x00000000002069b9
     0.09%  python3.10  [kernel.kallsyms]  [k] entry_SYSCALL_64_safe_stack
     0.09%  python3.10  python3.10         [.] 0x000000000018d5fe
     0.09%  python3.10  python3.10         [.] 0x0000000000188d4e
     0.09%  python3.10  python3.10         [.] 0x000000000015b537
     0.09%  python3.10  python3.10         [.] 0x000000000017c3a6
     0.09%  python3.10  [kernel.kallsyms]  [k] aa_sk_perm
     0.09%  python3.10  python3.10         [.] 0x000000000018bfef
     0.09%  python3.10  python3.10         [.] 0x000000000018d656
     0.09%  python3.10  [kernel.kallsyms]  [k] tcp_options_write
     0.09%  python3.10  python3.10         [.] 0x000000000015b520
     0.09%  python3.10  [kernel.kallsyms]  [k] dequeue_task_fair
     0.09%  python3.10  python3.10         [.] 0x00000000001d0e50
     0.09%  python3.10  python3.10         [.] 0x0000000000122901
     0.09%  python3.10  python3.10         [.] 0x00000000001228da
     0.09%  python3.10  [kernel.kallsyms]  [k] __get_user_8
     0.09%  python3.10  python3.10         [.] 0x00000000001740af
     0.09%  python3.10  [kernel.kallsyms]  [k] set_next_buddy
     0.09%  python3.10  python3.10         [.] 0x0000000000179613
     0.09%  python3.10  libc.so.6          [.] 0x000000000019d981
     0.08%  python3.10  python3.10         [.] 0x0000000000188e99
     0.08%  python3.10  python3.10         [.] 0x000000000020bf52
     0.08%  python3.10  python3.10         [.] 0x000000000015ef8c
     0.08%  python3.10  libcrypto.so.3     [.] 0x00000000003083a7
     0.08%  python3.10  python3.10         [.] 0x00000000001b1cfe
     0.08%  python3.10  python3.10         [.] _PyUnicodeWriter_Finish
     0.08%  python3.10  python3.10         [.] 0x0000000000137af0
     0.08%  python3.10  [kernel.kallsyms]  [k] update_min_vruntime
     0.08%  python3.10  [kernel.kallsyms]  [k] nf_hook_slow
     0.08%  python3.10  [kernel.kallsyms]  [k] plist_add
     0.08%  python3.10  python3.10         [.] 0x000000000015b16f
     0.08%  python3.10  python3.10         [.] PyObject_Hash
     0.08%  python3.10  python3.10         [.] 0x00000000001d490c
     0.08%  python3.10  python3.10         [.] 0x0000000000070990
     0.08%  python3.10  python3.10         [.] 0x0000000000179622
     0.08%  python3.10  python3.10         [.] 0x00000000001598fd
     0.08%  python3.10  python3.10         [.] 0x000000000011eae7
     0.08%  python3.10  [kernel.kallsyms]  [k] process_backlog
     0.08%  python3.10  python3.10         [.] 0x000000000015f020
     0.08%  python3.10  python3.10         [.] 0x0000000000188d20
     0.08%  python3.10  [kernel.kallsyms]  [k] tcp_add_backlog
     0.08%  python3.10  python3.10         [.] 0x0000000000179592
     0.08%  python3.10  python3.10         [.] 0x000000000018d631
     0.08%  python3.10  python3.10         [.] 0x000000000029b46c
     0.08%  python3.10  python3.10         [.] 0x0000000000137aad
     0.08%  python3.10  python3.10         [.] PyMem_Realloc
     0.08%  python3.10  python3.10         [.] 0x0000000000137bbf
     0.08%  python3.10  python3.10         [.] 0x00000000002b69db
     0.08%  python3.10  python3.10         [.] 0x0000000000188ed8
     0.08%  python3.10  python3.10         [.] 0x000000000018d0e8
     0.08%  python3.10  python3.10         [.] 0x0000000000243819
     0.08%  python3.10  [kernel.kallsyms]  [k] perf_log_itrace_start
     0.08%  python3.10  [kernel.kallsyms]  [k] apparmor_socket_sendmsg
     0.08%  python3.10  [kernel.kallsyms]  [k] __kmalloc_node_track_caller
     0.08%  python3.10  python3.10         [.] 0x00000000002cfed2
     0.08%  python3.10  python3.10         [.] 0x000000000015b506
     0.08%  python3.10  python3.10         [.] 0x000000000018d64f
     0.08%  python3.10  python3.10         [.] 0x0000000000293f25
     0.08%  python3.10  python3.10         [.] 0x00000000001732c6
     0.08%  python3.10  [kernel.kallsyms]  [k] kfree_skbmem
     0.08%  python3.10  libc.so.6          [.] 0x0000000000199efd
     0.07%  python3.10  python3.10         [.] 0x000000000015ef86
     0.07%  python3.10  libcrypto.so.3     [.] 0x0000000000307498
     0.07%  python3.10  [kernel.kallsyms]  [k] get_nohz_timer_target
     0.07%  python3.10  python3.10         [.] 0x000000000016a2a0
     0.07%  python3.10  python3.10         [.] PyUnicode_AsEncodedString
     0.07%  python3.10  python3.10         [.] 0x000000000018d237
     0.07%  python3.10  python3.10         [.] 0x0000000000188e31
     0.07%  python3.10  python3.10         [.] 0x000000000016ab50
     0.07%  python3.10  python3.10         [.] 0x0000000000188e21
     0.07%  python3.10  python3.10         [.] 0x0000000000137a88
     0.07%  python3.10  python3.10         [.] 0x000000000018d581
     0.07%  python3.10  [kernel.kallsyms]  [k] memset_erms
     0.07%  python3.10  [kernel.kallsyms]  [k] validate_xmit_xfrm
     0.07%  python3.10  [kernel.kallsyms]  [k] schedule
     0.07%  python3.10  libc.so.6          [.] 0x00000000001a11e5
     0.07%  python3.10  libcrypto.so.3     [.] 0x00000000003079da
     0.07%  python3.10  libcrypto.so.3     [.] 0x0000000000307a25
     0.07%  python3.10  python3.10         [.] 0x000000000018bfa0
     0.07%  python3.10  python3.10         [.] _PyDict_GetItemIdWithError
     0.07%  python3.10  libcrypto.so.3     [.] 0x000000000030742b
     0.07%  python3.10  python3.10         [.] 0x000000000015d7a1
     0.07%  python3.10  [kernel.kallsyms]  [k] kfree
     0.07%  python3.10  [kernel.kallsyms]  [k] __x64_sys_poll
     0.07%  python3.10  python3.10         [.] 0x0000000000137a6b
     0.07%  python3.10  python3.10         [.] 0x000000000018901d
     0.07%  python3.10  python3.10         [.] 0x000000000020bec2
     0.07%  python3.10  python3.10         [.] _Py_strhex
     0.07%  python3.10  python3.10         [.] 0x000000000017331c
     0.07%  python3.10  python3.10         [.] 0x0000000000137a6a
     0.07%  python3.10  [kernel.kallsyms]  [k] __virt_addr_valid
     0.07%  python3.10  libcrypto.so.3     [.] 0x0000000000308188
     0.07%  python3.10  python3.10         [.] 0x0000000000120eb3
     0.07%  python3.10  python3.10         [.] 0x000000000015efe1
     0.07%  python3.10  python3.10         [.] 0x000000000020becb
     0.07%  python3.10  [kernel.kallsyms]  [k] ip_protocol_deliver_rcu
     0.07%  python3.10  libc.so.6          [.] 0x00000000001a0994
     0.07%  python3.10  libcrypto.so.3     [.] 0x0000000000307ce2
     0.07%  python3.10  python3.10         [.] 0x000000000018bf82
     0.07%  python3.10  python3.10         [.] 0x000000000015ef93
     0.07%  python3.10  python3.10         [.] 0x000000000018bf76
     0.07%  python3.10  python3.10         [.] 0x000000000012284c
     0.07%  python3.10  python3.10         [.] 0x000000000018d17a
     0.07%  python3.10  python3.10         [.] 0x00000000001598c8
     0.07%  python3.10  python3.10         [.] 0x0000000000150ba4
     0.07%  python3.10  [kernel.kallsyms]  [k] jiffies_to_usecs
     0.07%  python3.10  libc.so.6          [.] 0x00000000000a4bdb
     0.07%  python3.10  python3.10         [.] 0x0000000000174094
     0.07%  python3.10  python3.10         [.] 0x0000000000294a03
     0.07%  python3.10  python3.10         [.] 0x0000000000137b1b
     0.06%  python3.10  python3.10         [.] 0x0000000000122b1e
     0.06%  python3.10  python3.10         [.] 0x0000000000159a21
     0.06%  python3.10  python3.10         [.] 0x0000000000122834
     0.06%  python3.10  python3.10         [.] 0x000000000020bee1
     0.06%  python3.10  libcrypto.so.3     [.] 0x00000000003079e6
     0.06%  python3.10  python3.10         [.] 0x00000000001d9417
     0.06%  python3.10  python3.10         [.] 0x00000000002067d0
     0.06%  python3.10  python3.10         [.] 0x000000000018d604
     0.06%  python3.10  [kernel.kallsyms]  [k] ip_finish_output
     0.06%  python3.10  [kernel.kallsyms]  [k] reweight_entity
     0.06%  python3.10  [kernel.kallsyms]  [k] tcp_chrono_stop
     0.06%  python3.10  python3.10         [.] 0x000000000018d0dc
     0.06%  python3.10  libcrypto.so.3     [.] 0x0000000000307c1f
     0.06%  python3.10  libcrypto.so.3     [.] 0x0000000000258a30
     0.06%  python3.10  python3.10         [.] 0x000000000018d07c
     0.06%  python3.10  python3.10         [.] 0x000000000017c388
     0.06%  python3.10  python3.10         [.] 0x000000000017956a
     0.06%  python3.10  python3.10         [.] 0x0000000000188eba
     0.06%  python3.10  libcrypto.so.3     [.] 0x0000000000308344
     0.06%  python3.10  python3.10         [.] 0x0000000000137a60
     0.06%  python3.10  python3.10         [.] 0x0000000000137a73
     0.06%  python3.10  python3.10         [.] 0x00000000001d0f3e
     0.06%  python3.10  python3.10         [.] 0x000000000015c5e4
     0.06%  python3.10  python3.10         [.] PyErr_CheckSignals
     0.06%  python3.10  python3.10         [.] 0x000000000018d06a
     0.06%  python3.10  python3.10         [.] 0x000000000011d4fc
     0.06%  python3.10  python3.10         [.] 0x0000000000296f84
     0.06%  python3.10  [kernel.kallsyms]  [k] enqueue_task
     0.06%  python3.10  python3.10         [.] 0x00000000002b39e6
     0.06%  python3.10  libcrypto.so.3     [.] 0x000000000030794e
     0.06%  python3.10  python3.10         [.] 0x0000000000206b83
     0.06%  python3.10  [kernel.kallsyms]  [k] tcp_v4_inbound_md5_hash
     0.06%  python3.10  [kernel.kallsyms]  [k] perf_pmu_nop_txn
     0.06%  python3.10  libcrypto.so.3     [.] 0x000000000030727c
     0.06%  python3.10  python3.10         [.] 0x0000000000140a95
     0.06%  python3.10  python3.10         [.] 0x000000000015b1dd
     0.06%  python3.10  python3.10         [.] 0x0000000000137ada
     0.06%  python3.10  libcrypto.so.3     [.] 0x00000000003072fa
     0.06%  python3.10  python3.10         [.] 0x0000000000162fe7
     0.06%  python3.10  python3.10         [.] 0x00000000001894b1
     0.06%  python3.10  python3.10         [.] 0x000000000018bfad
     0.06%  python3.10  python3.10         [.] 0x00000000001d4939
     0.06%  python3.10  python3.10         [.] PyTraceBack_Here
     0.06%  python3.10  python3.10         [.] 0x000000000018d1c1
     0.06%  python3.10  python3.10         [.] 0x00000000002b69c0
     0.06%  python3.10  python3.10         [.] 0x000000000015efcc
     0.06%  python3.10  [kernel.kallsyms]  [k] psi_flags_change
     0.06%  python3.10  python3.10         [.] 0x000000000011b2f6
     0.06%  python3.10  [kernel.kallsyms]  [k] __update_load_avg_se
     0.06%  python3.10  python3.10         [.] 0x000000000018d16d
     0.06%  python3.10  python3.10         [.] 0x000000000013851d
     0.06%  python3.10  [kernel.kallsyms]  [k] ip_send_check
     0.06%  python3.10  [kernel.kallsyms]  [k] ip_skb_dst_mtu
     0.06%  python3.10  libcrypto.so.3     [.] 0x0000000000307726
     0.06%  python3.10  python3.10         [.] 0x000000000018c03d
     0.06%  python3.10  python3.10         [.] 0x0000000000188cf9
     0.05%  python3.10  [kernel.kallsyms]  [k] do_sys_poll
     0.05%  python3.10  [kernel.kallsyms]  [k] __hrtimer_init
     0.05%  python3.10  python3.10         [.] 0x0000000000152260
     0.05%  python3.10  python3.10         [.] 0x0000000000122ae5
     0.05%  python3.10  python3.10         [.] 0x000000000018c082
     0.05%  python3.10  python3.10         [.] 0x00000000001732f3
     0.05%  python3.10  [kernel.kallsyms]  [k] __local_bh_enable_ip
     0.05%  python3.10  [kernel.kallsyms]  [k] update_curr
     0.05%  python3.10  libcrypto.so.3     [.] EVP_MD_CTX_reset
     0.05%  python3.10  [kernel.kallsyms]  [k] tcp_write_xmit
     0.05%  python3.10  [kernel.kallsyms]  [k] __intel_pmu_enable_all.constprop.0
     0.05%  python3.10  [kernel.kallsyms]  [k] timerqueue_add
     0.05%  python3.10  python3.10         [.] 0x000000000017bfb6
     0.05%  python3.10  [kernel.kallsyms]  [k] perf_event_task_tick
     0.05%  python3.10  python3.10         [.] 0x000000000018c47e
     0.05%  python3.10  python3.10         [.] _PyTime_GetSystemClock
     0.05%  python3.10  python3.10         [.] 0x0000000000189021
     0.05%  python3.10  python3.10         [.] 0x0000000000179f62
     0.05%  python3.10  python3.10         [.] 0x00000000001732e7
     0.05%  python3.10  python3.10         [.] 0x00000000002068ca
     0.05%  python3.10  [kernel.kallsyms]  [k] __fput
     0.05%  python3.10  libcrypto.so.3     [.] 0x0000000000307999
     0.05%  python3.10  python3.10         [.] 0x000000000015b50b
     0.05%  python3.10  python3.10         [.] 0x0000000000133a67
     0.05%  python3.10  python3.10         [.] 0x0000000000206c65
     0.05%  python3.10  python3.10         [.] 0x0000000000173d60
     0.05%  python3.10  python3.10         [.] 0x00000000001435b1
     0.05%  python3.10  python3.10         [.] 0x000000000011d510
     0.05%  python3.10  python3.10         [.] 0x000000000012809b
     0.05%  python3.10  python3.10         [.] 0x0000000000189fc4
     0.05%  python3.10  libcrypto.so.3     [.] EVP_MD_get_size
     0.05%  python3.10  python3.10         [.] 0x00000000001d491a
     0.05%  python3.10  python3.10         [.] 0x000000000011d4d8
     0.05%  python3.10  python3.10         [.] 0x00000000001339e8
     0.05%  python3.10  [kernel.kallsyms]  [k] syscall_enter_from_user_mode
     0.05%  python3.10  python3.10         [.] 0x0000000000167e2e
     0.05%  python3.10  [kernel.kallsyms]  [k] try_to_wake_up
     0.05%  python3.10  libc.so.6          [.] round_and_return
     0.05%  python3.10  python3.10         [.] 0x0000000000174098
     0.05%  python3.10  python3.10         [.] 0x00000000002068e1
     0.05%  python3.10  python3.10         [.] 0x0000000000121590
     0.05%  python3.10  python3.10         [.] PyUnicode_New
     0.05%  python3.10  python3.10         [.] 0x000000000014f6d4
     0.05%  python3.10  [kernel.kallsyms]  [k] sched_clock_cpu
     0.05%  python3.10  python3.10         [.] 0x0000000000169ae0
     0.05%  python3.10  libcrypto.so.3     [.] 0x00000000003081d4
     0.05%  python3.10  python3.10         [.] PyObject_GetItem
     0.05%  python3.10  [kernel.kallsyms]  [k] aa_profile_af_perm
     0.05%  python3.10  python3.10         [.] 0x000000000029498e
     0.05%  python3.10  [kernel.kallsyms]  [k] perf_exclude_event
