# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 5K of event 'cycles'
# Event count (approx.): 812720660
#
# Overhead  Command     Shared Object                             Symbol                                     
# ........  ..........  ........................................  ...........................................
#
     0.16%  python3.10  libc.so.6                                 [.] __strncpy_sse2_unaligned
     0.15%  python3.10  python3.10                                [.] 0x000000000018d113
     0.15%  python3.10  [kernel.kallsyms]                         [k] __kmalloc_node_track_caller
     0.15%  python3.10  libc.so.6                                 [.] re_search_internal
     0.15%  python3.10  [kernel.kallsyms]                         [k] psi_task_change
     0.15%  python3.10  python3.10                                [.] 0x000000000017f87a
     0.15%  python3.10  python3.10                                [.] 0x000000000017c3d0
     0.15%  python3.10  python3.10                                [.] 0x0000000000122820
     0.14%  python3.10  python3.10                                [.] _PyTime_GetSystemClock
     0.14%  python3.10  [kernel.kallsyms]                         [k] __sys_recvfrom
     0.14%  python3.10  python3.10                                [.] 0x000000000012289b
     0.14%  python3.10  python3.10                                [.] 0x00000000001d48d0
     0.14%  python3.10  python3.10                                [.] 0x0000000000188f04
     0.14%  python3.10  python3.10                                [.] PyObject_GetIter
     0.14%  python3.10  [kernel.kallsyms]                         [k] __softirqentry_text_start
     0.14%  python3.10  python3.10                                [.] 0x000000000018947b
     0.14%  python3.10  python3.10                                [.] 0x0000000000179538
     0.14%  python3.10  python3.10                                [.] 0x000000000017c3ef
     0.14%  python3.10  libc.so.6                                 [.] 0x00000000001a0994
     0.14%  python3.10  python3.10                                [.] 0x000000000030e43f
     0.14%  python3.10  python3.10                                [.] 0x00000000001508a2
     0.14%  python3.10  python3.10                                [.] 0x000000000017f864
     0.13%  python3.10  [kernel.kallsyms]                         [k] sock_sendmsg
     0.13%  python3.10  [kernel.kallsyms]                         [k] tcp_small_queue_check.isra.0
     0.13%  python3.10  [kernel.kallsyms]                         [k] __update_load_avg_se
     0.13%  python3.10  python3.10                                [.] 0x000000000018d60c
     0.13%  python3.10  python3.10                                [.] 0x000000000018c0a9
     0.13%  python3.10  python3.10                                [.] 0x000000000018d616
     0.13%  python3.10  python3.10                                [.] 0x000000000029e8ee
     0.13%  python3.10  python3.10                                [.] 0x000000000015ef93
     0.13%  python3.10  python3.10                                [.] 0x000000000018bfef
     0.13%  python3.10  python3.10                                [.] 0x0000000000137a88
     0.13%  python3.10  python3.10                                [.] PyObject_SelfIter
     0.13%  python3.10  [kernel.kallsyms]                         [k] __fget_light
     0.13%  python3.10  libc.so.6                                 [.] 0x00000000001a0940
     0.13%  python3.10  python3.10                                [.] 0x00000000002cfec0
     0.13%  python3.10  python3.10                                [.] _PyLong_FormatWriter
     0.13%  python3.10  python3.10                                [.] PyTraceBack_Here
     0.13%  python3.10  python3.10                                [.] 0x00000000001433f4
     0.13%  python3.10  python3.10                                [.] 0x0000000000150bb7
     0.13%  python3.10  libc.so.6                                 [.] round_and_return
     0.13%  python3.10  python3.10                                [.] 0x000000000017f868
     0.13%  python3.10  [kernel.kallsyms]                         [k] __netif_receive_skb_one_core
     0.13%  python3.10  python3.10                                [.] 0x0000000000188ffe
     0.13%  python3.10  python3.10                                [.] 0x000000000018d155
     0.12%  python3.10  [kernel.kallsyms]                         [k] switch_fpu_return
     0.12%  python3.10  libc.so.6                                 [.] 0x00000000001a1100
     0.12%  python3.10  python3.10                                [.] PyObject_Format
     0.12%  python3.10  [kernel.kallsyms]                         [k] native_write_msr
     0.12%  python3.10  python3.10                                [.] _PyObject_GenericGetAttrWithDict
     0.12%  python3.10  [kernel.kallsyms]                         [k] calc_timer_values
     0.12%  python3.10  python3.10                                [.] 0x0000000000206a23
     0.12%  python3.10  python3.10                                [.] 0x00000000001d48f3
     0.12%  python3.10  python3.10                                [.] 0x000000000015ef7f
     0.12%  python3.10  [kernel.kallsyms]                         [k] copy_user_enhanced_fast_string
     0.12%  python3.10  python3.10                                [.] _PyBytes_Resize
     0.12%  python3.10  python3.10                                [.] 0x000000000018d5db
     0.12%  python3.10  python3.10                                [.] 0x0000000000243828
     0.12%  python3.10  python3.10                                [.] 0x00000000001d48dd
     0.12%  python3.10  python3.10                                [.] 0x0000000000188e95
     0.12%  python3.10  [kernel.kallsyms]                         [k] fput_many
     0.12%  python3.10  [kernel.kallsyms]                         [k] tcp_validate_incoming
     0.12%  python3.10  libc.so.6                                 [.] 0x00000000001a097a
     0.12%  python3.10  python3.10                                [.] 0x0000000000137a9c
     0.12%  python3.10  [kernel.kallsyms]                         [k] tcp_write_xmit
     0.12%  python3.10  libc.so.6                                 [.] __vstrfmon_l_internal
     0.12%  python3.10  python3.10                                [.] 0x0000000000120ca7
     0.12%  python3.10  python3.10                                [.] 0x00000000001339e8
     0.12%  python3.10  python3.10                                [.] 0x00000000001795c3
     0.12%  python3.10  python3.10                                [.] 0x000000000017b0fc
     0.12%  python3.10  python3.10                                [.] 0x000000000020654e
     0.12%  python3.10  python3.10                                [.] 0x000000000018d656
     0.12%  python3.10  libc.so.6                                 [.] 0x00000000001a0986
     0.12%  python3.10  [kernel.kallsyms]                         [k] psi_task_switch
     0.12%  python3.10  python3.10                                [.] 0x000000000017959e
     0.12%  python3.10  [kernel.kallsyms]                         [k] __get_user_8
     0.12%  python3.10  python3.10                                [.] 0x000000000018d5f5
     0.12%  python3.10  python3.10                                [.] 0x000000000018bfd8
     0.11%  python3.10  python3.10                                [.] 0x000000000015af75
     0.11%  python3.10  python3.10                                [.] 0x0000000000188de4
     0.11%  python3.10  [kernel.kallsyms]                         [k] sk_reset_timer
     0.11%  python3.10  libcrypto.so.3                            [.] EVP_MD_free
     0.11%  python3.10  python3.10                                [.] 0x000000000011eae3
     0.11%  python3.10  python3.10                                [.] 0x000000000018d146
     0.11%  python3.10  python3.10                                [.] 0x000000000024380b
     0.11%  python3.10  python3.10                                [.] 0x0000000000137b77
     0.11%  python3.10  python3.10                                [.] 0x0000000000133a24
     0.11%  python3.10  python3.10                                [.] 0x000000000016a316
     0.11%  python3.10  python3.10                                [.] 0x0000000000188eba
     0.11%  python3.10  python3.10                                [.] 0x0000000000188e69
     0.11%  python3.10  python3.10                                [.] 0x000000000018d060
     0.11%  python3.10  python3.10                                [.] 0x000000000017c3e0
     0.11%  python3.10  libcrypto.so.3                            [.] 0x0000000000307c1f
     0.11%  python3.10  libc.so.6                                 [.] 0x00000000001a1238
     0.11%  python3.10  python3.10                                [.] 0x000000000018c04e
     0.11%  python3.10  python3.10                                [.] 0x000000000015c5c9
     0.11%  python3.10  [kernel.kallsyms]                         [k] _raw_spin_lock_bh
     0.11%  python3.10  python3.10                                [.] 0x000000000018d960
     0.11%  python3.10  libcrypto.so.3                            [.] 0x000000000030819b
     0.11%  python3.10  python3.10                                [.] 0x00000000001a3102
     0.11%  python3.10  python3.10                                [.] 0x000000000020becb
     0.11%  python3.10  python3.10                                [.] 0x000000000017c3f8
     0.11%  python3.10  python3.10                                [.] 0x00000000001b63ff
     0.11%  python3.10  python3.10                                [.] 0x000000000018929c
     0.11%  python3.10  [kernel.kallsyms]                         [k] kfree_skbmem
     0.11%  python3.10  python3.10                                [.] 0x000000000015d6c2
     0.11%  python3.10  [kernel.kallsyms]                         [k] tcp_recvmsg_locked
     0.11%  python3.10  [kernel.kallsyms]                         [k] schedule
     0.11%  python3.10  python3.10                                [.] 0x000000000015efc7
     0.11%  python3.10  python3.10                                [.] 0x0000000000188da5
     0.11%  python3.10  python3.10                                [.] 0x00000000001f6184
     0.10%  python3.10  python3.10                                [.] 0x0000000000127f54
     0.10%  python3.10  python3.10                                [.] 0x000000000018d592
     0.10%  python3.10  [kernel.kallsyms]                         [k] __schedule
     0.10%  python3.10  python3.10                                [.] 0x000000000017f876
     0.10%  python3.10  python3.10                                [.] 0x000000000018d7ed
     0.10%  python3.10  python3.10                                [.] 0x000000000017c3bb
     0.10%  python3.10  python3.10                                [.] 0x000000000018d5e0
     0.10%  python3.10  python3.10                                [.] 0x0000000000296f80
     0.10%  python3.10  python3.10                                [.] 0x00000000001732de
     0.10%  python3.10  python3.10                                [.] 0x00000000001522e0
     0.10%  python3.10  python3.10                                [.] 0x0000000000179d04
     0.10%  python3.10  python3.10                                [.] _PyUnicode_InsertThousandsGrouping
     0.10%  python3.10  python3.10                                [.] 0x0000000000127fe8
     0.10%  python3.10  python3.10                                [.] 0x000000000018dae5
     0.10%  python3.10  python3.10                                [.] 0x0000000000293fc3
     0.10%  python3.10  python3.10                                [.] 0x000000000018d237
     0.10%  python3.10  python3.10                                [.] 0x00000000001795a2
     0.10%  python3.10  python3.10                                [.] 0x000000000015efaa
     0.10%  python3.10  [kernel.kallsyms]                         [k] do_syscall_64
     0.10%  python3.10  python3.10                                [.] 0x00000000001339dd
     0.10%  python3.10  python3.10                                [.] 0x00000000001d48d6
     0.10%  python3.10  python3.10                                [.] 0x00000000001740ab
     0.10%  python3.10  python3.10                                [.] 0x000000000018c091
     0.09%  python3.10  [kernel.kallsyms]                         [k] _raw_spin_lock
     0.09%  python3.10  python3.10                                [.] 0x00000000001228c3
     0.09%  python3.10  python3.10                                [.] 0x00000000001b0607
     0.09%  python3.10  python3.10                                [.] PyObject_GetItem
     0.09%  python3.10  python3.10                                [.] 0x0000000000188ec7
     0.09%  python3.10  python3.10                                [.] 0x000000000017c393
     0.09%  python3.10  python3.10                                [.] 0x0000000000137baf
     0.09%  python3.10  python3.10                                [.] 0x000000000011d4fc
     0.09%  python3.10  python3.10                                [.] 0x000000000011d4f8
     0.09%  python3.10  python3.10                                [.] 0x000000000015e060
     0.09%  python3.10  python3.10                                [.] 0x000000000018d068
     0.09%  python3.10  python3.10                                [.] 0x0000000000120cd8
     0.09%  python3.10  python3.10                                [.] 0x000000000015d72d
     0.09%  python3.10  python3.10                                [.] PyList_New
     0.09%  python3.10  python3.10                                [.] 0x00000000001782a5
     0.09%  python3.10  python3.10                                [.] 0x000000000018d8a3
     0.09%  python3.10  python3.10                                [.] 0x00000000002b66dd
     0.09%  python3.10  python3.10                                [.] 0x000000000017958b
     0.09%  python3.10  python3.10                                [.] 0x000000000018d4a1
     0.09%  python3.10  python3.10                                [.] 0x0000000000206546
     0.09%  python3.10  [kernel.kallsyms]                         [k] skb_do_copy_data_nocache
     0.09%  python3.10  python3.10                                [.] 0x000000000012290f
     0.08%  python3.10  python3.10                                [.] 0x00000000002cfed2
     0.08%  python3.10  python3.10                                [.] 0x0000000000188dd3
     0.08%  python3.10  [kernel.kallsyms]                         [k] validate_xmit_vlan
     0.08%  python3.10  [kernel.kallsyms]                         [k] aa_sk_perm
     0.08%  python3.10  python3.10                                [.] PyObject_GetAttr
     0.08%  python3.10  [kernel.kallsyms]                         [k] rb_erase
     0.08%  python3.10  python3.10                                [.] 0x00000000001f62d3
     0.08%  python3.10  python3.10                                [.] 0x000000000011d510
     0.08%  python3.10  python3.10                                [.] 0x0000000000293e15
     0.08%  python3.10  python3.10                                [.] 0x000000000029b66a
     0.08%  python3.10  [kernel.kallsyms]                         [k] __perf_event_task_sched_in
     0.08%  python3.10  python3.10                                [.] PyBytes_FromStringAndSize
     0.08%  python3.10  libcrypto.so.3                            [.] 0x00000000003082c1
     0.08%  python3.10  python3.10                                [.] 0x000000000018d07c
     0.08%  python3.10  python3.10                                [.] 0x000000000018d0eb
     0.08%  python3.10  python3.10                                [.] 0x000000000018d06d
     0.08%  python3.10  libcrypto.so.3                            [.] 0x0000000000307583
     0.08%  python3.10  python3.10                                [.] 0x000000000016a30c
     0.08%  python3.10  [kernel.kallsyms]                         [k] perf_swevent_add
     0.08%  python3.10  libc.so.6                                 [.] 0x000000000019d964
     0.08%  python3.10  libcrypto.so.3                            [.] 0x0000000000307a93
     0.08%  python3.10  python3.10                                [.] 0x000000000011d5e1
     0.08%  python3.10  python3.10                                [.] 0x000000000017954c
     0.08%  python3.10  libcrypto.so.3                            [.] 0x000000000030733e
     0.08%  python3.10  python3.10                                [.] 0x000000000018c072
     0.08%  python3.10  [kernel.kallsyms]                         [k] update_load_avg
     0.08%  python3.10  python3.10                                [.] 0x0000000000188e99
     0.08%  python3.10  [kernel.kallsyms]                         [k] tcp_poll
     0.08%  python3.10  python3.10                                [.] 0x000000000018d74c
     0.08%  python3.10  python3.10                                [.] 0x0000000000188e0a
     0.08%  python3.10  python3.10                                [.] 0x0000000000188ef6
     0.08%  python3.10  python3.10                                [.] 0x0000000000294e90
     0.08%  python3.10  python3.10                                [.] 0x0000000000122901
     0.07%  python3.10  python3.10                                [.] 0x0000000000127f59
     0.07%  python3.10  python3.10                                [.] 0x0000000000243825
     0.07%  python3.10  python3.10                                [.] 0x0000000000128056
     0.07%  python3.10  python3.10                                [.] 0x000000000020bed3
     0.07%  python3.10  python3.10                                [.] 0x000000000018d165
     0.07%  python3.10  python3.10                                [.] 0x000000000016ac61
     0.07%  python3.10  python3.10                                [.] 0x000000000017c3b2
     0.07%  python3.10  python3.10                                [.] 0x00000000001339c5
     0.07%  python3.10  libcrypto.so.3                            [.] 0x000000000030735f
     0.07%  python3.10  python3.10                                [.] 0x00000000002774d7
     0.07%  python3.10  python3.10                                [.] 0x000000000018d22d
     0.07%  python3.10  [kernel.kallsyms]                         [k] kmalloc_reserve
     0.07%  python3.10  [kernel.kallsyms]                         [k] sockfd_lookup_light
     0.07%  python3.10  python3.10                                [.] 0x000000000027760c
     0.07%  python3.10  libc.so.6                                 [.] 0x00000000001a1104
     0.07%  python3.10  python3.10                                [.] 0x0000000000188d90
     0.07%  python3.10  python3.10                                [.] 0x0000000000137b95
     0.07%  python3.10  python3.10                                [.] 0x00000000002b39e2
     0.07%  python3.10  python3.10                                [.] 0x00000000001d9443
     0.07%  python3.10  [kernel.kallsyms]                         [k] __inet_lookup_established
     0.07%  python3.10  python3.10                                [.] 0x00000000001740a7
     0.07%  python3.10  python3.10                                [.] 0x0000000000206c22
     0.07%  python3.10  python3.10                                [.] PyObject_RichCompare
     0.07%  python3.10  python3.10                                [.] 0x0000000000127f50
     0.07%  python3.10  python3.10                                [.] 0x0000000000294f90
     0.07%  python3.10  python3.10                                [.] 0x000000000015ef86
     0.07%  python3.10  python3.10                                [.] 0x000000000011d5ea
     0.07%  python3.10  python3.10                                [.] 0x0000000000179553
     0.07%  python3.10  python3.10                                [.] 0x000000000018d5e9
     0.07%  python3.10  [kernel.kallsyms]                         [k] tcp_rtt_estimator
     0.07%  python3.10  python3.10                                [.] 0x000000000016a2a0
     0.07%  python3.10  python3.10                                [.] 0x000000000015d644
     0.07%  python3.10  libcrypto.so.3                            [.] EVP_MD_CTX_copy_ex
     0.07%  python3.10  [kernel.kallsyms]                         [k] asm_sysvec_apic_timer_interrupt
     0.07%  python3.10  python3.10                                [.] 0x000000000020bea8
     0.07%  python3.10  [kernel.kallsyms]                         [k] ip_finish_output2
     0.07%  python3.10  libcrypto.so.3                            [.] 0x0000000000307216
     0.07%  python3.10  python3.10                                [.] 0x00000000002cfec8
     0.07%  python3.10  python3.10                                [.] 0x000000000018d0af
     0.07%  python3.10  libc.so.6                                 [.] 0x00000000001a0984
     0.07%  python3.10  python3.10                                [.] 0x000000000029b7b0
     0.07%  python3.10  python3.10                                [.] 0x000000000011d5d4
     0.07%  python3.10  libcrypto.so.3                            [.] 0x00000000003071c5
     0.07%  python3.10  [kernel.kallsyms]                         [k] dequeue_task_fair
     0.07%  python3.10  python3.10                                [.] 0x000000000018d5bd
     0.07%  python3.10  _hashlib.cpython-310-x86_64-linux-gnu.so  [.] 0x0000000000006eae
     0.07%  python3.10  python3.10                                [.] PyType_GenericAlloc
     0.07%  python3.10  python3.10                                [.] 0x000000000027759e
     0.07%  python3.10  python3.10                                [.] 0x000000000016a31a
     0.07%  python3.10  libcrypto.so.3                            [.] 0x0000000000307229
     0.07%  python3.10  python3.10                                [.] 0x0000000000151e7d
     0.07%  python3.10  python3.10                                [.] 0x000000000020bea6
     0.07%  python3.10  python3.10                                [.] 0x0000000000188d57
     0.07%  python3.10  python3.10                                [.] 0x000000000018d169
     0.07%  python3.10  libcrypto.so.3                            [.] 0x00000000003079ae
     0.07%  python3.10  python3.10                                [.] 0x000000000016a34d
     0.07%  python3.10  python3.10                                [.] 0x0000000000137af0
     0.07%  python3.10  python3.10                                [.] 0x0000000000151e76
     0.07%  python3.10  [kernel.kallsyms]                         [k] netdev_core_pick_tx
     0.07%  python3.10  [kernel.kallsyms]                         [k] __update_load_avg_blocked_se
     0.07%  python3.10  python3.10                                [.] 0x000000000018c0dd
     0.07%  python3.10  libcrypto.so.3                            [.] 0x00000000003072fa
     0.07%  python3.10  python3.10                                [.] 0x0000000000188e5e
     0.07%  python3.10  python3.10                                [.] 0x0000000000206c54
     0.07%  python3.10  python3.10                                [.] 0x00000000002ced58
     0.07%  python3.10  python3.10                                [.] 0x000000000018bf78
     0.07%  python3.10  python3.10                                [.] 0x0000000000206970
     0.07%  python3.10  python3.10                                [.] 0x00000000001d4955
     0.07%  python3.10  python3.10                                [.] 0x000000000014f6ef
     0.07%  python3.10  python3.10                                [.] 0x000000000015ef74
     0.07%  python3.10  python3.10                                [.] 0x0000000000133937
     0.07%  python3.10  python3.10                                [.] 0x0000000000159c26
     0.07%  python3.10  libcrypto.so.3                            [.] 0x000000000030836f
     0.07%  python3.10  python3.10                                [.] 0x00000000001a30f1
     0.07%  python3.10  libc.so.6                                 [.] 0x000000000019d981
     0.07%  python3.10  python3.10                                [.] 0x000000000017958e
     0.07%  python3.10  python3.10                                [.] 0x00000000001228eb
     0.07%  python3.10  python3.10                                [.] 0x0000000000277486
     0.07%  python3.10  python3.10                                [.] 0x000000000024382d
     0.07%  python3.10  python3.10                                [.] 0x000000000018d5aa
     0.07%  python3.10  python3.10                                [.] 0x0000000000156650
     0.07%  python3.10  python3.10                                [.] 0x0000000000137a66
     0.07%  python3.10  [kernel.kallsyms]                         [k] nf_hook_slow
     0.07%  python3.10  python3.10                                [.] 0x0000000000294252
     0.07%  python3.10  python3.10                                [.] 0x0000000000151deb
     0.07%  python3.10  python3.10                                [.] 0x000000000020bec2
     0.07%  python3.10  python3.10                                [.] 0x000000000018d637
     0.07%  python3.10  python3.10                                [.] 0x0000000000180a37
     0.07%  python3.10  python3.10                                [.] 0x00000000001c1763
     0.07%  python3.10  [kernel.kallsyms]                         [k] native_write_msr_safe
     0.07%  python3.10  libc.so.6                                 [.] 0x00000000001a0951
     0.07%  python3.10  [kernel.kallsyms]                         [k] __dev_queue_xmit
     0.07%  python3.10  python3.10                                [.] 0x0000000000137b21
     0.07%  python3.10  python3.10                                [.] 0x000000000011d4d0
     0.07%  python3.10  python3.10                                [.] 0x0000000000179620
     0.07%  python3.10  [kernel.kallsyms]                         [k] kfree
     0.07%  python3.10  python3.10                                [.] 0x00000000001796a9
     0.06%  python3.10  python3.10                                [.] 0x0000000000150bcb
     0.06%  python3.10  python3.10                                [.] _PyLong_Format
     0.06%  python3.10  python3.10                                [.] 0x000000000018dcce
     0.06%  python3.10  [kernel.kallsyms]                         [k] skb_network_protocol
     0.06%  python3.10  libcrypto.so.3                            [.] 0x00000000003076a7
     0.06%  python3.10  python3.10                                [.] 0x000000000015af8e
     0.06%  python3.10  python3.10                                [.] 0x000000000017a8dc
     0.06%  python3.10  python3.10                                [.] 0x00000000001b63e8
     0.06%  python3.10  libc.so.6                                 [.] 0x00000000001a0a00
     0.06%  python3.10  python3.10                                [.] 0x000000000012809b
     0.06%  python3.10  python3.10                                [.] 0x00000000001732fc
     0.06%  python3.10  python3.10                                [.] 0x00000000001339fb
     0.06%  python3.10  python3.10                                [.] PySlice_Unpack
     0.06%  python3.10  python3.10                                [.] 0x0000000000188d12
     0.06%  python3.10  python3.10                                [.] 0x000000000017953d
     0.06%  python3.10  libc.so.6                                 [.] str_to_mpn
     0.06%  python3.10  python3.10                                [.] 0x00000000001411b6
     0.06%  python3.10  python3.10                                [.] 0x000000000015ef8c
     0.06%  python3.10  python3.10                                [.] 0x00000000001f62cd
     0.06%  python3.10  python3.10                                [.] 0x000000000013fd02
     0.06%  python3.10  python3.10                                [.] 0x000000000018d858
     0.06%  python3.10  libc.so.6                                 [.] 0x0000000000199ce0
