# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 16K of event 'cycles'
# Event count (approx.): 6160009428
#
# Overhead  Command     Shared Object                             Symbol                                   
# ........  ..........  ........................................  .........................................
#
     0.01%  python3.10  [kernel.kallsyms]                         [k] wake_up_process
     0.01%  python3.10  libc.so.6                                 [.] __strrchr_sse2
     0.01%  python3.10  python3.10                                [.] PyUnicode_FromFormatV
     0.01%  python3.10  python3.10                                [.] _PyObject_GC_New
     0.01%  python3.10  python3.10                                [.] 0x0000000000165f8f
     0.01%  python3.10  [kernel.kallsyms]                         [k] page_remove_rmap
     0.01%  python3.10  [kernel.kallsyms]                         [k] native_write_msr
     0.01%  python3.10  [kernel.kallsyms]                         [k] __intel_pmu_enable_all.constprop.0
     0.01%  python3.10  [kernel.kallsyms]                         [k] __update_load_avg_cfs_rq
     0.01%  python3.10  [kernel.kallsyms]                         [k] perf_event_update_userpage
     0.01%  python3.10  [kernel.kallsyms]                         [k] kmem_cache_alloc_node
     0.01%  python3.10  [kernel.kallsyms]                         [k] rmqueue
     0.01%  python3.10  [kernel.kallsyms]                         [k] x86_pmu_event_init
     0.01%  python3.10  python3.10                                [.] 0x0000000000122901
     0.01%  python3.10  [kernel.kallsyms]                         [k] __cond_resched
     0.01%  python3.10  [kernel.kallsyms]                         [k] clear_page_erms
     0.01%  python3.10  [kernel.kallsyms]                         [k] rb_erase
     0.01%  python3.10  python3.10                                [.] 0x000000000015b21b
     0.01%  python3.10  python3.10                                [.] 0x000000000028b804
     0.01%  :2679176    python3.10                                [.] 0x0000000000121616
     0.01%  python3.10  libc.so.6                                 [.] ____wcstold_l_internal
     0.01%  :2678780    python3.10                                [.] 0x0000000000121730
     0.01%  :2678765    python3.10                                [.] 0x0000000000121737
     0.01%  python3.10  python3.10                                [.] _PyObject_GenericGetAttrWithDict
     0.01%  :2678650    python3.10                                [.] 0x0000000000121605
     0.01%  :2678765    python3.10                                [.] 0x0000000000121613
     0.01%  :2679176    python3.10                                [.] 0x000000000012159d
     0.01%  :2679176    python3.10                                [.] 0x000000000012160b
     0.01%  :2678765    python3.10                                [.] 0x000000000012160f
     0.01%  :2679176    python3.10                                [.] 0x00000000001215dc
     0.01%  :2678872    python3.10                                [.] 0x0000000000121628
     0.01%  :2678765    python3.10                                [.] 0x0000000000121635
     0.01%  :2678780    [kernel.kallsyms]                         [k] ___perf_sw_event
     0.01%  :2678780    python3.10                                [.] 0x00000000001215a3
     0.01%  python3.10  [kernel.kallsyms]                         [k] do_syscall_64
     0.01%  python3.10  [kernel.kallsyms]                         [k] intel_put_event_constraints
     0.01%  python3.10  python3.10                                [.] PyThread_acquire_lock_timed
     0.01%  python3.10  python3.10                                [.] _PyObject_LookupSpecial
     0.01%  python3.10  python3.10                                [.] 0x0000000000122841
     0.01%  python3.10  python3.10                                [.] 0x000000000015af89
     0.01%  :2678935    python3.10                                [.] 0x0000000000121737
     0.01%  :2678840    python3.10                                [.] 0x0000000000121613
     0.01%  :2678568    python3.10                                [.] 0x00000000001215bc
     0.01%  :2678966    python3.10                                [.] 0x0000000000121613
     0.01%  :2678935    python3.10                                [.] 0x00000000001215e5
     0.01%  :2678568    python3.10                                [.] 0x0000000000121737
     0.01%  :2678872    python3.10                                [.] 0x0000000000121730
     0.01%  :2678872    python3.10                                [.] 0x0000000000121605
     0.01%  :2678568    python3.10                                [.] 0x000000000012160f
     0.01%  :2678684    python3.10                                [.] 0x0000000000121737
     0.01%  :2678780    python3.10                                [.] 0x000000000012167d
     0.01%  :2678872    python3.10                                [.] 0x000000000012159d
     0.01%  :2678935    python3.10                                [.] 0x0000000000121623
     0.01%  python3.10  [kernel.kallsyms]                         [k] native_smp_send_reschedule
     0.01%  :2678780    python3.10                                [.] 0x0000000000121628
     0.01%  :2678872    python3.10                                [.] 0x000000000012160b
     0.01%  :2678568    python3.10                                [.] 0x0000000000121596
     0.01%  :2678568    python3.10                                [.] 0x0000000000121616
     0.01%  :2678650    [kernel.kallsyms]                         [k] syscall_exit_to_user_mode
     0.01%  :2678872    python3.10                                [.] 0x0000000000121676
     0.01%  :2679176    [kernel.kallsyms]                         [k] native_read_msr
     0.01%  :2678935    python3.10                                [.] 0x0000000000121628
     0.01%  :2678684    python3.10                                [.] 0x00000000001215a3
     0.01%  :2678650    python3.10                                [.] 0x0000000000121737
     0.01%  python3.10  [kernel.kallsyms]                         [k] intel_thermal_interrupt
     0.01%  :2678220    python3.10                                [.] 0x00000000001215dc
     0.01%  :2678220    python3.10                                [.] 0x000000000012159d
     0.01%  :2678684    python3.10                                [.] 0x000000000012159b
     0.01%  :2679176    python3.10                                [.] 0x00000000001215a7
     0.01%  :2678220    python3.10                                [.] 0x00000000001215a7
     0.01%  :2678765    python3.10                                [.] 0x00000000001215e2
     0.01%  :2678684    python3.10                                [.] 0x00000000001215e9
     0.01%  :2679009    python3.10                                [.] 0x0000000000121605
     0.01%  :2678935    python3.10                                [.] 0x00000000001215ab
     0.01%  :2678568    [kernel.kallsyms]                         [k] pick_next_task_fair
     0.01%  :2678765    [kernel.kallsyms]                         [k] native_write_msr_safe
     0.01%  :2678840    python3.10                                [.] 0x0000000000121676
     0.01%  :2679009    python3.10                                [.] 0x00000000001215e5
     0.01%  :2679009    python3.10                                [.] 0x00000000001215c4
     0.01%  :2678568    python3.10                                [.] 0x000000000012167b
     0.01%  :2678684    python3.10                                [.] 0x00000000001215ab
     0.01%  :2678650    python3.10                                [.] 0x0000000000121679
     0.01%  :2678840    python3.10                                [.] 0x0000000000121737
     0.01%  :2678220    [kernel.kallsyms]                         [k] select_task_rq_fair
     0.01%  :2679009    python3.10                                [.] 0x00000000001215f2
     0.01%  :2679009    python3.10                                [.] 0x0000000000121676
     0.01%  :2679089    python3.10                                [.] 0x000000000012159b
     0.01%  :2679009    python3.10                                [.] 0x0000000000121730
     0.01%  :2679009    python3.10                                [.] 0x00000000001215c0
     0.01%  :2679009    python3.10                                [.] 0x00000000001215ab
     0.01%  :2678780    python3.10                                [.] 0x0000000000121613
     0.01%  :2679009    python3.10                                [.] 0x00000000001215d8
     0.01%  :2678765    [kernel.kallsyms]                         [k] exit_to_user_mode_prepare
     0.01%  :2679089    [kernel.kallsyms]                         [k] native_read_msr
     0.01%  :2678935    [kernel.kallsyms]                         [k] __update_load_avg_se
     0.01%  :2678650    python3.10                                [.] 0x000000000012160b
     0.01%  python3.10  [kernel.kallsyms]                         [k] enqueue_entity
     0.01%  :2678765    python3.10                                [.] 0x000000000012166e
     0.01%  :2678684    python3.10                                [.] 0x0000000000121590
     0.01%  :2678684    python3.10                                [.] 0x00000000001215e2
     0.01%  :2678935    python3.10                                [.] 0x0000000000121590
     0.01%  :2678840    python3.10                                [.] 0x000000000012160f
     0.01%  :2678840    python3.10                                [.] 0x0000000000121596
     0.01%  :2678935    python3.10                                [.] 0x0000000000121677
     0.01%  :2678684    python3.10                                [.] 0x00000000001215c8
     0.01%  :2678935    python3.10                                [.] 0x0000000000121679
     0.01%  :2679089    python3.10                                [.] 0x0000000000121638
     0.01%  :2678840    python3.10                                [.] 0x00000000001215bc
     0.01%  :2678765    python3.10                                [.] 0x0000000000121596
     0.01%  :2678872    python3.10                                [.] 0x0000000000121596
     0.01%  :2679089    libc.so.6                                 [.] ____wcstold_l_internal
     0.01%  :2678780    python3.10                                [.] 0x0000000000121676
     0.01%  :2679176    python3.10                                [.] 0x000000000012159b
     0.01%  :2678220    python3.10                                [.] 0x00000000001215f2
     0.01%  :2678780    python3.10                                [.] 0x0000000000121737
     0.01%  :2678780    python3.10                                [.] 0x0000000000121679
     0.01%  python3.10  [kernel.kallsyms]                         [k] check_cpu_stall
     0.01%  :2678840    [kernel.kallsyms]                         [k] __lock_text_start
     0.01%  :2679009    python3.10                                [.] 0x00000000001215a7
     0.01%  :2679176    python3.10                                [.] 0x00000000001215a3
     0.01%  :2678872    python3.10                                [.] 0x0000000000121635
     0.01%  python3.10  [kernel.kallsyms]                         [k] __update_blocked_fair
     0.01%  python3.10  [kernel.kallsyms]                         [k] obj_cgroup_uncharge_pages
     0.01%  :2679030    python3.10                                [.] 0x0000000000121594
     0.01%  :2678780    python3.10                                [.] 0x0000000000121635
     0.01%  python3.10  [kernel.kallsyms]                         [k] kmem_cache_free
     0.01%  :2678515    python3.10                                [.] 0x0000000000121730
     0.01%  python3.10  python3.10                                [.] 0x0000000000188e8c
     0.01%  :2679030    python3.10                                [.] 0x00000000001215f2
     0.01%  python3.10  [kernel.kallsyms]                         [k] rcu_segcblist_accelerate
     0.01%  :2678780    python3.10                                [.] 0x000000000012167f
     0.01%  :2679030    python3.10                                [.] 0x000000000012160b
     0.01%  :2679176    python3.10                                [.] 0x0000000000121628
     0.01%  :2679205    [kernel.kallsyms]                         [k] psi_group_change
     0.01%  python3.10  [kernel.kallsyms]                         [k] kthread_is_per_cpu
     0.01%  :2679205    python3.10                                [.] 0x000000000012166e
     0.01%  :2679089    python3.10                                [.] 0x00000000001215bc
     0.01%  :2679205    python3.10                                [.] 0x0000000000121623
     0.01%  :2679205    python3.10                                [.] 0x0000000000121590
     0.01%  python3.10  [kernel.kallsyms]                         [k] perf_swevent_add
     0.01%  python3.10  [kernel.kallsyms]                         [k] tick_do_update_jiffies64
     0.01%  python3.10  python3.10                                [.] 0x000000000011b311
     0.01%  python3.10  [kernel.kallsyms]                         [k] tcp_delack_timer_handler
     0.01%  :2678515    python3.10                                [.] 0x0000000000121623
     0.01%  :2679205    python3.10                                [.] 0x00000000001215a2
     0.01%  :2678872    python3.10                                [.] 0x00000000001215f2
     0.01%  python3.10  [kernel.kallsyms]                         [k] perf_mux_hrtimer_handler
     0.01%  python3.10  [kernel.kallsyms]                         [k] exit_to_user_mode_prepare
     0.01%  :2679176    python3.10                                [.] 0x000000000012160f
     0.01%  :2678935    python3.10                                [.] 0x000000000012160b
     0.01%  python3.10  libc.so.6                                 [.] __strncpy_sse2_unaligned
     0.01%  :2678966    python3.10                                [.] 0x0000000000121730
     0.01%  :2678872    python3.10                                [.] 0x00000000001215c4
     0.01%  :2679030    python3.10                                [.] 0x00000000001215a0
     0.01%  python3.10  [kernel.kallsyms]                         [k] update_process_times
     0.01%  :2679176    python3.10                                [.] 0x000000000012161a
     0.01%  :2679030    python3.10                                [.] 0x00000000001215e9
     0.01%  :2678966    python3.10                                [.] 0x0000000000121676
     0.01%  :2679030    python3.10                                [.] 0x0000000000121737
     0.01%  python3.10  [kernel.kallsyms]                         [k] remove_vma
     0.01%  python3.10  [kernel.kallsyms]                         [k] free_pages_and_swap_cache
     0.01%  python3.10  [kernel.kallsyms]                         [k] futex_wake
     0.01%  :2678840    python3.10                                [.] 0x00000000001215f7
     0.01%  :2678840    python3.10                                [.] 0x0000000000121628
     0.01%  :2679089    python3.10                                [.] 0x0000000000121635
     0.01%  python3.10  [kernel.kallsyms]                         [k] __vma_rb_erase
     0.01%  python3.10  [kernel.kallsyms]                         [k] check_preempt_wakeup
     0.01%  python3.10  libc.so.6                                 [.] __stpncpy_sse2_unaligned
     0.01%  python3.10  python3.10                                [.] 0x000000000011b4c1
     0.01%  python3.10  [kernel.kallsyms]                         [k] perf_log_itrace_start
     0.01%  :2679205    python3.10                                [.] 0x0000000000121676
     0.01%  python3.10  [kernel.kallsyms]                         [k] get_nohz_timer_target
     0.01%  python3.10  [kernel.kallsyms]                         [k] __hrtimer_next_event_base
     0.01%  python3.10  [kernel.kallsyms]                         [k] lapic_next_deadline
     0.01%  python3.10  [kernel.kallsyms]                         [k] timerqueue_add
     0.01%  :2678515    python3.10                                [.] 0x000000000012161a
     0.01%  python3.10  [kernel.kallsyms]                         [k] mark_wake_futex
     0.01%  python3.10  [kernel.kallsyms]                         [k] perf_event_context_sched_out
     0.01%  python3.10  [kernel.kallsyms]                         [k] ttwu_do_wakeup
     0.01%  python3.10  libc.so.6                                 [.] __memmove_sse2_unaligned_erms
     0.01%  python3.10  [kernel.kallsyms]                         [k] mod_objcg_state
     0.01%  :2678935    python3.10                                [.] 0x0000000000121613
     0.01%  python3.10  [kernel.kallsyms]                         [k] __cgroup_account_cputime_field
     0.01%  python3.10  python3.10                                [.] 0x0000000000239574
     0.01%  python3.10  [kernel.kallsyms]                         [k] asm_sysvec_thermal
     0.01%  python3.10  [kernel.kallsyms]                         [k] yama_ptracer_del
     0.01%  :2679030    python3.10                                [.] 0x000000000012159b
     0.01%  python3.10  [kernel.kallsyms]                         [k] perf_adjust_freq_unthr_context
     0.01%  :2678684    python3.10                                [.] 0x000000000012160b
     0.01%  python3.10  [kernel.kallsyms]                         [k] is_cpu_allowed
     0.01%  python3.10  [kernel.kallsyms]                         [k] dequeue_entity
     0.01%  :2679030    python3.10                                [.] 0x000000000012167b
     0.01%  python3.10  [kernel.kallsyms]                         [k] arch_perf_update_userpage
     0.01%  python3.10  [kernel.kallsyms]                         [k] obj_cgroup_charge_pages
     0.01%  python3.10  python3.10                                [.] _PyObject_MakeTpCall
     0.01%  python3.10  [kernel.kallsyms]                         [k] hrtimer_update_next_event
     0.01%  :2679009    python3.10                                [.] 0x0000000000121590
     0.01%  :2678220    python3.10                                [.] 0x000000000012160f
     0.01%  python3.10  python3.10                                [.] 0x000000000018929c
     0.01%  python3.10  python3.10                                [.] 0x00000000001740bb
     0.01%  python3.10  [kernel.kallsyms]                         [k] do_user_addr_fault
     0.01%  python3.10  python3.10                                [.] 0x0000000000156650
     0.01%  python3.10  _hashlib.cpython-310-x86_64-linux-gnu.so  [.] 0x0000000000007f26
     0.01%  :2679009    python3.10                                [.] 0x0000000000121635
     0.01%  python3.10  [kernel.kallsyms]                         [k] psi_task_switch
     0.01%  python3.10  python3.10                                [.] _PyUnicode_InsertThousandsGrouping
     0.01%  :2678840    python3.10                                [.] 0x0000000000121679
     0.01%  python3.10  python3.10                                [.] 0x00000000001598c0
     0.01%  python3.10  [kernel.kallsyms]                         [k] _raw_spin_lock
     0.01%  python3.10  [kernel.kallsyms]                         [k] refill_obj_stock
     0.01%  python3.10  [kernel.kallsyms]                         [k] copy_process
     0.01%  python3.10  python3.10                                [.] _PyUnicode_JoinArray
     0.01%  python3.10  [kernel.kallsyms]                         [k] vmacache_find
     0.01%  python3.10  [kernel.kallsyms]                         [k] perf_group_attach
     0.01%  python3.10  [kernel.kallsyms]                         [k] x86_reserve_hardware
     0.01%  python3.10  python3.10                                [.] _PyType_Lookup
     0.01%  python3.10  python3.10                                [.] 0x000000000012b284
     0.01%  python3.10  python3.10                                [.] 0x0000000000167afb
     0.01%  python3.10  [kernel.kallsyms]                         [k] rmqueue_bulk
     0.01%  python3.10  libc.so.6                                 [.] 0x00000000001a0970
     0.01%  python3.10  [kernel.kallsyms]                         [k] __cgroup_throttle_swaprate
     0.01%  python3.10  [kernel.kallsyms]                         [k] hrtimer_start_range_ns
     0.01%  python3.10  [kernel.kallsyms]                         [k] list_add_event
     0.01%  python3.10  python3.10                                [.] 0x00000000002971d4
     0.01%  python3.10  [kernel.kallsyms]                         [k] cpu_cgroup_fork
