# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 10K of event 'cycles'
# Event count (approx.): 5113925643
#
# Overhead  Command     Shared Object         Symbol                                     
# ........  ..........  ....................  ...........................................
#
     0.34%  python3.10  python3.10            [.] 0x00000000001215cb
     0.30%  python3.10  python3.10            [.] 0x00000000001215bc
     0.28%  python3.10  python3.10            [.] 0x00000000001215dc
     0.26%  python3.10  python3.10            [.] 0x000000000012167d
     0.25%  python3.10  python3.10            [.] 0x00000000001215ab
     0.23%  python3.10  python3.10            [.] 0x00000000001215e2
     0.19%  python3.10  python3.10            [.] 0x00000000001215e9
     0.17%  python3.10  python3.10            [.] 0x000000000012167b
     0.15%  python3.10  python3.10            [.] 0x0000000000121594
     0.13%  :2679075    python3.10            [.] _PyEval_EvalFrameDefault
     0.13%  python3.10  python3.10            [.] 0x00000000001215e5
     0.12%  :2678875    python3.10            [.] _PyEval_EvalFrameDefault
     0.12%  python3.10  python3.10            [.] 0x00000000001215d8
     0.12%  python3.10  python3.10            [.] 0x0000000000121677
     0.10%  python3.10  python3.10            [.] 0x000000000012167f
     0.09%  :2679012    python3.10            [.] 0x000000000012161a
     0.08%  :2678946    python3.10            [.] 0x000000000012161a
     0.08%  python3.10  python3.10            [.] 0x00000000001215a0
     0.08%  python3.10  python3.10            [.] 0x00000000001215a6
     0.07%  python3.10  [kernel.kallsyms]     [k] psi_group_change
     0.07%  python3.10  python3.10            [.] 0x0000000000121599
     0.07%  :2679234    python3.10            [.] 0x000000000012161a
     0.06%  :2678891    python3.10            [.] 0x000000000012161a
     0.06%  python3.10  python3.10            [.] 0x000000000012162c
     0.06%  python3.10  [kernel.kallsyms]     [k] zap_pte_range
     0.06%  :2679204    python3.10            [.] 0x000000000012161a
     0.06%  python3.10  python3.10            [.] _PyUnicode_JoinArray
     0.06%  python3.10  [kernel.kallsyms]     [k] memset_erms
     0.06%  :2679160    python3.10            [.] 0x000000000012161a
     0.05%  python3.10  python3.10            [.] 0x0000000000121630
     0.05%  python3.10  [kernel.kallsyms]     [k] syscall_exit_to_user_mode
     0.05%  python3.10  python3.10            [.] 0x000000000012166e
     0.05%  python3.10  [kernel.kallsyms]     [k] syscall_return_via_sysret
     0.05%  :2679123    python3.10            [.] 0x000000000012161a
     0.05%  python3.10  [kernel.kallsyms]     [k] __irqentry_text_end
     0.05%  python3.10  [kernel.kallsyms]     [k] entry_SYSCALL_64_after_hwframe
     0.04%  python3.10  python3.10            [.] _PyObject_GetMethod
     0.04%  :2679204    python3.10            [.] 0x0000000000121623
     0.04%  python3.10  python3.10            [.] 0x00000000001215ed
     0.04%  python3.10  [kernel.kallsyms]     [k] __perf_event_task_sched_in
     0.04%  python3.10  [kernel.kallsyms]     [k] __schedule
     0.04%  python3.10  [kernel.kallsyms]     [k] visit_groups_merge.constprop.0.isra.0
     0.04%  :2679012    python3.10            [.] 0x0000000000121628
     0.04%  :2679012    python3.10            [.] 0x0000000000121605
     0.03%  python3.10  [kernel.kallsyms]     [k] mutex_lock
     0.03%  python3.10  [kernel.kallsyms]     [k] kfree
     0.03%  python3.10  python3.10            [.] _PyObject_MakeTpCall
     0.03%  :2678891    python3.10            [.] 0x000000000012160b
     0.03%  python3.10  python3.10            [.] 0x0000000000121734
     0.03%  python3.10  python3.10            [.] 0x00000000001215df
     0.03%  python3.10  python3.10            [.] 0x0000000000121600
     0.03%  python3.10  python3.10            [.] 0x00000000001215c0
     0.03%  python3.10  [kernel.kallsyms]     [k] _raw_spin_lock_irq
     0.03%  python3.10  [kernel.kallsyms]     [k] irqentry_exit_to_user_mode
     0.03%  python3.10  python3.10            [.] 0x00000000001d4961
     0.03%  python3.10  [kernel.kallsyms]     [k] native_sched_clock
     0.03%  python3.10  [kernel.kallsyms]     [k] enqueue_entity
     0.03%  python3.10  [kernel.kallsyms]     [k] try_to_wake_up
     0.03%  python3.10  python3.10            [.] 0x00000000001215c8
     0.03%  python3.10  [kernel.kallsyms]     [k] sync_regs
     0.03%  python3.10  libc.so.6             [.] __GI___strncasecmp_l_sse2
     0.03%  python3.10  [kernel.kallsyms]     [k] memcg_slab_free_hook
     0.03%  python3.10  libc.so.6             [.] ____wcstold_l_internal
     0.03%  python3.10  [kernel.kallsyms]     [k] kmem_cache_free
     0.02%  python3.10  [kernel.kallsyms]     [k] select_task_rq_fair
     0.02%  python3.10  python3.10            [.] 0x0000000000174090
     0.02%  :2679123    python3.10            [.] 0x0000000000121628
     0.02%  python3.10  [kernel.kallsyms]     [k] merge_sched_in
     0.02%  :2678891    python3.10            [.] 0x0000000000121605
     0.02%  :2679123    python3.10            [.] 0x0000000000121613
     0.02%  :2679160    python3.10            [.] 0x0000000000121676
     0.02%  :2678905    python3.10            [.] 0x0000000000121613
     0.02%  :2678946    python3.10            [.] 0x000000000012160b
     0.02%  :2678946    python3.10            [.] 0x0000000000121613
     0.02%  python3.10  python3.10            [.] _PyObject_GenericGetAttrWithDict
     0.02%  :2678905    python3.10            [.] 0x00000000001215c4
     0.02%  :2679160    python3.10            [.] 0x0000000000121623
     0.02%  :2678946    python3.10            [.] 0x0000000000121590
     0.02%  python3.10  libc.so.6             [.] ____wcstof_l_internal
     0.02%  python3.10  python3.10            [.] 0x000000000017c3ef
     0.02%  :2679234    python3.10            [.] 0x0000000000121605
     0.02%  python3.10  [kernel.kallsyms]     [k] event_sched_in
     0.02%  python3.10  libc.so.6             [.] getlogin_fd0
     0.02%  python3.10  python3.10            [.] 0x000000000012161d
     0.02%  :2679204    python3.10            [.] 0x000000000012159b
     0.02%  python3.10  python3.10            [.] 0x00000000001434c6
     0.02%  python3.10  [kernel.kallsyms]     [k] release_pages
     0.02%  python3.10  [kernel.kallsyms]     [k] __update_load_avg_se
     0.02%  python3.10  [kernel.kallsyms]     [k] find_vma
     0.02%  :2679160    python3.10            [.] 0x0000000000121590
     0.02%  python3.10  [kernel.kallsyms]     [k] __rb_erase_color
     0.02%  :2679012    python3.10            [.] 0x000000000012159d
     0.02%  python3.10  libc.so.6             [.] __strcat_ssse3
     0.02%  python3.10  [kernel.kallsyms]     [k] x86_thermal_enabled
     0.02%  python3.10  [kernel.kallsyms]     [k] native_write_msr
     0.02%  python3.10  [kernel.kallsyms]     [k] _raw_spin_lock
     0.02%  python3.10  [kernel.kallsyms]     [k] ttwu_do_activate
     0.02%  python3.10  [kernel.kallsyms]     [k] __slab_free
     0.02%  python3.10  [kernel.kallsyms]     [k] native_read_msr
     0.02%  python3.10  [kernel.kallsyms]     [k] sched_clock_cpu
     0.02%  python3.10  [kernel.kallsyms]     [k] __cgroup_account_cputime
     0.02%  :2679160    python3.10            [.] 0x00000000001215f2
     0.02%  :2679123    python3.10            [.] 0x000000000012159d
     0.02%  python3.10  python3.10            [.] 0x000000000015f000
     0.02%  python3.10  [kernel.kallsyms]     [k] hrtimer_start_range_ns
     0.02%  python3.10  [kernel.kallsyms]     [k] rcu_read_unlock_strict
     0.02%  python3.10  [kernel.kallsyms]     [k] __bitmap_intersects
     0.02%  :2678891    python3.10            [.] 0x00000000001215f2
     0.02%  python3.10  python3.10            [.] _PyUnicode_InsertThousandsGrouping
     0.02%  python3.10  python3.10            [.] PyTuple_New
     0.02%  python3.10  python3.10            [.] _PyUnicodeWriter_Finish
     0.02%  python3.10  [kernel.kallsyms]     [k] update_curr
     0.02%  python3.10  [kernel.kallsyms]     [k] finish_task_switch.isra.0
     0.02%  python3.10  python3.10            [.] _PyUnicodeWriter_PrepareInternal
     0.02%  python3.10  python3.10            [.] PyList_Append
     0.02%  python3.10  [kernel.kallsyms]     [k] pick_next_task_fair
     0.02%  python3.10  python3.10            [.] 0x0000000000156650
     0.02%  python3.10  python3.10            [.] 0x00000000001d495d
     0.02%  python3.10  python3.10            [.] 0x00000000001228d1
     0.02%  python3.10  [kernel.kallsyms]     [k] perf_event_alloc
     0.02%  python3.10  python3.10            [.] 0x000000000011d510
     0.02%  :2679012    python3.10            [.] 0x0000000000121613
     0.02%  python3.10  python3.10            [.] 0x000000000028e0c0
     0.02%  python3.10  python3.10            [.] PyLong_AsLong
     0.01%  python3.10  python3.10            [.] 0x0000000000173da2
     0.01%  python3.10  python3.10            [.] 0x000000000020bea4
     0.01%  python3.10  [kernel.kallsyms]     [k] arch_perf_update_userpage
     0.01%  python3.10  [kernel.kallsyms]     [k] idr_preload
     0.01%  python3.10  [kernel.kallsyms]     [k] memcg_slab_post_alloc_hook
     0.01%  python3.10  libc.so.6             [.] re_search_internal
     0.01%  python3.10  python3.10            [.] _PyObject_LookupSpecial
     0.01%  python3.10  python3.10            [.] 0x000000000012a210
     0.01%  python3.10  python3.10            [.] 0x0000000000137b95
     0.01%  python3.10  python3.10            [.] 0x0000000000173d58
     0.01%  python3.10  python3.10            [.] 0x0000000000206a23
     0.01%  python3.10  python3.10            [.] 0x000000000020beac
     0.01%  python3.10  [kernel.kallsyms]     [k] native_flush_tlb_one_user
     0.01%  python3.10  libc.so.6             [.] round_and_return
     0.01%  python3.10  python3.10            [.] 0x00000000001508cb
     0.01%  python3.10  python3.10            [.] 0x0000000000189853
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_event_update_userpage
     0.01%  python3.10  [kernel.kallsyms]     [k] scheduler_tick
     0.01%  python3.10  libcrypto.so.3        [.] 0x0000000000308082
     0.01%  python3.10  python3.10            [.] 0x0000000000137a64
     0.01%  python3.10  python3.10            [.] 0x00000000001598cd
     0.01%  python3.10  python3.10            [.] 0x00000000001740ab
     0.01%  python3.10  python3.10            [.] 0x00000000001f6184
     0.01%  python3.10  [kernel.kallsyms]     [k] kmem_cache_alloc_trace
     0.01%  :2679123    python3.10            [.] 0x0000000000121737
     0.01%  :2678875    python3.10            [.] 0x0000000000121679
     0.01%  :2678875    python3.10            [.] 0x0000000000121737
     0.01%  python3.10  python3.10            [.] 0x00000000001566c5
     0.01%  :2678875    python3.10            [.] 0x000000000012160b
     0.01%  :2679123    python3.10            [.] 0x000000000012159b
     0.01%  :2679012    python3.10            [.] 0x00000000001215ed
     0.01%  :2679123    python3.10            [.] 0x0000000000121623
     0.01%  :2678905    python3.10            [.] 0x0000000000121596
     0.01%  :2678891    python3.10            [.] 0x000000000012160f
     0.01%  :2679123    python3.10            [.] 0x0000000000121605
     0.01%  :2678946    python3.10            [.] 0x0000000000121676
     0.01%  :2679123    [kernel.kallsyms]     [k] try_to_wake_up
     0.01%  :2679012    python3.10            [.] 0x0000000000121623
     0.01%  :2679123    python3.10            [.] 0x0000000000121616
     0.01%  :2678946    python3.10            [.] 0x00000000001215a3
     0.01%  :2679123    python3.10            [.] 0x0000000000121679
     0.01%  :2678905    python3.10            [.] 0x0000000000121605
     0.01%  :2678891    python3.10            [.] 0x0000000000121616
     0.01%  :2678891    python3.10            [.] 0x00000000001215cb
     0.01%  :2679123    python3.10            [.] 0x0000000000121676
     0.01%  :2678891    python3.10            [.] 0x0000000000121613
     0.01%  :2679012    python3.10            [.] 0x0000000000121679
     0.01%  :2678905    python3.10            [.] 0x00000000001215a7
     0.01%  :2678905    python3.10            [.] 0x0000000000121623
     0.01%  :2679123    python3.10            [.] 0x000000000012160b
     0.01%  :2679012    python3.10            [.] 0x0000000000121635
     0.01%  :2679123    python3.10            [.] 0x000000000012160f
     0.01%  :2679123    python3.10            [.] 0x00000000001215d8
     0.01%  :2679234    python3.10            [.] 0x0000000000121737
     0.01%  :2678946    python3.10            [.] 0x00000000001215ab
     0.01%  :2678891    python3.10            [.] 0x0000000000121590
     0.01%  :2679012    python3.10            [.] 0x000000000015ef78
     0.01%  :2679160    [kernel.kallsyms]     [k] syscall_exit_to_user_mode
     0.01%  :2678905    python3.10            [.] 0x0000000000121616
     0.01%  :2679123    python3.10            [.] 0x000000000012167f
     0.01%  python3.10  [kernel.kallsyms]     [k] __calc_delta
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_event_groups_first
     0.01%  :2678905    python3.10            [.] 0x000000000012161a
     0.01%  :2679012    python3.10            [.] 0x0000000000121596
     0.01%  :2679123    python3.10            [.] 0x00000000001215a7
     0.01%  :2678905    python3.10            [.] 0x000000000012159b
     0.01%  :2678946    python3.10            [.] 0x0000000000121737
     0.01%  python3.10  python3.10            [.] 0x000000000015ff70
     0.01%  :2679160    python3.10            [.] 0x0000000000121679
     0.01%  python3.10  [kernel.kallsyms]     [k] asm_sysvec_thermal
     0.01%  :2679204    python3.10            [.] 0x0000000000121737
     0.01%  :2679204    python3.10            [.] 0x0000000000121676
     0.01%  :2679234    python3.10            [.] 0x00000000001215a3
     0.01%  python3.10  python3.10            [.] 0x000000000015ef70
     0.01%  :2679160    python3.10            [.] 0x000000000012159d
     0.01%  :2679234    python3.10            [.] 0x000000000012167b
     0.01%  :2678946    python3.10            [.] 0x00000000001215d8
     0.01%  python3.10  [kernel.kallsyms]     [k] hash_futex
     0.01%  :2679160    python3.10            [.] 0x0000000000121613
     0.01%  :2678905    python3.10            [.] 0x00000000001215bc
     0.01%  python3.10  [kernel.kallsyms]     [k] task_h_load
     0.01%  :2679234    python3.10            [.] 0x0000000000121596
     0.01%  :2679204    python3.10            [.] 0x000000000012167d
     0.01%  :2679204    python3.10            [.] 0x0000000000121677
     0.01%  python3.10  python3.10            [.] PyFunction_NewWithQualName
     0.01%  :2679160    python3.10            [.] 0x0000000000121677
     0.01%  :2679234    python3.10            [.] 0x000000000012167d
     0.01%  :2679204    python3.10            [.] 0x0000000000121679
     0.01%  :2678905    python3.10            [.] 0x000000000012160f
     0.01%  :2679234    python3.10            [.] 0x0000000000121676
     0.01%  python3.10  [kernel.kallsyms]     [k] check_preempt_wakeup
     0.01%  python3.10  [kernel.kallsyms]     [k] __sysvec_apic_timer_interrupt
     0.01%  python3.10  [kernel.kallsyms]     [k] do_syscall_64
     0.01%  :2679075    python3.10            [.] 0x0000000000121737
     0.01%  :2679160    python3.10            [.] 0x00000000001215dc
     0.01%  :2679234    python3.10            [.] 0x0000000000121623
     0.01%  :2679234    python3.10            [.] 0x000000000012159d
     0.01%  python3.10  [kernel.kallsyms]     [k] __free_one_page
     0.01%  python3.10  [kernel.kallsyms]     [k] __d_free
     0.01%  python3.10  [kernel.kallsyms]     [k] free_unref_page_list
     0.01%  python3.10  [kernel.kallsyms]     [k] mod_objcg_state
     0.01%  python3.10  [kernel.kallsyms]     [k] __unfreeze_partials
     0.01%  :2679160    python3.10            [.] 0x00000000001215e9
     0.01%  :2678946    python3.10            [.] 0x00000000001215cb
     0.01%  python3.10  [kernel.kallsyms]     [k] psi_task_switch
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_event_task_tick
     0.01%  python3.10  [kernel.kallsyms]     [k] futex_wake
     0.01%  python3.10  python3.10            [.] 0x00000000001215b2
     0.01%  python3.10  [kernel.kallsyms]     [k] native_apic_msr_eoi_write
     0.01%  :2678946    python3.10            [.] 0x0000000000121679
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_log_itrace_start
     0.01%  python3.10  [kernel.kallsyms]     [k] enqueue_task_fair
     0.01%  python3.10  [kernel.kallsyms]     [k] profile_tick
     0.01%  python3.10  [kernel.kallsyms]     [k] __get_user_8
     0.01%  python3.10  [kernel.kallsyms]     [k] try_grab_compound_head
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_mux_hrtimer_handler
     0.01%  python3.10  [kernel.kallsyms]     [k] __mutex_init
     0.01%  python3.10  [kernel.kallsyms]     [k] __percpu_down_read
     0.01%  python3.10  [kernel.kallsyms]     [k] __task_pid_nr_ns
     0.01%  python3.10  [kernel.kallsyms]     [k] futex_wait_setup
     0.01%  python3.10  [kernel.kallsyms]     [k] psi_flags_change
     0.01%  python3.10  [kernel.kallsyms]     [k] rmqueue
     0.01%  python3.10  libcrypto.so.3        [.] EVP_MD_CTX_copy_ex
     0.01%  python3.10  python3.10            [.] _PyFunction_Vectorcall
     0.01%  python3.10  python3.10            [.] 0x0000000000143449
     0.01%  python3.10  python3.10            [.] 0x000000000015af58
     0.01%  python3.10  python3.10            [.] 0x000000000015b519
     0.01%  python3.10  python3.10            [.] 0x000000000015eff0
     0.01%  python3.10  python3.10            [.] 0x000000000017c3e7
     0.01%  python3.10  python3.10            [.] 0x0000000000206c54
     0.01%  python3.10  python3.10            [.] 0x00000000002948fc
     0.01%  python3.10  [kernel.kallsyms]     [k] tick_do_update_jiffies64
     0.01%  python3.10  python3.10            [.] 0x000000000015b20c
     0.01%  python3.10  [kernel.kallsyms]     [k] do_madvise.part.0
     0.01%  :2679160    python3.10            [.] 0x000000000012167b
     0.01%  python3.10  python3.10            [.] 0x0000000000241480
     0.01%  python3.10  python3.10            [.] 0x0000000000243825
     0.01%  python3.10  [kernel.kallsyms]     [k] zap_pmd_range.isra.0
     0.01%  python3.10  python3.10            [.] 0x000000000029ca5e
     0.01%  python3.10  python3.10            [.] 0x00000000002395cc
     0.01%  python3.10  [kernel.kallsyms]     [k] wp_page_copy
     0.01%  python3.10  [kernel.kallsyms]     [k] restore_fpregs_from_fpstate
     0.01%  python3.10  [kernel.kallsyms]     [k] lock_page_memcg
     0.01%  python3.10  [kernel.kallsyms]     [k] smp_call_function_many_cond
     0.01%  python3.10  python3.10            [.] PyErr_GivenExceptionMatches
     0.01%  python3.10  python3.10            [.] 0x000000000015efc7
     0.01%  python3.10  python3.10            [.] 0x0000000000166010
     0.01%  python3.10  python3.10            [.] 0x00000000001795d2
     0.01%  python3.10  python3.10            [.] 0x000000000017a8dc
     0.01%  python3.10  python3.10            [.] 0x000000000018bfc7
     0.01%  python3.10  python3.10            [.] 0x00000000001d48d0
     0.01%  python3.10  [kernel.kallsyms]     [k] ttwu_do_wakeup
     0.01%  python3.10  libcrypto.so.3        [.] 0x00000000003082ae
     0.01%  python3.10  python3.10            [.] 0x0000000000137b1b
     0.01%  python3.10  [kernel.kallsyms]     [k] update_load_avg
     0.01%  :2679160    python3.10            [.] 0x0000000000121616
     0.01%  python3.10  python3.10            [.] 0x0000000000152369
     0.01%  python3.10  python3.10            [.] 0x00000000001795c3
     0.01%  python3.10  python3.10            [.] 0x00000000001228a5
     0.01%  python3.10  python3.10            [.] 0x000000000015af50
     0.01%  python3.10  libc.so.6             [.] round_and_return
     0.01%  python3.10  python3.10            [.] 0x0000000000159b29
     0.01%  python3.10  libcrypto.so.3        [.] 0x000000000017d741
     0.01%  python3.10  [kernel.kallsyms]     [k] ktime_get
     0.01%  python3.10  [kernel.kallsyms]     [k] allocate_slab
     0.01%  python3.10  python3.10            [.] PyUnicode_Format
     0.01%  python3.10  python3.10            [.] 0x00000000001228ac
     0.01%  python3.10  python3.10            [.] 0x0000000000151d86
     0.01%  python3.10  python3.10            [.] 0x000000000015b201
     0.01%  python3.10  python3.10            [.] 0x0000000000188d36
     0.01%  python3.10  python3.10            [.] 0x00000000001c892c
     0.01%  python3.10  python3.10            [.] 0x0000000000243810
     0.01%  python3.10  [kernel.kallsyms]     [k] __handle_mm_fault
     0.01%  python3.10  [kernel.kallsyms]     [k] __x64_sys_futex
     0.01%  python3.10  [kernel.kallsyms]     [k] allocate_fake_cpuc
     0.01%  python3.10  [kernel.kallsyms]     [k] do_wp_page
     0.01%  python3.10  [kernel.kallsyms]     [k] handle_mm_fault
     0.01%  python3.10  [kernel.kallsyms]     [k] sched_slice
     0.01%  python3.10  [kernel.kallsyms]     [k] vmacache_find
     0.01%  python3.10  libc.so.6             [.] ____wcstod_l_internal
     0.01%  python3.10  libc.so.6             [.] __strstr_sse2_unaligned
     0.01%  python3.10  libc.so.6             [.] 0x00000000001a0940
     0.01%  python3.10  python3.10            [.] PyList_New
     0.01%  python3.10  python3.10            [.] 0x000000000015b554
     0.01%  python3.10  python3.10            [.] 0x0000000000188cf0
     0.01%  python3.10  python3.10            [.] 0x000000000018c0d9
     0.01%  python3.10  python3.10            [.] 0x000000000018d151
     0.01%  python3.10  python3.10            [.] 0x000000000018d589
     0.01%  python3.10  python3.10            [.] 0x0000000000206580
     0.01%  python3.10  [kernel.kallsyms]     [k] __update_load_avg_cfs_rq
     0.01%  python3.10  [kernel.kallsyms]     [k] sched_cgroup_fork
     0.01%  python3.10  libc.so.6             [.] re_compile_internal
     0.01%  python3.10  libcrypto.so.3        [.] 0x0000000000307686
     0.01%  python3.10  python3.10            [.] 0x0000000000137bbb
     0.01%  python3.10  python3.10            [.] 0x000000000015b500
     0.01%  python3.10  python3.10            [.] 0x0000000000188dd3
     0.01%  python3.10  python3.10            [.] 0x000000000018928c
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_event_task_output
     0.01%  python3.10  [kernel.kallsyms]     [k] __mod_zone_page_state
     0.01%  python3.10  [kernel.kallsyms]     [k] account_kernel_stack.isra.0
     0.01%  python3.10  [kernel.kallsyms]     [k] x86_pmu_event_init
     0.01%  python3.10  python3.10            [.] 0x000000000015e07a
     0.01%  python3.10  python3.10            [.] 0x000000000016ab6e
     0.01%  python3.10  python3.10            [.] 0x00000000001732ee
     0.01%  python3.10  python3.10            [.] 0x0000000000188e99
     0.01%  python3.10  python3.10            [.] 0x000000000018c028
     0.01%  python3.10  python3.10            [.] 0x00000000002338c0
     0.01%  python3.10  python3.10            [.] 0x0000000000152000
     0.01%  python3.10  [kernel.kallsyms]     [k] __srcu_read_lock
     0.01%  python3.10  [kernel.kallsyms]     [k] clear_page_erms
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_pmu_nop_txn
     0.01%  python3.10  [kernel.kallsyms]     [k] x86_setup_perfctr
     0.01%  python3.10  python3.10            [.] 0x000000000015e0d2
     0.01%  python3.10  python3.10            [.] 0x00000000001732c0
     0.01%  python3.10  python3.10            [.] 0x00000000001740af
     0.01%  python3.10  python3.10            [.] 0x0000000000179553
     0.01%  python3.10  python3.10            [.] 0x000000000017c3aa
     0.01%  python3.10  python3.10            [.] 0x000000000018bfef
     0.01%  python3.10  python3.10            [.] 0x00000000001cad04
     0.01%  python3.10  python3.10            [.] 0x0000000000206c4f
     0.01%  python3.10  python3.10            [.] 0x00000000001d48d5
     0.01%  python3.10  [kernel.kallsyms]     [k] __lock_text_start
     0.01%  python3.10  [kernel.kallsyms]     [k] dequeue_task_fair
     0.01%  python3.10  [kernel.kallsyms]     [k] hsw_get_event_constraints
     0.01%  python3.10  libcrypto.so.3        [.] 0x0000000000308067
     0.01%  python3.10  python3.10            [.] 0x000000000011ea06
     0.01%  python3.10  python3.10            [.] 0x000000000018d700
     0.01%  python3.10  [kernel.kallsyms]     [k] task_dead_fair
     0.01%  python3.10  python3.10            [.] 0x00000000001893e0
     0.01%  :2679204    python3.10            [.] 0x0000000000121616
     0.01%  python3.10  python3.10            [.] 0x000000000020beee
     0.01%  python3.10  python3.10            [.] 0x000000000030e3b0
     0.01%  python3.10  python3.10            [.] 0x000000000018d555
     0.01%  python3.10  python3.10            [.] 0x0000000000206974
     0.01%  python3.10  libc.so.6             [.] __strncat_sse2_unaligned
     0.01%  python3.10  [kernel.kallsyms]     [k] inherit_task_group.isra.0
     0.01%  python3.10  libc.so.6             [.] __memmove_sse2_unaligned_erms
     0.01%  python3.10  python3.10            [.] PyThread_free_lock
     0.01%  python3.10  python3.10            [.] 0x000000000018d1c1
     0.01%  python3.10  [kernel.kallsyms]     [k] reweight_entity
     0.01%  python3.10  [kernel.kallsyms]     [k] send_call_function_single_ipi
     0.01%  python3.10  python3.10            [.] 0x0000000000137af0
     0.01%  python3.10  python3.10            [.] 0x0000000000188da5
     0.01%  python3.10  python3.10            [.] 0x0000000000298fff
     0.01%  python3.10  [kernel.kallsyms]     [k] copy_process
     0.01%  python3.10  python3.10            [.] 0x000000000015efcc
     0.00%  :2679075    python3.10            [.] 0x000000000012161a
     0.00%  python3.10  python3.10            [.] 0x0000000000121672
     0.00%  :2679123    python3.10            [.] 0x0000000000121596
     0.00%  python3.10  ld-linux-x86-64.so.2  [.] _dl_check_all_versions
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_pmu_nop_int
     0.00%  python3.10  [kernel.kallsyms]     [k] error_entry
     0.00%  python3.10  python3.10            [.] 0x0000000000162c2a
     0.00%  python3.10  libc.so.6             [.] __stpncpy_sse2_unaligned
     0.00%  :2678946    python3.10            [.] 0x0000000000121677
     0.00%  python3.10  python3.10            [.] PyObject_GetAttr
     0.00%  :2679204    python3.10            [.] 0x00000000001215f2
     0.00%  python3.10  [kernel.kallsyms]     [k] sched_clock
     0.00%  python3.10  [kernel.kallsyms]     [k] __cond_resched
     0.00%  :2678891    libcrypto.so.3        [.] EVP_MD_CTX_copy_ex
     0.00%  :2679012    [kernel.kallsyms]     [k] __d_free
     0.00%  python3.10  libcrypto.so.3        [.] 0x00000000003080c4
     0.00%  python3.10  [kernel.kallsyms]     [k] intel_pmu_enable_all
     0.00%  python3.10  [kernel.kallsyms]     [k] __hrtimer_run_queues
     0.00%  python3.10  [kernel.kallsyms]     [k] __softirqentry_text_start
     0.00%  :2678875    python3.10            [.] 0x000000000012161a
     0.00%  python3.10  [kernel.kallsyms]     [k] slab_free_freelist_hook.constprop.0
     0.00%  python3.10  [kernel.kallsyms]     [k] __intel_pmu_enable_all.constprop.0
     0.00%  :2679123    [kernel.kallsyms]     [k] __irqentry_text_end
     0.00%  python3.10  [kernel.kallsyms]     [k] rcu_segcblist_accelerate
     0.00%  python3.10  [kernel.kallsyms]     [k] obj_cgroup_charge_pages
     0.00%  python3.10  [kernel.kallsyms]     [k] native_queued_spin_lock_slowpath.part.0
     0.00%  :2678891    libcrypto.so.3        [.] 0x00000000000b30a0
