# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 93K of event 'cycles'
# Event count (approx.): 47388689290
#
# Overhead  Command     Shared Object                             Symbol                                      
# ........  ..........  ........................................  ............................................
#
     0.01%  python3.10  [kernel.kallsyms]                         [k] dequeue_task_fair
     0.01%  :2604127    python3.10                                [.] 0x0000000000121590
     0.01%  python3.10  [kernel.kallsyms]                         [k] exit_to_user_mode_prepare
     0.01%  python3.10  python3.10                                [.] _PyUnicode_ToDecimalDigit
     0.01%  python3.10  python3.10                                [.] 0x0000000000174090
     0.01%  python3.10  [kernel.kallsyms]                         [k] enqueue_task_fair
     0.01%  python3.10  [kernel.kallsyms]                         [k] futex_wait_queue_me
     0.01%  python3.10  python3.10                                [.] 0x0000000000152260
     0.01%  python3.10  python3.10                                [.] 0x00000000001598cd
     0.01%  python3.10  [kernel.kallsyms]                         [k] perf_swevent_event
     0.01%  python3.10  [kernel.kallsyms]                         [k] list_add_event
     0.01%  :2603691    python3.10                                [.] 0x0000000000121590
     0.01%  python3.10  [kernel.kallsyms]                         [k] rb_first
     0.01%  python3.10  [kernel.kallsyms]                         [k] irq_exit_rcu
     0.01%  python3.10  python3.10                                [.] 0x00000000001215df
     0.01%  python3.10  [kernel.kallsyms]                         [k] pick_next_entity
     0.01%  python3.10  python3.10                                [.] 0x000000000017f965
     0.01%  python3.10  python3.10                                [.] 0x00000000001740a7
     0.01%  python3.10  [kernel.kallsyms]                         [k] set_next_buddy
     0.01%  python3.10  [kernel.kallsyms]                         [k] perf_output_begin
     0.01%  python3.10  [kernel.kallsyms]                         [k] __mod_node_page_state
     0.01%  python3.10  python3.10                                [.] PyType_GenericAlloc
     0.01%  python3.10  python3.10                                [.] 0x000000000015effa
     0.01%  python3.10  [kernel.kallsyms]                         [k] copy_page
     0.01%  python3.10  [kernel.kallsyms]                         [k] psi_task_switch
     0.01%  python3.10  python3.10                                [.] 0x000000000018d585
     0.01%  :2603648    python3.10                                [.] _PyEval_EvalFrameDefault
     0.01%  python3.10  python3.10                                [.] 0x000000000018d5a1
     0.01%  python3.10  python3.10                                [.] 0x000000000020beee
     0.01%  python3.10  python3.10                                [.] PyUnicode_FromFormatV
     0.01%  :2604016    python3.10                                [.] 0x0000000000121590
     0.01%  python3.10  [kernel.kallsyms]                         [k] __calc_delta
     0.01%  python3.10  python3.10                                [.] 0x0000000000137a66
     0.01%  python3.10  [kernel.kallsyms]                         [k] dup_task_struct
     0.01%  python3.10  python3.10                                [.] 0x00000000001433cc
     0.01%  python3.10  [kernel.kallsyms]                         [k] __sysvec_apic_timer_interrupt
     0.01%  python3.10  python3.10                                [.] 0x000000000017958b
     0.00%  python3.10  [kernel.kallsyms]                         [k] update_process_times
     0.00%  python3.10  [kernel.kallsyms]                         [k] __get_user_nocheck_4
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_event_context_sched_out
     0.00%  python3.10  python3.10                                [.] 0x000000000020bec2
     0.00%  python3.10  [kernel.kallsyms]                         [k] __rseq_handle_notify_resume
     0.00%  python3.10  python3.10                                [.] 0x000000000015efc7
     0.00%  python3.10  [kernel.kallsyms]                         [k] task_h_load
     0.00%  python3.10  [kernel.kallsyms]                         [k] insert_vmap_area.constprop.0
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a1100
     0.00%  python3.10  python3.10                                [.] 0x00000000001d495d
     0.00%  python3.10  [kernel.kallsyms]                         [k] pick_next_task_fair
     0.00%  python3.10  python3.10                                [.] 0x000000000017c386
     0.00%  python3.10  python3.10                                [.] 0x00000000001740ab
     0.00%  python3.10  python3.10                                [.] 0x000000000015ef7f
     0.00%  python3.10  python3.10                                [.] 0x00000000001d48d0
     0.00%  python3.10  python3.10                                [.] 0x0000000000156650
     0.00%  python3.10  python3.10                                [.] PyMem_Realloc
     0.00%  :2603815    python3.10                                [.] 0x0000000000121590
     0.00%  python3.10  python3.10                                [.] 0x000000000020bf65
     0.00%  python3.10  python3.10                                [.] 0x0000000000137a60
     0.00%  python3.10  libc.so.6                                 [.] 0x000000000019d300
     0.00%  python3.10  python3.10                                [.] 0x00000000001434c6
     0.00%  python3.10  python3.10                                [.] _PyObject_FastCallDictTstate
     0.00%  python3.10  [kernel.kallsyms]                         [k] mem_cgroup_handle_over_high
     0.00%  python3.10  python3.10                                [.] 0x000000000015b506
     0.00%  python3.10  python3.10                                [.] 0x0000000000188dd7
     0.00%  python3.10  python3.10                                [.] 0x00000000001795e5
     0.00%  python3.10  [kernel.kallsyms]                         [k] security_perf_event_alloc
     0.00%  python3.10  python3.10                                [.] 0x00000000001d48e1
     0.00%  python3.10  python3.10                                [.] 0x0000000000127f54
     0.00%  python3.10  python3.10                                [.] PyTuple_New
     0.00%  :2603856    python3.10                                [.] 0x0000000000121605
     0.00%  python3.10  python3.10                                [.] 0x0000000000143407
     0.00%  python3.10  python3.10                                [.] 0x00000000001228da
     0.00%  :2604086    python3.10                                [.] 0x0000000000121590
     0.00%  :2603904    python3.10                                [.] 0x000000000012161a
     0.00%  python3.10  python3.10                                [.] 0x000000000015f000
     0.00%  :2603967    python3.10                                [.] 0x000000000012160b
     0.00%  python3.10  [kernel.kallsyms]                         [k] read_tsc
     0.00%  python3.10  python3.10                                [.] 0x000000000015ef70
     0.00%  :2603691    python3.10                                [.] 0x0000000000121623
     0.00%  python3.10  [kernel.kallsyms]                         [k] zap_pmd_range.isra.0
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0986
     0.00%  python3.10  [kernel.kallsyms]                         [k] ttwu_do_activate
     0.00%  python3.10  libc.so.6                                 [.] round_and_return
     0.00%  python3.10  [kernel.kallsyms]                         [k] tick_program_event
     0.00%  python3.10  [kernel.kallsyms]                         [k] __update_blocked_fair
     0.00%  python3.10  [kernel.kallsyms]                         [k] gup_pte_range
     0.00%  python3.10  python3.10                                [.] 0x00000000001740bb
     0.00%  python3.10  python3.10                                [.] 0x00000000001732ee
     0.00%  python3.10  [kernel.kallsyms]                         [k] entry_SYSCALL_64_safe_stack
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_pmu_nop_int
     0.00%  python3.10  [kernel.kallsyms]                         [k] resched_curr
     0.00%  python3.10  libc.so.6                                 [.] __vstrfmon_l_internal
     0.00%  python3.10  python3.10                                [.] PyNumber_Xor
     0.00%  python3.10  python3.10                                [.] 0x00000000002cfec0
     0.00%  :2603815    python3.10                                [.] 0x0000000000121676
     0.00%  python3.10  python3.10                                [.] 0x000000000018d165
     0.00%  python3.10  python3.10                                [.] _PyStack_AsDict
     0.00%  python3.10  python3.10                                [.] 0x000000000017c380
     0.00%  python3.10  python3.10                                [.] PyThread_free_lock
     0.00%  python3.10  python3.10                                [.] 0x000000000015b16f
     0.00%  python3.10  [kernel.kallsyms]                         [k] find_vma
     0.00%  :2603815    python3.10                                [.] 0x0000000000121679
     0.00%  python3.10  python3.10                                [.] 0x0000000000137b1b
     0.00%  python3.10  [kernel.kallsyms]                         [k] dequeue_task
     0.00%  python3.10  [kernel.kallsyms]                         [k] get_random_u64
     0.00%  python3.10  python3.10                                [.] 0x00000000001795fe
     0.00%  python3.10  python3.10                                [.] 0x0000000000137bfb
     0.00%  python3.10  [kernel.kallsyms]                         [k] hsw_get_event_constraints
     0.00%  python3.10  python3.10                                [.] 0x000000000018d16d
     0.00%  python3.10  libc.so.6                                 [.] parse_expression
     0.00%  python3.10  python3.10                                [.] 0x000000000012d084
     0.00%  python3.10  libc.so.6                                 [.] re_compile_internal
     0.00%  python3.10  python3.10                                [.] 0x000000000015af54
     0.00%  python3.10  python3.10                                [.] 0x0000000000137ba2
     0.00%  python3.10  python3.10                                [.] 0x0000000000121734
     0.00%  python3.10  python3.10                                [.] _PyLong_New
     0.00%  python3.10  [kernel.kallsyms]                         [k] try_charge_memcg
     0.00%  python3.10  python3.10                                [.] 0x000000000018c03d
     0.00%  python3.10  [kernel.kallsyms]                         [k] __hrtimer_init
     0.00%  python3.10  [kernel.kallsyms]                         [k] tick_sched_handle
     0.00%  python3.10  python3.10                                [.] 0x0000000000179592
     0.00%  python3.10  [kernel.kallsyms]                         [k] intel_cpuc_finish
     0.00%  python3.10  [kernel.kallsyms]                         [k] futex_wait
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0940
     0.00%  python3.10  [kernel.kallsyms]                         [k] rcu_read_unlock_strict
     0.00%  python3.10  python3.10                                [.] 0x0000000000152321
     0.00%  python3.10  [kernel.kallsyms]                         [k] __mod_lruvec_page_state
     0.00%  python3.10  python3.10                                [.] 0x00000000001210fe
     0.00%  python3.10  [kernel.kallsyms]                         [k] note_gp_changes
     0.00%  python3.10  [kernel.kallsyms]                         [k] rcu_cblist_dequeue
     0.00%  python3.10  [kernel.kallsyms]                         [k] __intel_pmu_enable_all.constprop.0
     0.00%  python3.10  [kernel.kallsyms]                         [k] hrtimer_active
     0.00%  python3.10  python3.10                                [.] 0x00000000001228f6
     0.00%  python3.10  [vdso]                                    [.] __vdso_clock_gettime
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_output_copy
     0.00%  python3.10  [kernel.kallsyms]                         [k] x86_setup_perfctr
     0.00%  python3.10  [kernel.kallsyms]                         [k] switch_fpu_return
     0.00%  python3.10  [kernel.kallsyms]                         [k] ktime_get_update_offsets_now
     0.00%  python3.10  [kernel.kallsyms]                         [k] release_pages
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000303a8a
     0.00%  python3.10  python3.10                                [.] 0x000000000018d599
     0.00%  python3.10  python3.10                                [.] 0x000000000018d664
     0.00%  python3.10  libcrypto.so.3                            [.] OPENSSL_cleanse
     0.00%  python3.10  [kernel.kallsyms]                         [k] arch_scale_freq_tick
     0.00%  python3.10  [kernel.kallsyms]                         [k] radix_tree_tag_get
     0.00%  python3.10  [kernel.kallsyms]                         [k] __slab_free
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_pmu_nop_void
     0.00%  python3.10  [kernel.kallsyms]                         [k] copy_clone_args_from_user
     0.00%  python3.10  [kernel.kallsyms]                         [k] cpuacct_charge
     0.00%  python3.10  [kernel.kallsyms]                         [k] __free_one_page
     0.00%  python3.10  python3.10                                [.] 0x0000000000121630
     0.00%  python3.10  python3.10                                [.] 0x000000000015ef86
     0.00%  python3.10  python3.10                                [.] 0x000000000018d573
     0.00%  python3.10  libc.so.6                                 [.] parse_qtd_backslash
     0.00%  python3.10  [kernel.kallsyms]                         [k] sched_slice
     0.00%  python3.10  [kernel.kallsyms]                         [k] is_cpu_allowed
     0.00%  python3.10  python3.10                                [.] 0x00000000001d4902
     0.00%  python3.10  [kernel.kallsyms]                         [k] error_return
     0.00%  python3.10  python3.10                                [.] 0x00000000002953a7
     0.00%  python3.10  [kernel.kallsyms]                         [k] raw_spin_rq_lock_nested
     0.00%  python3.10  [kernel.kallsyms]                         [k] exit_sem
     0.00%  python3.10  [kernel.kallsyms]                         [k] unmap_page_range
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_mux_hrtimer_handler
     0.00%  python3.10  python3.10                                [.] 0x00000000001795a2
     0.00%  python3.10  [kernel.kallsyms]                         [k] __cgroup_account_cputime
     0.00%  python3.10  [kernel.kallsyms]                         [k] clear_buddies
     0.00%  python3.10  python3.10                                [.] 0x0000000000175d37
     0.00%  python3.10  [vdso]                                    [.] 0x00000000000007b0
     0.00%  python3.10  python3.10                                [.] 0x0000000000137af0
     0.00%  python3.10  python3.10                                [.] 0x000000000020bee1
     0.00%  python3.10  python3.10                                [.] 0x000000000015b15c
     0.00%  python3.10  python3.10                                [.] 0x000000000015b500
     0.00%  python3.10  python3.10                                [.] 0x0000000000188e0a
     0.00%  python3.10  python3.10                                [.] 0x000000000018d17a
     0.00%  python3.10  [kernel.kallsyms]                         [k] get_mem_cgroup_from_mm
     0.00%  python3.10  [kernel.kallsyms]                         [k] rmqueue
     0.00%  python3.10  [kernel.kallsyms]                         [k] save_fpregs_to_fpstate
     0.00%  python3.10  [kernel.kallsyms]                         [k] select_idle_cpu
     0.00%  python3.10  [kernel.kallsyms]                         [k] account_kernel_stack.isra.0
     0.00%  python3.10  python3.10                                [.] 0x000000000020b0a0
     0.00%  :2603691    python3.10                                [.] 0x000000000012160f
     0.00%  python3.10  [kernel.kallsyms]                         [k] intel_pmu_event_map
     0.00%  python3.10  libc.so.6                                 [.] ____wcstod_l_internal
     0.00%  python3.10  [kernel.kallsyms]                         [k] should_failslab
     0.00%  python3.10  python3.10                                [.] PyObject_GetItem
     0.00%  python3.10  python3.10                                [.] 0x000000000015b21b
     0.00%  python3.10  [kernel.kallsyms]                         [k] __srcu_read_lock
     0.00%  :2603743    python3.10                                [.] 0x0000000000121605
     0.00%  :2604127    python3.10                                [.] 0x0000000000121605
     0.00%  :2603691    python3.10                                [.] 0x000000000012160b
     0.00%  python3.10  [kernel.kallsyms]                         [k] intel_pebs_constraints
     0.00%  python3.10  python3.10                                [.] 0x000000000015b541
     0.00%  python3.10  [kernel.kallsyms]                         [k] __srcu_read_unlock
     0.00%  python3.10  [kernel.kallsyms]                         [k] lock_page_memcg
     0.00%  python3.10  python3.10                                [.] _PyDict_GetItemIdWithError
     0.00%  :2604086    python3.10                                [.] 0x0000000000121613
     0.00%  :2603743    python3.10                                [.] 0x0000000000121590
     0.00%  python3.10  python3.10                                [.] 0x000000000015ef93
     0.00%  python3.10  python3.10                                [.] 0x0000000000137b05
     0.00%  :2604016    python3.10                                [.] 0x0000000000121635
     0.00%  python3.10  python3.10                                [.] PyBool_FromLong
     0.00%  :2603743    python3.10                                [.] 0x000000000012161a
     0.00%  python3.10  [kernel.kallsyms]                         [k] notify_hwp_interrupt
     0.00%  python3.10  python3.10                                [.] PyUnicode_Format
     0.00%  python3.10  [kernel.kallsyms]                         [k] unmapped_area_topdown
     0.00%  python3.10  [kernel.kallsyms]                         [k] _find_next_bit
