# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 18K of event 'cycles'
# Event count (approx.): 7929876812
#
# Overhead  Command     Shared Object         Symbol                                     
# ........  ..........  ....................  ...........................................
#
     0.05%  python3.10  python3.10            [.] 0x000000000012159d
     0.05%  :2311079    python3.10            [.] 0x0000000000121754
     0.05%  :2311079    python3.10            [.] 0x0000000000179c21
     0.05%  :2311079    python3.10            [.] 0x000000000015b53b
     0.05%  :2311079    python3.10            [.] 0x0000000000179bea
     0.05%  :2311079    [kernel.kallsyms]     [k] perf_event_update_userpage
     0.04%  python3.10  python3.10            [.] 0x000000000012166e
     0.04%  :2311079    python3.10            [.] 0x0000000000121757
     0.04%  :2311079    python3.10            [.] 0x00000000001215e5
     0.04%  python3.10  [kernel.kallsyms]     [k] psi_group_change
     0.04%  python3.10  [kernel.kallsyms]     [k] native_write_msr
     0.04%  :2311079    python3.10            [.] 0x0000000000121749
     0.04%  :2311079    [kernel.kallsyms]     [k] merge_sched_in
     0.04%  :2311079    python3.10            [.] 0x0000000000121675
     0.04%  python3.10  python3.10            [.] 0x0000000000121616
     0.04%  python3.10  [kernel.kallsyms]     [k] syscall_return_via_sysret
     0.04%  :2311079    python3.10            [.] 0x000000000012167f
     0.04%  python3.10  python3.10            [.] 0x00000000001215a2
     0.04%  :2311079    python3.10            [.] 0x000000000015b50b
     0.04%  :2311079    python3.10            [.] 0x0000000000173d54
     0.04%  :2311079    python3.10            [.] 0x0000000000179bee
     0.03%  :2311079    python3.10            [.] 0x00000000001215ed
     0.03%  :2311079    python3.10            [.] 0x000000000015b504
     0.03%  :2311079    python3.10            [.] 0x00000000001215e2
     0.03%  :2311079    python3.10            [.] 0x0000000000121638
     0.03%  :2311079    python3.10            [.] 0x000000000015b519
     0.03%  :2311079    python3.10            [.] 0x0000000000179c2e
     0.03%  :2311079    libc.so.6             [.] __strcat_ssse3
     0.03%  :2311079    python3.10            [.] 0x0000000000179bfb
     0.03%  python3.10  python3.10            [.] 0x0000000000121594
     0.03%  :2311079    [kernel.kallsyms]     [k] rb_next
     0.03%  :2311079    python3.10            [.] 0x000000000015b554
     0.03%  :2311079    [kernel.kallsyms]     [k] psi_group_change
     0.03%  :2311079    python3.10            [.] 0x00000000001215d8
     0.03%  python3.10  [kernel.kallsyms]     [k] native_read_msr
     0.03%  :2311079    python3.10            [.] 0x00000000001215a0
     0.03%  :2311079    [kernel.kallsyms]     [k] event_sched_in
     0.03%  :2311079    python3.10            [.] 0x000000000015b50a
     0.03%  :2311079    python3.10            [.] 0x00000000001215a2
     0.03%  python3.10  [kernel.kallsyms]     [k] native_queued_spin_lock_slowpath.part.0
     0.03%  :2311079    python3.10            [.] 0x0000000000179c15
     0.03%  :2311306    python3.10            [.] 0x00000000001215c4
     0.02%  python3.10  [kernel.kallsyms]     [k] error_entry
     0.02%  python3.10  [kernel.kallsyms]     [k] __irqentry_text_end
     0.02%  :2311345    python3.10            [.] 0x000000000012161a
     0.02%  python3.10  [kernel.kallsyms]     [k] asm_sysvec_apic_timer_interrupt
     0.02%  python3.10  [kernel.kallsyms]     [k] memset_erms
     0.02%  :2311079    python3.10            [.] 0x00000000001215a6
     0.02%  :2311079    python3.10            [.] 0x0000000000179be9
     0.02%  :2311079    [kernel.kallsyms]     [k] native_sched_clock
     0.02%  :2311079    python3.10            [.] 0x0000000000179c25
     0.02%  :2311079    python3.10            [.] 0x0000000000179c13
     0.02%  python3.10  [kernel.kallsyms]     [k] _raw_spin_lock
     0.02%  python3.10  [kernel.kallsyms]     [k] kfree
     0.02%  python3.10  python3.10            [.] _PyObject_GetMethod
     0.02%  :2311079    python3.10            [.] 0x0000000000179c56
     0.02%  python3.10  [kernel.kallsyms]     [k] x86_pmu_enable
     0.02%  :2311079    python3.10            [.] 0x000000000012164e
     0.02%  python3.10  [kernel.kallsyms]     [k] __update_load_avg_se
     0.02%  python3.10  [kernel.kallsyms]     [k] merge_sched_in
     0.02%  :2311079    [kernel.kallsyms]     [k] error_entry
     0.02%  python3.10  [kernel.kallsyms]     [k] __get_user_8
     0.02%  :2311079    python3.10            [.] 0x0000000000179c38
     0.02%  :2311079    python3.10            [.] 0x000000000012175a
     0.02%  :2311079    python3.10            [.] 0x00000000001215c0
     0.02%  python3.10  [kernel.kallsyms]     [k] perf_event_alloc
     0.02%  python3.10  [kernel.kallsyms]     [k] perf_event_update_userpage
     0.02%  python3.10  python3.10            [.] _PyObject_GenericGetAttrWithDict
     0.02%  python3.10  [kernel.kallsyms]     [k] unmap_page_range
     0.02%  :2311079    [kernel.kallsyms]     [k] update_load_avg
     0.02%  python3.10  python3.10            [.] 0x00000000001215b2
     0.02%  python3.10  [kernel.kallsyms]     [k] free_pcppages_bulk
     0.02%  python3.10  [kernel.kallsyms]     [k] calc_timer_values
     0.02%  python3.10  libc.so.6             [.] 0x00000000001a0986
     0.02%  python3.10  [kernel.kallsyms]     [k] release_pages
     0.01%  :2311079    python3.10            [.] _PyObject_MakeTpCall
     0.01%  python3.10  [kernel.kallsyms]     [k] iterate_groups
     0.01%  :2311079    [kernel.kallsyms]     [k] native_read_msr
     0.01%  python3.10  [kernel.kallsyms]     [k] update_curr
     0.01%  python3.10  [kernel.kallsyms]     [k] __anon_vma_interval_tree_remove
     0.01%  :2311079    [kernel.kallsyms]     [k] __update_load_avg_cfs_rq
     0.01%  :2311079    [kernel.kallsyms]     [k] visit_groups_merge.constprop.0.isra.0
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_log_itrace_start
     0.01%  :2311079    python3.10            [.] 0x00000000001215c8
     0.01%  python3.10  [kernel.kallsyms]     [k] entry_SYSCALL_64_after_hwframe
     0.01%  :2311079    [kernel.kallsyms]     [k] sync_regs
     0.01%  :2311079    [kernel.kallsyms]     [k] exit_to_user_mode_prepare
     0.01%  :2311079    [kernel.kallsyms]     [k] rb_erase
     0.01%  :2311079    python3.10            [.] 0x0000000000121641
     0.01%  :2311079    [kernel.kallsyms]     [k] exit_to_user_mode_loop
     0.01%  :2311079    [kernel.kallsyms]     [k] iterate_groups
     0.01%  :2311079    python3.10            [.] _PyDict_GetItemIdWithError
     0.01%  :2311079    python3.10            [.] 0x00000000001215b2
     0.01%  python3.10  [kernel.kallsyms]     [k] ctx_sched_in
     0.01%  python3.10  python3.10            [.] _PyObject_GenericSetAttrWithDict
     0.01%  :2311079    libc.so.6             [.] ____wcstold_l_internal
     0.01%  :2311079    python3.10            [.] 0x000000000012166e
     0.01%  :2311079    python3.10            [.] 0x0000000000179bf7
     0.01%  :2311079    [kernel.kallsyms]     [k] syscall_exit_to_user_mode
     0.01%  :2311079    python3.10            [.] PyUnicode_Fill
     0.01%  python3.10  [kernel.kallsyms]     [k] dequeue_entity
     0.01%  :2311079    python3.10            [.] 0x00000000001215df
     0.01%  :2311079    [kernel.kallsyms]     [k] hrtimer_interrupt
     0.01%  python3.10  [kernel.kallsyms]     [k] enqueue_task_fair
     0.01%  :2311079    [kernel.kallsyms]     [k] syscall_return_via_sysret
     0.01%  :2311079    python3.10            [.] _PyUnicodeWriter_Init
     0.01%  :2311079    [kernel.kallsyms]     [k] try_to_wake_up
     0.01%  :2311079    [kernel.kallsyms]     [k] perf_event_context_sched_out
     0.01%  python3.10  [kernel.kallsyms]     [k] __tlb_remove_page_size
     0.01%  python3.10  [kernel.kallsyms]     [k] update_load_avg
     0.01%  python3.10  [kernel.kallsyms]     [k] event_sched_in
     0.01%  python3.10  [kernel.kallsyms]     [k] __intel_pmu_enable_all.constprop.0
     0.01%  :2311079    [kernel.kallsyms]     [k] native_write_msr
     0.01%  :2311079    [kernel.kallsyms]     [k] irqentry_exit_to_user_mode
     0.01%  python3.10  python3.10            [.] 0x00000000001215a6
     0.01%  :2311079    [kernel.kallsyms]     [k] perf_event_groups_first
     0.01%  :2311079    python3.10            [.] 0x000000000015b53e
     0.01%  python3.10  python3.10            [.] 0x00000000001215c0
     0.01%  :2311079    python3.10            [.] 0x0000000000179c0b
     0.01%  python3.10  [kernel.kallsyms]     [k] page_mapping
     0.01%  :2311079    libc.so.6             [.] __vstrfmon_l_internal
     0.01%  :2311079    [kernel.kallsyms]     [k] entry_SYSCALL_64_after_hwframe
     0.01%  python3.10  [kernel.kallsyms]     [k] __perf_event_read
     0.01%  python3.10  python3.10            [.] 0x000000000018c028
     0.01%  :2311079    python3.10            [.] 0x000000000015b509
     0.01%  python3.10  [kernel.kallsyms]     [k] vm_normal_page
     0.01%  :2311079    [kernel.kallsyms]     [k] __perf_event_task_sched_in
     0.01%  python3.10  [kernel.kallsyms]     [k] __mod_memcg_lruvec_state
     0.01%  python3.10  [kernel.kallsyms]     [k] irqentry_exit_to_user_mode
     0.01%  python3.10  [kernel.kallsyms]     [k] free_swap_cache
     0.01%  python3.10  [kernel.kallsyms]     [k] memcg_slab_post_alloc_hook
     0.01%  python3.10  python3.10            [.] PyArg_ParseTupleAndKeywords
     0.01%  python3.10  python3.10            [.] 0x0000000000151d80
     0.01%  python3.10  [kernel.kallsyms]     [k] dup_task_struct
     0.01%  python3.10  [kernel.kallsyms]     [k] apparmor_task_alloc
     0.01%  python3.10  python3.10            [.] 0x0000000000138921
     0.01%  python3.10  [kernel.kallsyms]     [k] futex_wait
     0.01%  python3.10  [kernel.kallsyms]     [k] find_vma
     0.01%  python3.10  [kernel.kallsyms]     [k] alloc_thread_stack_node
     0.01%  python3.10  [kernel.kallsyms]     [k] inherit_event.constprop.0
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_event_task_output
     0.01%  python3.10  ld-linux-x86-64.so.2  [.] _dl_check_map_versions
     0.01%  python3.10  libc.so.6             [.] __strncat_ssse3
     0.01%  python3.10  python3.10            [.] 0x00000000001c5164
     0.01%  python3.10  [kernel.kallsyms]     [k] select_task_rq_fair
     0.01%  python3.10  [kernel.kallsyms]     [k] __update_blocked_fair
     0.01%  python3.10  [kernel.kallsyms]     [k] __handle_mm_fault
     0.01%  python3.10  [kernel.kallsyms]     [k] __perf_event_header__init_id
     0.01%  python3.10  [kernel.kallsyms]     [k] idr_get_free
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_event_mmap_event
     0.01%  python3.10  libc.so.6             [.] 0x00000000001a09c5
     0.01%  :2311079    python3.10            [.] PyLong_FromString
     0.01%  python3.10  [kernel.kallsyms]     [k] dequeue_task
     0.01%  :2311250    [kernel.kallsyms]     [k] asm_sysvec_apic_timer_interrupt
     0.01%  python3.10  [kernel.kallsyms]     [k] unmap_vmas
     0.01%  python3.10  libc.so.6             [.] ____wcstof_l_internal
     0.01%  python3.10  python3.10            [.] 0x0000000000121734
     0.01%  :2311306    python3.10            [.] 0x0000000000121590
     0.01%  :2311306    python3.10            [.] 0x0000000000121737
     0.01%  python3.10  libcrypto.so.3        [.] 0x0000000000307594
     0.01%  python3.10  python3.10            [.] 0x000000000012285d
     0.01%  :2311079    [kernel.kallsyms]     [k] enqueue_entity
     0.01%  :2311345    python3.10            [.] 0x0000000000121679
     0.01%  :2311079    [kernel.kallsyms]     [k] __sysvec_apic_timer_interrupt
     0.01%  :2311306    python3.10            [.] 0x000000000012159b
     0.01%  :2311271    python3.10            [.] 0x000000000012161d
     0.01%  :2311250    python3.10            [.] 0x0000000000121613
     0.01%  :2311271    python3.10            [.] 0x000000000012160b
     0.01%  :2311250    python3.10            [.] 0x00000000001215dc
     0.01%  python3.10  [kernel.kallsyms]     [k] psi_task_switch
     0.01%  python3.10  python3.10            [.] PyNumber_AsSsize_t
     0.01%  python3.10  python3.10            [.] _Py_strhex
     0.01%  :2311345    python3.10            [.] 0x000000000012167d
     0.01%  :2311271    python3.10            [.] 0x0000000000121737
     0.01%  :2311345    python3.10            [.] 0x00000000001215a3
     0.01%  python3.10  [kernel.kallsyms]     [k] exc_page_fault
     0.01%  python3.10  python3.10            [.] PyEval_RestoreThread
     0.01%  :2311079    [kernel.kallsyms]     [k] timerqueue_add
     0.01%  :2311250    python3.10            [.] 0x0000000000121605
     0.01%  :2311345    python3.10            [.] 0x000000000012161d
     0.01%  :2311079    [kernel.kallsyms]     [k] dequeue_entity
     0.01%  :2311306    [kernel.kallsyms]     [k] update_rq_clock
     0.01%  :2311345    python3.10            [.] 0x0000000000121613
     0.01%  :2311079    libc.so.6             [.] ____wcstof_l_internal
     0.01%  :2311345    python3.10            [.] 0x00000000001215dc
     0.01%  python3.10  [kernel.kallsyms]     [k] native_sched_clock
     0.01%  python3.10  python3.10            [.] 0x0000000000293e33
     0.01%  :2311079    [kernel.kallsyms]     [k] xmit_one.constprop.0
     0.01%  python3.10  [kernel.kallsyms]     [k] acct_account_cputime
     0.01%  :2311079    python3.10            [.] 0x0000000000122820
     0.01%  :2311345    python3.10            [.] 0x000000000015b537
     0.01%  :2311079    python3.10            [.] 0x000000000015b512
     0.01%  :2311345    python3.10            [.] 0x0000000000121730
     0.01%  :2311079    [kernel.kallsyms]     [k] __update_load_avg_se
     0.01%  python3.10  [kernel.kallsyms]     [k] hrtimer_cancel
     0.01%  python3.10  python3.10            [.] PyType_GenericAlloc
     0.01%  :2311345    [kernel.kallsyms]     [k] __handle_mm_fault
     0.01%  :2311079    [kernel.kallsyms]     [k] select_idle_sibling
     0.01%  :2311079    libc.so.6             [.] __strncpy_sse2_unaligned
     0.01%  :2311079    [kernel.kallsyms]     [k] asm_sysvec_apic_timer_interrupt
     0.01%  python3.10  [kernel.kallsyms]     [k] __rseq_handle_notify_resume
     0.01%  :2311345    python3.10            [.] 0x00000000001215c4
     0.01%  python3.10  python3.10            [.] PyLong_AsLong
     0.01%  :2311306    python3.10            [.] 0x00000000001215e9
     0.01%  :2311345    python3.10            [.] 0x000000000012160f
     0.01%  :2311079    python3.10            [.] 0x00000000002cecd0
     0.01%  python3.10  [kernel.kallsyms]     [k] check_preempt_wakeup
     0.01%  :2311079    python3.10            [.] 0x000000000018070e
     0.01%  python3.10  [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.01%  python3.10  [kernel.kallsyms]     [k] syscall_exit_to_user_mode
     0.01%  python3.10  [kernel.kallsyms]     [k] __schedule
     0.01%  :2311079    python3.10            [.] PyErr_CheckSignals
     0.01%  python3.10  [kernel.kallsyms]     [k] psi_task_change
     0.01%  :2311271    python3.10            [.] 0x0000000000121613
     0.01%  python3.10  libc.so.6             [.] __strcat_ssse3
     0.01%  python3.10  python3.10            [.] 0x0000000000177090
     0.01%  :2311345    python3.10            [.] 0x00000000001215a7
     0.01%  python3.10  python3.10            [.] 0x0000000000143616
     0.01%  :2311306    python3.10            [.] 0x00000000001215e5
     0.01%  :2311079    [kernel.kallsyms]     [k] wake_q_add_safe
     0.01%  :2311079    libc.so.6             [.] __mempcpy
     0.01%  :2311079    [kernel.kallsyms]     [k] swake_up_one
     0.01%  :2311271    python3.10            [.] 0x00000000001215f2
     0.01%  :2311079    libc.so.6             [.] pthread_setattr_default_np@@GLIBC_2.34
     0.01%  :2311079    python3.10            [.] 0x0000000000152305
     0.01%  python3.10  [kernel.kallsyms]     [k] unmap_single_vma
     0.01%  python3.10  python3.10            [.] 0x000000000015bb67
     0.01%  :2311079    [kernel.kallsyms]     [k] _raw_spin_lock
     0.01%  :2311079    python3.10            [.] 0x000000000015b52a
     0.01%  :2311079    libc.so.6             [.] __GI___strncasecmp_l_sse2
     0.01%  :2311079    [kernel.kallsyms]     [k] process_backlog
     0.01%  python3.10  [kernel.kallsyms]     [k] __perf_event_task_sched_in
     0.01%  python3.10  [kernel.kallsyms]     [k] sync_regs
     0.01%  :2311271    python3.10            [.] 0x0000000000121590
     0.01%  python3.10  python3.10            [.] 0x00000000001598cd
     0.01%  python3.10  [kernel.kallsyms]     [k] task_clock_event_add
     0.01%  :2311079    [kernel.kallsyms]     [k] ___perf_sw_event
     0.01%  python3.10  python3.10            [.] 0x0000000000175d05
     0.01%  python3.10  [kernel.kallsyms]     [k] rb_insert_color
     0.01%  python3.10  [kernel.kallsyms]     [k] down_write
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_event_context_sched_out
     0.01%  :2311306    [kernel.kallsyms]     [k] ktime_get
     0.01%  python3.10  [kernel.kallsyms]     [k] __hrtimer_next_event_base
     0.01%  python3.10  [kernel.kallsyms]     [k] vma_interval_tree_remove
     0.01%  python3.10  [kernel.kallsyms]     [k] tcp_delack_timer_handler
     0.01%  :2311079    libc.so.6             [.] __strncat_ssse3
     0.01%  :2311271    python3.10            [.] 0x000000000012167f
     0.01%  :2311079    python3.10            [.] 0x00000000001522fd
     0.01%  :2311079    [kernel.kallsyms]     [k] __ksize
     0.01%  :2311345    python3.10            [.] 0x00000000001215cb
     0.01%  python3.10  [kernel.kallsyms]     [k] is_cpu_allowed
     0.01%  :2311079    [kernel.kallsyms]     [k] __get_user_8
     0.01%  python3.10  [kernel.kallsyms]     [k] exit_mmap
     0.01%  python3.10  [kernel.kallsyms]     [k] x2apic_send_IPI
     0.01%  :2311079    [kernel.kallsyms]     [k] __inet_lookup_established
     0.01%  :2311079    [kernel.kallsyms]     [k] kmem_cache_free
     0.01%  :2311079    [kernel.kallsyms]     [k] ktime_get
     0.01%  :2311079    libc.so.6             [.] __stpncpy_sse2_unaligned
     0.01%  python3.10  python3.10            [.] 0x000000000016bf48
     0.01%  :2311079    [kernel.kallsyms]     [k] perf_log_itrace_start
     0.01%  :2311079    [kernel.kallsyms]     [k] __run_timers.part.0
     0.01%  :2311079    [kernel.kallsyms]     [k] check_preempt_wakeup
     0.01%  :2311079    python3.10            [.] 0x0000000000198ea7
     0.01%  python3.10  [kernel.kallsyms]     [k] switch_fpu_return
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_swevent_add
     0.01%  python3.10  [kernel.kallsyms]     [k] do_syscall_64
     0.01%  :2311079    libc.so.6             [.] 0x00000000001a1100
     0.01%  :2311079    libc.so.6             [.] __GI___strcasecmp_l_sse2
     0.01%  python3.10  [kernel.kallsyms]     [k] __remove_hrtimer
     0.01%  :2311079    libc.so.6             [.] parse_qtd_backslash
     0.01%  :2311079    python3.10            [.] 0x0000000000179c18
     0.01%  python3.10  [kernel.kallsyms]     [k] __sysvec_apic_timer_interrupt
     0.01%  :2311079    python3.10            [.] 0x000000000015b54b
     0.01%  python3.10  libc.so.6             [.] ____wcstold_l_internal
     0.01%  python3.10  [kernel.kallsyms]     [k] uprobe_free_utask
     0.01%  python3.10  python3.10            [.] 0x000000000015bb20
     0.01%  python3.10  [kernel.kallsyms]     [k] entry_SYSCALL_64_safe_stack
     0.01%  python3.10  [kernel.kallsyms]     [k] attach_entity_load_avg
     0.01%  :2311079    [kernel.kallsyms]     [k] __irqentry_text_end
     0.01%  :2311079    [kernel.kallsyms]     [k] _raw_spin_lock_bh
     0.01%  python3.10  [kernel.kallsyms]     [k] __update_load_avg_cfs_rq
     0.01%  python3.10  python3.10            [.] 0x00000000001215c8
     0.01%  python3.10  [kernel.kallsyms]     [k] enqueue_entity
     0.01%  :2311079    python3.10            [.] 0x0000000000150bcb
     0.01%  :2311079    libc.so.6             [.] 0x0000000000199f0e
     0.01%  :2311079    [kernel.kallsyms]     [k] __sys_recvfrom
     0.01%  :2311250    python3.10            [.] 0x000000000012161a
     0.01%  :2311079    python3.10            [.] 0x0000000000179e14
     0.01%  python3.10  [kernel.kallsyms]     [k] futex_wake
     0.01%  :2311079    [kernel.kallsyms]     [k] cyc2ns_read_begin
     0.01%  :2311079    python3.10            [.] 0x00000000001566cb
     0.01%  :2311079    [kernel.kallsyms]     [k] clear_buddies
     0.01%  python3.10  [kernel.kallsyms]     [k] tcp_rtt_estimator
     0.01%  :2311079    libc.so.6             [.] 0x00000000001a0947
     0.01%  :2311079    libc.so.6             [.] 0x00000000001a0940
     0.01%  :2311079    [kernel.kallsyms]     [k] release_sock
     0.01%  :2311079    [kernel.kallsyms]     [k] read_tsc
     0.01%  :2311345    python3.10            [.] 0x0000000000121596
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_event_groups_first
     0.01%  :2311079    python3.10            [.] 0x0000000000143449
     0.01%  :2311079    [kernel.kallsyms]     [k] refill_stock
     0.01%  :2311079    [kernel.kallsyms]     [k] do_syscall_64
     0.01%  :2311079    python3.10            [.] _PyUnicode_ToDecimalDigit
     0.01%  python3.10  [kernel.kallsyms]     [k] check_cpu_stall
     0.01%  :2311079    python3.10            [.] 0x0000000000151f50
     0.01%  :2311079    python3.10            [.] 0x000000000015b232
     0.01%  :2311079    libc.so.6             [.] ____wcstod_l_internal
     0.01%  :2311079    [kernel.kallsyms]     [k] fpregs_assert_state_consistent
     0.01%  python3.10  python3.10            [.] 0x000000000011d4f1
     0.01%  python3.10  [kernel.kallsyms]     [k] __tcp_transmit_skb
     0.01%  python3.10  [kernel.kallsyms]     [k] __mod_lruvec_page_state
     0.01%  :2311079    [kernel.kallsyms]     [k] netdev_core_pick_tx
     0.01%  python3.10  [kernel.kallsyms]     [k] available_idle_cpu
     0.01%  python3.10  python3.10            [.] 0x000000000028e0c0
     0.01%  python3.10  ld-linux-x86-64.so.2  [.] _dl_load_cache_lookup
     0.01%  python3.10  [kernel.kallsyms]     [k] smp_call_function_many_cond
     0.01%  :2311079    [kernel.kallsyms]     [k] __put_user_nocheck_8
     0.01%  :2311079    python3.10            [.] 0x000000000015d8de
     0.01%  :2311079    python3.10            [.] 0x0000000000150836
