# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 7K of event 'cycles'
# Event count (approx.): 2534361306
#
# Overhead  Command     Shared Object      Symbol                                   
# ........  ..........  .................  .........................................
#
     0.03%  python3.10  [kernel.kallsyms]  [k] smp_call_function_many_cond
     0.03%  python3.10  [kernel.kallsyms]  [k] ttwu_do_activate
     0.03%  python3.10  [kernel.kallsyms]  [k] perf_iterate_ctx
     0.03%  python3.10  python3.10         [.] 0x000000000015b506
     0.03%  python3.10  [kernel.kallsyms]  [k] __bitmap_intersects
     0.03%  python3.10  [kernel.kallsyms]  [k] iterate_groups
     0.03%  python3.10  [kernel.kallsyms]  [k] syscall_enter_from_user_mode
     0.03%  python3.10  [kernel.kallsyms]  [k] cgroup_css_set_fork
     0.03%  python3.10  python3.10         [.] 0x000000000017c3aa
     0.03%  python3.10  [kernel.kallsyms]  [k] futex_wake
     0.03%  python3.10  python3.10         [.] _PyObject_MakeTpCall
     0.03%  python3.10  [kernel.kallsyms]  [k] kfree
     0.03%  python3.10  [kernel.kallsyms]  [k] _raw_spin_lock_irq
     0.03%  python3.10  [kernel.kallsyms]  [k] perf_event__id_header_size
     0.03%  python3.10  [kernel.kallsyms]  [k] rcu_read_unlock_strict
     0.03%  python3.10  python3.10         [.] PyObject_Malloc
     0.03%  python3.10  [kernel.kallsyms]  [k] kmem_cache_alloc_trace
     0.03%  python3.10  [kernel.kallsyms]  [k] lru_add_drain_cpu
     0.03%  python3.10  [kernel.kallsyms]  [k] timerqueue_add
     0.03%  python3.10  [kernel.kallsyms]  [k] ttwu_queue_wakelist
     0.03%  python3.10  [kernel.kallsyms]  [k] mark_wake_futex
     0.03%  python3.10  [kernel.kallsyms]  [k] clockevents_program_event
     0.03%  python3.10  [kernel.kallsyms]  [k] __intel_pmu_enable_all.constprop.0
     0.03%  python3.10  [kernel.kallsyms]  [k] perf_event__header_size
     0.03%  python3.10  [kernel.kallsyms]  [k] update_curr
     0.02%  python3.10  [kernel.kallsyms]  [k] native_apic_msr_eoi_write
     0.02%  python3.10  [kernel.kallsyms]  [k] calc_timer_values
     0.02%  python3.10  [kernel.kallsyms]  [k] flush_tlb_func
     0.02%  python3.10  [kernel.kallsyms]  [k] proc_fork_connector
     0.02%  python3.10  python3.10         [.] 0x00000000001433cc
     0.02%  python3.10  [kernel.kallsyms]  [k] reweight_entity
     0.02%  python3.10  [kernel.kallsyms]  [k] __slab_free
     0.02%  python3.10  python3.10         [.] 0x0000000000137a6f
     0.02%  python3.10  [vdso]             [.] 0x00000000000007f7
     0.02%  python3.10  [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     0.02%  python3.10  [kernel.kallsyms]  [k] zap_pte_range
     0.02%  python3.10  [kernel.kallsyms]  [k] check_preempt_wakeup
     0.02%  :1953593    python3.10         [.] 0x0000000000121596
     0.02%  python3.10  python3.10         [.] 0x000000000012161d
     0.02%  python3.10  [kernel.kallsyms]  [k] perf_event_task_tick
     0.02%  python3.10  [kernel.kallsyms]  [k] _raw_spin_lock
     0.02%  python3.10  python3.10         [.] 0x00000000001434c6
     0.02%  :1953593    python3.10         [.] 0x00000000001215a3
     0.02%  python3.10  [kernel.kallsyms]  [k] psi_flags_change
     0.02%  python3.10  [kernel.kallsyms]  [k] membarrier_update_current_mm
     0.02%  python3.10  [kernel.kallsyms]  [k] try_to_wake_up
     0.02%  python3.10  [kernel.kallsyms]  [k] perf_event_init_context
     0.02%  python3.10  [kernel.kallsyms]  [k] dequeue_entity
     0.02%  python3.10  python3.10         [.] 0x0000000000152321
     0.02%  python3.10  [kernel.kallsyms]  [k] __update_load_avg_cfs_rq
     0.02%  python3.10  [kernel.kallsyms]  [k] __hrtimer_next_event_base
     0.02%  python3.10  [kernel.kallsyms]  [k] get_user_pages_fast
     0.02%  python3.10  [kernel.kallsyms]  [k] perf_event_context_sched_out
     0.02%  python3.10  python3.10         [.] 0x0000000000137a66
     0.02%  python3.10  python3.10         [.] 0x00000000001215ed
     0.02%  python3.10  [kernel.kallsyms]  [k] switch_fpu_return
     0.02%  python3.10  python3.10         [.] _PyObject_LookupSpecial
     0.02%  python3.10  [kernel.kallsyms]  [k] __entry_text_start
     0.02%  python3.10  libc.so.6          [.] __strstr_sse2_unaligned
     0.02%  python3.10  python3.10         [.] 0x000000000015ef70
     0.02%  python3.10  [kernel.kallsyms]  [k] update_cfs_group
     0.02%  python3.10  [kernel.kallsyms]  [k] rb_erase
     0.02%  python3.10  [kernel.kallsyms]  [k] __cond_resched
     0.02%  python3.10  libc.so.6          [.] __stpncpy_ssse3
     0.02%  python3.10  [kernel.kallsyms]  [k] intel_thermal_interrupt
     0.02%  python3.10  [kernel.kallsyms]  [k] hash_futex
     0.02%  python3.10  [kernel.kallsyms]  [k] rcu_cblist_dequeue
     0.02%  :1953593    python3.10         [.] 0x0000000000121605
     0.02%  :1953593    python3.10         [.] 0x0000000000121590
     0.02%  python3.10  python3.10         [.] 0x000000000011b2d8
     0.02%  python3.10  python3.10         [.] 0x000000000015fff7
     0.02%  python3.10  python3.10         [.] 0x000000000015ef7f
     0.02%  python3.10  [kernel.kallsyms]  [k] futex_wait
     0.02%  python3.10  [kernel.kallsyms]  [k] put_files_struct
     0.02%  python3.10  [kernel.kallsyms]  [k] update_load_avg
     0.02%  python3.10  python3.10         [.] 0x0000000000152275
     0.02%  python3.10  [kernel.kallsyms]  [k] select_idle_sibling
     0.02%  python3.10  [kernel.kallsyms]  [k] __perf_event_task_sched_out
     0.02%  python3.10  python3.10         [.] 0x000000000018d162
     0.02%  python3.10  [kernel.kallsyms]  [k] __rseq_handle_notify_resume
     0.02%  python3.10  python3.10         [.] PyList_Append
     0.02%  python3.10  [kernel.kallsyms]  [k] dup_task_struct
     0.02%  python3.10  python3.10         [.] 0x000000000015b500
     0.02%  python3.10  [kernel.kallsyms]  [k] __mod_lruvec_page_state
     0.02%  python3.10  python3.10         [.] 0x000000000023eb10
     0.02%  python3.10  [kernel.kallsyms]  [k] alloc_pages_vma
     0.02%  python3.10  [kernel.kallsyms]  [k] do_syscall_64
     0.02%  python3.10  [kernel.kallsyms]  [k] list_add_event
     0.02%  python3.10  python3.10         [.] 0x000000000015b004
     0.02%  python3.10  [kernel.kallsyms]  [k] place_entity
     0.02%  python3.10  [kernel.kallsyms]  [k] copy_process
     0.02%  python3.10  [kernel.kallsyms]  [k] cpuset_fork
     0.02%  python3.10  python3.10         [.] PyEval_RestoreThread
     0.02%  python3.10  python3.10         [.] 0x000000000006f0c0
     0.02%  python3.10  python3.10         [.] 0x00000000001c5178
     0.02%  python3.10  [kernel.kallsyms]  [k] sched_cgroup_fork
     0.02%  python3.10  libc.so.6          [.] __strncpy_sse2_unaligned
     0.02%  python3.10  python3.10         [.] 0x0000000000129e3b
     0.02%  python3.10  python3.10         [.] 0x0000000000150bb7
     0.02%  python3.10  [kernel.kallsyms]  [k] do_wp_page
     0.02%  python3.10  libc.so.6          [.] 0x000000000019d981
     0.02%  python3.10  python3.10         [.] 0x000000000027e90a
     0.02%  python3.10  [kernel.kallsyms]  [k] lru_cache_add_inactive_or_unevictable
     0.02%  python3.10  [kernel.kallsyms]  [k] rb_insert_color
     0.02%  python3.10  [kernel.kallsyms]  [k] __x64_sys_rt_sigprocmask
     0.02%  python3.10  python3.10         [.] 0x000000000018d060
     0.01%  python3.10  [kernel.kallsyms]  [k] finish_task_switch.isra.0
     0.01%  python3.10  [kernel.kallsyms]  [k] copy_thread
     0.01%  python3.10  python3.10         [.] 0x00000000001771ec
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_group_attach
     0.01%  python3.10  [kernel.kallsyms]  [k] cpuacct_charge
     0.01%  python3.10  python3.10         [.] 0x000000000018d288
     0.01%  python3.10  [kernel.kallsyms]  [k] alloc_vmap_area
     0.01%  python3.10  [kernel.kallsyms]  [k] update_min_vruntime
     0.01%  python3.10  python3.10         [.] 0x0000000000137a60
     0.01%  python3.10  python3.10         [.] 0x0000000000166507
     0.01%  python3.10  [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.01%  python3.10  [kernel.kallsyms]  [k] futex_wait_queue_me
     0.01%  python3.10  [kernel.kallsyms]  [k] init_dl_inactive_task_timer
     0.01%  python3.10  [kernel.kallsyms]  [k] psi_task_change
     0.01%  python3.10  libc.so.6          [.] __vstrfmon_l_internal
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_event_task_output
     0.01%  python3.10  [kernel.kallsyms]  [k] asm_sysvec_thermal
     0.01%  python3.10  [kernel.kallsyms]  [k] hrtimer_sleeper_start_expires
     0.01%  python3.10  python3.10         [.] _PyType_Lookup
     0.01%  python3.10  python3.10         [.] 0x0000000000138921
     0.01%  python3.10  [kernel.kallsyms]  [k] __hrtimer_start_range_ns
     0.01%  python3.10  [kernel.kallsyms]  [k] attach_entity_load_avg
     0.01%  python3.10  [kernel.kallsyms]  [k] __srcu_read_unlock
     0.01%  python3.10  python3.10         [.] _PyFunction_Vectorcall
     0.01%  python3.10  [kernel.kallsyms]  [k] pick_next_task
     0.01%  python3.10  [kernel.kallsyms]  [k] mutex_lock
     0.01%  python3.10  python3.10         [.] 0x0000000000070794
     0.00%  python3.10  [kernel.kallsyms]  [k] __srcu_read_lock
     0.00%  python3.10  [kernel.kallsyms]  [k] pud_val
     0.00%  python3.10  [kernel.kallsyms]  [k] sync_mm_rss
     0.00%  python3.10  python3.10         [.] 0x00000000001740bb
     0.00%  python3.10  [kernel.kallsyms]  [k] kmem_cache_free
     0.00%  python3.10  [kernel.kallsyms]  [k] slab_free_freelist_hook.constprop.0
     0.00%  python3.10  python3.10         [.] 0x000000000020bef5
     0.00%  python3.10  libcrypto.so.3     [.] CRYPTO_malloc
     0.00%  python3.10  python3.10         [.] 0x0000000000137a64
     0.00%  python3.10  [kernel.kallsyms]  [k] __pagevec_lru_add_fn
     0.00%  python3.10  [kernel.kallsyms]  [k] rcu_accelerate_cbs
     0.00%  python3.10  [kernel.kallsyms]  [k] ttwu_do_wakeup
     0.00%  python3.10  python3.10         [.] 0x000000000011b311
     0.00%  python3.10  [kernel.kallsyms]  [k] ftrace_profile_free_filter
     0.00%  python3.10  [kernel.kallsyms]  [k] obj_cgroup_uncharge_pages
     0.00%  python3.10  [kernel.kallsyms]  [k] x86_pmu_enable
     0.00%  python3.10  [kernel.kallsyms]  [k] __softirqentry_text_start
     0.00%  python3.10  python3.10         [.] 0x000000000014f6d4
     0.00%  python3.10  python3.10         [.] 0x000000000018d596
     0.00%  python3.10  [kernel.kallsyms]  [k] __sk_mem_reduce_allocated
     0.00%  python3.10  [kernel.kallsyms]  [k] rcu_segcblist_insert_done_cbs
     0.00%  python3.10  [kernel.kallsyms]  [k] note_gp_changes
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_log_itrace_start
     0.00%  python3.10  [kernel.kallsyms]  [k] sched_clock_cpu
     0.00%  python3.10  python3.10         [.] 0x0000000000172620
     0.00%  :1953568    [kernel.kallsyms]  [k] native_write_msr
     0.00%  :1953593    [kernel.kallsyms]  [k] native_write_msr
     0.00%  python3.10  [kernel.kallsyms]  [k] hrtimer_start_range_ns


# Samples: 7K of event 'instructions'
# Event count (approx.): 3444514179
#
# Overhead  Command     Shared Object         Symbol                                   
# ........  ..........  ....................  .........................................
#
    77.29%  python3.10  python3.10            [.] _PyEval_EvalFrameDefault
     3.86%  python3.10  python3.10            [.] 0x000000000012161a
     2.28%  python3.10  python3.10            [.] 0x0000000000121676
     1.20%  python3.10  python3.10            [.] 0x00000000001215f2
     1.08%  python3.10  python3.10            [.] 0x0000000000121737
     0.97%  python3.10  python3.10            [.] 0x0000000000121605
     0.96%  python3.10  python3.10            [.] 0x0000000000121679
     0.79%  python3.10  python3.10            [.] 0x0000000000121730
     0.77%  python3.10  python3.10            [.] 0x00000000001215f7
     0.68%  python3.10  python3.10            [.] 0x0000000000121590
     0.66%  python3.10  python3.10            [.] 0x0000000000121613
     0.66%  python3.10  python3.10            [.] 0x000000000012160b
     0.48%  python3.10  python3.10            [.] 0x00000000001215c4
     0.46%  :1953593    python3.10            [.] _PyEval_EvalFrameDefault
     0.34%  python3.10  python3.10            [.] 0x000000000012167d
     0.33%  python3.10  python3.10            [.] 0x0000000000121677
     0.33%  python3.10  python3.10            [.] 0x00000000001215a7
     0.33%  python3.10  python3.10            [.] 0x00000000001215a3
     0.30%  python3.10  python3.10            [.] 0x00000000001215dc
     0.30%  python3.10  python3.10            [.] 0x00000000001215e2
     0.27%  python3.10  python3.10            [.] 0x0000000000121596
     0.26%  python3.10  python3.10            [.] 0x00000000001215bc
     0.23%  python3.10  python3.10            [.] 0x00000000001215cb
     0.21%  python3.10  python3.10            [.] 0x000000000012160f
     0.20%  python3.10  python3.10            [.] 0x00000000001215ab
     0.20%  python3.10  python3.10            [.] 0x000000000012167b
     0.20%  python3.10  python3.10            [.] 0x00000000001215a2
     0.19%  python3.10  python3.10            [.] 0x000000000012159b
     0.15%  python3.10  python3.10            [.] 0x000000000012159d
     0.14%  python3.10  python3.10            [.] 0x00000000001215e9
     0.13%  python3.10  python3.10            [.] 0x0000000000121594
     0.13%  python3.10  python3.10            [.] 0x000000000012167f
     0.13%  python3.10  python3.10            [.] 0x000000000012166e
     0.12%  python3.10  python3.10            [.] 0x0000000000121600
     0.12%  python3.10  python3.10            [.] 0x00000000001215d8
     0.09%  python3.10  [kernel.kallsyms]     [k] psi_group_change
     0.08%  python3.10  [kernel.kallsyms]     [k] rb_next
     0.08%  python3.10  python3.10            [.] 0x0000000000121734
     0.08%  python3.10  python3.10            [.] 0x0000000000121616
     0.07%  python3.10  python3.10            [.] 0x00000000001215e5
     0.07%  python3.10  [kernel.kallsyms]     [k] native_sched_clock
     0.06%  python3.10  [kernel.kallsyms]     [k] sched_clock_cpu
     0.06%  python3.10  [kernel.kallsyms]     [k] merge_sched_in
     0.05%  python3.10  [kernel.kallsyms]     [k] dequeue_entity
     0.05%  python3.10  python3.10            [.] 0x00000000001215c0
     0.05%  python3.10  [kernel.kallsyms]     [k] perf_swevent_add
     0.05%  python3.10  [kernel.kallsyms]     [k] zap_pte_range
     0.05%  python3.10  [kernel.kallsyms]     [k] perf_log_itrace_start
     0.05%  python3.10  [kernel.kallsyms]     [k] hash_futex
     0.05%  python3.10  [kernel.kallsyms]     [k] futex_wait
     0.04%  python3.10  python3.10            [.] 0x00000000001215c8
     0.04%  python3.10  [kernel.kallsyms]     [k] __calc_delta
     0.04%  python3.10  python3.10            [.] 0x00000000001215a0
     0.04%  python3.10  [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.04%  python3.10  [kernel.kallsyms]     [k] dequeue_task_fair
     0.04%  python3.10  [kernel.kallsyms]     [k] update_load_avg
     0.04%  python3.10  python3.10            [.] 0x00000000001215ed
     0.04%  python3.10  [kernel.kallsyms]     [k] perf_event_update_userpage
     0.04%  python3.10  [kernel.kallsyms]     [k] __update_load_avg_se
     0.04%  python3.10  [kernel.kallsyms]     [k] inherit_event.constprop.0
     0.04%  python3.10  libc.so.6             [.] ____wcstold_l_internal
     0.03%  python3.10  python3.10            [.] 0x00000000001215b2
     0.03%  python3.10  [kernel.kallsyms]     [k] psi_task_switch
     0.03%  python3.10  [kernel.kallsyms]     [k] x86_get_event_constraints
     0.03%  python3.10  [kernel.kallsyms]     [k] kmem_cache_alloc_node
     0.03%  python3.10  python3.10            [.] 0x0000000000121599
     0.03%  python3.10  [kernel.kallsyms]     [k] kfree
     0.03%  python3.10  [kernel.kallsyms]     [k] native_write_msr
     0.03%  python3.10  [kernel.kallsyms]     [k] __irqentry_text_end
     0.03%  python3.10  python3.10            [.] 0x0000000000295074
     0.03%  python3.10  [kernel.kallsyms]     [k] __remove_hrtimer
     0.03%  python3.10  [kernel.kallsyms]     [k] perf_pmu_nop_int
     0.03%  python3.10  python3.10            [.] 0x000000000012b186
     0.03%  python3.10  [kernel.kallsyms]     [k] psi_task_change
     0.02%  python3.10  [kernel.kallsyms]     [k] plist_add
     0.02%  python3.10  [kernel.kallsyms]     [k] visit_groups_merge.constprop.0.isra.0
     0.02%  python3.10  [kernel.kallsyms]     [k] ktime_get
     0.02%  python3.10  [kernel.kallsyms]     [k] should_failslab
     0.02%  python3.10  [kernel.kallsyms]     [k] update_curr
     0.02%  python3.10  python3.10            [.] _PyUnicode_JoinArray
     0.02%  python3.10  python3.10            [.] _PyObject_MakeTpCall
     0.02%  python3.10  python3.10            [.] _PyObject_GetMethod
     0.02%  python3.10  [kernel.kallsyms]     [k] update_sg_wakeup_stats
     0.02%  python3.10  [kernel.kallsyms]     [k] perf_event_alloc
     0.02%  python3.10  python3.10            [.] PyDict_GetItemWithError
     0.02%  python3.10  [kernel.kallsyms]     [k] __lock_text_start
     0.02%  python3.10  python3.10            [.] 0x0000000000121672
     0.02%  :1953593    python3.10            [.] 0x000000000012159b
     0.02%  python3.10  [kernel.kallsyms]     [k] read_tsc
     0.02%  :1953593    python3.10            [.] 0x0000000000121676
     0.02%  python3.10  [kernel.kallsyms]     [k] __x64_sys_futex
     0.02%  python3.10  [kernel.kallsyms]     [k] __srcu_read_lock
     0.02%  python3.10  [kernel.kallsyms]     [k] pick_next_entity
     0.02%  python3.10  [kernel.kallsyms]     [k] event_sched_in
     0.02%  python3.10  [kernel.kallsyms]     [k] __pagevec_lru_add_fn
     0.02%  python3.10  [kernel.kallsyms]     [k] cyc2ns_read_begin
     0.02%  :1953593    python3.10            [.] 0x0000000000121737
     0.02%  :1953593    python3.10            [.] 0x00000000001215a3
     0.02%  python3.10  [kernel.kallsyms]     [k] cpuacct_charge
     0.02%  python3.10  [kernel.kallsyms]     [k] __hrtimer_init
     0.02%  python3.10  python3.10            [.] 0x000000000015efdc
     0.02%  python3.10  [kernel.kallsyms]     [k] ctx_sched_in
     0.02%  python3.10  [kernel.kallsyms]     [k] perf_event_groups_insert
     0.02%  python3.10  libc.so.6             [.] __GI___strncasecmp_l_sse2
     0.02%  python3.10  libc.so.6             [.] parse_qtd_backslash
     0.01%  python3.10  [kernel.kallsyms]     [k] iterate_groups
     0.01%  python3.10  python3.10            [.] _PyObject_GenericSetAttrWithDict
     0.01%  python3.10  [kernel.kallsyms]     [k] arch_perf_update_userpage
     0.01%  python3.10  [kernel.kallsyms]     [k] x86_pmu_event_init
     0.01%  python3.10  python3.10            [.] 0x0000000000198e59
     0.01%  python3.10  python3.10            [.] _PyObject_GenericGetAttrWithDict
     0.01%  python3.10  python3.10            [.] _PyFunction_Vectorcall
     0.01%  python3.10  [kernel.kallsyms]     [k] __mutex_init
     0.01%  python3.10  [kernel.kallsyms]     [k] copy_process
     0.01%  python3.10  python3.10            [.] 0x00000000001434c6
     0.01%  python3.10  [kernel.kallsyms]     [k] blkcg_maybe_throttle_current
     0.01%  python3.10  [kernel.kallsyms]     [k] hsw_get_event_constraints
     0.01%  python3.10  [kernel.kallsyms]     [k] mutex_unlock
     0.01%  python3.10  [kernel.kallsyms]     [k] __update_load_avg_cfs_rq
     0.01%  python3.10  [kernel.kallsyms]     [k] alloc_pages
     0.01%  python3.10  [kernel.kallsyms]     [k] find_idlest_group
     0.01%  python3.10  [kernel.kallsyms]     [k] find_vma
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_pmu_nop_txn
     0.01%  python3.10  [kernel.kallsyms]     [k] x86_pmu_hw_config
     0.01%  python3.10  python3.10            [.] 0x0000000000122820
     0.01%  python3.10  python3.10            [.] 0x0000000000129eb7
     0.01%  python3.10  python3.10            [.] 0x000000000012a108
     0.01%  python3.10  python3.10            [.] 0x0000000000166597
     0.01%  python3.10  python3.10            [.] 0x0000000000167ae5
     0.01%  python3.10  [kernel.kallsyms]     [k] calc_timer_values
     0.01%  python3.10  python3.10            [.] PyThread_acquire_lock_timed
     0.01%  python3.10  [kernel.kallsyms]     [k] ___perf_sw_event
     0.01%  python3.10  [kernel.kallsyms]     [k] memcg_slab_post_alloc_hook
     0.01%  python3.10  python3.10            [.] 0x000000000018d75f
     0.01%  python3.10  python3.10            [.] 0x00000000002a5176
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_event_update_time
     0.01%  python3.10  ld-linux-x86-64.so.2  [.] _dl_check_all_versions
     0.01%  python3.10  python3.10            [.] 0x0000000000159b54
     0.01%  python3.10  [kernel.kallsyms]     [k] x86_reserve_hardware
     0.01%  python3.10  python3.10            [.] 0x000000000014361c
     0.01%  python3.10  [kernel.kallsyms]     [k] do_user_addr_fault
     0.01%  python3.10  [kernel.kallsyms]     [k] futex_wait_setup
     0.01%  python3.10  python3.10            [.] 0x00000000001434c3
     0.01%  python3.10  [kernel.kallsyms]     [k] syscall_return_via_sysret
