_id,userInputs,userID,sessionID,stationID,spaceID,siteID,clusterID,connectionTime,disconnectTime,kWhDelivered,doneChargingTime,timezone
5d86c0a5f9af8b1022a81861,,,2_39_79_379_2019-09-05 16:03:52.658537,2-39-79-379,CA-327,0002,0039,2019-09-05 09:03:53-07:00,2019-09-05 17:11:56-07:00,0.816,2019-09-05 12:39:22-07:00,America/Los_Angeles
5d86c0a5f9af8b1022a81862,"[{'userID': 1366, 'milesRequested': 20, 'WhPerMile': 600, 'minutesAvailable': 208, 'modifiedAt': 'Thu, 05 Sep 2019 16:09:37 GMT', 'paymentRequired': True, 'requestedDeparture': 'Thu, 05 Sep 2019 19:34:46 GMT', 'kWhRequested': 12.0}]",000001366,2_39_88_24_2019-09-05 16:06:45.608060,2-39-88-24,CA-314,0002,0039,2019-09-05 09:06:46-07:00,2019-09-05 14:51:46-07:00,4.893,2019-09-05 10:45:40-07:00,America/Los_Angeles
5d86c0a5f9af8b1022a81863,"[{'userID': 567, 'milesRequested': 20, 'WhPerMile': 333, 'minutesAvailable': 441, 'modifiedAt': 'Thu, 05 Sep 2019 16:13:06 GMT', 'paymentRequired': True, 'requestedDeparture': 'Thu, 05 Sep 2019 23:34:00 GMT', 'kWhRequested': 6.66}]",000000567,2_39_123_23_2019-09-05 16:12:59.826200,2-39-123-23,CA-313,0002,0039,2019-09-05 09:13:00-07:00,2019-09-05 19:16:59-07:00,4.163,2019-09-05 10:31:48-07:00,America/Los_Angeles
5d86c0a5f9af8b1022a81864,,,2_39_78_365_2019-09-05 16:18:12.424829,2-39-78-365,CA-321,0002,0039,2019-09-05 09:18:12-07:00,2019-09-05 18:38:01-07:00,0.886,2019-09-05 18:26:32-07:00,America/Los_Angeles
5d86c0a5f9af8b1022a81865,"[{'userID': 1912, 'milesRequested': 40, 'WhPerMile': 400, 'minutesAvailable': 373, 'modifiedAt': 'Thu, 05 Sep 2019 16:29:21 GMT', 'paymentRequired': True, 'requestedDeparture': 'Thu, 05 Sep 2019 22:42:18 GMT', 'kWhRequested': 16.0}]",000001912,2_39_90_26_2019-09-05 16:29:18.054866,2-39-90-26,CA-316,0002,0039,2019-09-05 09:29:18-07:00,2019-09-05 16:14:28-07:00,13.722,2019-09-05 12:15:39-07:00,America/Los_Angeles
5d86c0a5f9af8b1022a81866,"[{'userID': 714, 'milesRequested': 80, 'WhPerMile': 200, 'minutesAvailable': 458, 'modifiedAt': 'Thu, 05 Sep 2019 16:32:37 GMT', 'paymentRequired': True, 'requestedDeparture': 'Fri, 06 Sep 2019 00:10:09 GMT', 'kWhRequested': 16.0}]",000000714,2_39_79_376_2019-09-05 16:32:09.233696,2-39-79-376,CA-324,0002,0039,2019-09-05 09:32:09-07:00,2019-09-05 17:48:09-07:00,13.097,2019-09-05 12:52:15-07:00,America/Los_Angeles
5d86c0a5f9af8b1022a81867,"[{'userID': 324, 'milesRequested': 10, 'WhPerMile': 600, 'minutesAvailable': 150, 'modifiedAt': 'Thu, 05 Sep 2019 16:35:45 GMT', 'paymentRequired': True, 'requestedDeparture': 'Thu, 05 Sep 2019 19:05:22 GMT', 'kWhRequested': 6.0}]",000000324,2_39_92_436_2019-09-05 16:35:22.180310,2-39-92-436,CA-318,0002,0039,2019-09-05 09:35:22-07:00,2019-09-05 19:56:47-07:00,2.1906072222222224,2019-09-05 10:40:15-07:00,America/Los_Angeles
5d86c0a5f9af8b1022a81868,"[{'userID': 431, 'milesRequested': 50, 'WhPerMile': 300, 'minutesAvailable': 110, 'modifiedAt': 'Thu, 05 Sep 2019 16:42:32 GMT', 'paymentRequired': True, 'requestedDeparture': 'Thu, 05 Sep 2019 18:31:58 GMT', 'kWhRequested': 15.0}]",000000431,2_39_95_27_2019-09-05 16:41:58.143829,2-39-95-27,CA-319,0002,0039,2019-09-05 09:41:58-07:00,2019-09-05 11:28:46-07:00,10.267,2019-09-05 11:28:41-07:00,America/Los_Angeles
5d86c0a5f9af8b1022a81869,"[{'userID': 958, 'milesRequested': 100, 'WhPerMile': 200, 'minutesAvailable': 570, 'modifiedAt': 'Thu, 05 Sep 2019 17:07:44 GMT', 'paymentRequired': True, 'requestedDeparture': 'Fri, 06 Sep 2019 02:37:34 GMT', 'kWhRequested': 20.0}]",000000958,2_39_78_363_2019-09-05 17:07:34.261661,2-39-78-363,CA-320,0002,0039,2019-09-05 10:07:34-07:00,2019-09-05 19:06:03-07:00,12.812,2019-09-05 14:12:13-07:00,America/Los_Angeles
5d86c0a5f9af8b1022a8186a,"[{'userID': 1095, 'milesRequested': 30, 'WhPerMile': 469, 'minutesAvailable': 425, 'modifiedAt': 'Thu, 05 Sep 2019 17:09:15 GMT', 'paymentRequired': True, 'requestedDeparture': 'Fri, 06 Sep 2019 00:14:11 GMT', 'kWhRequested': 14.07}]",000001095,2_39_91_441_2019-09-05 17:09:11.369028,2-39-91-441,CA-499,0002,0039,2019-09-05 10:09:11-07:00,2019-09-05 18:10:02-07:00,10.148,2019-09-05 13:08:17-07:00,America/Los_Angeles
5d86c0a5f9af8b1022a8186b,"[{'userID': 891, 'milesRequested': 20, 'WhPerMile': 500, 'minutesAvailable': 304, 'modifiedAt': 'Thu, 05 Sep 2019 17:12:22 GMT', 'paymentRequired': True, 'requestedDeparture': 'Thu, 05 Sep 2019 22:16:17 GMT', 'kWhRequested': 10.0}]",000000891,2_39_78_360_2019-09-05 17:12:17.334673,2-39-78-360,CA-322,0002,0039,2019-09-05 10:12:17-07:00,2019-09-05 11:44:18-07:00,2.224,2019-09-05 11:34:42-07:00,America/Los_Angeles
5d86c0a5f9af8b1022a8186c,"[{'userID': 1526, 'milesRequested': 57, 'WhPerMile': 350, 'minutesAvailable': 403, 'modifiedAt': 'Thu, 05 Sep 2019 17:20:59 GMT', 'paymentRequired': True, 'requestedDeparture': 'Fri, 06 Sep 2019 00:03:58 GMT', 'kWhRequested': 19.95}]",000001526,2_39_78_364_2019-09-05 17:20:57.872654,2-39-78-364,CA-495,0002,0039,2019-09-05 10:20:58-07:00,2019-09-05 22:29:58-07:00,15.073,2019-09-05 15:01:41-07:00,America/Los_Angeles
5d86c0a5f9af8b1022a8186d,"[{'userID': 558, 'milesRequested': 70, 'WhPerMile': 200, 'minutesAvailable': 120, 'modifiedAt': 'Thu, 05 Sep 2019 17:24:31 GMT', 'paymentRequired': True, 'requestedDeparture': 'Thu, 05 Sep 2019 19:24:27 GMT', 'kWhRequested': 14.0}]",000000558,2_39_95_444_2019-09-05 17:24:27.351109,2-39-95-444,CA-497,0002,0039,2019-09-05 10:24:27-07:00,2019-09-05 19:16:04-07:00,12.374,2019-09-05 13:15:44-07:00,America/Los_Angeles
5d86c0a5f9af8b1022a8186e,"[{'userID': 1208, 'milesRequested': 200, 'WhPerMile': 400, 'minutesAvailable': 288, 'modifiedAt': 'Thu, 05 Sep 2019 17:30:45 GMT', 'paymentRequired': True, 'requestedDeparture': 'Thu, 05 Sep 2019 22:18:25 GMT', 'kWhRequested': 80.0}]",000001208,2_39_90_440_2019-09-05 17:30:24.613562,2-39-90-440,CA-500,0002,0039,2019-09-05 10:30:25-07:00,2019-09-05 17:30:10-07:00,46.15,2019-09-05 17:30:06-07:00,America/Los_Angeles
5d86c0a5f9af8b1022a8186f,"[{'userID': 2170, 'milesRequested': 60, 'WhPerMile': 357, 'minutesAvailable': 191, 'modifiedAt': 'Thu, 05 Sep 2019 17:35:35 GMT', 'paymentRequired': True, 'requestedDeparture': 'Thu, 05 Sep 2019 20:46:16 GMT', 'kWhRequested': 21.42}]",000002170,2_39_88_438_2019-09-05 17:35:16.006605,2-39-88-438,CA-502,0002,0039,2019-09-05 10:35:16-07:00,2019-09-05 18:20:52-07:00,6.265,2019-09-05 12:43:04-07:00,America/Los_Angeles
5d86c0a5f9af8b1022a81870,,,2_39_78_360_2019-09-05 18:44:57.410168,2-39-78-360,CA-322,0002,0039,2019-09-05 11:44:57-07:00,2019-09-05 17:55:19-07:00,1.0672296893661173,2019-09-05 11:43:57-07:00,America/Los_Angeles
5d86c0a5f9af8b1022a81871,"[{'userID': 562, 'milesRequested': 20, 'WhPerMile': 275, 'minutesAvailable': 226, 'modifiedAt': 'Thu, 05 Sep 2019 19:53:03 GMT', 'paymentRequired': True, 'requestedDeparture': 'Thu, 05 Sep 2019 23:38:35 GMT', 'kWhRequested': 5.5}]",000000562,2_39_124_22_2019-09-05 19:52:34.848675,2-39-124-22,CA-312,0002,0039,2019-09-05 12:52:35-07:00,2019-09-05 18:48:11-07:00,1.155,2019-09-05 13:23:39-07:00,America/Los_Angeles
5d86c0a5f9af8b1022a81872,"[{'userID': 1124, 'milesRequested': 20, 'WhPerMile': 450, 'minutesAvailable': 30, 'modifiedAt': 'Thu, 05 Sep 2019 19:59:14 GMT', 'paymentRequired': True, 'requestedDeparture': 'Thu, 05 Sep 2019 20:28:25 GMT', 'kWhRequested': 9.0}]",000001124,2_39_95_27_2019-09-05 19:58:24.950133,2-39-95-27,CA-319,0002,0039,2019-09-05 12:58:25-07:00,2019-09-05 18:43:57-07:00,6.568,2019-09-05 14:57:37-07:00,America/Los_Angeles
5d86c0a5f9af8b1022a81873,"[{'userID': 431, 'milesRequested': 20, 'WhPerMile': 300, 'minutesAvailable': 168, 'modifiedAt': 'Thu, 05 Sep 2019 20:15:25 GMT', 'paymentRequired': True, 'requestedDeparture': 'Thu, 05 Sep 2019 23:02:49 GMT', 'kWhRequested': 6.0}]",000000431,2_39_79_378_2019-09-05 20:14:48.747804,2-39-79-378,CA-326,0002,0039,2019-09-05 13:14:49-07:00,2019-09-05 16:54:58-07:00,2.785,2019-09-05 14:02:05-07:00,America/Los_Angeles
5d86c0a5f9af8b1022a81874,"[{'userID': 668, 'milesRequested': 20, 'WhPerMile': 425, 'minutesAvailable': 133, 'modifiedAt': 'Thu, 05 Sep 2019 20:49:50 GMT', 'paymentRequired': True, 'requestedDeparture': 'Thu, 05 Sep 2019 23:02:21 GMT', 'kWhRequested': 8.5}, {'userID': 668, 'milesRequested': 20, 'WhPerMile': 425, 'minutesAvailable': 139, 'modifiedAt': 'Fri, 06 Sep 2019 00:37:35 GMT', 'paymentRequired': True, 'requestedDeparture': 'Thu, 05 Sep 2019 23:08:21 GMT', 'kWhRequested': 8.5}]",000000668,2_39_78_361_2019-09-05 20:49:20.778134,2-39-78-361,CA-493,0002,0039,2019-09-05 13:49:21-07:00,2019-09-05 18:31:40-07:00,8.393,2019-09-05 18:31:01-07:00,America/Los_Angeles
5d86c0a5f9af8b1022a81875,"[{'userID': 3389, 'milesRequested': 20, 'WhPerMile': 400, 'minutesAvailable': 118, 'modifiedAt': 'Thu, 05 Sep 2019 22:40:55 GMT', 'paymentRequired': True, 'requestedDeparture': 'Fri, 06 Sep 2019 00:38:15 GMT', 'kWhRequested': 8.0}, {'userID': 3389, 'milesRequested': 20, 'WhPerMile': 400, 'minutesAvailable': 118, 'modifiedAt': 'Thu, 05 Sep 2019 23:41:56 GMT', 'paymentRequired': True, 'requestedDeparture': 'Fri, 06 Sep 2019 00:38:15 GMT', 'kWhRequested': 8.0}]",000003389,2_39_127_561_2019-09-05 22:40:15.363182,2-39-127-561,CA-507,0002,0039,2019-09-05 15:40:15-07:00,2019-09-05 18:18:40-07:00,3.439,2019-09-05 18:12:46-07:00,America/Los_Angeles
5d86c0a5f9af8b1022a81876,"[{'userID': 1082, 'milesRequested': 40, 'WhPerMile': 400, 'minutesAvailable': 291, 'modifiedAt': 'Thu, 05 Sep 2019 22:50:39 GMT', 'paymentRequired': True, 'requestedDeparture': 'Fri, 06 Sep 2019 03:41:14 GMT', 'kWhRequested': 16.0}]",000001082,2_39_91_437_2019-09-05 22:50:14.166076,2-39-91-437,CA-317,0002,0039,2019-09-05 15:50:14-07:00,2019-09-06 01:55:03-07:00,1.9715086111111113,2019-09-05 16:49:05-07:00,America/Los_Angeles
5d86c0a5f9af8b1022a81877,"[{'userID': 1746, 'milesRequested': 20, 'WhPerMile': 600, 'minutesAvailable': 108, 'modifiedAt': 'Thu, 05 Sep 2019 22:58:19 GMT', 'paymentRequired': True, 'requestedDeparture': 'Fri, 06 Sep 2019 00:45:07 GMT', 'kWhRequested': 12.0}]",000001746,2_39_88_24_2019-09-05 22:57:07.277622,2-39-88-24,CA-314,0002,0039,2019-09-05 15:57:07-07:00,2019-09-05 20:07:49-07:00,4.399,2019-09-05 17:32:48-07:00,America/Los_Angeles
5d86c0a5f9af8b1022a81878,"[{'userID': 1366, 'milesRequested': 20, 'WhPerMile': 600, 'minutesAvailable': 208, 'modifiedAt': 'Thu, 05 Sep 2019 23:22:39 GMT', 'paymentRequired': True, 'requestedDeparture': 'Fri, 06 Sep 2019 02:50:11 GMT', 'kWhRequested': 12.0}]",000001366,2_39_90_26_2019-09-05 23:22:11.413595,2-39-90-26,CA-316,0002,0039,2019-09-05 16:22:11-07:00,2019-09-05 17:03:13-07:00,2.216,2019-09-05 17:03:04-07:00,America/Los_Angeles
5d86c0a5f9af8b1022a81879,"[{'userID': 676, 'milesRequested': 60, 'WhPerMile': 364, 'minutesAvailable': 150, 'modifiedAt': 'Fri, 06 Sep 2019 02:15:56 GMT', 'paymentRequired': True, 'requestedDeparture': 'Fri, 06 Sep 2019 04:45:51 GMT', 'kWhRequested': 21.84}]",000000676,2_39_79_377_2019-09-06 02:15:50.724712,2-39-79-377,CA-325,0002,0039,2019-09-05 19:15:51-07:00,2019-09-05 19:45:48-07:00,1.268,2019-09-05 19:45:43-07:00,America/Los_Angeles
5d86c0a5f9af8b1022a8187a,"[{'userID': 1473, 'milesRequested': 60, 'WhPerMile': 400, 'minutesAvailable': 129, 'modifiedAt': 'Fri, 06 Sep 2019 02:23:19 GMT', 'paymentRequired': True, 'requestedDeparture': 'Fri, 06 Sep 2019 04:31:51 GMT', 'kWhRequested': 24.0}]",000001473,2_39_139_28_2019-09-06 02:22:50.796284,2-39-139-28,CA-303,0002,0039,2019-09-05 19:22:51-07:00,2019-09-05 20:21:10-07:00,5.824,2019-09-05 20:21:05-07:00,America/Los_Angeles
5d86c0a5f9af8b1022a8187b,"[{'userID': 1099, 'milesRequested': 80, 'WhPerMile': 438, 'minutesAvailable': 125, 'modifiedAt': 'Fri, 06 Sep 2019 02:53:42 GMT', 'paymentRequired': True, 'requestedDeparture': 'Fri, 06 Sep 2019 04:58:15 GMT', 'kWhRequested': 35.04}]",000001099,2_39_127_19_2019-09-06 02:53:15.170489,2-39-127-19,CA-309,0002,0039,2019-09-05 19:53:15-07:00,2019-09-05 22:32:12-07:00,13.205,2019-09-05 22:05:59-07:00,America/Los_Angeles
5d881225f9af8b15294a1716,"[{'userID': 676, 'milesRequested': 60, 'WhPerMile': 364, 'minutesAvailable': 720, 'modifiedAt': 'Fri, 06 Sep 2019 13:50:51 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sat, 07 Sep 2019 01:50:29 GMT', 'kWhRequested': 21.84}]",000000676,2_39_79_379_2019-09-06 13:50:28.641422,2-39-79-379,CA-327,0002,0039,2019-09-06 06:50:29-07:00,2019-09-06 19:31:53-07:00,16.585,2019-09-06 17:04:25-07:00,America/Los_Angeles
5d881225f9af8b15294a1717,,,2_39_78_366_2019-09-06 14:41:23.924913,2-39-78-366,CA-323,0002,0039,2019-09-06 07:41:24-07:00,2019-09-06 16:09:04-07:00,0.862,2019-09-06 15:25:06-07:00,America/Los_Angeles
5d881225f9af8b15294a1718,"[{'userID': 1164, 'milesRequested': 20, 'WhPerMile': 525, 'minutesAvailable': 236, 'modifiedAt': 'Fri, 06 Sep 2019 14:53:10 GMT', 'paymentRequired': True, 'requestedDeparture': 'Fri, 06 Sep 2019 18:48:55 GMT', 'kWhRequested': 10.5}]",000001164,2_39_79_383_2019-09-06 14:52:55.249010,2-39-79-383,CA-492,0002,0039,2019-09-06 07:52:55-07:00,2019-09-06 18:03:52-07:00,6.455,2019-09-06 10:49:16-07:00,America/Los_Angeles
5d881225f9af8b15294a1719,"[{'userID': 2461, 'milesRequested': 30, 'WhPerMile': 400, 'minutesAvailable': 286, 'modifiedAt': 'Fri, 06 Sep 2019 15:16:11 GMT', 'paymentRequired': True, 'requestedDeparture': 'Fri, 06 Sep 2019 20:02:11 GMT', 'kWhRequested': 12.0}]",000002461,2_39_91_437_2019-09-06 15:15:57.374939,2-39-91-437,CA-317,0002,0039,2019-09-06 08:16:11-07:00,2019-09-06 11:36:42-07:00,7.492,2019-09-06 09:29:56-07:00,America/Los_Angeles
5d881225f9af8b15294a171a,"[{'userID': 632, 'milesRequested': 40, 'WhPerMile': 400, 'minutesAvailable': 252, 'modifiedAt': 'Fri, 06 Sep 2019 15:18:31 GMT', 'paymentRequired': True, 'requestedDeparture': 'Fri, 06 Sep 2019 19:29:43 GMT', 'kWhRequested': 16.0}]",000000632,2_39_79_382_2019-09-06 15:17:42.839693,2-39-79-382,CA-491,0002,0039,2019-09-06 08:17:43-07:00,2019-09-06 19:23:53-07:00,15.185,2019-09-06 18:33:30-07:00,America/Los_Angeles
5d881225f9af8b15294a171b,,,2_39_79_377_2019-09-06 15:36:15.191478,2-39-79-377,CA-325,0002,0039,2019-09-06 08:36:15-07:00,2019-09-06 13:22:37-07:00,1.056,2019-09-06 11:20:22-07:00,America/Los_Angeles
5d881225f9af8b15294a171c,"[{'userID': 1470, 'milesRequested': 90, 'WhPerMile': 292, 'minutesAvailable': 381, 'modifiedAt': 'Fri, 06 Sep 2019 15:40:06 GMT', 'paymentRequired': True, 'requestedDeparture': 'Fri, 06 Sep 2019 21:59:30 GMT', 'kWhRequested': 26.28}]",000001470,2_39_79_381_2019-09-06 15:38:30.163781,2-39-79-381,CA-490,0002,0039,2019-09-06 08:38:30-07:00,2019-09-06 16:51:44-07:00,8.393,2019-09-06 12:05:38-07:00,America/Los_Angeles
5d881225f9af8b15294a171d,"[{'userID': 562, 'milesRequested': 20, 'WhPerMile': 275, 'minutesAvailable': 226, 'modifiedAt': 'Fri, 06 Sep 2019 15:40:48 GMT', 'paymentRequired': True, 'requestedDeparture': 'Fri, 06 Sep 2019 19:26:24 GMT', 'kWhRequested': 5.5}]",000000562,2_39_129_17_2019-09-06 15:40:23.849730,2-39-129-17,CA-307,0002,0039,2019-09-06 08:40:24-07:00,2019-09-06 11:24:44-07:00,4.328,2019-09-06 10:10:27-07:00,America/Los_Angeles
5d881225f9af8b15294a171e,"[{'userID': 1534, 'milesRequested': 20, 'WhPerMile': 250, 'minutesAvailable': 404, 'modifiedAt': 'Fri, 06 Sep 2019 15:49:27 GMT', 'paymentRequired': True, 'requestedDeparture': 'Fri, 06 Sep 2019 22:33:21 GMT', 'kWhRequested': 5.0}]",000001534,2_39_124_558_2019-09-06 15:49:21.249964,2-39-124-558,CA-504,0002,0039,2019-09-06 08:49:21-07:00,2019-09-06 18:07:50-07:00,4.375,2019-09-06 15:39:36-07:00,America/Los_Angeles
5d881225f9af8b15294a171f,"[{'userID': 431, 'milesRequested': 30, 'WhPerMile': 300, 'minutesAvailable': 77, 'modifiedAt': 'Fri, 06 Sep 2019 15:53:33 GMT', 'paymentRequired': True, 'requestedDeparture': 'Fri, 06 Sep 2019 17:10:08 GMT', 'kWhRequested': 9.0}]",000000431,2_39_95_27_2019-09-06 15:53:08.295671,2-39-95-27,CA-319,0002,0039,2019-09-06 08:53:08-07:00,2019-09-06 10:18:49-07:00,8.585,2019-09-06 10:18:45-07:00,America/Los_Angeles
5d881225f9af8b15294a1720,"[{'userID': 1083, 'milesRequested': 20, 'WhPerMile': 400, 'minutesAvailable': 97, 'modifiedAt': 'Fri, 06 Sep 2019 15:54:44 GMT', 'paymentRequired': True, 'requestedDeparture': 'Fri, 06 Sep 2019 17:31:26 GMT', 'kWhRequested': 8.0}]",000001083,2_39_79_376_2019-09-06 15:54:26.248211,2-39-79-376,CA-324,0002,0039,2019-09-06 08:54:26-07:00,2019-09-06 10:41:22-07:00,4.816,2019-09-06 10:41:17-07:00,America/Los_Angeles
5d881225f9af8b15294a1721,"[{'userID': 559, 'milesRequested': 40, 'WhPerMile': 278, 'minutesAvailable': 234, 'modifiedAt': 'Fri, 06 Sep 2019 16:08:51 GMT', 'paymentRequired': True, 'requestedDeparture': 'Fri, 06 Sep 2019 20:02:05 GMT', 'kWhRequested': 11.12}]",000000559,2_39_78_360_2019-09-06 16:08:04.615267,2-39-78-360,CA-322,0002,0039,2019-09-06 09:08:05-07:00,2019-09-06 16:25:19-07:00,8.184,2019-09-06 12:40:41-07:00,America/Los_Angeles
