# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 27K of event 'cycles'
# Event count (approx.): 13263806617
#
# Overhead  Command     Shared Object      Symbol                                     
# ........  ..........  .................  ...........................................
#
     0.24%  :1964149    python3.10         [.] 0x000000000015b506
     0.23%  :1964149    python3.10         [.] 0x00000000001215a3
     0.22%  python3.10  python3.10         [.] 0x00000000001215dc
     0.21%  python3.10  python3.10         [.] 0x00000000001215cb
     0.21%  :1964149    python3.10         [.] 0x00000000001215ab
     0.21%  :1964149    python3.10         [.] 0x0000000000121737
     0.21%  python3.10  python3.10         [.] 0x00000000001215ab
     0.20%  :1964149    python3.10         [.] 0x000000000015b500
     0.19%  :1964149    python3.10         [.] 0x0000000000121679
     0.18%  :1964149    python3.10         [.] 0x0000000000179be6
     0.17%  :1964149    python3.10         [.] 0x000000000012167d
     0.17%  :1964149    python3.10         [.] 0x000000000012159d
     0.17%  python3.10  python3.10         [.] 0x000000000012159d
     0.16%  :1964149    python3.10         [.] 0x0000000000121594
     0.16%  :1964149    python3.10         [.] 0x0000000000121653
     0.15%  :1964149    python3.10         [.] 0x0000000000179c42
     0.15%  :1964149    python3.10         [.] 0x0000000000179c46
     0.15%  python3.10  python3.10         [.] 0x00000000001215e9
     0.15%  :1964149    python3.10         [.] 0x0000000000173d50
     0.14%  :1964149    python3.10         [.] 0x00000000001215cb
     0.14%  python3.10  python3.10         [.] 0x00000000001215a7
     0.13%  :1964149    python3.10         [.] 0x0000000000179be0
     0.13%  :1964149    python3.10         [.] 0x0000000000121616
     0.13%  :1964149    python3.10         [.] 0x000000000015b537
     0.12%  :1964149    python3.10         [.] 0x0000000000179c56
     0.12%  :1964149    python3.10         [.] 0x00000000001215dc
     0.12%  :1964149    python3.10         [.] 0x0000000000121734
     0.12%  :1964149    python3.10         [.] 0x000000000012160f
     0.12%  :1964149    python3.10         [.] 0x0000000000173d58
     0.12%  :1964149    python3.10         [.] 0x000000000012167b
     0.12%  python3.10  python3.10         [.] 0x0000000000121616
     0.11%  :1964149    python3.10         [.] 0x0000000000121635
     0.11%  python3.10  python3.10         [.] 0x0000000000121679
     0.11%  python3.10  python3.10         [.] 0x00000000001215a2
     0.11%  :1964149    python3.10         [.] 0x00000000001215a7
     0.11%  :1964149    python3.10         [.] 0x00000000001215e5
     0.11%  :1964149    python3.10         [.] 0x0000000000121638
     0.10%  :1964149    python3.10         [.] 0x0000000000121667
     0.10%  :1964149    python3.10         [.] 0x0000000000121628
     0.10%  :1964149    python3.10         [.] 0x0000000000121599
     0.10%  python3.10  python3.10         [.] 0x00000000001215e2
     0.10%  python3.10  python3.10         [.] 0x000000000012160f
     0.10%  python3.10  python3.10         [.] 0x0000000000121599
     0.10%  :1964149    python3.10         [.] 0x0000000000121600
     0.09%  :1964149    python3.10         [.] 0x0000000000179c15
     0.09%  python3.10  python3.10         [.] 0x0000000000121594
     0.09%  python3.10  [kernel.kallsyms]  [k] psi_group_change
     0.09%  :1964149    python3.10         [.] 0x00000000001215e9
     0.08%  python3.10  python3.10         [.] 0x00000000001215e5
     0.08%  :1964149    python3.10         [.] 0x000000000015b520
     0.08%  :1964149    python3.10         [.] 0x0000000000121740
     0.08%  :1964149    python3.10         [.] 0x000000000015b541
     0.08%  python3.10  python3.10         [.] 0x00000000001215d8
     0.08%  :1964149    python3.10         [.] 0x00000000001215bc
     0.07%  :1964149    python3.10         [.] 0x0000000000179be8
     0.07%  :1964149    python3.10         [.] 0x000000000015b504
     0.07%  python3.10  python3.10         [.] 0x0000000000121677
     0.07%  :1964149    python3.10         [.] 0x00000000001215d8
     0.07%  :1964149    python3.10         [.] 0x000000000015b56e
     0.07%  :1964149    python3.10         [.] 0x0000000000179c21
     0.07%  :1964149    python3.10         [.] 0x0000000000173d54
     0.07%  python3.10  python3.10         [.] 0x00000000001215bc
     0.06%  :1964149    python3.10         [.] 0x00000000001215a2
     0.06%  python3.10  python3.10         [.] 0x0000000000121600
     0.06%  :1964149    python3.10         [.] 0x00000000001215e2
     0.06%  python3.10  python3.10         [.] 0x000000000012166e
     0.06%  :1964149    python3.10         [.] 0x000000000015b50a
     0.06%  :1964149    python3.10         [.] 0x0000000000179c5a
     0.06%  python3.10  python3.10         [.] 0x000000000012167b
     0.06%  :1964149    python3.10         [.] 0x000000000015b557
     0.06%  :1964149    python3.10         [.] 0x000000000015b50b
     0.05%  :1964149    [kernel.kallsyms]  [k] psi_group_change
     0.05%  :1964149    python3.10         [.] 0x0000000000179c2e
     0.05%  python3.10  python3.10         [.] 0x000000000012167f
     0.05%  :1964149    python3.10         [.] 0x0000000000179c13
     0.05%  :1964149    python3.10         [.] 0x0000000000179c02
     0.05%  :1964149    python3.10         [.] 0x00000000001215ed
     0.05%  :1964149    python3.10         [.] 0x0000000000121677
     0.05%  :1964149    python3.10         [.] 0x000000000012167f
     0.05%  :1964149    python3.10         [.] 0x0000000000179be4
     0.05%  :1964149    python3.10         [.] 0x0000000000179c0e
     0.05%  :1964149    python3.10         [.] 0x000000000015b568
     0.05%  :1964149    python3.10         [.] 0x000000000015b509
     0.04%  :1964149    python3.10         [.] 0x0000000000179bee
     0.04%  :1964149    python3.10         [.] 0x0000000000121660
     0.04%  python3.10  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.04%  python3.10  python3.10         [.] 0x00000000001215b2
     0.04%  :1964149    python3.10         [.] 0x0000000000121675
     0.04%  :1964149    python3.10         [.] 0x000000000015b50e
     0.03%  :1964149    [kernel.kallsyms]  [k] syscall_exit_to_user_mode
     0.03%  :1964149    python3.10         [.] 0x0000000000121754
     0.03%  python3.10  python3.10         [.] 0x00000000001215c8
     0.03%  :1964149    python3.10         [.] 0x00000000001215b2
     0.03%  :1964149    python3.10         [.] 0x00000000001215a6
     0.03%  :1964149    python3.10         [.] 0x0000000000121749
     0.03%  :1964149    python3.10         [.] 0x00000000001215c0
     0.03%  python3.10  python3.10         [.] _PyObject_GenericGetAttrWithDict
     0.03%  python3.10  python3.10         [.] 0x00000000001215a6
     0.03%  :1964149    python3.10         [.] 0x0000000000179be9
     0.03%  :1964149    [kernel.kallsyms]  [k] error_entry
     0.03%  :1964149    python3.10         [.] 0x0000000000179c0b
     0.03%  :1964149    python3.10         [.] 0x000000000012164e
     0.03%  :1964149    python3.10         [.] 0x0000000000121751
     0.03%  :1964149    python3.10         [.] 0x000000000012166e
     0.03%  python3.10  [kernel.kallsyms]  [k] memset_erms
     0.03%  python3.10  [kernel.kallsyms]  [k] syscall_exit_to_user_mode
     0.03%  :1964149    python3.10         [.] 0x000000000015b53b
     0.02%  python3.10  python3.10         [.] 0x000000000017a8e0
     0.02%  :1964149    python3.10         [.] 0x0000000000179c25
     0.02%  :1964149    python3.10         [.] 0x00000000001215a0
     0.02%  python3.10  [kernel.kallsyms]  [k] _raw_spin_lock
     0.02%  python3.10  libc.so.6          [.] ____wcstold_l_internal
     0.02%  python3.10  [kernel.kallsyms]  [k] error_entry
     0.02%  python3.10  [kernel.kallsyms]  [k] event_sched_in
     0.02%  :1964149    [kernel.kallsyms]  [k] rb_next
     0.02%  :1964149    python3.10         [.] 0x00000000001215c8
     0.02%  python3.10  [kernel.kallsyms]  [k] __irqentry_text_end
     0.02%  :1964149    python3.10         [.] 0x0000000000179bea
     0.02%  python3.10  [kernel.kallsyms]  [k] perf_event_alloc
     0.02%  python3.10  python3.10         [.] _PyObject_MakeTpCall
     0.02%  python3.10  [kernel.kallsyms]  [k] pick_next_task_fair
     0.02%  python3.10  python3.10         [.] _PyObject_GetMethod
     0.02%  python3.10  python3.10         [.] _PyObject_LookupSpecial
     0.02%  :1964149    python3.10         [.] 0x0000000000121757
     0.02%  python3.10  [kernel.kallsyms]  [k] __cond_resched
     0.02%  python3.10  [kernel.kallsyms]  [k] native_read_msr
     0.02%  :1964149    python3.10         [.] 0x0000000000179c3b
     0.02%  :1964149    python3.10         [.] 0x000000000012162c
     0.02%  :1964149    python3.10         [.] 0x000000000015b519
     0.02%  python3.10  [kernel.kallsyms]  [k] native_write_msr_safe
     0.02%  python3.10  [kernel.kallsyms]  [k] perf_log_itrace_start
     0.02%  python3.10  [kernel.kallsyms]  [k] futex_wake
     0.02%  python3.10  python3.10         [.] _PyUnicodeWriter_PrepareInternal
     0.01%  python3.10  [kernel.kallsyms]  [k] cpumask_next
     0.01%  python3.10  python3.10         [.] 0x00000000001215c0
     0.01%  :1964149    [kernel.kallsyms]  [k] __update_load_avg_se
     0.01%  python3.10  [kernel.kallsyms]  [k] visit_groups_merge.constprop.0.isra.0
     0.01%  python3.10  python3.10         [.] 0x00000000001215df
     0.01%  python3.10  [kernel.kallsyms]  [k] kmem_cache_alloc_node_trace
     0.01%  python3.10  libc.so.6          [.] ____wcstof_l_internal
     0.01%  python3.10  [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     0.01%  python3.10  python3.10         [.] 0x0000000000121734
     0.01%  :1964149    python3.10         [.] 0x000000000015b53e
     0.01%  :1964149    [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_iterate_ctx
     0.01%  :1964149    [kernel.kallsyms]  [k] syscall_return_via_sysret
     0.01%  :1964149    [kernel.kallsyms]  [k] dequeue_task_fair
     0.01%  python3.10  [kernel.kallsyms]  [k] __update_load_avg_cfs_rq
     0.01%  :1964149    [kernel.kallsyms]  [k] psi_task_switch
     0.01%  python3.10  python3.10         [.] 0x00000000001566df
     0.01%  python3.10  [kernel.kallsyms]  [k] irqentry_exit_to_user_mode
     0.01%  :1964149    python3.10         [.] 0x0000000000179c38
     0.01%  :1964149    python3.10         [.] 0x000000000015b54b
     0.01%  python3.10  [kernel.kallsyms]  [k] __calc_delta
     0.01%  :1964149    python3.10         [.] 0x0000000000179bfe
     0.01%  :1964149    [kernel.kallsyms]  [k] read_tsc
     0.01%  :1964149    [kernel.kallsyms]  [k] __schedule
     0.01%  python3.10  [kernel.kallsyms]  [k] enqueue_entity
     0.01%  :1964149    [kernel.kallsyms]  [k] __perf_event_task_sched_in
     0.01%  :1964149    python3.10         [.] 0x000000000015b512
     0.01%  python3.10  [kernel.kallsyms]  [k] zap_pte_range
     0.01%  :1964149    libc.so.6          [.] re_compile_internal
     0.01%  python3.10  [kernel.kallsyms]  [k] update_curr
     0.01%  python3.10  [kernel.kallsyms]  [k] try_to_wake_up
     0.01%  :1964149    python3.10         [.] PyLong_FromString
     0.01%  :1964149    [kernel.kallsyms]  [k] futex_wake
     0.01%  :1964149    [kernel.kallsyms]  [k] enqueue_entity
     0.01%  :1964149    python3.10         [.] _PyObject_LookupSpecial
     0.01%  python3.10  [kernel.kallsyms]  [k] mutex_unlock
     0.01%  python3.10  [kernel.kallsyms]  [k] memcg_slab_free_hook
     0.01%  python3.10  python3.10         [.] PyObject_Format
     0.01%  python3.10  [kernel.kallsyms]  [k] get_obj_cgroup_from_current
     0.01%  :1964149    python3.10         [.] _PyObject_GetMethod
     0.01%  python3.10  python3.10         [.] 0x000000000020bef5
     0.01%  python3.10  python3.10         [.] _PyUnicode_InsertThousandsGrouping
     0.01%  python3.10  python3.10         [.] 0x0000000000188da5
     0.01%  python3.10  libc.so.6          [.] __strcat_ssse3
     0.01%  python3.10  [kernel.kallsyms]  [k] asm_sysvec_call_function_single
     0.01%  python3.10  python3.10         [.] 0x000000000011d4fc
     0.01%  python3.10  [kernel.kallsyms]  [k] x86_pmu_disable
     0.01%  python3.10  [kernel.kallsyms]  [k] update_load_avg
     0.01%  python3.10  [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.01%  :1964149    python3.10         [.] 0x000000000015b55d
     0.01%  :1964149    [kernel.kallsyms]  [k] native_write_msr
     0.01%  python3.10  python3.10         [.] 0x000000000017956a
     0.01%  python3.10  python3.10         [.] 0x00000000001434c6
     0.01%  python3.10  python3.10         [.] 0x00000000001598e3
     0.01%  python3.10  [kernel.kallsyms]  [k] __schedule
     0.01%  python3.10  python3.10         [.] 0x000000000012d1da
     0.01%  :1964149    [kernel.kallsyms]  [k] irqentry_exit_to_user_mode
     0.01%  :1964149    [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.01%  python3.10  [kernel.kallsyms]  [k] sched_slice
     0.01%  :1964149    python3.10         [.] 0x0000000000179c57
     0.01%  python3.10  [kernel.kallsyms]  [k] error_return
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_event_groups_first
     0.01%  python3.10  [kernel.kallsyms]  [k] rb_insert_color
     0.01%  :1964149    python3.10         [.] 0x000000000012175a
     0.01%  python3.10  [kernel.kallsyms]  [k] do_wp_page
     0.01%  python3.10  python3.10         [.] 0x000000000012d084
     0.01%  :1964149    [kernel.kallsyms]  [k] enqueue_task
     0.01%  :1964149    [kernel.kallsyms]  [k] hrtimer_try_to_cancel.part.0
     0.01%  python3.10  [kernel.kallsyms]  [k] __local_bh_enable_ip
     0.01%  python3.10  [kernel.kallsyms]  [k] do_syscall_64
     0.01%  python3.10  [kernel.kallsyms]  [k] sched_change_group
     0.01%  python3.10  python3.10         [.] 0x0000000000129cc0
     0.01%  python3.10  python3.10         [.] 0x0000000000143407
     0.01%  python3.10  python3.10         [.] 0x000000000028a73b
     0.01%  :1964149    [kernel.kallsyms]  [k] prepare_task_switch
     0.01%  :1964149    python3.10         [.] 0x0000000000179c5c
     0.01%  python3.10  python3.10         [.] 0x0000000000121672
     0.01%  :1964149    [kernel.kallsyms]  [k] switch_fpu_return
     0.01%  :1964149    [kernel.kallsyms]  [k] native_sched_clock
     0.01%  python3.10  [kernel.kallsyms]  [k] psi_task_change
     0.01%  :1964149    [kernel.kallsyms]  [k] sync_regs
     0.01%  :1964149    python3.10         [.] _PyUnicode_InsertThousandsGrouping
     0.01%  :1964149    python3.10         [.] 0x00000000001215df
     0.01%  python3.10  [kernel.kallsyms]  [k] __hrtimer_run_queues
     0.01%  :1964149    libc.so.6          [.] ____wcstof_l_internal
     0.01%  :1964149    libc.so.6          [.] __strcat_ssse3
     0.01%  python3.10  [kernel.kallsyms]  [k] task_h_load
     0.01%  python3.10  [kernel.kallsyms]  [k] copy_page
     0.01%  :1964149    python3.10         [.] 0x0000000000121641
     0.01%  python3.10  [kernel.kallsyms]  [k] select_idle_sibling
     0.01%  :1964149    [kernel.kallsyms]  [k] merge_sched_in
     0.01%  :1964149    [kernel.kallsyms]  [k] __ksize
     0.01%  python3.10  [kernel.kallsyms]  [k] native_write_msr
     0.01%  :1964149    [kernel.kallsyms]  [k] iterate_groups
     0.01%  python3.10  [kernel.kallsyms]  [k] restore_fpregs_from_fpstate
     0.01%  :1964149    [kernel.kallsyms]  [k] ___perf_sw_event
     0.01%  python3.10  [kernel.kallsyms]  [k] syscall_return_via_sysret
     0.01%  :1964149    python3.10         [.] 0x0000000000179c18
     0.01%  python3.10  libc.so.6          [.] __GI___strncasecmp_l_sse2
     0.01%  python3.10  [kernel.kallsyms]  [k] mark_wake_futex
     0.01%  python3.10  [kernel.kallsyms]  [k] __get_user_nocheck_4
     0.01%  :1964149    [vdso]             [.] 0x00000000000007b0
     0.01%  :1964149    libc.so.6          [.] __GI___pthread_self
     0.01%  python3.10  [kernel.kallsyms]  [k] ctx_sched_in
     0.01%  python3.10  python3.10         [.] 0x00000000001215ed
     0.01%  :1964149    python3.10         [.] 0x0000000000287064
     0.01%  :1964149    [kernel.kallsyms]  [k] visit_groups_merge.constprop.0.isra.0
     0.01%  python3.10  [kernel.kallsyms]  [k] pick_next_task
     0.01%  python3.10  [kernel.kallsyms]  [k] irq_exit_rcu
     0.01%  :1964149    [kernel.kallsyms]  [k] tcp_ack
     0.01%  :1964149    python3.10         [.] 0x000000000030e43f
     0.01%  python3.10  python3.10         [.] 0x000000000015b541
     0.01%  python3.10  [kernel.kallsyms]  [k] kfree
     0.01%  python3.10  [kernel.kallsyms]  [k] __perf_event_task_sched_in
     0.01%  python3.10  [kernel.kallsyms]  [k] __update_load_avg_se
     0.01%  python3.10  [kernel.kallsyms]  [k] merge_sched_in
     0.01%  python3.10  [kernel.kallsyms]  [k] __srcu_read_lock
     0.01%  python3.10  [kernel.kallsyms]  [k] allocate_fake_cpuc
     0.01%  python3.10  [kernel.kallsyms]  [k] x86_pmu_hw_config
     0.01%  python3.10  python3.10         [.] PyObject_Call
     0.01%  python3.10  python3.10         [.] PyUnicode_FromFormatV
     0.01%  python3.10  python3.10         [.] 0x000000000012e0f2
     0.01%  python3.10  python3.10         [.] 0x0000000000151eed
     0.01%  python3.10  python3.10         [.] 0x000000000016ac52
     0.01%  python3.10  python3.10         [.] 0x0000000000188932
     0.01%  python3.10  [kernel.kallsyms]  [k] update_rq_clock
     0.01%  python3.10  [kernel.kallsyms]  [k] task_active_pid_ns
     0.01%  python3.10  python3.10         [.] 0x000000000015effa
     0.01%  python3.10  python3.10         [.] 0x00000000001732de
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_event_update_time
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_swevent_add
     0.01%  python3.10  [kernel.kallsyms]  [k] kmem_cache_free
     0.01%  :1964149    python3.10         [.] 0x000000000015b21b
     0.01%  :1964149    python3.10         [.] PyObject_GetIter
     0.01%  python3.10  [kernel.kallsyms]  [k] zap_page_range
     0.01%  python3.10  python3.10         [.] 0x00000000002069ad
     0.01%  :1964149    python3.10         [.] 0x000000000017bffc
     0.01%  python3.10  python3.10         [.] PyBool_FromLong
     0.01%  python3.10  [kernel.kallsyms]  [k] find_vma_prev
     0.01%  python3.10  [kernel.kallsyms]  [k] ktime_get
     0.01%  python3.10  [kernel.kallsyms]  [k] rmqueue
     0.01%  python3.10  [kernel.kallsyms]  [k] rseq_ip_fixup
     0.01%  python3.10  libc.so.6          [.] 0x00000000001a0940
     0.01%  python3.10  libc.so.6          [.] 0x00000000001a09c5
     0.01%  python3.10  python3.10         [.] PyUnicode_New
     0.01%  python3.10  python3.10         [.] _PyUnicode_JoinArray
     0.01%  python3.10  python3.10         [.] 0x000000000011d550
     0.01%  python3.10  python3.10         [.] 0x0000000000122930
     0.01%  python3.10  python3.10         [.] 0x0000000000137b05
     0.01%  python3.10  python3.10         [.] 0x000000000017958b
     0.01%  python3.10  python3.10         [.] 0x000000000017c3ef
     0.01%  python3.10  python3.10         [.] 0x000000000017f8c2
     0.01%  python3.10  python3.10         [.] 0x0000000000188d03
     0.01%  python3.10  python3.10         [.] 0x0000000000188d12
     0.01%  python3.10  python3.10         [.] 0x0000000000188dd7
     0.01%  python3.10  python3.10         [.] 0x0000000000188e69
     0.01%  python3.10  python3.10         [.] 0x000000000018c0a4
     0.01%  python3.10  python3.10         [.] 0x000000000018d155
     0.01%  python3.10  python3.10         [.] 0x000000000018d169
     0.01%  python3.10  python3.10         [.] 0x000000000018d59d
     0.01%  python3.10  python3.10         [.] 0x000000000018d75d
     0.01%  python3.10  python3.10         [.] 0x00000000001d48d5
     0.01%  python3.10  python3.10         [.] 0x0000000000206556
     0.01%  python3.10  python3.10         [.] 0x0000000000206970
     0.01%  python3.10  python3.10         [.] 0x0000000000206a20
     0.01%  python3.10  python3.10         [.] 0x0000000000206a23
     0.01%  python3.10  python3.10         [.] 0x0000000000296faa
     0.01%  python3.10  python3.10         [.] 0x00000000002b39cc
     0.01%  python3.10  python3.10         [.] 0x00000000002b69fa
     0.01%  python3.10  python3.10         [.] 0x0000000000137a60
     0.01%  python3.10  [kernel.kallsyms]  [k] update_cfs_group
     0.01%  :1964149    python3.10         [.] 0x000000000029b3cf
     0.01%  python3.10  [kernel.kallsyms]  [k] hrtimer_interrupt
     0.01%  :1964149    [kernel.kallsyms]  [k] __copy_skb_header
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_adjust_freq_unthr_context
     0.01%  :1964149    [kernel.kallsyms]  [k] arch_scale_freq_tick
     0.01%  python3.10  python3.10         [.] 0x00000000001736e4
     0.01%  python3.10  [kernel.kallsyms]  [k] __handle_mm_fault
     0.01%  python3.10  [kernel.kallsyms]  [k] intel_pebs_constraints
     0.01%  python3.10  [kernel.kallsyms]  [k] kmem_cache_alloc_trace
     0.01%  python3.10  [kernel.kallsyms]  [k] mprotect_fixup
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_event_update_userpage
     0.01%  python3.10  [kernel.kallsyms]  [k] prepare_task_switch
     0.01%  python3.10  [kernel.kallsyms]  [k] should_failslab
     0.01%  python3.10  [kernel.kallsyms]  [k] task_rq_lock
     0.01%  python3.10  [kernel.kallsyms]  [k] unmapped_area_topdown
     0.01%  python3.10  libc.so.6          [.] __memmove_sse2_unaligned_erms
     0.01%  python3.10  python3.10         [.] _PyObject_GenericSetAttrWithDict
     0.01%  python3.10  python3.10         [.] _PyType_Lookup
     0.01%  python3.10  python3.10         [.] 0x0000000000152275
     0.01%  python3.10  python3.10         [.] 0x0000000000172b7b
     0.00%  python3.10  [vdso]             [.] 0x00000000000006e8
     0.00%  :1964149    [kernel.kallsyms]  [k] tcp_parse_md5sig_option
     0.00%  :1964149    python3.10         [.] 0x0000000000127ea0
     0.00%  :1964149    python3.10         [.] 0x00000000002942ff
     0.00%  :1964149    [kernel.kallsyms]  [k] ctx_sched_in
     0.00%  :1964149    python3.10         [.] 0x00000000001228ac
     0.00%  :1964149    python3.10         [.] 0x0000000000294eb9
     0.00%  :1964149    [kernel.kallsyms]  [k] ttwu_do_activate
     0.00%  python3.10  [kernel.kallsyms]  [k] __memcg_kmem_charge_page
     0.00%  python3.10  [kernel.kallsyms]  [k] __mod_lruvec_page_state
     0.00%  python3.10  [kernel.kallsyms]  [k] alloc_vmap_area
     0.00%  python3.10  [kernel.kallsyms]  [k] copy_process
     0.00%  python3.10  [kernel.kallsyms]  [k] enqueue_task
     0.00%  python3.10  [kernel.kallsyms]  [k] inherit_event.constprop.0
     0.00%  python3.10  [kernel.kallsyms]  [k] intel_put_event_constraints
     0.00%  python3.10  [kernel.kallsyms]  [k] kmem_cache_alloc_node
     0.00%  python3.10  [kernel.kallsyms]  [k] proc_fork_connector
     0.00%  python3.10  [kernel.kallsyms]  [k] rb_next
     0.00%  python3.10  python3.10         [.] PyObject_SetAttr
     0.00%  python3.10  python3.10         [.] 0x00000000001225cf
     0.00%  python3.10  python3.10         [.] 0x00000000001435e1
     0.00%  python3.10  python3.10         [.] 0x000000000015bb43
     0.00%  python3.10  python3.10         [.] 0x000000000016a34d
     0.00%  python3.10  python3.10         [.] 0x000000000028e0a9
     0.00%  python3.10  libc.so.6          [.] ____wcstod_l_internal
     0.00%  python3.10  python3.10         [.] 0x000000000012e078
     0.00%  python3.10  python3.10         [.] 0x000000000012bd50
     0.00%  :1964149    [kernel.kallsyms]  [k] therm_throt_process
     0.00%  python3.10  [kernel.kallsyms]  [k] __intel_pmu_enable_all.constprop.0
     0.00%  python3.10  python3.10         [.] 0x000000000017c386
     0.00%  python3.10  python3.10         [.] 0x000000000012e07f
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_event_context_sched_out
     0.00%  python3.10  [kernel.kallsyms]  [k] pick_next_entity
     0.00%  :1964149    python3.10         [.] 0x0000000000206a23
     0.00%  :1964149    [kernel.kallsyms]  [k] __calc_delta
     0.00%  python3.10  [kernel.kallsyms]  [k] read_tsc
     0.00%  :1964149    [kernel.kallsyms]  [k] kmem_cache_alloc_node
     0.00%  python3.10  [kernel.kallsyms]  [k] exit_to_user_mode_loop
     0.00%  :1964149    [kernel.kallsyms]  [k] raw_spin_rq_unlock
     0.00%  :1964149    [kernel.kallsyms]  [k] check_preempt_wakeup
     0.00%  :1964149    [kernel.kallsyms]  [k] rb_insert_color
     0.00%  python3.10  [kernel.kallsyms]  [k] sync_regs
     0.00%  :1964149    [kernel.kallsyms]  [k] psi_flags_change
     0.00%  :1964149    python3.10         [.] 0x0000000000169ae0
     0.00%  :1964149    python3.10         [.] 0x000000000015b570
     0.00%  python3.10  [kernel.kallsyms]  [k] queue_delayed_work_on
     0.00%  python3.10  [kernel.kallsyms]  [k] native_sched_clock
     0.00%  python3.10  [kernel.kallsyms]  [k] hsw_hw_config
     0.00%  python3.10  [kernel.kallsyms]  [k] vma_set_page_prot
     0.00%  :1964149    [kernel.kallsyms]  [k] select_idle_sibling
     0.00%  :1964149    libc.so.6          [.] pthread_rwlock_tryrdlock@@GLIBC_2.34
     0.00%  python3.10  python3.10         [.] 0x0000000000176169
     0.00%  :1964149    [kernel.kallsyms]  [k] psi_task_change
     0.00%  python3.10  python3.10         [.] 0x00000000001228f6
     0.00%  python3.10  python3.10         [.] 0x0000000000175dfe
     0.00%  python3.10  python3.10         [.] 0x0000000000121751
     0.00%  python3.10  python3.10         [.] 0x000000000017953a
     0.00%  python3.10  python3.10         [.] 0x000000000012d2c7
     0.00%  python3.10  python3.10         [.] 0x000000000015b500
     0.00%  python3.10  python3.10         [.] 0x000000000015b506
     0.00%  :1964149    [kernel.kallsyms]  [k] rcu_segcblist_ready_cbs
     0.00%  :1964149    [kernel.kallsyms]  [k] netif_skb_features
     0.00%  :1964149    python3.10         [.] 0x000000000012174d
     0.00%  :1964149    [kernel.kallsyms]  [k] __irqentry_text_end
     0.00%  :1964149    libc.so.6          [.] 0x0000000000199ce0
     0.00%  :1964149    libc.so.6          [.] ____wcstod_l_internal
     0.00%  :1964149    libc.so.6          [.] pthread_rwlock_wrlock@@GLIBC_2.34
     0.00%  :1964149    python3.10         [.] 0x000000000015c5b4
     0.00%  :1964149    python3.10         [.] _PyUnicodeWriter_PrepareInternal
