# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 38K of event 'cycles'
# Event count (approx.): 21539653069
#
# Overhead  Command     Shared Object      Symbol                                     
# ........  ..........  .................  ...........................................
#
     0.29%  :1506060    python3.10         [.] 0x0000000000179c0e
     0.28%  :1506060    python3.10         [.] 0x0000000000179be6
     0.28%  :1506060    python3.10         [.] 0x0000000000121616
     0.27%  :1506060    python3.10         [.] 0x0000000000173d58
     0.25%  :1506060    python3.10         [.] 0x00000000001215dc
     0.25%  :1506060    python3.10         [.] 0x00000000001215e9
     0.24%  python3.10  python3.10         [.] 0x0000000000121676
     0.24%  :1506060    python3.10         [.] 0x0000000000121600
     0.24%  :1506060    python3.10         [.] 0x000000000015b537
     0.23%  :1506060    python3.10         [.] 0x0000000000179c42
     0.22%  python3.10  python3.10         [.] 0x00000000001215c4
     0.22%  python3.10  python3.10         [.] 0x0000000000121605
     0.22%  :1506060    python3.10         [.] 0x0000000000121628
     0.22%  :1506060    python3.10         [.] 0x0000000000121635
     0.22%  :1506060    python3.10         [.] 0x0000000000121667
     0.21%  :1506060    python3.10         [.] 0x00000000001215cb
     0.20%  :1506060    python3.10         [.] 0x0000000000121638
     0.19%  :1506060    python3.10         [.] 0x000000000015b541
     0.19%  :1506060    python3.10         [.] 0x000000000012160f
     0.18%  :1506060    python3.10         [.] 0x0000000000179c46
     0.18%  :1506060    python3.10         [.] 0x0000000000121599
     0.17%  :1506060    python3.10         [.] 0x000000000015b568
     0.17%  :1506060    python3.10         [.] 0x000000000015b520
     0.16%  :1506060    python3.10         [.] 0x0000000000179c21
     0.16%  :1506060    python3.10         [.] 0x0000000000179be8
     0.16%  :1506060    python3.10         [.] 0x00000000001215a7
     0.16%  python3.10  python3.10         [.] 0x0000000000121730
     0.15%  :1506060    python3.10         [.] 0x000000000015b56e
     0.15%  :1506060    python3.10         [.] 0x00000000001215bc
     0.15%  python3.10  python3.10         [.] 0x00000000001215f7
     0.15%  :1506060    python3.10         [.] 0x00000000001215e5
     0.14%  :1506060    python3.10         [.] 0x000000000012167b
     0.13%  :1506060    python3.10         [.] 0x000000000015b504
     0.13%  python3.10  python3.10         [.] 0x0000000000121679
     0.13%  python3.10  python3.10         [.] 0x0000000000121613
     0.12%  :1506060    python3.10         [.] 0x000000000015b557
     0.12%  python3.10  python3.10         [.] 0x00000000001215f2
     0.12%  :1506060    python3.10         [.] 0x0000000000179c15
     0.12%  python3.10  python3.10         [.] 0x000000000012159b
     0.12%  :1506060    python3.10         [.] 0x0000000000179c56
     0.12%  :1506060    python3.10         [.] 0x0000000000179bee
     0.12%  python3.10  python3.10         [.] 0x0000000000121737
     0.12%  :1506060    python3.10         [.] 0x000000000015b50e
     0.11%  :1506060    python3.10         [.] 0x0000000000179c13
     0.11%  python3.10  python3.10         [.] 0x00000000001215a3
     0.11%  :1506060    python3.10         [.] 0x0000000000121660
     0.11%  python3.10  python3.10         [.] 0x0000000000121596
     0.11%  :1506060    python3.10         [.] 0x0000000000121677
     0.11%  :1506060    python3.10         [.] 0x0000000000179be4
     0.10%  :1506060    python3.10         [.] 0x00000000001215a2
     0.09%  :1506060    python3.10         [.] 0x00000000001215e2
     0.09%  :1506060    python3.10         [.] 0x0000000000179c5a
     0.09%  python3.10  python3.10         [.] 0x000000000012160b
     0.09%  :1506060    python3.10         [.] 0x000000000015b509
     0.09%  :1506060    python3.10         [.] 0x0000000000121740
     0.09%  :1506060    python3.10         [.] 0x00000000001215ed
     0.08%  :1506060    python3.10         [.] 0x000000000015b53b
     0.08%  :1506060    python3.10         [.] 0x0000000000121675
     0.08%  :1506060    python3.10         [.] 0x0000000000179c0b
     0.08%  :1506060    python3.10         [.] 0x0000000000179c3b
     0.08%  :1506060    python3.10         [.] 0x0000000000121757
     0.08%  python3.10  python3.10         [.] 0x000000000012167d
     0.08%  :1506060    python3.10         [.] 0x000000000015b50b
     0.08%  :1506060    python3.10         [.] 0x000000000012167f
     0.08%  :1506060    python3.10         [.] 0x00000000001215a6
     0.08%  :1506060    python3.10         [.] 0x0000000000173d54
     0.07%  :1506060    python3.10         [.] 0x0000000000179c2e
     0.07%  python3.10  python3.10         [.] 0x00000000001215dc
     0.07%  :1506060    python3.10         [.] 0x00000000001215d8
     0.07%  :1506060    python3.10         [.] 0x00000000001215c8
     0.07%  python3.10  python3.10         [.] 0x00000000001215ab
     0.07%  :1506060    python3.10         [.] 0x0000000000121754
     0.07%  python3.10  python3.10         [.] 0x000000000012159d
     0.06%  :1506060    python3.10         [.] 0x000000000012166e
     0.06%  python3.10  python3.10         [.] 0x00000000001215cb
     0.06%  python3.10  python3.10         [.] 0x00000000001215a7
     0.06%  :1506060    python3.10         [.] 0x000000000015b53e
     0.06%  :1506060    python3.10         [.] 0x0000000000179c25
     0.06%  :1506060    python3.10         [.] 0x000000000015b50a
     0.05%  :1506060    python3.10         [.] 0x0000000000179be9
     0.05%  :1506060    python3.10         [.] 0x0000000000121749
     0.05%  :1506060    python3.10         [.] 0x0000000000179bea
     0.05%  :1506060    python3.10         [.] 0x000000000012175a
     0.05%  :1506060    python3.10         [.] 0x00000000001215c0
     0.05%  :1506060    python3.10         [.] 0x000000000012164e
     0.05%  :1506060    python3.10         [.] 0x000000000012162c
     0.05%  python3.10  python3.10         [.] 0x00000000001215e9
     0.04%  :1506060    python3.10         [.] 0x00000000001215b2
     0.04%  :1506060    python3.10         [.] 0x0000000000179c38
     0.04%  python3.10  python3.10         [.] 0x000000000012160f
     0.04%  :1506060    python3.10         [.] 0x00000000001215a0
     0.04%  :1506060    python3.10         [.] 0x0000000000121641
     0.03%  python3.10  python3.10         [.] 0x00000000001215e2
     0.03%  python3.10  python3.10         [.] 0x0000000000121600
     0.03%  python3.10  python3.10         [.] 0x00000000001215bc
     0.03%  python3.10  python3.10         [.] 0x00000000001215d8
     0.03%  :1506060    python3.10         [.] 0x0000000000179bfb
     0.03%  python3.10  python3.10         [.] 0x000000000012167b
     0.03%  :1506060    python3.10         [.] 0x00000000001215df
     0.03%  python3.10  python3.10         [.] 0x00000000001215e5
     0.03%  :1506060    [kernel.kallsyms]  [k] irqentry_exit_to_user_mode
     0.03%  :1506060    python3.10         [.] 0x000000000015b54b
     0.03%  python3.10  python3.10         [.] 0x0000000000121594
     0.02%  :1506060    python3.10         [.] 0x0000000000121751
     0.02%  python3.10  [kernel.kallsyms]  [k] syscall_return_via_sysret
     0.02%  python3.10  python3.10         [.] 0x00000000001215a2
     0.02%  :1506060    python3.10         [.] 0x0000000000179bf7
     0.02%  python3.10  python3.10         [.] 0x0000000000121677
     0.02%  python3.10  python3.10         [.] 0x0000000000121616
     0.02%  python3.10  python3.10         [.] 0x0000000000121599
     0.02%  :1506060    python3.10         [.] 0x0000000000121672
     0.02%  :1506060    python3.10         [.] 0x0000000000179c18
     0.02%  :1506060    [kernel.kallsyms]  [k] error_entry
     0.02%  :1506060    [kernel.kallsyms]  [k] native_read_msr
     0.02%  :1506060    python3.10         [.] 0x000000000015b519
     0.02%  :1506060    python3.10         [.] 0x000000000015b512
     0.02%  python3.10  python3.10         [.] _PyUnicode_JoinArray
     0.02%  python3.10  python3.10         [.] 0x00000000001215c0
     0.02%  python3.10  [kernel.kallsyms]  [k] psi_group_change
     0.02%  python3.10  python3.10         [.] 0x00000000001215a0
     0.02%  python3.10  [kernel.kallsyms]  [k] error_entry
     0.02%  :1506060    [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     0.02%  :1506060    python3.10         [.] 0x0000000000179c5c
     0.01%  :1506060    python3.10         [.] 0x0000000000179bfe
     0.01%  :1506071    python3.10         [.] _PyEval_EvalFrameDefault
     0.01%  :1506060    [kernel.kallsyms]  [k] __schedule
     0.01%  :1506060    python3.10         [.] _PyUnicode_InsertThousandsGrouping
     0.01%  :1506060    [kernel.kallsyms]  [k] _raw_spin_lock
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_event_update_userpage
     0.01%  :1506060    [kernel.kallsyms]  [k] native_write_msr_safe
     0.01%  :1506060    [kernel.kallsyms]  [k] __irqentry_text_end
     0.01%  :1506060    python3.10         [.] 0x000000000015b562
     0.01%  :1506060    [kernel.kallsyms]  [k] read_tsc
     0.01%  python3.10  [kernel.kallsyms]  [k] __entry_text_start
     0.01%  :1506060    [kernel.kallsyms]  [k] psi_task_change
     0.01%  :1506060    [kernel.kallsyms]  [k] perf_event_groups_first
     0.01%  python3.10  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.01%  python3.10  [kernel.kallsyms]  [k] memcg_slab_free_hook
     0.01%  python3.10  python3.10         [.] 0x00000000001215a6
     0.01%  python3.10  python3.10         [.] 0x000000000012166e
     0.01%  :1506060    [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.01%  python3.10  [kernel.kallsyms]  [k] __irqentry_text_end
     0.01%  :1506060    [kernel.kallsyms]  [k] timerqueue_add
     0.01%  python3.10  [kernel.kallsyms]  [k] event_sched_in
     0.01%  python3.10  [kernel.kallsyms]  [k] merge_sched_in
     0.01%  :1506060    [kernel.kallsyms]  [k] update_load_avg
     0.01%  :1506060    [kernel.kallsyms]  [k] psi_group_change
     0.01%  :1506060    python3.10         [.] 0x000000000015b56c
     0.01%  python3.10  [kernel.kallsyms]  [k] native_write_msr
     0.01%  :1506060    python3.10         [.] 0x000000000015b55b
     0.01%  :1506060    python3.10         [.] 0x000000000015b534
     0.01%  python3.10  python3.10         [.] 0x00000000001215b2
     0.01%  :1506060    [kernel.kallsyms]  [k] syscall_exit_to_user_mode
     0.01%  python3.10  python3.10         [.] _PyObject_LookupSpecial
     0.01%  python3.10  [kernel.kallsyms]  [k] _raw_spin_lock
     0.01%  python3.10  [kernel.kallsyms]  [k] __update_load_avg_se
     0.01%  python3.10  [kernel.kallsyms]  [k] __update_load_avg_cfs_rq
     0.01%  python3.10  [kernel.kallsyms]  [k] syscall_exit_to_user_mode
     0.01%  :1506060    libc.so.6          [.] __strcat_ssse3
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_pmu_nop_int
     0.01%  python3.10  libc.so.6          [.] ____wcstof_l_internal
     0.01%  :1506060    [kernel.kallsyms]  [k] put_prev_entity
     0.01%  python3.10  [kernel.kallsyms]  [k] __x64_sys_futex
     0.01%  :1506060    python3.10         [.] 0x000000000015b56d
     0.01%  :1506060    libc.so.6          [.] parse_expression
     0.01%  :1506060    [kernel.kallsyms]  [k] __update_load_avg_se
     0.01%  :1506060    [kernel.kallsyms]  [k] ctx_sched_in
     0.01%  :1506060    python3.10         [.] _PyObject_MakeTpCall
     0.01%  :1506060    python3.10         [.] 0x000000000015b554
     0.01%  :1506060    [kernel.kallsyms]  [k] __perf_event_task_sched_in
     0.01%  python3.10  python3.10         [.] 0x00000000001228f6
     0.01%  :1506060    [kernel.kallsyms]  [k] merge_sched_in
     0.01%  :1506060    python3.10         [.] 0x000000000015b55d
     0.01%  :1506060    [kernel.kallsyms]  [k] asm_sysvec_thermal
     0.01%  :1506060    python3.10         [.] 0x000000000015b525
     0.01%  :1506060    [kernel.kallsyms]  [k] __hrtimer_run_queues
     0.01%  :1506060    [kernel.kallsyms]  [k] sync_regs
     0.01%  python3.10  [kernel.kallsyms]  [k] rb_next
     0.01%  python3.10  python3.10         [.] _PyObject_GenericGetAttrWithDict
     0.01%  :1506060    libc.so.6          [.] re_compile_internal
     0.01%  :1506060    [kernel.kallsyms]  [k] perf_log_itrace_start
     0.01%  python3.10  libc.so.6          [.] __strcat_ssse3
     0.01%  python3.10  python3.10         [.] _PyObject_GenericSetAttrWithDict
     0.01%  python3.10  [kernel.kallsyms]  [k] kfree
     0.01%  python3.10  [kernel.kallsyms]  [k] ctx_sched_in
     0.01%  python3.10  [kernel.kallsyms]  [k] memset_erms
     0.01%  python3.10  [kernel.kallsyms]  [k] __schedule
     0.01%  python3.10  [kernel.kallsyms]  [k] sync_regs
     0.01%  python3.10  libc.so.6          [.] __GI___strncasecmp_l_sse2
     0.01%  python3.10  [kernel.kallsyms]  [k] rcu_all_qs
     0.01%  python3.10  [kernel.kallsyms]  [k] x86_pmu_disable
     0.01%  python3.10  libc.so.6          [.] parse_qtd_backslash
     0.01%  python3.10  python3.10         [.] 0x000000000028e0a9
     0.01%  python3.10  [kernel.kallsyms]  [k] try_to_wake_up
     0.01%  :1506060    [kernel.kallsyms]  [k] __lock_text_start
     0.01%  :1506060    libc.so.6          [.] __GI___strcasecmp_l_sse2
     0.01%  python3.10  libc.so.6          [.] __strncat_ssse3
     0.01%  :1506060    [kernel.kallsyms]  [k] perf_event_update_time
     0.01%  python3.10  python3.10         [.] 0x00000000001215df
     0.01%  python3.10  [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.01%  python3.10  [kernel.kallsyms]  [k] do_select
     0.01%  python3.10  [kernel.kallsyms]  [k] idr_replace
     0.01%  python3.10  [kernel.kallsyms]  [k] enqueue_entity
     0.01%  python3.10  [kernel.kallsyms]  [k] __calc_delta
     0.01%  :1506060    [kernel.kallsyms]  [k] clear_buddies
     0.01%  python3.10  python3.10         [.] PyObject_SetAttr
     0.01%  :1506060    [kernel.kallsyms]  [k] __update_load_avg_cfs_rq
     0.01%  python3.10  [kernel.kallsyms]  [k] read_tsc
     0.01%  python3.10  [kernel.kallsyms]  [k] irqentry_exit_to_user_mode
     0.01%  :1506060    [kernel.kallsyms]  [k] x86_pmu_disable
     0.01%  python3.10  [kernel.kallsyms]  [k] visit_groups_merge.constprop.0.isra.0
     0.01%  :1506060    [kernel.kallsyms]  [k] native_write_msr
     0.01%  :1506060    [kernel.kallsyms]  [k] __get_user_8
     0.01%  python3.10  python3.10         [.] 0x000000000012167f
     0.01%  :1506060    [kernel.kallsyms]  [k] iterate_groups
     0.01%  :1506060    [kernel.kallsyms]  [k] syscall_return_via_sysret
     0.01%  :1506060    python3.10         [.] 0x000000000015b54f
     0.01%  :1506060    [kernel.kallsyms]  [k] event_sched_in
     0.01%  :1506060    [kernel.kallsyms]  [k] psi_flags_change
     0.01%  :1506060    python3.10         [.] _PyObject_LookupSpecial
     0.01%  :1506060    python3.10         [.] _PyUnicodeWriter_PrepareInternal
     0.01%  :1506060    [kernel.kallsyms]  [k] try_to_wake_up
     0.01%  :1506060    [kernel.kallsyms]  [k] check_preempt_wakeup
     0.01%  :1506060    [kernel.kallsyms]  [k] rb_next
     0.01%  :1506060    [kernel.kallsyms]  [k] dequeue_entity
     0.01%  python3.10  [kernel.kallsyms]  [k] select_idle_sibling
     0.01%  :1506060    python3.10         [.] PyLong_FromString
     0.01%  python3.10  [kernel.kallsyms]  [k] update_load_avg
     0.01%  :1506060    python3.10         [.] 0x000000000012161d
     0.01%  :1506060    [kernel.kallsyms]  [k] update_min_vruntime
     0.01%  :1506060    [kernel.kallsyms]  [k] memcg_slab_free_hook
     0.01%  :1506060    python3.10         [.] 0x0000000000179c35
     0.00%  :1506060    python3.10         [.] 0x000000000015b570
     0.00%  python3.10  [kernel.kallsyms]  [k] futex_wait_queue_me
     0.00%  :1506060    [kernel.kallsyms]  [k] __unqueue_futex
     0.00%  :1506060    python3.10         [.] 0x000000000012174d
     0.00%  :1506060    [kernel.kallsyms]  [k] task_tick_fair
     0.00%  python3.10  libc.so.6          [.] __vstrfmon_l_internal
     0.00%  :1506060    [kernel.kallsyms]  [k] ktime_get
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_iterate_ctx
     0.00%  :1506060    [kernel.kallsyms]  [k] native_apic_msr_eoi_write
     0.00%  :1506060    [kernel.kallsyms]  [k] enqueue_task_fair
     0.00%  python3.10  python3.10         [.] 0x00000000001215c8
     0.00%  python3.10  [kernel.kallsyms]  [k] do_syscall_64
     0.00%  python3.10  [kernel.kallsyms]  [k] arch_perf_update_userpage
     0.00%  python3.10  [kernel.kallsyms]  [k] get_futex_key
     0.00%  python3.10  python3.10         [.] 0x0000000000206c54
     0.00%  python3.10  [kernel.kallsyms]  [k] __intel_pmu_enable_all.constprop.0
     0.00%  python3.10  [kernel.kallsyms]  [k] __mod_memcg_lruvec_state
     0.00%  python3.10  [kernel.kallsyms]  [k] intel_put_event_constraints
     0.00%  python3.10  python3.10         [.] 0x0000000000127f59
     0.00%  python3.10  python3.10         [.] 0x000000000015ef70
     0.00%  python3.10  python3.10         [.] 0x0000000000179592
     0.00%  python3.10  [kernel.kallsyms]  [k] flush_tlb_func
     0.00%  python3.10  [kernel.kallsyms]  [k] rb_insert_color
     0.00%  python3.10  libcrypto.so.3     [.] 0x000000000030734c
     0.00%  python3.10  python3.10         [.] 0x00000000001440c5
     0.00%  python3.10  [kernel.kallsyms]  [k] pids_can_fork
     0.00%  python3.10  [kernel.kallsyms]  [k] kmem_cache_alloc_node
     0.00%  python3.10  [kernel.kallsyms]  [k] asm_exc_page_fault
     0.00%  python3.10  [kernel.kallsyms]  [k] alloc_perf_context
     0.00%  python3.10  [kernel.kallsyms]  [k] futex_wait
     0.00%  python3.10  [kernel.kallsyms]  [k] intel_cpuc_finish
     0.00%  python3.10  [kernel.kallsyms]  [k] memcpy_erms
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_event_init_context
     0.00%  python3.10  [kernel.kallsyms]  [k] prepare_task_switch
     0.00%  python3.10  libc.so.6          [.] round_and_return
     0.00%  python3.10  python3.10         [.] _PyUnicodeWriter_PrepareInternal
     0.00%  python3.10  python3.10         [.] _Py_HashBytes
     0.00%  python3.10  python3.10         [.] 0x00000000000e4822
     0.00%  python3.10  python3.10         [.] 0x0000000000121978
     0.00%  python3.10  python3.10         [.] 0x0000000000128097
     0.00%  python3.10  python3.10         [.] 0x000000000012809b
     0.00%  python3.10  python3.10         [.] 0x000000000015085e
     0.00%  python3.10  python3.10         [.] 0x0000000000151eed
     0.00%  python3.10  python3.10         [.] 0x000000000016653d
     0.00%  python3.10  python3.10         [.] 0x000000000016a34d
     0.00%  python3.10  python3.10         [.] 0x000000000017958b
     0.00%  python3.10  python3.10         [.] 0x000000000017c410
     0.00%  python3.10  python3.10         [.] 0x0000000000206826
     0.00%  python3.10  python3.10         [.] 0x0000000000206901
     0.00%  python3.10  python3.10         [.] 0x00000000002069e0
     0.00%  python3.10  python3.10         [.] 0x0000000000206a23
     0.00%  python3.10  python3.10         [.] 0x00000000002942ff
     0.00%  python3.10  python3.10         [.] 0x00000000001760fd
     0.00%  python3.10  python3.10         [.] 0x0000000000176230
     0.00%  python3.10  python3.10         [.] 0x000000000012d2ce
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_event_alloc
     0.00%  python3.10  python3.10         [.] 0x0000000000206918
     0.00%  :1506060    [kernel.kallsyms]  [k] visit_groups_merge.constprop.0.isra.0
     0.00%  python3.10  python3.10         [.] 0x000000000012e07f
     0.00%  python3.10  python3.10         [.] 0x000000000012e078
     0.00%  python3.10  python3.10         [.] 0x000000000018c0be
     0.00%  python3.10  [kernel.kallsyms]  [k] kmem_cache_free
     0.00%  python3.10  [kernel.kallsyms]  [k] intel_pmu_hw_config.part.0
     0.00%  python3.10  [kernel.kallsyms]  [k] native_sched_clock
     0.00%  python3.10  python3.10         [.] 0x000000000015e0d2
     0.00%  python3.10  python3.10         [.] 0x000000000017b0fc
     0.00%  :1506060    libc.so.6          [.] parse_qtd_backslash
     0.00%  python3.10  python3.10         [.] _PyDict_DelItem_KnownHash
     0.00%  :1506060    python3.10         [.] 0x00000000001795d6
     0.00%  :1506060    python3.10         [.] 0x000000000017bfba
     0.00%  :1506060    python3.10         [.] 0x0000000000131845
     0.00%  :1506060    python3.10         [.] 0x0000000000277486
     0.00%  python3.10  [kernel.kallsyms]  [k] task_tick_fair
     0.00%  :1506060    python3.10         [.] 0x000000000017a8b4
     0.00%  :1506060    python3.10         [.] 0x0000000000128090
     0.00%  :1506060    [kernel.kallsyms]  [k] available_idle_cpu
     0.00%  :1506060    [kernel.kallsyms]  [k] perf_pmu_nop_void
     0.00%  :1506060    [kernel.kallsyms]  [k] __kfree_skb
     0.00%  :1506060    python3.10         [.] 0x000000000015b232
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_swevent_add
     0.00%  :1506060    python3.10         [.] 0x0000000000206918
     0.00%  python3.10  [kernel.kallsyms]  [k] update_min_vruntime
     0.00%  python3.10  [kernel.kallsyms]  [k] __set_task_blocked
     0.00%  :1506060    [kernel.kallsyms]  [k] nf_hook_slow
     0.00%  :1506060    python3.10         [.] 0x0000000000286de2
     0.00%  :1506060    [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath.part.0
     0.00%  :1506060    python3.10         [.] 0x000000000011b400
     0.00%  :1506060    python3.10         [.] 0x00000000001d4902
     0.00%  :1506060    libc.so.6          [.] __vstrfmon_l_internal
     0.00%  :1506060    libc.so.6          [.] __GI___strncasecmp_l_sse2
     0.00%  python3.10  libc.so.6          [.] ____wcstod_l_internal
     0.00%  :1506060    libc.so.6          [.] 0x0000000000199c00
     0.00%  python3.10  [kernel.kallsyms]  [k] __get_user_8
     0.00%  python3.10  [kernel.kallsyms]  [k] load_balance
     0.00%  :1506060    python3.10         [.] 0x0000000000151e0c
     0.00%  :1506060    python3.10         [.] 0x000000000028706a
     0.00%  python3.10  [kernel.kallsyms]  [k] exit_to_user_mode_loop
     0.00%  python3.10  [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     0.00%  :1506060    [kernel.kallsyms]  [k] irqentry_exit
     0.00%  :1506060    python3.10         [.] 0x00000000001c12dd
     0.00%  python3.10  [kernel.kallsyms]  [k] futex_wake
     0.00%  :1506060    python3.10         [.] 0x000000000016302f
     0.00%  :1506060    python3.10         [.] 0x00000000001434c6
     0.00%  :1506060    [kernel.kallsyms]  [k] mark_wake_futex
     0.00%  :1506060    libc.so.6          [.] ____wcstof_l_internal
     0.00%  :1506060    python3.10         [.] 0x00000000002066e1
     0.00%  :1506060    python3.10         [.] 0x00000000001228d1
     0.00%  :1506060    libc.so.6          [.] round_and_return
     0.00%  :1506060    [kernel.kallsyms]  [k] can_migrate_task
     0.00%  :1506060    [kernel.kallsyms]  [k] task_clock_event_add
     0.00%  :1506060    [kernel.kallsyms]  [k] tcp_sendmsg_locked
     0.00%  python3.10  python3.10         [.] 0x000000000015963a
     0.00%  :1506060    [vdso]             [.] 0x00000000000006e8
     0.00%  :1506060    [kernel.kallsyms]  [k] aa_label_sk_perm.part.0
     0.00%  :1506060    [kernel.kallsyms]  [k] __calc_delta
     0.00%  python3.10  python3.10         [.] 0x00000000001215ed
     0.00%  python3.10  [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     0.00%  python3.10  [kernel.kallsyms]  [k] uprobe_free_utask
     0.00%  :1506060    [kernel.kallsyms]  [k] update_curr
     0.00%  :1506060    python3.10         [.] PyUnicode_FromFormatV
     0.00%  :1506060    [kernel.kallsyms]  [k] security_sock_rcv_skb
     0.00%  python3.10  [kernel.kallsyms]  [k] pick_next_task_fair
     0.00%  :1506060    [kernel.kallsyms]  [k] __softirqentry_text_start
     0.00%  python3.10  [kernel.kallsyms]  [k] zap_page_range
     0.00%  python3.10  [kernel.kallsyms]  [k] rcu_qs
     0.00%  python3.10  [kernel.kallsyms]  [k] raw_spin_rq_lock_nested
     0.00%  :1506060    python3.10         [.] _PyObject_GetMethod
     0.00%  python3.10  [kernel.kallsyms]  [k] gup_pmd_range.constprop.0
     0.00%  :1506060    [kernel.kallsyms]  [k] select_idle_sibling
     0.00%  :1506060    python3.10         [.] 0x000000000017f7c2
     0.00%  :1506060    libc.so.6          [.] __strstr_sse2_unaligned
     0.00%  :1506060    [kernel.kallsyms]  [k] ftrace_profile_free_filter
     0.00%  :1506060    [kernel.kallsyms]  [k] perf_adjust_freq_unthr_context
     0.00%  :1506060    [kernel.kallsyms]  [k] hrtimer_update_next_event
     0.00%  :1506060    [kernel.kallsyms]  [k] perf_mux_hrtimer_handler
     0.00%  python3.10  [kernel.kallsyms]  [k] syscall_enter_from_user_mode
     0.00%  python3.10  [kernel.kallsyms]  [k] update_curr
     0.00%  :1506060    [kernel.kallsyms]  [k] perf_event_update_userpage
     0.00%  python3.10  [kernel.kallsyms]  [k] find_vma_prev
     0.00%  :1506060    [kernel.kallsyms]  [k] update_process_times
     0.00%  :1506060    python3.10         [.] 0x00000000001f5fa0
     0.00%  python3.10  [kernel.kallsyms]  [k] check_preempt_wakeup
     0.00%  python3.10  [kernel.kallsyms]  [k] dequeue_task_fair
     0.00%  python3.10  [kernel.kallsyms]  [k] futex_wait_setup
     0.00%  python3.10  [kernel.kallsyms]  [k] get_nohz_timer_target
     0.00%  python3.10  [kernel.kallsyms]  [k] handle_mm_fault
     0.00%  python3.10  [kernel.kallsyms]  [k] rb_first
     0.00%  python3.10  libc.so.6          [.] 0x00000000001a0a0d
     0.00%  python3.10  python3.10         [.] PyList_Append
     0.00%  python3.10  python3.10         [.] PyType_GenericAlloc
     0.00%  python3.10  python3.10         [.] 0x0000000000121653
     0.00%  python3.10  python3.10         [.] 0x0000000000137b1b
     0.00%  python3.10  python3.10         [.] 0x000000000015b506
     0.00%  python3.10  python3.10         [.] 0x000000000015effa
     0.00%  python3.10  python3.10         [.] 0x000000000017c3fc
     0.00%  python3.10  python3.10         [.] 0x0000000000188dec
     0.00%  :1506060    libc.so.6          [.] re_search_internal
     0.00%  :1506060    python3.10         [.] 0x0000000000143407
     0.00%  :1506060    python3.10         [.] 0x000000000016ab64
     0.00%  :1506060    [kernel.kallsyms]  [k] __get_user_nocheck_4
