# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 6K of event 'cycles'
# Event count (approx.): 1221745073
#
# Overhead  Command     Shared Object                             Symbol                                   
# ........  ..........  ........................................  .........................................
#
     0.19%  python3.10  libc.so.6                                 [.] re_search_internal
     0.18%  python3.10  python3.10                                [.] 0x0000000000137aa0
     0.18%  python3.10  python3.10                                [.] PyType_GenericAlloc
     0.18%  python3.10  python3.10                                [.] 0x000000000015b537
     0.18%  python3.10  python3.10                                [.] 0x0000000000188ef6
     0.17%  python3.10  python3.10                                [.] 0x0000000000188d36
     0.17%  python3.10  python3.10                                [.] 0x0000000000188e69
     0.17%  python3.10  [kernel.kallsyms]                         [k] __fget_files
     0.17%  python3.10  python3.10                                [.] 0x0000000000188d97
     0.17%  python3.10  [kernel.kallsyms]                         [k] __dev_queue_xmit
     0.17%  python3.10  python3.10                                [.] 0x00000000001732ee
     0.17%  python3.10  python3.10                                [.] 0x000000000018bf7d
     0.16%  python3.10  [kernel.kallsyms]                         [k] ip_local_deliver_finish
     0.16%  python3.10  python3.10                                [.] 0x000000000006fb94
     0.16%  python3.10  python3.10                                [.] 0x000000000017c3aa
     0.16%  python3.10  [kernel.kallsyms]                         [k] entry_SYSCALL_64_after_hwframe
     0.16%  python3.10  [kernel.kallsyms]                         [k] visit_groups_merge.constprop.0.isra.0
     0.16%  python3.10  python3.10                                [.] 0x000000000015b541
     0.16%  python3.10  python3.10                                [.] 0x000000000018c04e
     0.16%  python3.10  python3.10                                [.] 0x000000000018d077
     0.16%  python3.10  libc.so.6                                 [.] parse_expression
     0.16%  python3.10  python3.10                                [.] 0x00000000001795a2
     0.16%  python3.10  [kernel.kallsyms]                         [k] syscall_return_via_sysret
     0.15%  python3.10  libc.so.6                                 [.] __netlink_request
     0.15%  python3.10  [kernel.kallsyms]                         [k] __kmalloc_node_track_caller
     0.15%  python3.10  python3.10                                [.] 0x000000000011d4fc
     0.15%  python3.10  python3.10                                [.] 0x000000000018d155
     0.15%  python3.10  python3.10                                [.] 0x0000000000188dd3
     0.15%  python3.10  python3.10                                [.] 0x0000000000206a23
     0.15%  python3.10  python3.10                                [.] 0x000000000018bfd8
     0.15%  python3.10  [kernel.kallsyms]                         [k] ip_local_deliver
     0.15%  python3.10  python3.10                                [.] 0x000000000015efc7
     0.15%  python3.10  libc.so.6                                 [.] parse_qtd_backslash
     0.15%  python3.10  [kernel.kallsyms]                         [k] tcp_rcv_established
     0.15%  python3.10  python3.10                                [.] 0x000000000018c0a9
     0.15%  python3.10  [kernel.kallsyms]                         [k] copy_user_enhanced_fast_string
     0.15%  python3.10  python3.10                                [.] 0x0000000000189014
     0.14%  python3.10  libc.so.6                                 [.] 0x00000000001a1100
     0.14%  python3.10  python3.10                                [.] 0x00000000001d4951
     0.14%  python3.10  [kernel.kallsyms]                         [k] __update_load_avg_se
     0.14%  python3.10  python3.10                                [.] 0x000000000020beee
     0.14%  python3.10  python3.10                                [.] 0x0000000000188d4e
     0.13%  python3.10  python3.10                                [.] 0x00000000001d48d6
     0.13%  python3.10  python3.10                                [.] 0x000000000018bf76
     0.13%  python3.10  python3.10                                [.] 0x00000000001d4924
     0.13%  python3.10  python3.10                                [.] 0x000000000015b50b
     0.13%  python3.10  libcrypto.so.3                            [.] 0x00000000003082a8
     0.13%  python3.10  python3.10                                [.] 0x000000000020bef5
     0.13%  python3.10  python3.10                                [.] 0x000000000018d59d
     0.13%  python3.10  python3.10                                [.] 0x00000000001795d2
     0.13%  python3.10  python3.10                                [.] 0x0000000000128097
     0.13%  python3.10  python3.10                                [.] 0x00000000001b63e8
     0.13%  python3.10  libc.so.6                                 [.] 0x00000000001a0986
     0.13%  python3.10  python3.10                                [.] 0x000000000011d510
     0.13%  python3.10  python3.10                                [.] 0x0000000000122820
     0.13%  python3.10  [kernel.kallsyms]                         [k] iterate_groups
     0.13%  python3.10  python3.10                                [.] 0x0000000000189083
     0.13%  python3.10  python3.10                                [.] 0x000000000011e977
     0.13%  python3.10  python3.10                                [.] PySlice_New
     0.12%  python3.10  python3.10                                [.] 0x000000000018d16d
     0.12%  python3.10  python3.10                                [.] 0x00000000001795d6
     0.12%  python3.10  python3.10                                [.] 0x0000000000137a88
     0.12%  python3.10  python3.10                                [.] 0x000000000015c5e7
     0.12%  python3.10  python3.10                                [.] 0x000000000017c403
     0.12%  python3.10  libc.so.6                                 [.] __GI___strncasecmp_l_sse2
     0.12%  python3.10  python3.10                                [.] PyObject_GetAttr
     0.12%  python3.10  python3.10                                [.] 0x000000000018d25c
     0.12%  python3.10  python3.10                                [.] _PyUnicode_ToDecimalDigit
     0.12%  python3.10  [kernel.kallsyms]                         [k] read_tsc
     0.12%  python3.10  python3.10                                [.] 0x00000000002cfec0
     0.12%  python3.10  python3.10                                [.] 0x000000000017c393
     0.12%  python3.10  python3.10                                [.] 0x0000000000206c54
     0.12%  python3.10  [kernel.kallsyms]                         [k] try_to_wake_up
     0.12%  python3.10  python3.10                                [.] 0x0000000000151d80
     0.12%  python3.10  [kernel.kallsyms]                         [k] __schedule
     0.11%  python3.10  python3.10                                [.] 0x000000000015f020
     0.11%  python3.10  python3.10                                [.] 0x000000000015efb8
     0.11%  python3.10  python3.10                                [.] 0x0000000000137bbf
     0.11%  python3.10  python3.10                                [.] 0x00000000001732da
     0.11%  python3.10  python3.10                                [.] PyObject_GetIter
     0.11%  python3.10  python3.10                                [.] 0x000000000018d06e
     0.11%  python3.10  python3.10                                [.] PyTraceBack_Here
     0.11%  python3.10  [kernel.kallsyms]                         [k] ip_rcv_core
     0.11%  python3.10  python3.10                                [.] PyNumber_ToBase
     0.11%  python3.10  python3.10                                [.] 0x0000000000137a66
     0.11%  python3.10  libc.so.6                                 [.] __vstrfmon_l_internal
     0.11%  python3.10  python3.10                                [.] 0x00000000001732fc
     0.11%  python3.10  python3.10                                [.] _PyObject_GenericGetAttrWithDict
     0.11%  python3.10  python3.10                                [.] 0x0000000000188f0c
     0.11%  python3.10  python3.10                                [.] 0x000000000018d616
     0.11%  python3.10  [kernel.kallsyms]                         [k] tcp_ack
     0.11%  python3.10  python3.10                                [.] 0x000000000018c028
     0.11%  python3.10  [kernel.kallsyms]                         [k] slab_free_freelist_hook.constprop.0
     0.11%  python3.10  [kernel.kallsyms]                         [k] select_task_rq_fair
     0.11%  python3.10  python3.10                                [.] 0x00000000001732de
     0.11%  python3.10  python3.10                                [.] 0x0000000000151ed3
     0.11%  python3.10  python3.10                                [.] 0x000000000018d1dd
     0.11%  python3.10  libcrypto.so.3                            [.] EVP_DigestFinal
     0.11%  python3.10  python3.10                                [.] 0x000000000018d56f
     0.11%  python3.10  python3.10                                [.] 0x000000000015b56d
     0.11%  python3.10  [kernel.kallsyms]                         [k] memset_erms
     0.11%  python3.10  python3.10                                [.] 0x0000000000206c70
     0.10%  python3.10  python3.10                                [.] 0x0000000000131338
     0.10%  python3.10  python3.10                                [.] 0x00000000002cfee1
     0.10%  python3.10  [kernel.kallsyms]                         [k] set_next_entity
     0.10%  python3.10  python3.10                                [.] PyObject_RichCompare
     0.10%  python3.10  python3.10                                [.] 0x0000000000188ec7
     0.10%  python3.10  python3.10                                [.] 0x0000000000167da0
     0.10%  python3.10  python3.10                                [.] 0x0000000000141232
     0.10%  python3.10  python3.10                                [.] 0x000000000018d5f5
     0.10%  python3.10  python3.10                                [.] PySequence_List
     0.10%  python3.10  python3.10                                [.] 0x0000000000122b1e
     0.10%  python3.10  python3.10                                [.] 0x000000000017a8dc
     0.10%  python3.10  python3.10                                [.] 0x0000000000188de0
     0.10%  python3.10  python3.10                                [.] _Py_Dealloc
     0.10%  python3.10  python3.10                                [.] 0x0000000000206c4d
     0.10%  python3.10  [kernel.kallsyms]                         [k] release_sock
     0.10%  python3.10  [kernel.kallsyms]                         [k] ctx_sched_in
     0.10%  python3.10  python3.10                                [.] 0x000000000017c3b2
     0.10%  python3.10  [kernel.kallsyms]                         [k] switch_fpu_return
     0.10%  python3.10  python3.10                                [.] 0x00000000001894b1
     0.10%  python3.10  python3.10                                [.] 0x000000000012290a
     0.10%  python3.10  [kernel.kallsyms]                         [k] process_backlog
     0.09%  python3.10  python3.10                                [.] 0x0000000000188d12
     0.09%  python3.10  [kernel.kallsyms]                         [k] tcp_clean_rtx_queue.constprop.0
     0.09%  python3.10  python3.10                                [.] 0x000000000015b568
     0.09%  python3.10  [kernel.kallsyms]                         [k] tcp_data_queue
     0.09%  python3.10  python3.10                                [.] 0x00000000001d493d
     0.09%  python3.10  [vdso]                                    [.] 0x00000000000007f7
     0.09%  python3.10  [kernel.kallsyms]                         [k] raw_local_deliver
     0.09%  python3.10  [kernel.kallsyms]                         [k] tcp_v4_rcv
     0.09%  python3.10  python3.10                                [.] 0x0000000000188eee
     0.09%  python3.10  python3.10                                [.] 0x000000000015efaa
     0.09%  python3.10  python3.10                                [.] 0x000000000018bfc0
     0.09%  python3.10  python3.10                                [.] 0x000000000018c045
     0.09%  python3.10  python3.10                                [.] _PyUnicode_FromASCII
     0.09%  python3.10  [kernel.kallsyms]                         [k] skb_release_data
     0.09%  python3.10  python3.10                                [.] 0x000000000015b506
     0.09%  python3.10  python3.10                                [.] 0x0000000000070990
     0.09%  python3.10  python3.10                                [.] 0x00000000001894be
     0.09%  python3.10  [kernel.kallsyms]                         [k] arch_perf_update_userpage
     0.09%  python3.10  python3.10                                [.] 0x000000000017c3a6
     0.09%  python3.10  python3.10                                [.] 0x00000000001522e3
     0.09%  python3.10  [kernel.kallsyms]                         [k] __sys_sendto
     0.09%  python3.10  libcrypto.so.3                            [.] 0x00000000003075d9
     0.09%  python3.10  python3.10                                [.] 0x00000000001566c5
     0.09%  python3.10  python3.10                                [.] 0x000000000015b50a
     0.09%  python3.10  python3.10                                [.] 0x000000000018d0ee
     0.09%  python3.10  [kernel.kallsyms]                         [k] prepare_task_switch
     0.09%  python3.10  [kernel.kallsyms]                         [k] pick_next_entity
     0.09%  python3.10  python3.10                                [.] 0x000000000018c00b
     0.09%  python3.10  python3.10                                [.] 0x000000000017c3ef
     0.09%  python3.10  [kernel.kallsyms]                         [k] finish_task_switch.isra.0
     0.09%  python3.10  libcrypto.so.3                            [.] EVP_MD_CTX_reset
     0.09%  python3.10  python3.10                                [.] 0x000000000017cf66
     0.09%  python3.10  python3.10                                [.] 0x000000000015f000
     0.09%  python3.10  python3.10                                [.] 0x0000000000243810
     0.09%  python3.10  python3.10                                [.] 0x0000000000296faa
     0.09%  python3.10  python3.10                                [.] 0x000000000020bee1
     0.09%  python3.10  python3.10                                [.] 0x0000000000206546
     0.08%  python3.10  python3.10                                [.] 0x000000000018d06d
     0.08%  python3.10  python3.10                                [.] 0x00000000001228c3
     0.08%  python3.10  python3.10                                [.] _PyArg_ParseTuple_SizeT
     0.08%  python3.10  [kernel.kallsyms]                         [k] ipv4_dst_check
     0.08%  python3.10  [kernel.kallsyms]                         [k] enqueue_to_backlog
     0.08%  python3.10  python3.10                                [.] 0x0000000000137ab1
     0.08%  python3.10  [kernel.kallsyms]                         [k] sched_clock_cpu
     0.08%  python3.10  python3.10                                [.] 0x000000000015ef78
     0.08%  python3.10  libc.so.6                                 [.] 0x00000000001a09a2
     0.08%  python3.10  libcrypto.so.3                            [.] 0x0000000000303a80
     0.08%  python3.10  python3.10                                [.] 0x000000000011e894
     0.08%  python3.10  python3.10                                [.] 0x00000000001508a2
     0.08%  python3.10  python3.10                                [.] 0x00000000001598f9
     0.08%  python3.10  python3.10                                [.] 0x000000000018d585
     0.08%  python3.10  python3.10                                [.] 0x000000000020bea6
     0.08%  python3.10  python3.10                                [.] 0x000000000006efb0
     0.08%  python3.10  python3.10                                [.] 0x000000000012161a
     0.08%  python3.10  libc.so.6                                 [.] round_and_return
     0.08%  python3.10  python3.10                                [.] 0x000000000018d592
     0.08%  python3.10  python3.10                                [.] 0x00000000001795e5
     0.08%  python3.10  python3.10                                [.] 0x0000000000206c7a
     0.08%  python3.10  python3.10                                [.] 0x000000000011eaff
     0.08%  python3.10  python3.10                                [.] 0x000000000018d165
     0.08%  python3.10  python3.10                                [.] 0x0000000000137aad
     0.08%  python3.10  python3.10                                [.] 0x000000000015efe1
     0.08%  python3.10  [kernel.kallsyms]                         [k] dequeue_entity
     0.08%  python3.10  python3.10                                [.] 0x0000000000137a96
     0.08%  python3.10  python3.10                                [.] 0x00000000001512ea
     0.08%  python3.10  python3.10                                [.] 0x000000000012292b
     0.08%  python3.10  libcrypto.so.3                            [.] OPENSSL_cleanse
     0.08%  python3.10  [kernel.kallsyms]                         [k] __netif_receive_skb_core.constprop.0
     0.08%  python3.10  libc.so.6                                 [.] 0x0000000000199ce8
     0.08%  python3.10  python3.10                                [.] 0x00000000001228c0
     0.08%  python3.10  libcrypto.so.3                            [.] EVP_MD_free
     0.08%  python3.10  [kernel.kallsyms]                         [k] tcp_schedule_loss_probe.part.0
     0.08%  python3.10  libc.so.6                                 [.] 0x00000000001a0984
     0.07%  python3.10  python3.10                                [.] 0x0000000000137b05
     0.07%  python3.10  python3.10                                [.] 0x000000000018d21a
     0.07%  python3.10  _hashlib.cpython-310-x86_64-linux-gnu.so  [.] 0x00000000000073cc
     0.07%  python3.10  python3.10                                [.] 0x000000000018d26e
     0.07%  python3.10  libcrypto.so.3                            [.] 0x000000000030786c
     0.07%  python3.10  python3.10                                [.] 0x000000000018bfea
     0.07%  python3.10  python3.10                                [.] 0x0000000000140a95
     0.07%  python3.10  python3.10                                [.] 0x0000000000188e29
     0.07%  python3.10  python3.10                                [.] 0x0000000000178d64
     0.07%  python3.10  [kernel.kallsyms]                         [k] tcp_small_queue_check.isra.0
     0.07%  python3.10  python3.10                                [.] 0x00000000002948c3
     0.07%  python3.10  python3.10                                [.] 0x00000000001732c6
     0.07%  python3.10  [kernel.kallsyms]                         [k] ip_skb_dst_mtu
     0.07%  python3.10  python3.10                                [.] 0x000000000011b2d4
     0.07%  python3.10  python3.10                                [.] 0x0000000000127ea6
     0.07%  python3.10  python3.10                                [.] 0x0000000000122870
     0.07%  python3.10  python3.10                                [.] 0x000000000015b50e
     0.07%  python3.10  python3.10                                [.] 0x0000000000188cf6
     0.07%  python3.10  python3.10                                [.] 0x000000000017c386
     0.07%  python3.10  libc.so.6                                 [.] 0x00000000001a1238
     0.07%  python3.10  python3.10                                [.] 0x000000000018d974
     0.07%  python3.10  [kernel.kallsyms]                         [k] aa_sk_perm
     0.07%  python3.10  [kernel.kallsyms]                         [k] update_rq_clock
     0.07%  python3.10  python3.10                                [.] 0x0000000000127ea0
     0.07%  python3.10  [kernel.kallsyms]                         [k] tcp_send_ack
     0.07%  python3.10  python3.10                                [.] 0x00000000001406e0
     0.07%  python3.10  python3.10                                [.] 0x000000000017c3d5
     0.07%  python3.10  python3.10                                [.] 0x00000000001893e8
     0.07%  python3.10  python3.10                                [.] PyObject_GetItem
     0.07%  python3.10  python3.10                                [.] 0x000000000018d12a
     0.07%  python3.10  python3.10                                [.] 0x00000000001fb7cf
     0.07%  python3.10  python3.10                                [.] 0x0000000000277470
     0.07%  python3.10  python3.10                                [.] 0x0000000000188de8
     0.07%  python3.10  python3.10                                [.] PyObject_Free
     0.07%  python3.10  [kernel.kallsyms]                         [k] __sysvec_apic_timer_interrupt
     0.07%  python3.10  python3.10                                [.] 0x00000000000703e0
     0.07%  python3.10  python3.10                                [.] 0x000000000018c4d0
     0.07%  python3.10  python3.10                                [.] 0x000000000018d664
     0.07%  python3.10  python3.10                                [.] 0x00000000001d4965
     0.07%  python3.10  python3.10                                [.] 0x0000000000277517
     0.07%  python3.10  python3.10                                [.] 0x000000000020bf52
     0.07%  python3.10  python3.10                                [.] 0x0000000000150885
     0.07%  python3.10  python3.10                                [.] 0x000000000015f01d
     0.07%  python3.10  [kernel.kallsyms]                         [k] do_syscall_64
     0.07%  python3.10  python3.10                                [.] 0x000000000018d562
     0.07%  python3.10  python3.10                                [.] 0x000000000015f025
     0.07%  python3.10  [kernel.kallsyms]                         [k] rb_erase
     0.07%  python3.10  python3.10                                [.] 0x0000000000133a32
     0.07%  python3.10  python3.10                                [.] 0x000000000018c0a4
     0.07%  python3.10  python3.10                                [.] 0x000000000020beea
     0.07%  python3.10  python3.10                                [.] 0x000000000031e7a0
     0.07%  python3.10  python3.10                                [.] 0x000000000017c3dc
     0.07%  python3.10  python3.10                                [.] 0x0000000000294250
     0.07%  python3.10  python3.10                                [.] 0x000000000018d151
     0.07%  python3.10  libc.so.6                                 [.] 0x00000000001a094d
     0.07%  python3.10  python3.10                                [.] 0x000000000016a2c9
     0.07%  python3.10  python3.10                                [.] 0x0000000000128056
     0.07%  python3.10  python3.10                                [.] 0x00000000001598e3
     0.07%  python3.10  python3.10                                [.] 0x0000000000188d90
     0.07%  python3.10  python3.10                                [.] 0x000000000018c0e0
     0.07%  python3.10  [kernel.kallsyms]                         [k] update_load_avg
     0.07%  python3.10  python3.10                                [.] PyObject_GetBuffer
     0.07%  python3.10  libcrypto.so.3                            [.] CRYPTO_zalloc
     0.07%  python3.10  python3.10                                [.] 0x000000000018d7ed
     0.07%  python3.10  python3.10                                [.] 0x0000000000206913
     0.07%  python3.10  python3.10                                [.] 0x000000000015b564
     0.07%  python3.10  python3.10                                [.] 0x0000000000137a80
     0.07%  python3.10  python3.10                                [.] 0x0000000000206be8
     0.07%  python3.10  python3.10                                [.] 0x0000000000293dc2
     0.06%  python3.10  python3.10                                [.] 0x000000000018d0e0
     0.06%  python3.10  python3.10                                [.] PySlice_AdjustIndices
     0.06%  python3.10  python3.10                                [.] 0x00000000001228da
     0.06%  python3.10  python3.10                                [.] 0x000000000029b7c2
     0.06%  python3.10  [kernel.kallsyms]                         [k] exit_to_user_mode_loop
     0.06%  python3.10  libcrypto.so.3                            [.] 0x0000000000307858
     0.06%  python3.10  python3.10                                [.] PyObject_Format
     0.06%  python3.10  [kernel.kallsyms]                         [k] tcp_write_xmit
     0.06%  python3.10  python3.10                                [.] 0x0000000000277587
     0.06%  python3.10  python3.10                                [.] 0x000000000020682b
     0.06%  python3.10  python3.10                                [.] 0x000000000018d1cb
     0.06%  python3.10  python3.10                                [.] 0x000000000017c3f8
     0.06%  python3.10  [kernel.kallsyms]                         [k] __cgroup_bpf_run_filter_skb
     0.06%  python3.10  python3.10                                [.] 0x000000000017c388
     0.06%  python3.10  [kernel.kallsyms]                         [k] perf_swevent_add
     0.06%  python3.10  python3.10                                [.] 0x000000000017c3e3
     0.06%  python3.10  python3.10                                [.] 0x000000000018d498
     0.06%  python3.10  [kernel.kallsyms]                         [k] migrate_enable
     0.06%  python3.10  python3.10                                [.] 0x0000000000206714
     0.06%  python3.10  python3.10                                [.] 0x000000000017f876
     0.06%  python3.10  python3.10                                [.] 0x0000000000137b21
     0.06%  python3.10  python3.10                                [.] 0x000000000018c039
     0.06%  python3.10  [kernel.kallsyms]                         [k] ip_output
     0.06%  python3.10  python3.10                                [.] 0x000000000018c0d9
     0.06%  python3.10  python3.10                                [.] 0x0000000000121734
     0.06%  python3.10  [kernel.kallsyms]                         [k] tcp_newly_delivered
     0.06%  python3.10  python3.10                                [.] 0x000000000015ef74
     0.06%  python3.10  python3.10                                [.] 0x0000000000179613
     0.06%  python3.10  [kernel.kallsyms]                         [k] rb_next
     0.06%  python3.10  python3.10                                [.] 0x0000000000137a60
     0.06%  python3.10  [kernel.kallsyms]                         [k] memcg_slab_free_hook
     0.06%  python3.10  python3.10                                [.] 0x00000000001338a0
     0.06%  python3.10  python3.10                                [.] 0x000000000013fd16
     0.06%  python3.10  python3.10                                [.] 0x0000000000137bc7
     0.06%  python3.10  [kernel.kallsyms]                         [k] __fget_light
     0.06%  python3.10  python3.10                                [.] 0x00000000001732d2
     0.06%  python3.10  python3.10                                [.] _Py_HashBytes
     0.06%  python3.10  python3.10                                [.] 0x00000000001795b3
     0.06%  python3.10  python3.10                                [.] 0x000000000020beaa
     0.06%  python3.10  python3.10                                [.] 0x0000000000122869
     0.06%  python3.10  [kernel.kallsyms]                         [k] get_nohz_timer_target
     0.06%  python3.10  [kernel.kallsyms]                         [k] perf_pmu_nop_txn
     0.06%  python3.10  [kernel.kallsyms]                         [k] pick_next_task
     0.06%  python3.10  [kernel.kallsyms]                         [k] pick_next_task_fair
     0.06%  python3.10  [kernel.kallsyms]                         [k] rseq_ip_fixup
     0.06%  python3.10  [kernel.kallsyms]                         [k] cgroup_rstat_updated
     0.05%  python3.10  python3.10                                [.] 0x000000000018d964
     0.05%  python3.10  libc.so.6                                 [.] 0x00000000001a0b18
     0.05%  python3.10  [kernel.kallsyms]                         [k] perf_pmu_nop_int
     0.05%  python3.10  [kernel.kallsyms]                         [k] rcu_core
     0.05%  python3.10  libcrypto.so.3                            [.] 0x00000000000b30a0
     0.05%  python3.10  [kernel.kallsyms]                         [k] native_write_msr
     0.05%  python3.10  [kernel.kallsyms]                         [k] update_curr
     0.05%  python3.10  python3.10                                [.] 0x000000000018d0e4
     0.05%  python3.10  python3.10                                [.] 0x0000000000128094
     0.05%  python3.10  python3.10                                [.] 0x000000000016a31a
     0.05%  python3.10  python3.10                                [.] 0x000000000017a899
     0.05%  python3.10  python3.10                                [.] 0x0000000000173315
     0.05%  python3.10  python3.10                                [.] 0x0000000000277507
     0.05%  python3.10  python3.10                                [.] 0x00000000001d48e1
     0.05%  python3.10  [kernel.kallsyms]                         [k] cubictcp_acked
     0.05%  python3.10  python3.10                                [.] 0x000000000020674f
     0.05%  python3.10  python3.10                                [.] 0x0000000000188dc9
     0.05%  python3.10  python3.10                                [.] 0x00000000000cfc0d
     0.05%  python3.10  python3.10                                [.] 0x000000000015af8e
     0.05%  python3.10  python3.10                                [.] 0x0000000000120cc0
     0.05%  python3.10  python3.10                                [.] PyObject_GC_UnTrack
     0.05%  python3.10  python3.10                                [.] 0x00000000001339ce
     0.05%  python3.10  [kernel.kallsyms]                         [k] sock_recvmsg
     0.05%  python3.10  python3.10                                [.] 0x000000000016ab6b
     0.05%  python3.10  python3.10                                [.] 0x000000000018d75d
     0.05%  python3.10  python3.10                                [.] 0x000000000020bf50
     0.05%  python3.10  [kernel.kallsyms]                         [k] sock_rfree
     0.05%  python3.10  libc.so.6                                 [.] 0x00000000001a0a2e
     0.05%  python3.10  python3.10                                [.] 0x000000000018c069
     0.05%  python3.10  python3.10                                [.] 0x000000000020bec5
     0.05%  python3.10  [kernel.kallsyms]                         [k] __perf_event_task_sched_in
     0.05%  python3.10  [kernel.kallsyms]                         [k] __virt_addr_valid
     0.05%  python3.10  python3.10                                [.] 0x00000000001523b8
     0.05%  python3.10  python3.10                                [.] 0x0000000000188e5e
     0.05%  python3.10  python3.10                                [.] 0x000000000017b0d0
     0.05%  python3.10  python3.10                                [.] 0x000000000018c0f0
     0.05%  python3.10  python3.10                                [.] 0x0000000000179f78
     0.05%  python3.10  python3.10                                [.] 0x0000000000188e0a
     0.05%  python3.10  python3.10                                [.] 0x00000000001d48e8
     0.05%  python3.10  python3.10                                [.] 0x0000000000127f87
     0.05%  python3.10  python3.10                                [.] 0x00000000002774cb
     0.05%  python3.10  python3.10                                [.] 0x000000000018d596
     0.05%  python3.10  python3.10                                [.] 0x000000000016a305
     0.05%  python3.10  [kernel.kallsyms]                         [k] native_write_msr_safe
     0.05%  python3.10  libcrypto.so.3                            [.] 0x000000000030757a
