# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 8K of event 'cycles'
# Event count (approx.): 3496800267
#
# Overhead  Command     Shared Object         Symbol                                   
# ........  ..........  ....................  .........................................
#
     0.04%  python3.10  [kernel.kallsyms]     [k] try_to_wake_up
     0.03%  python3.10  [kernel.kallsyms]     [k] perf_swevent_add
     0.03%  python3.10  [kernel.kallsyms]     [k] futex_wait
     0.03%  python3.10  python3.10            [.] _PyType_Lookup
     0.03%  python3.10  python3.10            [.] 0x0000000000127f54
     0.03%  python3.10  [kernel.kallsyms]     [k] __srcu_read_lock
     0.03%  python3.10  [kernel.kallsyms]     [k] allocate_slab
     0.03%  python3.10  python3.10            [.] 0x00000000001d9417
     0.03%  python3.10  [kernel.kallsyms]     [k] perf_event_init_context
     0.03%  python3.10  python3.10            [.] 0x00000000001228f6
     0.03%  python3.10  [kernel.kallsyms]     [k] iterate_groups
     0.03%  python3.10  python3.10            [.] 0x00000000001d495d
     0.03%  python3.10  python3.10            [.] PyFunction_NewWithQualName
     0.03%  python3.10  python3.10            [.] 0x000000000020bea0
     0.03%  python3.10  python3.10            [.] 0x000000000015effa
     0.03%  python3.10  [kernel.kallsyms]     [k] copy_process
     0.03%  python3.10  [kernel.kallsyms]     [k] x86_pmu_enable
     0.03%  python3.10  [kernel.kallsyms]     [k] timerqueue_add
     0.03%  python3.10  python3.10            [.] 0x000000000017f860
     0.03%  python3.10  [kernel.kallsyms]     [k] asm_sysvec_apic_timer_interrupt
     0.03%  python3.10  python3.10            [.] 0x00000000001215ed
     0.03%  python3.10  python3.10            [.] 0x0000000000206a23
     0.03%  python3.10  python3.10            [.] 0x00000000001732d2
     0.03%  python3.10  python3.10            [.] 0x0000000000188dec
     0.03%  python3.10  [kernel.kallsyms]     [k] futex_wait_queue_me
     0.03%  python3.10  python3.10            [.] 0x000000000020bef5
     0.03%  python3.10  python3.10            [.] PyList_Append
     0.03%  python3.10  python3.10            [.] 0x0000000000174090
     0.03%  python3.10  python3.10            [.] PyObject_SetAttr
     0.03%  python3.10  python3.10            [.] _PyObject_LookupSpecial
     0.03%  python3.10  [kernel.kallsyms]     [k] psi_flags_change
     0.03%  python3.10  [kernel.kallsyms]     [k] put_prev_entity
     0.03%  python3.10  [kernel.kallsyms]     [k] error_return
     0.03%  python3.10  python3.10            [.] 0x000000000028e0a9
     0.03%  python3.10  [kernel.kallsyms]     [k] __x64_sys_futex
     0.03%  python3.10  python3.10            [.] _PyObject_GenericGetAttrWithDict
     0.03%  python3.10  [kernel.kallsyms]     [k] fpregs_assert_state_consistent
     0.03%  python3.10  [kernel.kallsyms]     [k] rb_next
     0.03%  python3.10  python3.10            [.] 0x00000000001215df
     0.03%  python3.10  python3.10            [.] 0x00000000002942ff
     0.03%  python3.10  [kernel.kallsyms]     [k] irqentry_exit_to_user_mode
     0.02%  python3.10  [kernel.kallsyms]     [k] native_apic_msr_eoi_write
     0.02%  python3.10  [kernel.kallsyms]     [k] __hrtimer_init
     0.02%  python3.10  [kernel.kallsyms]     [k] native_sched_clock
     0.02%  python3.10  [kernel.kallsyms]     [k] switch_fpu_return
     0.02%  python3.10  python3.10            [.] _PyObject_FastCallDictTstate
     0.02%  python3.10  [kernel.kallsyms]     [k] x86_setup_perfctr
     0.02%  python3.10  libc.so.6             [.] 0x00000000001a0986
     0.02%  python3.10  [kernel.kallsyms]     [k] intel_get_event_constraints
     0.02%  python3.10  [kernel.kallsyms]     [k] perf_iterate_ctx
     0.02%  python3.10  python3.10            [.] 0x000000000015efc7
     0.02%  python3.10  python3.10            [.] 0x0000000000121599
     0.02%  python3.10  python3.10            [.] 0x00000000001732ee
     0.02%  python3.10  python3.10            [.] 0x000000000015b541
     0.02%  python3.10  [kernel.kallsyms]     [k] lock_page_lruvec_irqsave
     0.02%  python3.10  python3.10            [.] PyObject_Format
     0.02%  python3.10  [kernel.kallsyms]     [k] __update_load_avg_cfs_rq
     0.02%  python3.10  [kernel.kallsyms]     [k] select_task_rq_fair
     0.02%  python3.10  [kernel.kallsyms]     [k] perf_pmu_nop_int
     0.02%  python3.10  python3.10            [.] 0x0000000000121734
     0.02%  python3.10  [kernel.kallsyms]     [k] clear_page_erms
     0.02%  python3.10  python3.10            [.] 0x000000000015f000
     0.02%  python3.10  [kernel.kallsyms]     [k] x86_reserve_hardware
     0.02%  python3.10  libc.so.6             [.] parse_qtd_backslash
     0.02%  python3.10  libc.so.6             [.] __vstrfmon_l_internal
     0.02%  python3.10  python3.10            [.] 0x000000000015b519
     0.02%  python3.10  [kernel.kallsyms]     [k] __schedule
     0.02%  python3.10  python3.10            [.] 0x00000000001795d6
     0.02%  python3.10  python3.10            [.] 0x00000000001740bb
     0.02%  python3.10  [kernel.kallsyms]     [k] __intel_pmu_enable_all.constprop.0
     0.02%  python3.10  python3.10            [.] PyMem_Realloc
     0.02%  python3.10  [kernel.kallsyms]     [k] copy_page
     0.02%  python3.10  [kernel.kallsyms]     [k] perf_event_groups_first
     0.02%  python3.10  python3.10            [.] 0x000000000018d151
     0.02%  python3.10  [kernel.kallsyms]     [k] rmqueue
     0.02%  python3.10  [kernel.kallsyms]     [k] futex_wake
     0.02%  python3.10  python3.10            [.] PyType_GenericAlloc
     0.02%  python3.10  python3.10            [.] 0x0000000000188dd7
     0.02%  python3.10  python3.10            [.] 0x000000000018bfd8
     0.02%  python3.10  [kernel.kallsyms]     [k] free_unref_page_list
     0.02%  python3.10  python3.10            [.] 0x00000000001433cc
     0.02%  python3.10  python3.10            [.] 0x000000000018c091
     0.02%  python3.10  [kernel.kallsyms]     [k] rcu_read_unlock_strict
     0.02%  python3.10  [kernel.kallsyms]     [k] x86_pmu_event_init
     0.02%  python3.10  python3.10            [.] _PyUnicode_ToDecimalDigit
     0.02%  python3.10  python3.10            [.] 0x00000000001d4955
     0.01%  python3.10  libc.so.6             [.] __vfwscanf_internal
     0.01%  python3.10  [kernel.kallsyms]     [k] __pagevec_lru_add_fn
     0.01%  python3.10  [kernel.kallsyms]     [k] ctx_sched_out
     0.01%  python3.10  [kernel.kallsyms]     [k] wake_up_q
     0.01%  python3.10  [kernel.kallsyms]     [k] set_next_buddy
     0.01%  python3.10  [kernel.kallsyms]     [k] find_vma_prev
     0.01%  python3.10  [kernel.kallsyms]     [k] __irqentry_text_end
     0.01%  python3.10  [kernel.kallsyms]     [k] enqueue_entity
     0.01%  python3.10  [kernel.kallsyms]     [k] get_nohz_timer_target
     0.01%  python3.10  [kernel.kallsyms]     [k] do_futex
     0.01%  python3.10  python3.10            [.] _PyLong_New
     0.01%  python3.10  python3.10            [.] 0x0000000000152321
     0.01%  python3.10  [kernel.kallsyms]     [k] irq_work_tick
     0.01%  python3.10  [kernel.kallsyms]     [k] pick_next_task_fair
     0.01%  python3.10  [kernel.kallsyms]     [k] error_entry
     0.01%  python3.10  libc.so.6             [.] __memmove_sse2_unaligned_erms
     0.01%  python3.10  [kernel.kallsyms]     [k] run_posix_cpu_timers
     0.01%  python3.10  [kernel.kallsyms]     [k] native_write_msr_safe
     0.01%  python3.10  [kernel.kallsyms]     [k] pick_next_task
     0.01%  python3.10  [kernel.kallsyms]     [k] schedule
     0.01%  python3.10  [kernel.kallsyms]     [k] read_tsc
     0.01%  python3.10  python3.10            [.] 0x00000000001215c8
     0.01%  python3.10  [kernel.kallsyms]     [k] __hrtimer_start_range_ns
     0.01%  python3.10  [kernel.kallsyms]     [k] task_clock_event_add
     0.01%  python3.10  [kernel.kallsyms]     [k] __calc_delta
     0.01%  python3.10  [kernel.kallsyms]     [k] do_pselect.constprop.0
     0.01%  python3.10  [kernel.kallsyms]     [k] intel_cpuc_prepare
     0.01%  python3.10  python3.10            [.] PyTraceBack_Here
     0.01%  python3.10  python3.10            [.] 0x000000000012b2cb
     0.01%  python3.10  python3.10            [.] 0x000000000017c3aa
     0.01%  python3.10  python3.10            [.] 0x0000000000188e17
     0.01%  python3.10  python3.10            [.] 0x00000000001f6e35
     0.01%  python3.10  python3.10            [.] 0x00000000002948e7
     0.01%  python3.10  [kernel.kallsyms]     [k] hrtimer_interrupt
     0.01%  python3.10  [kernel.kallsyms]     [k] idle_cpu
     0.01%  python3.10  [kernel.kallsyms]     [k] blkcg_maybe_throttle_current
     0.01%  python3.10  python3.10            [.] _PyStack_AsDict
     0.01%  python3.10  libc.so.6             [.] 0x00000000001a1100
     0.01%  python3.10  python3.10            [.] 0x0000000000188d97
     0.01%  python3.10  python3.10            [.] _PyLong_Format
     0.01%  python3.10  [kernel.kallsyms]     [k] __mod_lruvec_page_state
     0.01%  python3.10  ld-linux-x86-64.so.2  [.] 0x000000000002afe0
     0.01%  python3.10  libc.so.6             [.] 0x00000000001a0951
     0.01%  python3.10  libc.so.6             [.] 0x00000000001a0970
     0.01%  python3.10  python3.10            [.] 0x00000000001228d1
     0.01%  python3.10  python3.10            [.] 0x00000000001d48dd
     0.01%  python3.10  [kernel.kallsyms]     [k] insert_vmap_area.constprop.0
     0.01%  python3.10  [kernel.kallsyms]     [k] sched_clock_cpu
     0.01%  python3.10  python3.10            [.] 0x0000000000121660
     0.01%  python3.10  python3.10            [.] 0x000000000015af54
     0.01%  python3.10  python3.10            [.] 0x000000000015b50b
     0.01%  python3.10  python3.10            [.] 0x000000000015efaa
     0.01%  python3.10  python3.10            [.] 0x000000000017c403
     0.01%  python3.10  python3.10            [.] 0x0000000000188de4
     0.01%  python3.10  python3.10            [.] 0x000000000018947b
     0.01%  python3.10  [kernel.kallsyms]     [k] obj_cgroup_charge
     0.01%  python3.10  python3.10            [.] 0x0000000000122832
     0.01%  python3.10  python3.10            [.] 0x000000000017b0fc
     0.01%  python3.10  [kernel.kallsyms]     [k] __x64_sys_clone3
     0.01%  python3.10  [kernel.kallsyms]     [k] ktime_get_ts64
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_event_task_output
     0.01%  python3.10  python3.10            [.] _PyUnicodeWriter_Init
     0.01%  python3.10  python3.10            [.] 0x000000000006efb0
     0.01%  python3.10  python3.10            [.] 0x00000000001d48e8
     0.01%  python3.10  python3.10            [.] 0x0000000000188d3c
     0.01%  python3.10  python3.10            [.] 0x000000000018d596
     0.01%  python3.10  [kernel.kallsyms]     [k] find_idlest_group
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_group_attach
     0.01%  python3.10  [kernel.kallsyms]     [k] rb_first
     0.01%  python3.10  python3.10            [.] 0x000000000018c04e
     0.01%  python3.10  libm.so.6             [.] __addtf3
     0.01%  python3.10  python3.10            [.] PyObject_Malloc
     0.01%  python3.10  python3.10            [.] 0x0000000000127ef9
     0.01%  python3.10  python3.10            [.] 0x0000000000188e0a
     0.01%  python3.10  python3.10            [.] 0x000000000018d26e
     0.01%  python3.10  python3.10            [.] 0x000000000027e8dc
     0.01%  python3.10  python3.10            [.] 0x0000000000131375
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_mux_hrtimer_handler
     0.01%  python3.10  [kernel.kallsyms]     [k] mem_cgroup_handle_over_high
     0.01%  python3.10  [kernel.kallsyms]     [k] inherit_event.constprop.0
     0.01%  python3.10  python3.10            [.] 0x000000000015efdc
     0.01%  python3.10  python3.10            [.] PyUnicode_FromFormatV
     0.01%  python3.10  python3.10            [.] 0x000000000006ed20
     0.01%  python3.10  libc.so.6             [.] __stpncpy_ssse3
     0.01%  python3.10  [kernel.kallsyms]     [k] native_write_msr
     0.01%  python3.10  libc.so.6             [.] __strncpy_sse2_unaligned
     0.01%  python3.10  [kernel.kallsyms]     [k] copy_clone_args_from_user
     0.01%  python3.10  [kernel.kallsyms]     [k] memcpy_erms
     0.01%  python3.10  python3.10            [.] PyErr_Restore
     0.01%  python3.10  python3.10            [.] 0x00000000002b38bf
     0.01%  python3.10  [kernel.kallsyms]     [k] x86_get_event_constraints
     0.01%  python3.10  libc.so.6             [.] 0x00000000001a0944
     0.01%  python3.10  python3.10            [.] PyNumber_Xor
     0.01%  python3.10  python3.10            [.] 0x00000000001228eb
     0.01%  python3.10  python3.10            [.] 0x0000000000127f50
     0.01%  python3.10  python3.10            [.] 0x00000000001732de
     0.01%  python3.10  python3.10            [.] 0x0000000000179541
     0.01%  python3.10  python3.10            [.] 0x000000000018d237
     0.01%  python3.10  python3.10            [.] 0x000000000018d66a
     0.01%  python3.10  [kernel.kallsyms]     [k] ctx_sched_in
     0.01%  python3.10  [kernel.kallsyms]     [k] memcg_slab_free_hook
     0.01%  python3.10  [kernel.kallsyms]     [k] update_cfs_group
     0.01%  python3.10  python3.10            [.] PyLong_FromUnsignedLong
     0.01%  python3.10  libc.so.6             [.] ____wcstod_l_internal
     0.01%  python3.10  python3.10            [.] 0x000000000018d57d
     0.01%  python3.10  python3.10            [.] 0x00000000001d48d4
     0.01%  python3.10  [kernel.kallsyms]     [k] arch_perf_update_userpage
     0.01%  python3.10  [kernel.kallsyms]     [k] intel_pmu_event_map
     0.01%  python3.10  [vdso]                [.] 0x00000000000006e0
     0.01%  python3.10  libc.so.6             [.] 0x00000000001a0984
     0.01%  python3.10  python3.10            [.] 0x000000000011d563
     0.01%  python3.10  python3.10            [.] 0x0000000000122884
     0.01%  python3.10  python3.10            [.] 0x0000000000128da0
     0.01%  python3.10  python3.10            [.] 0x0000000000137bfb
     0.01%  python3.10  python3.10            [.] 0x0000000000152420
     0.01%  python3.10  python3.10            [.] 0x000000000015b546
     0.01%  python3.10  python3.10            [.] 0x000000000015c5f4
     0.01%  python3.10  python3.10            [.] 0x000000000017331c
     0.01%  python3.10  python3.10            [.] 0x000000000017c3ef
     0.01%  python3.10  python3.10            [.] 0x0000000000294fca
     0.01%  python3.10  python3.10            [.] 0x0000000000143407
     0.01%  python3.10  libcrypto.so.3        [.] 0x0000000000307a2b
     0.01%  python3.10  [kernel.kallsyms]     [k] get_obj_cgroup_from_current
     0.01%  python3.10  [kernel.kallsyms]     [k] __get_vma_policy
     0.01%  python3.10  [kernel.kallsyms]     [k] intel_put_event_constraints
     0.01%  python3.10  [kernel.kallsyms]     [k] kmem_cache_alloc_node_trace
     0.01%  python3.10  [kernel.kallsyms]     [k] should_failslab
     0.01%  python3.10  python3.10            [.] 0x0000000000121d28
     0.01%  python3.10  python3.10            [.] 0x000000000015ef78
     0.01%  python3.10  python3.10            [.] 0x0000000000167e17
     0.01%  python3.10  python3.10            [.] 0x000000000017958b
     0.01%  python3.10  python3.10            [.] 0x000000000018d155
     0.01%  python3.10  python3.10            [.] 0x0000000000198e48
     0.01%  python3.10  python3.10            [.] 0x000000000020bec2
     0.01%  python3.10  python3.10            [.] 0x000000000029426d
     0.01%  python3.10  libcrypto.so.3        [.] EVP_MD_up_ref
     0.01%  python3.10  python3.10            [.] 0x000000000023541d
     0.01%  python3.10  python3.10            [.] 0x00000000001433de
     0.01%  python3.10  [kernel.kallsyms]     [k] __perf_event__output_id_sample
     0.01%  python3.10  python3.10            [.] 0x000000000018d730
     0.01%  python3.10  python3.10            [.] 0x000000000018c4f0
     0.01%  python3.10  libcrypto.so.3        [.] 0x0000000000307563
     0.01%  python3.10  libc.so.6             [.] 0x00000000001a1140
     0.01%  python3.10  [kernel.kallsyms]     [k] cpumask_any_but
     0.01%  python3.10  python3.10            [.] 0x00000000001434c6
     0.01%  python3.10  [kernel.kallsyms]     [k] __kmalloc
     0.01%  python3.10  python3.10            [.] 0x00000000001740af
     0.01%  python3.10  python3.10            [.] 0x000000000018c085
     0.01%  python3.10  python3.10            [.] 0x000000000018d589
     0.01%  python3.10  python3.10            [.] 0x0000000000206689
     0.01%  python3.10  python3.10            [.] _PyFunction_Vectorcall
     0.01%  python3.10  python3.10            [.] 0x000000000015b52a
     0.01%  python3.10  python3.10            [.] 0x000000000018d4be
     0.01%  python3.10  python3.10            [.] 0x000000000018d65d
     0.01%  python3.10  python3.10            [.] 0x0000000000121623
     0.01%  python3.10  python3.10            [.] 0x0000000000156650
     0.01%  python3.10  [kernel.kallsyms]     [k] sched_clock
     0.01%  python3.10  python3.10            [.] 0x0000000000137a60
     0.01%  python3.10  python3.10            [.] 0x0000000000150ba4
     0.01%  python3.10  python3.10            [.] 0x000000000015af75
     0.01%  python3.10  python3.10            [.] 0x0000000000179592
     0.01%  python3.10  python3.10            [.] 0x0000000000188ed8
     0.01%  python3.10  python3.10            [.] 0x0000000000137bc7
     0.01%  python3.10  [kernel.kallsyms]     [k] page_counter_try_charge
     0.01%  python3.10  python3.10            [.] 0x0000000000122870
     0.01%  python3.10  python3.10            [.] 0x0000000000151eed
     0.01%  python3.10  python3.10            [.] 0x000000000015e0cd
     0.01%  python3.10  python3.10            [.] 0x000000000017953a
     0.01%  python3.10  python3.10            [.] 0x0000000000179553
     0.01%  python3.10  python3.10            [.] 0x0000000000188efb
     0.01%  python3.10  python3.10            [.] 0x000000000018d06a
     0.01%  python3.10  python3.10            [.] PyBytes_FromStringAndSize
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_log_itrace_start
     0.01%  python3.10  [kernel.kallsyms]     [k] select_idle_sibling
     0.01%  python3.10  python3.10            [.] 0x000000000015ef93
     0.01%  python3.10  python3.10            [.] 0x0000000000179530
     0.01%  python3.10  python3.10            [.] 0x000000000018d16d
     0.01%  python3.10  python3.10            [.] 0x00000000002773a8
     0.01%  python3.10  python3.10            [.] 0x0000000000294254
     0.01%  python3.10  python3.10            [.] 0x0000000000294258
     0.01%  python3.10  [kernel.kallsyms]     [k] __lock_text_start
     0.01%  python3.10  libcrypto.so.3        [.] 0x00000000003075c6
     0.01%  python3.10  python3.10            [.] 0x000000000017c410
     0.01%  python3.10  libcrypto.so.3        [.] 0x00000000003079ea
     0.01%  python3.10  libcrypto.so.3        [.] 0x0000000000308326
     0.01%  python3.10  [kernel.kallsyms]     [k] set_pte
     0.01%  python3.10  [kernel.kallsyms]     [k] rcu_segcblist_enqueue
     0.01%  python3.10  libcrypto.so.3        [.] 0x0000000000307432
     0.01%  python3.10  [kernel.kallsyms]     [k] sched_cgroup_fork
     0.01%  python3.10  [kernel.kallsyms]     [k] task_rq_lock
     0.01%  python3.10  python3.10            [.] _PyObject_GenericSetAttrWithDict
     0.01%  python3.10  python3.10            [.] PyDict_GetItemWithError
     0.01%  python3.10  libc.so.6             [.] 0x0000000000198afe
     0.01%  python3.10  python3.10            [.] 0x00000000001566df
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_init_event
     0.01%  python3.10  python3.10            [.] 0x0000000000121675
     0.01%  python3.10  python3.10            [.] 0x0000000000137a88
     0.01%  python3.10  python3.10            [.] 0x000000000018d25c
     0.01%  python3.10  libc.so.6             [.] 0x0000000000199ee0
     0.01%  python3.10  libcrypto.so.3        [.] 0x0000000000307846
     0.01%  python3.10  python3.10            [.] 0x000000000027fffd
     0.01%  python3.10  libc.so.6             [.] __stpncpy_sse2_unaligned
     0.01%  python3.10  python3.10            [.] 0x0000000000137b95
     0.01%  python3.10  python3.10            [.] 0x000000000017c380
     0.01%  python3.10  python3.10            [.] 0x00000000002b1893
     0.01%  python3.10  python3.10            [.] 0x0000000000277595
     0.01%  python3.10  python3.10            [.] 0x00000000001d4c00
     0.01%  python3.10  [kernel.kallsyms]     [k] x86_pmu_filter_match
     0.01%  python3.10  python3.10            [.] 0x000000000015ef70
     0.01%  python3.10  python3.10            [.] 0x0000000000206576
     0.01%  python3.10  python3.10            [.] _PyUnicodeWriter_Finish
     0.01%  python3.10  ld-linux-x86-64.so.2  [.] _dl_check_map_versions
     0.01%  python3.10  libcrypto.so.3        [.] 0x0000000000307fb9
     0.01%  python3.10  [kernel.kallsyms]     [k] acct_collect
     0.01%  python3.10  python3.10            [.] PyObject_GetIter
     0.01%  python3.10  libc.so.6             [.] 0x000000000019d30a
     0.01%  python3.10  python3.10            [.] 0x0000000000122608
     0.01%  python3.10  python3.10            [.] 0x0000000000151dbc
     0.01%  python3.10  python3.10            [.] 0x000000000015b210
     0.01%  python3.10  python3.10            [.] 0x00000000002cfec0
     0.01%  python3.10  [kernel.kallsyms]     [k] __mod_memcg_lruvec_state
     0.01%  python3.10  [kernel.kallsyms]     [k] reweight_entity
     0.01%  python3.10  python3.10            [.] 0x0000000000137a9c
     0.01%  python3.10  python3.10            [.] 0x000000000018bfd4
     0.01%  python3.10  python3.10            [.] 0x00000000002b69ea
     0.01%  python3.10  python3.10            [.] 0x000000000018d081
     0.01%  python3.10  python3.10            [.] 0x0000000000137a6f
     0.01%  python3.10  python3.10            [.] 0x000000000018d54e
     0.01%  python3.10  python3.10            [.] PyObject_RichCompare
     0.01%  python3.10  python3.10            [.] 0x00000000001795fe
     0.01%  python3.10  python3.10            [.] 0x0000000000294ea2
     0.01%  python3.10  python3.10            [.] 0x00000000001210c4
     0.01%  python3.10  [kernel.kallsyms]     [k] dequeue_task
     0.01%  python3.10  [kernel.kallsyms]     [k] pids_can_fork
     0.01%  python3.10  python3.10            [.] PyLong_FromString
     0.01%  python3.10  libc.so.6             [.] 0x000000000019d981
     0.01%  python3.10  python3.10            [.] 0x000000000012bd50
     0.01%  python3.10  [kernel.kallsyms]     [k] apparmor_task_alloc
     0.01%  python3.10  [kernel.kallsyms]     [k] kmem_cache_alloc_node
     0.01%  python3.10  python3.10            [.] PyErr_GivenExceptionMatches
     0.01%  python3.10  [kernel.kallsyms]     [k] inherit_task_group.isra.0
     0.01%  python3.10  python3.10            [.] 0x0000000000179c02
     0.01%  python3.10  python3.10            [.] 0x000000000018d7ed
     0.01%  python3.10  python3.10            [.] 0x00000000001228c0
     0.01%  python3.10  python3.10            [.] _PyObject_GC_New
     0.01%  python3.10  python3.10            [.] 0x000000000020667b
     0.01%  python3.10  python3.10            [.] 0x0000000000294738
     0.01%  python3.10  [kernel.kallsyms]     [k] intel_pmu_bts_config
     0.00%  python3.10  [kernel.kallsyms]     [k] security_perf_event_alloc
     0.00%  python3.10  python3.10            [.] 0x00000000001776ee
     0.00%  python3.10  [kernel.kallsyms]     [k] asm_sysvec_thermal
     0.00%  python3.10  python3.10            [.] 0x000000000012d811
     0.00%  python3.10  [kernel.kallsyms]     [k] page_remove_rmap
