# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 36K of event 'cycles'
# Event count (approx.): 17574871161
#
# Overhead  Command     Shared Object         Symbol                                   
# ........  ..........  ....................  .........................................
#
     0.10%  :2688949    python3.10            [.] 0x0000000000121638
     0.09%  :2688949    python3.10            [.] 0x00000000001215a6
     0.09%  python3.10  python3.10            [.] 0x000000000012160f
     0.09%  python3.10  python3.10            [.] 0x0000000000121730
     0.09%  :2688949    python3.10            [.] 0x0000000000121675
     0.09%  :2688949    python3.10            [.] 0x000000000015b509
     0.09%  :2688949    python3.10            [.] 0x00000000001215a0
     0.09%  :2688949    python3.10            [.] 0x000000000015b50a
     0.09%  :2688949    python3.10            [.] 0x00000000001215a2
     0.09%  python3.10  python3.10            [.] 0x00000000001215f2
     0.09%  python3.10  python3.10            [.] 0x0000000000121638
     0.09%  :2688949    python3.10            [.] 0x0000000000179c2e
     0.08%  :2688949    python3.10            [.] 0x0000000000173d54
     0.08%  :2688949    python3.10            [.] 0x0000000000121740
     0.08%  python3.10  python3.10            [.] 0x0000000000121737
     0.08%  python3.10  python3.10            [.] 0x0000000000121679
     0.08%  python3.10  python3.10            [.] 0x00000000001215a3
     0.08%  :2688949    python3.10            [.] 0x000000000015b50b
     0.07%  python3.10  python3.10            [.] 0x000000000012159b
     0.07%  :2688949    python3.10            [.] 0x00000000001215c8
     0.07%  :2688949    python3.10            [.] 0x0000000000121667
     0.07%  :2688949    python3.10            [.] 0x0000000000121749
     0.06%  python3.10  python3.10            [.] 0x0000000000121596
     0.06%  :2688949    python3.10            [.] 0x0000000000121635
     0.06%  :2688949    python3.10            [.] 0x000000000012175a
     0.06%  :2688949    python3.10            [.] 0x0000000000121751
     0.06%  :2688949    python3.10            [.] 0x00000000001215b2
     0.06%  :2688949    python3.10            [.] 0x0000000000121628
     0.05%  :2688949    python3.10            [.] 0x0000000000121757
     0.05%  python3.10  python3.10            [.] 0x00000000001215a7
     0.05%  python3.10  python3.10            [.] 0x00000000001215cb
     0.05%  :2688949    python3.10            [.] 0x00000000001215d8
     0.05%  :2688949    python3.10            [.] 0x0000000000121641
     0.04%  :2688949    python3.10            [.] 0x00000000001215df
     0.04%  :2688949    python3.10            [.] 0x000000000012164e
     0.04%  :2688949    python3.10            [.] 0x0000000000121754
     0.04%  :2688949    python3.10            [.] 0x000000000015b53b
     0.04%  :2688949    python3.10            [.] 0x0000000000179be9
     0.04%  python3.10  python3.10            [.] 0x000000000012159d
     0.04%  python3.10  python3.10            [.] 0x00000000001215ab
     0.04%  python3.10  python3.10            [.] 0x00000000001215e5
     0.04%  :2688949    python3.10            [.] 0x00000000001215c0
     0.04%  :2688949    python3.10            [.] 0x0000000000121734
     0.03%  python3.10  python3.10            [.] 0x00000000001215c0
     0.03%  python3.10  python3.10            [.] 0x00000000001215e2
     0.03%  python3.10  python3.10            [.] 0x00000000001215dc
     0.03%  :2688949    python3.10            [.] 0x0000000000179c18
     0.03%  :2688949    python3.10            [.] 0x000000000015b55b
     0.03%  :2688949    [kernel.kallsyms]     [k] native_read_msr
     0.03%  python3.10  python3.10            [.] 0x00000000001215bc
     0.03%  :2688949    python3.10            [.] 0x0000000000179bea
     0.03%  python3.10  [kernel.kallsyms]     [k] syscall_exit_to_user_mode
     0.03%  :2688949    python3.10            [.] 0x0000000000179c0b
     0.03%  :2688949    python3.10            [.] 0x000000000015b53e
     0.03%  :2688949    python3.10            [.] 0x000000000015b519
     0.03%  python3.10  python3.10            [.] 0x00000000001215e9
     0.03%  python3.10  python3.10            [.] 0x00000000001215a2
     0.02%  python3.10  python3.10            [.] 0x000000000012167d
     0.02%  :2688949    [kernel.kallsyms]     [k] __irqentry_text_end
     0.02%  :2688949    python3.10            [.] 0x000000000012174d
     0.02%  :2688949    python3.10            [.] 0x0000000000179be4
     0.02%  python3.10  python3.10            [.] 0x000000000012167b
     0.02%  :2688949    [kernel.kallsyms]     [k] error_entry
     0.02%  python3.10  [kernel.kallsyms]     [k] perf_event_alloc
     0.02%  python3.10  python3.10            [.] 0x0000000000121594
     0.02%  :2688949    python3.10            [.] 0x000000000015b512
     0.02%  :2688949    python3.10            [.] 0x0000000000179bfb
     0.02%  :2688949    [kernel.kallsyms]     [k] asm_sysvec_apic_timer_interrupt
     0.02%  :2688949    [kernel.kallsyms]     [k] psi_group_change
     0.02%  python3.10  [kernel.kallsyms]     [k] event_sched_in
     0.02%  :2688949    python3.10            [.] 0x0000000000179c35
     0.02%  :2688949    [kernel.kallsyms]     [k] irqentry_exit_to_user_mode
     0.02%  :2688949    python3.10            [.] 0x000000000015b56c
     0.02%  :2688949    python3.10            [.] 0x000000000015b570
     0.01%  python3.10  python3.10            [.] 0x00000000001215d8
     0.01%  :2688949    python3.10            [.] 0x000000000015b534
     0.01%  :2688949    python3.10            [.] 0x0000000000179bf7
     0.01%  :2688949    python3.10            [.] 0x0000000000179c5c
     0.01%  :2688949    [kernel.kallsyms]     [k] sync_regs
     0.01%  :2688949    [kernel.kallsyms]     [k] timerqueue_add
     0.01%  python3.10  [kernel.kallsyms]     [k] update_load_avg
     0.01%  python3.10  python3.10            [.] 0x0000000000121600
     0.01%  :2688949    [kernel.kallsyms]     [k] __update_load_avg_se
     0.01%  python3.10  python3.10            [.] 0x0000000000121599
     0.01%  python3.10  python3.10            [.] 0x0000000000121677
     0.01%  :2688949    [kernel.kallsyms]     [k] __update_load_avg_cfs_rq
     0.01%  python3.10  [kernel.kallsyms]     [k] entry_SYSCALL_64_after_hwframe
     0.01%  python3.10  [kernel.kallsyms]     [k] try_to_wake_up
     0.01%  python3.10  [kernel.kallsyms]     [k] syscall_return_via_sysret
     0.01%  :2688949    [kernel.kallsyms]     [k] merge_sched_in
     0.01%  :2688949    [kernel.kallsyms]     [k] __get_user_8
     0.01%  python3.10  [kernel.kallsyms]     [k] __schedule
     0.01%  python3.10  [kernel.kallsyms]     [k] _raw_spin_lock
     0.01%  :2688949    python3.10            [.] 0x000000000015b52a
     0.01%  python3.10  [kernel.kallsyms]     [k] psi_group_change
     0.01%  python3.10  python3.10            [.] 0x00000000001215a6
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_swevent_event
     0.01%  python3.10  [kernel.kallsyms]     [k] switch_fpu_return
     0.01%  python3.10  [kernel.kallsyms]     [k] __irqentry_text_end
     0.01%  python3.10  [kernel.kallsyms]     [k] _find_next_bit
     0.01%  :2688949    [kernel.kallsyms]     [k] entry_SYSCALL_64_after_hwframe
     0.01%  :2688949    [kernel.kallsyms]     [k] __rseq_handle_notify_resume
     0.01%  python3.10  [kernel.kallsyms]     [k] native_read_msr
     0.01%  python3.10  python3.10            [.] 0x00000000001215b2
     0.01%  :2688949    [kernel.kallsyms]     [k] __hrtimer_run_queues
     0.01%  python3.10  [kernel.kallsyms]     [k] rb_next
     0.01%  python3.10  [kernel.kallsyms]     [k] schedule
     0.01%  :2688949    [kernel.kallsyms]     [k] __calc_delta
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_log_itrace_start
     0.01%  :2688949    [kernel.kallsyms]     [k] rb_erase
     0.01%  :2688949    [kernel.kallsyms]     [k] __perf_event_task_sched_in
     0.01%  python3.10  python3.10            [.] 0x000000000012167f
     0.01%  python3.10  [kernel.kallsyms]     [k] psi_task_switch
     0.01%  :2688949    [kernel.kallsyms]     [k] native_write_msr
     0.01%  python3.10  [kernel.kallsyms]     [k] native_write_msr
     0.01%  python3.10  [kernel.kallsyms]     [k] x86_setup_perfctr
     0.01%  python3.10  [kernel.kallsyms]     [k] sync_regs
     0.01%  python3.10  libc.so.6             [.] ____wcstof_l_internal
     0.01%  python3.10  libc.so.6             [.] __GI___strncasecmp_l_sse2
     0.01%  python3.10  libcrypto.so.3        [.] 0x0000000000307611
     0.01%  :2688949    [kernel.kallsyms]     [k] __softirqentry_text_start
     0.01%  python3.10  [kernel.kallsyms]     [k] __entry_text_start
     0.01%  python3.10  python3.10            [.] _PyFunction_Vectorcall
     0.01%  :2688949    python3.10            [.] _PyObject_MakeTpCall
     0.01%  python3.10  [kernel.kallsyms]     [k] rb_insert_color
     0.01%  python3.10  python3.10            [.] PyObject_SetAttr
     0.01%  python3.10  python3.10            [.] _PyObject_GetMethod
     0.01%  python3.10  [kernel.kallsyms]     [k] memset_erms
     0.01%  python3.10  [kernel.kallsyms]     [k] update_min_vruntime
     0.01%  python3.10  python3.10            [.] 0x0000000000151dc9
     0.01%  python3.10  libc.so.6             [.] 0x00000000001a0970
     0.01%  python3.10  [kernel.kallsyms]     [k] native_apic_msr_eoi_write
     0.01%  :2688949    [kernel.kallsyms]     [k] syscall_exit_to_user_mode
     0.01%  :2688949    [kernel.kallsyms]     [k] __tcp_transmit_skb
     0.01%  :2688949    [kernel.kallsyms]     [k] native_sched_clock
     0.01%  :2688949    [kernel.kallsyms]     [k] futex_wake
     0.01%  python3.10  python3.10            [.] 0x0000000000128097
     0.01%  :2688949    python3.10            [.] _PyObject_CallMethodId
     0.01%  :2688949    [kernel.kallsyms]     [k] asm_sysvec_thermal
     0.01%  :2688949    [kernel.kallsyms]     [k] ttwu_do_wakeup
     0.01%  :2688949    [kernel.kallsyms]     [k] set_next_entity
     0.01%  python3.10  [kernel.kallsyms]     [k] __perf_event_task_sched_in
     0.01%  :2688949    [kernel.kallsyms]     [k] prepare_task_switch
     0.01%  python3.10  [kernel.kallsyms]     [k] restore_fpregs_from_fpstate
     0.01%  :2688949    [kernel.kallsyms]     [k] scheduler_tick
     0.01%  python3.10  [kernel.kallsyms]     [k] __get_user_8
     0.01%  python3.10  [kernel.kallsyms]     [k] hash_futex
     0.01%  :2688949    [kernel.kallsyms]     [k] finish_task_switch.isra.0
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_event_update_userpage
     0.01%  python3.10  [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.01%  python3.10  [kernel.kallsyms]     [k] read_tsc
     0.01%  python3.10  [kernel.kallsyms]     [k] kfree
     0.01%  :2688949    [kernel.kallsyms]     [k] psi_task_change
     0.01%  :2688949    python3.10            [.] 0x0000000000121672
     0.01%  :2688949    [kernel.kallsyms]     [k] update_cfs_group
     0.01%  :2688949    python3.10            [.] 0x0000000000179c38
     0.01%  :2688949    python3.10            [.] PyObject_GetAttr
     0.01%  :2688949    [kernel.kallsyms]     [k] check_preempt_wakeup
     0.01%  :2688949    [kernel.kallsyms]     [k] select_idle_sibling
     0.01%  python3.10  python3.10            [.] 0x000000000012166e
     0.01%  python3.10  [kernel.kallsyms]     [k] arch_perf_update_userpage
     0.01%  python3.10  [kernel.kallsyms]     [k] do_user_addr_fault
     0.01%  python3.10  [kernel.kallsyms]     [k] hrtimer_init_sleeper
     0.01%  python3.10  [kernel.kallsyms]     [k] kmem_cache_alloc_node_trace
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_iterate_ctx
     0.01%  python3.10  python3.10            [.] 0x00000000001433cf
     0.01%  :2688949    [kernel.kallsyms]     [k] irq_exit_rcu
     0.01%  :2688949    [kernel.kallsyms]     [k] __cgroup_account_cputime
     0.01%  :2688949    [kernel.kallsyms]     [k] psi_task_switch
     0.01%  :2688949    [kernel.kallsyms]     [k] ctx_sched_in
     0.01%  :2688949    [kernel.kallsyms]     [k] ktime_get_update_offsets_now
     0.01%  python3.10  libc.so.6             [.] 0x000000000019d300
     0.01%  :2688949    python3.10            [.] 0x000000000015b56d
     0.01%  python3.10  python3.10            [.] _PyObject_GenericGetAttrWithDict
     0.01%  :2688949    [kernel.kallsyms]     [k] native_apic_msr_eoi_write
     0.01%  python3.10  [kernel.kallsyms]     [k] __hrtimer_init
     0.01%  :2688949    python3.10            [.] _PyObject_LookupSpecial
     0.01%  :2688949    [kernel.kallsyms]     [k] __sysvec_apic_timer_interrupt
     0.01%  python3.10  [kernel.kallsyms]     [k] update_rq_clock
     0.01%  :2688949    [kernel.kallsyms]     [k] lapic_next_deadline
     0.01%  python3.10  [kernel.kallsyms]     [k] merge_sched_in
     0.01%  :2688949    python3.10            [.] 0x00000000001d4961
     0.01%  :2688949    [kernel.kallsyms]     [k] exit_to_user_mode_prepare
     0.01%  python3.10  [kernel.kallsyms]     [k] irqentry_exit_to_user_mode
     0.01%  python3.10  python3.10            [.] 0x00000000001215ed
     0.01%  python3.10  python3.10            [.] 0x000000000028aae0
     0.01%  python3.10  [kernel.kallsyms]     [k] kmem_cache_alloc_trace
     0.01%  python3.10  [kernel.kallsyms]     [k] update_curr
     0.01%  python3.10  [kernel.kallsyms]     [k] ___perf_sw_event
     0.01%  python3.10  [kernel.kallsyms]     [k] __sk_mem_reduce_allocated
     0.01%  python3.10  python3.10            [.] 0x0000000000188dae
     0.01%  python3.10  [kernel.kallsyms]     [k] kmem_cache_free
     0.01%  python3.10  [kernel.kallsyms]     [k] update_cfs_group
     0.00%  python3.10  [kernel.kallsyms]     [k] rcu_segcblist_ready_cbs
     0.00%  python3.10  [kernel.kallsyms]     [k] timerqueue_add
     0.00%  python3.10  [kernel.kallsyms]     [k] alloc_vmap_area
     0.00%  python3.10  python3.10            [.] 0x0000000000137af0
     0.00%  python3.10  [kernel.kallsyms]     [k] __update_load_avg_se
     0.00%  python3.10  [kernel.kallsyms]     [k] pick_next_task
     0.00%  python3.10  [kernel.kallsyms]     [k] clear_page_erms
     0.00%  python3.10  [kernel.kallsyms]     [k] intel_pmu_hw_config.part.0
     0.00%  python3.10  [kernel.kallsyms]     [k] hrtick_update
     0.00%  python3.10  [kernel.kallsyms]     [k] __sysvec_apic_timer_interrupt
     0.00%  :2688949    libc.so.6             [.] __GI___strncasecmp_l_sse2
     0.00%  python3.10  python3.10            [.] 0x000000000020beee
     0.00%  python3.10  python3.10            [.] PyObject_GetAttr
     0.00%  python3.10  python3.10            [.] 0x000000000017a880
     0.00%  python3.10  [kernel.kallsyms]     [k] __do_sys_clone3
     0.00%  python3.10  python3.10            [.] 0x0000000000151d86
     0.00%  python3.10  python3.10            [.] 0x0000000000188ec2
     0.00%  python3.10  [kernel.kallsyms]     [k] psi_task_change
     0.00%  :2688949    python3.10            [.] PyBuffer_IsContiguous
     0.00%  python3.10  [kernel.kallsyms]     [k] put_prev_entity
     0.00%  :2688949    [kernel.kallsyms]     [k] restore_fpregs_from_fpstate
     0.00%  :2688949    libc.so.6             [.] 0x00000000001a09c5
     0.00%  python3.10  [kernel.kallsyms]     [k] __intel_pmu_enable_all.constprop.0
     0.00%  :2688949    libc.so.6             [.] round_and_return
     0.00%  :2688949    python3.10            [.] 0x000000000015c5d8
     0.00%  python3.10  libc.so.6             [.] round_and_return
     0.00%  :2688949    [kernel.kallsyms]     [k] file_free_rcu
     0.00%  python3.10  [kernel.kallsyms]     [k] intel_pmu_enable_all
     0.00%  python3.10  [kernel.kallsyms]     [k] rb_erase
     0.00%  :2688949    [kernel.kallsyms]     [k] enqueue_entity
     0.00%  :2688949    [kernel.kallsyms]     [k] _raw_spin_lock_bh
     0.00%  :2688949    [kernel.kallsyms]     [k] put_task_stack
     0.00%  python3.10  python3.10            [.] 0x0000000000151e7d
     0.00%  :2688949    libc.so.6             [.] __strcat_ssse3
     0.00%  :2688949    python3.10            [.] PyMem_Malloc
     0.00%  :2688949    libc.so.6             [.] 0x0000000000199ef5
     0.00%  :2688949    [kernel.kallsyms]     [k] perf_swevent_add
     0.00%  python3.10  [kernel.kallsyms]     [k] do_syscall_64
     0.00%  :2688949    python3.10            [.] 0x000000000018c0d9
     0.00%  python3.10  python3.10            [.] 0x000000000015963a
     0.00%  :2688949    [kernel.kallsyms]     [k] perf_event_context_sched_out
     0.00%  python3.10  [kernel.kallsyms]     [k] ctx_sched_in
     0.00%  :2688949    [kernel.kallsyms]     [k] exit_to_user_mode_loop
     0.00%  python3.10  python3.10            [.] 0x00000000001215c8
     0.00%  :2688949    python3.10            [.] 0x000000000015b525
     0.00%  :2688949    python3.10            [.] 0x0000000000277680
     0.00%  python3.10  libc.so.6             [.] __strcat_ssse3
     0.00%  :2688949    [kernel.kallsyms]     [k] profile_tick
     0.00%  :2688949    [kernel.kallsyms]     [k] slab_free_freelist_hook.constprop.0
     0.00%  :2688949    [kernel.kallsyms]     [k] __hrtimer_init
     0.00%  python3.10  [kernel.kallsyms]     [k] check_preempt_wakeup
     0.00%  :2688949    [kernel.kallsyms]     [k] perf_adjust_freq_unthr_context
     0.00%  python3.10  [kernel.kallsyms]     [k] ttwu_do_activate
     0.00%  :2688949    [kernel.kallsyms]     [k] enqueue_task_fair
     0.00%  :2688949    python3.10            [.] _PyUnicode_ToDecimalDigit
     0.00%  :2688949    [kernel.kallsyms]     [k] wake_q_add_safe
     0.00%  :2688949    [kernel.kallsyms]     [k] fpregs_assert_state_consistent
     0.00%  python3.10  [kernel.kallsyms]     [k] finish_task_switch.isra.0
     0.00%  :2688949    [kernel.kallsyms]     [k] _raw_spin_lock
     0.00%  :2688949    [kernel.kallsyms]     [k] error_return
     0.00%  :2688949    [kernel.kallsyms]     [k] eth_type_trans
     0.00%  :2688949    [kernel.kallsyms]     [k] rcu_segcblist_ready_cbs
     0.00%  :2688949    [kernel.kallsyms]     [k] native_write_msr_safe
     0.00%  :2688949    python3.10            [.] 0x0000000000143449
     0.00%  python3.10  libc.so.6             [.] __strncpy_sse2_unaligned
     0.00%  python3.10  python3.10            [.] 0x0000000000152321
     0.00%  :2688949    python3.10            [.] PyEval_RestoreThread
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_event_context_sched_out
     0.00%  :2688949    [kernel.kallsyms]     [k] perf_event_groups_first
     0.00%  :2688949    python3.10            [.] 0x000000000011b4c1
     0.00%  :2688949    python3.10            [.] 0x0000000000169ae0
     0.00%  python3.10  python3.10            [.] 0x0000000000070790
     0.00%  :2688949    [kernel.kallsyms]     [k] loopback_xmit
     0.00%  python3.10  [kernel.kallsyms]     [k] __rseq_handle_notify_resume
     0.00%  :2688949    [kernel.kallsyms]     [k] queue_delayed_work_on
     0.00%  python3.10  [kernel.kallsyms]     [k] __update_blocked_fair
     0.00%  :2688949    [kernel.kallsyms]     [k] reweight_entity
     0.00%  :2688949    python3.10            [.] 0x0000000000150ba4
     0.00%  :2688949    libc.so.6             [.] 0x00000000001a09cb
     0.00%  :2688949    python3.10            [.] _PyObject_GenericGetAttrWithDict
     0.00%  :2688949    [kernel.kallsyms]     [k] update_process_times
     0.00%  :2688949    [kernel.kallsyms]     [k] hrtimer_cancel
     0.00%  :2688949    libc.so.6             [.] __strncat_ssse3
     0.00%  :2688949    python3.10            [.] 0x000000000017bfb0
     0.00%  :2688949    [kernel.kallsyms]     [k] __unqueue_futex
     0.00%  python3.10  [kernel.kallsyms]     [k] arch_local_irq_enable
     0.00%  :2688949    python3.10            [.] 0x000000000030e43f
     0.00%  :2688949    python3.10            [.] _PyBytes_Resize
     0.00%  :2688949    [kernel.kallsyms]     [k] __schedule
     0.00%  python3.10  python3.10            [.] _PyDict_DelItem_KnownHash
     0.00%  :2688949    [kernel.kallsyms]     [k] hash_futex
     0.00%  :2688949    [kernel.kallsyms]     [k] __intel_pmu_enable_all.constprop.0
     0.00%  :2688949    python3.10            [.] PyObject_Malloc
     0.00%  :2688949    [kernel.kallsyms]     [k] resched_curr
     0.00%  :2688949    libc.so.6             [.] __strncpy_sse2_unaligned
     0.00%  :2688949    libc.so.6             [.] __vstrfmon_l_internal
     0.00%  :2688949    python3.10            [.] 0x000000000015e116
     0.00%  :2688949    python3.10            [.] PyUnicode_AsEncodedString
     0.00%  :2688949    [kernel.kallsyms]     [k] __local_bh_enable_ip
     0.00%  :2688949    [kernel.kallsyms]     [k] hrtimer_active
     0.00%  python3.10  [kernel.kallsyms]     [k] native_write_msr_safe
     0.00%  python3.10  [kernel.kallsyms]     [k] exit_sem
     0.00%  :2688949    [kernel.kallsyms]     [k] cubictcp_cwnd_event
     0.00%  :2688949    [kernel.kallsyms]     [k] rcu_segcblist_accelerate
     0.00%  python3.10  [kernel.kallsyms]     [k] task_h_load
     0.00%  :2688949    python3.10            [.] _PyUnicodeWriter_Finish
     0.00%  python3.10  [kernel.kallsyms]     [k] asm_sysvec_apic_timer_interrupt
     0.00%  :2688949    [kernel.kallsyms]     [k] put_prev_entity
     0.00%  python3.10  libc.so.6             [.] __strncat_ssse3
     0.00%  :2688949    [kernel.kallsyms]     [k] __remove_hrtimer
     0.00%  :2688949    [kernel.kallsyms]     [k] ip_rcv_finish_core.constprop.0
     0.00%  :2688949    python3.10            [.] 0x00000000002948d8
     0.00%  :2688949    [kernel.kallsyms]     [k] __x64_sys_futex
     0.00%  :2688949    [kernel.kallsyms]     [k] event_sched_in
     0.00%  :2688949    [kernel.kallsyms]     [k] tcp_write_xmit
     0.00%  :2688949    python3.10            [.] 0x00000000001d3c80
     0.00%  python3.10  python3.10            [.] 0x000000000015e0c1
     0.00%  :2688949    [kernel.kallsyms]     [k] task_clock_event_add
     0.00%  :2688949    [kernel.kallsyms]     [k] blkcg_maybe_throttle_current
     0.00%  :2688949    libc.so.6             [.] realloc
     0.00%  :2688949    python3.10            [.] _PyLong_New
     0.00%  :2688949    python3.10            [.] 0x00000000001630cc
     0.00%  python3.10  [kernel.kallsyms]     [k] page_mapping
     0.00%  :2688949    python3.10            [.] 0x00000000002b69c0
     0.00%  :2688949    [kernel.kallsyms]     [k] ___perf_sw_event
     0.00%  :2688949    libc.so.6             [.] __stpncpy_sse2_unaligned
     0.00%  python3.10  [kernel.kallsyms]     [k] zap_pte_range
     0.00%  :2688949    [kernel.kallsyms]     [k] hrtimer_interrupt
     0.00%  :2688949    [kernel.kallsyms]     [k] update_curr
     0.00%  :2688949    python3.10            [.] 0x0000000000296fcd
     0.00%  :2688949    [kernel.kallsyms]     [k] ttwu_do_activate
     0.00%  :2688949    [kernel.kallsyms]     [k] sysvec_apic_timer_interrupt
     0.00%  :2688949    python3.10            [.] 0x000000000015af54
     0.00%  :2688949    [kernel.kallsyms]     [k] arch_scale_freq_tick
     0.00%  :2688949    python3.10            [.] 0x00000000002949ad
     0.00%  :2688949    [kernel.kallsyms]     [k] _raw_spin_lock_irq
     0.00%  :2688949    [kernel.kallsyms]     [k] perf_log_itrace_start
     0.00%  :2688949    python3.10            [.] 0x000000000015b20c
     0.00%  :2688949    [kernel.kallsyms]     [k] raw_spin_rq_lock_nested
     0.00%  :2688949    [kernel.kallsyms]     [k] select_idle_cpu
     0.00%  :2688949    python3.10            [.] PyUnicode_Decode
     0.00%  :2688949    python3.10            [.] 0x0000000000070930
     0.00%  :2688949    [kernel.kallsyms]     [k] read_tsc
