# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 38K of event 'cycles'
# Event count (approx.): 17728905245
#
# Overhead  Command     Shared Object      Symbol                                     
# ........  ..........  .................  ...........................................
#
     0.18%  python3.10  python3.10         [.] 0x0000000000179c42
     0.18%  python3.10  python3.10         [.] 0x000000000015b568
     0.18%  python3.10  python3.10         [.] 0x0000000000121600
     0.18%  python3.10  python3.10         [.] 0x000000000012167b
     0.17%  python3.10  python3.10         [.] 0x0000000000179c56
     0.16%  python3.10  python3.10         [.] 0x000000000015b537
     0.16%  python3.10  python3.10         [.] 0x00000000001215e5
     0.15%  python3.10  python3.10         [.] 0x0000000000179c21
     0.14%  python3.10  python3.10         [.] 0x00000000001215a6
     0.13%  python3.10  python3.10         [.] 0x0000000000179c13
     0.13%  python3.10  python3.10         [.] 0x00000000001215e2
     0.13%  python3.10  python3.10         [.] 0x000000000012167f
     0.12%  python3.10  python3.10         [.] 0x0000000000179c02
     0.12%  python3.10  python3.10         [.] 0x0000000000173d54
     0.12%  python3.10  python3.10         [.] 0x000000000015b56e
     0.11%  python3.10  python3.10         [.] 0x00000000001215c8
     0.11%  python3.10  python3.10         [.] 0x0000000000121660
     0.11%  python3.10  python3.10         [.] 0x000000000015b520
     0.10%  python3.10  python3.10         [.] 0x0000000000179c15
     0.10%  python3.10  python3.10         [.] 0x000000000015b541
     0.10%  python3.10  python3.10         [.] 0x000000000012166e
     0.10%  python3.10  python3.10         [.] 0x0000000000179c5a
     0.10%  python3.10  python3.10         [.] 0x000000000015b557
     0.10%  python3.10  python3.10         [.] 0x000000000015b50e
     0.10%  python3.10  python3.10         [.] 0x000000000015b50b
     0.09%  python3.10  python3.10         [.] 0x00000000001215b2
     0.08%  python3.10  python3.10         [.] 0x0000000000121757
     0.08%  python3.10  python3.10         [.] 0x0000000000179bee
     0.08%  python3.10  python3.10         [.] 0x00000000001215ed
     0.08%  python3.10  python3.10         [.] 0x00000000001215d8
     0.08%  python3.10  python3.10         [.] 0x00000000001215a0
     0.08%  python3.10  python3.10         [.] 0x000000000015b50a
     0.08%  python3.10  python3.10         [.] 0x0000000000179bea
     0.07%  python3.10  python3.10         [.] 0x0000000000121740
     0.07%  python3.10  python3.10         [.] 0x0000000000121675
     0.07%  python3.10  python3.10         [.] 0x0000000000179be4
     0.07%  python3.10  python3.10         [.] 0x00000000001215c0
     0.07%  python3.10  python3.10         [.] 0x0000000000179c3b
     0.07%  python3.10  python3.10         [.] 0x0000000000179c2e
     0.06%  python3.10  python3.10         [.] 0x00000000001215df
     0.06%  python3.10  python3.10         [.] 0x0000000000121749
     0.05%  python3.10  [kernel.kallsyms]  [k] psi_group_change
     0.05%  python3.10  python3.10         [.] 0x0000000000121667
     0.05%  python3.10  python3.10         [.] 0x0000000000179c25
     0.05%  python3.10  python3.10         [.] 0x000000000012175a
     0.05%  python3.10  python3.10         [.] 0x000000000015b53b
     0.05%  python3.10  [kernel.kallsyms]  [k] syscall_exit_to_user_mode
     0.04%  python3.10  [kernel.kallsyms]  [k] irqentry_exit_to_user_mode
     0.04%  python3.10  python3.10         [.] 0x0000000000179be9
     0.04%  python3.10  python3.10         [.] 0x0000000000121754
     0.04%  python3.10  [kernel.kallsyms]  [k] __irqentry_text_end
     0.04%  python3.10  [kernel.kallsyms]  [k] __update_load_avg_cfs_rq
     0.04%  python3.10  python3.10         [.] 0x0000000000179c18
     0.04%  python3.10  python3.10         [.] 0x0000000000121641
     0.03%  python3.10  [kernel.kallsyms]  [k] zap_pte_range
     0.03%  python3.10  [kernel.kallsyms]  [k] native_write_msr
     0.03%  python3.10  [kernel.kallsyms]  [k] memset_erms
     0.03%  python3.10  python3.10         [.] 0x000000000015b53e
     0.03%  python3.10  python3.10         [.] 0x0000000000179c0b
     0.03%  python3.10  python3.10         [.] _PyObject_GetMethod
     0.03%  python3.10  [kernel.kallsyms]  [k] merge_sched_in
     0.03%  python3.10  python3.10         [.] 0x000000000015b55b
     0.03%  python3.10  [kernel.kallsyms]  [k] visit_groups_merge.constprop.0.isra.0
     0.03%  python3.10  python3.10         [.] 0x0000000000121734
     0.03%  python3.10  python3.10         [.] 0x000000000012164e
     0.03%  python3.10  python3.10         [.] 0x0000000000179c35
     0.03%  python3.10  [kernel.kallsyms]  [k] perf_event_update_userpage
     0.03%  python3.10  python3.10         [.] 0x000000000012162c
     0.03%  python3.10  [kernel.kallsyms]  [k] __update_load_avg_se
     0.03%  python3.10  [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     0.03%  python3.10  python3.10         [.] 0x000000000015b512
     0.03%  python3.10  python3.10         [.] 0x0000000000179bf7
     0.03%  python3.10  [kernel.kallsyms]  [k] event_sched_in
     0.02%  python3.10  [kernel.kallsyms]  [k] native_read_msr
     0.02%  python3.10  [kernel.kallsyms]  [k] syscall_return_via_sysret
     0.02%  python3.10  [kernel.kallsyms]  [k] perf_event_alloc
     0.02%  python3.10  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.02%  python3.10  python3.10         [.] 0x000000000015b525
     0.02%  python3.10  [kernel.kallsyms]  [k] __perf_event_task_sched_in
     0.02%  python3.10  python3.10         [.] 0x000000000015b519
     0.02%  python3.10  [kernel.kallsyms]  [k] _raw_spin_lock
     0.02%  python3.10  [kernel.kallsyms]  [k] futex_wake
     0.02%  python3.10  [kernel.kallsyms]  [k] rb_next
     0.02%  python3.10  [kernel.kallsyms]  [k] native_sched_clock
     0.02%  python3.10  [kernel.kallsyms]  [k] perf_log_itrace_start
     0.02%  python3.10  python3.10         [.] 0x000000000015b570
     0.02%  python3.10  python3.10         [.] 0x0000000000179bfb
     0.02%  python3.10  python3.10         [.] _PyObject_GenericSetAttrWithDict
     0.02%  python3.10  [kernel.kallsyms]  [k] error_entry
     0.02%  python3.10  python3.10         [.] 0x0000000000179c38
     0.02%  python3.10  [kernel.kallsyms]  [k] try_to_wake_up
     0.02%  python3.10  [kernel.kallsyms]  [k] update_curr
     0.01%  python3.10  [kernel.kallsyms]  [k] sync_regs
     0.01%  python3.10  libc.so.6          [.] __GI___strncasecmp_l_sse2
     0.01%  python3.10  python3.10         [.] 0x000000000012174d
     0.01%  python3.10  python3.10         [.] 0x0000000000121751
     0.01%  python3.10  [kernel.kallsyms]  [k] rb_insert_color
     0.01%  python3.10  [kernel.kallsyms]  [k] native_write_msr_safe
     0.01%  python3.10  libc.so.6          [.] __strncpy_sse2_unaligned
     0.01%  python3.10  libc.so.6          [.] __strcat_ssse3
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_swevent_add
     0.01%  python3.10  [kernel.kallsyms]  [k] __entry_text_start
     0.01%  python3.10  [kernel.kallsyms]  [k] __schedule
     0.01%  python3.10  python3.10         [.] 0x0000000000179bfe
     0.01%  python3.10  libc.so.6          [.] ____wcstof_l_internal
     0.01%  python3.10  python3.10         [.] 0x000000000015b56c
     0.01%  python3.10  [kernel.kallsyms]  [k] update_load_avg
     0.01%  python3.10  [kernel.kallsyms]  [k] enqueue_entity
     0.01%  python3.10  [kernel.kallsyms]  [k] update_min_vruntime
     0.01%  python3.10  libc.so.6          [.] ____wcstold_l_internal
     0.01%  python3.10  python3.10         [.] _PyObject_MakeTpCall
     0.01%  python3.10  [kernel.kallsyms]  [k] __calc_delta
     0.01%  python3.10  [kernel.kallsyms]  [k] slab_free_freelist_hook.constprop.0
     0.01%  python3.10  [kernel.kallsyms]  [k] psi_task_change
     0.01%  python3.10  python3.10         [.] _PyObject_GenericGetAttrWithDict
     0.01%  python3.10  [kernel.kallsyms]  [k] timerqueue_add
     0.01%  python3.10  [kernel.kallsyms]  [k] release_pages
     0.01%  python3.10  [kernel.kallsyms]  [k] select_idle_sibling
     0.01%  python3.10  [kernel.kallsyms]  [k] ctx_sched_in
     0.01%  python3.10  [kernel.kallsyms]  [k] native_apic_msr_eoi_write
     0.01%  python3.10  python3.10         [.] 0x000000000015b52a
     0.01%  python3.10  python3.10         [.] 0x000000000015b534
     0.01%  python3.10  [kernel.kallsyms]  [k] pick_next_entity
     0.01%  python3.10  [kernel.kallsyms]  [k] select_task_rq_fair
     0.01%  python3.10  [kernel.kallsyms]  [k] __cond_resched
     0.01%  python3.10  [kernel.kallsyms]  [k] mark_wake_futex
     0.01%  python3.10  [kernel.kallsyms]  [k] get_futex_key
     0.01%  python3.10  [kernel.kallsyms]  [k] reweight_entity
     0.01%  python3.10  [kernel.kallsyms]  [k] resched_curr
     0.01%  python3.10  [kernel.kallsyms]  [k] read_tsc
     0.01%  python3.10  python3.10         [.] PyUnicode_FromFormatV
     0.01%  python3.10  [kernel.kallsyms]  [k] switch_fpu_return
     0.01%  python3.10  python3.10         [.] _PyType_Lookup
     0.01%  python3.10  python3.10         [.] 0x0000000000178690
     0.01%  python3.10  [kernel.kallsyms]  [k] _find_next_bit
     0.01%  python3.10  [kernel.kallsyms]  [k] pick_next_task_fair
     0.01%  python3.10  [kernel.kallsyms]  [k] exit_to_user_mode_loop
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_event_update_time
     0.01%  python3.10  [kernel.kallsyms]  [k] sched_clock_cpu
     0.01%  python3.10  python3.10         [.] PyObject_Format
     0.01%  python3.10  python3.10         [.] _PyUnicodeWriter_PrepareInternal
     0.01%  python3.10  [kernel.kallsyms]  [k] iterate_groups
     0.01%  python3.10  [kernel.kallsyms]  [k] check_preempt_wakeup
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_pmu_nop_txn
     0.01%  python3.10  libc.so.6          [.] __stpncpy_sse2_unaligned
     0.01%  python3.10  [kernel.kallsyms]  [k] scheduler_tick
     0.01%  python3.10  [kernel.kallsyms]  [k] calc_timer_values
     0.01%  python3.10  [kernel.kallsyms]  [k] hrtimer_wakeup
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_event_groups_first
     0.01%  python3.10  [kernel.kallsyms]  [k] lock_page_memcg
     0.01%  python3.10  [kernel.kallsyms]  [k] __tlb_remove_page_size
     0.01%  python3.10  [kernel.kallsyms]  [k] __free_one_page
     0.01%  python3.10  [kernel.kallsyms]  [k] psi_task_switch
     0.01%  python3.10  libc.so.6          [.] sem_open@GLIBC_2.2.5
     0.01%  python3.10  libcrypto.so.3     [.] 0x0000000000308361
     0.01%  python3.10  [kernel.kallsyms]  [k] put_prev_entity
     0.01%  python3.10  [kernel.kallsyms]  [k] lapic_next_deadline
     0.01%  python3.10  [kernel.kallsyms]  [k] asm_sysvec_thermal
     0.01%  python3.10  [kernel.kallsyms]  [k] kfree
     0.01%  python3.10  python3.10         [.] 0x0000000000179c5c
     0.01%  python3.10  python3.10         [.] PyLong_FromString
     0.01%  python3.10  [kernel.kallsyms]  [k] hrtimer_interrupt
     0.01%  python3.10  libcrypto.so.3     [.] 0x00000000003080c4
     0.01%  python3.10  [kernel.kallsyms]  [k] unmap_page_range
     0.01%  python3.10  [kernel.kallsyms]  [k] x86_pmu_enable
     0.01%  python3.10  [kernel.kallsyms]  [k] cyc2ns_read_begin
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_event_groups_insert
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_event_context_sched_out
     0.01%  python3.10  [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     0.01%  python3.10  [kernel.kallsyms]  [k] ttwu_do_activate
     0.01%  python3.10  [kernel.kallsyms]  [k] schedule
     0.01%  python3.10  [kernel.kallsyms]  [k] find_vma_prev
     0.01%  python3.10  python3.10         [.] 0x000000000017a8e0
     0.01%  python3.10  [kernel.kallsyms]  [k] do_syscall_64
     0.01%  python3.10  [kernel.kallsyms]  [k] mutex_lock
     0.01%  python3.10  [kernel.kallsyms]  [k] intel_cpuc_prepare
     0.01%  python3.10  libc.so.6          [.] __vstrfmon_l_internal
     0.01%  python3.10  [kernel.kallsyms]  [k] enqueue_task_fair
     0.01%  python3.10  [kernel.kallsyms]  [k] ttwu_do_wakeup
     0.01%  python3.10  python3.10         [.] 0x000000000029ca5e
     0.01%  python3.10  [kernel.kallsyms]  [k] __get_user_8
     0.01%  python3.10  [kernel.kallsyms]  [k] cgroup_rstat_updated
     0.01%  python3.10  python3.10         [.] 0x000000000015b54f
     0.01%  python3.10  [kernel.kallsyms]  [k] kmem_cache_alloc_node_trace
     0.01%  python3.10  [kernel.kallsyms]  [k] dequeue_task_fair
     0.00%  python3.10  [kernel.kallsyms]  [k] task_h_load
     0.00%  python3.10  libc.so.6          [.] 0x0000000000199eee
     0.00%  python3.10  libc.so.6          [.] parse_qtd_backslash
     0.00%  python3.10  [kernel.kallsyms]  [k] _raw_spin_lock_irq
     0.00%  python3.10  python3.10         [.] _PyFunction_Vectorcall
     0.00%  python3.10  [kernel.kallsyms]  [k] __rseq_handle_notify_resume
     0.00%  python3.10  [kernel.kallsyms]  [k] entry_SYSCALL_64_safe_stack
     0.00%  python3.10  [kernel.kallsyms]  [k] x86_reserve_hardware
     0.00%  python3.10  [kernel.kallsyms]  [k] __x64_sys_futex
     0.00%  python3.10  [kernel.kallsyms]  [k] prepare_task_switch
     0.00%  python3.10  [kernel.kallsyms]  [k] restore_fpregs_from_fpstate
     0.00%  python3.10  [kernel.kallsyms]  [k] do_select
     0.00%  python3.10  [kernel.kallsyms]  [k] freezer_fork
     0.00%  python3.10  [kernel.kallsyms]  [k] get_obj_cgroup_from_current
     0.00%  python3.10  [kernel.kallsyms]  [k] kmem_cache_alloc
     0.00%  python3.10  [kernel.kallsyms]  [k] task_fork_fair
     0.00%  python3.10  python3.10         [.] PyDict_GetItemWithError
     0.00%  python3.10  python3.10         [.] PyObject_Call
     0.00%  python3.10  python3.10         [.] 0x000000000011b311
     0.00%  python3.10  [kernel.kallsyms]  [k] __cgroup_account_cputime
     0.00%  python3.10  [kernel.kallsyms]  [k] rcu_read_unlock_strict
     0.00%  python3.10  [kernel.kallsyms]  [k] memcg_slab_free_hook
     0.00%  python3.10  python3.10         [.] 0x000000000015c5ec
     0.00%  python3.10  python3.10         [.] 0x0000000000128e79
     0.00%  python3.10  [kernel.kallsyms]  [k] __alloc_pages
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_output_begin
     0.00%  python3.10  python3.10         [.] PyObject_Malloc
     0.00%  python3.10  [kernel.kallsyms]  [k] dequeue_task
     0.00%  python3.10  [kernel.kallsyms]  [k] asm_sysvec_call_function_single
     0.00%  python3.10  [kernel.kallsyms]  [k] mem_cgroup_handle_over_high
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_pmu_nop_int
     0.00%  python3.10  [kernel.kallsyms]  [k] wake_up_q
     0.00%  python3.10  [kernel.kallsyms]  [k] __fget_files
     0.00%  python3.10  [kernel.kallsyms]  [k] __do_sys_clone3
     0.00%  python3.10  python3.10         [.] 0x000000000012b0e8
     0.00%  python3.10  python3.10         [.] 0x000000000012d6e3
     0.00%  python3.10  python3.10         [.] 0x0000000000167da0
     0.00%  python3.10  [kernel.kallsyms]  [k] intel_get_event_constraints
     0.00%  python3.10  python3.10         [.] PyType_GenericAlloc
     0.00%  python3.10  [kernel.kallsyms]  [k] lockless_pages_from_mm
     0.00%  python3.10  [kernel.kallsyms]  [k] hrtimer_update_next_event
     0.00%  python3.10  python3.10         [.] 0x0000000000151eed
     0.00%  python3.10  [kernel.kallsyms]  [k] clear_page_erms
     0.00%  python3.10  [kernel.kallsyms]  [k] cpus_share_cache
     0.00%  python3.10  libc.so.6          [.] parse_expression
     0.00%  python3.10  [kernel.kallsyms]  [k] fpregs_assert_state_consistent
     0.00%  python3.10  python3.10         [.] _PyUnicode_JoinArray
     0.00%  python3.10  [kernel.kallsyms]  [k] update_cfs_group
     0.00%  python3.10  [kernel.kallsyms]  [k] unmap_single_vma
     0.00%  python3.10  libc.so.6          [.] 0x0000000000198ac0
     0.00%  python3.10  python3.10         [.] 0x00000000002868e2
     0.00%  python3.10  [kernel.kallsyms]  [k] __virt_addr_valid
     0.00%  python3.10  [kernel.kallsyms]  [k] _raw_spin_trylock
     0.00%  python3.10  libc.so.6          [.] 0x00000000001a0951
     0.00%  python3.10  libc.so.6          [.] __GI___strcasecmp_l_sse2
     0.00%  python3.10  [kernel.kallsyms]  [k] free_pages_and_swap_cache
     0.00%  python3.10  [kernel.kallsyms]  [k] __mod_node_page_state
     0.00%  python3.10  python3.10         [.] 0x0000000000140a95
     0.00%  python3.10  python3.10         [.] PyDict_SetItem
     0.00%  python3.10  [kernel.kallsyms]  [k] timerqueue_del
     0.00%  python3.10  libc.so.6          [.] __mempcpy
     0.00%  python3.10  python3.10         [.] 0x00000000001c12a0
     0.00%  python3.10  [kernel.kallsyms]  [k] free_unref_page_list
     0.00%  python3.10  [kernel.kallsyms]  [k] __softirqentry_text_start
     0.00%  python3.10  [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     0.00%  python3.10  python3.10         [.] PyLong_FromUnicodeObject
     0.00%  python3.10  python3.10         [.] 0x00000000000cfbe7
     0.00%  python3.10  [kernel.kallsyms]  [k] copy_process
     0.00%  python3.10  [kernel.kallsyms]  [k] unmap_vmas
     0.00%  python3.10  [kernel.kallsyms]  [k] tcp_update_skb_after_send
     0.00%  python3.10  [kernel.kallsyms]  [k] enqueue_timer
     0.00%  python3.10  [kernel.kallsyms]  [k] unlink_anon_vmas
     0.00%  python3.10  [kernel.kallsyms]  [k] free_pgtables
     0.00%  python3.10  [kernel.kallsyms]  [k] __anon_vma_interval_tree_remove
     0.00%  python3.10  [kernel.kallsyms]  [k] pick_next_task
     0.00%  python3.10  [kernel.kallsyms]  [k] filp_close
     0.00%  python3.10  [kernel.kallsyms]  [k] free_pud_range
     0.00%  python3.10  python3.10         [.] PyUnicode_AsEncodedString
     0.00%  python3.10  python3.10         [.] 0x000000000029b7ce
     0.00%  python3.10  [kernel.kallsyms]  [k] update_process_times
     0.00%  python3.10  python3.10         [.] 0x00000000002cef50
     0.00%  python3.10  [kernel.kallsyms]  [k] hrtimer_active
     0.00%  python3.10  python3.10         [.] _PyUnicodeWriter_Finish
     0.00%  python3.10  python3.10         [.] 0x00000000001d4902
     0.00%  python3.10  [i915]             [k] gen8_gt_irq_handler
     0.00%  python3.10  python3.10         [.] 0x000000000015fc9f
     0.00%  python3.10  [kernel.kallsyms]  [k] enqueue_task
     0.00%  python3.10  [kernel.kallsyms]  [k] free_event_rcu
     0.00%  python3.10  [kernel.kallsyms]  [k] find_busiest_queue
     0.00%  python3.10  python3.10         [.] 0x0000000000293f40
     0.00%  python3.10  [kernel.kallsyms]  [k] __wake_up_common
     0.00%  python3.10  [kernel.kallsyms]  [k] __tcp_transmit_skb
     0.00%  python3.10  [kernel.kallsyms]  [k] sk_filter_trim_cap
     0.00%  python3.10  [kernel.kallsyms]  [k] therm_throt_process
     0.00%  python3.10  [kernel.kallsyms]  [k] __hrtimer_run_queues
     0.00%  python3.10  python3.10         [.] 0x000000000013fd16
     0.00%  python3.10  python3.10         [.] 0x00000000001d3c24
     0.00%  python3.10  python3.10         [.] 0x000000000016315a
     0.00%  python3.10  [kernel.kallsyms]  [k] acct_account_cputime
     0.00%  python3.10  [kernel.kallsyms]  [k] lock_timer_base
     0.00%  python3.10  python3.10         [.] 0x00000000001d4961
     0.00%  python3.10  python3.10         [.] 0x000000000016ace6
     0.00%  python3.10  python3.10         [.] PyTraceBack_Here
     0.00%  python3.10  python3.10         [.] _PyUnicode_InsertThousandsGrouping
     0.00%  python3.10  libc.so.6          [.] unwind_stop
     0.00%  python3.10  [kernel.kallsyms]  [k] cpumask_next
     0.00%  python3.10  [kernel.kallsyms]  [k] syscall_enter_from_user_mode
     0.00%  python3.10  [kernel.kallsyms]  [k] error_return
     0.00%  python3.10  [kernel.kallsyms]  [k] __sysvec_apic_timer_interrupt
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_event_sched_in
     0.00%  python3.10  [kernel.kallsyms]  [k] finish_task_switch.isra.0
     0.00%  python3.10  [kernel.kallsyms]  [k] net_rx_action
     0.00%  python3.10  python3.10         [.] 0x0000000000233c30
     0.00%  python3.10  python3.10         [.] 0x00000000002d048b
     0.00%  python3.10  [kernel.kallsyms]  [k] ktime_get
     0.00%  python3.10  [kernel.kallsyms]  [k] timekeeping_adjust.constprop.0
     0.00%  python3.10  python3.10         [.] 0x0000000000137a73
     0.00%  python3.10  [kernel.kallsyms]  [k] run_posix_cpu_timers
     0.00%  python3.10  python3.10         [.] 0x000000000029b70f
     0.00%  python3.10  [kernel.kallsyms]  [k] kmem_cache_alloc_node
     0.00%  python3.10  python3.10         [.] 0x000000000014f6ef
     0.00%  python3.10  [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath.part.0
     0.00%  python3.10  [kernel.kallsyms]  [k] vmacache_update
     0.00%  python3.10  python3.10         [.] 0x000000000011b4c1
     0.00%  python3.10  [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.00%  python3.10  python3.10         [.] 0x0000000000151ef8
     0.00%  python3.10  python3.10         [.] 0x0000000000143407
     0.00%  python3.10  python3.10         [.] 0x0000000000140a98
     0.00%  python3.10  [kernel.kallsyms]  [k] tcp_skb_entail
     0.00%  python3.10  libc.so.6          [.] pthread_rwlock_trywrlock@GLIBC_2.2.5
     0.00%  python3.10  python3.10         [.] 0x000000000030e3b0
     0.00%  python3.10  [vdso]             [.] 0x00000000000007f7
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_swevent_event
     0.00%  python3.10  [kernel.kallsyms]  [k] tcp_current_mss
     0.00%  python3.10  python3.10         [.] 0x000000000015b16f
     0.00%  python3.10  [kernel.kallsyms]  [k] ip_output
     0.00%  python3.10  python3.10         [.] 0x00000000001228f6
     0.00%  python3.10  [kernel.kallsyms]  [k] set_next_entity
     0.00%  python3.10  python3.10         [.] PyUnicode_New
     0.00%  python3.10  [kernel.kallsyms]  [k] enqueue_hrtimer
     0.00%  python3.10  [kernel.kallsyms]  [k] __remove_hrtimer
     0.00%  python3.10  python3.10         [.] 0x0000000000294f27
     0.00%  python3.10  [kernel.kallsyms]  [k] raw_local_deliver
     0.00%  python3.10  [kernel.kallsyms]  [k] find_busiest_group
     0.00%  python3.10  [kernel.kallsyms]  [k] xfd_validate_state
     0.00%  python3.10  python3.10         [.] 0x0000000000178d50
     0.00%  python3.10  [kernel.kallsyms]  [k] netdev_core_pick_tx
     0.00%  python3.10  [kernel.kallsyms]  [k] __slab_free
     0.00%  python3.10  [kernel.kallsyms]  [k] do_exit
     0.00%  python3.10  [kernel.kallsyms]  [k] apparmor_task_free
     0.00%  python3.10  libc.so.6          [.] __strstr_sse2_unaligned
     0.00%  python3.10  [kernel.kallsyms]  [k] __mod_timer
     0.00%  python3.10  python3.10         [.] 0x0000000000241480
     0.00%  python3.10  python3.10         [.] 0x000000000015b554
     0.00%  python3.10  python3.10         [.] 0x000000000015230d
     0.00%  python3.10  [kernel.kallsyms]  [k] raw_spin_rq_lock_nested
     0.00%  python3.10  [kernel.kallsyms]  [k] __next_timer_interrupt
     0.00%  python3.10  python3.10         [.] 0x0000000000293e15
     0.00%  python3.10  [kernel.kallsyms]  [k] clear_buddies
     0.00%  python3.10  [kernel.kallsyms]  [k] x2apic_send_IPI
     0.00%  python3.10  [kernel.kallsyms]  [k] flush_smp_call_function_queue
     0.00%  python3.10  python3.10         [.] 0x000000000011b2f6
     0.00%  python3.10  python3.10         [.] 0x0000000000189fc4
     0.00%  python3.10  [kernel.kallsyms]  [k] tick_sched_timer
     0.00%  python3.10  libc.so.6          [.] __strncat_ssse3
     0.00%  python3.10  [kernel.kallsyms]  [k] alloc_vmap_area
     0.00%  python3.10  [kernel.kallsyms]  [k] flush_tlb_mm_range
     0.00%  python3.10  python3.10         [.] 0x000000000011d510
     0.00%  python3.10  python3.10         [.] 0x0000000000128df5
     0.00%  python3.10  python3.10         [.] 0x0000000000165bc5
     0.00%  python3.10  python3.10         [.] 0x0000000000163024
     0.00%  python3.10  [kernel.kallsyms]  [k] get_nohz_timer_target
     0.00%  python3.10  python3.10         [.] 0x000000000011b3c3
     0.00%  python3.10  libc.so.6          [.] __strncat_sse2_unaligned
     0.00%  python3.10  [kernel.kallsyms]  [k] __cgroup_account_cputime_field
     0.00%  python3.10  python3.10         [.] 0x000000000017a880
     0.00%  python3.10  libc.so.6          [.] 0x000000000019d584
     0.00%  python3.10  [kernel.kallsyms]  [k] intel_pmu_event_map
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_event_init_context
     0.00%  python3.10  python3.10         [.] PyTuple_New
     0.00%  python3.10  python3.10         [.] 0x0000000000169ab0
