# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 167K of event 'cycles'
# Event count (approx.): 83984841921
#
# Overhead  Command     Shared Object         Symbol                                      
# ........  ..........  ....................  ............................................
#
     0.01%  :1587595    python3.10            [.] 0x000000000015b56c
     0.01%  :1587595    [kernel.kallsyms]     [k] __update_load_avg_se
     0.01%  :1587595    python3.10            [.] 0x000000000015b56d
     0.01%  :1587595    python3.10            [.] 0x0000000000179c0b
     0.01%  :1587595    [kernel.kallsyms]     [k] native_apic_msr_eoi_write
     0.01%  python3.10  python3.10            [.] 0x00000000001215e5
     0.01%  :1587595    [kernel.kallsyms]     [k] lapic_next_deadline
     0.01%  :1587595    [kernel.kallsyms]     [k] asm_sysvec_thermal
     0.01%  :1587595    [kernel.kallsyms]     [k] hrtimer_interrupt
     0.01%  python3.10  [kernel.kallsyms]     [k] syscall_exit_to_user_mode
     0.01%  python3.10  python3.10            [.] 0x000000000012d1da
     0.01%  python3.10  python3.10            [.] 0x0000000000121616
     0.01%  python3.10  python3.10            [.] 0x00000000001215e2
     0.01%  :1587595    [kernel.kallsyms]     [k] event_sched_in
     0.01%  :1587595    [kernel.kallsyms]     [k] __update_load_avg_cfs_rq
     0.01%  :1587595    [kernel.kallsyms]     [k] update_load_avg
     0.01%  :1587595    [kernel.kallsyms]     [k] timerqueue_add
     0.01%  :1587595    [kernel.kallsyms]     [k] ctx_sched_in
     0.01%  :1587595    [kernel.kallsyms]     [k] update_curr
     0.00%  :1587595    python3.10            [.] 0x000000000015b54b
     0.00%  :1587595    [kernel.kallsyms]     [k] rb_next
     0.00%  :1587595    [kernel.kallsyms]     [k] exit_to_user_mode_prepare
     0.00%  python3.10  python3.10            [.] 0x0000000000121594
     0.00%  :1587595    [kernel.kallsyms]     [k] perf_swevent_add
     0.00%  :1587595    [kernel.kallsyms]     [k] task_tick_fair
     0.00%  python3.10  python3.10            [.] 0x0000000000121677
     0.00%  python3.10  python3.10            [.] 0x000000000012e078
     0.00%  python3.10  [kernel.kallsyms]     [k] entry_SYSCALL_64_after_hwframe
     0.00%  python3.10  python3.10            [.] _PyUnicode_JoinArray
     0.00%  :1587595    python3.10            [.] 0x0000000000179bf7
     0.00%  python3.10  python3.10            [.] 0x00000000001215c8
     0.00%  :1587595    [kernel.kallsyms]     [k] __perf_event_task_sched_in
     0.00%  python3.10  python3.10            [.] 0x000000000012167f
     0.00%  :1587595    [kernel.kallsyms]     [k] __sysvec_apic_timer_interrupt
     0.00%  python3.10  python3.10            [.] PyList_Append
     0.00%  python3.10  python3.10            [.] 0x00000000001215a6
     0.00%  :1587595    python3.10            [.] 0x0000000000179c18
     0.00%  :1587595    [kernel.kallsyms]     [k] ktime_get
     0.00%  :1587595    [kernel.kallsyms]     [k] update_cfs_group
     0.00%  :1587595    [kernel.kallsyms]     [k] __hrtimer_run_queues
     0.00%  python3.10  python3.10            [.] 0x00000000001215a0
     0.00%  :1587595    [kernel.kallsyms]     [k] visit_groups_merge.constprop.0.isra.0
     0.00%  python3.10  [kernel.kallsyms]     [k] syscall_return_via_sysret
     0.00%  python3.10  [kernel.kallsyms]     [k] psi_group_change
     0.00%  python3.10  [kernel.kallsyms]     [k] memset_erms
     0.00%  :1587595    [kernel.kallsyms]     [k] __get_user_8
     0.00%  :1587595    python3.10            [.] 0x000000000012162c
     0.00%  :1587595    [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.00%  python3.10  [kernel.kallsyms]     [k] event_sched_in
     0.00%  python3.10  [kernel.kallsyms]     [k] try_to_wake_up
     0.00%  :1587595    [kernel.kallsyms]     [k] psi_task_change
     0.00%  :1587595    [kernel.kallsyms]     [k] __hrtimer_next_event_base
     0.00%  :1587595    [kernel.kallsyms]     [k] check_preempt_wakeup
     0.00%  :1587595    [kernel.kallsyms]     [k] __update_blocked_fair
     0.00%  python3.10  libc.so.6             [.] ____wcstof_l_internal
     0.00%  :1587595    python3.10            [.] 0x000000000012161d
     0.00%  python3.10  python3.10            [.] 0x0000000000121600
     0.00%  python3.10  python3.10            [.] 0x00000000001215b2
     0.00%  :1587595    [kernel.kallsyms]     [k] scheduler_tick
     0.00%  :1587595    [kernel.kallsyms]     [k] read_tsc
     0.00%  python3.10  python3.10            [.] _PyObject_MakeTpCall
     0.00%  python3.10  python3.10            [.] 0x00000000001215c0
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_event_groups_first
     0.00%  :1587595    [kernel.kallsyms]     [k] idle_cpu
     0.00%  python3.10  [kernel.kallsyms]     [k] visit_groups_merge.constprop.0.isra.0
     0.00%  :1587595    [kernel.kallsyms]     [k] perf_mux_hrtimer_handler
     0.00%  python3.10  python3.10            [.] 0x0000000000206a23
     0.00%  python3.10  [kernel.kallsyms]     [k] futex_wake
     0.00%  python3.10  libc.so.6             [.] __GI___strncasecmp_l_sse2
     0.00%  python3.10  [kernel.kallsyms]     [k] merge_sched_in
     0.00%  :1587595    [kernel.kallsyms]     [k] _find_next_bit
     0.00%  :1587595    [kernel.kallsyms]     [k] native_sched_clock
     0.00%  :1587595    python3.10            [.] 0x0000000000179c35
     0.00%  python3.10  python3.10            [.] _PyUnicode_ToDecimalDigit
     0.00%  python3.10  [kernel.kallsyms]     [k] __perf_event_task_sched_in
     0.00%  :1587595    [kernel.kallsyms]     [k] clockevents_program_event
     0.00%  :1587595    [kernel.kallsyms]     [k] task_clock_event_add
     0.00%  :1587595    python3.10            [.] 0x000000000015b525
     0.00%  python3.10  python3.10            [.] 0x000000000012166e
     0.00%  python3.10  [kernel.kallsyms]     [k] native_sched_clock
     0.00%  python3.10  libc.so.6             [.] ____wcstold_l_internal
     0.00%  :1587595    [kernel.kallsyms]     [k] perf_pmu_nop_txn
     0.00%  python3.10  python3.10            [.] 0x000000000012d084
     0.00%  :1587595    [kernel.kallsyms]     [k] hrtimer_update_next_event
     0.00%  python3.10  [kernel.kallsyms]     [k] copy_page
     0.00%  python3.10  python3.10            [.] 0x00000000001795fe
     0.00%  :1587595    [kernel.kallsyms]     [k] try_to_wake_up
     0.00%  python3.10  [kernel.kallsyms]     [k] iterate_groups
     0.00%  python3.10  libc.so.6             [.] __strcat_ssse3
     0.00%  :1587595    [kernel.kallsyms]     [k] perf_event_groups_first
     0.00%  :1587595    [kernel.kallsyms]     [k] perf_pmu_nop_void
     0.00%  :1587595    [kernel.kallsyms]     [k] prepare_task_switch
     0.00%  python3.10  [kernel.kallsyms]     [k] zap_pte_range
     0.00%  :1587595    [kernel.kallsyms]     [k] syscall_exit_to_user_mode
     0.00%  :1587595    [kernel.kallsyms]     [k] __calc_delta
     0.00%  :1587595    [kernel.kallsyms]     [k] perf_event_update_time
     0.00%  python3.10  [kernel.kallsyms]     [k] release_pages
     0.00%  :1587595    [kernel.kallsyms]     [k] pick_next_entity
     0.00%  :1587595    [kernel.kallsyms]     [k] __schedule
     0.00%  :1587595    [kernel.kallsyms]     [k] arch_scale_freq_tick
     0.00%  :1587595    [kernel.kallsyms]     [k] update_rt_rq_load_avg
     0.00%  python3.10  [kernel.kallsyms]     [k] update_load_avg
     0.00%  :1587595    python3.10            [.] PyLong_FromString
     0.00%  :1587595    [kernel.kallsyms]     [k] intel_thermal_interrupt
     0.00%  :1587595    [kernel.kallsyms]     [k] update_rq_clock
     0.00%  :1587595    [kernel.kallsyms]     [k] put_prev_entity
     0.00%  :1587595    [kernel.kallsyms]     [k] perf_adjust_freq_unthr_context
     0.00%  python3.10  [kernel.kallsyms]     [k] pick_next_entity
     0.00%  :1587595    [kernel.kallsyms]     [k] check_cpu_stall
     0.00%  :1587595    [kernel.kallsyms]     [k] exit_to_user_mode_loop
     0.00%  :1587595    [kernel.kallsyms]     [k] irqentry_exit
     0.00%  :1587595    [kernel.kallsyms]     [k] rb_erase
     0.00%  :1587595    [kernel.kallsyms]     [k] __softirqentry_text_start
     0.00%  :1587595    [kernel.kallsyms]     [k] rb_insert_color
     0.00%  python3.10  python3.10            [.] 0x00000000001215ed
     0.00%  python3.10  python3.10            [.] _PyObject_LookupSpecial
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_event_update_userpage
     0.00%  :1587595    [kernel.kallsyms]     [k] sched_clock_cpu
     0.00%  python3.10  libc.so.6             [.] 0x00000000001a0940
     0.00%  :1587595    [kernel.kallsyms]     [k] trigger_load_balance
     0.00%  :1587595    [kernel.kallsyms]     [k] pick_next_task
     0.00%  python3.10  [kernel.kallsyms]     [k] kmem_cache_alloc_node_trace
     0.00%  :1587595    [kernel.kallsyms]     [k] reweight_entity
     0.00%  python3.10  [kernel.kallsyms]     [k] rb_next
     0.00%  python3.10  python3.10            [.] _PyUnicodeWriter_PrepareInternal
     0.00%  python3.10  libc.so.6             [.] re_search_internal
     0.00%  :1587595    [kernel.kallsyms]     [k] enqueue_hrtimer
     0.00%  :1587595    [kernel.kallsyms]     [k] psi_flags_change
     0.00%  python3.10  python3.10            [.] PyObject_SetAttr
     0.00%  :1587595    [kernel.kallsyms]     [k] enqueue_entity
     0.00%  python3.10  [kernel.kallsyms]     [k] memcg_slab_free_hook
     0.00%  python3.10  python3.10            [.] 0x000000000015efc7
     0.00%  python3.10  [kernel.kallsyms]     [k] native_apic_msr_eoi_write
     0.00%  python3.10  python3.10            [.] 0x000000000015b546
     0.00%  python3.10  [kernel.kallsyms]     [k] hrtimer_active
     0.00%  python3.10  [kernel.kallsyms]     [k] sync_regs
     0.00%  :1587595    python3.10            [.] 0x0000000000206742
     0.00%  :1587595    [kernel.kallsyms]     [k] __entry_text_start
     0.00%  :1587595    [kernel.kallsyms]     [k] __perf_event_read
     0.00%  :1587595    [kernel.kallsyms]     [k] aa_profile_af_perm
     0.00%  :1587595    [kernel.kallsyms]     [k] perf_log_itrace_start
     0.00%  python3.10  [kernel.kallsyms]     [k] __anon_vma_interval_tree_remove
     0.00%  :1587595    [kernel.kallsyms]     [k] __netif_receive_skb_core.constprop.0
     0.00%  python3.10  python3.10            [.] 0x00000000001d495d
     0.00%  :1587595    [kernel.kallsyms]     [k] entry_SYSCALL_64_after_hwframe
     0.00%  :1587595    [kernel.kallsyms]     [k] hrtimer_forward
     0.00%  :1587595    python3.10            [.] _PyLong_New
     0.00%  python3.10  python3.10            [.] 0x000000000028e0c0
     0.00%  python3.10  python3.10            [.] 0x000000000020bf65
     0.00%  :1587595    [kernel.kallsyms]     [k] cgroup_rstat_updated
     0.00%  python3.10  [kernel.kallsyms]     [k] __free_one_page
     0.00%  python3.10  [kernel.kallsyms]     [k] task_clock_event_add
     0.00%  :1587595    python3.10            [.] PyFunction_NewWithQualName
     0.00%  :1587595    [kernel.kallsyms]     [k] mem_cgroup_handle_over_high
     0.00%  python3.10  [kernel.kallsyms]     [k] dequeue_task_fair
     0.00%  python3.10  python3.10            [.] 0x000000000015b537
     0.00%  :1587595    [kernel.kallsyms]     [k] select_task_rq_fair
     0.00%  python3.10  [kernel.kallsyms]     [k] update_curr
     0.00%  :1587595    python3.10            [.] 0x0000000000179c57
     0.00%  python3.10  [kernel.kallsyms]     [k] kmem_cache_free
     0.00%  python3.10  [kernel.kallsyms]     [k] error_entry
     0.00%  :1587595    libc.so.6             [.] 0x000000000019d981
     0.00%  :1587595    [kernel.kallsyms]     [k] x86_pmu_disable
     0.00%  :1587595    [kernel.kallsyms]     [k] hrtimer_wakeup
     0.00%  :1587595    [kernel.kallsyms]     [k] timerqueue_del
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_event_update_time
     0.00%  :1587595    [kernel.kallsyms]     [k] __cgroup_account_cputime
     0.00%  :1587595    python3.10            [.] _PyUnicode_FromASCII
     0.00%  :1587595    [kernel.kallsyms]     [k] sysvec_apic_timer_interrupt
     0.00%  :1587595    [kernel.kallsyms]     [k] note_gp_changes
     0.00%  python3.10  [kernel.kallsyms]     [k] pick_next_task_fair
     0.00%  python3.10  [kernel.kallsyms]     [k] __put_user_4
     0.00%  python3.10  python3.10            [.] 0x000000000018bfef
     0.00%  :1587595    [kernel.kallsyms]     [k] obj_cgroup_uncharge_pages
     0.00%  :1587595    [kernel.kallsyms]     [k] perf_swevent_event
     0.00%  :1587595    [kernel.kallsyms]     [k] __cgroup_bpf_run_filter_skb
     0.00%  :1587595    [kernel.kallsyms]     [k] __bitmap_and
     0.00%  :1587595    [kernel.kallsyms]     [k] __remove_hrtimer
     0.00%  python3.10  [kernel.kallsyms]     [k] native_write_msr_safe
     0.00%  :1587595    [kernel.kallsyms]     [k] llist_reverse_order
     0.00%  :1587595    [kernel.kallsyms]     [k] psi_task_switch
     0.00%  :1587595    python3.10            [.] 0x000000000017c3fc
     0.00%  :1587595    [kernel.kallsyms]     [k] set_next_buddy
     0.00%  :1587595    [kernel.kallsyms]     [k] acct_account_cputime
     0.00%  :1587595    [kernel.kallsyms]     [k] hrtimer_active
     0.00%  :1587595    python3.10            [.] _PyObject_GetMethod
     0.00%  :1587595    [kernel.kallsyms]     [k] account_user_time
     0.00%  python3.10  [kernel.kallsyms]     [k] __schedule
     0.00%  :1587595    [kernel.kallsyms]     [k] irq_exit_rcu
     0.00%  :1587595    [kernel.kallsyms]     [k] rcu_sched_clock_irq
     0.00%  :1587595    [kernel.kallsyms]     [k] asm_sysvec_call_function_single
     0.00%  :1587595    [kernel.kallsyms]     [k] therm_throt_process
     0.00%  python3.10  [kernel.kallsyms]     [k] _raw_spin_lock
     0.00%  python3.10  python3.10            [.] 0x0000000000121628
     0.00%  :1587595    [kernel.kallsyms]     [k] tick_sched_timer
     0.00%  python3.10  python3.10            [.] _PyFunction_Vectorcall
     0.00%  python3.10  python3.10            [.] 0x000000000016ab50
     0.00%  :1587595    [kernel.kallsyms]     [k] select_idle_sibling
     0.00%  :1587595    [kernel.kallsyms]     [k] __lock_text_start
     0.00%  :1587595    [kernel.kallsyms]     [k] select_idle_cpu
     0.00%  :1587595    [kernel.kallsyms]     [k] raw_spin_rq_unlock
     0.00%  python3.10  [kernel.kallsyms]     [k] update_sg_wakeup_stats
     0.00%  python3.10  libc.so.6             [.] __stpncpy_sse2_unaligned
     0.00%  python3.10  libcrypto.so.3        [.] OPENSSL_init_crypto
     0.00%  python3.10  libcrypto.so.3        [.] SHA256_Init
     0.00%  python3.10  python3.10            [.] 0x0000000000206841
     0.00%  python3.10  python3.10            [.] PyObject_GetAttr
     0.00%  python3.10  python3.10            [.] 0x00000000001d4961
     0.00%  python3.10  libc.so.6             [.] round_and_return
     0.00%  python3.10  [kernel.kallsyms]     [k] lapic_next_deadline
     0.00%  python3.10  python3.10            [.] 0x0000000000174090
     0.00%  python3.10  python3.10            [.] 0x000000000020bef5
     0.00%  python3.10  python3.10            [.] _PyObject_GenericGetAttrWithDict
     0.00%  :1587595    libc.so.6             [.] __GI___strncasecmp_l_sse2
     0.00%  python3.10  [kernel.kallsyms]     [k] mem_cgroup_charge_statistics.constprop.0
     0.00%  python3.10  python3.10            [.] 0x000000000015b50e
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_event_alloc
     0.00%  python3.10  [kernel.kallsyms]     [k] __handle_mm_fault
     0.00%  python3.10  python3.10            [.] 0x000000000015ef70
     0.00%  python3.10  python3.10            [.] 0x000000000015efdc
     0.00%  python3.10  [kernel.kallsyms]     [k] init_entity_runnable_average
     0.00%  python3.10  [kernel.kallsyms]     [k] place_entity
     0.00%  python3.10  python3.10            [.] PyTuple_New
     0.00%  python3.10  python3.10            [.] _PyType_Lookup
     0.00%  python3.10  python3.10            [.] 0x000000000012285d
     0.00%  python3.10  python3.10            [.] 0x000000000018d616
     0.00%  python3.10  python3.10            [.] 0x000000000018dd3a
     0.00%  python3.10  python3.10            [.] 0x0000000000293f88
     0.00%  python3.10  libc.so.6             [.] parse_qtd_backslash
     0.00%  python3.10  [kernel.kallsyms]     [k] clear_page_erms
     0.00%  python3.10  python3.10            [.] 0x000000000011d4fc
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_swevent_add
     0.00%  python3.10  python3.10            [.] _PyObject_GenericSetAttrWithDict
     0.00%  python3.10  python3.10            [.] 0x000000000017c3ef
     0.00%  python3.10  [kernel.kallsyms]     [k] irqentry_exit_to_user_mode
     0.00%  python3.10  [kernel.kallsyms]     [k] __irqentry_text_end
     0.00%  python3.10  python3.10            [.] _PyUnicode_InsertThousandsGrouping
     0.00%  python3.10  python3.10            [.] 0x000000000017a8e0
     0.00%  python3.10  [kernel.kallsyms]     [k] x86_reserve_hardware
     0.00%  python3.10  python3.10            [.] PyObject_Hash
     0.00%  python3.10  [kernel.kallsyms]     [k] asm_sysvec_thermal
     0.00%  :1587595    [kernel.kallsyms]     [k] resched_curr
     0.00%  :1587595    [kernel.kallsyms]     [k] iterate_groups
     0.00%  python3.10  python3.10            [.] _PyUnicodeWriter_Init
     0.00%  python3.10  python3.10            [.] 0x000000000020beee
     0.00%  python3.10  [kernel.kallsyms]     [k] do_wp_page
     0.00%  python3.10  python3.10            [.] 0x000000000017f87a
     0.00%  python3.10  python3.10            [.] 0x000000000018d16d
     0.00%  python3.10  [kernel.kallsyms]     [k] ptep_clear_flush
     0.00%  python3.10  python3.10            [.] 0x000000000017c380
     0.00%  python3.10  python3.10            [.] 0x000000000018d56f
     0.00%  :1587595    [kernel.kallsyms]     [k] ___perf_sw_event
     0.00%  :1587595    [kernel.kallsyms]     [k] slab_free_freelist_hook.constprop.0
     0.00%  :1587595    python3.10            [.] 0x000000000027be67
     0.00%  python3.10  python3.10            [.] 0x00000000002942ff
     0.00%  :1587595    [kernel.kallsyms]     [k] __rseq_handle_notify_resume
     0.00%  :1587595    libc.so.6             [.] 0x00000000001a0975
     0.00%  python3.10  python3.10            [.] 0x000000000012d1fb
     0.00%  python3.10  [vdso]                [.] 0x00000000000007f7
     0.00%  python3.10  python3.10            [.] 0x00000000001598f3
     0.00%  python3.10  python3.10            [.] 0x000000000012d229
     0.00%  :1587595    [kernel.kallsyms]     [k] check_preempt_curr
     0.00%  python3.10  python3.10            [.] 0x000000000012e081
     0.00%  python3.10  python3.10            [.] 0x000000000012cff3
     0.00%  python3.10  python3.10            [.] 0x000000000012bd50
     0.00%  python3.10  python3.10            [.] 0x0000000000137b95
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_swevent_event
