# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 7K of event 'cycles'
# Event count (approx.): 3275917427
#
# Overhead  Command     Shared Object      Symbol                                   
# ........  ..........  .................  .........................................
#
     0.04%  python3.10  [kernel.kallsyms]  [k] visit_groups_merge.constprop.0.isra.0
     0.04%  python3.10  [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.04%  python3.10  python3.10         [.] 0x00000000001d4961
     0.04%  python3.10  python3.10         [.] 0x000000000012159d
     0.04%  python3.10  python3.10         [.] 0x00000000001740bb
     0.04%  python3.10  python3.10         [.] 0x000000000015b520
     0.04%  python3.10  [kernel.kallsyms]  [k] update_cfs_group
     0.04%  python3.10  python3.10         [.] 0x000000000012bd50
     0.04%  python3.10  [kernel.kallsyms]  [k] rb_next
     0.04%  python3.10  python3.10         [.] PyList_Append
     0.04%  python3.10  python3.10         [.] 0x000000000012e07f
     0.04%  python3.10  libc.so.6          [.] __strncat_ssse3
     0.04%  python3.10  python3.10         [.] 0x000000000020bec2
     0.03%  python3.10  python3.10         [.] 0x000000000018d592
     0.03%  python3.10  [kernel.kallsyms]  [k] finish_task_switch.isra.0
     0.03%  python3.10  [kernel.kallsyms]  [k] exit_to_user_mode_loop
     0.03%  python3.10  python3.10         [.] 0x000000000015efdc
     0.03%  python3.10  [kernel.kallsyms]  [k] kmem_cache_alloc_node
     0.03%  python3.10  python3.10         [.] 0x000000000015effa
     0.03%  python3.10  [kernel.kallsyms]  [k] prepare_task_switch
     0.03%  python3.10  [kernel.kallsyms]  [k] error_entry
     0.03%  python3.10  python3.10         [.] 0x00000000001215a2
     0.03%  python3.10  [kernel.kallsyms]  [k] dequeue_task_fair
     0.03%  python3.10  python3.10         [.] 0x000000000018d59d
     0.03%  python3.10  [kernel.kallsyms]  [k] pick_next_task_fair
     0.03%  python3.10  python3.10         [.] 0x000000000017f87a
     0.03%  python3.10  [kernel.kallsyms]  [k] __update_load_avg_cfs_rq
     0.03%  python3.10  python3.10         [.] 0x0000000000206a23
     0.03%  python3.10  [kernel.kallsyms]  [k] sync_regs
     0.03%  python3.10  python3.10         [.] _PyUnicode_InsertThousandsGrouping
     0.03%  python3.10  [kernel.kallsyms]  [k] __perf_event_read
     0.03%  python3.10  python3.10         [.] 0x0000000000188dd7
     0.03%  python3.10  [kernel.kallsyms]  [k] should_failslab
     0.03%  python3.10  [kernel.kallsyms]  [k] pmd_val
     0.03%  python3.10  python3.10         [.] 0x0000000000188de8
     0.03%  python3.10  python3.10         [.] 0x00000000001215c8
     0.03%  python3.10  [kernel.kallsyms]  [k] futex_wake
     0.03%  python3.10  [kernel.kallsyms]  [k] native_write_msr_safe
     0.03%  python3.10  libc.so.6          [.] __vstrfmon_l_internal
     0.03%  python3.10  python3.10         [.] 0x000000000015efc7
     0.03%  python3.10  [kernel.kallsyms]  [k] _raw_spin_lock
     0.03%  python3.10  python3.10         [.] _PyUnicode_ToDecimalDigit
     0.03%  python3.10  python3.10         [.] 0x000000000020beee
     0.03%  python3.10  python3.10         [.] 0x000000000015ef86
     0.03%  python3.10  [kernel.kallsyms]  [k] __rseq_handle_notify_resume
     0.02%  python3.10  [kernel.kallsyms]  [k] perf_swevent_add
     0.02%  python3.10  [kernel.kallsyms]  [k] __perf_event_task_sched_in
     0.02%  python3.10  python3.10         [.] 0x0000000000127f54
     0.02%  python3.10  [kernel.kallsyms]  [k] __lock_text_start
     0.02%  python3.10  [kernel.kallsyms]  [k] native_read_msr
     0.02%  python3.10  [kernel.kallsyms]  [k] switch_fpu_return
     0.02%  python3.10  libc.so.6          [.] 0x00000000001a0951
     0.02%  python3.10  python3.10         [.] 0x000000000015fa9c
     0.02%  python3.10  [kernel.kallsyms]  [k] calc_timer_values
     0.02%  python3.10  [kernel.kallsyms]  [k] dequeue_task
     0.02%  python3.10  python3.10         [.] 0x0000000000188e95
     0.02%  python3.10  python3.10         [.] 0x000000000028e0d1
     0.02%  python3.10  python3.10         [.] 0x000000000018d589
     0.02%  python3.10  [kernel.kallsyms]  [k] __mod_lruvec_page_state
     0.02%  python3.10  [kernel.kallsyms]  [k] sched_clock_cpu
     0.02%  python3.10  [kernel.kallsyms]  [k] idr_get_free
     0.02%  python3.10  libc.so.6          [.] ____wcstod_l_internal
     0.02%  python3.10  python3.10         [.] 0x000000000018c028
     0.02%  python3.10  libc.so.6          [.] parse_qtd_backslash
     0.02%  python3.10  python3.10         [.] 0x000000000015ef70
     0.02%  python3.10  python3.10         [.] 0x0000000000298714
     0.02%  python3.10  python3.10         [.] 0x000000000018d63d
     0.02%  python3.10  python3.10         [.] 0x00000000001225b8
     0.02%  python3.10  [kernel.kallsyms]  [k] perf_mux_hrtimer_handler
     0.02%  python3.10  [kernel.kallsyms]  [k] get_futex_key
     0.02%  python3.10  python3.10         [.] 0x0000000000163f80
     0.02%  python3.10  python3.10         [.] 0x0000000000172a40
     0.02%  python3.10  python3.10         [.] 0x000000000018d64f
     0.02%  python3.10  [kernel.kallsyms]  [k] x86_get_event_constraints
     0.02%  python3.10  python3.10         [.] 0x0000000000137a60
     0.02%  python3.10  python3.10         [.] 0x000000000011d4fc
     0.02%  python3.10  python3.10         [.] 0x00000000001894be
     0.02%  python3.10  libc.so.6          [.] ____wcstold_l_internal
     0.02%  python3.10  [kernel.kallsyms]  [k] __entry_text_start
     0.02%  python3.10  python3.10         [.] 0x000000000012d229
     0.02%  python3.10  python3.10         [.] 0x000000000017c5f0
     0.02%  python3.10  python3.10         [.] 0x000000000012d190
     0.02%  python3.10  [kernel.kallsyms]  [k] __task_pid_nr_ns
     0.02%  python3.10  python3.10         [.] PyDict_GetItemWithError
     0.02%  python3.10  python3.10         [.] 0x000000000012e09c
     0.02%  python3.10  python3.10         [.] 0x00000000001434ec
     0.02%  python3.10  python3.10         [.] 0x000000000018dc90
     0.02%  python3.10  python3.10         [.] 0x000000000012cff3
     0.02%  python3.10  python3.10         [.] 0x000000000012d130
     0.02%  python3.10  [kernel.kallsyms]  [k] memcpy_erms
     0.02%  python3.10  python3.10         [.] 0x000000000017611a
     0.02%  python3.10  [kernel.kallsyms]  [k] x86_setup_perfctr
     0.02%  python3.10  [kernel.kallsyms]  [k] timerqueue_add
     0.02%  python3.10  python3.10         [.] 0x0000000000179541
     0.02%  python3.10  python3.10         [.] 0x00000000001d48e8
     0.02%  python3.10  python3.10         [.] 0x000000000012d305
     0.02%  python3.10  python3.10         [.] 0x00000000002069d2
     0.02%  python3.10  [kernel.kallsyms]  [k] pud_val
     0.02%  python3.10  [kernel.kallsyms]  [k] rmqueue_bulk
     0.02%  python3.10  [kernel.kallsyms]  [k] __mod_zone_page_state
     0.02%  python3.10  python3.10         [.] 0x0000000000188ef6
     0.02%  python3.10  [kernel.kallsyms]  [k] ___slab_alloc
     0.02%  python3.10  [kernel.kallsyms]  [k] perf_event_groups_insert
     0.02%  python3.10  python3.10         [.] 0x000000000015b557
     0.02%  python3.10  python3.10         [.] 0x00000000001732ce
     0.02%  python3.10  python3.10         [.] 0x000000000017f872
     0.02%  python3.10  python3.10         [.] 0x0000000000188efb
     0.02%  python3.10  python3.10         [.] 0x0000000000189021
     0.02%  python3.10  python3.10         [.] 0x00000000001d48fe
     0.02%  python3.10  python3.10         [.] 0x00000000001d495d
     0.02%  python3.10  python3.10         [.] 0x000000000020bee5
     0.02%  python3.10  [kernel.kallsyms]  [k] do_wp_page
     0.02%  python3.10  python3.10         [.] 0x000000000012d1d1
     0.02%  python3.10  libc.so.6          [.] 0x0000000000149cac
     0.02%  python3.10  [kernel.kallsyms]  [k] __schedule
     0.02%  python3.10  [kernel.kallsyms]  [k] pick_next_entity
     0.02%  python3.10  [kernel.kallsyms]  [k] ktime_get_update_offsets_now
     0.02%  python3.10  [kernel.kallsyms]  [k] x86_pmu_enable
     0.02%  python3.10  [kernel.kallsyms]  [k] blk_finish_plug
     0.02%  python3.10  [kernel.kallsyms]  [k] hrtick_update
     0.02%  python3.10  [kernel.kallsyms]  [k] userfaultfd_remove
     0.02%  python3.10  [kernel.kallsyms]  [k] down_read_trylock
     0.02%  python3.10  [kernel.kallsyms]  [k] read_tsc
     0.02%  python3.10  python3.10         [.] 0x00000000002d9ece
     0.01%  python3.10  python3.10         [.] PyDict_SetItem
     0.01%  python3.10  python3.10         [.] 0x0000000000129ffc
     0.01%  python3.10  python3.10         [.] 0x0000000000151df2
     0.01%  python3.10  python3.10         [.] 0x0000000000152321
     0.01%  python3.10  [kernel.kallsyms]  [k] unmap_page_range
     0.01%  python3.10  [kernel.kallsyms]  [k] sync_mm_rss
     0.01%  python3.10  [kernel.kallsyms]  [k] zap_pmd_range.isra.0
     0.01%  python3.10  python3.10         [.] 0x0000000000167da0
     0.01%  python3.10  [kernel.kallsyms]  [k] __sk_mem_reduce_allocated
     0.01%  python3.10  [kernel.kallsyms]  [k] reweight_entity
     0.01%  python3.10  [kernel.kallsyms]  [k] ttwu_queue_wakelist
     0.01%  python3.10  [kernel.kallsyms]  [k] update_min_vruntime
     0.01%  python3.10  [kernel.kallsyms]  [k] exit_sem
     0.01%  python3.10  python3.10         [.] 0x000000000015bb75
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_event_exit_task
     0.01%  python3.10  [kernel.kallsyms]  [k] try_to_wake_up
     0.01%  python3.10  python3.10         [.] 0x000000000006f4a0
     0.01%  python3.10  python3.10         [.] 0x0000000000143407
     0.01%  python3.10  [kernel.kallsyms]  [k] native_smp_send_reschedule
     0.01%  python3.10  python3.10         [.] PyObject_SetAttr
     0.01%  python3.10  python3.10         [.] 0x0000000000070930
     0.01%  python3.10  [kernel.kallsyms]  [k] futex_wait
     0.01%  python3.10  [kernel.kallsyms]  [k] asm_load_gs_index
     0.01%  python3.10  [kernel.kallsyms]  [k] rcu_all_qs
     0.01%  python3.10  [kernel.kallsyms]  [k] native_apic_msr_eoi_write
     0.01%  python3.10  python3.10         [.] 0x0000000000121599
     0.01%  python3.10  [kernel.kallsyms]  [k] rcu_start_this_gp
     0.01%  python3.10  [kernel.kallsyms]  [k] account_process_tick
     0.01%  python3.10  [kernel.kallsyms]  [k] __intel_pmu_enable_all.constprop.0
     0.01%  python3.10  [kernel.kallsyms]  [k] irq_enter_rcu
     0.01%  python3.10  [kernel.kallsyms]  [k] psi_flags_change
     0.01%  python3.10  [kernel.kallsyms]  [k] check_preempt_wakeup
     0.01%  python3.10  [kernel.kallsyms]  [k] handle_mm_fault
     0.01%  python3.10  [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     0.01%  python3.10  python3.10         [.] 0x00000000001215b2
     0.01%  python3.10  [kernel.kallsyms]  [k] idle_cpu
     0.01%  python3.10  [kernel.kallsyms]  [k] mod_objcg_state
     0.01%  python3.10  [kernel.kallsyms]  [k] blocking_notifier_call_chain
     0.01%  python3.10  [kernel.kallsyms]  [k] dequeue_entity
     0.01%  python3.10  [kernel.kallsyms]  [k] __pagevec_lru_add_fn
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_event_context_sched_out
     0.01%  python3.10  libc.so.6          [.] 0x00000000001a0970
     0.01%  python3.10  python3.10         [.] 0x000000000015b564
     0.01%  python3.10  python3.10         [.] 0x000000000015eff0
     0.01%  python3.10  python3.10         [.] 0x000000000020beea
     0.01%  python3.10  python3.10         [.] 0x0000000000294252
     0.01%  python3.10  python3.10         [.] 0x000000000011b514
     0.01%  python3.10  python3.10         [.] 0x000000000011b469
     0.01%  python3.10  [kernel.kallsyms]  [k] mutex_lock
     0.01%  python3.10  [kernel.kallsyms]  [k] using_native_sched_clock
     0.01%  python3.10  [kernel.kallsyms]  [k] cgroup_rstat_updated
     0.01%  python3.10  python3.10         [.] 0x0000000000122820
     0.01%  python3.10  [kernel.kallsyms]  [k] task_clock_event_add
     0.01%  python3.10  [kernel.kallsyms]  [k] try_charge_memcg
     0.01%  python3.10  python3.10         [.] 0x0000000000293e10
     0.01%  python3.10  [kernel.kallsyms]  [k] enqueue_entity
     0.01%  python3.10  python3.10         [.] 0x00000000002b3a78
     0.01%  python3.10  libcrypto.so.3     [.] EVP_MD_CTX_free
     0.01%  python3.10  python3.10         [.] 0x000000000017f965
     0.01%  python3.10  [kernel.kallsyms]  [k] wp_page_copy
     0.01%  python3.10  libcrypto.so.3     [.] 0x00000000003076ef
     0.01%  python3.10  python3.10         [.] 0x000000000015af54
     0.01%  python3.10  [kernel.kallsyms]  [k] _raw_spin_lock_irq
     0.01%  python3.10  python3.10         [.] PyLong_FromString
     0.01%  python3.10  python3.10         [.] 0x0000000000137a66
     0.01%  python3.10  python3.10         [.] 0x0000000000137bbf
     0.01%  python3.10  python3.10         [.] 0x0000000000138921
     0.01%  python3.10  python3.10         [.] 0x00000000001795fe
     0.01%  python3.10  python3.10         [.] 0x000000000017c3f8
     0.01%  python3.10  python3.10         [.] 0x0000000000188de0
     0.01%  python3.10  [kernel.kallsyms]  [k] __cgroup_throttle_swaprate
     0.01%  python3.10  libc.so.6          [.] round_and_return
     0.01%  python3.10  python3.10         [.] 0x0000000000122834
     0.01%  python3.10  python3.10         [.] 0x0000000000188d02
     0.01%  python3.10  [kernel.kallsyms]  [k] copy_user_generic_unrolled
     0.01%  python3.10  [kernel.kallsyms]  [k] asm_sysvec_thermal
     0.01%  python3.10  python3.10         [.] 0x000000000018d700
     0.01%  python3.10  libcrypto.so.3     [.] 0x0000000000307498
     0.01%  python3.10  libcrypto.so.3     [.] 0x0000000000307666
     0.01%  python3.10  libcrypto.so.3     [.] 0x00000000003071b4
     0.01%  python3.10  python3.10         [.] 0x000000000015ef8c
     0.01%  python3.10  [kernel.kallsyms]  [k] __cond_resched
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_event__id_header_size
     0.01%  python3.10  python3.10         [.] 0x000000000018d0dc
     0.01%  python3.10  python3.10         [.] 0x000000000028e0a9
     0.01%  python3.10  [kernel.kallsyms]  [k] fput_many
     0.01%  python3.10  libcrypto.so.3     [.] 0x00000000003070e3
     0.01%  python3.10  [kernel.kallsyms]  [k] psi_task_switch
     0.01%  python3.10  [kernel.kallsyms]  [k] css_set_move_task
     0.01%  python3.10  python3.10         [.] 0x00000000001740af
     0.01%  python3.10  python3.10         [.] 0x00000000001795d6
     0.01%  python3.10  python3.10         [.] 0x000000000018d169
     0.01%  python3.10  [kernel.kallsyms]  [k] task_h_load
     0.01%  python3.10  [kernel.kallsyms]  [k] inherit_event.constprop.0
     0.01%  python3.10  python3.10         [.] 0x000000000011b477
     0.01%  python3.10  python3.10         [.] 0x00000000001732ee
     0.01%  python3.10  python3.10         [.] 0x0000000000121653
     0.01%  python3.10  python3.10         [.] 0x00000000001674f2
     0.01%  python3.10  python3.10         [.] 0x00000000001736e0
     0.01%  python3.10  python3.10         [.] 0x000000000018d26e
     0.01%  python3.10  python3.10         [.] 0x000000000018d555
     0.01%  python3.10  python3.10         [.] 0x00000000002a0180
     0.01%  python3.10  libcrypto.so.3     [.] 0x000000000030838e
     0.01%  python3.10  python3.10         [.] 0x000000000027757c
     0.01%  python3.10  python3.10         [.] 0x0000000000294f9e
     0.01%  python3.10  [kernel.kallsyms]  [k] flush_tlb_mm_range
     0.01%  python3.10  [kernel.kallsyms]  [k] check_preempt_curr
     0.01%  python3.10  python3.10         [.] 0x00000000001433cc
     0.01%  python3.10  python3.10         [.] 0x000000000016ab50
     0.01%  python3.10  python3.10         [.] 0x0000000000179570
     0.01%  python3.10  libcrypto.so.3     [.] 0x0000000000308366
     0.01%  python3.10  [vdso]             [.] 0x00000000000007f7
     0.01%  python3.10  [kernel.kallsyms]  [k] intel_pmu_event_map
     0.01%  python3.10  python3.10         [.] 0x0000000000188d49
     0.01%  python3.10  python3.10         [.] 0x000000000027739e
     0.01%  python3.10  python3.10         [.] 0x0000000000156650
     0.01%  python3.10  python3.10         [.] 0x000000000020698c
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_event_update_time
     0.01%  python3.10  [kernel.kallsyms]  [k] task_active_pid_ns
     0.01%  python3.10  python3.10         [.] PyObject_Format
     0.01%  python3.10  python3.10         [.] 0x0000000000137be8
     0.01%  python3.10  python3.10         [.] 0x0000000000166594
     0.01%  python3.10  python3.10         [.] 0x000000000017c410
     0.01%  python3.10  python3.10         [.] 0x000000000015c5ec
     0.01%  python3.10  python3.10         [.] PyBuffer_Release
     0.01%  python3.10  [kernel.kallsyms]  [k] __free_one_page
     0.01%  python3.10  [kernel.kallsyms]  [k] memcg_slab_free_hook
     0.01%  python3.10  python3.10         [.] 0x00000000001b1c00
     0.01%  python3.10  [kernel.kallsyms]  [k] x86_pmu_event_init
     0.01%  python3.10  python3.10         [.] 0x0000000000162f20
     0.01%  python3.10  [kernel.kallsyms]  [k] inherit_task_group.isra.0
     0.01%  python3.10  [kernel.kallsyms]  [k] copy_sighand
     0.01%  python3.10  [kernel.kallsyms]  [k] find_vma
     0.01%  python3.10  python3.10         [.] 0x00000000001434c6
     0.01%  python3.10  [kernel.kallsyms]  [k] mem_cgroup_handle_over_high
     0.01%  python3.10  [kernel.kallsyms]  [k] uprobe_copy_process
     0.01%  python3.10  python3.10         [.] 0x000000000018d57d
     0.01%  python3.10  [kernel.kallsyms]  [k] kernel_clone
     0.01%  python3.10  python3.10         [.] 0x0000000000121628
     0.01%  python3.10  python3.10         [.] 0x0000000000151d88
     0.01%  python3.10  libcrypto.so.3     [.] 0x00000000003080e9
     0.01%  python3.10  python3.10         [.] 0x0000000000295074
     0.01%  python3.10  python3.10         [.] 0x00000000001b0613
     0.01%  python3.10  python3.10         [.] 0x00000000002949f7
     0.01%  python3.10  python3.10         [.] _PyObject_GenericSetAttrWithDict
     0.01%  python3.10  python3.10         [.] 0x000000000018d1dd
     0.01%  python3.10  python3.10         [.] 0x000000000020674f
     0.01%  python3.10  python3.10         [.] 0x000000000020bf65
     0.01%  python3.10  python3.10         [.] 0x000000000029426d
     0.01%  python3.10  python3.10         [.] 0x000000000012291a
     0.01%  python3.10  [kernel.kallsyms]  [k] get_timespec64
     0.01%  python3.10  python3.10         [.] 0x0000000000295019
     0.01%  python3.10  python3.10         [.] 0x00000000002068b3
     0.01%  python3.10  python3.10         [.] 0x000000000017c3a6
     0.01%  python3.10  [kernel.kallsyms]  [k] kmem_cache_alloc_node_trace
     0.01%  python3.10  python3.10         [.] 0x000000000018d0e8
     0.01%  python3.10  python3.10         [.] 0x0000000000162c20
     0.01%  python3.10  python3.10         [.] 0x000000000015b537
     0.01%  python3.10  python3.10         [.] 0x000000000023ec4e
     0.01%  python3.10  libc.so.6          [.] 0x00000000001a09c5
     0.01%  python3.10  python3.10         [.] 0x00000000001228c0
     0.01%  python3.10  python3.10         [.] 0x000000000015e981
     0.01%  python3.10  python3.10         [.] 0x00000000001512ea
     0.01%  python3.10  python3.10         [.] 0x0000000000137af0
     0.01%  python3.10  python3.10         [.] 0x000000000017c3c0
     0.01%  python3.10  python3.10         [.] 0x00000000002d9ea8
     0.01%  python3.10  [kernel.kallsyms]  [k] intel_get_event_constraints
     0.01%  python3.10  [kernel.kallsyms]  [k] account_kernel_stack.isra.0
     0.01%  python3.10  python3.10         [.] 0x0000000000294275
     0.01%  python3.10  python3.10         [.] PyFunction_NewWithQualName
     0.01%  python3.10  python3.10         [.] PyUnicode_Format
     0.01%  python3.10  python3.10         [.] 0x000000000015b50e
     0.01%  python3.10  python3.10         [.] 0x0000000000151da0
     0.01%  python3.10  python3.10         [.] PyLong_AsSsize_t
     0.01%  python3.10  [kernel.kallsyms]  [k] x86_pmu_extra_regs
     0.01%  python3.10  libc.so.6          [.] __deadline_to_ms
     0.01%  python3.10  python3.10         [.] PyUnicode_New
     0.01%  python3.10  python3.10         [.] 0x0000000000127ea0
     0.01%  python3.10  python3.10         [.] 0x000000000018929c
     0.01%  python3.10  python3.10         [.] 0x00000000001228ac
     0.01%  python3.10  [kernel.kallsyms]  [k] list_add_event
     0.01%  python3.10  python3.10         [.] PyObject_GetAttr
     0.01%  python3.10  python3.10         [.] 0x00000000001893e3
     0.01%  python3.10  python3.10         [.] 0x0000000000295030
     0.01%  python3.10  [kernel.kallsyms]  [k] __handle_mm_fault
     0.01%  python3.10  python3.10         [.] 0x000000000012285d
     0.01%  python3.10  python3.10         [.] 0x0000000000188e5e
     0.01%  python3.10  python3.10         [.] 0x000000000018d165
     0.01%  python3.10  python3.10         [.] 0x000000000020680e
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_pmu_nop_int
     0.01%  python3.10  python3.10         [.] 0x000000000012e098
     0.01%  python3.10  python3.10         [.] _PyUnicodeWriter_PrepareInternal
     0.01%  python3.10  [kernel.kallsyms]  [k] get_obj_cgroup_from_current
     0.01%  python3.10  python3.10         [.] 0x0000000000121635
     0.01%  python3.10  python3.10         [.] 0x00000000002949b8
     0.01%  python3.10  [kernel.kallsyms]  [k] futex_wait_queue_me
     0.01%  python3.10  python3.10         [.] 0x000000000015b1f2
     0.01%  python3.10  [kernel.kallsyms]  [k] iterate_groups
     0.01%  python3.10  [kernel.kallsyms]  [k] update_sg_wakeup_stats
     0.01%  python3.10  libc.so.6          [.] __idna_from_dns_encoding
     0.01%  python3.10  python3.10         [.] _PyUnicodeWriter_Init
     0.01%  python3.10  python3.10         [.] 0x000000000015b541
     0.01%  python3.10  python3.10         [.] 0x00000000001732fc
     0.01%  python3.10  python3.10         [.] 0x000000000020bf32
     0.01%  python3.10  python3.10         [.] 0x00000000002775ca
     0.01%  python3.10  python3.10         [.] 0x0000000000293dc2
     0.01%  python3.10  python3.10         [.] 0x0000000000294e97
     0.01%  python3.10  python3.10         [.] 0x0000000000277477
     0.01%  python3.10  python3.10         [.] 0x000000000012e116
     0.01%  python3.10  python3.10         [.] 0x00000000001732e7
     0.01%  python3.10  python3.10         [.] 0x00000000001781c7
     0.01%  python3.10  python3.10         [.] 0x0000000000179e74
     0.01%  python3.10  python3.10         [.] 0x000000000018d647
     0.01%  python3.10  [kernel.kallsyms]  [k] find_idlest_group
     0.01%  python3.10  [kernel.kallsyms]  [k] sigprocmask
     0.01%  python3.10  python3.10         [.] 0x00000000001598e3
     0.01%  python3.10  [kernel.kallsyms]  [k] apparmor_task_alloc
     0.01%  python3.10  python3.10         [.] 0x0000000000151ef4
     0.01%  python3.10  [kernel.kallsyms]  [k] _copy_from_user
     0.01%  python3.10  python3.10         [.] 0x000000000028b800
     0.01%  python3.10  python3.10         [.] 0x0000000000178180
     0.01%  python3.10  python3.10         [.] 0x00000000002942bc
     0.01%  python3.10  python3.10         [.] 0x0000000000151e76
     0.01%  python3.10  python3.10         [.] 0x000000000017c072
     0.01%  python3.10  python3.10         [.] 0x00000000002cfed4
     0.01%  python3.10  libc.so.6          [.] 0x00000000001a1100
