# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 8K of event 'cycles'
# Event count (approx.): 3212342777
#
# Overhead  Command     Shared Object      Symbol                                   
# ........  ..........  .................  .........................................
#
     0.04%  python3.10  [kernel.kallsyms]  [k] psi_task_switch
     0.04%  python3.10  [kernel.kallsyms]  [k] psi_task_change
     0.03%  python3.10  [kernel.kallsyms]  [k] __get_user_8
     0.03%  python3.10  [kernel.kallsyms]  [k] __mod_memcg_lruvec_state
     0.03%  python3.10  python3.10         [.] 0x0000000000121672
     0.03%  python3.10  [kernel.kallsyms]  [k] do_syscall_64
     0.03%  python3.10  [kernel.kallsyms]  [k] native_write_msr
     0.03%  python3.10  [kernel.kallsyms]  [k] idle_cpu
     0.03%  python3.10  libc.so.6          [.] _nss_dns_gethostbyaddr2_r
     0.03%  python3.10  [kernel.kallsyms]  [k] rcu_read_unlock_strict
     0.03%  python3.10  [kernel.kallsyms]  [k] __intel_pmu_enable_all.constprop.0
     0.03%  python3.10  [kernel.kallsyms]  [k] clear_page_erms
     0.03%  python3.10  [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     0.03%  python3.10  python3.10         [.] 0x00000000001215c8
     0.03%  python3.10  [kernel.kallsyms]  [k] slab_free_freelist_hook.constprop.0
     0.03%  python3.10  [kernel.kallsyms]  [k] calc_timer_values
     0.03%  python3.10  [kernel.kallsyms]  [k] flush_tlb_mm_range
     0.03%  python3.10  python3.10         [.] 0x0000000000162fb4
     0.03%  python3.10  python3.10         [.] 0x00000000001911ff
     0.03%  python3.10  [kernel.kallsyms]  [k] perf_event_groups_first
     0.02%  python3.10  [kernel.kallsyms]  [k] blk_start_plug
     0.02%  python3.10  libc.so.6          [.] __strncpy_sse2_unaligned
     0.02%  python3.10  [kernel.kallsyms]  [k] perf_event_exit_task
     0.02%  python3.10  [kernel.kallsyms]  [k] __calc_delta
     0.02%  python3.10  [kernel.kallsyms]  [k] perf_event_update_time
     0.02%  python3.10  python3.10         [.] PyObject_GetAttr
     0.02%  python3.10  [kernel.kallsyms]  [k] ___slab_alloc
     0.02%  python3.10  [kernel.kallsyms]  [k] perf_iterate_sb
     0.02%  python3.10  [kernel.kallsyms]  [k] alloc_vmap_area
     0.02%  python3.10  [kernel.kallsyms]  [k] perf_pmu_nop_int
     0.02%  python3.10  [kernel.kallsyms]  [k] perf_swevent_add
     0.02%  python3.10  libc.so.6          [.] __vstrfmon_l_internal
     0.02%  python3.10  python3.10         [.] PyObject_GC_Del
     0.02%  python3.10  python3.10         [.] 0x000000000012d143
     0.02%  python3.10  python3.10         [.] 0x0000000000167e17
     0.02%  python3.10  python3.10         [.] 0x0000000000169e94
     0.02%  python3.10  [kernel.kallsyms]  [k] apparmor_task_free
     0.02%  :1977755    python3.10         [.] 0x000000000012161a
     0.02%  :1977755    python3.10         [.] 0x0000000000121590
     0.02%  python3.10  [kernel.kallsyms]  [k] memcg_slab_post_alloc_hook
     0.02%  python3.10  python3.10         [.] _PyObject_FastCallDictTstate
     0.02%  python3.10  python3.10         [.] 0x0000000000128da6
     0.02%  python3.10  python3.10         [.] 0x000000000015c22e
     0.02%  python3.10  python3.10         [.] 0x00000000002971d4
     0.02%  python3.10  [kernel.kallsyms]  [k] rcu_segcblist_add_len
     0.02%  python3.10  [kernel.kallsyms]  [k] select_task_rq_fair
     0.02%  python3.10  [kernel.kallsyms]  [k] native_read_msr
     0.02%  python3.10  [kernel.kallsyms]  [k] __hrtimer_init
     0.02%  python3.10  [kernel.kallsyms]  [k] __hrtimer_run_queues
     0.02%  python3.10  [kernel.kallsyms]  [k] __x64_sys_futex
     0.02%  python3.10  [kernel.kallsyms]  [k] pick_next_entity
     0.02%  :1977755    python3.10         [.] 0x00000000001215f7
     0.02%  :1977755    python3.10         [.] 0x000000000012160f
     0.02%  python3.10  [kernel.kallsyms]  [k] unmap_page_range
     0.02%  python3.10  [kernel.kallsyms]  [k] perf_event_context_sched_out
     0.02%  python3.10  python3.10         [.] 0x000000000015ef70
     0.02%  python3.10  [kernel.kallsyms]  [k] do_futex
     0.02%  python3.10  [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     0.02%  python3.10  [kernel.kallsyms]  [k] _raw_spin_lock
     0.02%  python3.10  [kernel.kallsyms]  [k] schedule
     0.02%  python3.10  [kernel.kallsyms]  [k] __rseq_handle_notify_resume
     0.02%  python3.10  python3.10         [.] 0x0000000000239586
     0.02%  python3.10  libc.so.6          [.] getlogin_fd0
     0.02%  python3.10  [kernel.kallsyms]  [k] cgroup_rstat_updated
     0.02%  python3.10  [kernel.kallsyms]  [k] perf_event_update_userpage
     0.02%  python3.10  [kernel.kallsyms]  [k] prepare_task_switch
     0.02%  python3.10  [kernel.kallsyms]  [k] __entry_text_start
     0.02%  python3.10  [kernel.kallsyms]  [k] find_vma_prev
     0.02%  python3.10  [kernel.kallsyms]  [k] set_next_entity
     0.02%  :1977755    python3.10         [.] 0x00000000001215a7
     0.02%  python3.10  [kernel.kallsyms]  [k] __pagevec_lru_add
     0.02%  python3.10  [kernel.kallsyms]  [k] update_cfs_group
     0.02%  python3.10  python3.10         [.] 0x000000000015fa80
     0.02%  python3.10  python3.10         [.] 0x000000000016426c
     0.02%  python3.10  [kernel.kallsyms]  [k] run_timer_softirq
     0.02%  python3.10  [kernel.kallsyms]  [k] native_write_msr_safe
     0.02%  python3.10  [kernel.kallsyms]  [k] raw_spin_rq_lock_nested
     0.02%  python3.10  [kernel.kallsyms]  [k] rcu_segcblist_accelerate
     0.02%  python3.10  [kernel.kallsyms]  [k] __update_load_avg_cfs_rq
     0.02%  python3.10  [kernel.kallsyms]  [k] finish_task_switch.isra.0
     0.02%  python3.10  [kernel.kallsyms]  [k] lapic_next_deadline
     0.02%  python3.10  [kernel.kallsyms]  [k] cpuacct_charge
     0.02%  python3.10  [kernel.kallsyms]  [k] __cond_resched
     0.02%  python3.10  python3.10         [.] 0x000000000015af8e
     0.02%  python3.10  python3.10         [.] _PyObject_LookupSpecial
     0.02%  python3.10  python3.10         [.] 0x00000000001522f3
     0.02%  python3.10  [kernel.kallsyms]  [k] __hrtimer_start_range_ns
     0.02%  python3.10  [kernel.kallsyms]  [k] check_stack_object
     0.02%  python3.10  [kernel.kallsyms]  [k] pid_vnr
     0.02%  python3.10  python3.10         [.] 0x0000000000280a83
     0.02%  python3.10  [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     0.02%  python3.10  [kernel.kallsyms]  [k] error_return
     0.02%  python3.10  python3.10         [.] 0x0000000000137b38
     0.02%  python3.10  [kernel.kallsyms]  [k] refill_stock
     0.02%  python3.10  libc.so.6          [.] __strcat_ssse3
     0.02%  python3.10  python3.10         [.] 0x000000000012161d
     0.02%  python3.10  [kernel.kallsyms]  [k] resched_curr
     0.02%  python3.10  [kernel.kallsyms]  [k] rb_insert_color
     0.01%  python3.10  [kernel.kallsyms]  [k] pick_next_task_fair
     0.01%  python3.10  [kernel.kallsyms]  [k] asm_sysvec_thermal
     0.01%  python3.10  [kernel.kallsyms]  [k] update_load_avg
     0.01%  python3.10  python3.10         [.] 0x000000000018d162
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_log_itrace_start
     0.01%  python3.10  python3.10         [.] 0x00000000001215ed
     0.01%  python3.10  [kernel.kallsyms]  [k] __irqentry_text_end
     0.01%  python3.10  python3.10         [.] _PyUnicodeWriter_PrepareInternal
     0.01%  python3.10  [kernel.kallsyms]  [k] dequeue_task_fair
     0.01%  python3.10  [kernel.kallsyms]  [k] get_nohz_timer_target
     0.01%  python3.10  libc.so.6          [.] __stpncpy_sse2_unaligned
     0.01%  python3.10  python3.10         [.] 0x0000000000129d20
     0.01%  python3.10  python3.10         [.] PyObject_SetAttr
     0.01%  python3.10  python3.10         [.] 0x00000000001674ee
     0.01%  python3.10  python3.10         [.] PyUnicode_Format
     0.01%  python3.10  python3.10         [.] 0x000000000028e0a9
     0.01%  python3.10  [kernel.kallsyms]  [k] try_charge_memcg
     0.01%  python3.10  libc.so.6          [.] __strncat_sse2_unaligned
     0.01%  python3.10  [kernel.kallsyms]  [k] core_sys_select
     0.01%  python3.10  python3.10         [.] 0x000000000015e0d2
     0.01%  python3.10  [kernel.kallsyms]  [k] ktime_get_update_offsets_now
     0.01%  python3.10  python3.10         [.] 0x000000000012166e
     0.01%  python3.10  [kernel.kallsyms]  [k] futex_wake
     0.00%  python3.10  [kernel.kallsyms]  [k] restore_fpregs_from_fpstate
     0.00%  python3.10  [kernel.kallsyms]  [k] _copy_from_user
     0.00%  python3.10  [kernel.kallsyms]  [k] try_grab_compound_head
     0.00%  python3.10  [kernel.kallsyms]  [k] update_curr
     0.00%  python3.10  python3.10         [.] _PyUnicode_JoinArray
     0.00%  python3.10  [kernel.kallsyms]  [k] lockless_pages_from_mm
     0.00%  python3.10  [kernel.kallsyms]  [k] hrtimer_try_to_cancel.part.0
     0.00%  python3.10  python3.10         [.] 0x000000000016ac02
     0.00%  python3.10  [kernel.kallsyms]  [k] psi_flags_change
     0.00%  python3.10  [kernel.kallsyms]  [k] rcu_do_batch
     0.00%  python3.10  python3.10         [.] 0x0000000000129e14
     0.00%  python3.10  [kernel.kallsyms]  [k] asm_sysvec_reschedule_ipi
     0.00%  :1977755    python3.10         [.] 0x0000000000121613
     0.00%  python3.10  [kernel.kallsyms]  [k] __perf_event_task_sched_in
     0.00%  python3.10  [kernel.kallsyms]  [k] __percpu_down_read
     0.00%  python3.10  python3.10         [.] PyBuffer_Release
     0.00%  python3.10  [kernel.kallsyms]  [k] can_migrate_task
     0.00%  python3.10  [kernel.kallsyms]  [k] put_cpu_partial
     0.00%  python3.10  python3.10         [.] 0x000000000015ef74
     0.00%  python3.10  [kernel.kallsyms]  [k] file_free_rcu
     0.00%  python3.10  python3.10         [.] 0x00000000001732e7
     0.00%  python3.10  [kernel.kallsyms]  [k] rcu_note_context_switch
     0.00%  python3.10  [kernel.kallsyms]  [k] __schedule
     0.00%  python3.10  [kernel.kallsyms]  [k] x2apic_send_IPI
     0.00%  python3.10  [kernel.kallsyms]  [k] rseq_ip_fixup
     0.00%  python3.10  [kernel.kallsyms]  [k] mod_objcg_state
     0.00%  python3.10  [kernel.kallsyms]  [k] intel_pmu_enable_all
     0.00%  python3.10  [kernel.kallsyms]  [k] rcu_segcblist_extract_done_cbs
     0.00%  python3.10  [kernel.kallsyms]  [k] rcu_cblist_dequeue
     0.00%  python3.10  [kernel.kallsyms]  [k] sched_clock_cpu
     0.00%  python3.10  [kernel.kallsyms]  [k] __put_user_nocheck_8
     0.00%  python3.10  [kernel.kallsyms]  [k] irqentry_exit
     0.00%  python3.10  libcrypto.so.3     [.] 0x00000000003071c5
     0.00%  python3.10  [kernel.kallsyms]  [k] note_gp_changes
     0.00%  python3.10  libcrypto.so.3     [.] 0x0000000000307160
     0.00%  python3.10  [kernel.kallsyms]  [k] release_user_cpus_ptr
     0.00%  python3.10  [kernel.kallsyms]  [k] kmem_cache_alloc_trace
     0.00%  python3.10  [kernel.kallsyms]  [k] update_sg_lb_stats
     0.00%  python3.10  libcrypto.so.3     [.] EVP_MD_CTX_get0_md
     0.00%  python3.10  python3.10         [.] PyLong_FromString
     0.00%  python3.10  python3.10         [.] 0x000000000018d1fa
     0.00%  python3.10  libc.so.6          [.] round_and_return
     0.00%  python3.10  python3.10         [.] 0x00000000001732ee
     0.00%  python3.10  [kernel.kallsyms]  [k] __run_timers.part.0
     0.00%  python3.10  [kernel.kallsyms]  [k] __update_load_avg_se
     0.00%  python3.10  [kernel.kallsyms]  [k] __update_blocked_fair
     0.00%  python3.10  [kernel.kallsyms]  [k] x86_pmu_enable
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_pmu_nop_void
     0.00%  python3.10  [kernel.kallsyms]  [k] ktime_get
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_mux_hrtimer_handler
     0.00%  python3.10  [kernel.kallsyms]  [k] task_tick_fair
     0.00%  python3.10  [kernel.kallsyms]  [k] ___perf_sw_event
     0.00%  :1977755    [kernel.kallsyms]  [k] native_write_msr
     0.00%  python3.10  python3.10         [.] 0x000000000012d088
     0.00%  :1977733    [kernel.kallsyms]  [k] native_write_msr
     0.00%  python3.10  python3.10         [.] 0x000000000015e969
     0.00%  python3.10  [kernel.kallsyms]  [k] dup_task_struct


# Samples: 9K of event 'instructions'
# Event count (approx.): 4724635057
#
# Overhead  Command     Shared Object         Symbol                                   
# ........  ..........  ....................  .........................................
#
    77.66%  python3.10  python3.10            [.] _PyEval_EvalFrameDefault
     3.38%  python3.10  python3.10            [.] 0x000000000012161a
     2.12%  python3.10  python3.10            [.] 0x0000000000121676
     1.18%  python3.10  python3.10            [.] 0x00000000001215f2
     1.16%  python3.10  python3.10            [.] 0x0000000000121679
     1.06%  python3.10  python3.10            [.] 0x0000000000121737
     0.83%  python3.10  python3.10            [.] 0x0000000000121590
     0.66%  python3.10  python3.10            [.] 0x00000000001215f7
     0.58%  python3.10  python3.10            [.] 0x0000000000121613
     0.57%  python3.10  python3.10            [.] 0x0000000000121605
     0.54%  python3.10  python3.10            [.] 0x0000000000121596
     0.54%  python3.10  python3.10            [.] 0x0000000000121730
     0.52%  python3.10  python3.10            [.] 0x000000000012159b
     0.47%  :1977755    python3.10            [.] _PyEval_EvalFrameDefault
     0.45%  python3.10  python3.10            [.] 0x00000000001215c4
     0.42%  python3.10  python3.10            [.] 0x000000000012160b
     0.41%  python3.10  python3.10            [.] 0x000000000012167d
     0.39%  python3.10  python3.10            [.] 0x00000000001215a7
     0.39%  python3.10  python3.10            [.] 0x00000000001215a3
     0.39%  python3.10  python3.10            [.] 0x000000000012159d
     0.37%  python3.10  python3.10            [.] 0x00000000001215cb
     0.33%  python3.10  python3.10            [.] 0x000000000012167b
     0.29%  python3.10  python3.10            [.] 0x00000000001215bc
     0.28%  python3.10  python3.10            [.] 0x00000000001215e9
     0.27%  python3.10  python3.10            [.] 0x000000000012160f
     0.27%  python3.10  python3.10            [.] 0x00000000001215e5
     0.26%  python3.10  python3.10            [.] 0x0000000000121677
     0.24%  python3.10  python3.10            [.] 0x00000000001215dc
     0.20%  python3.10  python3.10            [.] 0x0000000000121734
     0.20%  python3.10  python3.10            [.] 0x0000000000121594
     0.19%  python3.10  [kernel.kallsyms]     [k] psi_group_change
     0.18%  python3.10  python3.10            [.] 0x00000000001215a2
     0.18%  python3.10  python3.10            [.] 0x00000000001215d8
     0.17%  python3.10  python3.10            [.] 0x00000000001215e2
     0.12%  python3.10  python3.10            [.] 0x000000000012167f
     0.12%  python3.10  python3.10            [.] 0x00000000001215ab
     0.09%  python3.10  python3.10            [.] 0x00000000001215c0
     0.08%  python3.10  python3.10            [.] 0x00000000001215a0
     0.08%  python3.10  python3.10            [.] 0x0000000000121616
     0.08%  python3.10  python3.10            [.] 0x000000000012166e
     0.05%  python3.10  python3.10            [.] 0x00000000001215ed
     0.05%  python3.10  [kernel.kallsyms]     [k] event_sched_in
     0.05%  python3.10  [kernel.kallsyms]     [k] merge_sched_in
     0.05%  python3.10  [kernel.kallsyms]     [k] dequeue_task_fair
     0.05%  python3.10  python3.10            [.] 0x00000000001215b2
     0.04%  python3.10  [kernel.kallsyms]     [k] visit_groups_merge.constprop.0.isra.0
     0.04%  python3.10  python3.10            [.] 0x0000000000121599
     0.04%  python3.10  [kernel.kallsyms]     [k] update_load_avg
     0.04%  python3.10  [kernel.kallsyms]     [k] psi_task_switch
     0.03%  python3.10  python3.10            [.] 0x0000000000121600
     0.03%  python3.10  [kernel.kallsyms]     [k] rb_next
     0.03%  python3.10  [kernel.kallsyms]     [k] zap_pte_range
     0.03%  python3.10  [kernel.kallsyms]     [k] native_sched_clock
     0.03%  python3.10  python3.10            [.] 0x00000000001215a6
     0.03%  python3.10  [kernel.kallsyms]     [k] sched_clock_cpu
     0.03%  python3.10  [kernel.kallsyms]     [k] psi_flags_change
     0.03%  python3.10  [kernel.kallsyms]     [k] ctx_sched_in
     0.03%  python3.10  [kernel.kallsyms]     [k] perf_event_groups_insert
     0.03%  python3.10  [kernel.kallsyms]     [k] inherit_event.constprop.0
     0.03%  python3.10  [kernel.kallsyms]     [k] __cond_resched
     0.02%  python3.10  [kernel.kallsyms]     [k] kfree
     0.02%  python3.10  [kernel.kallsyms]     [k] __get_user_8
     0.02%  python3.10  [kernel.kallsyms]     [k] x86_pmu_enable
     0.02%  :1977755    python3.10            [.] 0x00000000001215f7
     0.02%  :1977755    python3.10            [.] 0x00000000001215a7
     0.02%  python3.10  [kernel.kallsyms]     [k] entry_SYSCALL_64_after_hwframe
     0.02%  python3.10  [kernel.kallsyms]     [k] __update_load_avg_se
     0.02%  :1977755    python3.10            [.] 0x0000000000121590
     0.02%  :1977755    python3.10            [.] 0x000000000012161a
     0.02%  :1977755    python3.10            [.] 0x000000000012159d
     0.02%  python3.10  [kernel.kallsyms]     [k] select_task_rq_fair
     0.02%  :1977755    python3.10            [.] 0x00000000001215f2
     0.02%  :1977755    python3.10            [.] 0x00000000001215e9
     0.02%  python3.10  [kernel.kallsyms]     [k] __lock_text_start
     0.02%  :1977755    python3.10            [.] 0x0000000000121613
     0.02%  python3.10  [kernel.kallsyms]     [k] sync_mm_rss
     0.02%  python3.10  python3.10            [.] _PyDict_DelItem_KnownHash
     0.02%  :1977755    python3.10            [.] 0x0000000000121596
     0.02%  python3.10  [kernel.kallsyms]     [k] kmem_cache_alloc_trace
     0.02%  python3.10  [kernel.kallsyms]     [k] select_idle_sibling
     0.02%  python3.10  [kernel.kallsyms]     [k] x86_pmu_disable
     0.02%  python3.10  [kernel.kallsyms]     [k] perf_event_alloc
     0.02%  python3.10  [kernel.kallsyms]     [k] unmap_page_range
     0.02%  python3.10  python3.10            [.] 0x000000000015ff70
     0.02%  python3.10  [kernel.kallsyms]     [k] syscall_return_via_sysret
     0.02%  python3.10  [kernel.kallsyms]     [k] x86_setup_perfctr
     0.02%  python3.10  [kernel.kallsyms]     [k] perf_lock_task_context
     0.02%  python3.10  [kernel.kallsyms]     [k] syscall_enter_from_user_mode
     0.02%  python3.10  [kernel.kallsyms]     [k] pick_next_task_fair
     0.02%  python3.10  [kernel.kallsyms]     [k] ___perf_sw_event
     0.02%  python3.10  [kernel.kallsyms]     [k] memcg_slab_free_hook
     0.02%  python3.10  libc.so.6             [.] ____wcstold_l_internal
     0.02%  python3.10  [kernel.kallsyms]     [k] perf_log_itrace_start
     0.02%  python3.10  python3.10            [.] 0x00000000001215c8
     0.02%  python3.10  [kernel.kallsyms]     [k] get_nohz_timer_target
     0.02%  python3.10  [kernel.kallsyms]     [k] perf_try_init_event
     0.02%  python3.10  [kernel.kallsyms]     [k] psi_task_change
     0.02%  python3.10  [kernel.kallsyms]     [k] _raw_spin_lock_irq
     0.02%  python3.10  [kernel.kallsyms]     [k] perf_event_groups_first
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_pmu_nop_txn
     0.01%  python3.10  [kernel.kallsyms]     [k] memset_erms
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_event_update_time
     0.01%  python3.10  libc.so.6             [.] 0x00000000001a0984
     0.01%  python3.10  [kernel.kallsyms]     [k] clockevents_program_event
     0.01%  python3.10  python3.10            [.] PyObject_Call
     0.01%  python3.10  python3.10            [.] 0x00000000001215df
     0.01%  python3.10  [kernel.kallsyms]     [k] rb_insert_color
     0.01%  python3.10  ld-linux-x86-64.so.2  [.] _dl_check_all_versions
     0.01%  python3.10  [kernel.kallsyms]     [k] check_preempt_wakeup
     0.01%  python3.10  python3.10            [.] _PyObject_MakeTpCall
     0.01%  python3.10  [kernel.kallsyms]     [k] iterate_groups
     0.01%  python3.10  [kernel.kallsyms]     [k] lapic_next_deadline
     0.01%  python3.10  libc.so.6             [.] __stpncpy_sse2_unaligned
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_pmu_nop_int
     0.01%  python3.10  [kernel.kallsyms]     [k] cgroup_rstat_updated
     0.01%  python3.10  [kernel.kallsyms]     [k] calc_timer_values
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_event_update_userpage
     0.01%  python3.10  python3.10            [.] PyObject_SetAttr
     0.01%  python3.10  python3.10            [.] _PyObject_GetMethod
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_swevent_add
     0.01%  python3.10  [kernel.kallsyms]     [k] slab_free_freelist_hook.constprop.0
     0.01%  python3.10  [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.01%  python3.10  [kernel.kallsyms]     [k] exit_to_user_mode_prepare
     0.01%  python3.10  python3.10            [.] 0x000000000015b541
     0.01%  python3.10  [kernel.kallsyms]     [k] enqueue_entity
     0.01%  python3.10  [kernel.kallsyms]     [k] prepare_task_switch
     0.01%  python3.10  [kernel.kallsyms]     [k] __srcu_read_lock
     0.01%  python3.10  python3.10            [.] _PyType_Lookup
     0.01%  python3.10  [kernel.kallsyms]     [k] futex_wait
     0.01%  python3.10  [kernel.kallsyms]     [k] copy_process
     0.01%  python3.10  [kernel.kallsyms]     [k] kmem_cache_alloc_node_trace
     0.01%  python3.10  [kernel.kallsyms]     [k] x86_pmu_event_init
     0.01%  python3.10  [kernel.kallsyms]     [k] try_charge_memcg
     0.01%  python3.10  python3.10            [.] PyUnicode_FromFormatV
     0.01%  python3.10  python3.10            [.] _PyFunction_Vectorcall
     0.01%  python3.10  [kernel.kallsyms]     [k] find_idlest_group
     0.01%  python3.10  python3.10            [.] 0x000000000015ef70
     0.01%  python3.10  python3.10            [.] _PyObject_GenericSetAttrWithDict
     0.01%  python3.10  python3.10            [.] 0x0000000000121672
     0.01%  python3.10  [kernel.kallsyms]     [k] rmqueue_bulk
     0.01%  python3.10  python3.10            [.] 0x0000000000129c7a
     0.01%  python3.10  [kernel.kallsyms]     [k] sched_clock
     0.01%  python3.10  [kernel.kallsyms]     [k] __perf_event_task_sched_in
     0.01%  python3.10  [kernel.kallsyms]     [k] hsw_get_event_constraints
     0.01%  python3.10  [kernel.kallsyms]     [k] hsw_hw_config
     0.01%  python3.10  [kernel.kallsyms]     [k] futex_wake
     0.01%  python3.10  python3.10            [.] 0x000000000012161d
     0.01%  python3.10  [kernel.kallsyms]     [k] update_cfs_group
     0.01%  python3.10  [kernel.kallsyms]     [k] cpuacct_charge
     0.01%  python3.10  [kernel.kallsyms]     [k] get_futex_key
