# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 7K of event 'cycles'
# Event count (approx.): 1576256808
#
# Overhead  Command     Shared Object      Symbol                                   
# ........  ..........  .................  .........................................
#
     0.29%  python3.10  python3.10         [.] 0x00000000001228f6
     0.29%  python3.10  [kernel.kallsyms]  [k] perf_event_update_time
     0.29%  python3.10  [kernel.kallsyms]  [k] schedule
     0.29%  python3.10  libc.so.6          [.] __strncat_sse2_unaligned
     0.29%  python3.10  python3.10         [.] PyEval_RestoreThread
     0.28%  python3.10  libc.so.6          [.] 0x00000000001a0940
     0.27%  python3.10  [kernel.kallsyms]  [k] do_vfs_ioctl
     0.27%  python3.10  [kernel.kallsyms]  [k] do_syscall_64
     0.27%  python3.10  [kernel.kallsyms]  [k] perf_event_context_sched_out
     0.26%  python3.10  [kernel.kallsyms]  [k] update_load_avg
     0.26%  python3.10  python3.10         [.] 0x000000000011b2f6
     0.26%  python3.10  [kernel.kallsyms]  [k] pick_next_entity
     0.25%  python3.10  [kernel.kallsyms]  [k] __pollwait
     0.25%  python3.10  python3.10         [.] 0x00000000001228d1
     0.25%  python3.10  [kernel.kallsyms]  [k] task_clock_event_add
     0.25%  python3.10  [kernel.kallsyms]  [k] __get_user_8
     0.24%  python3.10  libc.so.6          [.] re_search_internal
     0.24%  python3.10  libc.so.6          [.] setsourcefilter
     0.23%  python3.10  python3.10         [.] 0x0000000000174090
     0.23%  python3.10  python3.10         [.] _PyObject_GenericGetAttrWithDict
     0.23%  python3.10  python3.10         [.] 0x000000000012161a
     0.23%  python3.10  [kernel.kallsyms]  [k] __check_object_size.part.0
     0.22%  python3.10  python3.10         [.] _PyObject_LookupSpecial
     0.22%  python3.10  python3.10         [.] 0x00000000000b6401
     0.22%  python3.10  [kernel.kallsyms]  [k] tcp_poll
     0.22%  python3.10  python3.10         [.] 0x0000000000127f5d
     0.21%  python3.10  python3.10         [.] 0x000000000015b546
     0.21%  python3.10  [kernel.kallsyms]  [k] arch_perf_update_userpage
     0.21%  python3.10  python3.10         [.] 0x0000000000188e95
     0.21%  python3.10  libc.so.6          [.] 0x00000000001a1147
     0.21%  python3.10  python3.10         [.] 0x000000000018d155
     0.21%  python3.10  libc.so.6          [.] 0x00000000001a1100
     0.21%  python3.10  libm.so.6          [.] __addtf3
     0.21%  python3.10  [kernel.kallsyms]  [k] __update_load_avg_cfs_rq
     0.21%  python3.10  [kernel.kallsyms]  [k] __calc_delta
     0.21%  python3.10  python3.10         [.] 0x0000000000122870
     0.20%  python3.10  [kernel.kallsyms]  [k] pick_next_task_fair
     0.20%  python3.10  libc.so.6          [.] __strcat_ssse3
     0.20%  python3.10  [kernel.kallsyms]  [k] get_nohz_timer_target
     0.19%  python3.10  python3.10         [.] 0x00000000002b66dd
     0.19%  python3.10  [kernel.kallsyms]  [k] __tcp_transmit_skb
     0.19%  python3.10  libc.so.6          [.] 0x00000000001a0986
     0.18%  python3.10  libc.so.6          [.] parse_expression
     0.18%  python3.10  python3.10         [.] _PyUnicodeWriter_PrepareInternal
     0.18%  python3.10  python3.10         [.] 0x00000000001732ee
     0.17%  python3.10  python3.10         [.] 0x0000000000122820
     0.17%  python3.10  python3.10         [.] 0x000000000015f020
     0.17%  python3.10  python3.10         [.] 0x0000000000137a60
     0.17%  python3.10  [kernel.kallsyms]  [k] sched_clock_cpu
     0.17%  python3.10  libc.so.6          [.] parse_qtd_backslash
     0.17%  python3.10  [kernel.kallsyms]  [k] tcp_sendmsg_locked
     0.17%  python3.10  [kernel.kallsyms]  [k] psi_task_switch
     0.16%  python3.10  [kernel.kallsyms]  [k] perf_pmu_nop_int
     0.16%  python3.10  [kernel.kallsyms]  [k] fput_many
     0.16%  python3.10  python3.10         [.] _PyTime_FromSecondsObject
     0.16%  python3.10  python3.10         [.] _PyErr_NormalizeException
     0.16%  python3.10  python3.10         [.] 0x000000000011b2d0
     0.16%  python3.10  [kernel.kallsyms]  [k] tcp_clean_rtx_queue.constprop.0
     0.16%  python3.10  python3.10         [.] 0x00000000000c4a11
     0.16%  python3.10  libc.so.6          [.] __netlink_request
     0.16%  python3.10  python3.10         [.] 0x000000000006fbb0
     0.16%  python3.10  python3.10         [.] 0x00000000002942ff
     0.16%  python3.10  python3.10         [.] PyFunction_NewWithQualName
     0.15%  python3.10  python3.10         [.] 0x00000000001795d6
     0.15%  python3.10  python3.10         [.] PyObject_GC_Del
     0.15%  python3.10  python3.10         [.] 0x000000000017f87a
     0.15%  python3.10  [kernel.kallsyms]  [k] native_write_msr
     0.15%  python3.10  python3.10         [.] 0x00000000001433cc
     0.15%  python3.10  [kernel.kallsyms]  [k] calc_timer_values
     0.15%  python3.10  [kernel.kallsyms]  [k] fput
     0.15%  python3.10  [kernel.kallsyms]  [k] _raw_spin_lock
     0.15%  python3.10  [kernel.kallsyms]  [k] __hrtimer_init
     0.15%  python3.10  python3.10         [.] 0x0000000000188e69
     0.14%  python3.10  python3.10         [.] 0x000000000018c028
     0.14%  python3.10  python3.10         [.] 0x000000000017c3ef
     0.14%  python3.10  [kernel.kallsyms]  [k] switch_fpu_return
     0.14%  python3.10  python3.10         [.] 0x000000000015efc7
     0.14%  python3.10  [kernel.kallsyms]  [k] perf_log_itrace_start
     0.14%  python3.10  [kernel.kallsyms]  [k] __entry_text_start
     0.14%  python3.10  [kernel.kallsyms]  [k] __update_load_avg_se
     0.14%  python3.10  [kernel.kallsyms]  [k] finish_task_switch.isra.0
     0.14%  python3.10  python3.10         [.] _PyUnicode_InsertThousandsGrouping
     0.13%  python3.10  python3.10         [.] 0x000000000015b537
     0.13%  python3.10  [kernel.kallsyms]  [k] put_prev_entity
     0.13%  python3.10  python3.10         [.] 0x00000000001522f9
     0.13%  python3.10  [kernel.kallsyms]  [k] _raw_spin_lock_bh
     0.13%  python3.10  [kernel.kallsyms]  [k] iterate_groups
     0.13%  python3.10  python3.10         [.] 0x00000000001740bb
     0.13%  python3.10  python3.10         [.] 0x00000000001d48e8
     0.13%  python3.10  python3.10         [.] 0x0000000000189853
     0.13%  python3.10  [kernel.kallsyms]  [k] exit_to_user_mode_loop
     0.12%  python3.10  [kernel.kallsyms]  [k] __put_user_nocheck_8
     0.12%  python3.10  python3.10         [.] 0x0000000000122884
     0.12%  python3.10  python3.10         [.] 0x00000000000b643e
     0.12%  python3.10  python3.10         [.] 0x0000000000152260
     0.12%  python3.10  [kernel.kallsyms]  [k] hrtimer_start_range_ns
     0.12%  python3.10  python3.10         [.] 0x000000000018d077
     0.12%  python3.10  python3.10         [.] 0x000000000015effa
     0.12%  python3.10  [kernel.kallsyms]  [k] rb_erase
     0.12%  python3.10  python3.10         [.] 0x000000000016ab50
     0.12%  python3.10  python3.10         [.] 0x000000000020bf65
     0.12%  python3.10  python3.10         [.] 0x000000000029b6cb
     0.12%  python3.10  python3.10         [.] 0x0000000000189014
     0.12%  python3.10  python3.10         [.] 0x000000000023ec62
     0.12%  python3.10  python3.10         [.] 0x0000000000137bbf
     0.12%  python3.10  python3.10         [.] 0x0000000000121653
     0.11%  python3.10  python3.10         [.] PyObject_CheckBuffer
     0.11%  python3.10  python3.10         [.] 0x000000000011b311
     0.11%  python3.10  python3.10         [.] 0x000000000027e8a0
     0.11%  python3.10  [kernel.kallsyms]  [k] __get_user_4
     0.11%  python3.10  python3.10         [.] PyObject_RichCompare
     0.11%  python3.10  python3.10         [.] 0x000000000018d66e
     0.11%  python3.10  python3.10         [.] 0x0000000000122906
     0.11%  python3.10  python3.10         [.] 0x0000000000137b77
     0.11%  python3.10  python3.10         [.] 0x00000000001d495d
     0.11%  python3.10  python3.10         [.] 0x0000000000152420
     0.11%  python3.10  python3.10         [.] 0x00000000002b8420
     0.11%  python3.10  python3.10         [.] 0x0000000000167e17
     0.11%  python3.10  python3.10         [.] 0x00000000002430d4
     0.11%  python3.10  [kernel.kallsyms]  [k] perf_swevent_event
     0.11%  python3.10  python3.10         [.] 0x000000000015ef86
     0.11%  python3.10  python3.10         [.] 0x00000000002b77be
     0.11%  python3.10  [kernel.kallsyms]  [k] tcp_write_xmit
     0.11%  python3.10  [kernel.kallsyms]  [k] dequeue_task_fair
     0.11%  python3.10  libcrypto.so.3     [.] 0x00000000003081dd
     0.11%  python3.10  python3.10         [.] 0x0000000000121605
     0.11%  python3.10  [kernel.kallsyms]  [k] dequeue_entity
     0.11%  python3.10  [kernel.kallsyms]  [k] __intel_pmu_enable_all.constprop.0
     0.11%  python3.10  [kernel.kallsyms]  [k] prepare_task_switch
     0.11%  python3.10  python3.10         [.] 0x000000000018d599
     0.10%  python3.10  python3.10         [.] 0x000000000015ef93
     0.10%  python3.10  python3.10         [.] 0x000000000018d59d
     0.10%  python3.10  python3.10         [.] PyMem_Realloc
     0.10%  python3.10  python3.10         [.] 0x000000000023ec3c
     0.10%  python3.10  [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     0.10%  python3.10  python3.10         [.] 0x000000000015efdc
     0.10%  python3.10  [vdso]             [.] __vdso_clock_gettime
     0.10%  python3.10  libcrypto.so.3     [.] CRYPTO_clear_free
     0.10%  python3.10  libcrypto.so.3     [.] EVP_MD_CTX_copy
     0.10%  python3.10  python3.10         [.] PyLong_AsSsize_t
     0.10%  python3.10  python3.10         [.] 0x0000000000122916
     0.10%  python3.10  python3.10         [.] 0x000000000020beac
     0.10%  python3.10  python3.10         [.] 0x000000000020bee1
     0.10%  python3.10  python3.10         [.] 0x00000000001740af
     0.10%  python3.10  [kernel.kallsyms]  [k] update_curr
     0.10%  python3.10  python3.10         [.] 0x000000000015b541
     0.10%  python3.10  python3.10         [.] PyEval_SaveThread
     0.10%  python3.10  python3.10         [.] 0x000000000018d060
     0.10%  python3.10  [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     0.10%  python3.10  [kernel.kallsyms]  [k] psi_flags_change
     0.10%  python3.10  python3.10         [.] 0x0000000000206c7a
     0.09%  python3.10  python3.10         [.] PyObject_Format
     0.09%  python3.10  [kernel.kallsyms]  [k] __perf_event_task_sched_out
     0.09%  python3.10  python3.10         [.] 0x0000000000137a88
     0.09%  python3.10  python3.10         [.] 0x00000000001228eb
     0.09%  python3.10  [kernel.kallsyms]  [k] ktime_get_ts64
     0.09%  python3.10  libc.so.6          [.] 0x000000000019d960
     0.09%  python3.10  [kernel.kallsyms]  [k] skb_page_frag_refill
     0.09%  python3.10  python3.10         [.] 0x0000000000206a23
     0.09%  python3.10  python3.10         [.] 0x00000000001d4951
     0.09%  python3.10  python3.10         [.] 0x0000000000133a58
     0.09%  python3.10  python3.10         [.] 0x0000000000206bbb
     0.09%  python3.10  python3.10         [.] 0x0000000000277517
     0.09%  python3.10  python3.10         [.] 0x000000000011b315
     0.09%  python3.10  [kernel.kallsyms]  [k] __lock_text_start
     0.09%  python3.10  python3.10         [.] 0x00000000001d48d0
     0.09%  python3.10  [kernel.kallsyms]  [k] clear_buddies
     0.09%  python3.10  python3.10         [.] 0x0000000000188ec7
     0.09%  python3.10  [kernel.kallsyms]  [k] sk_stream_alloc_skb
     0.09%  python3.10  python3.10         [.] 0x000000000011ec60
     0.09%  python3.10  python3.10         [.] 0x000000000015fff7
     0.09%  python3.10  [kernel.kallsyms]  [k] process_backlog
     0.09%  python3.10  python3.10         [.] 0x0000000000137c08
     0.09%  python3.10  python3.10         [.] 0x0000000000137b1b
     0.09%  python3.10  [kernel.kallsyms]  [k] cpuacct_charge
     0.09%  python3.10  python3.10         [.] 0x000000000015ef7f
     0.09%  python3.10  python3.10         [.] 0x00000000001435a2
     0.09%  python3.10  [kernel.kallsyms]  [k] loopback_xmit
     0.09%  python3.10  python3.10         [.] _PyTime_GetMonotonicClock
     0.09%  python3.10  python3.10         [.] 0x000000000017a8e0
     0.09%  python3.10  libc.so.6          [.] __res_context_send
     0.09%  python3.10  python3.10         [.] 0x000000000015ef70
     0.09%  python3.10  python3.10         [.] 0x000000000018c0a9
     0.09%  python3.10  python3.10         [.] _PyUnicode_FromASCII
     0.09%  python3.10  [kernel.kallsyms]  [k] poll_freewait
     0.09%  python3.10  python3.10         [.] 0x000000000012809b
     0.09%  python3.10  python3.10         [.] 0x0000000000188d97
     0.09%  python3.10  python3.10         [.] 0x00000000002b66e9
     0.09%  python3.10  python3.10         [.] 0x0000000000122930
     0.09%  python3.10  [kernel.kallsyms]  [k] ip_output
     0.08%  python3.10  python3.10         [.] 0x000000000017958b
     0.08%  python3.10  python3.10         [.] _PyLong_New
     0.08%  python3.10  python3.10         [.] 0x000000000011eb10
     0.08%  python3.10  python3.10         [.] 0x00000000000b63fb
     0.08%  python3.10  [kernel.kallsyms]  [k] copy_user_generic_unrolled
     0.08%  python3.10  [kernel.kallsyms]  [k] __alloc_skb
     0.08%  python3.10  libcrypto.so.3     [.] EVP_MD_CTX_set_flags
     0.08%  python3.10  python3.10         [.] 0x0000000000295035
     0.08%  python3.10  [kernel.kallsyms]  [k] tcp_recvmsg_locked
     0.08%  python3.10  python3.10         [.] 0x00000000000700d0
     0.08%  python3.10  libc.so.6          [.] 0x00000000001a0944
     0.08%  python3.10  python3.10         [.] 0x000000000027ed4a
     0.08%  python3.10  python3.10         [.] 0x000000000018d5e9
     0.08%  python3.10  python3.10         [.] 0x000000000017c3a6
     0.08%  python3.10  python3.10         [.] 0x0000000000188efb
     0.08%  python3.10  libc.so.6          [.] 0x00000000001a10e0
     0.08%  python3.10  [kernel.kallsyms]  [k] detach_if_pending
     0.08%  python3.10  python3.10         [.] 0x000000000018d252
     0.08%  python3.10  [kernel.kallsyms]  [k] __netif_receive_skb_core.constprop.0
     0.08%  python3.10  python3.10         [.] 0x0000000000137a64
     0.08%  python3.10  python3.10         [.] 0x000000000020bef5
     0.08%  python3.10  python3.10         [.] 0x000000000018d121
     0.08%  python3.10  python3.10         [.] _PyTime_AsMilliseconds
     0.08%  python3.10  python3.10         [.] 0x0000000000152305
     0.07%  python3.10  python3.10         [.] 0x000000000015b564
     0.07%  python3.10  [kernel.kallsyms]  [k] kfree_skbmem
     0.07%  python3.10  [kernel.kallsyms]  [k] __fdget
     0.07%  python3.10  python3.10         [.] 0x0000000000188dd3
     0.07%  python3.10  python3.10         [.] 0x0000000000242cc0
     0.07%  python3.10  python3.10         [.] 0x000000000015f01d
     0.07%  python3.10  python3.10         [.] 0x0000000000189010
     0.07%  python3.10  [kernel.kallsyms]  [k] ip_rcv_core
     0.07%  python3.10  [kernel.kallsyms]  [k] perf_pmu_nop_txn
     0.07%  python3.10  python3.10         [.] 0x0000000000070990
     0.07%  python3.10  python3.10         [.] 0x000000000020bea0
     0.07%  python3.10  libc.so.6          [.] 0x00000000001a0951
     0.07%  python3.10  libcrypto.so.3     [.] 0x0000000000308305
     0.07%  python3.10  [kernel.kallsyms]  [k] perf_event_sched_in
     0.07%  python3.10  python3.10         [.] 0x00000000001d4955
     0.07%  python3.10  [kernel.kallsyms]  [k] update_rq_clock
     0.07%  python3.10  python3.10         [.] 0x0000000000165e66
     0.07%  python3.10  python3.10         [.] 0x000000000015efb5
     0.07%  python3.10  python3.10         [.] _PyUnicode_ToDecimalDigit
     0.07%  python3.10  [kernel.kallsyms]  [k] perf_exclude_event
     0.07%  python3.10  [vdso]             [.] 0x00000000000007b6
     0.07%  python3.10  [kernel.kallsyms]  [k] _copy_from_user
     0.07%  python3.10  python3.10         [.] 0x000000000018d098
     0.07%  python3.10  python3.10         [.] 0x000000000018d525
     0.07%  python3.10  python3.10         [.] 0x000000000018bfef
     0.07%  python3.10  python3.10         [.] 0x0000000000137ada
     0.07%  python3.10  python3.10         [.] 0x00000000002ec280
     0.07%  python3.10  python3.10         [.] 0x00000000000700d4
     0.07%  python3.10  python3.10         [.] 0x00000000001b6195
     0.07%  python3.10  python3.10         [.] 0x0000000000152293
     0.06%  python3.10  python3.10         [.] 0x000000000018d589
     0.06%  python3.10  python3.10         [.] 0x00000000001522f3
     0.06%  python3.10  [kernel.kallsyms]  [k] release_sock
     0.06%  python3.10  python3.10         [.] 0x000000000029e8ee
     0.06%  python3.10  python3.10         [.] 0x0000000000122854
     0.06%  python3.10  python3.10         [.] 0x0000000000188eee
     0.06%  python3.10  libc.so.6          [.] 0x0000000000199ee0
     0.06%  python3.10  libcrypto.so.3     [.] EVP_DigestFinal
     0.06%  python3.10  python3.10         [.] PySlice_New
     0.06%  python3.10  python3.10         [.] 0x00000000001434c6
     0.06%  python3.10  [kernel.kallsyms]  [k] tcp_rtt_estimator
     0.06%  python3.10  python3.10         [.] 0x00000000001894b1
     0.06%  python3.10  python3.10         [.] 0x000000000027e8dc
     0.06%  python3.10  python3.10         [.] 0x00000000001598cd
     0.06%  python3.10  python3.10         [.] 0x0000000000189021
     0.06%  python3.10  python3.10         [.] 0x0000000000293e89
     0.06%  python3.10  python3.10         [.] 0x000000000015b506
     0.06%  python3.10  python3.10         [.] 0x000000000023ebf5
     0.06%  python3.10  python3.10         [.] 0x000000000017c393
     0.06%  python3.10  python3.10         [.] 0x00000000001d4908
     0.06%  python3.10  python3.10         [.] 0x000000000020beee
     0.06%  python3.10  python3.10         [.] 0x0000000000206c54
     0.06%  python3.10  [kernel.kallsyms]  [k] kmem_cache_alloc_node
     0.06%  python3.10  python3.10         [.] 0x00000000002b66c0
     0.06%  python3.10  python3.10         [.] 0x000000000018928c
     0.06%  python3.10  python3.10         [.] 0x000000000018d227
     0.06%  python3.10  python3.10         [.] 0x0000000000188d36
     0.06%  python3.10  python3.10         [.] 0x000000000018d555
     0.06%  python3.10  [kernel.kallsyms]  [k] acct_account_cputime
     0.06%  python3.10  python3.10         [.] 0x00000000001512a0
     0.06%  python3.10  python3.10         [.] 0x00000000001228ac
     0.06%  python3.10  python3.10         [.] 0x000000000018d16d
     0.06%  python3.10  python3.10         [.] 0x0000000000137a66
     0.06%  python3.10  python3.10         [.] 0x0000000000121590
     0.06%  python3.10  python3.10         [.] 0x000000000029b79c
     0.06%  python3.10  python3.10         [.] 0x000000000015b53b
     0.06%  python3.10  python3.10         [.] 0x000000000017c3af
     0.06%  python3.10  python3.10         [.] 0x000000000012287d
     0.06%  python3.10  [kernel.kallsyms]  [k] kfree
     0.06%  python3.10  libc.so.6          [.] 0x00000000001a0970
     0.06%  python3.10  python3.10         [.] 0x00000000001d48fe
     0.06%  python3.10  python3.10         [.] 0x0000000000188d4e
     0.06%  python3.10  python3.10         [.] 0x0000000000188dd7
     0.06%  python3.10  [kernel.kallsyms]  [k] security_file_ioctl
     0.06%  python3.10  python3.10         [.] 0x00000000001d494a
     0.06%  python3.10  python3.10         [.] 0x000000000006f800
     0.06%  python3.10  python3.10         [.] 0x000000000012e750
     0.06%  python3.10  [kernel.kallsyms]  [k] tcp_update_pacing_rate
     0.06%  python3.10  python3.10         [.] 0x0000000000137ae4
     0.06%  python3.10  [kernel.kallsyms]  [k] tcp_queue_rcv
     0.05%  python3.10  [kernel.kallsyms]  [k] select_estimate_accuracy
     0.05%  python3.10  [kernel.kallsyms]  [k] timespec64_add_safe
     0.05%  python3.10  [kernel.kallsyms]  [k] ip_finish_output2
     0.05%  python3.10  [vdso]             [.] 0x00000000000007f7
     0.05%  python3.10  python3.10         [.] 0x0000000000122901
     0.05%  python3.10  [kernel.kallsyms]  [k] native_write_msr_safe
     0.05%  python3.10  [kernel.kallsyms]  [k] tcp_schedule_loss_probe.part.0
     0.05%  python3.10  libc.so.6          [.] str_to_mpn
     0.05%  python3.10  libm.so.6          [.] __gammaf_r_finite@GLIBC_2.15
     0.05%  python3.10  python3.10         [.] 0x0000000000150ba4
     0.05%  python3.10  python3.10         [.] 0x0000000000179584
     0.05%  python3.10  python3.10         [.] 0x000000000018d63d
     0.05%  python3.10  python3.10         [.] 0x00000000002cfed2
     0.05%  python3.10  libc.so.6          [.] 0x000000000019d989
     0.05%  python3.10  python3.10         [.] 0x0000000000133a5d
     0.05%  python3.10  python3.10         [.] 0x000000000018d269
     0.05%  python3.10  libc.so.6          [.] 0x00000000001a0994
     0.05%  python3.10  python3.10         [.] 0x000000000018d20a
     0.05%  python3.10  python3.10         [.] 0x0000000000188e5e
     0.05%  python3.10  [kernel.kallsyms]  [k] rb_insert_color
     0.05%  python3.10  libc.so.6          [.] 0x00000000001a0984
     0.05%  python3.10  python3.10         [.] 0x00000000002b783a
     0.05%  python3.10  python3.10         [.] 0x0000000000128097
     0.05%  python3.10  python3.10         [.] 0x00000000002d074c
     0.05%  python3.10  python3.10         [.] 0x0000000000169ae0
     0.05%  python3.10  [kernel.kallsyms]  [k] poll_select_set_timeout
     0.05%  python3.10  python3.10         [.] 0x000000000006ed80
     0.05%  python3.10  python3.10         [.] 0x000000000012289b
     0.05%  python3.10  python3.10         [.] 0x000000000015af8e
     0.05%  python3.10  python3.10         [.] 0x0000000000295071
     0.05%  python3.10  libc.so.6          [.] 0x00000000001a0a07
     0.05%  python3.10  python3.10         [.] 0x000000000027ed20
     0.05%  python3.10  [kernel.kallsyms]  [k] __perf_event_read
     0.05%  python3.10  python3.10         [.] 0x00000000000c4a13
     0.05%  python3.10  python3.10         [.] 0x0000000000206c5f
     0.05%  python3.10  python3.10         [.] 0x000000000018d06a
     0.05%  python3.10  [kernel.kallsyms]  [k] tcp_rbtree_insert
     0.05%  python3.10  python3.10         [.] _PyBytes_Resize
     0.05%  python3.10  python3.10         [.] PyModule_GetState
     0.05%  python3.10  libc.so.6          [.] 0x00000000001a0975
     0.05%  python3.10  [kernel.kallsyms]  [k] memcg_slab_free_hook
     0.05%  python3.10  [kernel.kallsyms]  [k] skb_copy_datagram_iter
     0.05%  python3.10  libc.so.6          [.] 0x0000000000199ee5
     0.05%  python3.10  python3.10         [.] 0x0000000000189fc0
     0.05%  python3.10  python3.10         [.] 0x00000000001d3cd8
     0.05%  python3.10  python3.10         [.] 0x00000000001f6096
     0.05%  python3.10  python3.10         [.] 0x000000000020667b
     0.05%  python3.10  python3.10         [.] 0x000000000014f6d4
     0.05%  python3.10  python3.10         [.] 0x0000000000159b78
     0.05%  python3.10  python3.10         [.] 0x000000000016a391
     0.05%  python3.10  python3.10         [.] 0x000000000018d1ab
     0.05%  python3.10  python3.10         [.] 0x000000000020bf52
     0.05%  python3.10  python3.10         [.] 0x000000000011d510
     0.05%  python3.10  python3.10         [.] 0x0000000000165f2c
     0.05%  python3.10  python3.10         [.] 0x00000000002eaa00
     0.05%  python3.10  python3.10         [.] PyFloat_AsDouble
     0.05%  python3.10  python3.10         [.] 0x000000000017c403
     0.05%  python3.10  [kernel.kallsyms]  [k] __hrtimer_start_range_ns
     0.05%  python3.10  python3.10         [.] _PyDict_GetItemIdWithError
     0.05%  python3.10  [kernel.kallsyms]  [k] add_wait_queue
     0.05%  python3.10  [kernel.kallsyms]  [k] fpregs_assert_state_consistent
     0.05%  python3.10  libc.so.6          [.] 0x00000000001a09c0
     0.05%  python3.10  python3.10         [.] 0x000000000015fa9c
     0.05%  python3.10  python3.10         [.] 0x0000000000166050
     0.05%  python3.10  python3.10         [.] 0x00000000002eaa05
     0.05%  python3.10  python3.10         [.] 0x000000000023ebc6
     0.05%  python3.10  [kernel.kallsyms]  [k] update_min_vruntime
     0.05%  python3.10  python3.10         [.] 0x00000000001413b6
     0.05%  python3.10  python3.10         [.] 0x0000000000141d67
     0.04%  python3.10  [kernel.kallsyms]  [k] syscall_enter_from_user_mode
     0.04%  python3.10  python3.10         [.] 0x0000000000152321
     0.04%  python3.10  python3.10         [.] 0x000000000018d066
     0.04%  python3.10  python3.10         [.] 0x000000000011b400
     0.04%  python3.10  python3.10         [.] 0x00000000002942bc
     0.04%  python3.10  [kernel.kallsyms]  [k] read_tsc
     0.04%  python3.10  python3.10         [.] 0x0000000000167e40
     0.04%  python3.10  python3.10         [.] 0x0000000000242cc9
     0.04%  python3.10  [kernel.kallsyms]  [k] tcp_v4_send_check
     0.04%  python3.10  libcrypto.so.3     [.] 0x000000000030804f
     0.04%  python3.10  python3.10         [.] 0x0000000000150bcb
     0.04%  python3.10  python3.10         [.] 0x000000000018d596
     0.04%  python3.10  python3.10         [.] 0x00000000001d4924
     0.04%  python3.10  [kernel.kallsyms]  [k] __virt_addr_valid
