# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 51K of event 'cycles'
# Event count (approx.): 27577440501
#
# Overhead  Command     Shared Object                             Symbol                                     
# ........  ..........  ........................................  ...........................................
#
     0.15%  :2323931    python3.10                                [.] 0x000000000015b541
     0.15%  :2323931    python3.10                                [.] 0x000000000015b504
     0.15%  :2323931    python3.10                                [.] 0x0000000000179c21
     0.14%  :2323931    python3.10                                [.] 0x0000000000179c5a
     0.14%  :2323931    python3.10                                [.] 0x00000000001215e2
     0.13%  :2323931    python3.10                                [.] 0x000000000015b56e
     0.13%  python3.10  python3.10                                [.] 0x0000000000121613
     0.13%  python3.10  python3.10                                [.] 0x00000000001215f2
     0.12%  :2323931    python3.10                                [.] 0x000000000012167f
     0.12%  :2323931    python3.10                                [.] 0x0000000000121600
     0.12%  python3.10  python3.10                                [.] 0x0000000000121605
     0.12%  python3.10  python3.10                                [.] 0x0000000000121596
     0.12%  python3.10  python3.10                                [.] 0x0000000000121679
     0.12%  :2323931    python3.10                                [.] 0x0000000000179bea
     0.12%  :2323931    python3.10                                [.] 0x000000000015b55b
     0.11%  :2323931    python3.10                                [.] 0x0000000000179c56
     0.11%  python3.10  python3.10                                [.] 0x0000000000121623
     0.11%  :2323931    python3.10                                [.] 0x0000000000179c3b
     0.11%  python3.10  python3.10                                [.] 0x0000000000121737
     0.11%  :2323931    python3.10                                [.] 0x000000000015b509
     0.11%  :2323931    python3.10                                [.] 0x00000000001215a0
     0.11%  :2323931    python3.10                                [.] 0x00000000001215ed
     0.10%  :2323931    python3.10                                [.] 0x00000000001215b2
     0.10%  :2323931    python3.10                                [.] 0x00000000001215a6
     0.09%  python3.10  python3.10                                [.] 0x000000000012159b
     0.09%  :2323931    python3.10                                [.] 0x000000000015b50e
     0.09%  python3.10  python3.10                                [.] 0x00000000001215a3
     0.09%  python3.10  python3.10                                [.] 0x0000000000121730
     0.08%  :2323931    python3.10                                [.] 0x000000000015b557
     0.08%  :2323931    python3.10                                [.] 0x00000000001215c8
     0.08%  :2323931    python3.10                                [.] 0x0000000000173d54
     0.08%  python3.10  python3.10                                [.] 0x00000000001215c4
     0.08%  :2323931    python3.10                                [.] 0x000000000015b50b
     0.08%  python3.10  python3.10                                [.] 0x0000000000121616
     0.08%  python3.10  python3.10                                [.] 0x00000000001215f7
     0.08%  :2323931    python3.10                                [.] 0x0000000000179bfb
     0.07%  :2323931    python3.10                                [.] 0x0000000000179bee
     0.07%  :2323931    python3.10                                [.] 0x000000000015b55d
     0.07%  :2323931    python3.10                                [.] 0x0000000000121675
     0.07%  :2323931    python3.10                                [.] 0x0000000000179c2e
     0.07%  :2323931    python3.10                                [.] 0x00000000001215c0
     0.07%  :2323931    python3.10                                [.] 0x000000000012166e
     0.07%  :2323931    python3.10                                [.] 0x000000000015b554
     0.06%  :2323931    python3.10                                [.] 0x0000000000121757
     0.06%  :2323931    python3.10                                [.] 0x0000000000121751
     0.06%  python3.10  python3.10                                [.] 0x00000000001215a7
     0.06%  python3.10  python3.10                                [.] 0x00000000001215dc
     0.06%  :2323931    python3.10                                [.] 0x00000000001215d8
     0.06%  python3.10  python3.10                                [.] 0x000000000012167d
     0.06%  :2323931    python3.10                                [.] 0x0000000000179c0b
     0.06%  :2323931    python3.10                                [.] 0x0000000000121749
     0.06%  :2323931    python3.10                                [.] 0x0000000000121740
     0.05%  python3.10  python3.10                                [.] 0x0000000000121635
     0.05%  :2323931    python3.10                                [.] 0x0000000000179c38
     0.05%  :2323931    python3.10                                [.] 0x00000000001215df
     0.05%  python3.10  python3.10                                [.] 0x0000000000121628
     0.05%  :2323931    python3.10                                [.] 0x000000000015b50a
     0.05%  python3.10  python3.10                                [.] 0x000000000012159d
     0.05%  :2323931    python3.10                                [.] 0x000000000012175a
     0.05%  :2323931    python3.10                                [.] 0x000000000015b53b
     0.05%  python3.10  python3.10                                [.] 0x00000000001215e2
     0.05%  python3.10  python3.10                                [.] 0x00000000001215ab
     0.05%  :2323931    python3.10                                [.] 0x0000000000121734
     0.05%  python3.10  python3.10                                [.] 0x00000000001215e9
     0.04%  :2323931    python3.10                                [.] 0x0000000000179c25
     0.04%  python3.10  python3.10                                [.] 0x000000000012160f
     0.04%  :2323931    python3.10                                [.] 0x000000000015b519
     0.04%  python3.10  python3.10                                [.] 0x0000000000121677
     0.03%  python3.10  python3.10                                [.] _PyObject_MakeTpCall
     0.03%  python3.10  python3.10                                [.] 0x0000000000121600
     0.03%  python3.10  python3.10                                [.] 0x00000000001215cb
     0.03%  python3.10  python3.10                                [.] 0x0000000000121638
     0.03%  :2323931    [kernel.kallsyms]                         [k] irqentry_exit_to_user_mode
     0.03%  :2323931    python3.10                                [.] 0x000000000015b512
     0.03%  :2323931    python3.10                                [.] 0x0000000000121754
     0.03%  :2323931    python3.10                                [.] 0x000000000012162c
     0.03%  :2323931    [kernel.kallsyms]                         [k] error_entry
     0.02%  python3.10  [kernel.kallsyms]                         [k] syscall_exit_to_user_mode
     0.02%  python3.10  python3.10                                [.] 0x000000000012167b
     0.02%  :2323931    python3.10                                [.] 0x000000000012174d
     0.02%  :2323931    python3.10                                [.] 0x0000000000121641
     0.02%  :2323931    python3.10                                [.] 0x000000000015b53e
     0.02%  :2323931    [kernel.kallsyms]                         [k] __irqentry_text_end
     0.02%  :2323931    python3.10                                [.] 0x000000000015b534
     0.02%  :2323931    [kernel.kallsyms]                         [k] native_write_msr
     0.02%  :2323931    python3.10                                [.] 0x0000000000179be9
     0.02%  python3.10  [kernel.kallsyms]                         [k] zap_pte_range
     0.02%  python3.10  python3.10                                [.] 0x00000000001215a2
     0.02%  python3.10  python3.10                                [.] 0x000000000012167f
     0.02%  :2323931    python3.10                                [.] 0x000000000015b56c
     0.02%  :2323931    python3.10                                [.] 0x000000000012164e
     0.02%  python3.10  python3.10                                [.] _PyUnicode_JoinArray
     0.02%  :2323931    [kernel.kallsyms]                         [k] psi_group_change
     0.02%  :2323931    python3.10                                [.] 0x0000000000179c18
     0.02%  python3.10  python3.10                                [.] 0x00000000001215e5
     0.02%  :2323931    python3.10                                [.] 0x000000000015b570
     0.02%  :2323931    [kernel.kallsyms]                         [k] asm_sysvec_apic_timer_interrupt
     0.01%  python3.10  [kernel.kallsyms]                         [k] psi_group_change
     0.01%  python3.10  python3.10                                [.] 0x0000000000121594
     0.01%  python3.10  python3.10                                [.] _PyObject_GetMethod
     0.01%  python3.10  [kernel.kallsyms]                         [k] entry_SYSCALL_64_after_hwframe
     0.01%  :2323931    [kernel.kallsyms]                         [k] __update_load_avg_se
     0.01%  :2323931    [kernel.kallsyms]                         [k] sync_regs
     0.01%  python3.10  [kernel.kallsyms]                         [k] memset_erms
     0.01%  python3.10  python3.10                                [.] 0x00000000001215a0
     0.01%  python3.10  python3.10                                [.] 0x000000000017c3fc
     0.01%  python3.10  [kernel.kallsyms]                         [k] native_sched_clock
     0.01%  :2323931    python3.10                                [.] 0x0000000000121672
     0.01%  :2323931    python3.10                                [.] 0x0000000000179c5c
     0.01%  :2323931    python3.10                                [.] 0x0000000000179c35
     0.01%  python3.10  [kernel.kallsyms]                         [k] merge_sched_in
     0.01%  :2323931    [kernel.kallsyms]                         [k] native_read_msr
     0.01%  python3.10  [kernel.kallsyms]                         [k] ctx_sched_in
     0.01%  :2323931    [kernel.kallsyms]                         [k] psi_task_change
     0.01%  python3.10  python3.10                                [.] 0x0000000000121599
     0.01%  python3.10  python3.10                                [.] 0x00000000001215a6
     0.01%  python3.10  python3.10                                [.] 0x00000000001215d8
     0.01%  python3.10  python3.10                                [.] 0x00000000001215c0
     0.01%  python3.10  [kernel.kallsyms]                         [k] hsw_get_event_constraints
     0.01%  :2323931    python3.10                                [.] 0x000000000015b562
     0.01%  python3.10  python3.10                                [.] _PyUnicodeWriter_PrepareInternal
     0.01%  :2323931    [kernel.kallsyms]                         [k] event_sched_in
     0.01%  python3.10  [kernel.kallsyms]                         [k] kfree
     0.01%  :2323931    [kernel.kallsyms]                         [k] __update_load_avg_cfs_rq
     0.01%  python3.10  python3.10                                [.] _PyObject_LookupSpecial
     0.01%  :2323931    python3.10                                [.] 0x000000000015b52a
     0.01%  :2323931    [kernel.kallsyms]                         [k] native_write_msr_safe
     0.01%  python3.10  [kernel.kallsyms]                         [k] update_curr
     0.01%  python3.10  libc.so.6                                 [.] ____wcstold_l_internal
     0.01%  python3.10  [kernel.kallsyms]                         [k] futex_wait_queue_me
     0.01%  python3.10  [kernel.kallsyms]                         [k] intel_get_event_constraints
     0.01%  python3.10  [kernel.kallsyms]                         [k] rb_next
     0.01%  :2323931    [kernel.kallsyms]                         [k] update_min_vruntime
     0.01%  :2323931    [kernel.kallsyms]                         [k] perf_log_itrace_start
     0.01%  python3.10  python3.10                                [.] _PyFunction_Vectorcall
     0.01%  :2323931    [kernel.kallsyms]                         [k] timerqueue_add
     0.01%  python3.10  [kernel.kallsyms]                         [k] futex_wake
     0.01%  :2323931    libc.so.6                                 [.] re_search_internal
     0.01%  :2323931    [kernel.kallsyms]                         [k] syscall_exit_to_user_mode
     0.01%  :2323931    python3.10                                [.] 0x000000000012161d
     0.01%  :2323931    [kernel.kallsyms]                         [k] update_curr
     0.01%  :2323931    [kernel.kallsyms]                         [k] lapic_next_deadline
     0.01%  :2323931    python3.10                                [.] 0x000000000015b54b
     0.01%  python3.10  python3.10                                [.] 0x00000000001215ed
     0.01%  :2323931    [kernel.kallsyms]                         [k] perf_event_groups_first
     0.01%  :2323931    [kernel.kallsyms]                         [k] native_apic_msr_eoi_write
     0.01%  :2323931    [kernel.kallsyms]                         [k] __hrtimer_run_queues
     0.01%  python3.10  [kernel.kallsyms]                         [k] page_remove_rmap
     0.01%  python3.10  [kernel.kallsyms]                         [k] _raw_spin_lock
     0.01%  :2323931    [kernel.kallsyms]                         [k] _raw_spin_lock
     0.01%  :2323931    libc.so.6                                 [.] __stpncpy_sse2_unaligned
     0.01%  python3.10  python3.10                                [.] 0x00000000001434c6
     0.01%  python3.10  python3.10                                [.] PyList_Append
     0.01%  python3.10  python3.10                                [.] 0x00000000001228d1
     0.01%  python3.10  [kernel.kallsyms]                         [k] __hrtimer_run_queues
     0.01%  python3.10  [kernel.kallsyms]                         [k] select_idle_sibling
     0.01%  python3.10  [kernel.kallsyms]                         [k] psi_task_switch
     0.01%  python3.10  python3.10                                [.] PyLong_FromString
     0.01%  python3.10  [kernel.kallsyms]                         [k] __get_user_8
     0.01%  :2323931    [kernel.kallsyms]                         [k] entry_SYSCALL_64_after_hwframe
     0.01%  python3.10  python3.10                                [.] 0x0000000000206c70
     0.01%  python3.10  [kernel.kallsyms]                         [k] inherit_event.constprop.0
     0.01%  python3.10  libc.so.6                                 [.] re_search_internal
     0.01%  python3.10  [kernel.kallsyms]                         [k] irqentry_exit_to_user_mode
     0.01%  :2323931    [kernel.kallsyms]                         [k] enqueue_entity
     0.01%  :2323931    libc.so.6                                 [.] parse_qtd_backslash
     0.01%  python3.10  python3.10                                [.] 0x0000000000127f54
     0.01%  python3.10  python3.10                                [.] 0x00000000001215df
     0.01%  python3.10  [kernel.kallsyms]                         [k] __entry_text_start
     0.01%  :2323931    [kernel.kallsyms]                         [k] __calc_delta
     0.01%  :2323931    python3.10                                [.] 0x000000000015b56d
     0.01%  python3.10  python3.10                                [.] _PyObject_GenericGetAttrWithDict
     0.01%  :2323931    [kernel.kallsyms]                         [k] __sysvec_apic_timer_interrupt
     0.01%  :2323931    python3.10                                [.] 0x0000000000179bfe
     0.01%  :2323931    [kernel.kallsyms]                         [k] read_tsc
     0.01%  :2323931    [kernel.kallsyms]                         [k] __schedule
     0.01%  :2323931    [kernel.kallsyms]                         [k] syscall_return_via_sysret
     0.01%  python3.10  libc.so.6                                 [.] 0x00000000001a0940
     0.01%  python3.10  [kernel.kallsyms]                         [k] event_sched_in
     0.01%  python3.10  [kernel.kallsyms]                         [k] perf_event_alloc
     0.01%  python3.10  libc.so.6                                 [.] parse_qtd_backslash
     0.01%  python3.10  python3.10                                [.] 0x00000000001215c8
     0.01%  python3.10  python3.10                                [.] 0x000000000015b11a
     0.01%  :2323931    python3.10                                [.] PyLong_FromString
     0.01%  :2323931    python3.10                                [.] 0x0000000000179bf7
     0.01%  python3.10  libc.so.6                                 [.] __stpncpy_sse2_unaligned
     0.01%  python3.10  python3.10                                [.] _PyDict_GetItemIdWithError
     0.01%  :2323931    python3.10                                [.] _PyUnicodeWriter_PrepareInternal
     0.01%  python3.10  [kernel.kallsyms]                         [k] visit_groups_merge.constprop.0.isra.0
     0.01%  python3.10  python3.10                                [.] 0x00000000001215b2
     0.01%  python3.10  [kernel.kallsyms]                         [k] __update_load_avg_se
     0.01%  :2323931    [kernel.kallsyms]                         [k] asm_sysvec_thermal
     0.01%  python3.10  [kernel.kallsyms]                         [k] __schedule
     0.01%  python3.10  python3.10                                [.] PyObject_SelfIter
     0.01%  python3.10  python3.10                                [.] 0x000000000015efdc
     0.01%  python3.10  libc.so.6                                 [.] __strcat_ssse3
     0.01%  python3.10  python3.10                                [.] 0x00000000001566df
     0.01%  python3.10  python3.10                                [.] 0x0000000000143407
     0.00%  python3.10  python3.10                                [.] 0x0000000000137a60
     0.00%  python3.10  python3.10                                [.] _PyUnicode_ToDecimalDigit
     0.00%  python3.10  [kernel.kallsyms]                         [k] native_write_msr
     0.00%  python3.10  [kernel.kallsyms]                         [k] smp_call_function_many_cond
     0.00%  python3.10  [kernel.kallsyms]                         [k] mem_cgroup_handle_over_high
     0.00%  python3.10  python3.10                                [.] 0x00000000001d48e8
     0.00%  :2323931    [kernel.kallsyms]                         [k] check_preempt_wakeup
     0.00%  python3.10  python3.10                                [.] _PyUnicode_InsertThousandsGrouping
     0.00%  python3.10  python3.10                                [.] 0x000000000017c380
     0.00%  python3.10  python3.10                                [.] 0x000000000012166e
     0.00%  :2323931    [kernel.kallsyms]                         [k] __entry_text_start
     0.00%  python3.10  libc.so.6                                 [.] ____wcstof_l_internal
     0.00%  :2323931    python3.10                                [.] _PyObject_GenericGetAttrWithDict
     0.00%  python3.10  [kernel.kallsyms]                         [k] syscall_return_via_sysret
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_event_update_time
     0.00%  :2323931    [kernel.kallsyms]                         [k] visit_groups_merge.constprop.0.isra.0
     0.00%  python3.10  [kernel.kallsyms]                         [k] release_pages
     0.00%  python3.10  [kernel.kallsyms]                         [k] __update_load_avg_cfs_rq
     0.00%  python3.10  python3.10                                [.] 0x00000000001740f4
     0.00%  python3.10  [kernel.kallsyms]                         [k] sync_regs
     0.00%  :2323931    [kernel.kallsyms]                         [k] __cgroup_bpf_run_filter_skb
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_log_itrace_start
     0.00%  :2323931    [kernel.kallsyms]                         [k] _raw_spin_lock_irqsave
     0.00%  :2323931    [kernel.kallsyms]                         [k] merge_sched_in
     0.00%  :2323931    libc.so.6                                 [.] __GI___strncasecmp_l_sse2
     0.00%  :2323931    [kernel.kallsyms]                         [k] futex_wait_setup
     0.00%  python3.10  [kernel.kallsyms]                         [k] try_to_wake_up
     0.00%  python3.10  python3.10                                [.] 0x00000000001795a2
     0.00%  :2323931    python3.10                                [.] _PyObject_GetMethod
     0.00%  :2323931    python3.10                                [.] 0x000000000015b525
     0.00%  :2323931    [kernel.kallsyms]                         [k] native_sched_clock
     0.00%  :2323931    [kernel.kallsyms]                         [k] __softirqentry_text_start
     0.00%  :2323931    [kernel.kallsyms]                         [k] skb_release_data
     0.00%  :2323931    [kernel.kallsyms]                         [k] __cgroup_account_cputime
     0.00%  :2323931    [kernel.kallsyms]                         [k] ktime_get_update_offsets_now
     0.00%  :2323931    [kernel.kallsyms]                         [k] sched_clock_cpu
     0.00%  :2323931    [kernel.kallsyms]                         [k] _raw_spin_lock_irq
     0.00%  python3.10  [kernel.kallsyms]                         [k] __sysvec_apic_timer_interrupt
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_pmu_nop_void
     0.00%  :2323931    [kernel.kallsyms]                         [k] irqentry_exit
     0.00%  :2323931    python3.10                                [.] 0x0000000000150bcb
     0.00%  python3.10  [kernel.kallsyms]                         [k] update_load_avg
     0.00%  python3.10  [kernel.kallsyms]                         [k] error_entry
     0.00%  :2323931    libc.so.6                                 [.] parse_expression
     0.00%  python3.10  python3.10                                [.] 0x0000000000172970
     0.00%  :2323931    python3.10                                [.] PyObject_GetAttr
     0.00%  :2323931    [kernel.kallsyms]                         [k] try_to_wake_up
     0.00%  :2323931    [kernel.kallsyms]                         [k] update_load_avg
     0.00%  :2323931    [kernel.kallsyms]                         [k] hrtimer_active
     0.00%  :2323931    [kernel.kallsyms]                         [k] __wake_up_common
     0.00%  :2323931    [kernel.kallsyms]                         [k] therm_throt_process
     0.00%  :2323931    [kernel.kallsyms]                         [k] update_cfs_group
     0.00%  python3.10  libc.so.6                                 [.] __strncat_ssse3
     0.00%  python3.10  [kernel.kallsyms]                         [k] exit_to_user_mode_prepare
     0.00%  :2323931    python3.10                                [.] _PyObject_LookupSpecial
     0.00%  :2323931    [kernel.kallsyms]                         [k] rb_erase
     0.00%  :2323931    [kernel.kallsyms]                         [k] restore_fpregs_from_fpstate
     0.00%  python3.10  libc.so.6                                 [.] __strncpy_sse2_unaligned
     0.00%  python3.10  python3.10                                [.] 0x000000000015ef70
     0.00%  python3.10  [kernel.kallsyms]                         [k] pick_next_entity
     0.00%  python3.10  python3.10                                [.] 0x00000000001d48d5
     0.00%  python3.10  python3.10                                [.] 0x00000000001d48d0
     0.00%  python3.10  [kernel.kallsyms]                         [k] __cond_resched
     0.00%  python3.10  [kernel.kallsyms]                         [k] intel_pmu_bts_config
     0.00%  python3.10  python3.10                                [.] 0x000000000013fd1f
     0.00%  python3.10  python3.10                                [.] 0x0000000000167dab
     0.00%  python3.10  python3.10                                [.] 0x000000000018bfef
     0.00%  python3.10  python3.10                                [.] 0x000000000018d0cf
     0.00%  python3.10  [vdso]                                    [.] 0x00000000000007f7
     0.00%  python3.10  [kernel.kallsyms]                         [k] hash_futex
     0.00%  python3.10  python3.10                                [.] 0x00000000002a018f
     0.00%  python3.10  [kernel.kallsyms]                         [k] __mod_memcg_lruvec_state
     0.00%  python3.10  [kernel.kallsyms]                         [k] enqueue_entity
     0.00%  python3.10  [kernel.kallsyms]                         [k] ktime_get_ts64
     0.00%  python3.10  [kernel.kallsyms]                         [k] poll_select_finish
     0.00%  python3.10  [kernel.kallsyms]                         [k] select_task_rq_fair
     0.00%  python3.10  libc.so.6                                 [.] 0x0000000000198afe
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000000b2ab0
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000307ec9
     0.00%  python3.10  python3.10                                [.] 0x000000000011b529
     0.00%  python3.10  python3.10                                [.] 0x0000000000122901
     0.00%  python3.10  python3.10                                [.] 0x0000000000165fc3
     0.00%  python3.10  python3.10                                [.] 0x000000000016a305
     0.00%  python3.10  python3.10                                [.] 0x00000000001f6073
     0.00%  python3.10  python3.10                                [.] 0x000000000020bea0
     0.00%  python3.10  python3.10                                [.] 0x000000000029426d
     0.00%  python3.10  python3.10                                [.] 0x00000000002942bc
     0.00%  python3.10  python3.10                                [.] 0x000000000031e7a0
     0.00%  python3.10  [kernel.kallsyms]                         [k] kmem_cache_alloc_node
     0.00%  python3.10  libcrypto.so.3                            [.] 0x000000000017dcc0
     0.00%  python3.10  python3.10                                [.] 0x000000000012d1da
     0.00%  python3.10  python3.10                                [.] 0x000000000015227e
     0.00%  python3.10  python3.10                                [.] 0x000000000015c5e4
     0.00%  python3.10  python3.10                                [.] 0x00000000001665ca
     0.00%  python3.10  python3.10                                [.] 0x00000000001732d2
     0.00%  python3.10  python3.10                                [.] 0x0000000000294f27
     0.00%  python3.10  [kernel.kallsyms]                         [k] rcu_all_qs
     0.00%  python3.10  [kernel.kallsyms]                         [k] update_sg_wakeup_stats
     0.00%  python3.10  libc.so.6                                 [.] re_compile_internal
     0.00%  python3.10  libc.so.6                                 [.] 0x0000000000198ac4
     0.00%  python3.10  python3.10                                [.] PyObject_Format
     0.00%  python3.10  python3.10                                [.] 0x0000000000122892
     0.00%  python3.10  python3.10                                [.] 0x00000000001228c3
     0.00%  python3.10  python3.10                                [.] 0x00000000001740a7
     0.00%  python3.10  python3.10                                [.] 0x000000000017c5f0
     0.00%  python3.10  python3.10                                [.] 0x000000000018bf82
     0.00%  python3.10  python3.10                                [.] 0x000000000020666b
     0.00%  python3.10  python3.10                                [.] 0x00000000001d495d
     0.00%  python3.10  python3.10                                [.] 0x000000000020bef5
     0.00%  python3.10  [kernel.kallsyms]                         [k] _raw_spin_lock_irq
     0.00%  python3.10  [kernel.kallsyms]                         [k] clear_buddies
     0.00%  python3.10  [kernel.kallsyms]                         [k] intel_cpuc_prepare
     0.00%  python3.10  python3.10                                [.] 0x000000000012282a
     0.00%  python3.10  python3.10                                [.] 0x0000000000122832
     0.00%  python3.10  python3.10                                [.] 0x000000000012285d
     0.00%  python3.10  python3.10                                [.] 0x0000000000127f5d
     0.00%  python3.10  python3.10                                [.] 0x0000000000172b8b
     0.00%  python3.10  python3.10                                [.] 0x00000000001795d6
     0.00%  python3.10  [kernel.kallsyms]                         [k] read_tsc
     0.00%  python3.10  python3.10                                [.] PyUnicode_Format
     0.00%  python3.10  python3.10                                [.] _PyLong_FormatAdvancedWriter
     0.00%  python3.10  python3.10                                [.] _PyObject_GC_New
     0.00%  python3.10  python3.10                                [.] 0x0000000000188df0
     0.00%  python3.10  [kernel.kallsyms]                         [k] x86_get_event_constraints
     0.00%  python3.10  [kernel.kallsyms]                         [k] __calc_delta
     0.00%  python3.10  [kernel.kallsyms]                         [k] _raw_spin_lock_irqsave
     0.00%  python3.10  [kernel.kallsyms]                         [k] exit_to_user_mode_loop
     0.00%  python3.10  ld-linux-x86-64.so.2                      [.] _dl_check_all_versions
     0.00%  python3.10  python3.10                                [.] 0x0000000000122877
     0.00%  python3.10  python3.10                                [.] 0x000000000013fd0a
     0.00%  python3.10  python3.10                                [.] 0x00000000001674d9
     0.00%  python3.10  python3.10                                [.] 0x000000000018d269
     0.00%  python3.10  python3.10                                [.] 0x00000000002942ff
     0.00%  :2323931    libc.so.6                                 [.] 0x00000000001a1130
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0984
     0.00%  python3.10  python3.10                                [.] PyObject_SetAttr
     0.00%  python3.10  python3.10                                [.] 0x000000000012b3bb
     0.00%  python3.10  python3.10                                [.] 0x000000000017c384
     0.00%  python3.10  python3.10                                [.] 0x000000000018bfd8
     0.00%  :2323931    python3.10                                [.] 0x00000000001514ec
     0.00%  python3.10  libc.so.6                                 [.] 0x0000000000199efd
     0.00%  python3.10  [kernel.kallsyms]                         [k] __handle_mm_fault
     0.00%  python3.10  [kernel.kallsyms]                         [k] __x64_sys_pselect6
     0.00%  python3.10  [kernel.kallsyms]                         [k] alloc_thread_stack_node
     0.00%  python3.10  [kernel.kallsyms]                         [k] mutex_lock
     0.00%  python3.10  python3.10                                [.] 0x00000000001228ac
     0.00%  python3.10  python3.10                                [.] 0x0000000000151e7d
     0.00%  python3.10  python3.10                                [.] 0x000000000015d290
     0.00%  python3.10  python3.10                                [.] 0x000000000015ef74
     0.00%  python3.10  python3.10                                [.] 0x000000000018d121
     0.00%  python3.10  python3.10                                [.] 0x000000000017c3ef
