# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 4K of event 'cycles'
# Event count (approx.): 573161184
#
# Overhead  Command     Shared Object                             Symbol                                   
# ........  ..........  ........................................  .........................................
#
     0.18%  python3.10  python3.10                                [.] 0x000000000018d066
     0.17%  python3.10  python3.10                                [.] 0x000000000011d4fc
     0.17%  python3.10  python3.10                                [.] 0x0000000000188efb
     0.17%  python3.10  [kernel.kallsyms]                         [k] skb_page_frag_refill
     0.17%  python3.10  python3.10                                [.] 0x0000000000174090
     0.17%  python3.10  python3.10                                [.] 0x000000000020bef5
     0.17%  python3.10  python3.10                                [.] 0x000000000018d060
     0.17%  python3.10  python3.10                                [.] 0x000000000018d162
     0.16%  python3.10  python3.10                                [.] 0x000000000006fb94
     0.16%  python3.10  python3.10                                [.] 0x000000000031e7a0
     0.16%  python3.10  python3.10                                [.] 0x000000000011b2f6
     0.16%  python3.10  python3.10                                [.] 0x0000000000131194
     0.16%  python3.10  python3.10                                [.] 0x000000000018d656
     0.16%  python3.10  [kernel.kallsyms]                         [k] kfree
     0.16%  python3.10  libcrypto.so.3                            [.] EVP_MD_free
     0.16%  python3.10  python3.10                                [.] 0x00000000001d48d5
     0.16%  python3.10  [kernel.kallsyms]                         [k] slab_free_freelist_hook.constprop.0
     0.16%  python3.10  python3.10                                [.] 0x000000000018d077
     0.16%  python3.10  [kernel.kallsyms]                         [k] kfree_skbmem
     0.16%  python3.10  python3.10                                [.] _PyTime_localtime
     0.16%  python3.10  python3.10                                [.] 0x00000000001280b0
     0.16%  python3.10  python3.10                                [.] 0x00000000001d4916
     0.16%  python3.10  python3.10                                [.] 0x00000000002949de
     0.15%  python3.10  python3.10                                [.] PyUnicode_New
     0.15%  python3.10  python3.10                                [.] 0x00000000001228d1
     0.15%  python3.10  libc.so.6                                 [.] __stpncpy_sse2_unaligned
     0.15%  python3.10  python3.10                                [.] 0x0000000000206c54
     0.15%  python3.10  libc.so.6                                 [.] 0x00000000001a09d7
     0.15%  python3.10  python3.10                                [.] 0x00000000001598c4
     0.15%  python3.10  python3.10                                [.] 0x0000000000296fb2
     0.15%  python3.10  [kernel.kallsyms]                         [k] __update_load_avg_cfs_rq
     0.15%  python3.10  python3.10                                [.] 0x000000000017c384
     0.15%  python3.10  python3.10                                [.] 0x000000000020bea0
     0.15%  python3.10  python3.10                                [.] PyBytes_FromStringAndSize
     0.15%  python3.10  python3.10                                [.] 0x000000000012290a
     0.15%  python3.10  libc.so.6                                 [.] 0x00000000001a0970
     0.15%  python3.10  python3.10                                [.] 0x0000000000188fd0
     0.15%  python3.10  libc.so.6                                 [.] __strncpy_sse2_unaligned
     0.15%  python3.10  [kernel.kallsyms]                         [k] task_h_load
     0.15%  python3.10  python3.10                                [.] 0x0000000000188d4e
     0.14%  python3.10  [kernel.kallsyms]                         [k] select_idle_cpu
     0.14%  python3.10  libc.so.6                                 [.] 0x00000000001a0940
     0.14%  python3.10  [kernel.kallsyms]                         [k] tcp_ack
     0.14%  python3.10  python3.10                                [.] 0x000000000015b557
     0.14%  python3.10  libc.so.6                                 [.] 0x00000000001a1100
     0.14%  python3.10  [kernel.kallsyms]                         [k] tcp_recvmsg_locked
     0.14%  python3.10  python3.10                                [.] 0x000000000018bfad
     0.14%  python3.10  python3.10                                [.] 0x000000000018bfa9
     0.14%  python3.10  [kernel.kallsyms]                         [k] __wake_up_common
     0.14%  python3.10  python3.10                                [.] 0x0000000000295074
     0.14%  python3.10  python3.10                                [.] PyObject_GetBuffer
     0.14%  python3.10  python3.10                                [.] 0x000000000018d589
     0.14%  python3.10  python3.10                                [.] 0x0000000000137a84
     0.14%  python3.10  python3.10                                [.] 0x0000000000188dd7
     0.14%  python3.10  libcrypto.so.3                            [.] 0x000000000030797f
     0.14%  python3.10  python3.10                                [.] 0x00000000002cfec0
     0.14%  python3.10  python3.10                                [.] 0x000000000023ec34
     0.14%  python3.10  python3.10                                [.] 0x0000000000243720
     0.14%  python3.10  [kernel.kallsyms]                         [k] aa_sk_perm
     0.14%  python3.10  python3.10                                [.] 0x000000000017c5fd
     0.14%  python3.10  python3.10                                [.] 0x0000000000206c70
     0.14%  python3.10  python3.10                                [.] 0x00000000002775ce
     0.13%  python3.10  libcrypto.so.3                            [.] CRYPTO_clear_free
     0.13%  python3.10  python3.10                                [.] _PyTime_GetSystemClock
     0.13%  python3.10  [kernel.kallsyms]                         [k] ___perf_sw_event
     0.13%  python3.10  python3.10                                [.] 0x0000000000293ea7
     0.13%  python3.10  python3.10                                [.] 0x0000000000188ed5
     0.13%  python3.10  python3.10                                [.] 0x000000000012287d
     0.13%  python3.10  python3.10                                [.] 0x0000000000122826
     0.13%  python3.10  [kernel.kallsyms]                         [k] __netif_receive_skb_core.constprop.0
     0.13%  python3.10  python3.10                                [.] 0x0000000000188de4
     0.13%  python3.10  python3.10                                [.] 0x0000000000150834
     0.13%  python3.10  [kernel.kallsyms]                         [k] __fget_light
     0.13%  python3.10  python3.10                                [.] 0x000000000015efdc
     0.13%  python3.10  python3.10                                [.] 0x000000000015b564
     0.13%  python3.10  python3.10                                [.] 0x00000000001732d6
     0.13%  python3.10  python3.10                                [.] 0x00000000001893e0
     0.13%  python3.10  python3.10                                [.] 0x00000000001d4902
     0.13%  python3.10  python3.10                                [.] 0x000000000018bfe0
     0.13%  python3.10  python3.10                                [.] 0x00000000001b63ec
     0.13%  python3.10  [kernel.kallsyms]                         [k] x86_pmu_disable
     0.13%  python3.10  python3.10                                [.] 0x00000000001228b7
     0.13%  python3.10  [kernel.kallsyms]                         [k] __ip_local_out
     0.12%  python3.10  python3.10                                [.] 0x00000000002b39e2
     0.12%  python3.10  python3.10                                [.] 0x0000000000294957
     0.12%  python3.10  python3.10                                [.] 0x000000000017c380
     0.12%  python3.10  python3.10                                [.] 0x0000000000287fd0
     0.12%  python3.10  [kernel.kallsyms]                         [k] __perf_event_task_sched_in
     0.12%  python3.10  [kernel.kallsyms]                         [k] sock_poll
     0.12%  python3.10  python3.10                                [.] 0x000000000015c5fe
     0.12%  python3.10  python3.10                                [.] 0x00000000001d48e1
     0.12%  python3.10  [kernel.kallsyms]                         [k] tcp_recvmsg
     0.12%  python3.10  python3.10                                [.] 0x00000000001d48f3
     0.12%  python3.10  python3.10                                [.] PyObject_RichCompare
     0.12%  python3.10  python3.10                                [.] 0x0000000000169ae7
     0.12%  python3.10  python3.10                                [.] 0x0000000000137a8f
     0.12%  python3.10  python3.10                                [.] 0x000000000018d96b
     0.12%  python3.10  python3.10                                [.] 0x00000000001d48d0
     0.12%  python3.10  python3.10                                [.] 0x0000000000280a83
     0.12%  python3.10  [kernel.kallsyms]                         [k] ip_rcv_core
     0.12%  python3.10  [kernel.kallsyms]                         [k] __tcp_transmit_skb
     0.12%  python3.10  [kernel.kallsyms]                         [k] fput
     0.12%  python3.10  [vdso]                                    [.] 0x00000000000006e8
     0.12%  python3.10  python3.10                                [.] 0x000000000018c0a4
     0.12%  python3.10  [kernel.kallsyms]                         [k] __fget_files
     0.12%  python3.10  python3.10                                [.] 0x00000000000e47d6
     0.12%  python3.10  python3.10                                [.] 0x00000000001411d5
     0.12%  python3.10  python3.10                                [.] 0x0000000000151e21
     0.12%  python3.10  python3.10                                [.] 0x0000000000137aa0
     0.12%  python3.10  libcrypto.so.3                            [.] 0x0000000000307730
     0.12%  python3.10  python3.10                                [.] 0x00000000001225b0
     0.12%  python3.10  python3.10                                [.] 0x000000000015b21b
     0.12%  python3.10  python3.10                                [.] 0x000000000015b50e
     0.11%  python3.10  python3.10                                [.] 0x000000000018bf70
     0.11%  python3.10  python3.10                                [.] 0x00000000001228fb
     0.11%  python3.10  python3.10                                [.] 0x0000000000179f9b
     0.11%  python3.10  python3.10                                [.] 0x00000000001795a2
     0.11%  python3.10  [kernel.kallsyms]                         [k] error_entry
     0.11%  python3.10  [kernel.kallsyms]                         [k] kmem_cache_free
     0.11%  python3.10  python3.10                                [.] 0x0000000000179538
     0.11%  python3.10  python3.10                                [.] 0x0000000000188eba
     0.11%  python3.10  libcrypto.so.3                            [.] 0x0000000000307551
     0.11%  python3.10  python3.10                                [.] 0x000000000018d193
     0.11%  python3.10  python3.10                                [.] 0x0000000000179553
     0.11%  python3.10  python3.10                                [.] 0x000000000018d20a
     0.11%  python3.10  python3.10                                [.] 0x0000000000188e99
     0.11%  python3.10  python3.10                                [.] 0x000000000015efaa
     0.11%  python3.10  python3.10                                [.] 0x0000000000169ae0
     0.11%  python3.10  python3.10                                [.] 0x00000000002f81d4
     0.10%  python3.10  [kernel.kallsyms]                         [k] rb_erase
     0.10%  python3.10  python3.10                                [.] 0x00000000001894ba
     0.10%  python3.10  python3.10                                [.] 0x00000000002d9ea0
     0.10%  python3.10  [kernel.kallsyms]                         [k] tcp_write_xmit
     0.10%  python3.10  python3.10                                [.] 0x000000000015b504
     0.10%  python3.10  python3.10                                [.] 0x0000000000137bbf
     0.10%  python3.10  python3.10                                [.] PyLong_FromUnicodeObject
     0.10%  python3.10  python3.10                                [.] 0x000000000014359d
     0.10%  python3.10  [kernel.kallsyms]                         [k] syscall_return_via_sysret
     0.10%  python3.10  [kernel.kallsyms]                         [k] sk_stream_alloc_skb
     0.10%  python3.10  python3.10                                [.] 0x0000000000296faa
     0.10%  python3.10  python3.10                                [.] 0x000000000015c5f4
     0.10%  python3.10  python3.10                                [.] 0x0000000000122870
     0.10%  python3.10  python3.10                                [.] 0x00000000001795ed
     0.10%  python3.10  python3.10                                [.] 0x000000000018d4be
     0.10%  python3.10  [kernel.kallsyms]                         [k] _raw_spin_lock_bh
     0.10%  python3.10  python3.10                                [.] 0x0000000000127ea0
     0.10%  python3.10  python3.10                                [.] 0x000000000018d5ef
     0.10%  python3.10  python3.10                                [.] 0x000000000011eafb
     0.10%  python3.10  python3.10                                [.] 0x000000000014f6d4
     0.10%  python3.10  python3.10                                [.] 0x000000000017c38a
     0.10%  python3.10  python3.10                                [.] 0x000000000023ec4e
     0.10%  python3.10  libc.so.6                                 [.] parse_qtd_backslash
     0.10%  python3.10  python3.10                                [.] 0x00000000002066e7
     0.10%  python3.10  python3.10                                [.] 0x0000000000122b33
     0.10%  python3.10  python3.10                                [.] 0x000000000015b509
     0.10%  python3.10  python3.10                                [.] 0x0000000000188eea
     0.10%  python3.10  python3.10                                [.] 0x000000000018d5d8
     0.10%  python3.10  python3.10                                [.] 0x000000000015f01e
     0.10%  python3.10  [kernel.kallsyms]                         [k] tcp_update_skb_after_send
     0.10%  python3.10  python3.10                                [.] 0x000000000020bec2
     0.10%  python3.10  libc.so.6                                 [.] round_and_return
     0.10%  python3.10  [kernel.kallsyms]                         [k] tcp_v4_do_rcv
     0.10%  python3.10  [kernel.kallsyms]                         [k] enqueue_timer
     0.10%  python3.10  libcrypto.so.3                            [.] 0x000000000030824d
     0.10%  python3.10  python3.10                                [.] 0x00000000001795a6
     0.10%  python3.10  python3.10                                [.] 0x0000000000137a60
     0.10%  python3.10  python3.10                                [.] 0x000000000020673e
     0.10%  python3.10  python3.10                                [.] 0x00000000001338a0
     0.09%  python3.10  libcrypto.so.3                            [.] 0x00000000003074a5
     0.09%  python3.10  python3.10                                [.] 0x000000000017c3e3
     0.09%  python3.10  libc.so.6                                 [.] 0x000000000019d981
     0.09%  python3.10  python3.10                                [.] 0x0000000000151f46
     0.09%  python3.10  python3.10                                [.] 0x0000000000137aad
     0.09%  python3.10  python3.10                                [.] 0x000000000020bed3
     0.09%  python3.10  python3.10                                [.] 0x000000000017c388
     0.09%  python3.10  [kernel.kallsyms]                         [k] schedule_timeout
     0.09%  python3.10  python3.10                                [.] 0x000000000018bfef
     0.09%  python3.10  python3.10                                [.] 0x0000000000188d40
     0.09%  python3.10  python3.10                                [.] 0x000000000014f6ef
     0.09%  python3.10  python3.10                                [.] 0x000000000020bf50
     0.09%  python3.10  python3.10                                [.] 0x000000000016a391
     0.09%  python3.10  python3.10                                [.] 0x000000000016a30c
     0.09%  python3.10  python3.10                                [.] 0x000000000018c045
     0.09%  python3.10  python3.10                                [.] 0x0000000000293df9
     0.09%  python3.10  [kernel.kallsyms]                         [k] tcp_skb_entail
     0.09%  python3.10  python3.10                                [.] 0x000000000012292f
     0.09%  python3.10  python3.10                                [.] 0x000000000018d25c
     0.09%  python3.10  python3.10                                [.] PyFloat_FromDouble
     0.09%  python3.10  python3.10                                [.] 0x000000000018bf7d
     0.09%  python3.10  python3.10                                [.] 0x0000000000150885
     0.09%  python3.10  python3.10                                [.] 0x0000000000152269
     0.09%  python3.10  python3.10                                [.] 0x000000000017f965
     0.09%  python3.10  python3.10                                [.] 0x0000000000188dae
     0.09%  python3.10  python3.10                                [.] PyObject_Free
     0.09%  python3.10  python3.10                                [.] 0x0000000000137ac9
     0.09%  python3.10  [kernel.kallsyms]                         [k] dequeue_entity
     0.09%  python3.10  libc.so.6                                 [.] 0x0000000000199f08
     0.09%  python3.10  python3.10                                [.] 0x0000000000179622
     0.09%  python3.10  python3.10                                [.] 0x000000000018947b
     0.09%  python3.10  [kernel.kallsyms]                         [k] ipv4_dst_check
     0.09%  python3.10  python3.10                                [.] 0x00000000001795cb
     0.09%  python3.10  [kernel.kallsyms]                         [k] tcp_current_mss
     0.09%  python3.10  python3.10                                [.] 0x000000000017c3e7
     0.09%  python3.10  _hashlib.cpython-310-x86_64-linux-gnu.so  [.] 0x0000000000006eae
     0.09%  python3.10  python3.10                                [.] 0x0000000000151da0
     0.09%  python3.10  python3.10                                [.] 0x00000000001732de
     0.09%  python3.10  python3.10                                [.] 0x00000000001598f9
     0.09%  python3.10  python3.10                                [.] 0x00000000001512ea
     0.09%  python3.10  python3.10                                [.] 0x000000000017c38c
     0.09%  python3.10  [kernel.kallsyms]                         [k] select_estimate_accuracy
     0.09%  python3.10  python3.10                                [.] 0x000000000015ffbd
     0.09%  python3.10  python3.10                                [.] _PyLong_Format
     0.09%  python3.10  python3.10                                [.] 0x000000000015b506
     0.09%  python3.10  [kernel.kallsyms]                         [k] detach_if_pending
     0.09%  python3.10  python3.10                                [.] 0x00000000000b63fb
     0.09%  python3.10  python3.10                                [.] 0x000000000018d237
     0.09%  python3.10  [kernel.kallsyms]                         [k] ip_local_out
     0.09%  python3.10  libcrypto.so.3                            [.] 0x000000000030808f
     0.09%  python3.10  [kernel.kallsyms]                         [k] wait_woken
     0.09%  python3.10  [kernel.kallsyms]                         [k] native_write_msr_safe
     0.09%  python3.10  [kernel.kallsyms]                         [k] native_read_msr
     0.09%  python3.10  libcrypto.so.3                            [.] 0x00000000003073c8
     0.09%  python3.10  [kernel.kallsyms]                         [k] __softirqentry_text_start
     0.09%  python3.10  python3.10                                [.] 0x000000000015b56c
     0.09%  python3.10  python3.10                                [.] 0x0000000000296fcd
     0.09%  python3.10  python3.10                                [.] 0x00000000001598d1
     0.09%  python3.10  python3.10                                [.] 0x00000000001c3770
     0.09%  python3.10  python3.10                                [.] 0x00000000001b63db
     0.09%  python3.10  python3.10                                [.] 0x00000000001228eb
     0.09%  python3.10  libcrypto.so.3                            [.] EVP_MD_CTX_set_flags
     0.09%  python3.10  python3.10                                [.] 0x000000000014342c
     0.09%  python3.10  [kernel.kallsyms]                         [k] _raw_spin_lock
     0.09%  python3.10  libc.so.6                                 [.] __netlink_request
     0.09%  python3.10  libc.so.6                                 [.] 0x00000000001a09c0
     0.09%  python3.10  python3.10                                [.] 0x000000000011e943
     0.09%  python3.10  python3.10                                [.] 0x0000000000198e4d
     0.09%  python3.10  python3.10                                [.] 0x000000000018d5fe
     0.09%  python3.10  libcrypto.so.3                            [.] 0x0000000000258a67
     0.09%  python3.10  libcrypto.so.3                            [.] 0x00000000003081ad
     0.09%  python3.10  python3.10                                [.] 0x000000000018d757
     0.09%  python3.10  python3.10                                [.] 0x0000000000188ff0
     0.09%  python3.10  libcrypto.so.3                            [.] 0x0000000000307925
     0.08%  python3.10  python3.10                                [.] 0x0000000000133a67
     0.08%  python3.10  [kernel.kallsyms]                         [k] ip_finish_output2
     0.08%  python3.10  python3.10                                [.] PyUnicode_Decode
     0.08%  python3.10  python3.10                                [.] 0x00000000001a3036
     0.08%  python3.10  python3.10                                [.] 0x0000000000241485
     0.08%  python3.10  python3.10                                [.] 0x0000000000137bcf
     0.08%  python3.10  python3.10                                [.] 0x00000000001f6184
     0.08%  python3.10  python3.10                                [.] 0x000000000015e10a
     0.08%  python3.10  python3.10                                [.] 0x0000000000179541
     0.08%  python3.10  python3.10                                [.] 0x00000000001a30f1
     0.08%  python3.10  python3.10                                [.] PyObject_GetItem
     0.08%  python3.10  [kernel.kallsyms]                         [k] try_to_wake_up
     0.08%  python3.10  python3.10                                [.] 0x000000000015effa
     0.08%  python3.10  python3.10                                [.] 0x00000000002cfed2
     0.08%  python3.10  python3.10                                [.] 0x0000000000206556
     0.08%  python3.10  python3.10                                [.] 0x000000000015f000
     0.08%  python3.10  python3.10                                [.] 0x000000000011e890
     0.08%  python3.10  libcrypto.so.3                            [.] 0x0000000000308004
     0.08%  python3.10  python3.10                                [.] 0x0000000000131146
     0.08%  python3.10  python3.10                                [.] 0x000000000018928c
     0.08%  python3.10  python3.10                                [.] 0x0000000000151db8
     0.08%  python3.10  python3.10                                [.] 0x000000000017c407
     0.08%  python3.10  python3.10                                [.] 0x000000000018d06c
     0.08%  python3.10  python3.10                                [.] 0x0000000000137a9c
     0.08%  python3.10  libc.so.6                                 [.] 0x0000000000199e70
     0.08%  python3.10  [kernel.kallsyms]                         [k] calc_timer_values
     0.08%  python3.10  python3.10                                [.] 0x000000000018c0be
     0.08%  python3.10  python3.10                                [.] 0x00000000001795d2
     0.08%  python3.10  python3.10                                [.] 0x000000000017f968
     0.08%  python3.10  python3.10                                [.] 0x0000000000294f14
     0.08%  python3.10  libcrypto.so.3                            [.] 0x000000000030844a
     0.08%  python3.10  python3.10                                [.] 0x00000000001d4924
     0.08%  python3.10  [kernel.kallsyms]                         [k] sock_recvmsg
     0.08%  python3.10  libcrypto.so.3                            [.] 0x0000000000307d07
     0.08%  python3.10  [kernel.kallsyms]                         [k] __sys_recvfrom
     0.08%  python3.10  python3.10                                [.] 0x000000000018d06a
     0.08%  python3.10  libc.so.6                                 [.] 0x000000000019d969
     0.08%  python3.10  libcrypto.so.3                            [.] 0x0000000000307201
     0.08%  python3.10  libc.so.6                                 [.] 0x0000000000199cee
     0.08%  python3.10  libc.so.6                                 [.] 0x00000000001a0a3a
     0.08%  python3.10  python3.10                                [.] 0x0000000000133aa3
     0.08%  python3.10  python3.10                                [.] 0x0000000000137bc7
     0.08%  python3.10  python3.10                                [.] 0x000000000017961e
     0.08%  python3.10  [kernel.kallsyms]                         [k] __virt_addr_valid
     0.08%  python3.10  python3.10                                [.] 0x00000000001522f3
     0.08%  python3.10  python3.10                                [.] 0x000000000029b702
     0.08%  python3.10  libc.so.6                                 [.] 0x00000000001a1104
     0.08%  python3.10  python3.10                                [.] 0x000000000011d4d0
     0.08%  python3.10  python3.10                                [.] 0x0000000000206cec
     0.08%  python3.10  python3.10                                [.] 0x000000000018bf76
     0.08%  python3.10  python3.10                                [.] 0x0000000000174fb0
     0.08%  python3.10  python3.10                                [.] 0x0000000000151dbc
     0.08%  python3.10  libm.so.6                                 [.] __gammaf_r_finite@GLIBC_2.15
     0.08%  python3.10  python3.10                                [.] 0x000000000018bfd4
     0.08%  python3.10  python3.10                                [.] 0x000000000011eae7
     0.08%  python3.10  python3.10                                [.] 0x000000000027760f
     0.08%  python3.10  [kernel.kallsyms]                         [k] ipv4_mtu
     0.08%  python3.10  python3.10                                [.] 0x000000000015d67b
     0.08%  python3.10  python3.10                                [.] 0x00000000002b6a1e
     0.08%  python3.10  python3.10                                [.] 0x000000000017c3f8
     0.08%  python3.10  libcrypto.so.3                            [.] 0x0000000000307686
     0.08%  python3.10  python3.10                                [.] 0x0000000000122832
     0.08%  python3.10  python3.10                                [.] 0x000000000018d215
     0.08%  python3.10  python3.10                                [.] 0x0000000000294738
     0.08%  python3.10  [kernel.kallsyms]                         [k] __hrtimer_run_queues
     0.08%  python3.10  python3.10                                [.] 0x000000000015ff70
     0.08%  python3.10  [kernel.kallsyms]                         [k] dst_release
     0.08%  python3.10  python3.10                                [.] 0x000000000018d19e
     0.08%  python3.10  python3.10                                [.] 0x00000000001732ee
     0.08%  python3.10  python3.10                                [.] 0x00000000001795e5
     0.08%  python3.10  python3.10                                [.] 0x00000000001b63f6
     0.08%  python3.10  python3.10                                [.] 0x0000000000070990
     0.07%  python3.10  python3.10                                [.] 0x000000000018d61c
     0.07%  python3.10  python3.10                                [.] 0x000000000017f864
     0.07%  python3.10  libcrypto.so.3                            [.] 0x0000000000308233
     0.07%  python3.10  [kernel.kallsyms]                         [k] skb_push
     0.07%  python3.10  python3.10                                [.] 0x0000000000137a6f
