# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 6K of event 'cycles'
# Event count (approx.): 1161683327
#
# Overhead  Command     Shared Object                             Symbol                                   
# ........  ..........  ........................................  .........................................
#
     0.19%  python3.10  python3.10                                [.] 0x0000000000188ef6
     0.19%  python3.10  [kernel.kallsyms]                         [k] sk_stream_alloc_skb
     0.19%  python3.10  libc.so.6                                 [.] re_search_internal
     0.19%  python3.10  libc.so.6                                 [.] parse_expression
     0.19%  python3.10  python3.10                                [.] 0x000000000018d589
     0.19%  python3.10  python3.10                                [.] 0x00000000001732de
     0.19%  python3.10  python3.10                                [.] PyTraceBack_Here
     0.19%  python3.10  python3.10                                [.] 0x000000000018c00b
     0.18%  python3.10  [kernel.kallsyms]                         [k] native_sched_clock
     0.18%  python3.10  python3.10                                [.] 0x0000000000188eb7
     0.18%  python3.10  [kernel.kallsyms]                         [k] __perf_event_task_sched_in
     0.18%  python3.10  python3.10                                [.] 0x0000000000188d20
     0.18%  python3.10  [kernel.kallsyms]                         [k] switch_fpu_return
     0.18%  python3.10  python3.10                                [.] 0x000000000018d151
     0.18%  python3.10  python3.10                                [.] 0x000000000018d54e
     0.18%  python3.10  python3.10                                [.] 0x000000000015ffe6
     0.18%  python3.10  python3.10                                [.] 0x000000000015b500
     0.18%  python3.10  python3.10                                [.] 0x000000000017c3a6
     0.17%  python3.10  python3.10                                [.] 0x00000000001228f6
     0.17%  python3.10  [kernel.kallsyms]                         [k] visit_groups_merge.constprop.0.isra.0
     0.17%  python3.10  python3.10                                [.] _PyDict_GetItemIdWithError
     0.17%  python3.10  [kernel.kallsyms]                         [k] sock_poll
     0.16%  python3.10  python3.10                                [.] 0x00000000002cfec0
     0.16%  python3.10  python3.10                                [.] 0x0000000000169ae0
     0.16%  python3.10  python3.10                                [.] 0x000000000015b546
     0.16%  python3.10  libcrypto.so.3                            [.] 0x000000000030830f
     0.16%  python3.10  libc.so.6                                 [.] re_compile_internal
     0.16%  python3.10  python3.10                                [.] 0x000000000018c0be
     0.16%  python3.10  python3.10                                [.] PyObject_Format
     0.16%  python3.10  [kernel.kallsyms]                         [k] select_idle_sibling
     0.16%  python3.10  python3.10                                [.] 0x0000000000137a60
     0.16%  python3.10  python3.10                                [.] 0x00000000001229dd
     0.15%  python3.10  python3.10                                [.] 0x000000000018c0a9
     0.15%  python3.10  python3.10                                [.] PySlice_Unpack
     0.15%  python3.10  [kernel.kallsyms]                         [k] perf_swevent_add
     0.15%  python3.10  python3.10                                [.] PyObject_Hash
     0.15%  python3.10  python3.10                                [.] 0x000000000018bf76
     0.15%  python3.10  libc.so.6                                 [.] 0x000000000019d981
     0.15%  python3.10  [kernel.kallsyms]                         [k] native_write_msr
     0.15%  python3.10  python3.10                                [.] PyUnicode_AsEncodedString
     0.15%  python3.10  python3.10                                [.] PyMem_Realloc
     0.14%  python3.10  [kernel.kallsyms]                         [k] perf_event_context_sched_out
     0.14%  python3.10  python3.10                                [.] 0x00000000001b63ff
     0.14%  python3.10  [kernel.kallsyms]                         [k] tcp_recvmsg_locked
     0.14%  python3.10  python3.10                                [.] 0x000000000015b506
     0.14%  python3.10  python3.10                                [.] 0x0000000000152321
     0.14%  python3.10  libc.so.6                                 [.] 0x00000000001a0986
     0.14%  python3.10  [kernel.kallsyms]                         [k] hash_futex
     0.14%  python3.10  python3.10                                [.] 0x000000000018d599
     0.14%  python3.10  [kernel.kallsyms]                         [k] tcp_add_backlog
     0.13%  python3.10  [kernel.kallsyms]                         [k] __kmalloc_node_track_caller
     0.13%  python3.10  python3.10                                [.] 0x000000000018d5bd
     0.13%  python3.10  python3.10                                [.] _PyFunction_Vectorcall
     0.13%  python3.10  python3.10                                [.] 0x0000000000137b77
     0.13%  python3.10  python3.10                                [.] 0x000000000018d1c6
     0.13%  python3.10  python3.10                                [.] 0x0000000000188d97
     0.13%  python3.10  python3.10                                [.] 0x0000000000137af0
     0.13%  python3.10  [kernel.kallsyms]                         [k] psi_task_switch
     0.13%  python3.10  python3.10                                [.] 0x0000000000137a66
     0.13%  python3.10  python3.10                                [.] 0x000000000018d162
     0.13%  python3.10  python3.10                                [.] 0x000000000020bec2
     0.12%  python3.10  python3.10                                [.] 0x000000000020bf50
     0.12%  python3.10  python3.10                                [.] 0x000000000017c3aa
     0.12%  python3.10  libc.so.6                                 [.] 0x0000000000199c12
     0.12%  python3.10  python3.10                                [.] 0x0000000000137ac9
     0.12%  python3.10  python3.10                                [.] 0x00000000001740af
     0.12%  python3.10  python3.10                                [.] 0x000000000018d585
     0.12%  python3.10  python3.10                                [.] 0x000000000018d5b6
     0.12%  python3.10  python3.10                                [.] 0x00000000001339c5
     0.12%  python3.10  python3.10                                [.] 0x0000000000206742
     0.12%  python3.10  python3.10                                [.] 0x0000000000122906
     0.12%  python3.10  [kernel.kallsyms]                         [k] schedule
     0.12%  python3.10  libc.so.6                                 [.] __strcat_ssse3
     0.12%  python3.10  libc.so.6                                 [.] __strncpy_sse2_unaligned
     0.11%  python3.10  libc.so.6                                 [.] __res_context_send
     0.11%  python3.10  python3.10                                [.] 0x00000000001d48d0
     0.11%  python3.10  python3.10                                [.] 0x000000000018d16d
     0.11%  python3.10  python3.10                                [.] 0x0000000000188dd7
     0.11%  python3.10  python3.10                                [.] 0x00000000001598cd
     0.11%  python3.10  python3.10                                [.] 0x00000000002942ff
     0.11%  python3.10  python3.10                                [.] 0x000000000018bfea
     0.11%  python3.10  [kernel.kallsyms]                         [k] perf_event_update_time
     0.11%  python3.10  libcrypto.so.3                            [.] 0x0000000000308118
     0.11%  python3.10  python3.10                                [.] 0x0000000000294725
     0.11%  python3.10  python3.10                                [.] 0x000000000018d753
     0.11%  python3.10  [kernel.kallsyms]                         [k] skb_release_data
     0.11%  python3.10  python3.10                                [.] 0x0000000000206c5f
     0.11%  python3.10  python3.10                                [.] 0x00000000001228da
     0.11%  python3.10  python3.10                                [.] 0x000000000017c3b2
     0.11%  python3.10  python3.10                                [.] 0x00000000001795fe
     0.11%  python3.10  [kernel.kallsyms]                         [k] ip_finish_output2
     0.11%  python3.10  python3.10                                [.] 0x0000000000189021
     0.11%  python3.10  python3.10                                [.] 0x000000000017c386
     0.11%  python3.10  python3.10                                [.] 0x00000000001522f3
     0.11%  python3.10  python3.10                                [.] 0x00000000002cfed2
     0.11%  python3.10  python3.10                                [.] 0x0000000000206c54
     0.11%  python3.10  python3.10                                [.] 0x0000000000188d4e
     0.11%  python3.10  python3.10                                [.] 0x000000000015ef7f
     0.11%  python3.10  python3.10                                [.] 0x000000000015f00e
     0.11%  python3.10  python3.10                                [.] PyList_New
     0.11%  python3.10  python3.10                                [.] _PyObject_New
     0.11%  python3.10  python3.10                                [.] 0x0000000000137bbf
     0.11%  python3.10  [kernel.kallsyms]                         [k] iterate_groups
     0.11%  python3.10  python3.10                                [.] 0x00000000001228ac
     0.11%  python3.10  [kernel.kallsyms]                         [k] slab_free_freelist_hook.constprop.0
     0.11%  python3.10  libcrypto.so.3                            [.] 0x0000000000308289
     0.11%  python3.10  [kernel.kallsyms]                         [k] __sk_dst_check
     0.11%  python3.10  libcrypto.so.3                            [.] 0x00000000003081eb
     0.11%  python3.10  python3.10                                [.] 0x000000000018d060
     0.11%  python3.10  python3.10                                [.] 0x000000000015b537
     0.10%  python3.10  python3.10                                [.] 0x0000000000122820
     0.10%  python3.10  python3.10                                [.] 0x00000000001d48e8
     0.10%  python3.10  [kernel.kallsyms]                         [k] __alloc_skb
     0.10%  python3.10  python3.10                                [.] 0x0000000000128097
     0.10%  python3.10  python3.10                                [.] PyNumber_Xor
     0.10%  python3.10  [kernel.kallsyms]                         [k] kfence_ksize
     0.10%  python3.10  python3.10                                [.] 0x000000000015eff6
     0.10%  python3.10  python3.10                                [.] 0x0000000000122930
     0.10%  python3.10  [kernel.kallsyms]                         [k] put_prev_entity
     0.10%  python3.10  python3.10                                [.] 0x000000000015efaa
     0.10%  python3.10  python3.10                                [.] 0x000000000018bfd8
     0.10%  python3.10  [kernel.kallsyms]                         [k] tcp_ack
     0.10%  python3.10  python3.10                                [.] 0x0000000000137b7b
     0.10%  python3.10  python3.10                                [.] 0x000000000018c03d
     0.10%  python3.10  python3.10                                [.] _PyUnicode_InsertThousandsGrouping
     0.10%  python3.10  [kernel.kallsyms]                         [k] __intel_pmu_enable_all.constprop.0
     0.10%  python3.10  python3.10                                [.] 0x000000000017c38a
     0.10%  python3.10  [kernel.kallsyms]                         [k] try_to_wake_up
     0.10%  python3.10  [kernel.kallsyms]                         [k] tcp_rcv_established
     0.10%  python3.10  python3.10                                [.] 0x0000000000179592
     0.10%  python3.10  python3.10                                [.] 0x000000000029b554
     0.10%  python3.10  python3.10                                [.] PyType_GenericAlloc
     0.10%  python3.10  libcrypto.so.3                            [.] 0x00000000003075c6
     0.10%  python3.10  python3.10                                [.] 0x000000000018d1c1
     0.10%  python3.10  libc.so.6                                 [.] 0x00000000001a1100
     0.09%  python3.10  [kernel.kallsyms]                         [k] dequeue_entity
     0.09%  python3.10  python3.10                                [.] 0x00000000001d48d6
     0.09%  python3.10  python3.10                                [.] 0x0000000000127f59
     0.09%  python3.10  [kernel.kallsyms]                         [k] psi_task_change
     0.09%  python3.10  python3.10                                [.] 0x0000000000137bcf
     0.09%  python3.10  python3.10                                [.] 0x000000000018d07c
     0.09%  python3.10  [kernel.kallsyms]                         [k] attach_entity_load_avg
     0.09%  python3.10  python3.10                                [.] 0x000000000016ac33
     0.09%  python3.10  python3.10                                [.] 0x0000000000206c70
     0.09%  python3.10  python3.10                                [.] 0x000000000018d077
     0.09%  python3.10  python3.10                                [.] 0x0000000000243810
     0.09%  python3.10  python3.10                                [.] 0x0000000000293e33
     0.09%  python3.10  python3.10                                [.] 0x000000000018c010
     0.09%  python3.10  python3.10                                [.] 0x00000000001795b3
     0.09%  python3.10  libm.so.6                                 [.] __gammaf_r_finite@GLIBC_2.15
     0.09%  python3.10  python3.10                                [.] 0x00000000001795a2
     0.09%  python3.10  python3.10                                [.] 0x000000000018d21a
     0.09%  python3.10  python3.10                                [.] 0x000000000015efe1
     0.09%  python3.10  [kernel.kallsyms]                         [k] tcp_write_xmit
     0.09%  python3.10  python3.10                                [.] 0x00000000001229d0
     0.09%  python3.10  python3.10                                [.] 0x00000000001d491e
     0.09%  python3.10  python3.10                                [.] 0x00000000001b6406
     0.09%  python3.10  python3.10                                [.] 0x0000000000206c65
     0.09%  python3.10  python3.10                                [.] 0x00000000001d48f3
     0.09%  python3.10  libc.so.6                                 [.] 0x00000000001a0944
     0.09%  python3.10  [kernel.kallsyms]                         [k] kmem_cache_free
     0.09%  python3.10  python3.10                                [.] 0x000000000018d091
     0.09%  python3.10  python3.10                                [.] 0x0000000000188e69
     0.09%  python3.10  python3.10                                [.] 0x00000000001508a2
     0.09%  python3.10  python3.10                                [.] PyObject_RichCompare
     0.09%  python3.10  python3.10                                [.] 0x0000000000167da0
     0.09%  python3.10  [kernel.kallsyms]                         [k] ipv4_mtu
     0.08%  python3.10  python3.10                                [.] 0x0000000000188dc9
     0.08%  python3.10  python3.10                                [.] 0x000000000017953a
     0.08%  python3.10  python3.10                                [.] 0x00000000001b5ac4
     0.08%  python3.10  [kernel.kallsyms]                         [k] __x64_sys_poll
     0.08%  python3.10  [kernel.kallsyms]                         [k] tcp_poll
     0.08%  python3.10  python3.10                                [.] 0x000000000012291a
     0.08%  python3.10  python3.10                                [.] 0x000000000020beee
     0.08%  python3.10  libcrypto.so.3                            [.] 0x00000000003078f5
     0.08%  python3.10  python3.10                                [.] 0x0000000000188d7f
     0.08%  python3.10  python3.10                                [.] 0x0000000000188de0
     0.08%  python3.10  python3.10                                [.] 0x000000000011b315
     0.08%  python3.10  python3.10                                [.] 0x000000000018d51f
     0.08%  python3.10  python3.10                                [.] 0x000000000015b557
     0.08%  python3.10  python3.10                                [.] 0x000000000018d06d
     0.08%  python3.10  libcrypto.so.3                            [.] CRYPTO_zalloc
     0.08%  python3.10  python3.10                                [.] 0x000000000018bfef
     0.08%  python3.10  python3.10                                [.] 0x0000000000294e97
     0.08%  python3.10  python3.10                                [.] 0x000000000018d64f
     0.08%  python3.10  [kernel.kallsyms]                         [k] prepare_task_switch
     0.08%  python3.10  python3.10                                [.] _PyObject_GenericGetAttrWithDict
     0.08%  python3.10  python3.10                                [.] _PyLong_Format
     0.08%  python3.10  python3.10                                [.] 0x0000000000188dfe
     0.08%  python3.10  python3.10                                [.] 0x0000000000127fe8
     0.08%  python3.10  python3.10                                [.] 0x0000000000137a6b
     0.08%  python3.10  python3.10                                [.] 0x000000000015b568
     0.08%  python3.10  python3.10                                [.] 0x000000000015afd9
     0.08%  python3.10  python3.10                                [.] 0x0000000000188dec
     0.08%  python3.10  [kernel.kallsyms]                         [k] _raw_spin_lock_irqsave
     0.08%  python3.10  python3.10                                [.] 0x00000000001d48d5
     0.08%  python3.10  python3.10                                [.] 0x00000000002d9ea4
     0.08%  python3.10  python3.10                                [.] 0x000000000018d66e
     0.08%  python3.10  python3.10                                [.] 0x000000000012809b
     0.08%  python3.10  python3.10                                [.] 0x000000000012161a
     0.08%  python3.10  python3.10                                [.] 0x0000000000122870
     0.08%  python3.10  python3.10                                [.] 0x0000000000152293
     0.08%  python3.10  python3.10                                [.] 0x000000000015d67b
     0.08%  python3.10  libc.so.6                                 [.] 0x00000000001a0951
     0.08%  python3.10  libc.so.6                                 [.] 0x0000000000199eee
     0.08%  python3.10  python3.10                                [.] 0x0000000000131338
     0.08%  python3.10  python3.10                                [.] 0x000000000015f01d
     0.08%  python3.10  [kernel.kallsyms]                         [k] __update_load_avg_se
     0.08%  python3.10  python3.10                                [.] 0x000000000018d510
     0.08%  python3.10  python3.10                                [.] 0x00000000001732c6
     0.07%  python3.10  [kernel.kallsyms]                         [k] rb_erase
     0.07%  python3.10  python3.10                                [.] 0x0000000000137a88
     0.07%  python3.10  python3.10                                [.] PyObject_GetBuffer
     0.07%  python3.10  [kernel.kallsyms]                         [k] ___perf_sw_event
     0.07%  python3.10  python3.10                                [.] PyErr_CheckSignals
     0.07%  python3.10  python3.10                                [.] 0x0000000000137a8f
     0.07%  python3.10  python3.10                                [.] 0x00000000001d494a
     0.07%  python3.10  [kernel.kallsyms]                         [k] ip_local_deliver_finish
     0.07%  python3.10  python3.10                                [.] 0x0000000000179530
     0.07%  python3.10  libcrypto.so.3                            [.] 0x0000000000255d34
     0.07%  python3.10  python3.10                                [.] 0x00000000001228b7
     0.07%  python3.10  python3.10                                [.] 0x000000000012288b
     0.07%  python3.10  python3.10                                [.] 0x00000000001d4965
     0.07%  python3.10  python3.10                                [.] 0x000000000020bf52
     0.07%  python3.10  python3.10                                [.] 0x000000000018c087
     0.07%  python3.10  python3.10                                [.] 0x000000000018d757
     0.07%  python3.10  python3.10                                [.] 0x0000000000188d00
     0.07%  python3.10  python3.10                                [.] 0x000000000017a8e0
     0.07%  python3.10  python3.10                                [.] 0x000000000015f025
     0.07%  python3.10  libcrypto.so.3                            [.] 0x0000000000307371
     0.07%  python3.10  python3.10                                [.] 0x0000000000122901
     0.07%  python3.10  python3.10                                [.] 0x000000000011d514
     0.07%  python3.10  [kernel.kallsyms]                         [k] migrate_enable
     0.07%  python3.10  python3.10                                [.] 0x0000000000122660
     0.07%  python3.10  python3.10                                [.] 0x0000000000122826
     0.07%  python3.10  python3.10                                [.] 0x0000000000188d02
     0.07%  python3.10  python3.10                                [.] 0x00000000001795d2
     0.07%  python3.10  python3.10                                [.] 0x00000000001229fe
     0.07%  python3.10  python3.10                                [.] 0x0000000000294296
     0.07%  python3.10  python3.10                                [.] 0x000000000018d75f
     0.07%  python3.10  python3.10                                [.] 0x0000000000159c34
     0.07%  python3.10  python3.10                                [.] 0x000000000018d26e
     0.07%  python3.10  python3.10                                [.] 0x00000000001740ab
     0.07%  python3.10  [kernel.kallsyms]                         [k] sock_def_readable
     0.07%  python3.10  [kernel.kallsyms]                         [k] update_load_avg
     0.07%  python3.10  python3.10                                [.] PyObject_Free
     0.07%  python3.10  libcrypto.so.3                            [.] 0x0000000000307169
     0.07%  python3.10  python3.10                                [.] 0x00000000001630c4
     0.07%  python3.10  [kernel.kallsyms]                         [k] skb_page_frag_refill
     0.07%  python3.10  python3.10                                [.] 0x00000000001411d5
     0.07%  python3.10  libc.so.6                                 [.] 0x00000000001a097f
     0.07%  python3.10  python3.10                                [.] 0x000000000011ed22
     0.07%  python3.10  python3.10                                [.] 0x000000000016a31a
     0.07%  python3.10  python3.10                                [.] 0x0000000000137a84
     0.07%  python3.10  [kernel.kallsyms]                         [k] tcp_event_data_recv
     0.07%  python3.10  python3.10                                [.] 0x00000000002b6a1c
     0.07%  python3.10  [kernel.kallsyms]                         [k] dequeue_task_fair
     0.07%  python3.10  python3.10                                [.] 0x000000000015b554
     0.07%  python3.10  python3.10                                [.] 0x0000000000188eea
     0.07%  python3.10  [kernel.kallsyms]                         [k] __get_user_4
     0.07%  python3.10  [kernel.kallsyms]                         [k] fput
     0.07%  python3.10  [kernel.kallsyms]                         [k] __schedule
     0.07%  python3.10  [vdso]                                    [.] __vdso_clock_gettime
     0.07%  python3.10  python3.10                                [.] 0x000000000017c3d0
     0.06%  python3.10  [kernel.kallsyms]                         [k] sk_wait_data
     0.06%  python3.10  [kernel.kallsyms]                         [k] sock_put
     0.06%  python3.10  libc.so.6                                 [.] 0x00000000001a0a46
     0.06%  python3.10  libcrypto.so.3                            [.] 0x000000000017e315
     0.06%  python3.10  python3.10                                [.] 0x0000000000188cfd
     0.06%  python3.10  libc.so.6                                 [.] 0x00000000001a1238
     0.06%  python3.10  [kernel.kallsyms]                         [k] ctx_sched_in
     0.06%  python3.10  libc.so.6                                 [.] 0x00000000001a0984
     0.06%  python3.10  python3.10                                [.] 0x000000000015faa1
     0.06%  python3.10  python3.10                                [.] 0x0000000000137a9c
     0.06%  python3.10  python3.10                                [.] 0x0000000000169ca9
     0.06%  python3.10  [kernel.kallsyms]                         [k] do_vfs_ioctl
     0.06%  python3.10  python3.10                                [.] 0x000000000012e754
     0.06%  python3.10  python3.10                                [.] 0x000000000015fff7
     0.06%  python3.10  python3.10                                [.] 0x000000000016a34d
     0.06%  python3.10  python3.10                                [.] 0x0000000000294254
     0.06%  python3.10  [kernel.kallsyms]                         [k] timerqueue_add
     0.06%  python3.10  python3.10                                [.] 0x0000000000137bc7
     0.06%  python3.10  python3.10                                [.] 0x0000000000169af0
     0.06%  python3.10  python3.10                                [.] 0x0000000000179c0e
     0.06%  python3.10  libc.so.6                                 [.] parse_qtd_backslash
     0.06%  python3.10  python3.10                                [.] 0x00000000001732ce
     0.06%  python3.10  python3.10                                [.] 0x00000000001d4951
     0.06%  python3.10  python3.10                                [.] 0x000000000020692a
     0.06%  python3.10  [kernel.kallsyms]                         [k] native_read_msr
     0.06%  python3.10  python3.10                                [.] 0x0000000000137bfa
     0.06%  python3.10  python3.10                                [.] 0x000000000015b519
     0.06%  python3.10  python3.10                                [.] 0x00000000001782a0
     0.06%  python3.10  python3.10                                [.] 0x000000000020659e
     0.06%  python3.10  python3.10                                [.] 0x0000000000286dd4
     0.06%  python3.10  python3.10                                [.] 0x000000000018d165
     0.06%  python3.10  [kernel.kallsyms]                         [k] bpf_skops_write_hdr_opt.isra.0
     0.06%  python3.10  python3.10                                [.] 0x0000000000137a93
     0.06%  python3.10  [kernel.kallsyms]                         [k] mem_cgroup_handle_over_high
     0.06%  python3.10  [kernel.kallsyms]                         [k] rcu_read_unlock_strict
     0.06%  python3.10  libc.so.6                                 [.] setsourcefilter
     0.06%  python3.10  python3.10                                [.] 0x00000000001522d3
     0.06%  python3.10  python3.10                                [.] 0x000000000029b6cb
     0.06%  python3.10  python3.10                                [.] 0x000000000012289b
     0.06%  python3.10  [kernel.kallsyms]                         [k] dev_hard_start_xmit
     0.06%  python3.10  libcrypto.so.3                            [.] 0x000000000030797f
     0.06%  python3.10  python3.10                                [.] 0x000000000020becb
     0.06%  python3.10  python3.10                                [.] 0x00000000001228d1
     0.06%  python3.10  python3.10                                [.] 0x000000000015e087
     0.06%  python3.10  [kernel.kallsyms]                         [k] tcp_established_options
     0.06%  python3.10  libcrypto.so.3                            [.] 0x000000000030841f
     0.06%  python3.10  python3.10                                [.] 0x000000000006ed84
     0.06%  python3.10  python3.10                                [.] 0x0000000000151ed3
     0.06%  python3.10  python3.10                                [.] 0x000000000029e8ee
     0.06%  python3.10  libcrypto.so.3                            [.] ENGINE_finish
     0.06%  python3.10  python3.10                                [.] 0x000000000014f6ef
     0.06%  python3.10  python3.10                                [.] 0x000000000015b50e
     0.06%  python3.10  python3.10                                [.] 0x00000000002cfee1
     0.06%  python3.10  python3.10                                [.] 0x0000000000188ffe
     0.06%  python3.10  libc.so.6                                 [.] 0x00000000000a4bdb
     0.06%  python3.10  python3.10                                [.] 0x00000000001893e3
     0.06%  python3.10  python3.10                                [.] 0x000000000017a890
     0.06%  python3.10  python3.10                                [.] 0x0000000000137ae4
     0.05%  python3.10  [kernel.kallsyms]                         [k] validate_xmit_xfrm
     0.05%  python3.10  [kernel.kallsyms]                         [k] tcp_ack_tstamp
     0.05%  python3.10  python3.10                                [.] 0x0000000000181af0
     0.05%  python3.10  [kernel.kallsyms]                         [k] fput_many
     0.05%  python3.10  python3.10                                [.] 0x0000000000206576
     0.05%  python3.10  [kernel.kallsyms]                         [k] get_nohz_timer_target
     0.05%  python3.10  python3.10                                [.] 0x000000000012160b
     0.05%  python3.10  [kernel.kallsyms]                         [k] timespec64_add_safe
     0.05%  python3.10  libc.so.6                                 [.] 0x00000000001a11e0
     0.05%  python3.10  python3.10                                [.] 0x0000000000188e5e
     0.05%  python3.10  python3.10                                [.] 0x00000000001225eb
     0.05%  python3.10  python3.10                                [.] 0x0000000000294e90
     0.05%  python3.10  python3.10                                [.] 0x000000000020656f
     0.05%  python3.10  python3.10                                [.] 0x00000000001795ed
     0.05%  python3.10  libcrypto.so.3                            [.] 0x0000000000307044
     0.05%  python3.10  [kernel.kallsyms]                         [k] perf_pmu_nop_txn
     0.05%  python3.10  python3.10                                [.] 0x0000000000188d03
     0.05%  python3.10  python3.10                                [.] 0x000000000018d57a
     0.05%  python3.10  libcrypto.so.3                            [.] 0x0000000000307483
     0.05%  python3.10  [kernel.kallsyms]                         [k] vmacache_find
     0.05%  python3.10  libc.so.6                                 [.] 0x00000000001a095b
     0.05%  python3.10  python3.10                                [.] 0x0000000000162f76
     0.05%  python3.10  python3.10                                [.] 0x000000000018d0e8
