# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 30K of event 'cycles'
# Event count (approx.): 17325356070
#
# Overhead  Command     Shared Object      Symbol                                     
# ........  ..........  .................  ...........................................
#
     0.19%  python3.10  python3.10         [.] 0x0000000000179c0e
     0.19%  python3.10  python3.10         [.] 0x00000000001215e5
     0.18%  python3.10  python3.10         [.] 0x000000000012167b
     0.18%  python3.10  python3.10         [.] 0x0000000000179c42
     0.17%  python3.10  python3.10         [.] 0x0000000000121599
     0.16%  python3.10  python3.10         [.] 0x000000000015b54f
     0.16%  python3.10  python3.10         [.] 0x0000000000173d58
     0.15%  python3.10  python3.10         [.] 0x0000000000179c46
     0.14%  python3.10  python3.10         [.] 0x00000000001215e2
     0.14%  python3.10  python3.10         [.] 0x0000000000179be8
     0.14%  python3.10  python3.10         [.] 0x000000000015b557
     0.13%  python3.10  python3.10         [.] 0x000000000015b520
     0.13%  python3.10  python3.10         [.] 0x0000000000179c5a
     0.12%  python3.10  python3.10         [.] 0x0000000000121677
     0.12%  python3.10  python3.10         [.] 0x0000000000179be4
     0.12%  python3.10  python3.10         [.] 0x0000000000179c21
     0.12%  python3.10  python3.10         [.] 0x000000000012167f
     0.12%  python3.10  python3.10         [.] 0x00000000001215a2
     0.12%  python3.10  python3.10         [.] 0x000000000012166e
     0.11%  python3.10  python3.10         [.] 0x0000000000179c15
     0.11%  python3.10  python3.10         [.] 0x00000000001215ed
     0.11%  python3.10  python3.10         [.] 0x0000000000121660
     0.11%  python3.10  python3.10         [.] 0x0000000000179c02
     0.11%  python3.10  python3.10         [.] 0x0000000000121740
     0.11%  python3.10  python3.10         [.] 0x0000000000179bee
     0.10%  python3.10  python3.10         [.] 0x000000000015b56e
     0.10%  python3.10  python3.10         [.] 0x0000000000179c2e
     0.10%  python3.10  python3.10         [.] 0x000000000015b50a
     0.10%  python3.10  python3.10         [.] 0x00000000001215c8
     0.10%  python3.10  python3.10         [.] 0x000000000015b50b
     0.10%  python3.10  python3.10         [.] 0x000000000015b50e
     0.09%  python3.10  python3.10         [.] 0x000000000015b509
     0.09%  python3.10  python3.10         [.] 0x0000000000179bea
     0.09%  python3.10  python3.10         [.] 0x00000000001215a6
     0.09%  python3.10  python3.10         [.] 0x00000000001215d8
     0.08%  python3.10  python3.10         [.] 0x000000000015b568
     0.08%  python3.10  python3.10         [.] 0x0000000000121749
     0.08%  python3.10  python3.10         [.] 0x0000000000173d54
     0.08%  python3.10  python3.10         [.] 0x00000000001215df
     0.08%  python3.10  python3.10         [.] 0x0000000000179c25
     0.08%  python3.10  python3.10         [.] 0x00000000001215b2
     0.07%  python3.10  python3.10         [.] 0x000000000015b55d
     0.07%  python3.10  python3.10         [.] 0x0000000000179c13
     0.07%  python3.10  python3.10         [.] 0x0000000000121675
     0.06%  python3.10  [kernel.kallsyms]  [k] psi_group_change
     0.06%  python3.10  python3.10         [.] 0x000000000015b55b
     0.06%  python3.10  python3.10         [.] 0x00000000001215a0
     0.05%  python3.10  python3.10         [.] 0x000000000012162c
     0.05%  python3.10  python3.10         [.] 0x0000000000121754
     0.05%  python3.10  python3.10         [.] 0x0000000000179c0b
     0.05%  python3.10  python3.10         [.] 0x0000000000121757
     0.04%  python3.10  [kernel.kallsyms]  [k] syscall_return_via_sysret
     0.04%  python3.10  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.04%  python3.10  python3.10         [.] 0x000000000015b519
     0.04%  python3.10  [kernel.kallsyms]  [k] irqentry_exit_to_user_mode
     0.04%  python3.10  python3.10         [.] 0x0000000000179bfb
     0.04%  python3.10  python3.10         [.] 0x0000000000179c38
     0.03%  python3.10  [kernel.kallsyms]  [k] merge_sched_in
     0.03%  python3.10  [kernel.kallsyms]  [k] syscall_exit_to_user_mode
     0.03%  python3.10  python3.10         [.] 0x00000000001215c0
     0.03%  python3.10  python3.10         [.] 0x000000000012175a
     0.03%  python3.10  libc.so.6          [.] __GI___strncasecmp_l_sse2
     0.03%  python3.10  python3.10         [.] 0x0000000000179c3b
     0.03%  python3.10  [kernel.kallsyms]  [k] update_curr
     0.03%  python3.10  python3.10         [.] 0x0000000000179be9
     0.03%  python3.10  python3.10         [.] 0x000000000015b54b
     0.03%  python3.10  python3.10         [.] 0x000000000015b512
     0.03%  python3.10  python3.10         [.] _PyObject_MakeTpCall
     0.03%  python3.10  python3.10         [.] 0x000000000015b562
     0.02%  python3.10  [kernel.kallsyms]  [k] native_read_msr
     0.02%  python3.10  python3.10         [.] 0x000000000015b570
     0.02%  python3.10  python3.10         [.] 0x0000000000179c18
     0.02%  python3.10  python3.10         [.] 0x000000000012164e
     0.02%  python3.10  python3.10         [.] 0x000000000015b534
     0.02%  python3.10  [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     0.02%  python3.10  [kernel.kallsyms]  [k] __irqentry_text_end
     0.02%  python3.10  python3.10         [.] 0x0000000000121641
     0.02%  python3.10  [kernel.kallsyms]  [k] event_sched_in
     0.02%  python3.10  [kernel.kallsyms]  [k] visit_groups_merge.constprop.0.isra.0
     0.02%  python3.10  [kernel.kallsyms]  [k] error_entry
     0.02%  python3.10  [kernel.kallsyms]  [k] __perf_event_task_sched_in
     0.02%  python3.10  python3.10         [.] 0x000000000015b53e
     0.02%  python3.10  libc.so.6          [.] 0x00000000001a0940
     0.02%  python3.10  [kernel.kallsyms]  [k] try_to_wake_up
     0.02%  python3.10  python3.10         [.] 0x000000000015b52a
     0.02%  python3.10  [kernel.kallsyms]  [k] __update_load_avg_cfs_rq
     0.02%  python3.10  python3.10         [.] _PyUnicode_JoinArray
     0.02%  python3.10  python3.10         [.] 0x0000000000179c5c
     0.02%  python3.10  python3.10         [.] 0x000000000015b525
     0.02%  python3.10  [kernel.kallsyms]  [k] native_write_msr_safe
     0.02%  python3.10  python3.10         [.] 0x0000000000121672
     0.01%  python3.10  [kernel.kallsyms]  [k] sync_regs
     0.01%  python3.10  libc.so.6          [.] ____wcstof_l_internal
     0.01%  python3.10  libc.so.6          [.] parse_qtd_backslash
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_event_alloc
     0.01%  python3.10  [kernel.kallsyms]  [k] __get_user_8
     0.01%  python3.10  python3.10         [.] _PyObject_LookupSpecial
     0.01%  python3.10  [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.01%  python3.10  libc.so.6          [.] __strcat_ssse3
     0.01%  python3.10  [kernel.kallsyms]  [k] finish_task_switch.isra.0
     0.01%  python3.10  python3.10         [.] 0x0000000000121751
     0.01%  python3.10  python3.10         [.] 0x000000000012d1da
     0.01%  python3.10  [kernel.kallsyms]  [k] __cond_resched
     0.01%  python3.10  python3.10         [.] 0x0000000000151eed
     0.01%  python3.10  python3.10         [.] 0x0000000000137b1b
     0.01%  python3.10  [kernel.kallsyms]  [k] x86_pmu_enable
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_swevent_add
     0.01%  python3.10  python3.10         [.] _PyObject_GetMethod
     0.01%  python3.10  python3.10         [.] 0x0000000000179536
     0.01%  python3.10  [kernel.kallsyms]  [k] rb_next
     0.01%  python3.10  libcrypto.so.3     [.] EVP_MD_up_ref
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_pmu_nop_void
     0.01%  python3.10  [kernel.kallsyms]  [k] mutex_unlock
     0.01%  python3.10  [kernel.kallsyms]  [k] native_apic_msr_eoi_write
     0.01%  python3.10  python3.10         [.] PyLong_FromString
     0.01%  python3.10  python3.10         [.] 0x000000000015b56c
     0.01%  python3.10  [kernel.kallsyms]  [k] timerqueue_add
     0.01%  python3.10  python3.10         [.] 0x000000000015b56d
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_event_groups_first
     0.01%  python3.10  python3.10         [.] 0x000000000018bf74
     0.01%  python3.10  python3.10         [.] 0x0000000000179c35
     0.01%  python3.10  python3.10         [.] 0x00000000001d4961
     0.01%  python3.10  python3.10         [.] _PyUnicode_ToDecimalDigit
     0.01%  python3.10  [kernel.kallsyms]  [k] read_tsc
     0.01%  python3.10  python3.10         [.] _PyUnicodeWriter_Init
     0.01%  python3.10  libc.so.6          [.] re_search_internal
     0.01%  python3.10  [kernel.kallsyms]  [k] lru_cache_add
     0.01%  python3.10  [kernel.kallsyms]  [k] x86_setup_perfctr
     0.01%  python3.10  [kernel.kallsyms]  [k] native_write_msr
     0.01%  python3.10  python3.10         [.] PyUnicode_FromFormatV
     0.01%  python3.10  [kernel.kallsyms]  [k] __mod_lruvec_state
     0.01%  python3.10  [kernel.kallsyms]  [k] _raw_write_lock_irq
     0.01%  python3.10  [kernel.kallsyms]  [k] prepare_task_switch
     0.01%  python3.10  [kernel.kallsyms]  [k] update_min_vruntime
     0.01%  python3.10  [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     0.01%  python3.10  libc.so.6          [.] ____wcstold_l_internal
     0.01%  python3.10  libc.so.6          [.] re_compile_internal
     0.01%  python3.10  [kernel.kallsyms]  [k] zap_pmd_range.isra.0
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_pmu_nop_txn
     0.01%  python3.10  libc.so.6          [.] parse_expression
     0.01%  python3.10  [kernel.kallsyms]  [k] rb_insert_color
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_event_task_output
     0.01%  python3.10  [kernel.kallsyms]  [k] rcu_core
     0.01%  python3.10  libc.so.6          [.] __stpncpy_sse2_unaligned
     0.01%  python3.10  [kernel.kallsyms]  [k] x86_pmu_disable
     0.01%  python3.10  [kernel.kallsyms]  [k] update_load_avg
     0.01%  python3.10  libc.so.6          [.] __vstrfmon_l_internal
     0.01%  python3.10  [kernel.kallsyms]  [k] __unqueue_futex
     0.01%  python3.10  [kernel.kallsyms]  [k] restore_fpregs_from_fpstate
     0.01%  python3.10  [kernel.kallsyms]  [k] iterate_groups
     0.01%  python3.10  [kernel.kallsyms]  [k] find_vma_prev
     0.01%  python3.10  [kernel.kallsyms]  [k] futex_wait_setup
     0.01%  python3.10  python3.10         [.] PyTraceBack_Here
     0.01%  python3.10  python3.10         [.] 0x000000000016bf58
     0.01%  python3.10  python3.10         [.] 0x0000000000206a23
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_event_update_time
     0.01%  python3.10  [kernel.kallsyms]  [k] tcp_sendmsg_locked
     0.01%  python3.10  python3.10         [.] 0x0000000000121630
     0.01%  python3.10  python3.10         [.] 0x0000000000143474
     0.01%  python3.10  [kernel.kallsyms]  [k] __entry_text_start
     0.01%  python3.10  [kernel.kallsyms]  [k] memcpy_erms
     0.01%  python3.10  libc.so.6          [.] 0x000000000019d300
     0.01%  python3.10  libcrypto.so.3     [.] 0x0000000000307432
     0.01%  python3.10  python3.10         [.] PyDict_GetItemWithError
     0.01%  python3.10  python3.10         [.] PyTuple_New
     0.01%  python3.10  python3.10         [.] 0x000000000015afbd
     0.01%  python3.10  python3.10         [.] 0x0000000000164d7e
     0.01%  python3.10  python3.10         [.] 0x000000000016748f
     0.01%  python3.10  python3.10         [.] 0x000000000017f88c
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_event_update_userpage
     0.01%  python3.10  [kernel.kallsyms]  [k] zap_pte_range
     0.01%  python3.10  python3.10         [.] _PyUnicode_InsertThousandsGrouping
     0.01%  python3.10  python3.10         [.] PySequence_List
     0.01%  python3.10  python3.10         [.] 0x000000000012161d
     0.01%  python3.10  python3.10         [.] 0x000000000012174d
     0.01%  python3.10  [kernel.kallsyms]  [k] exit_to_user_mode_loop
     0.01%  python3.10  [kernel.kallsyms]  [k] put_prev_entity
     0.01%  python3.10  python3.10         [.] 0x0000000000122820
     0.01%  python3.10  python3.10         [.] _PyObject_FastCallDictTstate
     0.01%  python3.10  [kernel.kallsyms]  [k] intel_pebs_constraints
     0.01%  python3.10  python3.10         [.] _PyObject_GenericSetAttrWithDict
     0.01%  python3.10  python3.10         [.] 0x000000000011b4ee
     0.01%  python3.10  python3.10         [.] 0x0000000000150896
     0.01%  python3.10  python3.10         [.] 0x000000000015ffe6
     0.01%  python3.10  [kernel.kallsyms]  [k] update_sg_wakeup_stats
     0.01%  python3.10  python3.10         [.] PyObject_Hash
     0.01%  python3.10  [kernel.kallsyms]  [k] hrtimer_init
     0.01%  python3.10  [kernel.kallsyms]  [k] mutex_lock
     0.01%  python3.10  [kernel.kallsyms]  [k] x86_get_event_constraints
     0.01%  python3.10  libc.so.6          [.] round_and_return
     0.01%  python3.10  libc.so.6          [.] 0x00000000001a09d0
     0.01%  python3.10  libcrypto.so.3     [.] 0x0000000000308233
     0.01%  python3.10  python3.10         [.] PyObject_SetAttr
     0.01%  python3.10  python3.10         [.] 0x00000000000cfa57
     0.01%  python3.10  python3.10         [.] 0x0000000000127f5d
     0.01%  python3.10  python3.10         [.] 0x0000000000174090
     0.01%  python3.10  python3.10         [.] 0x000000000018c028
     0.01%  python3.10  python3.10         [.] 0x000000000018d589
     0.01%  python3.10  [kernel.kallsyms]  [k] __schedule
     0.00%  python3.10  libcrypto.so.3     [.] CRYPTO_malloc
     0.00%  python3.10  python3.10         [.] _PyLong_AsInt
     0.00%  python3.10  [kernel.kallsyms]  [k] ctx_sched_in
     0.00%  python3.10  [kernel.kallsyms]  [k] ttwu_do_activate
     0.00%  python3.10  [kernel.kallsyms]  [k] hsw_hw_config
     0.00%  python3.10  [kernel.kallsyms]  [k] pmd_pfn
     0.00%  python3.10  python3.10         [.] 0x000000000006ff94
     0.00%  python3.10  python3.10         [.] 0x0000000000137bc7
     0.00%  python3.10  python3.10         [.] 0x000000000018d61c
     0.00%  python3.10  python3.10         [.] PyFloat_FromDouble
     0.00%  python3.10  python3.10         [.] 0x000000000013fd02
     0.00%  python3.10  [kernel.kallsyms]  [k] rb_erase
     0.00%  python3.10  python3.10         [.] 0x000000000018d155
     0.00%  python3.10  python3.10         [.] 0x000000000018d17a
     0.00%  python3.10  [kernel.kallsyms]  [k] psi_task_switch
     0.00%  python3.10  [kernel.kallsyms]  [k] hrtimer_forward
     0.00%  python3.10  [kernel.kallsyms]  [k] fpregs_assert_state_consistent
     0.00%  python3.10  python3.10         [.] 0x0000000000163001
     0.00%  python3.10  [kernel.kallsyms]  [k] set_next_buddy
     0.00%  python3.10  [kernel.kallsyms]  [k] do_futex
     0.00%  python3.10  [kernel.kallsyms]  [k] __mod_memcg_lruvec_state
     0.00%  python3.10  [kernel.kallsyms]  [k] calc_timer_values
     0.00%  python3.10  [kernel.kallsyms]  [k] schedule
     0.00%  python3.10  [kernel.kallsyms]  [k] task_clock_event_add
     0.00%  python3.10  libc.so.6          [.] __idna_from_dns_encoding
     0.00%  python3.10  python3.10         [.] 0x0000000000137bfb
     0.00%  python3.10  python3.10         [.] 0x000000000017c393
     0.00%  python3.10  python3.10         [.] 0x0000000000188cfd
     0.00%  python3.10  python3.10         [.] 0x000000000018d0f2
     0.00%  python3.10  python3.10         [.] 0x000000000018d22f
     0.00%  python3.10  python3.10         [.] 0x000000000013fd1f
     0.00%  python3.10  python3.10         [.] _PyLong_New
     0.00%  python3.10  [kernel.kallsyms]  [k] file_free_rcu
     0.00%  python3.10  python3.10         [.] 0x0000000000296f80
     0.00%  python3.10  python3.10         [.] 0x000000000015b16f
     0.00%  python3.10  [kernel.kallsyms]  [k] hash_futex
     0.00%  python3.10  [kernel.kallsyms]  [k] __bitmap_and
     0.00%  python3.10  [kernel.kallsyms]  [k] __put_user_nocheck_8
     0.00%  python3.10  [kernel.kallsyms]  [k] obj_cgroup_uncharge_pages
     0.00%  python3.10  [kernel.kallsyms]  [k] rseq_ip_fixup
     0.00%  python3.10  [kernel.kallsyms]  [k] tcp_write_xmit
     0.00%  python3.10  [kernel.kallsyms]  [k] __perf_event_task_sched_out
     0.00%  python3.10  libc.so.6          [.] 0x000000000019d972
     0.00%  python3.10  [kernel.kallsyms]  [k] sk_free
     0.00%  python3.10  [kernel.kallsyms]  [k] pids_can_fork
     0.00%  python3.10  libc.so.6          [.] __idna_name_classify
     0.00%  python3.10  python3.10         [.] PyLong_AsLong
     0.00%  python3.10  python3.10         [.] 0x00000000000700d0
     0.00%  python3.10  python3.10         [.] 0x0000000000152311
     0.00%  python3.10  python3.10         [.] 0x0000000000152389
     0.00%  python3.10  python3.10         [.] 0x000000000017c388
     0.00%  python3.10  python3.10         [.] 0x000000000020bef5
     0.00%  python3.10  python3.10         [.] 0x000000000023ec62
     0.00%  python3.10  python3.10         [.] 0x00000000001d495d
     0.00%  python3.10  [kernel.kallsyms]  [k] check_preempt_wakeup
     0.00%  python3.10  python3.10         [.] 0x0000000000140b14
     0.00%  python3.10  python3.10         [.] 0x0000000000179dd7
     0.00%  python3.10  python3.10         [.] _PyFunction_Vectorcall
     0.00%  python3.10  [kernel.kallsyms]  [k] native_sched_clock
     0.00%  python3.10  python3.10         [.] _PyDict_GetItemIdWithError
     0.00%  python3.10  libc.so.6          [.] pthread_sigmask@GLIBC_2.2.5
     0.00%  python3.10  python3.10         [.] _PyBytes_Resize
     0.00%  python3.10  python3.10         [.] 0x000000000015997b
     0.00%  python3.10  python3.10         [.] 0x0000000000159a95
     0.00%  python3.10  [kernel.kallsyms]  [k] _raw_spin_lock
     0.00%  python3.10  [kernel.kallsyms]  [k] stream_open
     0.00%  python3.10  python3.10         [.] 0x00000000002b7b50
     0.00%  python3.10  [kernel.kallsyms]  [k] futex_wait_queue_me
     0.00%  python3.10  libc.so.6          [.] __GI___pthread_setcancelstate
     0.00%  python3.10  libc.so.6          [.] 0x0000000000149cac
     0.00%  python3.10  python3.10         [.] 0x0000000000122901
     0.00%  python3.10  [kernel.kallsyms]  [k] psi_task_change
     0.00%  python3.10  [kernel.kallsyms]  [k] ttwu_do_wakeup
     0.00%  python3.10  [kernel.kallsyms]  [k] select_idle_sibling
     0.00%  python3.10  [kernel.kallsyms]  [k] wake_q_add_safe
     0.00%  python3.10  [kernel.kallsyms]  [k] __x64_sys_rt_sigprocmask
     0.00%  python3.10  python3.10         [.] 0x00000000001515b1
     0.00%  python3.10  python3.10         [.] 0x00000000002d04b4
     0.00%  python3.10  [kernel.kallsyms]  [k] pick_next_task_fair
     0.00%  python3.10  [kernel.kallsyms]  [k] __mod_lruvec_page_state
     0.00%  python3.10  [kernel.kallsyms]  [k] dequeue_task
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_log_itrace_start
     0.00%  python3.10  python3.10         [.] 0x0000000000152321
     0.00%  python3.10  python3.10         [.] 0x000000000015ef70
     0.00%  python3.10  python3.10         [.] 0x0000000000188cf6
     0.00%  python3.10  python3.10         [.] 0x000000000020bee1
     0.00%  python3.10  python3.10         [.] 0x0000000000151da0
     0.00%  python3.10  [kernel.kallsyms]  [k] select_task_rq_fair
     0.00%  python3.10  [kernel.kallsyms]  [k] sk_forced_mem_schedule
     0.00%  python3.10  [kernel.kallsyms]  [k] skb_page_frag_refill
     0.00%  python3.10  [kernel.kallsyms]  [k] rcu_cblist_dequeue
     0.00%  python3.10  python3.10         [.] 0x0000000000150911
     0.00%  python3.10  [kernel.kallsyms]  [k] enqueue_task_fair
     0.00%  python3.10  [kernel.kallsyms]  [k] __tcp_transmit_skb
     0.00%  python3.10  [kernel.kallsyms]  [k] tcp_delack_timer_handler
     0.00%  python3.10  [kernel.kallsyms]  [k] task_tick_fair
     0.00%  python3.10  python3.10         [.] 0x0000000000127ec6
     0.00%  python3.10  [kernel.kallsyms]  [k] asm_sysvec_thermal
     0.00%  python3.10  libc.so.6          [.] __res_context_send
     0.00%  python3.10  python3.10         [.] 0x0000000000129c2b
     0.00%  python3.10  [kernel.kallsyms]  [k] idle_cpu
     0.00%  python3.10  python3.10         [.] 0x0000000000179bfe
     0.00%  python3.10  [kernel.kallsyms]  [k] __perf_event_read
     0.00%  python3.10  [kernel.kallsyms]  [k] __get_user_nocheck_4
     0.00%  python3.10  python3.10         [.] 0x000000000011b42d
     0.00%  python3.10  python3.10         [.] 0x000000000016bf48
     0.00%  python3.10  [kernel.kallsyms]  [k] __percpu_down_read
     0.00%  python3.10  [kernel.kallsyms]  [k] alloc_vmap_area
     0.00%  python3.10  libcrypto.so.3     [.] 0x0000000000307ec9
     0.00%  python3.10  python3.10         [.] 0x00000000001894c3
     0.00%  python3.10  python3.10         [.] 0x000000000018dcb1
     0.00%  python3.10  python3.10         [.] 0x0000000000233a10
     0.00%  python3.10  python3.10         [.] 0x000000000012260c
     0.00%  python3.10  libc.so.6          [.] pthread_rwlock_unlock@@GLIBC_2.34
     0.00%  python3.10  libc.so.6          [.] 0x00000000001a0986
     0.00%  python3.10  [kernel.kallsyms]  [k] do_syscall_64
     0.00%  python3.10  python3.10         [.] _PyUnicodeWriter_Finish
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_adjust_freq_unthr_context
     0.00%  python3.10  [kernel.kallsyms]  [k] acpi_os_read_port
     0.00%  python3.10  python3.10         [.] 0x0000000000206901
     0.00%  python3.10  [kernel.kallsyms]  [k] futex_wake
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_pmu_nop_int
     0.00%  python3.10  python3.10         [.] _PyUnicodeWriter_WriteASCIIString
     0.00%  python3.10  python3.10         [.] PyObject_Malloc
     0.00%  python3.10  python3.10         [.] 0x000000000015dbc5
     0.00%  python3.10  [kernel.kallsyms]  [k] __x64_sys_futex
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_event_task_tick
     0.00%  python3.10  [kernel.kallsyms]  [k] acct_account_cputime
     0.00%  python3.10  [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     0.00%  python3.10  [kernel.kallsyms]  [k] dequeue_task_fair
     0.00%  python3.10  python3.10         [.] 0x0000000000179bf7
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_event_context_sched_out
     0.00%  python3.10  [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath.part.0
     0.00%  python3.10  [kernel.kallsyms]  [k] enqueue_entity
     0.00%  python3.10  [kernel.kallsyms]  [k] error_return
     0.00%  python3.10  [kernel.kallsyms]  [k] pick_next_entity
     0.00%  python3.10  python3.10         [.] 0x000000000020668d
     0.00%  python3.10  python3.10         [.] 0x0000000000150842
     0.00%  python3.10  python3.10         [.] PyUnicode_FromFormat
     0.00%  python3.10  python3.10         [.] 0x0000000000287fed
     0.00%  python3.10  [kernel.kallsyms]  [k] ip_finish_output2
     0.00%  python3.10  [kernel.kallsyms]  [k] timerqueue_del
     0.00%  python3.10  python3.10         [.] 0x0000000000156650
     0.00%  python3.10  [kernel.kallsyms]  [k] rebalance_domains
     0.00%  python3.10  [kernel.kallsyms]  [k] slab_free_freelist_hook.constprop.0
     0.00%  python3.10  libcrypto.so.3     [.] 0x0000000000307bdc
     0.00%  python3.10  [kernel.kallsyms]  [k] update_process_times
     0.00%  python3.10  [kernel.kallsyms]  [k] __pagevec_lru_add_fn
     0.00%  python3.10  libc.so.6          [.] __strncpy_sse2_unaligned
     0.00%  python3.10  python3.10         [.] 0x0000000000179c57
     0.00%  python3.10  [kernel.kallsyms]  [k] load_balance
     0.00%  python3.10  [kernel.kallsyms]  [k] account_kernel_stack.isra.0
     0.00%  python3.10  python3.10         [.] 0x0000000000198e46
     0.00%  python3.10  python3.10         [.] 0x00000000001d4939
     0.00%  python3.10  libcrypto.so.3     [.] 0x0000000000308139
     0.00%  python3.10  python3.10         [.] 0x00000000001795b3
     0.00%  python3.10  libcrypto.so.3     [.] EVP_MD_get_flags
     0.00%  python3.10  python3.10         [.] 0x00000000001598c4
     0.00%  python3.10  [kernel.kallsyms]  [k] memset_erms
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_output_copy
     0.00%  python3.10  [kernel.kallsyms]  [k] should_failslab
     0.00%  python3.10  libc.so.6          [.] ____wcstod_l_internal
     0.00%  python3.10  libc.so.6          [.] __strncat_sse2_unaligned
     0.00%  python3.10  libc.so.6          [.] round_and_return
     0.00%  python3.10  libc.so.6          [.] 0x00000000001a0b18
     0.00%  python3.10  libcrypto.so.3     [.] 0x0000000000307bbd
     0.00%  python3.10  python3.10         [.] PyFunction_NewWithQualName
     0.00%  python3.10  python3.10         [.] 0x0000000000122870
     0.00%  python3.10  python3.10         [.] 0x0000000000122930
     0.00%  python3.10  python3.10         [.] 0x0000000000133919
     0.00%  python3.10  python3.10         [.] 0x0000000000151e45
     0.00%  python3.10  python3.10         [.] 0x000000000015963a
     0.00%  python3.10  python3.10         [.] 0x00000000001598f9
     0.00%  python3.10  python3.10         [.] 0x000000000015b564
     0.00%  python3.10  python3.10         [.] 0x0000000000169ae7
     0.00%  python3.10  python3.10         [.] 0x00000000001736e0
