# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 7K of event 'cycles'
# Event count (approx.): 2917302426
#
# Overhead  Command     Shared Object      Symbol                                     
# ........  ..........  .................  ...........................................
#
     0.04%  python3.10  python3.10         [.] 0x000000000012166e
     0.03%  python3.10  python3.10         [.] 0x000000000011b5a8
     0.03%  python3.10  [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     0.03%  python3.10  [kernel.kallsyms]  [k] dequeue_entity
     0.03%  python3.10  [kernel.kallsyms]  [k] psi_task_change
     0.03%  python3.10  [kernel.kallsyms]  [k] kmem_cache_alloc_node
     0.03%  python3.10  libc.so.6          [.] __stpncpy_sse2_unaligned
     0.03%  python3.10  [kernel.kallsyms]  [k] get_futex_key
     0.03%  python3.10  [kernel.kallsyms]  [k] mutex_unlock
     0.03%  python3.10  [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     0.03%  python3.10  [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath.part.0
     0.03%  python3.10  [kernel.kallsyms]  [k] kmem_cache_alloc_node_trace
     0.03%  python3.10  python3.10         [.] 0x0000000000121734
     0.03%  python3.10  python3.10         [.] _PyObject_GetMethod
     0.03%  python3.10  [kernel.kallsyms]  [k] proc_fork_connector
     0.03%  python3.10  [kernel.kallsyms]  [k] rcu_cblist_dequeue
     0.03%  python3.10  python3.10         [.] 0x000000000017a8e0
     0.03%  python3.10  [kernel.kallsyms]  [k] exit_to_user_mode_loop
     0.03%  python3.10  [kernel.kallsyms]  [k] kfree
     0.02%  python3.10  [kernel.kallsyms]  [k] __srcu_read_unlock
     0.02%  python3.10  [kernel.kallsyms]  [k] try_to_wake_up
     0.02%  :2426952    python3.10         [.] 0x0000000000121613
     0.02%  :2426952    python3.10         [.] 0x000000000012161a
     0.02%  python3.10  python3.10         [.] _PyObject_GenericSetAttrWithDict
     0.02%  :2426952    python3.10         [.] 0x00000000001215e2
     0.02%  :2426952    python3.10         [.] 0x00000000001215e5
     0.02%  python3.10  python3.10         [.] 0x000000000011d558
     0.02%  python3.10  [kernel.kallsyms]  [k] plist_add
     0.02%  :2426952    python3.10         [.] 0x000000000012160f
     0.02%  :2426952    python3.10         [.] 0x00000000001215ed
     0.02%  python3.10  [kernel.kallsyms]  [k] intel_pmu_enable_all
     0.02%  python3.10  [kernel.kallsyms]  [k] irqentry_exit_to_user_mode
     0.02%  python3.10  [kernel.kallsyms]  [k] memcg_slab_post_alloc_hook
     0.02%  python3.10  [kernel.kallsyms]  [k] __entry_text_start
     0.02%  python3.10  [kernel.kallsyms]  [k] merge_sched_in
     0.02%  python3.10  [kernel.kallsyms]  [k] pud_huge
     0.02%  python3.10  [kernel.kallsyms]  [k] rcu_segcblist_ready_cbs
     0.02%  python3.10  [kernel.kallsyms]  [k] perf_log_itrace_start
     0.02%  python3.10  python3.10         [.] 0x000000000011b2d4
     0.02%  python3.10  [kernel.kallsyms]  [k] iterate_groups
     0.02%  python3.10  [kernel.kallsyms]  [k] sched_clock_cpu
     0.02%  :2426952    python3.10         [.] 0x00000000001215f2
     0.02%  python3.10  [kernel.kallsyms]  [k] __calc_delta
     0.02%  :2426952    python3.10         [.] 0x0000000000121730
     0.02%  python3.10  python3.10         [.] 0x000000000015ef70
     0.02%  python3.10  [kernel.kallsyms]  [k] __bitmap_intersects
     0.02%  python3.10  libc.so.6          [.] parse_qtd_backslash
     0.02%  python3.10  [kernel.kallsyms]  [k] do_syscall_64
     0.02%  python3.10  [kernel.kallsyms]  [k] mark_wake_futex
     0.02%  python3.10  [kernel.kallsyms]  [k] futex_wake
     0.02%  python3.10  libc.so.6          [.] ____wcstold_l_internal
     0.02%  python3.10  python3.10         [.] 0x00000000001595fe
     0.02%  python3.10  python3.10         [.] 0x000000000028e0c0
     0.02%  python3.10  [kernel.kallsyms]  [k] pick_next_task_fair
     0.02%  python3.10  [kernel.kallsyms]  [k] intel_pmu_event_map
     0.02%  python3.10  [kernel.kallsyms]  [k] wp_page_copy
     0.02%  python3.10  python3.10         [.] 0x0000000000137ada
     0.02%  python3.10  python3.10         [.] 0x000000000015c200
     0.02%  python3.10  [kernel.kallsyms]  [k] __count_memcg_events
     0.02%  python3.10  [kernel.kallsyms]  [k] allocate_fake_cpuc
     0.02%  python3.10  [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     0.02%  python3.10  [kernel.kallsyms]  [k] memcg_slab_free_hook
     0.02%  python3.10  [kernel.kallsyms]  [k] schedule
     0.02%  python3.10  [kernel.kallsyms]  [k] timerqueue_del
     0.02%  python3.10  [kernel.kallsyms]  [k] wake_up_q
     0.02%  python3.10  [kernel.kallsyms]  [k] x86_get_event_constraints
     0.02%  python3.10  python3.10         [.] PyEval_RestoreThread
     0.02%  python3.10  python3.10         [.] PyObject_SetAttr
     0.02%  python3.10  python3.10         [.] _PyStack_AsDict
     0.02%  python3.10  python3.10         [.] 0x000000000011b3c3
     0.02%  python3.10  python3.10         [.] 0x00000000001388d0
     0.02%  python3.10  python3.10         [.] 0x00000000001215c0
     0.02%  python3.10  [kernel.kallsyms]  [k] therm_throt_process
     0.02%  python3.10  [kernel.kallsyms]  [k] native_read_msr
     0.02%  python3.10  [kernel.kallsyms]  [k] native_apic_msr_eoi_write
     0.02%  python3.10  [kernel.kallsyms]  [k] cpuacct_account_field
     0.02%  python3.10  python3.10         [.] 0x0000000000233c30
     0.02%  python3.10  [kernel.kallsyms]  [k] __cgroup_account_cputime
     0.02%  python3.10  python3.10         [.] 0x000000000016a5a8
     0.02%  python3.10  [vdso]             [.] 0x0000000000000801
     0.02%  python3.10  python3.10         [.] 0x0000000000137b1b
     0.02%  python3.10  [kernel.kallsyms]  [k] tick_program_event
     0.02%  python3.10  [kernel.kallsyms]  [k] __cond_resched
     0.02%  python3.10  [kernel.kallsyms]  [k] hsw_hw_config
     0.02%  python3.10  [kernel.kallsyms]  [k] idr_get_free
     0.02%  python3.10  [kernel.kallsyms]  [k] rb_first
     0.02%  python3.10  python3.10         [.] 0x0000000000165e60
     0.02%  python3.10  [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.02%  python3.10  [kernel.kallsyms]  [k] gup_pte_range
     0.02%  python3.10  python3.10         [.] 0x000000000011b434
     0.02%  python3.10  libc.so.6          [.] __memmove_sse2_unaligned_erms
     0.02%  python3.10  [kernel.kallsyms]  [k] perf_mux_hrtimer_handler
     0.02%  python3.10  [kernel.kallsyms]  [k] __rseq_handle_notify_resume
     0.02%  python3.10  python3.10         [.] 0x0000000000070930
     0.02%  python3.10  [kernel.kallsyms]  [k] __put_user_nocheck_8
     0.02%  python3.10  python3.10         [.] 0x0000000000167e17
     0.02%  python3.10  [kernel.kallsyms]  [k] perf_pmu_nop_txn
     0.02%  python3.10  python3.10         [.] 0x000000000016a34d
     0.01%  python3.10  [kernel.kallsyms]  [k] x86_setup_perfctr
     0.01%  python3.10  python3.10         [.] 0x0000000000143407
     0.01%  python3.10  python3.10         [.] 0x00000000001740a7
     0.01%  python3.10  [kernel.kallsyms]  [k] inherit_task_group.isra.0
     0.01%  python3.10  [kernel.kallsyms]  [k] sched_clock
     0.01%  python3.10  python3.10         [.] 0x00000000001434c6
     0.01%  python3.10  [kernel.kallsyms]  [k] do_pselect.constprop.0
     0.01%  python3.10  [kernel.kallsyms]  [k] enqueue_hrtimer
     0.01%  python3.10  [kernel.kallsyms]  [k] __memcg_kmem_charge_page
     0.01%  python3.10  [kernel.kallsyms]  [k] copy_creds
     0.01%  python3.10  [kernel.kallsyms]  [k] mutex_lock
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_event_task_output
     0.01%  python3.10  [kernel.kallsyms]  [k] plist_del
     0.01%  python3.10  [kernel.kallsyms]  [k] select_idle_sibling
     0.01%  python3.10  python3.10         [.] 0x00000000001740b7
     0.01%  python3.10  [kernel.kallsyms]  [k] __handle_mm_fault
     0.01%  python3.10  [kernel.kallsyms]  [k] arch_perf_update_userpage
     0.01%  python3.10  python3.10         [.] 0x000000000017c06e
     0.01%  python3.10  [kernel.kallsyms]  [k] kthread_blkcg
     0.01%  python3.10  [kernel.kallsyms]  [k] __srcu_read_lock
     0.01%  python3.10  [kernel.kallsyms]  [k] enqueue_task
     0.01%  python3.10  libc.so.6          [.] 0x000000000019d300
     0.01%  python3.10  [kernel.kallsyms]  [k] account_event
     0.01%  python3.10  [kernel.kallsyms]  [k] get_random_u32
     0.01%  python3.10  [kernel.kallsyms]  [k] psi_task_switch
     0.01%  python3.10  python3.10         [.] 0x000000000017a890
     0.01%  python3.10  python3.10         [.] 0x00000000001c8923
     0.01%  python3.10  python3.10         [.] 0x00000000001215df
     0.01%  python3.10  python3.10         [.] PyObject_GC_Del
     0.01%  python3.10  [kernel.kallsyms]  [k] insert_vmap_area.constprop.0
     0.01%  python3.10  [kernel.kallsyms]  [k] intel_pmu_hw_config.part.0
     0.01%  python3.10  [kernel.kallsyms]  [k] update_load_avg
     0.01%  python3.10  python3.10         [.] 0x00000000001435e1
     0.01%  python3.10  python3.10         [.] 0x00000000002069bf
     0.01%  python3.10  [kernel.kallsyms]  [k] __init_waitqueue_head
     0.01%  python3.10  python3.10         [.] 0x0000000000138500
     0.01%  python3.10  python3.10         [.] 0x000000000015af75
     0.01%  python3.10  [kernel.kallsyms]  [k] exc_page_fault
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_iterate_ctx
     0.01%  python3.10  [vdso]             [.] __vdso_clock_gettime
     0.01%  python3.10  python3.10         [.] PyUnicode_FromFormatV
     0.01%  python3.10  python3.10         [.] 0x000000000028dd2b
     0.01%  python3.10  [kernel.kallsyms]  [k] intel_get_event_constraints
     0.01%  python3.10  python3.10         [.] 0x000000000016bf48
     0.01%  python3.10  libc.so.6          [.] 0x00000000001a1100
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_event_groups_first
     0.01%  python3.10  [kernel.kallsyms]  [k] __radix_tree_replace
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_pmu_nop_int
     0.00%  python3.10  [kernel.kallsyms]  [k] irq_exit_rcu
     0.00%  python3.10  [kernel.kallsyms]  [k] ctx_sched_in
     0.00%  python3.10  [kernel.kallsyms]  [k] rcu_segcblist_accelerate
     0.00%  python3.10  [kernel.kallsyms]  [k] __run_timers.part.0
     0.00%  python3.10  [kernel.kallsyms]  [k] lru_add_drain_cpu
     0.00%  python3.10  [kernel.kallsyms]  [k] tlb_finish_mmu
     0.00%  python3.10  [kernel.kallsyms]  [k] __x64_sys_rt_sigprocmask
     0.00%  python3.10  [kernel.kallsyms]  [k] hrtimer_cancel
     0.00%  python3.10  [kernel.kallsyms]  [k] hrtimer_update_next_event
     0.00%  python3.10  [kernel.kallsyms]  [k] release_user_cpus_ptr
     0.00%  python3.10  [kernel.kallsyms]  [k] __update_load_avg_cfs_rq
     0.00%  python3.10  [kernel.kallsyms]  [k] zap_pmd_range.isra.0
     0.00%  python3.10  [kernel.kallsyms]  [k] __update_blocked_fair
     0.00%  python3.10  [kernel.kallsyms]  [k] acct_collect
     0.00%  python3.10  python3.10         [.] _PyUnicodeWriter_Finish
     0.00%  python3.10  python3.10         [.] 0x000000000018d113
     0.00%  python3.10  [kernel.kallsyms]  [k] __next_timer_interrupt
     0.00%  python3.10  [kernel.kallsyms]  [k] put_cpu_partial
     0.00%  python3.10  [kernel.kallsyms]  [k] slab_free_freelist_hook.constprop.0
     0.00%  python3.10  [kernel.kallsyms]  [k] cgroup_rstat_updated
     0.00%  python3.10  [kernel.kallsyms]  [k] free_event_rcu
     0.00%  python3.10  [kernel.kallsyms]  [k] apparmor_task_free
     0.00%  python3.10  python3.10         [.] 0x0000000000169bce
     0.00%  python3.10  [kernel.kallsyms]  [k] x86_pmu_enable
     0.00%  python3.10  python3.10         [.] 0x000000000013fd16
     0.00%  python3.10  [kernel.kallsyms]  [k] rcu_segcblist_extract_done_cbs
     0.00%  python3.10  python3.10         [.] PyList_New
     0.00%  python3.10  [kernel.kallsyms]  [k] lapic_next_deadline
     0.00%  python3.10  [kernel.kallsyms]  [k] clockevents_program_event
     0.00%  python3.10  python3.10         [.] 0x0000000000179536
     0.00%  python3.10  python3.10         [.] 0x0000000000179613
     0.00%  python3.10  [kernel.kallsyms]  [k] native_write_msr
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_event_sched_in
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_adjust_freq_unthr_context
     0.00%  :2426952    [kernel.kallsyms]  [k] native_write_msr
     0.00%  :2426917    [kernel.kallsyms]  [k] native_write_msr


# Samples: 6K of event 'instructions'
# Event count (approx.): 3021238103
#
# Overhead  Command     Shared Object         Symbol                                   
# ........  ..........  ....................  .........................................
#
    76.04%  python3.10  python3.10            [.] _PyEval_EvalFrameDefault
     3.56%  python3.10  python3.10            [.] 0x000000000012161a
     1.81%  python3.10  python3.10            [.] 0x0000000000121590
     1.48%  python3.10  python3.10            [.] 0x00000000001215c4
     1.41%  python3.10  python3.10            [.] 0x0000000000121605
     1.25%  python3.10  python3.10            [.] 0x0000000000121676
     1.21%  python3.10  python3.10            [.] 0x0000000000121613
     0.95%  python3.10  python3.10            [.] 0x0000000000121737
     0.87%  python3.10  python3.10            [.] 0x0000000000121730
     0.82%  :2426952    python3.10            [.] _PyEval_EvalFrameDefault
     0.67%  python3.10  python3.10            [.] 0x00000000001215dc
     0.60%  python3.10  python3.10            [.] 0x000000000012160b
     0.59%  python3.10  python3.10            [.] 0x00000000001215f7
     0.57%  python3.10  python3.10            [.] 0x0000000000121679
     0.46%  python3.10  python3.10            [.] 0x000000000012167d
     0.45%  python3.10  python3.10            [.] 0x0000000000121596
     0.44%  python3.10  python3.10            [.] 0x00000000001215cb
     0.43%  python3.10  python3.10            [.] 0x00000000001215f2
     0.32%  python3.10  python3.10            [.] 0x00000000001215e9
     0.24%  python3.10  python3.10            [.] 0x00000000001215e5
     0.22%  python3.10  python3.10            [.] 0x000000000012159d
     0.22%  python3.10  python3.10            [.] 0x00000000001215ab
     0.21%  python3.10  python3.10            [.] 0x000000000012159b
     0.20%  python3.10  python3.10            [.] 0x000000000012160f
     0.19%  python3.10  python3.10            [.] 0x00000000001215a3
     0.19%  python3.10  python3.10            [.] 0x00000000001215d8
     0.19%  python3.10  python3.10            [.] 0x000000000012167f
     0.18%  python3.10  python3.10            [.] 0x0000000000121616
     0.17%  python3.10  [kernel.kallsyms]     [k] psi_group_change
     0.16%  python3.10  python3.10            [.] 0x00000000001215e2
     0.14%  python3.10  python3.10            [.] 0x00000000001215a7
     0.14%  python3.10  python3.10            [.] 0x00000000001215bc
     0.14%  python3.10  python3.10            [.] 0x0000000000121600
     0.12%  python3.10  python3.10            [.] 0x0000000000121734
     0.12%  python3.10  python3.10            [.] 0x0000000000121677
     0.11%  python3.10  python3.10            [.] 0x0000000000121594
     0.11%  python3.10  python3.10            [.] 0x00000000001215a2
     0.11%  python3.10  python3.10            [.] 0x000000000012167b
     0.09%  python3.10  python3.10            [.] 0x00000000001215a6
     0.06%  python3.10  [kernel.kallsyms]     [k] iterate_groups
     0.06%  :2426952    python3.10            [.] 0x00000000001215c4
     0.06%  python3.10  [kernel.kallsyms]     [k] dequeue_task_fair
     0.06%  python3.10  python3.10            [.] 0x00000000001215b2
     0.05%  python3.10  libc.so.6             [.] ____wcstof_l_internal
     0.05%  python3.10  [kernel.kallsyms]     [k] zap_pte_range
     0.05%  python3.10  python3.10            [.] 0x00000000001215a0
     0.05%  python3.10  [kernel.kallsyms]     [k] perf_event_groups_first
     0.04%  python3.10  [kernel.kallsyms]     [k] ttwu_do_activate
     0.04%  python3.10  [kernel.kallsyms]     [k] psi_task_change
     0.04%  python3.10  python3.10            [.] 0x000000000012166e
     0.04%  python3.10  python3.10            [.] 0x0000000000121672
     0.04%  python3.10  [kernel.kallsyms]     [k] __update_load_avg_se
     0.04%  python3.10  python3.10            [.] _PyObject_GetMethod
     0.04%  python3.10  [kernel.kallsyms]     [k] perf_event_update_userpage
     0.04%  python3.10  [kernel.kallsyms]     [k] memset_erms
     0.03%  :2426952    python3.10            [.] 0x0000000000121590
     0.03%  python3.10  [kernel.kallsyms]     [k] hash_futex
     0.03%  python3.10  [kernel.kallsyms]     [k] exit_to_user_mode_loop
     0.03%  python3.10  [kernel.kallsyms]     [k] slab_free_freelist_hook.constprop.0
     0.03%  :2426952    python3.10            [.] 0x000000000012161a
     0.03%  python3.10  [kernel.kallsyms]     [k] kmem_cache_alloc_node_trace
     0.03%  python3.10  [kernel.kallsyms]     [k] merge_sched_in
     0.03%  python3.10  [kernel.kallsyms]     [k] unmap_single_vma
     0.03%  python3.10  [kernel.kallsyms]     [k] resched_curr
     0.03%  python3.10  [kernel.kallsyms]     [k] update_load_avg
     0.03%  python3.10  [kernel.kallsyms]     [k] __irqentry_text_end
     0.03%  python3.10  [kernel.kallsyms]     [k] arch_perf_update_userpage
     0.03%  python3.10  [kernel.kallsyms]     [k] __x64_sys_futex
     0.03%  :2426952    python3.10            [.] 0x0000000000121679
     0.03%  python3.10  [kernel.kallsyms]     [k] asm_sysvec_thermal
     0.03%  :2426952    python3.10            [.] 0x00000000001215ab
     0.03%  python3.10  [kernel.kallsyms]     [k] fpregs_assert_state_consistent
     0.03%  python3.10  [kernel.kallsyms]     [k] schedule
     0.03%  python3.10  libc.so.6             [.] __GI___strncasecmp_l_sse2
     0.03%  python3.10  python3.10            [.] 0x0000000000121599
     0.03%  python3.10  [kernel.kallsyms]     [k] perf_log_itrace_start
     0.03%  python3.10  [kernel.kallsyms]     [k] perf_event_groups_insert
     0.03%  python3.10  python3.10            [.] 0x0000000000167e17
     0.03%  python3.10  [kernel.kallsyms]     [k] ctx_sched_in
     0.02%  python3.10  [kernel.kallsyms]     [k] event_sched_in
     0.02%  python3.10  [kernel.kallsyms]     [k] ktime_get
     0.02%  python3.10  [kernel.kallsyms]     [k] rb_next
     0.02%  python3.10  [kernel.kallsyms]     [k] perf_event_alloc
     0.02%  python3.10  [kernel.kallsyms]     [k] rcu_all_qs
     0.02%  python3.10  [kernel.kallsyms]     [k] kfree
     0.02%  python3.10  python3.10            [.] 0x0000000000151df2
     0.02%  python3.10  [kernel.kallsyms]     [k] kmem_cache_alloc_node
     0.02%  python3.10  [kernel.kallsyms]     [k] inherit_task_group.isra.0
     0.02%  python3.10  [kernel.kallsyms]     [k] native_sched_clock
     0.02%  python3.10  [kernel.kallsyms]     [k] perf_swevent_add
     0.02%  python3.10  [kernel.kallsyms]     [k] perf_event_update_time
     0.02%  python3.10  python3.10            [.] _PyObject_MakeTpCall
     0.02%  python3.10  [kernel.kallsyms]     [k] __cond_resched
     0.02%  python3.10  [kernel.kallsyms]     [k] timerqueue_add
     0.02%  python3.10  python3.10            [.] PyUnicode_FromFormatV
     0.02%  python3.10  [kernel.kallsyms]     [k] _raw_spin_lock
     0.02%  python3.10  [kernel.kallsyms]     [k] __srcu_read_lock
     0.02%  python3.10  python3.10            [.] _PyObject_GenericSetAttrWithDict
     0.02%  python3.10  [kernel.kallsyms]     [k] update_cfs_group
     0.02%  python3.10  libc.so.6             [.] __strcat_ssse3
     0.02%  python3.10  [kernel.kallsyms]     [k] pick_next_entity
     0.02%  python3.10  [kernel.kallsyms]     [k] visit_groups_merge.constprop.0.isra.0
     0.02%  python3.10  [kernel.kallsyms]     [k] __update_load_avg_cfs_rq
     0.02%  python3.10  [kernel.kallsyms]     [k] hsw_hw_config
     0.02%  python3.10  [kernel.kallsyms]     [k] page_remove_rmap
     0.01%  python3.10  [kernel.kallsyms]     [k] psi_task_switch
     0.01%  python3.10  [kernel.kallsyms]     [k] update_min_vruntime
     0.01%  python3.10  [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.01%  python3.10  libcrypto.so.3        [.] 0x0000000000307d43
     0.01%  python3.10  [kernel.kallsyms]     [k] get_nohz_timer_target
     0.01%  python3.10  [kernel.kallsyms]     [k] wake_affine
     0.01%  python3.10  [kernel.kallsyms]     [k] sched_clock_cpu
     0.01%  python3.10  [kernel.kallsyms]     [k] __calc_delta
     0.01%  python3.10  python3.10            [.] 0x00000000002942ff
     0.01%  python3.10  python3.10            [.] 0x00000000001b1c00
     0.01%  python3.10  python3.10            [.] PyObject_RichCompare
     0.01%  python3.10  python3.10            [.] 0x00000000001434c6
     0.01%  python3.10  python3.10            [.] 0x00000000001386ad
     0.01%  python3.10  python3.10            [.] 0x000000000017461f
     0.01%  python3.10  python3.10            [.] 0x0000000000156650
     0.01%  python3.10  [kernel.kallsyms]     [k] alloc_pid
     0.01%  python3.10  [kernel.kallsyms]     [k] futex_wait_queue_me
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_swevent_event
     0.01%  python3.10  [kernel.kallsyms]     [k] poll_select_finish
     0.01%  python3.10  [kernel.kallsyms]     [k] set_normalized_timespec64
