# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 10K of event 'cycles'
# Event count (approx.): 4555433993
#
# Overhead  Command     Shared Object         Symbol                                      
# ........  ..........  ....................  ............................................
#
     0.07%  :2415845    python3.10            [.] 0x000000000012161a
     0.07%  python3.10  [kernel.kallsyms]     [k] memset_erms
     0.07%  :2415429    python3.10            [.] 0x000000000012161a
     0.07%  :2415776    python3.10            [.] 0x0000000000121628
     0.07%  python3.10  python3.10            [.] 0x00000000001215b2
     0.06%  python3.10  python3.10            [.] 0x00000000001215c0
     0.06%  python3.10  [kernel.kallsyms]     [k] perf_event_alloc
     0.06%  python3.10  python3.10            [.] 0x000000000012162c
     0.06%  :2415526    python3.10            [.] 0x00000000001215f2
     0.06%  :2415393    python3.10            [.] 0x000000000012161a
     0.06%  :2415526    python3.10            [.] 0x0000000000121613
     0.06%  python3.10  [kernel.kallsyms]     [k] kmem_cache_alloc_node
     0.05%  python3.10  python3.10            [.] 0x0000000000121677
     0.05%  :2415776    python3.10            [.] 0x000000000012161a
     0.05%  python3.10  [kernel.kallsyms]     [k] syscall_exit_to_user_mode
     0.05%  :2415637    python3.10            [.] 0x000000000012161a
     0.05%  python3.10  python3.10            [.] 0x000000000012167f
     0.05%  :2415776    python3.10            [.] 0x00000000001215f7
     0.05%  :2415661    python3.10            [.] 0x000000000012161a
     0.05%  python3.10  python3.10            [.] 0x00000000001215c8
     0.04%  :2415526    python3.10            [.] 0x0000000000121605
     0.04%  :2415526    python3.10            [.] 0x0000000000121596
     0.04%  :2415526    python3.10            [.] 0x000000000012160f
     0.04%  :2415451    python3.10            [.] 0x0000000000121590
     0.04%  python3.10  [kernel.kallsyms]     [k] ctx_sched_in
     0.04%  python3.10  [kernel.kallsyms]     [k] native_sched_clock
     0.04%  python3.10  libc.so.6             [.] ____wcstof_l_internal
     0.04%  python3.10  python3.10            [.] 0x00000000001215a0
     0.04%  python3.10  [kernel.kallsyms]     [k] update_min_vruntime
     0.04%  python3.10  [kernel.kallsyms]     [k] _raw_spin_lock
     0.04%  python3.10  python3.10            [.] PyUnicode_Format
     0.04%  python3.10  [kernel.kallsyms]     [k] timerqueue_add
     0.03%  python3.10  [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.03%  python3.10  [kernel.kallsyms]     [k] kfree
     0.03%  :2415661    python3.10            [.] 0x00000000001215f7
     0.03%  :2415526    python3.10            [.] 0x00000000001215a7
     0.03%  :2415526    python3.10            [.] 0x00000000001215e5
     0.03%  :2415526    python3.10            [.] 0x00000000001215f7
     0.03%  :2415405    python3.10            [.] 0x0000000000121605
     0.03%  :2415661    python3.10            [.] 0x000000000012160b
     0.03%  :2415526    python3.10            [.] 0x0000000000121679
     0.03%  python3.10  ld-linux-x86-64.so.2  [.] _dl_check_all_versions
     0.03%  python3.10  python3.10            [.] PyType_GenericAlloc
     0.03%  :2415451    python3.10            [.] 0x000000000012161a
     0.03%  :2415603    python3.10            [.] 0x000000000012161a
     0.03%  :2415603    python3.10            [.] 0x0000000000121605
     0.03%  :2415405    python3.10            [.] 0x0000000000121635
     0.03%  python3.10  [kernel.kallsyms]     [k] irqentry_exit_to_user_mode
     0.03%  :2415429    python3.10            [.] 0x000000000012159b
     0.03%  :2415526    python3.10            [.] 0x000000000012160b
     0.03%  :2415451    python3.10            [.] 0x0000000000121737
     0.03%  :2415726    python3.10            [.] _PyEval_EvalFrameDefault
     0.03%  :2415429    python3.10            [.] 0x0000000000121638
     0.03%  python3.10  [kernel.kallsyms]     [k] inherit_event.constprop.0
     0.03%  python3.10  python3.10            [.] PyObject_SetAttr
     0.03%  :2415526    python3.10            [.] 0x0000000000121635
     0.03%  :2415405    python3.10            [.] 0x000000000012160f
     0.03%  python3.10  libc.so.6             [.] ____wcstold_l_internal
     0.03%  python3.10  [kernel.kallsyms]     [k] update_curr
     0.03%  :2415429    python3.10            [.] 0x000000000012160f
     0.03%  :2415661    python3.10            [.] 0x0000000000121679
     0.03%  :2415451    python3.10            [.] 0x0000000000121605
     0.03%  python3.10  [kernel.kallsyms]     [k] __calc_delta
     0.03%  python3.10  [kernel.kallsyms]     [k] sync_regs
     0.03%  python3.10  [kernel.kallsyms]     [k] dequeue_entity
     0.03%  python3.10  python3.10            [.] 0x000000000017a8dc
     0.03%  python3.10  python3.10            [.] 0x0000000000122820
     0.03%  python3.10  python3.10            [.] 0x00000000001215df
     0.03%  python3.10  [kernel.kallsyms]     [k] perf_event_update_userpage
     0.03%  python3.10  [kernel.kallsyms]     [k] psi_task_switch
     0.02%  python3.10  [kernel.kallsyms]     [k] perf_event_groups_first
     0.02%  python3.10  [kernel.kallsyms]     [k] __update_load_avg_cfs_rq
     0.02%  python3.10  [kernel.kallsyms]     [k] x86_pmu_enable
     0.02%  python3.10  [kernel.kallsyms]     [k] enqueue_task
     0.02%  python3.10  [kernel.kallsyms]     [k] error_entry
     0.02%  python3.10  [kernel.kallsyms]     [k] handle_pte_fault
     0.02%  python3.10  [kernel.kallsyms]     [k] find_vma
     0.02%  python3.10  [kernel.kallsyms]     [k] asm_sysvec_apic_timer_interrupt
     0.02%  python3.10  [kernel.kallsyms]     [k] native_write_msr
     0.02%  python3.10  [kernel.kallsyms]     [k] copy_page
     0.02%  python3.10  [kernel.kallsyms]     [k] perf_event_groups_insert
     0.02%  python3.10  python3.10            [.] 0x000000000012d084
     0.02%  python3.10  python3.10            [.] 0x000000000015963a
     0.02%  python3.10  [kernel.kallsyms]     [k] rb_erase
     0.02%  python3.10  [kernel.kallsyms]     [k] perf_event_update_time
     0.02%  python3.10  python3.10            [.] 0x0000000000159358
     0.02%  python3.10  [kernel.kallsyms]     [k] update_cfs_group
     0.02%  python3.10  python3.10            [.] 0x0000000000121672
     0.02%  :2415776    python3.10            [.] 0x000000000015b506
     0.02%  python3.10  [kernel.kallsyms]     [k] account_user_time
     0.02%  python3.10  python3.10            [.] 0x00000000001210fe
     0.02%  python3.10  [kernel.kallsyms]     [k] __mod_memcg_lruvec_state
     0.02%  :2415661    python3.10            [.] 0x0000000000121594
     0.02%  :2415556    python3.10            [.] 0x0000000000121638
     0.02%  :2415661    [kernel.kallsyms]     [k] native_sched_clock
     0.02%  :2415661    python3.10            [.] 0x000000000012160f
     0.02%  :2415776    python3.10            [.] 0x0000000000121590
     0.02%  python3.10  [kernel.kallsyms]     [k] memcg_slab_free_hook
     0.02%  python3.10  [kernel.kallsyms]     [k] entry_SYSCALL_64_after_hwframe
     0.02%  :2415526    python3.10            [.] 0x000000000012159d
     0.02%  :2415405    [kernel.kallsyms]     [k] native_sched_clock
     0.02%  :2415538    python3.10            [.] 0x000000000012161a
     0.01%  python3.10  [kernel.kallsyms]     [k] __perf_event_task_sched_in
     0.01%  :2415526    python3.10            [.] 0x0000000000121628
     0.01%  :2415526    python3.10            [.] 0x0000000000121616
     0.01%  :2415661    python3.10            [.] 0x000000000012159b
     0.01%  python3.10  [kernel.kallsyms]     [k] idr_get_free
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_event_fork
     0.01%  python3.10  libc.so.6             [.] __strstr_sse2_unaligned
     0.01%  python3.10  python3.10            [.] 0x00000000001740f0
     0.01%  :2415526    python3.10            [.] 0x00000000001215ab
     0.01%  python3.10  [kernel.kallsyms]     [k] unmap_page_range
     0.01%  :2415429    python3.10            [.] 0x00000000001215ab
     0.01%  :2415603    python3.10            [.] 0x0000000000121623
     0.01%  :2415405    python3.10            [.] 0x0000000000121737
     0.01%  :2415661    python3.10            [.] 0x00000000001215bc
     0.01%  :2415405    python3.10            [.] 0x0000000000121590
     0.01%  :2415538    [kernel.kallsyms]     [k] __unfreeze_partials
     0.01%  python3.10  [kernel.kallsyms]     [k] event_sched_in
     0.01%  :2415603    python3.10            [.] 0x000000000012159b
     0.01%  :2415538    python3.10            [.] 0x00000000001215a3
     0.01%  :2415526    python3.10            [.] 0x00000000001215e2
     0.01%  :2415393    python3.10            [.] 0x0000000000121605
     0.01%  python3.10  [kernel.kallsyms]     [k] asm_exc_page_fault
     0.01%  python3.10  [kernel.kallsyms]     [k] clear_page_erms
     0.01%  python3.10  [kernel.kallsyms]     [k] pick_next_task_fair
     0.01%  python3.10  [kernel.kallsyms]     [k] x86_get_event_constraints
     0.01%  python3.10  [kernel.kallsyms]     [k] x86_setup_perfctr
     0.01%  python3.10  python3.10            [.] 0x00000000001433cc
     0.01%  :2415429    python3.10            [.] 0x00000000001215bc
     0.01%  :2415451    python3.10            [.] 0x000000000012167b
     0.01%  :2415526    python3.10            [.] 0x000000000012159b
     0.01%  :2415429    python3.10            [.] 0x00000000001215a3
     0.01%  :2415393    python3.10            [.] 0x00000000001215ab
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_event_mmap_output
     0.01%  python3.10  [kernel.kallsyms]     [k] pids_can_fork
     0.01%  python3.10  python3.10            [.] 0x0000000000167b29
     0.01%  python3.10  python3.10            [.] 0x00000000001d495d
     0.01%  :2415776    python3.10            [.] 0x0000000000121616
     0.01%  :2415603    [kernel.kallsyms]     [k] drain_obj_stock
     0.01%  :2415429    python3.10            [.] 0x000000000012160b
     0.01%  :2415451    [kernel.kallsyms]     [k] __update_load_avg_se
     0.01%  :2415405    python3.10            [.] 0x000000000012160b
     0.01%  :2415845    python3.10            [.] 0x00000000001215ab
     0.01%  :2415451    python3.10            [.] 0x0000000000121613
     0.01%  :2415451    python3.10            [.] 0x000000000012160f
     0.01%  python3.10  python3.10            [.] 0x000000000023961a
     0.01%  :2415556    python3.10            [.] 0x000000000012161a
     0.01%  :2415776    python3.10            [.] 0x00000000001215c4
     0.01%  :2415429    python3.10            [.] 0x00000000001215c4
     0.01%  :2415538    python3.10            [.] 0x00000000001215c4
     0.01%  :2415526    python3.10            [.] 0x00000000001215bc
     0.01%  :2415845    python3.10            [.] 0x0000000000121590
     0.01%  :2415429    python3.10            [.] 0x0000000000121600
     0.01%  python3.10  [kernel.kallsyms]     [k] get_nohz_timer_target
     0.01%  python3.10  [kernel.kallsyms]     [k] psi_task_change
     0.01%  :2415429    python3.10            [.] 0x00000000001215f7
     0.01%  python3.10  [kernel.kallsyms]     [k] __sysvec_apic_timer_interrupt
     0.01%  :2415429    python3.10            [.] 0x00000000001215dc
     0.01%  :2415845    python3.10            [.] 0x000000000012167f
     0.01%  :2415776    python3.10            [.] 0x00000000001215ab
     0.01%  :2415776    python3.10            [.] 0x00000000001215d8
     0.01%  :2415429    python3.10            [.] 0x0000000000121613
     0.01%  :2415526    python3.10            [.] 0x0000000000121737
     0.01%  python3.10  python3.10            [.] _PyUnicodeWriter_PrepareInternal
     0.01%  :2415405    python3.10            [.] 0x0000000000121638
     0.01%  :2415451    python3.10            [.] 0x000000000012159d
     0.01%  :2415429    python3.10            [.] 0x000000000012167d
     0.01%  :2415556    python3.10            [.] 0x00000000001215a6
     0.01%  :2415776    python3.10            [.] 0x0000000000121613
     0.01%  :2415451    [kernel.kallsyms]     [k] __update_load_avg_cfs_rq
     0.01%  :2415482    python3.10            [.] 0x00000000001d495d
     0.01%  python3.10  python3.10            [.] _PyObject_GenericGetAttrWithDict
     0.01%  python3.10  [kernel.kallsyms]     [k] __cgroup_throttle_swaprate
     0.01%  python3.10  [kernel.kallsyms]     [k] __handle_mm_fault
     0.01%  python3.10  [kernel.kallsyms]     [k] account_kernel_stack.isra.0
     0.01%  python3.10  [kernel.kallsyms]     [k] mem_cgroup_charge_statistics.constprop.0
     0.01%  python3.10  [kernel.kallsyms]     [k] merge_sched_in
     0.01%  python3.10  python3.10            [.] 0x0000000000137a99
     0.01%  python3.10  python3.10            [.] 0x00000000001595f0
     0.01%  :2415451    python3.10            [.] 0x0000000000121677
     0.01%  python3.10  [kernel.kallsyms]     [k] rb_next
     0.01%  :2415637    [kernel.kallsyms]     [k] syscall_return_via_sysret
     0.01%  :2415451    python3.10            [.] 0x00000000001215c0
     0.01%  :2415603    python3.10            [.] 0x0000000000121613
     0.01%  :2415556    python3.10            [.] 0x0000000000121613
     0.01%  python3.10  [kernel.kallsyms]     [k] reweight_entity
     0.01%  python3.10  [kernel.kallsyms]     [k] __mod_lruvec_page_state
     0.01%  python3.10  [kernel.kallsyms]     [k] syscall_enter_from_user_mode
     0.01%  :2415538    python3.10            [.] 0x00000000001215bc
     0.01%  :2415526    [kernel.kallsyms]     [k] psi_group_change
     0.01%  :2415429    python3.10            [.] 0x00000000001215df
     0.01%  :2415776    [kernel.kallsyms]     [k] futex_wait_setup
     0.01%  python3.10  python3.10            [.] PyObject_RichCompare
     0.01%  python3.10  [kernel.kallsyms]     [k] arch_scale_freq_tick
     0.01%  python3.10  [kernel.kallsyms]     [k] __cond_resched
     0.01%  python3.10  [kernel.kallsyms]     [k] intel_get_event_constraints
     0.01%  python3.10  [kernel.kallsyms]     [k] memcg_slab_post_alloc_hook
     0.01%  python3.10  [kernel.kallsyms]     [k] mmap_region
     0.01%  python3.10  [kernel.kallsyms]     [k] mutex_lock
     0.01%  python3.10  [kernel.kallsyms]     [k] x86_reserve_hardware
     0.01%  python3.10  python3.10            [.] PyLong_AsLong
     0.01%  python3.10  [kernel.kallsyms]     [k] rb_insert_color
     0.01%  python3.10  python3.10            [.] 0x0000000000143804
     0.01%  python3.10  [kernel.kallsyms]     [k] therm_throt_process
     0.01%  python3.10  [kernel.kallsyms]     [k] check_preempt_wakeup
     0.01%  python3.10  python3.10            [.] 0x0000000000143440
     0.01%  :2415482    libc.so.6             [.] 0x0000000000199ee7
     0.01%  python3.10  python3.10            [.] 0x000000000018d6e9
     0.01%  python3.10  [kernel.kallsyms]     [k] try_to_wake_up
     0.01%  :2415538    python3.10            [.] 0x00000000001215f7
     0.01%  python3.10  [kernel.kallsyms]     [k] task_h_load
     0.01%  :2415845    python3.10            [.] 0x000000000012160f
     0.01%  :2415482    python3.10            [.] 0x000000000012160f
     0.01%  :2415776    python3.10            [.] 0x00000000001215a7
     0.01%  python3.10  [kernel.kallsyms]     [k] __x64_sys_futex
     0.01%  python3.10  libc.so.6             [.] __GI___strncasecmp_l_sse2
     0.01%  python3.10  [kernel.kallsyms]     [k] __hrtimer_next_event_base
     0.01%  python3.10  [kernel.kallsyms]     [k] check_preempt_curr
     0.01%  python3.10  [kernel.kallsyms]     [k] __irqentry_text_end
     0.01%  :2415776    python3.10            [.] 0x0000000000121638
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_log_itrace_start
     0.01%  python3.10  python3.10            [.] 0x0000000000121734
     0.01%  :2415603    python3.10            [.] 0x000000000012160b
     0.01%  python3.10  [vdso]                [.] 0x00000000000006e8
     0.01%  :2415845    python3.10            [.] 0x0000000000121737
     0.01%  :2415726    python3.10            [.] 0x0000000000121623
     0.01%  python3.10  [kernel.kallsyms]     [k] exit_to_user_mode_prepare
     0.01%  python3.10  [kernel.kallsyms]     [k] asm_sysvec_reschedule_ipi
     0.01%  python3.10  [kernel.kallsyms]     [k] asm_sysvec_call_function_single
     0.01%  python3.10  [kernel.kallsyms]     [k] tick_program_event
     0.01%  python3.10  [kernel.kallsyms]     [k] __pagevec_lru_add
     0.01%  :2415637    python3.10            [.] 0x0000000000121590
     0.01%  :2415726    python3.10            [.] 0x0000000000121676
     0.01%  python3.10  [kernel.kallsyms]     [k] clockevents_program_event
     0.01%  python3.10  [kernel.kallsyms]     [k] available_idle_cpu
     0.01%  python3.10  python3.10            [.] 0x000000000018928c
     0.01%  python3.10  [kernel.kallsyms]     [k] select_idle_cpu
     0.01%  :2415776    python3.10            [.] 0x00000000001215bc
     0.01%  python3.10  [kernel.kallsyms]     [k] percpu_counter_add_batch
     0.01%  python3.10  [kernel.kallsyms]     [k] prepare_task_switch
     0.01%  python3.10  python3.10            [.] PyFunction_NewWithQualName
     0.01%  python3.10  [kernel.kallsyms]     [k] __do_munmap
     0.01%  python3.10  python3.10            [.] 0x0000000000179564
     0.01%  :2415726    python3.10            [.] 0x00000000001215c4
     0.01%  python3.10  [kernel.kallsyms]     [k] kmem_cache_alloc_trace
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_event_init_context
     0.01%  python3.10  python3.10            [.] 0x000000000014348f
     0.01%  python3.10  python3.10            [.] 0x0000000000172c44
     0.01%  python3.10  [kernel.kallsyms]     [k] rcu_cblist_dequeue
     0.01%  :2415603    python3.10            [.] 0x0000000000121638
     0.01%  :2415726    python3.10            [.] 0x0000000000121613
     0.01%  python3.10  [kernel.kallsyms]     [k] ktime_get
     0.01%  :2415603    python3.10            [.] 0x0000000000121600
     0.01%  :2415845    python3.10            [.] 0x0000000000121623
     0.01%  :2415726    [kernel.kallsyms]     [k] psi_task_change
     0.01%  :2415482    python3.10            [.] 0x0000000000121623
     0.01%  :2415776    python3.10            [.] 0x0000000000121730
     0.00%  :2415556    python3.10            [.] 0x0000000000121590
     0.00%  python3.10  [kernel.kallsyms]     [k] futex_wait_queue_me
     0.00%  :2415603    [kernel.kallsyms]     [k] enqueue_entity
     0.00%  python3.10  [kernel.kallsyms]     [k] visit_groups_merge.constprop.0.isra.0
     0.00%  :2415393    python3.10            [.] 0x0000000000121628
     0.00%  :2415482    python3.10            [.] 0x0000000000121613
     0.00%  :2415726    python3.10            [.] 0x00000000001215e9
     0.00%  :2415726    python3.10            [.] 0x0000000000121590
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_pmu_nop_txn
     0.00%  :2415661    python3.10            [.] 0x0000000000121623
     0.00%  python3.10  [kernel.kallsyms]     [k] find_vma_prev
     0.00%  python3.10  [kernel.kallsyms]     [k] update_load_avg
     0.00%  python3.10  python3.10            [.] 0x00000000001215ed
     0.00%  :2415637    python3.10            [.] 0x000000000012159d
     0.00%  python3.10  [kernel.kallsyms]     [k] schedule
     0.00%  python3.10  [kernel.kallsyms]     [k] __softirqentry_text_start
     0.00%  python3.10  python3.10            [.] 0x000000000017c386
     0.00%  :2415538    python3.10            [.] 0x0000000000121613
     0.00%  :2415637    python3.10            [.] 0x0000000000121730
     0.00%  :2415776    [kernel.kallsyms]     [k] native_sched_clock
     0.00%  python3.10  libc.so.6             [.] __memmove_sse2_unaligned_erms
     0.00%  python3.10  [kernel.kallsyms]     [k] exit_creds
     0.00%  python3.10  libc.so.6             [.] 0x00000000001a0940
     0.00%  python3.10  python3.10            [.] PyObject_Format
     0.00%  python3.10  [kernel.kallsyms]     [k] rcu_do_batch
     0.00%  :2415482    [kernel.kallsyms]     [k] detach_entity_cfs_rq
     0.00%  :2415482    [kernel.kallsyms]     [k] rebalance_domains
     0.00%  python3.10  [kernel.kallsyms]     [k] _find_next_bit
     0.00%  python3.10  [kernel.kallsyms]     [k] __intel_pmu_enable_all.constprop.0
     0.00%  python3.10  python3.10            [.] 0x0000000000070930
     0.00%  python3.10  [kernel.kallsyms]     [k] put_pid_ns
     0.00%  python3.10  [kernel.kallsyms]     [k] mod_objcg_state
     0.00%  python3.10  [kernel.kallsyms]     [k] sched_clock_cpu
     0.00%  python3.10  [kernel.kallsyms]     [k] __unfreeze_partials
     0.00%  :2415556    [kernel.kallsyms]     [k] __irqentry_text_end
     0.00%  python3.10  [kernel.kallsyms]     [k] native_read_msr
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_swevent_event
     0.00%  python3.10  [kernel.kallsyms]     [k] invoke_rcu_core
     0.00%  python3.10  [kernel.kallsyms]     [k] tcp_delack_timer_handler
     0.00%  python3.10  [kernel.kallsyms]     [k] file_free_rcu
     0.00%  python3.10  [kernel.kallsyms]     [k] rebalance_domains
     0.00%  python3.10  python3.10            [.] 0x0000000000137a64
     0.00%  python3.10  [kernel.kallsyms]     [k] __update_blocked_fair
     0.00%  python3.10  [kernel.kallsyms]     [k] rcu_core_si
     0.00%  :2415538    python3.10            [.] 0x00000000001215ab
     0.00%  :2415776    [kernel.kallsyms]     [k] select_task_rq_fair
     0.00%  python3.10  python3.10            [.] _PyObject_GetMethod
     0.00%  python3.10  python3.10            [.] 0x000000000015ef86
     0.00%  python3.10  [kernel.kallsyms]     [k] error_return
     0.00%  python3.10  python3.10            [.] 0x000000000017c3fc
     0.00%  python3.10  [kernel.kallsyms]     [k] __slab_free
     0.00%  python3.10  python3.10            [.] 0x000000000018929f
     0.00%  python3.10  [kernel.kallsyms]     [k] kmem_cache_free
     0.00%  python3.10  [kernel.kallsyms]     [k] rcu_core
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_adjust_freq_unthr_context
     0.00%  :2415845    [kernel.kallsyms]     [k] native_write_msr
     0.00%  python3.10  [kernel.kallsyms]     [k] intel_pmu_enable_all
     0.00%  :2415726    [kernel.kallsyms]     [k] native_write_msr
     0.00%  :2415393    [kernel.kallsyms]     [k] native_write_msr
     0.00%  :2415845    [kernel.kallsyms]     [k] __intel_pmu_enable_all.constprop.0
     0.00%  :2415603    [kernel.kallsyms]     [k] native_write_msr
     0.00%  :2415661    [kernel.kallsyms]     [k] native_write_msr
     0.00%  :2415726    [kernel.kallsyms]     [k] __intel_pmu_enable_all.constprop.0
     0.00%  :2415556    [kernel.kallsyms]     [k] native_write_msr
     0.00%  :2415776    [kernel.kallsyms]     [k] native_write_msr
     0.00%  :2415451    [kernel.kallsyms]     [k] native_write_msr
     0.00%  python3.10  libc.so.6             [.] 0x000000000019d981
     0.00%  :2415637    [kernel.kallsyms]     [k] native_write_msr
     0.00%  python3.10  python3.10            [.] 0x000000000011eb13
     0.00%  :2415482    [kernel.kallsyms]     [k] native_write_msr
     0.00%  :2415526    [kernel.kallsyms]     [k] native_write_msr
     0.00%  :2415538    [kernel.kallsyms]     [k] native_write_msr
     0.00%  python3.10  [kernel.kallsyms]     [k] obj_cgroup_charge_pages
     0.00%  :2415429    [kernel.kallsyms]     [k] native_write_msr
     0.00%  python3.10  [kernel.kallsyms]     [k] __bitmap_intersects
     0.00%  python3.10  [kernel.kallsyms]     [k] alloc_pages_vma
     0.00%  python3.10  [kernel.kallsyms]     [k] list_add_event
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_output_end


# Samples: 9K of event 'instructions'
# Event count (approx.): 5947761218
#
# Overhead  Command     Shared Object      Symbol                                   
# ........  ..........  .................  .........................................
#
    63.30%  python3.10  python3.10         [.] _PyEval_EvalFrameDefault
     6.71%  python3.10  python3.10         [.] 0x000000000012161a
     2.87%  :2415526    python3.10         [.] _PyEval_EvalFrameDefault
     1.40%  python3.10  python3.10         [.] 0x000000000012160b
     1.29%  python3.10  python3.10         [.] 0x0000000000121623
     1.26%  python3.10  python3.10         [.] 0x0000000000121590
     1.20%  python3.10  python3.10         [.] 0x0000000000121613
     1.14%  python3.10  python3.10         [.] 0x0000000000121605
     0.77%  python3.10  python3.10         [.] 0x0000000000121635
     0.74%  python3.10  python3.10         [.] 0x0000000000121676
     0.70%  python3.10  python3.10         [.] 0x00000000001215c4
     0.65%  :2415603    python3.10         [.] _PyEval_EvalFrameDefault
     0.60%  python3.10  python3.10         [.] 0x00000000001215f7
     0.60%  :2415661    python3.10         [.] _PyEval_EvalFrameDefault
     0.59%  python3.10  python3.10         [.] 0x0000000000121596
     0.58%  python3.10  python3.10         [.] 0x0000000000121730
     0.57%  :2415451    python3.10         [.] _PyEval_EvalFrameDefault
     0.57%  python3.10  python3.10         [.] 0x0000000000121638
     0.57%  python3.10  python3.10         [.] 0x0000000000121616
     0.56%  python3.10  python3.10         [.] 0x000000000012160f
     0.56%  python3.10  python3.10         [.] 0x0000000000121737
     0.55%  :2415429    python3.10         [.] _PyEval_EvalFrameDefault
     0.54%  :2415556    python3.10         [.] _PyEval_EvalFrameDefault
     0.53%  python3.10  python3.10         [.] 0x00000000001215f2
     0.49%  :2415526    python3.10         [.] 0x000000000012161a
     0.45%  python3.10  python3.10         [.] 0x0000000000121628
     0.44%  :2415845    python3.10         [.] _PyEval_EvalFrameDefault
     0.42%  :2415393    python3.10         [.] _PyEval_EvalFrameDefault
     0.41%  :2415405    python3.10         [.] _PyEval_EvalFrameDefault
