# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 79K of event 'cycles'
# Event count (approx.): 39665687302
#
# Overhead  Command     Shared Object                             Symbol                                      
# ........  ..........  ........................................  ............................................
#
     0.06%  python3.10  python3.10                                [.] 0x0000000000121594
     0.06%  python3.10  python3.10                                [.] _PyUnicode_JoinArray
     0.06%  :2338005    python3.10                                [.] _PyEval_EvalFrameDefault
     0.06%  :2338027    python3.10                                [.] _PyEval_EvalFrameDefault
     0.06%  python3.10  python3.10                                [.] 0x0000000000121600
     0.06%  :2338391    python3.10                                [.] _PyEval_EvalFrameDefault
     0.05%  python3.10  python3.10                                [.] _PyObject_GetMethod
     0.05%  :2337959    python3.10                                [.] _PyEval_EvalFrameDefault
     0.05%  python3.10  python3.10                                [.] 0x00000000001215d8
     0.05%  python3.10  [kernel.kallsyms]                         [k] syscall_exit_to_user_mode
     0.04%  python3.10  python3.10                                [.] 0x0000000000121599
     0.04%  python3.10  python3.10                                [.] 0x000000000012167f
     0.04%  python3.10  [kernel.kallsyms]                         [k] irqentry_exit_to_user_mode
     0.04%  python3.10  [kernel.kallsyms]                         [k] perf_event_alloc
     0.04%  :2337883    python3.10                                [.] _PyEval_EvalFrameDefault
     0.04%  python3.10  [kernel.kallsyms]                         [k] native_read_msr
     0.04%  python3.10  [kernel.kallsyms]                         [k] error_entry
     0.04%  python3.10  python3.10                                [.] 0x00000000001215c0
     0.04%  python3.10  python3.10                                [.] 0x00000000001215a0
     0.03%  python3.10  [kernel.kallsyms]                         [k] merge_sched_in
     0.03%  python3.10  [kernel.kallsyms]                         [k] event_sched_in
     0.03%  python3.10  [kernel.kallsyms]                         [k] visit_groups_merge.constprop.0.isra.0
     0.03%  python3.10  [kernel.kallsyms]                         [k] entry_SYSCALL_64_after_hwframe
     0.03%  python3.10  [kernel.kallsyms]                         [k] syscall_return_via_sysret
     0.03%  python3.10  [kernel.kallsyms]                         [k] native_write_msr
     0.03%  python3.10  python3.10                                [.] 0x00000000001215a6
     0.03%  python3.10  [kernel.kallsyms]                         [k] __perf_event_task_sched_in
     0.03%  python3.10  libc.so.6                                 [.] ____wcstof_l_internal
     0.03%  python3.10  libc.so.6                                 [.] ____wcstold_l_internal
     0.03%  python3.10  [kernel.kallsyms]                         [k] rb_next
     0.03%  python3.10  python3.10                                [.] 0x000000000017c3fc
     0.03%  python3.10  libc.so.6                                 [.] __strcat_ssse3
     0.03%  :2338049    python3.10                                [.] _PyEval_EvalFrameDefault
     0.03%  python3.10  [kernel.kallsyms]                         [k] __irqentry_text_end
     0.03%  python3.10  python3.10                                [.] _PyObject_GenericGetAttrWithDict
     0.03%  python3.10  python3.10                                [.] 0x00000000001d4961
     0.03%  python3.10  libc.so.6                                 [.] __GI___strncasecmp_l_sse2
     0.02%  python3.10  [kernel.kallsyms]                         [k] _raw_spin_lock_irqsave
     0.02%  python3.10  python3.10                                [.] _PyObject_LookupSpecial
     0.02%  python3.10  python3.10                                [.] 0x000000000018d59d
     0.02%  python3.10  [kernel.kallsyms]                         [k] sync_regs
     0.02%  python3.10  python3.10                                [.] 0x000000000012166e
     0.02%  python3.10  [kernel.kallsyms]                         [k] update_curr
     0.02%  python3.10  [kernel.kallsyms]                         [k] native_write_msr_safe
     0.02%  python3.10  [kernel.kallsyms]                         [k] inherit_task_group.isra.0
     0.02%  python3.10  [kernel.kallsyms]                         [k] update_load_avg
     0.02%  python3.10  [kernel.kallsyms]                         [k] perf_log_itrace_start
     0.02%  python3.10  [kernel.kallsyms]                         [k] perf_event_groups_first
     0.02%  python3.10  python3.10                                [.] PyObject_GetAttr
     0.02%  python3.10  [kernel.kallsyms]                         [k] rb_insert_color
     0.02%  python3.10  python3.10                                [.] 0x00000000001215b2
     0.02%  python3.10  [kernel.kallsyms]                         [k] __update_load_avg_se
     0.02%  python3.10  [kernel.kallsyms]                         [k] kfree
     0.02%  python3.10  [kernel.kallsyms]                         [k] native_sched_clock
     0.02%  python3.10  [kernel.kallsyms]                         [k] restore_fpregs_from_fpstate
     0.02%  python3.10  [kernel.kallsyms]                         [k] native_apic_msr_eoi_write
     0.02%  python3.10  libc.so.6                                 [.] __strncat_ssse3
     0.02%  python3.10  [kernel.kallsyms]                         [k] __update_load_avg_cfs_rq
     0.02%  python3.10  [kernel.kallsyms]                         [k] asm_sysvec_apic_timer_interrupt
     0.02%  python3.10  python3.10                                [.] 0x0000000000127f5d
     0.02%  python3.10  [kernel.kallsyms]                         [k] __schedule
     0.02%  python3.10  [kernel.kallsyms]                         [k] enqueue_entity
     0.02%  python3.10  python3.10                                [.] _PyFunction_Vectorcall
     0.02%  python3.10  libc.so.6                                 [.] __strncat_sse2_unaligned
     0.02%  python3.10  python3.10                                [.] 0x000000000015effa
     0.02%  python3.10  python3.10                                [.] 0x00000000001215ed
     0.02%  python3.10  [kernel.kallsyms]                         [k] try_to_wake_up
     0.02%  python3.10  python3.10                                [.] 0x0000000000174090
     0.02%  python3.10  python3.10                                [.] _PyUnicode_ToDecimalDigit
     0.01%  python3.10  [kernel.kallsyms]                         [k] kmem_cache_alloc_trace
     0.01%  python3.10  [kernel.kallsyms]                         [k] timerqueue_add
     0.01%  python3.10  python3.10                                [.] 0x00000000001215c8
     0.01%  python3.10  [kernel.kallsyms]                         [k] inherit_event.constprop.0
     0.01%  python3.10  [kernel.kallsyms]                         [k] __x64_sys_futex
     0.01%  python3.10  python3.10                                [.] 0x00000000001740bb
     0.01%  python3.10  [kernel.kallsyms]                         [k] memcg_slab_free_hook
     0.01%  python3.10  [kernel.kallsyms]                         [k] zap_pte_range
     0.01%  python3.10  python3.10                                [.] _PyUnicode_InsertThousandsGrouping
     0.01%  python3.10  [kernel.kallsyms]                         [k] perf_event_update_userpage
     0.01%  python3.10  python3.10                                [.] _PyUnicodeWriter_PrepareInternal
     0.01%  python3.10  [kernel.kallsyms]                         [k] _raw_spin_lock
     0.01%  python3.10  [kernel.kallsyms]                         [k] perf_event_groups_insert
     0.01%  python3.10  python3.10                                [.] 0x0000000000152321
     0.01%  python3.10  [kernel.kallsyms]                         [k] select_idle_sibling
     0.01%  python3.10  python3.10                                [.] 0x00000000001434c6
     0.01%  python3.10  libc.so.6                                 [.] __memmove_sse2_unaligned_erms
     0.01%  python3.10  [kernel.kallsyms]                         [k] hash_futex
     0.01%  python3.10  [kernel.kallsyms]                         [k] select_task_rq_fair
     0.01%  python3.10  [kernel.kallsyms]                         [k] intel_pmu_event_map
     0.01%  python3.10  [kernel.kallsyms]                         [k] slab_free_freelist_hook.constprop.0
     0.01%  python3.10  [kernel.kallsyms]                         [k] __hrtimer_run_queues
     0.01%  python3.10  python3.10                                [.] 0x000000000018d155
     0.01%  python3.10  [kernel.kallsyms]                         [k] update_cfs_group
     0.01%  python3.10  [kernel.kallsyms]                         [k] psi_task_change
     0.01%  python3.10  [kernel.kallsyms]                         [k] mutex_unlock
     0.01%  python3.10  python3.10                                [.] 0x0000000000127f54
     0.01%  python3.10  [kernel.kallsyms]                         [k] perf_event_update_time
     0.01%  python3.10  [kernel.kallsyms]                         [k] perf_iterate_ctx
     0.01%  python3.10  [kernel.kallsyms]                         [k] pick_next_entity
     0.01%  python3.10  [kernel.kallsyms]                         [k] dequeue_task_fair
     0.01%  python3.10  [kernel.kallsyms]                         [k] memcg_slab_post_alloc_hook
     0.01%  python3.10  [kernel.kallsyms]                         [k] iterate_groups
     0.01%  python3.10  [kernel.kallsyms]                         [k] perf_swevent_add
     0.01%  python3.10  [kernel.kallsyms]                         [k] ___perf_sw_event
     0.01%  python3.10  [kernel.kallsyms]                         [k] __sysvec_apic_timer_interrupt
     0.01%  python3.10  [kernel.kallsyms]                         [k] _raw_spin_lock_irq
     0.01%  python3.10  [kernel.kallsyms]                         [k] ___slab_alloc
     0.01%  python3.10  [kernel.kallsyms]                         [k] __calc_delta
     0.01%  python3.10  [kernel.kallsyms]                         [k] rb_erase
     0.01%  python3.10  [kernel.kallsyms]                         [k] ctx_sched_in
     0.01%  python3.10  [kernel.kallsyms]                         [k] psi_task_switch
     0.01%  python3.10  [kernel.kallsyms]                         [k] list_add_event
     0.01%  python3.10  [kernel.kallsyms]                         [k] find_vma_prev
     0.01%  python3.10  python3.10                                [.] 0x000000000015b541
     0.01%  python3.10  python3.10                                [.] PyUnicode_FromFormatV
     0.01%  python3.10  [kernel.kallsyms]                         [k] __get_user_8
     0.01%  python3.10  [kernel.kallsyms]                         [k] enqueue_task_fair
     0.01%  python3.10  [kernel.kallsyms]                         [k] alloc_vmap_area
     0.01%  python3.10  [kernel.kallsyms]                         [k] do_syscall_64
     0.01%  python3.10  [kernel.kallsyms]                         [k] __lock_text_start
     0.01%  python3.10  python3.10                                [.] 0x000000000015efdc
     0.01%  python3.10  python3.10                                [.] 0x00000000001d495d
     0.01%  python3.10  python3.10                                [.] PyType_GenericAlloc
     0.01%  python3.10  [kernel.kallsyms]                         [k] check_preempt_wakeup
     0.01%  python3.10  python3.10                                [.] _PyType_Lookup
     0.01%  python3.10  [kernel.kallsyms]                         [k] reweight_entity
     0.01%  python3.10  python3.10                                [.] PyObject_SetAttr
     0.01%  python3.10  [kernel.kallsyms]                         [k] sched_clock_cpu
     0.01%  python3.10  python3.10                                [.] _PyObject_GenericSetAttrWithDict
     0.01%  python3.10  [kernel.kallsyms]                         [k] futex_wait
     0.01%  python3.10  [kernel.kallsyms]                         [k] __cgroup_account_cputime
     0.01%  python3.10  [kernel.kallsyms]                         [k] x86_pmu_disable
     0.01%  python3.10  [kernel.kallsyms]                         [k] native_queued_spin_lock_slowpath.part.0
     0.01%  python3.10  [kernel.kallsyms]                         [k] exit_to_user_mode_loop
     0.01%  python3.10  [kernel.kallsyms]                         [k] psi_flags_change
     0.01%  python3.10  python3.10                                [.] _PyDict_DelItem_KnownHash
     0.01%  python3.10  [kernel.kallsyms]                         [k] irq_exit_rcu
     0.01%  python3.10  python3.10                                [.] 0x000000000018d066
     0.01%  python3.10  [kernel.kallsyms]                         [k] __srcu_read_lock
     0.01%  python3.10  python3.10                                [.] 0x00000000001215df
     0.01%  python3.10  [kernel.kallsyms]                         [k] security_perf_event_alloc
     0.01%  python3.10  python3.10                                [.] 0x000000000017f87a
     0.01%  python3.10  python3.10                                [.] PyObject_Format
     0.01%  python3.10  python3.10                                [.] PyLong_FromString
     0.01%  python3.10  [kernel.kallsyms]                         [k] asm_sysvec_thermal
     0.01%  python3.10  [kernel.kallsyms]                         [k] read_tsc
     0.01%  python3.10  python3.10                                [.] 0x0000000000137a60
     0.01%  python3.10  libc.so.6                                 [.] parse_expression
     0.01%  python3.10  libc.so.6                                 [.] __stpncpy_sse2_unaligned
     0.01%  python3.10  python3.10                                [.] 0x0000000000122820
     0.01%  python3.10  python3.10                                [.] 0x00000000001740af
     0.01%  python3.10  python3.10                                [.] 0x0000000000206a23
     0.01%  python3.10  python3.10                                [.] PyObject_GC_Del
     0.01%  python3.10  python3.10                                [.] PyDict_GetItemWithError
     0.01%  python3.10  python3.10                                [.] PyList_Append
     0.01%  python3.10  [kernel.kallsyms]                         [k] rcu_read_unlock_strict
     0.01%  python3.10  python3.10                                [.] 0x0000000000206c7a
     0.01%  python3.10  python3.10                                [.] 0x000000000017c386
     0.01%  python3.10  python3.10                                [.] 0x0000000000188e95
     0.01%  python3.10  [kernel.kallsyms]                         [k] pick_next_task_fair
     0.01%  python3.10  python3.10                                [.] 0x000000000015b546
     0.01%  python3.10  [kernel.kallsyms]                         [k] sysvec_apic_timer_interrupt
     0.01%  python3.10  libc.so.6                                 [.] __strstr_sse2_unaligned
     0.01%  python3.10  [kernel.kallsyms]                         [k] futex_wake
     0.01%  python3.10  libc.so.6                                 [.] 0x00000000001a0940
     0.01%  python3.10  python3.10                                [.] 0x00000000001732ee
     0.01%  python3.10  python3.10                                [.] 0x000000000018d599
     0.01%  :2337923    python3.10                                [.] _PyEval_EvalFrameDefault
     0.01%  python3.10  python3.10                                [.] 0x0000000000188e99
     0.01%  python3.10  [kernel.kallsyms]                         [k] update_sg_wakeup_stats
     0.01%  python3.10  [kernel.kallsyms]                         [k] lapic_next_deadline
     0.01%  python3.10  libc.so.6                                 [.] 0x00000000001a0970
     0.01%  python3.10  [kernel.kallsyms]                         [k] mutex_lock
     0.01%  python3.10  [kernel.kallsyms]                         [k] __srcu_read_unlock
     0.01%  python3.10  [kernel.kallsyms]                         [k] find_vma
     0.01%  python3.10  [kernel.kallsyms]                         [k] x86_get_event_constraints
     0.01%  python3.10  python3.10                                [.] 0x0000000000143407
     0.01%  python3.10  python3.10                                [.] 0x0000000000121734
     0.01%  python3.10  [kernel.kallsyms]                         [k] do_futex
     0.01%  :2338193    python3.10                                [.] 0x0000000000121590
     0.01%  python3.10  [kernel.kallsyms]                         [k] futex_wait_setup
     0.01%  python3.10  [kernel.kallsyms]                         [k] perf_event_context_sched_out
     0.01%  python3.10  python3.10                                [.] 0x00000000001740a7
     0.01%  python3.10  python3.10                                [.] 0x000000000020bf65
     0.01%  python3.10  [kernel.kallsyms]                         [k] perf_event_task_output
     0.01%  python3.10  python3.10                                [.] _PyUnicodeWriter_Init
     0.01%  python3.10  [kernel.kallsyms]                         [k] account_user_time
     0.01%  python3.10  ld-linux-x86-64.so.2                      [.] _dl_check_all_versions
     0.01%  python3.10  python3.10                                [.] 0x0000000000188dd7
     0.01%  python3.10  [kernel.kallsyms]                         [k] exit_to_user_mode_prepare
     0.01%  python3.10  [kernel.kallsyms]                         [k] __softirqentry_text_start
     0.01%  python3.10  [kernel.kallsyms]                         [k] __cond_resched
     0.01%  :2338331    python3.10                                [.] 0x00000000001215ab
     0.01%  python3.10  python3.10                                [.] 0x0000000000152260
     0.01%  python3.10  [kernel.kallsyms]                         [k] __entry_text_start
     0.01%  python3.10  python3.10                                [.] 0x000000000018d060
     0.01%  python3.10  [kernel.kallsyms]                         [k] ttwu_do_wakeup
     0.01%  python3.10  [kernel.kallsyms]                         [k] copy_user_generic_unrolled
     0.01%  python3.10  [kernel.kallsyms]                         [k] dup_task_struct
     0.01%  python3.10  [kernel.kallsyms]                         [k] x86_pmu_hw_config
     0.01%  python3.10  python3.10                                [.] 0x00000000001228d1
     0.01%  python3.10  python3.10                                [.] 0x0000000000156650
     0.01%  python3.10  python3.10                                [.] 0x00000000001795e5
     0.01%  python3.10  python3.10                                [.] 0x000000000012291a
     0.01%  python3.10  [kernel.kallsyms]                         [k] cpuacct_charge
     0.01%  python3.10  libc.so.6                                 [.] 0x00000000001a0986
     0.01%  python3.10  python3.10                                [.] 0x000000000012d084
     0.01%  python3.10  [kernel.kallsyms]                         [k] perf_pmu_nop_txn
     0.01%  python3.10  python3.10                                [.] 0x0000000000121672
     0.01%  python3.10  [kernel.kallsyms]                         [k] __hrtimer_next_event_base
     0.01%  python3.10  python3.10                                [.] 0x000000000018d589
     0.01%  python3.10  python3.10                                [.] 0x000000000018bfea
     0.01%  python3.10  [kernel.kallsyms]                         [k] __rseq_handle_notify_resume
     0.01%  python3.10  [kernel.kallsyms]                         [k] finish_task_switch.isra.0
     0.01%  python3.10  [kernel.kallsyms]                         [k] intel_pmu_bts_config
     0.01%  python3.10  python3.10                                [.] 0x000000000012290a
     0.01%  python3.10  [kernel.kallsyms]                         [k] perf_pmu_nop_int
     0.01%  python3.10  [kernel.kallsyms]                         [k] asm_exc_page_fault
     0.01%  python3.10  [kernel.kallsyms]                         [k] hrtimer_active
     0.01%  python3.10  python3.10                                [.] PyMem_Free
     0.01%  python3.10  python3.10                                [.] 0x00000000001795a2
     0.01%  python3.10  python3.10                                [.] 0x000000000018d25c
     0.01%  python3.10  [kernel.kallsyms]                         [k] intel_put_event_constraints
     0.01%  python3.10  [kernel.kallsyms]                         [k] update_process_times
     0.01%  python3.10  python3.10                                [.] 0x000000000015efc7
     0.01%  python3.10  [kernel.kallsyms]                         [k] available_idle_cpu
     0.01%  python3.10  [kernel.kallsyms]                         [k] select_idle_cpu
     0.00%  python3.10  [kernel.kallsyms]                         [k] lock_page_lruvec_irqsave
     0.00%  python3.10  [kernel.kallsyms]                         [k] __kmalloc
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_event_task_tick
     0.00%  python3.10  python3.10                                [.] 0x00000000001d4955
     0.00%  python3.10  libc.so.6                                 [.] ____wcstod_l_internal
     0.00%  python3.10  python3.10                                [.] 0x000000000020bea0
     0.00%  python3.10  [kernel.kallsyms]                         [k] pids_can_fork
     0.00%  python3.10  [kernel.kallsyms]                         [k] put_files_struct
     0.00%  python3.10  [kernel.kallsyms]                         [k] rmqueue
     0.00%  python3.10  [kernel.kallsyms]                         [k] update_rq_clock
     0.00%  python3.10  [kernel.kallsyms]                         [k] kmem_cache_free
     0.00%  python3.10  [kernel.kallsyms]                         [k] zap_pmd_range.isra.0
     0.00%  :2337883    python3.10                                [.] 0x000000000012161a
     0.00%  python3.10  [kernel.kallsyms]                         [k] clear_page_erms
     0.00%  python3.10  python3.10                                [.] 0x0000000000188de8
     0.00%  python3.10  python3.10                                [.] 0x000000000020beee
     0.00%  :2338005    python3.10                                [.] 0x000000000012161a
     0.00%  python3.10  libc.so.6                                 [.] __vfwscanf_internal
     0.00%  python3.10  [kernel.kallsyms]                         [k] kmem_cache_alloc_node_trace
     0.00%  python3.10  python3.10                                [.] 0x000000000015efe1
     0.00%  python3.10  [kernel.kallsyms]                         [k] timerqueue_del
     0.00%  python3.10  python3.10                                [.] 0x000000000020bef5
     0.00%  python3.10  [kernel.kallsyms]                         [k] ttwu_queue_wakelist
     0.00%  python3.10  [kernel.kallsyms]                         [k] __update_blocked_fair
     0.00%  :2338193    python3.10                                [.] 0x00000000001215c4
     0.00%  python3.10  python3.10                                [.] 0x000000000015e07c
     0.00%  python3.10  python3.10                                [.] 0x000000000018d169
     0.00%  python3.10  python3.10                                [.] 0x0000000000206c70
     0.00%  python3.10  [kernel.kallsyms]                         [k] x86_setup_perfctr
     0.00%  python3.10  python3.10                                [.] 0x0000000000188d97
     0.00%  python3.10  python3.10                                [.] 0x0000000000188d4e
     0.00%  python3.10  [kernel.kallsyms]                         [k] __mutex_init
     0.00%  python3.10  python3.10                                [.] 0x000000000018bfef
     0.00%  python3.10  [kernel.kallsyms]                         [k] copy_creds
     0.00%  python3.10  [kernel.kallsyms]                         [k] copy_page
     0.00%  python3.10  [kernel.kallsyms]                         [k] intel_get_event_constraints
     0.00%  python3.10  [kernel.kallsyms]                         [k] schedule
     0.00%  python3.10  [kernel.kallsyms]                         [k] is_cpu_allowed
     0.00%  python3.10  python3.10                                [.] PyFunction_NewWithQualName
     0.00%  python3.10  python3.10                                [.] 0x0000000000188dd3
     0.00%  python3.10  libcrypto.so.3                            [.] EVP_MD_up_ref
     0.00%  python3.10  python3.10                                [.] 0x00000000001795d6
     0.00%  python3.10  [kernel.kallsyms]                         [k] irqentry_enter
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_init_event
     0.00%  python3.10  [kernel.kallsyms]                         [k] kmem_cache_alloc_node
     0.00%  :2338005    python3.10                                [.] 0x0000000000121596
     0.00%  python3.10  python3.10                                [.] 0x0000000000143449
     0.00%  python3.10  [kernel.kallsyms]                         [k] rcu_sched_clock_irq
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_output_end
     0.00%  python3.10  python3.10                                [.] 0x0000000000206961
     0.00%  :2338391    python3.10                                [.] 0x000000000012161a
     0.00%  python3.10  [kernel.kallsyms]                         [k] switch_fpu_return
     0.00%  python3.10  [kernel.kallsyms]                         [k] prepare_task_switch
     0.00%  python3.10  [kernel.kallsyms]                         [k] intel_thermal_interrupt
     0.00%  python3.10  python3.10                                [.] 0x000000000017a8e0
     0.00%  python3.10  python3.10                                [.] PyThread_get_thread_ident
     0.00%  :2338331    python3.10                                [.] 0x000000000012161a
     0.00%  python3.10  libc.so.6                                 [.] re_search_internal
     0.00%  python3.10  python3.10                                [.] 0x0000000000188dec
     0.00%  python3.10  python3.10                                [.] 0x00000000002cfec0
     0.00%  python3.10  python3.10                                [.] 0x000000000015b520
     0.00%  python3.10  libc.so.6                                 [.] __vstrfmon_l_internal
     0.00%  python3.10  python3.10                                [.] 0x000000000018d06a
     0.00%  python3.10  python3.10                                [.] _PyLong_New
     0.00%  python3.10  [kernel.kallsyms]                         [k] pick_next_task
     0.00%  python3.10  python3.10                                [.] PyUnicode_Format
     0.00%  python3.10  [kernel.kallsyms]                         [k] intel_cpuc_finish
     0.00%  python3.10  [kernel.kallsyms]                         [k] release_pages
     0.00%  python3.10  [kernel.kallsyms]                         [k] __mod_node_page_state
     0.00%  python3.10  python3.10                                [.] PyObject_DelItem
     0.00%  python3.10  [kernel.kallsyms]                         [k] fpregs_assert_state_consistent
     0.00%  python3.10  python3.10                                [.] 0x0000000000137bbf
     0.00%  python3.10  [kernel.kallsyms]                         [k] task_nr_scan_windows.isra.0
     0.00%  python3.10  python3.10                                [.] 0x000000000018c0b7
     0.00%  python3.10  python3.10                                [.] 0x000000000018d237
     0.00%  python3.10  [kernel.kallsyms]                         [k] syscall_enter_from_user_mode
     0.00%  python3.10  python3.10                                [.] 0x000000000015b506
     0.00%  python3.10  [kernel.kallsyms]                         [k] get_futex_key
     0.00%  python3.10  python3.10                                [.] 0x000000000017f864
     0.00%  python3.10  libc.so.6                                 [.] round_and_return
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_adjust_freq_unthr_context
     0.00%  python3.10  libc.so.6                                 [.] __strncpy_sse2_unaligned
     0.00%  python3.10  python3.10                                [.] 0x000000000017958b
     0.00%  python3.10  [kernel.kallsyms]                         [k] therm_throt_process
     0.00%  python3.10  python3.10                                [.] 0x0000000000137b1b
     0.00%  python3.10  python3.10                                [.] 0x000000000011b400
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0a8b
     0.00%  python3.10  [kernel.kallsyms]                         [k] ktime_get_update_offsets_now
     0.00%  python3.10  [kernel.kallsyms]                         [k] put_prev_entity
     0.00%  python3.10  python3.10                                [.] 0x000000000018d4be
     0.00%  python3.10  [kernel.kallsyms]                         [k] rcu_cblist_dequeue
     0.00%  python3.10  [kernel.kallsyms]                         [k] rebalance_domains
     0.00%  python3.10  python3.10                                [.] PyObject_Malloc
     0.00%  python3.10  python3.10                                [.] 0x000000000015efaa
     0.00%  python3.10  [kernel.kallsyms]                         [k] __remove_hrtimer
     0.00%  python3.10  [kernel.kallsyms]                         [k] set_next_buddy
     0.00%  python3.10  python3.10                                [.] 0x000000000017c3bb
     0.00%  python3.10  [kernel.kallsyms]                         [k] tick_program_event
     0.00%  python3.10  python3.10                                [.] 0x00000000001598c8
     0.00%  python3.10  python3.10                                [.] 0x000000000015ef86
     0.00%  python3.10  python3.10                                [.] _Py_Dealloc
     0.00%  python3.10  python3.10                                [.] 0x000000000017f876
     0.00%  python3.10  python3.10                                [.] 0x00000000001566c5
     0.00%  python3.10  python3.10                                [.] _PyDict_GetItemIdWithError
     0.00%  python3.10  [kernel.kallsyms]                         [k] __count_memcg_events
     0.00%  python3.10  python3.10                                [.] PyTraceBack_Here
     0.00%  python3.10  python3.10                                [.] 0x000000000017b16b
     0.00%  python3.10  python3.10                                [.] 0x000000000011d4fc
     0.00%  python3.10  python3.10                                [.] 0x000000000018d63d
     0.00%  python3.10  [kernel.kallsyms]                         [k] load_balance
     0.00%  python3.10  [kernel.kallsyms]                         [k] hrtimer_interrupt
     0.00%  python3.10  python3.10                                [.] 0x000000000028e0c0
     0.00%  python3.10  [kernel.kallsyms]                         [k] allocate_fake_cpuc
     0.00%  python3.10  python3.10                                [.] 0x000000000017c3ef
     0.00%  python3.10  python3.10                                [.] 0x000000000015b512
     0.00%  python3.10  python3.10                                [.] 0x00000000001228da
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_event_init_context
     0.00%  python3.10  python3.10                                [.] 0x00000000001522f3
     0.00%  python3.10  [kernel.kallsyms]                         [k] do_wp_page
     0.00%  python3.10  python3.10                                [.] 0x0000000000143698
     0.00%  python3.10  python3.10                                [.] 0x000000000015b50e
     0.00%  python3.10  python3.10                                [.] 0x000000000015b16f
     0.00%  python3.10  [kernel.kallsyms]                         [k] page_remove_rmap
     0.00%  python3.10  python3.10                                [.] 0x000000000015bb20
     0.00%  python3.10  python3.10                                [.] 0x00000000001d48e8
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0994
     0.00%  python3.10  python3.10                                [.] 0x0000000000137aad
     0.00%  python3.10  [kernel.kallsyms]                         [k] find_idlest_group
     0.00%  python3.10  python3.10                                [.] 0x000000000011d510
     0.00%  python3.10  python3.10                                [.] 0x00000000001d48d0
     0.00%  python3.10  [kernel.kallsyms]                         [k] __put_user_nocheck_8
     0.00%  python3.10  python3.10                                [.] 0x000000000015af8e
     0.00%  python3.10  [kernel.kallsyms]                         [k] arch_perf_update_userpage
     0.00%  python3.10  python3.10                                [.] _PyObject_GC_New
     0.00%  python3.10  python3.10                                [.] 0x000000000015eff0
     0.00%  python3.10  python3.10                                [.] 0x000000000018d26e
     0.00%  :2337959    python3.10                                [.] 0x000000000012161a
