# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 8K of event 'cycles'
# Event count (approx.): 1627964145
#
# Overhead  Command     Shared Object                             Symbol                                   
# ........  ..........  ........................................  .........................................
#
     0.27%  python3.10  libc.so.6                                 [.] __netlink_request
     0.27%  python3.10  python3.10                                [.] _PyUnicodeWriter_PrepareInternal
     0.25%  python3.10  python3.10                                [.] 0x0000000000206c7a
     0.25%  python3.10  libc.so.6                                 [.] 0x00000000001a0970
     0.25%  python3.10  python3.10                                [.] 0x000000000018d155
     0.25%  python3.10  libc.so.6                                 [.] parse_qtd_backslash
     0.25%  python3.10  python3.10                                [.] 0x000000000015b546
     0.24%  python3.10  python3.10                                [.] _PyObject_GenericGetAttrWithDict
     0.24%  python3.10  [kernel.kallsyms]                         [k] timerqueue_add
     0.24%  python3.10  [kernel.kallsyms]                         [k] tcp_poll
     0.23%  python3.10  python3.10                                [.] 0x000000000020bef5
     0.23%  python3.10  python3.10                                [.] 0x0000000000137b1b
     0.23%  python3.10  [kernel.kallsyms]                         [k] native_sched_clock
     0.23%  python3.10  libc.so.6                                 [.] 0x00000000001a0940
     0.22%  python3.10  python3.10                                [.] _PyBytes_Resize
     0.22%  python3.10  [kernel.kallsyms]                         [k] ctx_sched_in
     0.21%  python3.10  python3.10                                [.] 0x000000000017f87a
     0.21%  python3.10  [kernel.kallsyms]                         [k] do_poll.constprop.0
     0.20%  python3.10  python3.10                                [.] 0x0000000000188dd7
     0.20%  python3.10  python3.10                                [.] 0x00000000001b640a
     0.20%  python3.10  [kernel.kallsyms]                         [k] _raw_spin_lock
     0.20%  python3.10  python3.10                                [.] PyObject_GetAttr
     0.20%  python3.10  [kernel.kallsyms]                         [k] __schedule
     0.20%  python3.10  python3.10                                [.] 0x00000000001732de
     0.19%  python3.10  libc.so.6                                 [.] __strncpy_sse2_unaligned
     0.19%  python3.10  libc.so.6                                 [.] __strncat_sse2_unaligned
     0.19%  python3.10  [kernel.kallsyms]                         [k] dequeue_entity
     0.19%  python3.10  python3.10                                [.] 0x00000000001740bb
     0.19%  python3.10  python3.10                                [.] 0x0000000000188d97
     0.19%  python3.10  python3.10                                [.] 0x0000000000137aa0
     0.18%  python3.10  [kernel.kallsyms]                         [k] tcp_clean_rtx_queue.constprop.0
     0.18%  python3.10  python3.10                                [.] 0x00000000001228f6
     0.18%  python3.10  [kernel.kallsyms]                         [k] _raw_spin_lock_irqsave
     0.18%  python3.10  [kernel.kallsyms]                         [k] iterate_groups
     0.18%  python3.10  [kernel.kallsyms]                         [k] __update_load_avg_cfs_rq
     0.18%  python3.10  python3.10                                [.] 0x000000000018d113
     0.18%  python3.10  python3.10                                [.] 0x000000000017c380
     0.17%  python3.10  python3.10                                [.] 0x000000000015b541
     0.17%  python3.10  python3.10                                [.] 0x0000000000137a9c
     0.17%  python3.10  python3.10                                [.] 0x0000000000174090
     0.17%  python3.10  [kernel.kallsyms]                         [k] native_write_msr
     0.17%  python3.10  [kernel.kallsyms]                         [k] read_tsc
     0.17%  python3.10  python3.10                                [.] 0x000000000020bf65
     0.17%  python3.10  libc.so.6                                 [.] __GI___strncasecmp_l_sse2
     0.16%  python3.10  python3.10                                [.] 0x00000000001795fe
     0.16%  python3.10  [kernel.kallsyms]                         [k] exit_to_user_mode_prepare
     0.16%  python3.10  python3.10                                [.] 0x00000000001d48e8
     0.16%  python3.10  libc.so.6                                 [.] ____wcstold_l_internal
     0.16%  python3.10  python3.10                                [.] 0x0000000000137a60
     0.16%  python3.10  python3.10                                [.] 0x000000000017c3aa
     0.16%  python3.10  python3.10                                [.] 0x000000000015ef70
     0.16%  python3.10  libc.so.6                                 [.] re_search_internal
     0.16%  python3.10  [kernel.kallsyms]                         [k] tcp_ack
     0.16%  python3.10  libc.so.6                                 [.] parse_expression
     0.16%  python3.10  python3.10                                [.] 0x000000000018d066
     0.15%  python3.10  [kernel.kallsyms]                         [k] __update_load_avg_se
     0.15%  python3.10  python3.10                                [.] 0x0000000000206a23
     0.15%  python3.10  libc.so.6                                 [.] 0x00000000001a0986
     0.15%  python3.10  [kernel.kallsyms]                         [k] pick_next_task_fair
     0.15%  python3.10  python3.10                                [.] _PyFunction_Vectorcall
     0.15%  python3.10  [kernel.kallsyms]                         [k] perf_event_update_time
     0.15%  python3.10  [kernel.kallsyms]                         [k] schedule
     0.15%  python3.10  python3.10                                [.] PyFunction_NewWithQualName
     0.15%  python3.10  python3.10                                [.] _PyUnicode_FromASCII
     0.15%  python3.10  python3.10                                [.] 0x0000000000188e95
     0.15%  python3.10  [kernel.kallsyms]                         [k] ip_finish_output2
     0.14%  python3.10  python3.10                                [.] PyMem_Realloc
     0.14%  python3.10  python3.10                                [.] 0x000000000020bec2
     0.14%  python3.10  libc.so.6                                 [.] 0x000000000019d960
     0.14%  python3.10  [kernel.kallsyms]                         [k] __entry_text_start
     0.14%  python3.10  python3.10                                [.] 0x0000000000188dd3
     0.14%  python3.10  [kernel.kallsyms]                         [k] x86_pmu_disable
     0.14%  python3.10  python3.10                                [.] 0x0000000000188d4e
     0.14%  python3.10  [kernel.kallsyms]                         [k] psi_task_switch
     0.14%  python3.10  python3.10                                [.] _PyUnicode_ToDecimalDigit
     0.14%  python3.10  python3.10                                [.] 0x000000000015ef74
     0.13%  python3.10  libc.so.6                                 [.] 0x00000000001a0944
     0.13%  python3.10  [kernel.kallsyms]                         [k] syscall_enter_from_user_mode
     0.13%  python3.10  [kernel.kallsyms]                         [k] sched_clock_cpu
     0.13%  python3.10  python3.10                                [.] 0x000000000015ef86
     0.13%  python3.10  [kernel.kallsyms]                         [k] __get_user_8
     0.13%  python3.10  libc.so.6                                 [.] re_compile_internal
     0.13%  python3.10  python3.10                                [.] 0x0000000000137bc7
     0.13%  python3.10  [kernel.kallsyms]                         [k] tcp_sendmsg_locked
     0.13%  python3.10  python3.10                                [.] PyUnicode_Substring
     0.13%  python3.10  libc.so.6                                 [.] 0x000000000019d981
     0.13%  python3.10  python3.10                                [.] _PyErr_NormalizeException
     0.13%  python3.10  [kernel.kallsyms]                         [k] switch_fpu_return
     0.13%  python3.10  python3.10                                [.] 0x0000000000122877
     0.13%  python3.10  python3.10                                [.] 0x000000000020beee
     0.13%  python3.10  python3.10                                [.] _PyDict_GetItemIdWithError
     0.13%  python3.10  [kernel.kallsyms]                         [k] calc_timer_values
     0.12%  python3.10  python3.10                                [.] 0x0000000000150bcb
     0.12%  python3.10  python3.10                                [.] 0x000000000020bee1
     0.12%  python3.10  python3.10                                [.] 0x0000000000121590
     0.12%  python3.10  libc.so.6                                 [.] setsourcefilter
     0.12%  python3.10  python3.10                                [.] 0x000000000018d5b6
     0.12%  python3.10  python3.10                                [.] 0x000000000018d077
     0.12%  python3.10  python3.10                                [.] 0x0000000000127f54
     0.12%  python3.10  [kernel.kallsyms]                         [k] perf_pmu_nop_txn
     0.12%  python3.10  [kernel.kallsyms]                         [k] fput
     0.12%  python3.10  libcrypto.so.3                            [.] OPENSSL_cleanse
     0.12%  python3.10  python3.10                                [.] 0x0000000000137a88
     0.12%  python3.10  python3.10                                [.] 0x000000000018bfef
     0.12%  python3.10  [kernel.kallsyms]                         [k] select_estimate_accuracy
     0.12%  python3.10  [kernel.kallsyms]                         [k] sk_wait_data
     0.12%  python3.10  python3.10                                [.] 0x0000000000122820
     0.12%  python3.10  python3.10                                [.] 0x0000000000137b95
     0.12%  python3.10  python3.10                                [.] 0x000000000012809b
     0.11%  python3.10  [kernel.kallsyms]                         [k] ___perf_sw_event
     0.11%  python3.10  [kernel.kallsyms]                         [k] __irqentry_text_end
     0.11%  python3.10  python3.10                                [.] 0x000000000011ed22
     0.11%  python3.10  python3.10                                [.] PyObject_RichCompare
     0.11%  python3.10  python3.10                                [.] 0x000000000015b537
     0.11%  python3.10  python3.10                                [.] 0x000000000015eff0
     0.11%  python3.10  [kernel.kallsyms]                         [k] __calc_delta
     0.11%  python3.10  python3.10                                [.] 0x0000000000188dec
     0.11%  python3.10  python3.10                                [.] 0x000000000017c3bb
     0.11%  python3.10  [kernel.kallsyms]                         [k] tcp_write_xmit
     0.11%  python3.10  [kernel.kallsyms]                         [k] tcp_event_new_data_sent
     0.11%  python3.10  python3.10                                [.] 0x0000000000286905
     0.11%  python3.10  [kernel.kallsyms]                         [k] update_load_avg
     0.11%  python3.10  python3.10                                [.] 0x000000000015ef7f
     0.11%  python3.10  python3.10                                [.] PyList_New
     0.11%  python3.10  python3.10                                [.] 0x0000000000137ae4
     0.11%  python3.10  python3.10                                [.] 0x0000000000188efb
     0.10%  python3.10  python3.10                                [.] 0x000000000020becb
     0.10%  python3.10  [kernel.kallsyms]                         [k] __netif_receive_skb_core.constprop.0
     0.10%  python3.10  python3.10                                [.] 0x000000000011e943
     0.10%  python3.10  [kernel.kallsyms]                         [k] perf_log_itrace_start
     0.10%  python3.10  python3.10                                [.] 0x0000000000137af0
     0.10%  python3.10  python3.10                                [.] 0x00000000001894b1
     0.10%  python3.10  [kernel.kallsyms]                         [k] do_vfs_ioctl
     0.10%  python3.10  python3.10                                [.] 0x000000000018d585
     0.10%  python3.10  python3.10                                [.] 0x000000000018d237
     0.10%  python3.10  python3.10                                [.] 0x000000000018d525
     0.10%  python3.10  [kernel.kallsyms]                         [k] cpuacct_charge
     0.10%  python3.10  python3.10                                [.] 0x000000000015efe1
     0.10%  python3.10  libcrypto.so.3                            [.] SHA256_Update
     0.10%  python3.10  [kernel.kallsyms]                         [k] restore_fpregs_from_fpstate
     0.10%  python3.10  python3.10                                [.] 0x0000000000189853
     0.10%  python3.10  libc.so.6                                 [.] 0x00000000001a1147
     0.10%  python3.10  python3.10                                [.] 0x00000000001b63ff
     0.10%  python3.10  [kernel.kallsyms]                         [k] perf_pmu_nop_int
     0.10%  python3.10  python3.10                                [.] 0x000000000018d121
     0.10%  python3.10  python3.10                                [.] 0x000000000018d0cf
     0.10%  python3.10  libcrypto.so.3                            [.] SHA256_Final
     0.10%  python3.10  [kernel.kallsyms]                         [k] schedule_hrtimeout_range_clock
     0.10%  python3.10  python3.10                                [.] 0x000000000018d165
     0.10%  python3.10  python3.10                                [.] PyErr_SetString
     0.10%  python3.10  python3.10                                [.] 0x00000000001732ee
     0.10%  python3.10  python3.10                                [.] 0x0000000000178d64
     0.10%  python3.10  [kernel.kallsyms]                         [k] __ip_queue_xmit
     0.10%  python3.10  python3.10                                [.] 0x000000000011e957
     0.09%  python3.10  python3.10                                [.] 0x0000000000188da5
     0.09%  python3.10  [kernel.kallsyms]                         [k] copy_user_enhanced_fast_string
     0.09%  python3.10  [kernel.kallsyms]                         [k] sock_sendmsg
     0.09%  python3.10  python3.10                                [.] 0x000000000013fd1f
     0.09%  python3.10  python3.10                                [.] 0x000000000018d596
     0.09%  python3.10  python3.10                                [.] 0x00000000001228eb
     0.09%  python3.10  python3.10                                [.] 0x0000000000188d36
     0.09%  python3.10  [kernel.kallsyms]                         [k] fput_many
     0.09%  python3.10  [kernel.kallsyms]                         [k] tcp_rcv_space_adjust
     0.09%  python3.10  python3.10                                [.] PySlice_New
     0.09%  python3.10  python3.10                                [.] 0x0000000000178cf3
     0.09%  python3.10  python3.10                                [.] 0x00000000000b63fb
     0.09%  python3.10  [kernel.kallsyms]                         [k] perf_event_context_sched_out
     0.09%  python3.10  python3.10                                [.] 0x000000000017c393
     0.09%  python3.10  python3.10                                [.] 0x00000000001522f3
     0.09%  python3.10  python3.10                                [.] 0x00000000002942ff
     0.09%  python3.10  [kernel.kallsyms]                         [k] __fget_light
     0.08%  python3.10  [kernel.kallsyms]                         [k] rcu_read_unlock_strict
     0.08%  python3.10  python3.10                                [.] 0x000000000015b55d
     0.08%  python3.10  python3.10                                [.] 0x000000000011d510
     0.08%  python3.10  python3.10                                [.] 0x0000000000188ec7
     0.08%  python3.10  [kernel.kallsyms]                         [k] update_rq_clock
     0.08%  python3.10  python3.10                                [.] 0x000000000018d151
     0.08%  python3.10  libc.so.6                                 [.] __strcat_ssse3
     0.08%  python3.10  python3.10                                [.] 0x000000000018d169
     0.08%  python3.10  python3.10                                [.] 0x00000000001795e5
     0.08%  python3.10  python3.10                                [.] 0x00000000001435a2
     0.08%  python3.10  libm.so.6                                 [.] __addtf3
     0.08%  python3.10  python3.10                                [.] 0x000000000018c00b
     0.08%  python3.10  libc.so.6                                 [.] 0x00000000001a1100
     0.08%  python3.10  [kernel.kallsyms]                         [k] process_backlog
     0.08%  python3.10  libcrypto.so.3                            [.] 0x0000000000307765
     0.08%  python3.10  python3.10                                [.] 0x000000000017a8be
     0.08%  python3.10  python3.10                                [.] 0x000000000018d1dd
     0.08%  python3.10  python3.10                                [.] 0x00000000001c16f6
     0.08%  python3.10  [kernel.kallsyms]                         [k] exit_to_user_mode_loop
     0.08%  python3.10  python3.10                                [.] 0x000000000018d54e
     0.08%  python3.10  libcrypto.so.3                            [.] 0x000000000017d7d0
     0.08%  python3.10  python3.10                                [.] 0x000000000018c0dd
     0.08%  python3.10  python3.10                                [.] PyUnicode_RichCompare
     0.08%  python3.10  python3.10                                [.] 0x000000000016ab50
     0.08%  python3.10  python3.10                                [.] 0x000000000015c5ec
     0.08%  python3.10  python3.10                                [.] 0x0000000000167da0
     0.08%  python3.10  python3.10                                [.] 0x0000000000173315
     0.08%  python3.10  python3.10                                [.] 0x0000000000151ef4
     0.08%  python3.10  libcrypto.so.3                            [.] 0x0000000000307673
     0.08%  python3.10  python3.10                                [.] PyObject_Free
     0.08%  python3.10  python3.10                                [.] 0x0000000000121737
     0.08%  python3.10  python3.10                                [.] 0x000000000012262d
     0.08%  python3.10  python3.10                                [.] 0x000000000015b53b
     0.08%  python3.10  [kernel.kallsyms]                         [k] task_clock_event_add
     0.08%  python3.10  python3.10                                [.] 0x00000000001f6184
     0.08%  python3.10  python3.10                                [.] 0x0000000000127ea0
     0.08%  python3.10  python3.10                                [.] 0x000000000029e8ee
     0.08%  python3.10  [kernel.kallsyms]                         [k] psi_flags_change
     0.08%  python3.10  python3.10                                [.] 0x000000000014345e
     0.08%  python3.10  python3.10                                [.] 0x0000000000188eea
     0.08%  python3.10  python3.10                                [.] 0x000000000018c0e4
     0.08%  python3.10  python3.10                                [.] 0x00000000001732e7
     0.08%  python3.10  [kernel.kallsyms]                         [k] add_wait_queue
     0.07%  python3.10  python3.10                                [.] 0x0000000000188eee
     0.07%  python3.10  python3.10                                [.] 0x000000000018d63d
     0.07%  python3.10  python3.10                                [.] PyUnicode_New
     0.07%  python3.10  [kernel.kallsyms]                         [k] poll_freewait
     0.07%  python3.10  [kernel.kallsyms]                         [k] fpregs_assert_state_consistent
     0.07%  python3.10  python3.10                                [.] 0x000000000017331c
     0.07%  python3.10  libc.so.6                                 [.] 0x00000000001a0951
     0.07%  python3.10  [kernel.kallsyms]                         [k] aa_profile_af_perm
     0.07%  python3.10  python3.10                                [.] PyObject_GC_Del
     0.07%  python3.10  [kernel.kallsyms]                         [k] tcp_recvmsg_locked
     0.07%  python3.10  [kernel.kallsyms]                         [k] update_curr
     0.07%  python3.10  python3.10                                [.] 0x00000000002b69db
     0.07%  python3.10  python3.10                                [.] 0x00000000002eaa00
     0.07%  python3.10  [kernel.kallsyms]                         [k] __kmalloc_node_track_caller
     0.07%  python3.10  _hashlib.cpython-310-x86_64-linux-gnu.so  [.] 0x0000000000007610
     0.07%  python3.10  python3.10                                [.] 0x000000000014f696
     0.07%  python3.10  [kernel.kallsyms]                         [k] rseq_ip_fixup
     0.07%  python3.10  python3.10                                [.] 0x000000000018d5e9
     0.07%  python3.10  python3.10                                [.] 0x0000000000152260
     0.07%  python3.10  [kernel.kallsyms]                         [k] __softirqentry_text_start
     0.07%  python3.10  python3.10                                [.] 0x0000000000188de4
     0.07%  python3.10  python3.10                                [.] PyTuple_New
     0.07%  python3.10  python3.10                                [.] 0x000000000011b2f6
     0.07%  python3.10  [kernel.kallsyms]                         [k] dequeue_task_fair
     0.07%  python3.10  python3.10                                [.] 0x0000000000137a73
     0.07%  python3.10  python3.10                                [.] 0x00000000001893e8
     0.07%  python3.10  [kernel.kallsyms]                         [k] __mod_timer
     0.07%  python3.10  [kernel.kallsyms]                         [k] tcp_urg
     0.07%  python3.10  [kernel.kallsyms]                         [k] tcp_ack_update_rtt
     0.07%  python3.10  python3.10                                [.] 0x00000000001b63e8
     0.07%  python3.10  [kernel.kallsyms]                         [k] arch_perf_update_userpage
     0.07%  python3.10  python3.10                                [.] 0x00000000001795ed
     0.07%  python3.10  python3.10                                [.] 0x00000000001598c4
     0.07%  python3.10  python3.10                                [.] 0x000000000012e754
     0.07%  python3.10  [kernel.kallsyms]                         [k] poll_select_set_timeout
     0.07%  python3.10  python3.10                                [.] 0x0000000000150bd6
     0.07%  python3.10  python3.10                                [.] _PyNumber_Index
     0.07%  python3.10  [kernel.kallsyms]                         [k] __lock_text_start
     0.07%  python3.10  [kernel.kallsyms]                         [k] ktime_get_ts64
     0.07%  python3.10  libcrypto.so.3                            [.] 0x00000000003078f5
     0.07%  python3.10  libc.so.6                                 [.] 0x0000000000199c00
     0.07%  python3.10  python3.10                                [.] 0x0000000000121653
     0.07%  python3.10  python3.10                                [.] 0x000000000018d4b6
     0.07%  python3.10  python3.10                                [.] 0x000000000012e750
     0.06%  python3.10  python3.10                                [.] 0x000000000015b564
     0.06%  python3.10  libcrypto.so.3                            [.] 0x000000000017e315
     0.06%  python3.10  python3.10                                [.] 0x000000000017f860
     0.06%  python3.10  python3.10                                [.] 0x0000000000121605
     0.06%  python3.10  [kernel.kallsyms]                         [k] mem_cgroup_handle_over_high
     0.06%  python3.10  python3.10                                [.] 0x000000000015b557
     0.06%  python3.10  python3.10                                [.] 0x00000000001435c3
     0.06%  python3.10  python3.10                                [.] 0x0000000000165e60
     0.06%  python3.10  python3.10                                [.] 0x0000000000188e69
     0.06%  python3.10  python3.10                                [.] 0x00000000001d494a
     0.06%  python3.10  python3.10                                [.] 0x000000000018d7ed
     0.06%  python3.10  [kernel.kallsyms]                         [k] aa_sk_perm
     0.06%  python3.10  python3.10                                [.] 0x0000000000150ba4
     0.06%  python3.10  python3.10                                [.] 0x000000000018c020
     0.06%  python3.10  python3.10                                [.] 0x0000000000206c54
     0.06%  python3.10  [kernel.kallsyms]                         [k] irq_exit_rcu
     0.06%  python3.10  python3.10                                [.] 0x00000000001b640c
     0.06%  python3.10  python3.10                                [.] 0x000000000018d51f
     0.06%  python3.10  python3.10                                [.] 0x000000000018928c
     0.06%  python3.10  [kernel.kallsyms]                         [k] __rseq_handle_notify_resume
     0.06%  python3.10  python3.10                                [.] _Py_strhex
     0.06%  python3.10  python3.10                                [.] 0x00000000001339f3
     0.06%  python3.10  python3.10                                [.] 0x0000000000179564
     0.06%  python3.10  libcrypto.so.3                            [.] CRYPTO_malloc
     0.06%  python3.10  python3.10                                [.] 0x000000000011d4fc
     0.06%  python3.10  python3.10                                [.] 0x0000000000122afa
     0.06%  python3.10  [kernel.kallsyms]                         [k] __tcp_transmit_skb
     0.06%  python3.10  python3.10                                [.] 0x0000000000121734
     0.06%  python3.10  [kernel.kallsyms]                         [k] __cgroup_bpf_run_filter_skb
     0.06%  python3.10  [kernel.kallsyms]                         [k] timespec64_add_safe
     0.06%  python3.10  libc.so.6                                 [.] round_and_return
     0.06%  python3.10  [kernel.kallsyms]                         [k] netdev_core_pick_tx
     0.06%  python3.10  python3.10                                [.] 0x000000000029b6c8
     0.06%  python3.10  libcrypto.so.3                            [.] 0x0000000000307a25
     0.06%  python3.10  python3.10                                [.] 0x000000000018d162
     0.06%  python3.10  [kernel.kallsyms]                         [k] kmem_cache_alloc_node
     0.06%  python3.10  python3.10                                [.] 0x000000000018bfea
     0.06%  python3.10  python3.10                                [.] 0x000000000018d081
     0.06%  python3.10  [kernel.kallsyms]                         [k] tcp_rate_check_app_limited
     0.06%  python3.10  python3.10                                [.] 0x000000000012289b
     0.06%  python3.10  [kernel.kallsyms]                         [k] ip_skb_dst_mtu
     0.06%  python3.10  python3.10                                [.] 0x000000000015efaa
     0.06%  python3.10  python3.10                                [.] 0x00000000001d4931
     0.06%  python3.10  python3.10                                [.] 0x000000000017953d
     0.06%  python3.10  [kernel.kallsyms]                         [k] check_stack_object
     0.06%  python3.10  python3.10                                [.] 0x000000000015b50e
     0.06%  python3.10  python3.10                                [.] 0x00000000001740ab
     0.06%  python3.10  python3.10                                [.] 0x0000000000188d0b
     0.06%  python3.10  [kernel.kallsyms]                         [k] reweight_entity
     0.06%  python3.10  python3.10                                [.] 0x00000000001732ca
     0.06%  python3.10  [kernel.kallsyms]                         [k] should_failslab
     0.06%  python3.10  libcrypto.so.3                            [.] 0x00000000003079d3
     0.06%  python3.10  python3.10                                [.] 0x0000000000137ab1
     0.06%  python3.10  [kernel.kallsyms]                         [k] ip_protocol_deliver_rcu
     0.06%  python3.10  python3.10                                [.] 0x00000000002b7734
     0.06%  python3.10  python3.10                                [.] 0x0000000000128097
     0.06%  python3.10  python3.10                                [.] 0x000000000018d25c
     0.05%  python3.10  python3.10                                [.] 0x000000000029b79c
     0.05%  python3.10  [kernel.kallsyms]                         [k] __sk_dst_check
     0.05%  python3.10  python3.10                                [.] 0x00000000002a0184
     0.05%  python3.10  python3.10                                [.] 0x0000000000151e6b
     0.05%  python3.10  python3.10                                [.] 0x000000000018d185
     0.05%  python3.10  python3.10                                [.] 0x0000000000131338
     0.05%  python3.10  [kernel.kallsyms]                         [k] slab_free_freelist_hook.constprop.0
     0.05%  python3.10  python3.10                                [.] _PyUnicodeWriter_Finish
     0.05%  python3.10  python3.10                                [.] 0x00000000000b6401
     0.05%  python3.10  python3.10                                [.] 0x00000000001795c3
     0.05%  python3.10  [kernel.kallsyms]                         [k] __check_object_size.part.0
     0.05%  python3.10  python3.10                                [.] 0x000000000017a8dc
     0.05%  python3.10  python3.10                                [.] 0x00000000001d48d6
     0.05%  python3.10  python3.10                                [.] _PyErr_SetObject
     0.05%  python3.10  [kernel.kallsyms]                         [k] inet_ehashfn
     0.05%  python3.10  python3.10                                [.] 0x000000000015f000
     0.05%  python3.10  python3.10                                [.] 0x0000000000121596
     0.05%  python3.10  python3.10                                [.] 0x0000000000143407
     0.05%  python3.10  python3.10                                [.] 0x000000000015fff7
     0.05%  python3.10  python3.10                                [.] 0x00000000001228c0
     0.05%  python3.10  python3.10                                [.] PyObject_GetBuffer
     0.05%  python3.10  python3.10                                [.] 0x000000000018bf7d
     0.05%  python3.10  python3.10                                [.] 0x000000000015236f
     0.05%  python3.10  python3.10                                [.] 0x000000000011d4dc
     0.05%  python3.10  [kernel.kallsyms]                         [k] skb_release_head_state
     0.05%  python3.10  [kernel.kallsyms]                         [k] __hrtimer_init
     0.05%  python3.10  python3.10                                [.] 0x0000000000122870
     0.05%  python3.10  python3.10                                [.] 0x000000000020bea0
     0.05%  python3.10  python3.10                                [.] 0x0000000000159960
     0.05%  python3.10  python3.10                                [.] 0x000000000018d16d
     0.05%  python3.10  python3.10                                [.] 0x000000000018d15e
     0.05%  python3.10  python3.10                                [.] 0x00000000001d4951
     0.05%  python3.10  python3.10                                [.] 0x0000000000137abb
     0.05%  python3.10  python3.10                                [.] _PyLong_New
     0.05%  python3.10  python3.10                                [.] 0x0000000000179553
     0.05%  python3.10  [kernel.kallsyms]                         [k] set_next_buddy
     0.05%  python3.10  python3.10                                [.] 0x000000000011b315
     0.05%  python3.10  [kernel.kallsyms]                         [k] entry_SYSCALL_64_safe_stack
     0.05%  python3.10  python3.10                                [.] 0x000000000017c3d0
     0.05%  python3.10  python3.10                                [.] 0x000000000027e8a0
     0.05%  python3.10  [kernel.kallsyms]                         [k] tcp_rate_skb_delivered
     0.05%  python3.10  [kernel.kallsyms]                         [k] __dev_queue_xmit
     0.05%  python3.10  [kernel.kallsyms]                         [k] pick_next_task
     0.05%  python3.10  [kernel.kallsyms]                         [k] intel_pmu_enable_all
     0.05%  python3.10  libc.so.6                                 [.] 0x00000000001a10e0
     0.05%  python3.10  python3.10                                [.] 0x000000000018d592
     0.05%  python3.10  [kernel.kallsyms]                         [k] update_min_vruntime
     0.05%  python3.10  [vdso]                                    [.] 0x00000000000006e8
     0.05%  python3.10  python3.10                                [.] 0x00000000001795a2
     0.05%  python3.10  python3.10                                [.] 0x00000000000700d4
     0.05%  python3.10  python3.10                                [.] 0x00000000001d48e1
     0.05%  python3.10  [kernel.kallsyms]                         [k] __pollwait
     0.05%  python3.10  libc.so.6                                 [.] 0x00000000001a0a07
