# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 12K of event 'cycles'
# Event count (approx.): 4865250209
#
# Overhead  Command     Shared Object         Symbol                                      
# ........  ..........  ....................  ............................................
#
     0.05%  python3.10  python3.10            [.] 0x00000000001215a6
     0.05%  python3.10  python3.10            [.] 0x000000000012166e
     0.05%  python3.10  [kernel.kallsyms]     [k] __schedule
     0.05%  python3.10  [kernel.kallsyms]     [k] __update_load_avg_se
     0.04%  python3.10  [kernel.kallsyms]     [k] restore_fpregs_from_fpstate
     0.04%  :1601055    python3.10            [.] 0x000000000012161a
     0.04%  :1601161    python3.10            [.] 0x000000000012161a
     0.04%  :1601028    python3.10            [.] 0x0000000000121590
     0.04%  :1601224    python3.10            [.] 0x0000000000121590
     0.04%  python3.10  [kernel.kallsyms]     [k] native_write_msr_safe
     0.04%  python3.10  [kernel.kallsyms]     [k] perf_event_alloc
     0.03%  python3.10  [kernel.kallsyms]     [k] perf_try_init_event
     0.03%  python3.10  [kernel.kallsyms]     [k] __irqentry_text_end
     0.03%  python3.10  [kernel.kallsyms]     [k] memcg_slab_free_hook
     0.03%  python3.10  python3.10            [.] 0x000000000017a8e0
     0.03%  python3.10  [kernel.kallsyms]     [k] kfree
     0.03%  python3.10  [kernel.kallsyms]     [k] memcg_slab_post_alloc_hook
     0.03%  :1601188    python3.10            [.] 0x000000000012161a
     0.03%  :1600953    python3.10            [.] 0x0000000000121676
     0.03%  python3.10  [kernel.kallsyms]     [k] switch_fpu_return
     0.03%  :1600921    python3.10            [.] 0x000000000012161a
     0.03%  :1600953    python3.10            [.] 0x000000000012159d
     0.03%  :1601188    python3.10            [.] 0x0000000000121613
     0.03%  :1600921    python3.10            [.] 0x00000000001215f7
     0.03%  :1600974    python3.10            [.] 0x000000000012161a
     0.03%  :1601321    python3.10            [.] 0x000000000012161a
     0.03%  python3.10  libc.so.6             [.] ____wcstold_l_internal
     0.03%  :1600974    python3.10            [.] 0x0000000000121590
     0.02%  :1600873    python3.10            [.] 0x000000000012161a
     0.02%  :1601003    python3.10            [.] 0x0000000000121676
     0.02%  python3.10  [kernel.kallsyms]     [k] try_to_wake_up
     0.02%  :1600974    python3.10            [.] 0x00000000001215e2
     0.02%  :1601224    python3.10            [.] 0x00000000001215c4
     0.02%  :1601116    python3.10            [.] 0x0000000000121676
     0.02%  python3.10  python3.10            [.] 0x000000000016a323
     0.02%  :1601116    python3.10            [.] 0x0000000000121605
     0.02%  python3.10  [kernel.kallsyms]     [k] event_sched_in
     0.02%  :1601224    python3.10            [.] 0x000000000012161a
     0.02%  python3.10  [kernel.kallsyms]     [k] visit_groups_merge.constprop.0.isra.0
     0.02%  python3.10  [kernel.kallsyms]     [k] copy_page
     0.02%  python3.10  [kernel.kallsyms]     [k] update_load_avg
     0.02%  python3.10  ld-linux-x86-64.so.2  [.] _dl_check_map_versions
     0.02%  :1601003    python3.10            [.] 0x0000000000121590
     0.02%  :1601321    python3.10            [.] 0x00000000001215c4
     0.02%  python3.10  [kernel.kallsyms]     [k] perf_mux_hrtimer_handler
     0.02%  python3.10  [kernel.kallsyms]     [k] timerqueue_add
     0.02%  python3.10  python3.10            [.] 0x00000000001215df
     0.02%  python3.10  libc.so.6             [.] __strncat_sse2_unaligned
     0.02%  python3.10  [kernel.kallsyms]     [k] _raw_spin_lock
     0.02%  python3.10  [kernel.kallsyms]     [k] check_preempt_wakeup
     0.02%  python3.10  [kernel.kallsyms]     [k] psi_task_change
     0.02%  python3.10  python3.10            [.] _PyObject_GetMethod
     0.02%  python3.10  [kernel.kallsyms]     [k] __softirqentry_text_start
     0.02%  python3.10  libc.so.6             [.] __GI___strncasecmp_l_sse2
     0.02%  python3.10  [kernel.kallsyms]     [k] error_entry
     0.02%  python3.10  python3.10            [.] 0x000000000015ef70
     0.02%  python3.10  [kernel.kallsyms]     [k] __lock_text_start
     0.02%  python3.10  python3.10            [.] 0x000000000011b491
     0.02%  python3.10  [kernel.kallsyms]     [k] __srcu_read_unlock
     0.02%  python3.10  [kernel.kallsyms]     [k] mutex_lock
     0.02%  python3.10  python3.10            [.] PyUnicode_FromFormatV
     0.02%  python3.10  python3.10            [.] 0x00000000001c517c
     0.02%  python3.10  [kernel.kallsyms]     [k] __update_load_avg_cfs_rq
     0.02%  python3.10  [kernel.kallsyms]     [k] memset_erms
     0.02%  python3.10  [kernel.kallsyms]     [k] security_perf_event_alloc
     0.02%  python3.10  python3.10            [.] 0x00000000001c5178
     0.02%  :1601028    python3.10            [.] 0x00000000001215a7
     0.02%  :1600953    python3.10            [.] 0x000000000012161a
     0.02%  :1601003    python3.10            [.] 0x00000000001215bc
     0.02%  python3.10  python3.10            [.] _PyObject_LookupSpecial
     0.02%  python3.10  [kernel.kallsyms]     [k] native_read_msr
     0.02%  python3.10  [kernel.kallsyms]     [k] rb_insert_color
     0.02%  python3.10  python3.10            [.] 0x000000000016426c
     0.02%  python3.10  python3.10            [.] 0x000000000017a890
     0.02%  python3.10  [kernel.kallsyms]     [k] read_tsc
     0.01%  :1600921    python3.10            [.] 0x0000000000121596
     0.01%  python3.10  [kernel.kallsyms]     [k] hsw_hw_config
     0.01%  python3.10  [kernel.kallsyms]     [k] fpregs_assert_state_consistent
     0.01%  :1601161    python3.10            [.] 0x000000000012159b
     0.01%  python3.10  libc.so.6             [.] parse_qtd_backslash
     0.01%  python3.10  [kernel.kallsyms]     [k] iterate_groups
     0.01%  python3.10  [kernel.kallsyms]     [k] futex_wake
     0.01%  :1600921    [kernel.kallsyms]     [k] native_write_msr_safe
     0.01%  python3.10  [kernel.kallsyms]     [k] native_sched_clock
     0.01%  python3.10  python3.10            [.] 0x000000000018d280
     0.01%  :1600921    python3.10            [.] 0x000000000012160b
     0.01%  python3.10  [kernel.kallsyms]     [k] hrtimer_interrupt
     0.01%  python3.10  [kernel.kallsyms]     [k] update_group_capacity
     0.01%  :1601055    python3.10            [.] 0x00000000001215f2
     0.01%  :1601055    python3.10            [.] 0x000000000012159d
     0.01%  :1601055    python3.10            [.] 0x00000000001215c4
     0.01%  :1600873    python3.10            [.] 0x0000000000121737
     0.01%  python3.10  [kernel.kallsyms]     [k] __handle_mm_fault
     0.01%  python3.10  [kernel.kallsyms]     [k] mem_cgroup_charge_statistics.constprop.0
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_output_end
     0.01%  python3.10  [kernel.kallsyms]     [k] rb_next
     0.01%  python3.10  libc.so.6             [.] __strncpy_sse2_unaligned
     0.01%  python3.10  python3.10            [.] _PyObject_GenericGetAttrWithDict
     0.01%  python3.10  python3.10            [.] 0x0000000000150915
     0.01%  python3.10  python3.10            [.] _PyDict_DelItem_KnownHash
     0.01%  :1601055    python3.10            [.] 0x0000000000121679
     0.01%  :1600873    python3.10            [.] 0x0000000000121730
     0.01%  :1600953    python3.10            [.] 0x0000000000121596
     0.01%  python3.10  python3.10            [.] _PyLong_New
     0.01%  :1600921    python3.10            [.] 0x00000000001215e9
     0.01%  :1600921    python3.10            [.] 0x0000000000121613
     0.01%  :1600953    python3.10            [.] 0x00000000001215f7
     0.01%  :1601028    python3.10            [.] 0x000000000012159b
     0.01%  :1600974    python3.10            [.] 0x00000000001215d8
     0.01%  :1600974    python3.10            [.] 0x00000000001215e5
     0.01%  :1601188    python3.10            [.] 0x00000000001215a3
     0.01%  :1601321    python3.10            [.] 0x0000000000121730
     0.01%  :1601188    python3.10            [.] 0x000000000012160b
     0.01%  :1600873    [kernel.kallsyms]     [k] __sysvec_apic_timer_interrupt
     0.01%  :1601224    python3.10            [.] 0x0000000000121737
     0.01%  :1600921    python3.10            [.] 0x00000000001215f2
     0.01%  :1601321    python3.10            [.] 0x00000000001215a7
     0.01%  :1601188    python3.10            [.] 0x0000000000121737
     0.01%  :1601028    python3.10            [.] 0x0000000000121676
     0.01%  :1601028    python3.10            [.] 0x000000000012161a
     0.01%  :1601003    python3.10            [.] 0x00000000001215cb
     0.01%  :1600953    python3.10            [.] 0x0000000000121679
     0.01%  :1601188    python3.10            [.] 0x0000000000121730
     0.01%  :1601188    python3.10            [.] 0x00000000001215a2
     0.01%  :1601055    python3.10            [.] 0x0000000000121596
     0.01%  :1601055    python3.10            [.] 0x000000000012159b
     0.01%  :1601321    python3.10            [.] 0x00000000001215dc
     0.01%  :1600953    python3.10            [.] 0x00000000001215bc
     0.01%  python3.10  [kernel.kallsyms]     [k] ___perf_sw_event
     0.01%  :1601188    python3.10            [.] 0x0000000000121679
     0.01%  :1601003    python3.10            [.] 0x00000000001215c4
     0.01%  :1601321    python3.10            [.] 0x00000000001215f2
     0.01%  python3.10  [kernel.kallsyms]     [k] ctx_sched_in
     0.01%  :1600873    python3.10            [.] 0x0000000000121676
     0.01%  :1601055    python3.10            [.] 0x0000000000121600
     0.01%  :1600953    python3.10            [.] 0x0000000000121677
     0.01%  :1601116    python3.10            [.] 0x00000000001215a7
     0.01%  :1600873    python3.10            [.] 0x0000000000121590
     0.01%  :1601003    python3.10            [.] 0x0000000000121679
     0.01%  python3.10  [kernel.kallsyms]     [k] rb_erase
     0.01%  :1601321    python3.10            [.] 0x00000000001215f7
     0.01%  :1601028    python3.10            [.] 0x0000000000121605
     0.01%  :1601028    python3.10            [.] 0x00000000001215cb
     0.01%  :1601161    python3.10            [.] 0x00000000001215f7
     0.01%  :1601028    python3.10            [.] 0x00000000001215e2
     0.01%  :1600974    [kernel.kallsyms]     [k] set_next_entity
     0.01%  :1601116    python3.10            [.] 0x00000000001215f7
     0.01%  :1601116    [kernel.kallsyms]     [k] __calc_delta
     0.01%  :1601224    python3.10            [.] 0x00000000001215cb
     0.01%  python3.10  [kernel.kallsyms]     [k] x86_pmu_enable
     0.01%  :1601188    python3.10            [.] 0x00000000001215cb
     0.01%  :1600873    python3.10            [.] 0x000000000012167d
     0.01%  :1601116    python3.10            [.] 0x000000000012161a
     0.01%  python3.10  [kernel.kallsyms]     [k] hash_futex
     0.01%  python3.10  [kernel.kallsyms]     [k] intel_cpuc_prepare
     0.01%  :1600953    python3.10            [.] 0x0000000000121613
     0.01%  :1601003    python3.10            [.] 0x000000000012159b
     0.01%  :1601321    python3.10            [.] 0x0000000000121596
     0.01%  :1601055    python3.10            [.] 0x0000000000121590
     0.01%  :1601161    python3.10            [.] 0x0000000000121737
     0.01%  :1600873    python3.10            [.] 0x00000000001215cb
     0.01%  python3.10  [kernel.kallsyms]     [k] do_futex
     0.01%  :1601003    python3.10            [.] 0x0000000000121594
     0.01%  :1600873    python3.10            [.] 0x00000000001215e9
     0.01%  :1601224    python3.10            [.] 0x000000000012159b
     0.01%  :1601224    python3.10            [.] 0x0000000000121605
     0.01%  :1601260    python3.10            [.] 0x0000000000121679
     0.01%  :1601161    [kernel.kallsyms]     [k] __schedule
     0.01%  python3.10  [kernel.kallsyms]     [k] rcu_qs
     0.01%  :1601260    [kernel.kallsyms]     [k] check_cpu_stall
     0.01%  :1601224    python3.10            [.] 0x00000000001215a3
     0.01%  :1600974    python3.10            [.] 0x0000000000121676
     0.01%  :1601260    python3.10            [.] 0x000000000012161a
     0.01%  :1601055    python3.10            [.] 0x00000000001215a2
     0.01%  :1601161    python3.10            [.] 0x00000000001215a7
     0.01%  python3.10  [kernel.kallsyms]     [k] ___slab_alloc
     0.01%  python3.10  [kernel.kallsyms]     [k] inherit_event.constprop.0
     0.01%  python3.10  [kernel.kallsyms]     [k] slab_free_freelist_hook.constprop.0
     0.01%  python3.10  python3.10            [.] _PyObject_GenericSetAttrWithDict
     0.01%  python3.10  python3.10            [.] 0x000000000012e12d
     0.01%  python3.10  python3.10            [.] 0x0000000000162c85
     0.01%  :1600873    python3.10            [.] 0x0000000000121596
     0.01%  :1601116    python3.10            [.] 0x00000000001215bc
     0.01%  python3.10  [kernel.kallsyms]     [k] zap_pte_range
     0.01%  :1601260    python3.10            [.] 0x0000000000121676
     0.01%  :1601224    python3.10            [.] 0x0000000000121676
     0.01%  :1601055    python3.10            [.] 0x00000000001215a0
     0.01%  :1601260    python3.10            [.] 0x0000000000121737
     0.01%  :1601116    python3.10            [.] 0x00000000001215f2
     0.01%  :1601003    python3.10            [.] 0x00000000001215a7
     0.01%  :1601003    [kernel.kallsyms]     [k] native_queued_spin_lock_slowpath.part.0
     0.01%  python3.10  [kernel.kallsyms]     [k] raise_softirq
     0.01%  :1601321    python3.10            [.] 0x00000000001215bc
     0.01%  :1601003    python3.10            [.] 0x00000000001215f2
     0.01%  python3.10  [kernel.kallsyms]     [k] __hrtimer_next_event_base
     0.01%  python3.10  [kernel.kallsyms]     [k] should_failslab
     0.01%  python3.10  python3.10            [.] PyDict_GetItemWithError
     0.01%  python3.10  python3.10            [.] 0x0000000000143407
     0.01%  python3.10  [kernel.kallsyms]     [k] mm_release
     0.01%  :1601003    python3.10            [.] 0x00000000001215df
     0.01%  python3.10  [kernel.kallsyms]     [k] sync_regs
     0.01%  :1601003    python3.10            [.] 0x000000000012161a
     0.01%  python3.10  [kernel.kallsyms]     [k] ttwu_queue_wakelist
     0.01%  python3.10  [kernel.kallsyms]     [k] enqueue_entity
     0.01%  :1601003    [kernel.kallsyms]     [k] enqueue_entity
     0.01%  :1601224    python3.10            [.] 0x000000000012159d
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_event_update_userpage
     0.01%  :1600953    python3.10            [.] PyObject_RichCompare
     0.01%  :1600974    python3.10            [.] 0x00000000001d495d
     0.01%  :1601003    python3.10            [.] 0x000000000012167d
     0.01%  python3.10  [kernel.kallsyms]     [k] native_write_msr
     0.01%  python3.10  python3.10            [.] 0x0000000000070360
     0.01%  python3.10  [kernel.kallsyms]     [k] enqueue_task_fair
     0.01%  python3.10  [kernel.kallsyms]     [k] select_idle_sibling
     0.01%  :1601028    python3.10            [.] 0x0000000000121596
     0.01%  python3.10  [kernel.kallsyms]     [k] __sysvec_apic_timer_interrupt
     0.01%  :1601224    python3.10            [.] 0x0000000000121679
     0.01%  :1601321    python3.10            [.] 0x00000000001215cb
     0.01%  python3.10  libc.so.6             [.] ____wcstof_l_internal
     0.01%  python3.10  [kernel.kallsyms]     [k] pick_next_task_fair
     0.01%  python3.10  [kernel.kallsyms]     [k] native_queued_spin_lock_slowpath.part.0
     0.01%  python3.10  [kernel.kallsyms]     [k] lapic_next_deadline
     0.01%  python3.10  [kernel.kallsyms]     [k] update_curr
     0.01%  python3.10  [kernel.kallsyms]     [k] select_idle_cpu
     0.01%  python3.10  [kernel.kallsyms]     [k] __get_user_8
     0.01%  :1600873    python3.10            [.] 0x00000000001215e5
     0.01%  :1600974    python3.10            [.] 0x00000000001215ab
     0.01%  python3.10  [kernel.kallsyms]     [k] note_gp_changes
     0.01%  python3.10  [kernel.kallsyms]     [k] prepare_task_switch
     0.01%  python3.10  [kernel.kallsyms]     [k] __vma_rb_erase
     0.01%  python3.10  python3.10            [.] 0x0000000000297ab3
     0.01%  python3.10  [kernel.kallsyms]     [k] resched_curr
     0.01%  python3.10  [kernel.kallsyms]     [k] futex_wait_setup
     0.01%  python3.10  [kernel.kallsyms]     [k] psi_flags_change
     0.01%  python3.10  python3.10            [.] PyObject_SetAttr
     0.01%  python3.10  [kernel.kallsyms]     [k] flush_smp_call_function_queue
     0.01%  python3.10  python3.10            [.] 0x00000000001522f3
     0.01%  python3.10  python3.10            [.] 0x0000000000121672
     0.01%  python3.10  [kernel.kallsyms]     [k] exit_to_user_mode_loop
     0.01%  python3.10  [kernel.kallsyms]     [k] mark_wake_futex
     0.01%  python3.10  [kernel.kallsyms]     [k] _raw_spin_lock_irq
     0.01%  python3.10  [kernel.kallsyms]     [k] irqentry_exit_to_user_mode
     0.01%  python3.10  [kernel.kallsyms]     [k] dequeue_task_fair
     0.01%  python3.10  [kernel.kallsyms]     [k] error_return
     0.01%  python3.10  [kernel.kallsyms]     [k] ttwu_do_activate
     0.01%  python3.10  [kernel.kallsyms]     [k] cpumask_next
     0.01%  python3.10  [kernel.kallsyms]     [k] set_next_buddy
     0.01%  python3.10  [kernel.kallsyms]     [k] do_syscall_64
     0.01%  python3.10  [kernel.kallsyms]     [k] syscall_return_via_sysret
     0.01%  :1601028    python3.10            [.] 0x00000000001215f2
     0.01%  :1601116    python3.10            [.] 0x000000000012159b
     0.01%  python3.10  python3.10            [.] 0x0000000000233c30
     0.01%  python3.10  python3.10            [.] 0x00000000001740af
     0.01%  python3.10  python3.10            [.] 0x0000000000151da0
     0.01%  python3.10  [kernel.kallsyms]     [k] arch_dup_task_struct
     0.01%  python3.10  python3.10            [.] 0x00000000001228f6
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_event_groups_first
     0.01%  python3.10  [kernel.kallsyms]     [k] futex_wait
     0.01%  :1601116    python3.10            [.] 0x00000000001215cb
     0.01%  python3.10  [kernel.kallsyms]     [k] kmem_cache_alloc_node
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_event__id_header_size
     0.01%  python3.10  [kernel.kallsyms]     [k] pids_can_fork
     0.01%  python3.10  python3.10            [.] 0x000000000012e0f2
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_event_init_context
     0.01%  python3.10  python3.10            [.] 0x0000000000151e76
     0.01%  python3.10  python3.10            [.] 0x0000000000151f28
     0.01%  python3.10  python3.10            [.] 0x0000000000174293
     0.01%  :1600953    python3.10            [.] 0x000000000012160b
     0.01%  python3.10  libc.so.6             [.] 0x00000000001a0940
     0.01%  python3.10  python3.10            [.] 0x00000000002948f1
     0.01%  :1601260    python3.10            [.] 0x00000000001215cb
     0.00%  python3.10  python3.10            [.] 0x0000000000152321
     0.00%  python3.10  [kernel.kallsyms]     [k] arch_perf_update_userpage
     0.00%  python3.10  [kernel.kallsyms]     [k] __intel_pmu_enable_all.constprop.0
     0.00%  python3.10  [kernel.kallsyms]     [k] calc_timer_values
     0.00%  python3.10  [kernel.kallsyms]     [k] merge_sched_in
     0.00%  python3.10  [kernel.kallsyms]     [k] pick_next_entity
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_pmu_nop_int
     0.00%  :1601161    [kernel.kallsyms]     [k] __perf_event_read
     0.00%  :1601321    python3.10            [.] 0x0000000000121676
     0.00%  :1600953    python3.10            [.] 0x0000000000121590
     0.00%  :1600974    python3.10            [.] 0x0000000000121737
     0.00%  python3.10  [kernel.kallsyms]     [k] delayed_put_task_struct
     0.00%  python3.10  libc.so.6             [.] getlogin_fd0
     0.00%  python3.10  [kernel.kallsyms]     [k] __cond_resched
     0.00%  python3.10  [vdso]                [.] 0x00000000000007b0
     0.00%  python3.10  python3.10            [.] 0x0000000000122901
     0.00%  python3.10  python3.10            [.] 0x00000000001d495d
     0.00%  python3.10  python3.10            [.] PyObject_Call
     0.00%  python3.10  python3.10            [.] 0x00000000002069d2
     0.00%  python3.10  [kernel.kallsyms]     [k] mod_objcg_state
     0.00%  python3.10  [kernel.kallsyms]     [k] put_cpu_partial
     0.00%  python3.10  python3.10            [.] 0x000000000018d155
     0.00%  python3.10  [kernel.kallsyms]     [k] rcu_do_batch
     0.00%  :1601224    python3.10            [.] 0x0000000000121613
     0.00%  :1601260    python3.10            [.] 0x0000000000121613
     0.00%  python3.10  [kernel.kallsyms]     [k] detach_tasks
     0.00%  python3.10  python3.10            [.] 0x00000000001d4961
     0.00%  python3.10  [kernel.kallsyms]     [k] refill_stock
     0.00%  :1601260    python3.10            [.] 0x00000000001215f2
     0.00%  python3.10  [kernel.kallsyms]     [k] x2apic_send_IPI
     0.00%  python3.10  [kernel.kallsyms]     [k] kmem_cache_free
     0.00%  python3.10  [kernel.kallsyms]     [k] file_free_rcu
     0.00%  python3.10  [kernel.kallsyms]     [k] free_event_rcu
     0.00%  python3.10  [kernel.kallsyms]     [k] tcp_delack_timer_handler
     0.00%  python3.10  [kernel.kallsyms]     [k] put_pid.part.0
     0.00%  python3.10  [kernel.kallsyms]     [k] cubictcp_cong_avoid
     0.00%  python3.10  [kernel.kallsyms]     [k] free_task
     0.00%  python3.10  [kernel.kallsyms]     [k] nohz_balance_exit_idle
     0.00%  python3.10  libc.so.6             [.] 0x00000000001a0944
     0.00%  python3.10  [kernel.kallsyms]     [k] load_balance
     0.00%  python3.10  python3.10            [.] 0x0000000000122820
     0.00%  python3.10  [kernel.kallsyms]     [k] __update_blocked_fair
     0.00%  python3.10  [kernel.kallsyms]     [k] rebalance_domains
     0.00%  python3.10  python3.10            [.] 0x0000000000151ff8
     0.00%  python3.10  python3.10            [.] 0x0000000000295019
     0.00%  python3.10  [kernel.kallsyms]     [k] drain_obj_stock
     0.00%  python3.10  python3.10            [.] 0x000000000017c3a6
     0.00%  python3.10  python3.10            [.] 0x0000000000206a23
     0.00%  python3.10  python3.10            [.] 0x0000000000127f5d
     0.00%  python3.10  python3.10            [.] 0x00000000001434c6
     0.00%  python3.10  [kernel.kallsyms]     [k] intel_pmu_enable_all
     0.00%  python3.10  [kernel.kallsyms]     [k] rcu_report_qs_rnp
     0.00%  python3.10  [kernel.kallsyms]     [k] find_busiest_group
     0.00%  python3.10  [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.00%  python3.10  [kernel.kallsyms]     [k] __perf_event_task_sched_in
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_adjust_freq_unthr_context
     0.00%  python3.10  [kernel.kallsyms]     [k] put_prev_entity
     0.00%  :1601321    [kernel.kallsyms]     [k] native_write_msr
     0.00%  :1600844    [kernel.kallsyms]     [k] native_write_msr
     0.00%  :1600921    [kernel.kallsyms]     [k] native_write_msr
     0.00%  :1600873    [kernel.kallsyms]     [k] native_write_msr
     0.00%  :1601003    [kernel.kallsyms]     [k] native_write_msr
     0.00%  :1601188    [kernel.kallsyms]     [k] native_write_msr
     0.00%  :1600953    [kernel.kallsyms]     [k] native_write_msr
     0.00%  :1600974    [kernel.kallsyms]     [k] native_write_msr
     0.00%  :1601028    [kernel.kallsyms]     [k] native_write_msr
     0.00%  :1601116    [kernel.kallsyms]     [k] native_write_msr
     0.00%  :1601161    [kernel.kallsyms]     [k] native_write_msr
     0.00%  :1601224    [kernel.kallsyms]     [k] native_write_msr
     0.00%  :1601260    [kernel.kallsyms]     [k] native_write_msr
     0.00%  :1601055    [kernel.kallsyms]     [k] native_write_msr


# Samples: 12K of event 'instructions'
# Event count (approx.): 6753353069
#
# Overhead  Command     Shared Object         Symbol                                     
# ........  ..........  ....................  ...........................................
#
    70.40%  python3.10  python3.10            [.] _PyEval_EvalFrameDefault
     2.98%  python3.10  python3.10            [.] 0x000000000012161a
     1.78%  python3.10  python3.10            [.] 0x0000000000121676
     1.14%  python3.10  python3.10            [.] 0x0000000000121737
     1.10%  python3.10  python3.10            [.] 0x0000000000121679
     1.07%  python3.10  python3.10            [.] 0x0000000000121590
     1.00%  python3.10  python3.10            [.] 0x00000000001215f2
     0.89%  python3.10  python3.10            [.] 0x0000000000121730
     0.80%  :1600974    python3.10            [.] _PyEval_EvalFrameDefault
     0.75%  python3.10  python3.10            [.] 0x0000000000121613
     0.72%  python3.10  python3.10            [.] 0x00000000001215f7
     0.70%  :1600873    python3.10            [.] _PyEval_EvalFrameDefault
     0.68%  python3.10  python3.10            [.] 0x0000000000121596
     0.66%  :1601260    python3.10            [.] _PyEval_EvalFrameDefault
     0.65%  :1601003    python3.10            [.] _PyEval_EvalFrameDefault
     0.65%  :1600921    python3.10            [.] _PyEval_EvalFrameDefault
     0.63%  :1601224    python3.10            [.] _PyEval_EvalFrameDefault
     0.62%  :1601028    python3.10            [.] _PyEval_EvalFrameDefault
     0.60%  :1601055    python3.10            [.] _PyEval_EvalFrameDefault
     0.60%  :1600953    python3.10            [.] _PyEval_EvalFrameDefault
     0.56%  :1601321    python3.10            [.] _PyEval_EvalFrameDefault
     0.55%  :1601188    python3.10            [.] _PyEval_EvalFrameDefault
