# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 11K of event 'cycles'
# Event count (approx.): 4576422903
#
# Overhead  Command     Shared Object         Symbol                                      
# ........  ..........  ....................  ............................................
#
     0.02%  python3.10  [kernel.kallsyms]     [k] intel_put_event_constraints
     0.02%  python3.10  python3.10            [.] 0x000000000028e0a9
     0.02%  python3.10  [i915]                [k] gen8_irq_handler
     0.02%  python3.10  [kernel.kallsyms]     [k] __perf_event__output_id_sample
     0.02%  :1600999    [kernel.kallsyms]     [k] native_read_msr
     0.02%  python3.10  [kernel.kallsyms]     [k] perf_event_task_output
     0.02%  :1600999    python3.10            [.] 0x0000000000121679
     0.02%  python3.10  python3.10            [.] 0x00000000001215ed
     0.02%  :1600999    python3.10            [.] 0x000000000012161a
     0.02%  :1600848    python3.10            [.] 0x0000000000121679
     0.01%  python3.10  python3.10            [.] PyUnicode_FromFormatV
     0.01%  :1601042    python3.10            [.] 0x00000000001215a3
     0.01%  :1600848    python3.10            [.] 0x0000000000121613
     0.01%  python3.10  libc.so.6             [.] __memmove_sse2_unaligned_erms
     0.01%  python3.10  python3.10            [.] _PyDict_GetItemIdWithError
     0.01%  python3.10  python3.10            [.] 0x0000000000206a23
     0.01%  :1600848    python3.10            [.] 0x0000000000121737
     0.01%  :1600926    python3.10            [.] 0x00000000001215a3
     0.01%  python3.10  [kernel.kallsyms]     [k] error_entry
     0.01%  python3.10  [kernel.kallsyms]     [k] __put_user_nocheck_8
     0.01%  :1600733    python3.10            [.] 0x0000000000121590
     0.01%  :1600999    python3.10            [.] 0x0000000000121605
     0.01%  python3.10  [kernel.kallsyms]     [k] read_tsc
     0.01%  :1600886    [kernel.kallsyms]     [k] mutex_lock
     0.01%  :1600733    python3.10            [.] 0x00000000001215a7
     0.01%  :1600773    python3.10            [.] 0x00000000001215a7
     0.01%  python3.10  [kernel.kallsyms]     [k] __perf_event_header_size
     0.01%  python3.10  [kernel.kallsyms]     [k] update_rq_clock
     0.01%  python3.10  python3.10            [.] 0x0000000000143449
     0.01%  :1600773    python3.10            [.] 0x00000000001215cb
     0.01%  :1600886    python3.10            [.] 0x0000000000121679
     0.01%  :1600815    python3.10            [.] 0x0000000000121677
     0.01%  :1600886    python3.10            [.] 0x00000000001215a0
     0.01%  :1600886    [kernel.kallsyms]     [k] lapic_next_deadline
     0.01%  :1600886    python3.10            [.] 0x00000000001215bc
     0.01%  :1600815    [kernel.kallsyms]     [k] error_entry
     0.01%  :1601042    python3.10            [.] 0x000000000012159b
     0.01%  :1600815    python3.10            [.] 0x00000000001215bc
     0.01%  :1600926    python3.10            [.] 0x0000000000121590
     0.01%  :1600999    python3.10            [.] 0x00000000001215f7
     0.01%  :1600773    python3.10            [.] 0x0000000000121679
     0.01%  :1600999    python3.10            [.] 0x0000000000121596
     0.01%  :1600926    [kernel.kallsyms]     [k] hrtimer_interrupt
     0.01%  :1600886    python3.10            [.] 0x00000000001215e9
     0.01%  :1600886    python3.10            [.] 0x0000000000121594
     0.01%  :1600815    python3.10            [.] 0x000000000012167b
     0.01%  :1600815    python3.10            [.] 0x00000000001215f2
     0.01%  :1600999    python3.10            [.] 0x00000000001215c8
     0.01%  :1600999    python3.10            [.] 0x00000000001215a3
     0.01%  :1600848    python3.10            [.] 0x0000000000121605
     0.01%  :1600848    python3.10            [.] 0x0000000000121676
     0.01%  :1600848    python3.10            [.] 0x00000000001215c4
     0.01%  :1600815    python3.10            [.] 0x0000000000121590
     0.01%  :1600970    python3.10            [.] 0x000000000012160b
     0.01%  :1600999    python3.10            [.] 0x0000000000121590
     0.01%  :1600848    python3.10            [.] 0x000000000012160b
     0.01%  :1600999    python3.10            [.] 0x00000000001215c4
     0.01%  :1600970    python3.10            [.] 0x0000000000121594
     0.01%  :1601042    [kernel.kallsyms]     [k] check_preempt_wakeup
     0.01%  :1600970    python3.10            [.] 0x0000000000121590
     0.01%  :1600848    python3.10            [.] 0x0000000000121594
     0.01%  :1600970    python3.10            [.] 0x000000000012159b
     0.01%  :1600970    python3.10            [.] 0x00000000001215a0
     0.01%  :1600848    python3.10            [.] 0x000000000012160f
     0.01%  :1600970    python3.10            [.] 0x00000000001215bc
     0.01%  :1600970    python3.10            [.] 0x00000000001215ab
     0.01%  :1600848    python3.10            [.] 0x00000000001215a7
     0.01%  :1600848    python3.10            [.] 0x00000000001215cb
     0.01%  :1600815    python3.10            [.] 0x00000000001215c4
     0.01%  :1600848    [kernel.kallsyms]     [k] __irqentry_text_end
     0.01%  :1601042    python3.10            [.] 0x0000000000121590
     0.01%  :1600970    python3.10            [.] 0x00000000001215df
     0.01%  :1600970    python3.10            [.] 0x00000000001215a3
     0.01%  :1601042    python3.10            [.] 0x000000000012160f
     0.01%  python3.10  [kernel.kallsyms]     [k] acct_collect
     0.01%  python3.10  python3.10            [.] 0x000000000015c206
     0.01%  :1600886    python3.10            [.] 0x0000000000121596
     0.01%  :1601042    python3.10            [.] 0x0000000000121605
     0.01%  :1601042    python3.10            [.] 0x0000000000121596
     0.01%  python3.10  [kernel.kallsyms]     [k] get_futex_key
     0.01%  :1601042    python3.10            [.] 0x000000000012159d
     0.01%  :1600970    python3.10            [.] 0x0000000000121605
     0.01%  :1600886    python3.10            [.] 0x0000000000121590
     0.01%  :1600970    python3.10            [.] 0x00000000001215f7
     0.01%  :1601042    python3.10            [.] 0x00000000001215a2
     0.01%  python3.10  [kernel.kallsyms]     [k] update_vsyscall
     0.01%  :1601042    python3.10            [.] 0x00000000001215c4
     0.01%  python3.10  libc.so.6             [.] ____wcstod_l_internal
     0.01%  python3.10  [kernel.kallsyms]     [k] error_return
     0.01%  python3.10  [kernel.kallsyms]     [k] __intel_pmu_enable_all.constprop.0
     0.01%  :1600970    python3.10            [.] 0x0000000000121596
     0.01%  python3.10  [kernel.kallsyms]     [k] native_queued_spin_lock_slowpath.part.0
     0.01%  python3.10  [kernel.kallsyms]     [k] __unqueue_futex
     0.01%  python3.10  [kernel.kallsyms]     [k] memcpy_erms
     0.01%  python3.10  libc.so.6             [.] 0x000000000019d32d
     0.01%  python3.10  python3.10            [.] PyTraceBack_Here
     0.01%  python3.10  python3.10            [.] 0x0000000000152321
     0.01%  python3.10  python3.10            [.] 0x0000000000167e17
     0.01%  python3.10  [kernel.kallsyms]     [k] hsw_get_event_constraints
     0.01%  :1600848    python3.10            [.] 0x000000000012159b
     0.01%  :1600970    python3.10            [.] 0x00000000001215f2
     0.01%  :1600733    python3.10            [.] 0x0000000000121730
     0.01%  :1601042    python3.10            [.] 0x00000000001215e5
     0.01%  python3.10  python3.10            [.] 0x00000000002395e2
     0.01%  python3.10  python3.10            [.] 0x00000000001522f3
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_event_groups_first
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_event_update_userpage
     0.01%  python3.10  [kernel.kallsyms]     [k] do_syscall_64
     0.01%  python3.10  [kernel.kallsyms]     [k] enqueue_hrtimer
     0.01%  python3.10  python3.10            [.] 0x00000000001215df
     0.01%  python3.10  [kernel.kallsyms]     [k] __mod_lruvec_page_state
     0.01%  python3.10  [kernel.kallsyms]     [k] bio_free
     0.01%  python3.10  python3.10            [.] _PyObject_GenericSetAttrWithDict
     0.01%  python3.10  [kernel.kallsyms]     [k] update_curr
     0.01%  python3.10  libc.so.6             [.] ____wcstof_l_internal
     0.01%  :1600733    [kernel.kallsyms]     [k] x86_pmu_enable
     0.01%  :1600733    libc.so.6             [.] __strncat_ssse3
     0.01%  python3.10  [kernel.kallsyms]     [k] intel_pmu_enable_all
     0.01%  python3.10  libc.so.6             [.] __strcat_ssse3
     0.01%  python3.10  libc.so.6             [.] __stpncpy_sse2_unaligned
     0.01%  python3.10  [kernel.kallsyms]     [k] __update_load_avg_se
     0.01%  python3.10  [kernel.kallsyms]     [k] __hrtimer_run_queues
     0.01%  python3.10  [kernel.kallsyms]     [k] hrtimer_cancel
     0.01%  :1601042    python3.10            [.] 0x00000000001215bc
     0.01%  python3.10  [kernel.kallsyms]     [k] __schedule
     0.01%  python3.10  [kernel.kallsyms]     [k] schedule
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_swevent_event
     0.01%  python3.10  [kernel.kallsyms]     [k] rcu_segcblist_accelerate
     0.01%  python3.10  [kernel.kallsyms]     [k] x86_pmu_enable
     0.01%  python3.10  [kernel.kallsyms]     [k] therm_throt_process
     0.01%  python3.10  [kernel.kallsyms]     [k] ctx_sched_in
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_swevent_add
     0.01%  python3.10  [kernel.kallsyms]     [k] find_idlest_group
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_event_init_context
     0.01%  python3.10  libc.so.6             [.] rcmd_af
     0.01%  python3.10  python3.10            [.] 0x0000000000166507
     0.01%  python3.10  [kernel.kallsyms]     [k] __cgroup_account_cputime
     0.01%  python3.10  [kernel.kallsyms]     [k] _find_next_bit
     0.01%  python3.10  [kernel.kallsyms]     [k] _raw_spin_lock
     0.01%  python3.10  libc.so.6             [.] __strstr_sse2_unaligned
     0.01%  :1600773    python3.10            [.] 0x0000000000121613
     0.01%  :1600733    python3.10            [.] 0x00000000001215e2
     0.01%  python3.10  python3.10            [.] 0x000000000011b400
     0.01%  python3.10  [kernel.kallsyms]     [k] futex_wake
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_event_update_time
     0.01%  python3.10  python3.10            [.] 0x000000000015ef70
     0.01%  python3.10  python3.10            [.] 0x0000000000156654
     0.01%  python3.10  [kernel.kallsyms]     [k] __sysvec_thermal
     0.01%  python3.10  [kernel.kallsyms]     [k] __task_pid_nr_ns
     0.01%  python3.10  [kernel.kallsyms]     [k] futex_wait
     0.01%  python3.10  [kernel.kallsyms]     [k] x86_pmu_event_init
     0.01%  python3.10  python3.10            [.] 0x0000000000156650
     0.01%  python3.10  python3.10            [.] 0x000000000015d357
     0.01%  :1601042    python3.10            [.] 0x00000000001215dc
     0.01%  python3.10  [kernel.kallsyms]     [k] __init_waitqueue_head
     0.01%  python3.10  python3.10            [.] 0x000000000012d10c
     0.01%  python3.10  [kernel.kallsyms]     [k] mem_cgroup_charge_statistics.constprop.0
     0.01%  python3.10  [kernel.kallsyms]     [k] obj_cgroup_charge_pages
     0.01%  python3.10  [kernel.kallsyms]     [k] put_pid.part.0
     0.01%  python3.10  [kernel.kallsyms]     [k] vmacache_find
     0.01%  python3.10  python3.10            [.] 0x000000000017956a
     0.01%  python3.10  [kernel.kallsyms]     [k] __handle_mm_fault
     0.01%  python3.10  python3.10            [.] 0x00000000002942ff
     0.01%  python3.10  python3.10            [.] 0x000000000015d254
     0.01%  python3.10  python3.10            [.] 0x0000000000174090
     0.01%  python3.10  python3.10            [.] 0x000000000018d66e
     0.01%  python3.10  python3.10            [.] 0x0000000000122824
     0.01%  python3.10  libc.so.6             [.] round_and_return
     0.00%  python3.10  [kernel.kallsyms]     [k] restore_fpregs_from_fpstate
     0.00%  python3.10  python3.10            [.] 0x0000000000188de4
     0.00%  :1600733    python3.10            [.] 0x000000000012167b
     0.00%  python3.10  [kernel.kallsyms]     [k] __pagevec_lru_add
     0.00%  :1600926    python3.10            [.] 0x0000000000121737
     0.00%  python3.10  python3.10            [.] 0x000000000015b15c
     0.00%  python3.10  [kernel.kallsyms]     [k] enqueue_entity
     0.00%  python3.10  [kernel.kallsyms]     [k] hrtimer_wakeup
     0.00%  python3.10  [kernel.kallsyms]     [k] __slab_free
     0.00%  python3.10  [kernel.kallsyms]     [k] rcu_cblist_dequeue
     0.00%  :1600773    python3.10            [.] 0x00000000001215e9
     0.00%  :1600999    python3.10            [.] 0x000000000012159b
     0.00%  python3.10  python3.10            [.] 0x0000000000137a60
     0.00%  :1600773    python3.10            [.] 0x00000000001215a3
     0.00%  python3.10  [kernel.kallsyms]     [k] sched_clock_cpu
     0.00%  python3.10  [kernel.kallsyms]     [k] __get_user_8
     0.00%  python3.10  python3.10            [.] 0x0000000000137a77
     0.00%  python3.10  [kernel.kallsyms]     [k] find_vma_prev
     0.00%  python3.10  [kernel.kallsyms]     [k] memcg_slab_free_hook
     0.00%  python3.10  python3.10            [.] 0x0000000000121734
     0.00%  python3.10  [kernel.kallsyms]     [k] timerqueue_add
     0.00%  python3.10  [kernel.kallsyms]     [k] free_task
     0.00%  python3.10  python3.10            [.] 0x000000000018d0a8
     0.00%  python3.10  [kernel.kallsyms]     [k] kmem_cache_free
     0.00%  python3.10  [kernel.kallsyms]     [k] irqentry_exit
     0.00%  python3.10  [kernel.kallsyms]     [k] rcu_core
     0.00%  python3.10  [kernel.kallsyms]     [k] syscall_return_via_sysret
     0.00%  python3.10  [kernel.kallsyms]     [k] can_migrate_task
     0.00%  python3.10  [kernel.kallsyms]     [k] rb_first
     0.00%  python3.10  [kernel.kallsyms]     [k] refcount_dec_not_one
     0.00%  :1600999    python3.10            [.] 0x000000000012160b
     0.00%  python3.10  [kernel.kallsyms]     [k] rb_insert_color
     0.00%  python3.10  [kernel.kallsyms]     [k] obj_cgroup_uncharge_pages
     0.00%  python3.10  python3.10            [.] 0x000000000018d608
     0.00%  python3.10  [kernel.kallsyms]     [k] rcu_do_batch
     0.00%  python3.10  [kernel.kallsyms]     [k] pick_next_entity
     0.00%  python3.10  python3.10            [.] _PyObject_GenericGetAttrWithDict
     0.00%  python3.10  [kernel.kallsyms]     [k] set_task_cpu
     0.00%  python3.10  [kernel.kallsyms]     [k] update_sd_lb_stats.constprop.0
     0.00%  python3.10  python3.10            [.] 0x0000000000179604
     0.00%  python3.10  [kernel.kallsyms]     [k] psi_task_change
     0.00%  python3.10  [kernel.kallsyms]     [k] rcu_start_this_gp
     0.00%  python3.10  python3.10            [.] 0x00000000001740af
     0.00%  python3.10  [kernel.kallsyms]     [k] rcu_segcblist_extract_done_cbs
     0.00%  python3.10  [kernel.kallsyms]     [k] find_busiest_group
     0.00%  python3.10  [kernel.kallsyms]     [k] rcu_core_si
     0.00%  python3.10  [kernel.kallsyms]     [k] lapic_next_deadline
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_adjust_freq_unthr_context
     0.00%  :1600815    [kernel.kallsyms]     [k] native_write_msr
     0.00%  :1601042    [kernel.kallsyms]     [k] native_write_msr
     0.00%  :1600886    [kernel.kallsyms]     [k] native_write_msr
     0.00%  python3.10  [kernel.kallsyms]     [k] update_min_vruntime
     0.00%  :1600999    [kernel.kallsyms]     [k] native_write_msr
     0.00%  :1600773    [kernel.kallsyms]     [k] native_write_msr
     0.00%  :1600970    [kernel.kallsyms]     [k] native_write_msr
     0.00%  python3.10  [kernel.kallsyms]     [k] copy_creds
     0.00%  python3.10  [kernel.kallsyms]     [k] list_add_event
     0.00%  :1600718    [kernel.kallsyms]     [k] native_write_msr
     0.00%  :1600733    [kernel.kallsyms]     [k] native_write_msr
     0.00%  python3.10  [kernel.kallsyms]     [k] intel_cpuc_prepare
     0.00%  :1600848    [kernel.kallsyms]     [k] native_write_msr
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_init_event
     0.00%  :1600926    [kernel.kallsyms]     [k] native_write_msr
     0.00%  python3.10  python3.10            [.] 0x000000000017a8e0


# Samples: 9K of event 'instructions'
# Event count (approx.): 5716297904
#
# Overhead  Command     Shared Object         Symbol                                   
# ........  ..........  ....................  .........................................
#
    73.37%  python3.10  python3.10            [.] _PyEval_EvalFrameDefault
     3.03%  python3.10  python3.10            [.] 0x000000000012161a
     1.74%  python3.10  python3.10            [.] 0x0000000000121676
     1.13%  python3.10  python3.10            [.] 0x0000000000121679
     1.13%  python3.10  python3.10            [.] 0x0000000000121590
     0.98%  python3.10  python3.10            [.] 0x0000000000121737
     0.89%  python3.10  python3.10            [.] 0x00000000001215f7
     0.87%  :1600773    python3.10            [.] _PyEval_EvalFrameDefault
     0.79%  :1600848    python3.10            [.] _PyEval_EvalFrameDefault
     0.78%  python3.10  python3.10            [.] 0x00000000001215f2
     0.77%  :1600970    python3.10            [.] _PyEval_EvalFrameDefault
     0.76%  python3.10  python3.10            [.] 0x0000000000121730
     0.74%  python3.10  python3.10            [.] 0x0000000000121613
     0.72%  :1600815    python3.10            [.] _PyEval_EvalFrameDefault
     0.66%  :1601042    python3.10            [.] _PyEval_EvalFrameDefault
     0.64%  python3.10  python3.10            [.] 0x0000000000121596
     0.63%  :1600886    python3.10            [.] _PyEval_EvalFrameDefault
     0.57%  python3.10  python3.10            [.] 0x000000000012167d
     0.54%  python3.10  python3.10            [.] 0x0000000000121605
     0.51%  :1600999    python3.10            [.] _PyEval_EvalFrameDefault
     0.47%  python3.10  python3.10            [.] 0x000000000012160b
     0.37%  python3.10  python3.10            [.] 0x000000000012159d
     0.36%  python3.10  python3.10            [.] 0x00000000001215a7
     0.35%  :1600733    python3.10            [.] _PyEval_EvalFrameDefault
     0.33%  python3.10  python3.10            [.] 0x00000000001215c4
     0.33%  :1600926    python3.10            [.] _PyEval_EvalFrameDefault
     0.32%  python3.10  python3.10            [.] 0x000000000012159b
     0.32%  python3.10  python3.10            [.] 0x00000000001215cb
     0.30%  python3.10  python3.10            [.] 0x00000000001215a3
     0.28%  python3.10  python3.10            [.] 0x00000000001215e2
     0.26%  python3.10  python3.10            [.] 0x000000000012160f
     0.24%  python3.10  python3.10            [.] 0x00000000001215dc
     0.23%  python3.10  python3.10            [.] 0x000000000012167b
     0.21%  python3.10  python3.10            [.] 0x00000000001215e9
     0.21%  python3.10  python3.10            [.] 0x00000000001215bc
     0.21%  python3.10  python3.10            [.] 0x00000000001215a2
     0.19%  python3.10  python3.10            [.] 0x0000000000121677
     0.17%  python3.10  python3.10            [.] 0x00000000001215e5
     0.14%  python3.10  python3.10            [.] 0x00000000001215ab
     0.14%  python3.10  python3.10            [.] 0x00000000001215d8
     0.14%  python3.10  python3.10            [.] 0x000000000012167f
     0.08%  python3.10  python3.10            [.] 0x0000000000121594
     0.08%  python3.10  python3.10            [.] 0x000000000012166e
     0.08%  python3.10  python3.10            [.] 0x00000000001215c0
     0.07%  python3.10  [kernel.kallsyms]     [k] zap_pte_range
     0.07%  :1600886    python3.10            [.] 0x000000000012161a
     0.07%  python3.10  python3.10            [.] 0x0000000000121616
     0.07%  python3.10  python3.10            [.] 0x0000000000121599
     0.05%  python3.10  python3.10            [.] 0x00000000001215a0
     0.05%  :1600970    python3.10            [.] 0x000000000012161a
     0.05%  python3.10  python3.10            [.] 0x0000000000121600
     0.05%  python3.10  python3.10            [.] 0x00000000001215a6
     0.04%  :1600999    python3.10            [.] 0x000000000012161a
     0.04%  python3.10  [kernel.kallsyms]     [k] psi_group_change
     0.04%  :1600886    python3.10            [.] 0x00000000001215f2
     0.04%  :1600815    python3.10            [.] 0x0000000000121676
     0.04%  :1600999    python3.10            [.] 0x000000000012159b
     0.04%  :1600848    python3.10            [.] 0x0000000000121605
     0.03%  :1600970    python3.10            [.] 0x00000000001215f7
     0.03%  :1601042    python3.10            [.] 0x0000000000121605
     0.03%  :1600848    python3.10            [.] 0x0000000000121679
     0.03%  python3.10  python3.10            [.] _PyObject_GetMethod
     0.03%  python3.10  [kernel.kallsyms]     [k] merge_sched_in
     0.03%  python3.10  python3.10            [.] 0x00000000001215c8
     0.03%  python3.10  [kernel.kallsyms]     [k] __update_load_avg_cfs_rq
     0.03%  :1600815    python3.10            [.] 0x0000000000121605
     0.03%  :1600848    python3.10            [.] 0x00000000001215f7
     0.03%  :1601042    python3.10            [.] 0x0000000000121679
     0.03%  :1601042    python3.10            [.] 0x0000000000121596
