# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 21K of event 'cycles'
# Event count (approx.): 9193387484
#
# Overhead  Command     Shared Object      Symbol                                     
# ........  ..........  .................  ...........................................
#
     0.02%  python3.10  [kernel.kallsyms]  [k] __irqentry_text_end
     0.02%  :2566854    python3.10         [.] 0x000000000015b504
     0.02%  python3.10  [kernel.kallsyms]  [k] do_syscall_64
     0.02%  python3.10  [kernel.kallsyms]  [k] sched_clock_cpu
     0.02%  python3.10  [kernel.kallsyms]  [k] __x64_sys_rt_sigprocmask
     0.02%  :2566918    python3.10         [.] 0x0000000000121590
     0.01%  :2566977    python3.10         [.] 0x000000000012159b
     0.01%  python3.10  python3.10         [.] PyObject_SetAttr
     0.01%  :2566948    python3.10         [.] 0x0000000000121590
     0.01%  python3.10  [kernel.kallsyms]  [k] select_idle_sibling
     0.01%  python3.10  [kernel.kallsyms]  [k] slab_free_freelist_hook.constprop.0
     0.01%  python3.10  python3.10         [.] 0x000000000012d1da
     0.01%  :2566854    python3.10         [.] 0x00000000001434c6
     0.01%  :2566918    python3.10         [.] 0x0000000000121605
     0.01%  :2566854    [kernel.kallsyms]  [k] perf_log_itrace_start
     0.01%  python3.10  [kernel.kallsyms]  [k] __update_load_avg_se
     0.01%  python3.10  python3.10         [.] 0x000000000012166e
     0.01%  python3.10  [kernel.kallsyms]  [k] check_preempt_wakeup
     0.01%  python3.10  [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath.part.0
     0.01%  :2566854    [kernel.kallsyms]  [k] switch_fpu_return
     0.01%  :2566854    python3.10         [.] 0x0000000000121751
     0.01%  :2566854    libc.so.6          [.] __GI___strncasecmp_l_sse2
     0.01%  :2566854    [kernel.kallsyms]  [k] error_entry
     0.01%  :2566854    python3.10         [.] 0x000000000017c3fc
     0.01%  :2566854    python3.10         [.] 0x000000000012174d
     0.01%  :2566854    python3.10         [.] 0x00000000002942ff
     0.01%  python3.10  [kernel.kallsyms]  [k] restore_fpregs_from_fpstate
     0.01%  :2566854    [kernel.kallsyms]  [k] __hrtimer_next_event_base
     0.01%  :2566854    [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath.part.0
     0.01%  :2566854    [kernel.kallsyms]  [k] psi_task_change
     0.01%  :2566854    python3.10         [.] 0x0000000000179c38
     0.01%  :2566854    python3.10         [.] 0x000000000015b52a
     0.01%  :2566854    [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     0.01%  :2566854    python3.10         [.] 0x00000000001215a0
     0.01%  :2566854    [kernel.kallsyms]  [k] __entry_text_start
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_event_update_time
     0.01%  :2566854    [kernel.kallsyms]  [k] sk_stream_alloc_skb
     0.01%  :2566854    python3.10         [.] 0x0000000000179be9
     0.01%  python3.10  [kernel.kallsyms]  [k] futex_wait_queue_me
     0.01%  python3.10  [kernel.kallsyms]  [k] timerqueue_del
     0.01%  :2566854    python3.10         [.] 0x0000000000151eed
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_log_itrace_start
     0.01%  python3.10  [kernel.kallsyms]  [k] syscall_return_via_sysret
     0.01%  :2566854    [kernel.kallsyms]  [k] _find_next_bit
     0.01%  :2566854    python3.10         [.] 0x0000000000179c25
     0.01%  :2566854    python3.10         [.] 0x00000000001215c8
     0.01%  :2566854    [kernel.kallsyms]  [k] try_to_wake_up
     0.01%  python3.10  [kernel.kallsyms]  [k] x2apic_send_IPI
     0.01%  python3.10  [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     0.01%  :2566854    [kernel.kallsyms]  [k] __perf_event_task_sched_in
     0.01%  :2566854    python3.10         [.] 0x000000000015b534
     0.01%  :2566854    python3.10         [.] 0x000000000012164e
     0.01%  :2566854    libc.so.6          [.] re_search_internal
     0.01%  python3.10  python3.10         [.] 0x0000000000206a23
     0.01%  :2566854    libc.so.6          [.] parse_qtd_backslash
     0.01%  python3.10  [kernel.kallsyms]  [k] __x64_sys_futex
     0.01%  :2566854    [kernel.kallsyms]  [k] put_prev_entity
     0.01%  :2566977    python3.10         [.] 0x0000000000121596
     0.01%  python3.10  [kernel.kallsyms]  [k] rb_erase
     0.01%  :2566854    libc.so.6          [.] __strcat_ssse3
     0.01%  :2566854    [kernel.kallsyms]  [k] native_write_msr_safe
     0.01%  python3.10  [kernel.kallsyms]  [k] ctx_sched_in
     0.01%  python3.10  libc.so.6          [.] __stpncpy_sse2_unaligned
     0.01%  python3.10  [kernel.kallsyms]  [k] x86_pmu_filter_match
     0.01%  python3.10  [kernel.kallsyms]  [k] ___slab_alloc
     0.01%  python3.10  [kernel.kallsyms]  [k] __perf_event_header__init_id
     0.01%  python3.10  [kernel.kallsyms]  [k] account_event
     0.01%  python3.10  [kernel.kallsyms]  [k] dequeue_entity
     0.01%  python3.10  [kernel.kallsyms]  [k] futex_wait
     0.01%  python3.10  [kernel.kallsyms]  [k] get_page_from_freelist
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_event_init_context
     0.01%  python3.10  libc.so.6          [.] __GI___strncasecmp_l_sse2
     0.01%  python3.10  python3.10         [.] PyTraceBack_Here
     0.01%  python3.10  python3.10         [.] 0x0000000000163024
     0.01%  python3.10  python3.10         [.] 0x0000000000169c14
     0.01%  :2566854    python3.10         [.] PyLong_FromString
     0.01%  python3.10  libc.so.6          [.] parse_qtd_backslash
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_event_update_userpage
     0.01%  python3.10  [kernel.kallsyms]  [k] pick_next_task
     0.01%  :2566854    [kernel.kallsyms]  [k] timerqueue_add
     0.01%  python3.10  python3.10         [.] 0x0000000000122820
     0.01%  :2566854    [kernel.kallsyms]  [k] event_sched_in
     0.01%  :2566854    python3.10         [.] 0x0000000000121754
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_event_groups_insert
     0.01%  python3.10  [kernel.kallsyms]  [k] mutex_lock
     0.01%  python3.10  libc.so.6          [.] 0x00000000001a0995
     0.01%  python3.10  python3.10         [.] 0x00000000001641ef
     0.01%  python3.10  [kernel.kallsyms]  [k] available_idle_cpu
     0.01%  python3.10  [kernel.kallsyms]  [k] intel_put_event_constraints
     0.01%  python3.10  [kernel.kallsyms]  [k] kmem_cache_alloc_node
     0.01%  python3.10  python3.10         [.] 0x000000000028bd95
     0.01%  python3.10  [kernel.kallsyms]  [k] memcg_slab_post_alloc_hook
     0.01%  python3.10  python3.10         [.] 0x00000000001228d1
     0.01%  :2566854    python3.10         [.] 0x000000000012162c
     0.01%  python3.10  [kernel.kallsyms]  [k] obj_cgroup_uncharge_pages
     0.01%  python3.10  [kernel.kallsyms]  [k] unmapped_area_topdown
     0.01%  python3.10  [kernel.kallsyms]  [k] update_curr
     0.01%  python3.10  [kernel.kallsyms]  [k] hrtimer_try_to_cancel.part.0
     0.01%  python3.10  libc.so.6          [.] 0x00000000001a0986
     0.01%  python3.10  [kernel.kallsyms]  [k] event_sched_out.part.0
     0.01%  :2566854    [kernel.kallsyms]  [k] syscall_return_via_sysret
     0.01%  python3.10  [kernel.kallsyms]  [k] update_load_avg
     0.01%  python3.10  [kernel.kallsyms]  [k] intel_cpuc_finish
     0.01%  :2566948    python3.10         [.] 0x000000000012161a
     0.01%  :2566977    python3.10         [.] 0x0000000000121737
     0.01%  :2566977    python3.10         [.] 0x0000000000121730
     0.01%  :2566977    python3.10         [.] 0x0000000000121676
     0.01%  :2566854    [kernel.kallsyms]  [k] rcu_cblist_dequeue
     0.01%  :2566854    python3.10         [.] _PyLong_New
     0.01%  python3.10  python3.10         [.] 0x00000000001215c0
     0.01%  python3.10  [kernel.kallsyms]  [k] ___perf_sw_event
     0.01%  python3.10  [kernel.kallsyms]  [k] __pagevec_lru_add_fn
     0.01%  :2566854    libc.so.6          [.] ____wcstold_l_internal
     0.01%  :2566918    [kernel.kallsyms]  [k] visit_groups_merge.constprop.0.isra.0
     0.01%  :2566854    [kernel.kallsyms]  [k] restore_fpregs_from_fpstate
     0.01%  python3.10  [kernel.kallsyms]  [k] memcg_slab_free_hook
     0.01%  :2566854    [kernel.kallsyms]  [k] native_read_msr
     0.01%  python3.10  python3.10         [.] 0x0000000000143427
     0.01%  python3.10  python3.10         [.] 0x0000000000169af0
     0.01%  :2566854    python3.10         [.] PyFloat_FromDouble
     0.01%  :2566977    python3.10         [.] 0x00000000001215ab
     0.01%  python3.10  python3.10         [.] 0x000000000012cff3
     0.01%  python3.10  [kernel.kallsyms]  [k] lapic_next_deadline
     0.01%  :2566854    [kernel.kallsyms]  [k] __calc_delta
     0.01%  python3.10  python3.10         [.] 0x000000000012e078
     0.01%  :2566977    python3.10         [.] 0x00000000001215f7
     0.01%  :2566918    python3.10         [.] 0x000000000012167d
     0.01%  :2566854    [kernel.kallsyms]  [k] sync_regs
     0.01%  :2566918    [kernel.kallsyms]  [k] perf_exclude_event
     0.01%  :2566948    python3.10         [.] 0x00000000001215e5
     0.01%  python3.10  python3.10         [.] 0x000000000012e088
     0.01%  python3.10  [kernel.kallsyms]  [k] intel_pmu_enable_all
     0.01%  python3.10  python3.10         [.] _PyUnicode_JoinArray
     0.01%  :2566918    python3.10         [.] 0x0000000000121600
     0.01%  :2566854    python3.10         [.] 0x000000000013fd02
     0.01%  :2566918    python3.10         [.] 0x00000000001215f7
     0.01%  :2566918    python3.10         [.] 0x00000000001215dc
     0.01%  python3.10  [kernel.kallsyms]  [k] __x2apic_send_IPI_dest
     0.01%  python3.10  python3.10         [.] 0x0000000000176230
     0.01%  python3.10  [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     0.01%  python3.10  [kernel.kallsyms]  [k] __update_load_avg_cfs_rq
     0.01%  python3.10  python3.10         [.] 0x000000000012d088
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_pmu_nop_txn
     0.01%  :2566854    python3.10         [.] _PyUnicode_JoinArray
     0.01%  :2566918    python3.10         [.] 0x0000000000121594
     0.01%  :2566918    python3.10         [.] 0x000000000012167f
     0.01%  :2566854    python3.10         [.] _PyObject_MakeTpCall
     0.01%  :2566918    python3.10         [.] 0x00000000001215c4
     0.01%  :2566854    [kernel.kallsyms]  [k] __irqentry_text_end
     0.01%  python3.10  python3.10         [.] 0x0000000000152321
     0.01%  :2566854    python3.10         [.] PyFunction_NewWithQualName
     0.01%  python3.10  [kernel.kallsyms]  [k] psi_task_switch
     0.01%  :2566854    python3.10         [.] 0x0000000000294ec7
     0.01%  python3.10  [kernel.kallsyms]  [k] _raw_spin_lock_irq
     0.01%  :2566854    python3.10         [.] PyUnicode_AsUTF8AndSize
     0.01%  :2566854    python3.10         [.] 0x000000000011b529
     0.01%  :2566854    [kernel.kallsyms]  [k] perf_event_update_time
     0.01%  :2566854    [kernel.kallsyms]  [k] __update_load_avg_se
     0.01%  :2566854    [kernel.kallsyms]  [k] enqueue_entity
     0.01%  python3.10  [kernel.kallsyms]  [k] asm_sysvec_reschedule_ipi
     0.01%  python3.10  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.01%  python3.10  [kernel.kallsyms]  [k] __rseq_handle_notify_resume
     0.01%  :2566854    libc.so.6          [.] parse_expression
     0.01%  :2566854    [kernel.kallsyms]  [k] __get_user_8
     0.01%  :2566854    libc.so.6          [.] __strncat_ssse3
     0.01%  :2566854    [kernel.kallsyms]  [k] tcp_ack
     0.01%  :2566854    [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.01%  :2566854    python3.10         [.] _PyBytes_Resize
     0.01%  python3.10  [kernel.kallsyms]  [k] psi_flags_change
     0.01%  :2566854    libc.so.6          [.] 0x00000000001a0940
     0.01%  python3.10  [kernel.kallsyms]  [k] native_write_msr_safe
     0.01%  python3.10  [kernel.kallsyms]  [k] update_cfs_group
     0.01%  :2566854    [kernel.kallsyms]  [k] visit_groups_merge.constprop.0.isra.0
     0.01%  python3.10  python3.10         [.] 0x00000000001736fb
     0.01%  :2566854    python3.10         [.] 0x000000000015b50b
     0.01%  python3.10  [kernel.kallsyms]  [k] rcu_all_qs
     0.01%  python3.10  [kernel.kallsyms]  [k] timerqueue_add
     0.01%  :2566854    [kernel.kallsyms]  [k] available_idle_cpu
     0.01%  :2566854    [kernel.kallsyms]  [k] migrate_disable
     0.01%  :2566854    [kernel.kallsyms]  [k] clear_buddies
     0.01%  :2566854    [kernel.kallsyms]  [k] enqueue_task_fair
     0.01%  python3.10  python3.10         [.] _PyUnicodeWriter_Finish
     0.01%  :2566854    libc.so.6          [.] 0x0000000000199c00
     0.01%  :2566854    libc.so.6          [.] __GI___pthread_setcancelstate
     0.01%  :2566854    python3.10         [.] 0x0000000000294ea2
     0.01%  :2566854    [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.01%  :2566854    python3.10         [.] 0x0000000000121641
     0.01%  :2566854    python3.10         [.] 0x0000000000162f26
     0.01%  python3.10  libc.so.6          [.] __strstr_sse2_unaligned
     0.01%  :2566854    libc.so.6          [.] 0x000000000019d580
     0.01%  :2566854    python3.10         [.] 0x000000000016302f
     0.01%  python3.10  python3.10         [.] _PyObject_MakeTpCall
     0.01%  :2566854    python3.10         [.] 0x000000000015b53e
     0.01%  :2566854    [kernel.kallsyms]  [k] apparmor_socket_sendmsg
     0.01%  python3.10  [kernel.kallsyms]  [k] __hrtimer_next_event_base
     0.01%  :2566854    python3.10         [.] 0x0000000000206a23
     0.01%  :2566854    [kernel.kallsyms]  [k] native_sched_clock
     0.01%  :2566854    [kernel.kallsyms]  [k] __x64_sys_sendto
     0.01%  :2566854    python3.10         [.] 0x000000000018d5ef
     0.01%  :2566854    [kernel.kallsyms]  [k] tcp_delack_timer_handler
     0.01%  :2566854    [kernel.kallsyms]  [k] __skb_datagram_iter
     0.01%  python3.10  python3.10         [.] 0x000000000018d510
     0.01%  python3.10  [kernel.kallsyms]  [k] get_futex_key
     0.01%  :2566854    python3.10         [.] 0x0000000000122906
     0.01%  :2566854    python3.10         [.] 0x000000000029498b
     0.01%  :2566854    [kernel.kallsyms]  [k] native_write_msr
     0.01%  python3.10  python3.10         [.] 0x0000000000129c7a
     0.01%  python3.10  python3.10         [.] 0x000000000015e910
     0.01%  :2566854    python3.10         [.] 0x0000000000121672
     0.01%  python3.10  [kernel.kallsyms]  [k] __lock_text_start
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_event_groups_first
     0.01%  :2566854    [kernel.kallsyms]  [k] asm_sysvec_reschedule_ipi
     0.01%  :2566854    python3.10         [.] 0x000000000017bffc
     0.01%  python3.10  [kernel.kallsyms]  [k] hrtimer_active
     0.01%  :2566854    [kernel.kallsyms]  [k] ___perf_sw_event
     0.01%  python3.10  [kernel.kallsyms]  [k] kmem_cache_free
     0.01%  :2566854    [kernel.kallsyms]  [k] loopback_xmit
     0.01%  :2566854    [kernel.kallsyms]  [k] asm_sysvec_thermal
     0.01%  python3.10  [kernel.kallsyms]  [k] put_prev_entity
     0.01%  :2566854    [kernel.kallsyms]  [k] perf_event_groups_first
     0.01%  python3.10  [kernel.kallsyms]  [k] update_process_times
     0.01%  :2566854    python3.10         [.] 0x0000000000179c58
     0.01%  :2566854    [kernel.kallsyms]  [k] __mod_memcg_lruvec_state
     0.01%  :2566854    [kernel.kallsyms]  [k] rb_erase
     0.01%  :2566854    [kernel.kallsyms]  [k] native_apic_msr_eoi_write
     0.01%  :2566854    python3.10         [.] 0x000000000016a34d
     0.01%  :2566854    [kernel.kallsyms]  [k] futex_wait_setup
     0.01%  :2566854    python3.10         [.] _PyUnicodeWriter_PrepareInternal
     0.01%  :2566854    [kernel.kallsyms]  [k] set_next_buddy
     0.01%  :2566854    [kernel.kallsyms]  [k] irqentry_exit
     0.01%  :2566854    [kernel.kallsyms]  [k] update_cfs_group
     0.01%  :2566854    [kernel.kallsyms]  [k] update_load_avg
     0.01%  python3.10  [kernel.kallsyms]  [k] x86_pmu_disable
     0.01%  :2566854    [kernel.kallsyms]  [k] psi_flags_change
     0.01%  :2566854    python3.10         [.] 0x000000000015ffe6
     0.01%  python3.10  python3.10         [.] 0x0000000000239576
     0.01%  :2566854    python3.10         [.] 0x000000000016ab50
     0.01%  :2566854    libc.so.6          [.] pthread_setconcurrency@@GLIBC_2.34
     0.01%  :2566854    [kernel.kallsyms]  [k] __mod_node_page_state
     0.01%  python3.10  [kernel.kallsyms]  [k] do_futex
     0.01%  :2566854    python3.10         [.] 0x00000000002773b3
     0.01%  :2566854    [kernel.kallsyms]  [k] __ksize
     0.01%  :2566854    libc.so.6          [.] 0x00000000001a1100
     0.01%  python3.10  python3.10         [.] 0x000000000015ef70
     0.01%  :2566854    python3.10         [.] _PyUnicodeWriter_Init
     0.01%  :2566854    python3.10         [.] 0x000000000011e943
     0.01%  :2566854    [kernel.kallsyms]  [k] hrtimer_active
     0.01%  :2566854    [kernel.kallsyms]  [k] wake_up_q
     0.01%  python3.10  [kernel.kallsyms]  [k] asm_sysvec_thermal
     0.01%  python3.10  python3.10         [.] _PyDict_DelItem_KnownHash
