# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 5K of event 'cycles'
# Event count (approx.): 650756063
#
# Overhead  Command     Shared Object      Symbol                                   
# ........  ..........  .................  .........................................
#
     0.08%  python3.10  python3.10         [.] 0x0000000000137a6b
     0.08%  python3.10  python3.10         [.] 0x000000000020bf52
     0.08%  python3.10  python3.10         [.] 0x000000000018c0a4
     0.08%  python3.10  python3.10         [.] 0x0000000000137b7b
     0.08%  python3.10  [kernel.kallsyms]  [k] tcp_options_write
     0.08%  python3.10  python3.10         [.] 0x0000000000294720
     0.08%  python3.10  python3.10         [.] 0x0000000000243819
     0.08%  python3.10  python3.10         [.] 0x000000000029b6fd
     0.08%  python3.10  python3.10         [.] 0x000000000011b311
     0.08%  python3.10  python3.10         [.] 0x000000000011d5d0
     0.08%  python3.10  python3.10         [.] 0x0000000000178d50
     0.08%  python3.10  [kernel.kallsyms]  [k] dequeue_task_fair
     0.08%  python3.10  [kernel.kallsyms]  [k] sync_regs
     0.08%  python3.10  python3.10         [.] 0x0000000000150bd6
     0.08%  python3.10  python3.10         [.] 0x000000000018d547
     0.08%  python3.10  libcrypto.so.3     [.] 0x00000000003079e0
     0.08%  python3.10  python3.10         [.] 0x0000000000188eb2
     0.08%  python3.10  python3.10         [.] 0x000000000015c5f4
     0.08%  python3.10  python3.10         [.] 0x000000000015f011
     0.08%  python3.10  python3.10         [.] 0x000000000015b56e
     0.08%  python3.10  python3.10         [.] 0x000000000018d664
     0.08%  python3.10  python3.10         [.] 0x0000000000122913
     0.08%  python3.10  python3.10         [.] 0x0000000000293d9c
     0.08%  python3.10  libcrypto.so.3     [.] 0x0000000000307308
     0.08%  python3.10  python3.10         [.] 0x0000000000206c5c
     0.08%  python3.10  python3.10         [.] 0x0000000000122aa4
     0.08%  python3.10  python3.10         [.] 0x00000000002eab40
     0.08%  python3.10  libcrypto.so.3     [.] CRYPTO_free
     0.08%  python3.10  python3.10         [.] 0x0000000000151e45
     0.08%  python3.10  [kernel.kallsyms]  [k] ctx_sched_in
     0.08%  python3.10  python3.10         [.] 0x0000000000174098
     0.08%  python3.10  python3.10         [.] 0x000000000015ef7f
     0.07%  python3.10  python3.10         [.] 0x0000000000188eba
     0.07%  python3.10  python3.10         [.] PyObject_GetBuffer
     0.07%  python3.10  python3.10         [.] 0x000000000015232f
     0.07%  python3.10  python3.10         [.] 0x000000000018d581
     0.07%  python3.10  python3.10         [.] 0x00000000001d4921
     0.07%  python3.10  python3.10         [.] 0x00000000001795da
     0.07%  python3.10  [kernel.kallsyms]  [k] fput_many
     0.07%  python3.10  [kernel.kallsyms]  [k] psi_task_switch
     0.07%  python3.10  python3.10         [.] 0x00000000001512ea
     0.07%  python3.10  python3.10         [.] 0x00000000001732c6
     0.07%  python3.10  python3.10         [.] 0x000000000018d661
     0.07%  python3.10  [kernel.kallsyms]  [k] futex_wait
     0.07%  python3.10  python3.10         [.] 0x0000000000178cc0
     0.07%  python3.10  python3.10         [.] 0x0000000000296f87
     0.07%  python3.10  python3.10         [.] 0x0000000000277464
     0.07%  python3.10  python3.10         [.] 0x0000000000293e33
     0.07%  python3.10  python3.10         [.] 0x000000000018c091
     0.07%  python3.10  python3.10         [.] 0x0000000000206bf5
     0.07%  python3.10  python3.10         [.] 0x000000000015ffce
     0.07%  python3.10  python3.10         [.] 0x0000000000188de0
     0.07%  python3.10  libcrypto.so.3     [.] 0x0000000000307351
     0.07%  python3.10  python3.10         [.] 0x0000000000159a53
     0.07%  python3.10  python3.10         [.] 0x00000000001fb7c0
     0.07%  python3.10  libcrypto.so.3     [.] 0x0000000000307165
     0.07%  python3.10  python3.10         [.] 0x000000000018d252
     0.07%  python3.10  python3.10         [.] 0x00000000002d9edb
     0.07%  python3.10  python3.10         [.] PyObject_Free
     0.07%  python3.10  [kernel.kallsyms]  [k] rcu_note_context_switch
     0.07%  python3.10  python3.10         [.] PyObject_GC_Del
     0.07%  python3.10  python3.10         [.] 0x000000000015ff70
     0.07%  python3.10  python3.10         [.] 0x000000000015ffe6
     0.07%  python3.10  python3.10         [.] 0x00000000002430d4
     0.07%  python3.10  python3.10         [.] 0x0000000000293e54
     0.07%  python3.10  python3.10         [.] 0x00000000002d04a6
     0.07%  python3.10  libcrypto.so.3     [.] 0x000000000017dfb8
     0.07%  python3.10  python3.10         [.] PyUnicode_Substring
     0.07%  python3.10  libc.so.6          [.] 0x00000000001a09a2
     0.07%  python3.10  python3.10         [.] 0x0000000000189019
     0.07%  python3.10  python3.10         [.] 0x000000000018d1b3
     0.07%  python3.10  [kernel.kallsyms]  [k] __dev_queue_xmit
     0.07%  python3.10  python3.10         [.] 0x0000000000188da5
     0.07%  python3.10  [kernel.kallsyms]  [k] futex_wait_queue_me
     0.07%  python3.10  [kernel.kallsyms]  [k] do_syscall_64
     0.07%  python3.10  [kernel.kallsyms]  [k] tcp_rate_skb_delivered
     0.07%  python3.10  [kernel.kallsyms]  [k] __hrtimer_start_range_ns
     0.07%  python3.10  python3.10         [.] 0x00000000001a304c
     0.07%  python3.10  [kernel.kallsyms]  [k] rb_insert_color
     0.07%  python3.10  libcrypto.so.3     [.] EVP_MD_get_flags
     0.07%  python3.10  python3.10         [.] 0x000000000015b557
     0.07%  python3.10  [kernel.kallsyms]  [k] tcp_v4_rcv
     0.07%  python3.10  python3.10         [.] 0x0000000000188dcf
     0.07%  python3.10  python3.10         [.] 0x000000000018d4ad
     0.07%  python3.10  [kernel.kallsyms]  [k] apparmor_socket_sock_rcv_skb
     0.07%  python3.10  python3.10         [.] 0x000000000011d514
     0.07%  python3.10  python3.10         [.] 0x0000000000131194
     0.07%  python3.10  python3.10         [.] 0x0000000000206926
     0.07%  python3.10  libc.so.6          [.] 0x000000000019d960
     0.07%  python3.10  python3.10         [.] PyEval_SaveThread
     0.07%  python3.10  libcrypto.so.3     [.] 0x0000000000307551
     0.07%  python3.10  python3.10         [.] 0x0000000000294252
     0.07%  python3.10  python3.10         [.] 0x00000000001d9404
     0.07%  python3.10  python3.10         [.] 0x0000000000287064
     0.07%  python3.10  python3.10         [.] 0x000000000018d5b6
     0.07%  python3.10  python3.10         [.] PyObject_CheckBuffer
     0.07%  python3.10  python3.10         [.] 0x0000000000188df0
     0.07%  python3.10  python3.10         [.] 0x0000000000162fe7
     0.07%  python3.10  [vdso]             [.] 0x00000000000007b1
     0.07%  python3.10  python3.10         [.] 0x000000000017c76b
     0.07%  python3.10  [kernel.kallsyms]  [k] perf_pmu_nop_void
     0.07%  python3.10  python3.10         [.] 0x000000000017c3e0
     0.07%  python3.10  [kernel.kallsyms]  [k] __sys_sendto
     0.07%  python3.10  python3.10         [.] 0x000000000018c0be
     0.07%  python3.10  python3.10         [.] 0x000000000015ef86
     0.07%  python3.10  [kernel.kallsyms]  [k] do_vfs_ioctl
     0.07%  python3.10  python3.10         [.] 0x0000000000169ae0
     0.07%  python3.10  python3.10         [.] 0x000000000015dbb8
     0.07%  python3.10  python3.10         [.] 0x0000000000188efb
     0.07%  python3.10  python3.10         [.] 0x00000000002775af
     0.07%  python3.10  python3.10         [.] 0x0000000000150bae
     0.07%  python3.10  python3.10         [.] 0x000000000015b54b
     0.07%  python3.10  libcrypto.so.3     [.] 0x0000000000307f66
     0.07%  python3.10  [kernel.kallsyms]  [k] calc_wheel_index
     0.07%  python3.10  python3.10         [.] 0x0000000000188eb7
     0.07%  python3.10  libcrypto.so.3     [.] 0x0000000000307726
     0.07%  python3.10  libc.so.6          [.] 0x0000000000199cf1
     0.07%  python3.10  python3.10         [.] 0x00000000001434c6
     0.07%  python3.10  python3.10         [.] 0x00000000001795a2
     0.07%  python3.10  python3.10         [.] 0x00000000002d9ec6
     0.07%  python3.10  [kernel.kallsyms]  [k] remove_wait_queue
     0.07%  python3.10  [kernel.kallsyms]  [k] sock_poll
     0.07%  python3.10  [kernel.kallsyms]  [k] ___perf_sw_event
     0.07%  python3.10  python3.10         [.] 0x0000000000137a66
