# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 37K of event 'cycles'
# Event count (approx.): 18091348798
#
# Overhead  Command     Shared Object         Symbol                                      
# ........  ..........  ....................  ............................................
#
     0.02%  :2591332    python3.10            [.] 0x000000000015b52a
     0.02%  :2591332    python3.10            [.] 0x000000000012162c
     0.02%  python3.10  python3.10            [.] 0x000000000012167f
     0.02%  python3.10  python3.10            [.] 0x00000000001215a7
     0.02%  python3.10  python3.10            [.] 0x0000000000121616
     0.01%  python3.10  python3.10            [.] 0x00000000001215bc
     0.01%  python3.10  [kernel.kallsyms]     [k] event_sched_in
     0.01%  python3.10  [kernel.kallsyms]     [k] native_read_msr
     0.01%  python3.10  python3.10            [.] 0x0000000000121677
     0.01%  :2591332    [kernel.kallsyms]     [k] perf_event_groups_first
     0.01%  :2591332    python3.10            [.] 0x000000000015b554
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_event_groups_first
     0.01%  :2591332    python3.10            [.] 0x000000000015b534
     0.01%  :2591332    [kernel.kallsyms]     [k] perf_event_update_userpage
     0.01%  python3.10  libc.so.6             [.] __GI___strncasecmp_l_sse2
     0.01%  :2591332    [kernel.kallsyms]     [k] syscall_exit_to_user_mode
     0.01%  :2591332    [kernel.kallsyms]     [k] entry_SYSCALL_64_after_hwframe
     0.01%  python3.10  [kernel.kallsyms]     [k] memset_erms
     0.01%  :2591332    python3.10            [.] 0x000000000015b55d
     0.01%  :2591332    [kernel.kallsyms]     [k] update_load_avg
     0.01%  :2591332    [kernel.kallsyms]     [k] event_sched_in
     0.01%  :2591332    python3.10            [.] 0x0000000000179c18
     0.01%  :2591332    [kernel.kallsyms]     [k] native_write_msr_safe
     0.01%  :2591332    python3.10            [.] 0x0000000000179be9
     0.01%  :2591332    python3.10            [.] 0x000000000015b509
     0.01%  python3.10  libc.so.6             [.] ____wcstold_l_internal
     0.01%  python3.10  [kernel.kallsyms]     [k] __update_load_avg_se
     0.01%  python3.10  [kernel.kallsyms]     [k] visit_groups_merge.constprop.0.isra.0
     0.01%  python3.10  [kernel.kallsyms]     [k] merge_sched_in
     0.01%  :2591332    [kernel.kallsyms]     [k] enqueue_task
     0.01%  python3.10  [kernel.kallsyms]     [k] do_syscall_64
     0.01%  :2591332    python3.10            [.] PyLong_FromString
     0.01%  python3.10  python3.10            [.] 0x00000000001215d8
     0.01%  python3.10  [kernel.kallsyms]     [k] exit_to_user_mode_loop
     0.01%  :2591332    [kernel.kallsyms]     [k] select_idle_sibling
     0.01%  :2591332    [kernel.kallsyms]     [k] rb_next
     0.01%  :2591332    [kernel.kallsyms]     [k] update_curr
     0.01%  :2591332    [kernel.kallsyms]     [k] __x64_sys_futex
     0.01%  :2591332    [kernel.kallsyms]     [k] ___perf_sw_event
     0.01%  python3.10  libc.so.6             [.] __strcat_ssse3
     0.01%  :2591332    [kernel.kallsyms]     [k] ttwu_queue_wakelist
     0.01%  :2591332    python3.10            [.] 0x0000000000173d54
     0.01%  :2591332    [kernel.kallsyms]     [k] rb_erase
     0.01%  :2591332    [kernel.kallsyms]     [k] perf_swevent_add
     0.01%  :2591332    [kernel.kallsyms]     [k] __update_load_avg_se
     0.01%  :2591332    [kernel.kallsyms]     [k] timerqueue_add
     0.01%  :2591332    [kernel.kallsyms]     [k] native_write_msr
     0.01%  :2591332    [kernel.kallsyms]     [k] asm_sysvec_apic_timer_interrupt
     0.01%  :2591332    [kernel.kallsyms]     [k] ttwu_do_activate
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_event_update_userpage
     0.01%  python3.10  [kernel.kallsyms]     [k] rb_next
     0.01%  :2591332    [kernel.kallsyms]     [k] native_apic_msr_eoi_write
     0.01%  python3.10  [kernel.kallsyms]     [k] entry_SYSCALL_64_after_hwframe
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_event_alloc
     0.01%  python3.10  python3.10            [.] PyTuple_New
     0.01%  python3.10  python3.10            [.] 0x000000000015af89
     0.01%  python3.10  libcrypto.so.3        [.] 0x00000000003078a2
     0.01%  python3.10  [kernel.kallsyms]     [k] irqentry_exit_to_user_mode
     0.01%  python3.10  [kernel.kallsyms]     [k] syscall_return_via_sysret
     0.01%  python3.10  [kernel.kallsyms]     [k] try_to_wake_up
     0.01%  python3.10  python3.10            [.] _PyObject_MakeTpCall
     0.01%  python3.10  [kernel.kallsyms]     [k] kfree
     0.01%  python3.10  [kernel.kallsyms]     [k] find_vma_prev
     0.01%  :2591332    libc.so.6             [.] re_search_internal
     0.01%  python3.10  python3.10            [.] 0x00000000001215a2
     0.01%  :2591332    [kernel.kallsyms]     [k] _raw_spin_lock_irq
     0.01%  :2591332    [kernel.kallsyms]     [k] entry_SYSCALL_64_safe_stack
     0.01%  python3.10  [kernel.kallsyms]     [k] _raw_spin_lock
     0.01%  :2591332    [kernel.kallsyms]     [k] tcp_sendmsg_locked
     0.01%  :2591332    [kernel.kallsyms]     [k] __tcp_transmit_skb
     0.01%  python3.10  [kernel.kallsyms]     [k] put_prev_entity
     0.01%  :2591332    [kernel.kallsyms]     [k] restore_fpregs_from_fpstate
     0.01%  python3.10  [kernel.kallsyms]     [k] hrtimer_update_next_event
     0.01%  :2591332    [kernel.kallsyms]     [k] _raw_spin_lock
     0.01%  python3.10  python3.10            [.] 0x0000000000121594
     0.01%  :2591332    [kernel.kallsyms]     [k] __update_blocked_fair
     0.01%  python3.10  python3.10            [.] 0x0000000000277454
     0.01%  :2591332    [kernel.kallsyms]     [k] visit_groups_merge.constprop.0.isra.0
     0.01%  python3.10  [kernel.kallsyms]     [k] error_entry
     0.01%  :2591332    [kernel.kallsyms]     [k] iterate_groups
     0.01%  :2591332    [kernel.kallsyms]     [k] psi_task_change
     0.01%  :2591332    [kernel.kallsyms]     [k] tcp_v4_rcv
     0.01%  :2591332    [kernel.kallsyms]     [k] enqueue_task_fair
     0.01%  python3.10  python3.10            [.] 0x000000000015c611
     0.01%  :2591332    python3.10            [.] 0x000000000015b562
     0.01%  :2591332    [kernel.kallsyms]     [k] ctx_sched_in
     0.01%  :2591332    [kernel.kallsyms]     [k] available_idle_cpu
     0.01%  :2591332    [kernel.kallsyms]     [k] __irqentry_text_end
     0.01%  :2591332    [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.01%  :2591332    [kernel.kallsyms]     [k] __schedule
     0.01%  :2591332    [kernel.kallsyms]     [k] __update_load_avg_cfs_rq
     0.01%  :2591332    [kernel.kallsyms]     [k] tick_program_event
     0.01%  :2591332    [kernel.kallsyms]     [k] error_return
     0.01%  :2591332    python3.10            [.] _PyObject_MakeTpCall
     0.01%  :2591332    [kernel.kallsyms]     [k] native_sched_clock
     0.01%  :2591332    [kernel.kallsyms]     [k] sysvec_apic_timer_interrupt
     0.01%  python3.10  [kernel.kallsyms]     [k] syscall_exit_to_user_mode
     0.01%  :2591332    python3.10            [.] 0x000000000015b54b
     0.01%  :2591332    python3.10            [.] 0x0000000000179c38
     0.01%  python3.10  [kernel.kallsyms]     [k] __get_user_8
     0.00%  :2591332    python3.10            [.] 0x0000000000179dd7
     0.00%  python3.10  python3.10            [.] 0x00000000001740b3
     0.00%  python3.10  python3.10            [.] 0x00000000001215a6
     0.00%  python3.10  [kernel.kallsyms]     [k] __perf_event_task_sched_in
     0.00%  python3.10  [kernel.kallsyms]     [k] reweight_entity
     0.00%  python3.10  python3.10            [.] 0x0000000000121599
     0.00%  python3.10  python3.10            [.] 0x000000000015ef70
     0.00%  python3.10  [kernel.kallsyms]     [k] __mutex_init
     0.00%  python3.10  libc.so.6             [.] __strncat_ssse3
     0.00%  python3.10  python3.10            [.] 0x000000000011b514
     0.00%  python3.10  python3.10            [.] 0x0000000000164d9b
     0.00%  python3.10  [kernel.kallsyms]     [k] __srcu_read_unlock
     0.00%  python3.10  [kernel.kallsyms]     [k] mem_cgroup_charge_statistics.constprop.0
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_event_task_output
     0.00%  python3.10  [kernel.kallsyms]     [k] pids_can_fork
     0.00%  python3.10  python3.10            [.] 0x000000000028e0a9
     0.00%  python3.10  [kernel.kallsyms]     [k] exit_to_user_mode_prepare
     0.00%  python3.10  [kernel.kallsyms]     [k] __dl_clear_params
     0.00%  python3.10  [kernel.kallsyms]     [k] __kmalloc_node
     0.00%  python3.10  [kernel.kallsyms]     [k] update_sg_wakeup_stats
     0.00%  python3.10  [kernel.kallsyms]     [k] x86_pmu_hw_config
     0.00%  python3.10  [kernel.kallsyms]     [k] update_cfs_group
     0.00%  :2591332    [kernel.kallsyms]     [k] lapic_next_deadline
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_event_groups_insert
     0.00%  python3.10  python3.10            [.] 0x00000000001c8923
     0.00%  python3.10  [kernel.kallsyms]     [k] __hrtimer_run_queues
     0.00%  python3.10  [kernel.kallsyms]     [k] inherit_event.constprop.0
     0.00%  python3.10  [kernel.kallsyms]     [k] kmem_cache_alloc_node_trace
     0.00%  python3.10  python3.10            [.] _PyObject_LookupSpecial
     0.00%  python3.10  [kernel.kallsyms]     [k] copy_page
     0.00%  python3.10  [kernel.kallsyms]     [k] hrtimer_try_to_cancel.part.0
     0.00%  python3.10  python3.10            [.] PyType_GenericAlloc
     0.00%  python3.10  python3.10            [.] _PyTime_AsTimeval
     0.00%  python3.10  [kernel.kallsyms]     [k] _find_next_bit
     0.00%  python3.10  [kernel.kallsyms]     [k] __update_load_avg_cfs_rq
     0.00%  python3.10  [kernel.kallsyms]     [k] intel_get_event_constraints
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_event__id_header_size
     0.00%  python3.10  python3.10            [.] 0x000000000020b0d3
     0.00%  python3.10  python3.10            [.] PyList_New
     0.00%  python3.10  python3.10            [.] 0x00000000001740bb
     0.00%  python3.10  [kernel.kallsyms]     [k] error_return
     0.00%  :2591332    [kernel.kallsyms]     [k] intel_pmu_enable_all
     0.00%  python3.10  [kernel.kallsyms]     [k] irq_exit_rcu
     0.00%  python3.10  [kernel.kallsyms]     [k] __memcg_kmem_charge_page
     0.00%  python3.10  [kernel.kallsyms]     [k] kmem_cache_alloc_trace
     0.00%  :2591332    python3.10            [.] _PyDict_GetItemIdWithError
     0.00%  python3.10  [kernel.kallsyms]     [k] enqueue_task
     0.00%  :2591332    [kernel.kallsyms]     [k] finish_task_switch.isra.0
     0.00%  python3.10  [kernel.kallsyms]     [k] iterate_groups
     0.00%  :2591332    [kernel.kallsyms]     [k] pick_next_entity
     0.00%  :2591332    [kernel.kallsyms]     [k] get_futex_key
     0.00%  :2591332    python3.10            [.] PyList_New
     0.00%  :2591332    libc.so.6             [.] 0x0000000000199efd
     0.00%  :2591332    python3.10            [.] 0x00000000002395d4
     0.00%  :2591332    [kernel.kallsyms]     [k] exit_to_user_mode_prepare
     0.00%  python3.10  [kernel.kallsyms]     [k] task_clock_event_add
     0.00%  python3.10  [kernel.kallsyms]     [k] native_write_msr
     0.00%  python3.10  python3.10            [.] 0x0000000000206918
     0.00%  :2591332    [kernel.kallsyms]     [k] __virt_addr_valid
     0.00%  :2591332    [kernel.kallsyms]     [k] ip_local_out
     0.00%  :2591332    libc.so.6             [.] __GI___strncasecmp_l_sse2
     0.00%  :2591332    [kernel.kallsyms]     [k] rseq_get_rseq_cs.isra.0
     0.00%  :2591332    python3.10            [.] 0x000000000018d7ed
     0.00%  python3.10  [kernel.kallsyms]     [k] release_pages
     0.00%  python3.10  [kernel.kallsyms]     [k] sync_mm_rss
     0.00%  :2591332    python3.10            [.] 0x0000000000169ae7
     0.00%  python3.10  python3.10            [.] _PyDict_DelItem_KnownHash
     0.00%  :2591332    python3.10            [.] _PyUnicodeWriter_Init
     0.00%  python3.10  [kernel.kallsyms]     [k] native_flush_tlb_one_user
     0.00%  python3.10  python3.10            [.] 0x00000000001522f3
     0.00%  python3.10  [kernel.kallsyms]     [k] native_apic_msr_eoi_write
     0.00%  :2591332    python3.10            [.] 0x00000000002b69c0
     0.00%  :2591332    [kernel.kallsyms]     [k] mark_wake_futex
     0.00%  python3.10  [kernel.kallsyms]     [k] __x64_sys_futex
     0.00%  :2591332    python3.10            [.] _PyUnicodeWriter_PrepareInternal
     0.00%  python3.10  [kernel.kallsyms]     [k] __sysvec_apic_timer_interrupt
     0.00%  python3.10  libc.so.6             [.] __vstrfmon_l_internal
     0.00%  :2591332    [kernel.kallsyms]     [k] x86_pmu_disable
     0.00%  :2591332    python3.10            [.] 0x00000000001732ee
     0.00%  python3.10  [kernel.kallsyms]     [k] syscall_enter_from_user_mode
     0.00%  python3.10  [kernel.kallsyms]     [k] update_load_avg
     0.00%  :2591332    [kernel.kallsyms]     [k] task_clock_event_add
     0.00%  :2591332    [kernel.kallsyms]     [k] __hrtimer_next_event_base
     0.00%  python3.10  python3.10            [.] 0x0000000000152260
     0.00%  python3.10  python3.10            [.] _PyThreadState_DeleteCurrent
     0.00%  :2591332    [kernel.kallsyms]     [k] rcu_note_context_switch
     0.00%  :2591332    [kernel.kallsyms]     [k] __get_user_8
     0.00%  :2591332    python3.10            [.] 0x0000000000277507
     0.00%  python3.10  libc.so.6             [.] __strncpy_sse2_unaligned
     0.00%  :2591332    [kernel.kallsyms]     [k] __call_rcu
     0.00%  :2591332    [kernel.kallsyms]     [k] perf_mux_hrtimer_handler
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_swevent_event
     0.00%  :2591332    python3.10            [.] 0x000000000016a34d
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_swevent_add
     0.00%  python3.10  [kernel.kallsyms]     [k] __cond_resched
     0.00%  python3.10  [kernel.kallsyms]     [k] alloc_vmap_area
     0.00%  python3.10  [kernel.kallsyms]     [k] rseq_get_rseq_cs.isra.0
     0.00%  python3.10  ld-linux-x86-64.so.2  [.] _dl_check_all_versions
     0.00%  :2591332    [kernel.kallsyms]     [k] update_cfs_group
     0.00%  :2591332    [kernel.kallsyms]     [k] __ksize
     0.00%  :2591332    python3.10            [.] 0x0000000000122826
     0.00%  :2591332    python3.10            [.] 0x0000000000150ba4
     0.00%  :2591332    [kernel.kallsyms]     [k] check_preempt_wakeup
     0.00%  :2591332    python3.10            [.] 0x000000000015e0c9
     0.00%  python3.10  [kernel.kallsyms]     [k] psi_task_change
     0.00%  :2591332    python3.10            [.] 0x0000000000150bcb
     0.00%  :2591332    [kernel.kallsyms]     [k] syscall_return_via_sysret
     0.00%  python3.10  python3.10            [.] 0x000000000015b546
     0.00%  python3.10  python3.10            [.] 0x00000000001215df
     0.00%  python3.10  [kernel.kallsyms]     [k] futex_wake
     0.00%  :2591332    [kernel.kallsyms]     [k] irq_exit_rcu
     0.00%  :2591332    libc.so.6             [.] 0x00000000001a0975
     0.00%  :2591332    libc.so.6             [.] 0x000000000019d580
     0.00%  python3.10  [kernel.kallsyms]     [k] sync_regs
     0.00%  :2591332    python3.10            [.] 0x000000000015e115
     0.00%  :2591332    [kernel.kallsyms]     [k] __hrtimer_run_queues
     0.00%  :2591332    [kernel.kallsyms]     [k] perf_log_itrace_start
     0.00%  :2591332    [kernel.kallsyms]     [k] prepare_task_switch
     0.00%  :2591332    [kernel.kallsyms]     [k] rcu_core
     0.00%  :2591332    [kernel.kallsyms]     [k] rb_insert_color
     0.00%  :2591332    [kernel.kallsyms]     [k] cgroup_rstat_updated
     0.00%  :2591332    [kernel.kallsyms]     [k] kfree
     0.00%  :2591332    [kernel.kallsyms]     [k] __netif_receive_skb_one_core
     0.00%  :2591332    [kernel.kallsyms]     [k] task_tick_fair
     0.00%  :2591332    [kernel.kallsyms]     [k] perf_pmu_nop_int
     0.00%  :2591332    python3.10            [.] _PyUnicode_InsertThousandsGrouping
     0.00%  :2591332    [kernel.kallsyms]     [k] asm_sysvec_thermal
     0.00%  :2591332    [kernel.kallsyms]     [k] enqueue_entity
     0.00%  :2591332    [kernel.kallsyms]     [k] xfd_validate_state
     0.00%  python3.10  [kernel.kallsyms]     [k] enqueue_entity
     0.00%  :2591332    libc.so.6             [.] __stpncpy_sse2_unaligned
     0.00%  :2591332    [kernel.kallsyms]     [k] schedule
     0.00%  :2591332    python3.10            [.] 0x000000000018c538
     0.00%  :2591332    python3.10            [.] 0x0000000000151eca
     0.00%  :2591332    python3.10            [.] 0x0000000000121630
     0.00%  :2591332    [kernel.kallsyms]     [k] try_to_wake_up
     0.00%  :2591332    python3.10            [.] 0x0000000000294eb9
     0.00%  python3.10  libc.so.6             [.] 0x000000000019d30f
     0.00%  python3.10  python3.10            [.] PyThreadState_Clear
     0.00%  :2591332    [kernel.kallsyms]     [k] tcp_chrono_start
     0.00%  :2591332    libc.so.6             [.] 0x00000000001a0944
     0.00%  :2591332    libc.so.6             [.] 0x00000000001a0b65
     0.00%  :2591332    [kernel.kallsyms]     [k] sched_clock_stable
     0.00%  python3.10  [kernel.kallsyms]     [k] rmqueue_bulk
     0.00%  :2591332    python3.10            [.] 0x000000000015c5be
     0.00%  :2591332    [kernel.kallsyms]     [k] memcg_slab_free_hook
     0.00%  :2591332    python3.10            [.] 0x000000000015b525
     0.00%  :2591332    python3.10            [.] _PyObject_GenericGetAttrWithDict
     0.00%  :2591332    python3.10            [.] 0x00000000002942ff
     0.00%  :2591332    [kernel.kallsyms]     [k] invoke_rcu_core
     0.00%  :2591332    [kernel.kallsyms]     [k] arch_perf_update_userpage
     0.00%  python3.10  python3.10            [.] 0x0000000000239570
     0.00%  :2591332    [kernel.kallsyms]     [k] update_min_vruntime
     0.00%  :2591332    python3.10            [.] 0x0000000000140a95
     0.00%  :2591332    libc.so.6             [.] pthread_rwlock_timedwrlock@@GLIBC_2.34
     0.00%  :2591332    [kernel.kallsyms]     [k] __cgroup_account_cputime_field
     0.00%  :2591332    [kernel.kallsyms]     [k] __lock_text_start
     0.00%  python3.10  [kernel.kallsyms]     [k] rb_insert_color
     0.00%  :2591332    [kernel.kallsyms]     [k] __perf_event_task_sched_in
     0.00%  :2591332    [kernel.kallsyms]     [k] irq_work_tick
     0.00%  :2591332    python3.10            [.] 0x0000000000179c35
     0.00%  :2591332    python3.10            [.] 0x0000000000121672
     0.00%  :2591332    [kernel.kallsyms]     [k] __bitmap_and
     0.00%  :2591332    [kernel.kallsyms]     [k] perf_event_context_sched_out
     0.00%  :2591332    python3.10            [.] _PyObject_GetMethod
     0.00%  python3.10  python3.10            [.] 0x000000000028e085
     0.00%  :2591332    python3.10            [.] 0x000000000013fd0e
     0.00%  :2591332    [kernel.kallsyms]     [k] __sysvec_call_function_single
     0.00%  :2591332    [kernel.kallsyms]     [k] hrtimer_run_queues
     0.00%  :2591332    [kernel.kallsyms]     [k] __put_user_8
     0.00%  :2591332    [kernel.kallsyms]     [k] cpuacct_charge
     0.00%  python3.10  [kernel.kallsyms]     [k] rb_erase
     0.00%  :2591332    python3.10            [.] 0x000000000015b56c
     0.00%  :2591332    python3.10            [.] 0x0000000000179bf7
     0.00%  python3.10  [kernel.kallsyms]     [k] __entry_text_start
     0.00%  python3.10  [kernel.kallsyms]     [k] __acct_update_integrals
