# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 46K of event 'cycles'
# Event count (approx.): 23637072075
#
# Overhead  Command     Shared Object                             Symbol                                   
# ........  ..........  ........................................  .........................................
#
     0.01%  python3.10  [kernel.kallsyms]                         [k] enqueue_entity
     0.01%  python3.10  python3.10                                [.] 0x000000000015b570
     0.01%  python3.10  libc.so.6                                 [.] __strncat_ssse3
     0.01%  python3.10  python3.10                                [.] 0x000000000015b554
     0.01%  python3.10  [kernel.kallsyms]                         [k] get_futex_key
     0.01%  python3.10  libc.so.6                                 [.] __strcat_ssse3
     0.01%  python3.10  python3.10                                [.] 0x00000000001795fe
     0.01%  python3.10  [kernel.kallsyms]                         [k] update_cfs_group
     0.01%  python3.10  [kernel.kallsyms]                         [k] exit_to_user_mode_loop
     0.01%  python3.10  [kernel.kallsyms]                         [k] __update_load_avg_cfs_rq
     0.01%  python3.10  [kernel.kallsyms]                         [k] asm_sysvec_thermal
     0.01%  python3.10  [kernel.kallsyms]                         [k] update_load_avg
     0.01%  python3.10  [kernel.kallsyms]                         [k] ___perf_sw_event
     0.01%  python3.10  [kernel.kallsyms]                         [k] down_read_trylock
     0.01%  python3.10  libc.so.6                                 [.] __GI___strncasecmp_l_sse2
     0.01%  python3.10  [kernel.kallsyms]                         [k] set_next_entity
     0.01%  python3.10  python3.10                                [.] PyType_GenericAlloc
     0.01%  python3.10  python3.10                                [.] _PyObject_LookupSpecial
     0.01%  python3.10  [kernel.kallsyms]                         [k] enqueue_task_fair
     0.01%  python3.10  [kernel.kallsyms]                         [k] finish_task_switch.isra.0
     0.01%  python3.10  [kernel.kallsyms]                         [k] timerqueue_del
     0.01%  python3.10  python3.10                                [.] _PyUnicode_JoinArray
     0.01%  python3.10  python3.10                                [.] _PyUnicode_InsertThousandsGrouping
     0.01%  python3.10  [kernel.kallsyms]                         [k] __perf_event_task_sched_in
     0.01%  python3.10  [kernel.kallsyms]                         [k] vmacache_find
     0.01%  python3.10  python3.10                                [.] 0x000000000017c3fc
     0.01%  python3.10  [kernel.kallsyms]                         [k] __hrtimer_run_queues
     0.01%  python3.10  [kernel.kallsyms]                         [k] psi_task_change
     0.01%  python3.10  [kernel.kallsyms]                         [k] inherit_event.constprop.0
     0.01%  python3.10  [kernel.kallsyms]                         [k] x86_pmu_disable
     0.01%  python3.10  python3.10                                [.] PyUnicode_FromFormatV
     0.01%  python3.10  [kernel.kallsyms]                         [k] timerqueue_add
     0.01%  python3.10  [kernel.kallsyms]                         [k] __x64_sys_futex
     0.01%  python3.10  python3.10                                [.] PyList_Append
     0.01%  python3.10  python3.10                                [.] 0x0000000000188dd7
     0.01%  python3.10  [kernel.kallsyms]                         [k] reweight_entity
     0.01%  python3.10  python3.10                                [.] 0x0000000000121672
     0.01%  python3.10  [kernel.kallsyms]                         [k] kmem_cache_free
     0.01%  python3.10  [kernel.kallsyms]                         [k] kfree
     0.01%  python3.10  [kernel.kallsyms]                         [k] rb_insert_color
     0.01%  python3.10  python3.10                                [.] _PyDict_GetItemIdWithError
     0.01%  python3.10  [kernel.kallsyms]                         [k] __cond_resched
     0.01%  python3.10  [kernel.kallsyms]                         [k] copy_page
     0.01%  python3.10  python3.10                                [.] 0x0000000000174090
     0.01%  python3.10  [kernel.kallsyms]                         [k] perf_swevent_add
     0.01%  python3.10  python3.10                                [.] 0x000000000020698c
     0.01%  python3.10  [kernel.kallsyms]                         [k] native_sched_clock
     0.01%  python3.10  libc.so.6                                 [.] round_and_return
     0.01%  python3.10  [kernel.kallsyms]                         [k] arch_perf_update_userpage
     0.01%  python3.10  python3.10                                [.] 0x00000000002d9ea0
     0.01%  python3.10  python3.10                                [.] 0x000000000017c3a6
     0.01%  python3.10  [kernel.kallsyms]                         [k] __netif_receive_skb_core.constprop.0
     0.01%  python3.10  [kernel.kallsyms]                         [k] __srcu_read_unlock
     0.01%  python3.10  [kernel.kallsyms]                         [k] native_flush_tlb_one_user
     0.01%  python3.10  [kernel.kallsyms]                         [k] rseq_get_rseq_cs.isra.0
     0.00%  python3.10  [kernel.kallsyms]                         [k] __cgroup_account_cputime
     0.00%  python3.10  [kernel.kallsyms]                         [k] __schedule
     0.00%  python3.10  [kernel.kallsyms]                         [k] zap_pte_range
     0.00%  python3.10  python3.10                                [.] 0x00000000001d4961
     0.00%  python3.10  python3.10                                [.] _PyUnicodeWriter_PrepareInternal
     0.00%  python3.10  [kernel.kallsyms]                         [k] rb_erase
     0.00%  python3.10  python3.10                                [.] 0x000000000015ff82
     0.00%  python3.10  [kernel.kallsyms]                         [k] dequeue_entity
     0.00%  python3.10  [kernel.kallsyms]                         [k] arch_scale_freq_tick
     0.00%  python3.10  [kernel.kallsyms]                         [k] __lock_text_start
     0.00%  python3.10  python3.10                                [.] _PyUnicode_FromASCII
     0.00%  python3.10  python3.10                                [.] 0x000000000015b56c
     0.00%  python3.10  python3.10                                [.] 0x0000000000179c5c
     0.00%  python3.10  [kernel.kallsyms]                         [k] sched_clock_cpu
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0940
     0.00%  python3.10  [kernel.kallsyms]                         [k] restore_fpregs_from_fpstate
     0.00%  python3.10  [kernel.kallsyms]                         [k] update_rq_clock
     0.00%  python3.10  [kernel.kallsyms]                         [k] rcu_read_unlock_strict
     0.00%  python3.10  python3.10                                [.] 0x000000000015efdc
     0.00%  python3.10  libc.so.6                                 [.] __stpncpy_sse2_unaligned
     0.00%  python3.10  python3.10                                [.] 0x000000000015b525
     0.00%  python3.10  python3.10                                [.] 0x000000000017f87a
     0.00%  python3.10  [kernel.kallsyms]                         [k] switch_fpu_return
     0.00%  python3.10  [kernel.kallsyms]                         [k] pick_next_task_fair
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_event_sched_in
     0.00%  python3.10  [kernel.kallsyms]                         [k] psi_task_switch
     0.00%  python3.10  [kernel.kallsyms]                         [k] native_apic_msr_eoi_write
     0.00%  python3.10  [kernel.kallsyms]                         [k] lapic_next_deadline
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_event_task_tick
     0.00%  python3.10  [kernel.kallsyms]                         [k] exit_to_user_mode_prepare
     0.00%  python3.10  [kernel.kallsyms]                         [k] x86_thermal_enabled
     0.00%  python3.10  [kernel.kallsyms]                         [k] _raw_spin_lock_irq
     0.00%  python3.10  [kernel.kallsyms]                         [k] rcu_core_si
     0.00%  python3.10  [kernel.kallsyms]                         [k] ktime_get
     0.00%  python3.10  [kernel.kallsyms]                         [k] __run_timers.part.0
     0.00%  python3.10  [kernel.kallsyms]                         [k] task_tick_fair
     0.00%  python3.10  python3.10                                [.] 0x00000000001228d1
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_event_alloc
     0.00%  python3.10  [kernel.kallsyms]                         [k] enqueue_task
     0.00%  python3.10  [kernel.kallsyms]                         [k] mutex_lock
     0.00%  python3.10  [kernel.kallsyms]                         [k] set_next_buddy
     0.00%  python3.10  [kernel.kallsyms]                         [k] do_syscall_64
     0.00%  python3.10  python3.10                                [.] 0x0000000000179c38
     0.00%  python3.10  [kernel.kallsyms]                         [k] x86_pmu_enable
     0.00%  python3.10  [kernel.kallsyms]                         [k] __alloc_pages
     0.00%  python3.10  python3.10                                [.] PyObject_CheckBuffer
     0.00%  python3.10  libc.so.6                                 [.] parse_expression
     0.00%  python3.10  python3.10                                [.] 0x0000000000129edf
     0.00%  python3.10  python3.10                                [.] 0x0000000000188ef6
     0.00%  python3.10  python3.10                                [.] _PyType_Lookup
     0.00%  python3.10  python3.10                                [.] 0x000000000015d254
     0.00%  python3.10  libc.so.6                                 [.] __idna_name_classify
     0.00%  python3.10  python3.10                                [.] PyErr_GivenExceptionMatches
     0.00%  python3.10  python3.10                                [.] PyObject_GetAttr
     0.00%  python3.10  [kernel.kallsyms]                         [k] __rdgsbase_inactive
     0.00%  python3.10  [kernel.kallsyms]                         [k] list_add_event
     0.00%  python3.10  [kernel.kallsyms]                         [k] read_tsc
     0.00%  python3.10  python3.10                                [.] 0x00000000001339e8
     0.00%  python3.10  python3.10                                [.] 0x0000000000137a9c
     0.00%  python3.10  python3.10                                [.] 0x0000000000137bdf
     0.00%  python3.10  python3.10                                [.] 0x00000000001740ab
     0.00%  python3.10  python3.10                                [.] 0x00000000001740af
     0.00%  python3.10  python3.10                                [.] 0x00000000001740bb
     0.00%  python3.10  python3.10                                [.] 0x00000000001795fa
     0.00%  python3.10  python3.10                                [.] 0x000000000018d0e8
     0.00%  python3.10  python3.10                                [.] 0x000000000018d740
     0.00%  python3.10  python3.10                                [.] 0x000000000020beb4
     0.00%  python3.10  python3.10                                [.] 0x00000000001522f3
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_event_context_sched_out
     0.00%  python3.10  python3.10                                [.] 0x00000000002066c2
     0.00%  python3.10  [kernel.kallsyms]                         [k] get_nohz_timer_target
     0.00%  python3.10  python3.10                                [.] 0x000000000012bd50
     0.00%  python3.10  python3.10                                [.] 0x000000000012e078
     0.00%  python3.10  python3.10                                [.] 0x000000000012d789
     0.00%  python3.10  python3.10                                [.] 0x000000000012d0c5
     0.00%  python3.10  python3.10                                [.] 0x000000000012d1da
     0.00%  python3.10  python3.10                                [.] 0x0000000000122820
     0.00%  python3.10  [kernel.kallsyms]                         [k] find_vm_area
     0.00%  python3.10  python3.10                                [.] 0x000000000011d4f8
     0.00%  python3.10  python3.10                                [.] 0x000000000015b16f
     0.00%  python3.10  python3.10                                [.] 0x000000000018c0be
     0.00%  python3.10  python3.10                                [.] 0x000000000018d162
     0.00%  python3.10  python3.10                                [.] 0x00000000001762f6
     0.00%  python3.10  [kernel.kallsyms]                         [k] raise_softirq
     0.00%  python3.10  python3.10                                [.] _PyFunction_Vectorcall
     0.00%  python3.10  python3.10                                [.] 0x0000000000137b3c
     0.00%  python3.10  python3.10                                [.] 0x00000000001598ea
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_skb_entail
     0.00%  python3.10  python3.10                                [.] 0x000000000012d74d
     0.00%  python3.10  [kernel.kallsyms]                         [k] cgroup_rstat_updated
     0.00%  python3.10  python3.10                                [.] 0x00000000001b63e8
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_update_skb_after_send
     0.00%  python3.10  python3.10                                [.] PyUnicode_New
     0.00%  python3.10  python3.10                                [.] 0x00000000001630f2
     0.00%  python3.10  [kernel.kallsyms]                         [k] acct_account_cputime
     0.00%  python3.10  [vdso]                                    [.] __vdso_clock_gettime
     0.00%  python3.10  python3.10                                [.] 0x0000000000286905
     0.00%  python3.10  [kernel.kallsyms]                         [k] dequeue_task
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0944
     0.00%  python3.10  [kernel.kallsyms]                         [k] hash_futex
     0.00%  python3.10  python3.10                                [.] 0x00000000001736e9
     0.00%  python3.10  python3.10                                [.] 0x000000000018d165
     0.00%  python3.10  [kernel.kallsyms]                         [k] available_idle_cpu
     0.00%  python3.10  [kernel.kallsyms]                         [k] vmap_pages_pud_range
     0.00%  python3.10  python3.10                                [.] 0x0000000000188ff0
     0.00%  python3.10  python3.10                                [.] 0x000000000018d155
     0.00%  python3.10  [kernel.kallsyms]                         [k] note_gp_changes
     0.00%  python3.10  libc.so.6                                 [.] cfree@GLIBC_2.2.5
     0.00%  python3.10  python3.10                                [.] 0x000000000018d2c0
     0.00%  python3.10  [kernel.kallsyms]                         [k] dequeue_task_fair
     0.00%  python3.10  [kernel.kallsyms]                         [k] sk_stream_alloc_skb
     0.00%  python3.10  [kernel.kallsyms]                         [k] tlb_gather_mmu
     0.00%  python3.10  python3.10                                [.] PyObject_Format
     0.00%  python3.10  [kernel.kallsyms]                         [k] find_vma_prev
     0.00%  python3.10  python3.10                                [.] 0x00000000001434c6
     0.00%  python3.10  [kernel.kallsyms]                         [k] futex_wake
     0.00%  python3.10  [kernel.kallsyms]                         [k] update_min_vruntime
     0.00%  python3.10  python3.10                                [.] 0x0000000000137a66
     0.00%  python3.10  python3.10                                [.] 0x0000000000179536
     0.00%  python3.10  python3.10                                [.] 0x0000000000188dc2
     0.00%  python3.10  python3.10                                [.] 0x000000000020bef5
     0.00%  python3.10  [kernel.kallsyms]                         [k] schedule
     0.00%  python3.10  [kernel.kallsyms]                         [k] unmap_page_range
     0.00%  python3.10  [kernel.kallsyms]                         [k] mark_wake_futex
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a09c0
     0.00%  python3.10  [kernel.kallsyms]                         [k] wake_q_add_safe
     0.00%  python3.10  python3.10                                [.] _PyUnicode_ToDecimalDigit
     0.00%  python3.10  [kernel.kallsyms]                         [k] __calc_delta
     0.00%  python3.10  python3.10                                [.] 0x0000000000137a96
     0.00%  python3.10  python3.10                                [.] 0x0000000000152275
     0.00%  python3.10  python3.10                                [.] 0x000000000016653d
     0.00%  python3.10  python3.10                                [.] 0x000000000017957f
     0.00%  python3.10  python3.10                                [.] 0x000000000018c069
     0.00%  python3.10  python3.10                                [.] 0x000000000018d59d
     0.00%  python3.10  python3.10                                [.] 0x000000000018d964
     0.00%  python3.10  python3.10                                [.] 0x00000000001d4955
     0.00%  python3.10  python3.10                                [.] 0x000000000020bf37
     0.00%  python3.10  [kernel.kallsyms]                         [k] delayacct_add_tsk
     0.00%  python3.10  [kernel.kallsyms]                         [k] ip_queue_xmit
     0.00%  python3.10  python3.10                                [.] 0x00000000001339ef
     0.00%  python3.10  libc.so.6                                 [.] __vstrfmon_l_internal
     0.00%  python3.10  python3.10                                [.] 0x00000000001ce5f0
     0.00%  python3.10  python3.10                                [.] 0x000000000017738f
     0.00%  python3.10  [kernel.kallsyms]                         [k] __next_timer_interrupt
     0.00%  python3.10  [kernel.kallsyms]                         [k] select_idle_cpu
     0.00%  python3.10  python3.10                                [.] 0x000000000013fd0a
     0.00%  python3.10  [kernel.kallsyms]                         [k] update_rt_rq_load_avg
     0.00%  python3.10  [kernel.kallsyms]                         [k] ktime_get_update_offsets_now
     0.00%  python3.10  libc.so.6                                 [.] 0x000000000019d328
     0.00%  python3.10  [kernel.kallsyms]                         [k] _find_next_bit
     0.00%  python3.10  [kernel.kallsyms]                         [k] ttwu_queue_wakelist
     0.00%  python3.10  python3.10                                [.] 0x0000000000294252
     0.00%  python3.10  [kernel.kallsyms]                         [k] copy_thread
     0.00%  python3.10  [kernel.kallsyms]                         [k] hsw_hw_config
     0.00%  python3.10  [kernel.kallsyms]                         [k] intel_pmu_event_map
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_event_groups_insert
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_iterate_ctx
     0.00%  python3.10  ld-linux-x86-64.so.2                      [.] _dl_check_map_versions
     0.00%  python3.10  libc.so.6                                 [.] __strncpy_sse2_unaligned
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0975
     0.00%  python3.10  python3.10                                [.] 0x0000000000070990
     0.00%  python3.10  python3.10                                [.] 0x0000000000122906
     0.00%  python3.10  python3.10                                [.] 0x00000000001522e3
     0.00%  python3.10  python3.10                                [.] 0x0000000000156650
     0.00%  python3.10  python3.10                                [.] 0x00000000001664d0
     0.00%  python3.10  python3.10                                [.] 0x0000000000179584
     0.00%  python3.10  python3.10                                [.] 0x0000000000188fd0
     0.00%  python3.10  python3.10                                [.] 0x00000000001894c3
     0.00%  python3.10  python3.10                                [.] 0x000000000018d06a
     0.00%  python3.10  python3.10                                [.] 0x000000000020bed3
     0.00%  python3.10  python3.10                                [.] 0x0000000000243828
     0.00%  python3.10  python3.10                                [.] 0x000000000028e0a9
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_queue_rcv
     0.00%  python3.10  [kernel.kallsyms]                         [k] find_busiest_group
     0.00%  python3.10  [kernel.kallsyms]                         [k] zap_page_range
     0.00%  python3.10  python3.10                                [.] 0x000000000028e080
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_tx_timestamp
     0.00%  python3.10  [kernel.kallsyms]                         [k] sched_clock
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_adjust_freq_unthr_context
     0.00%  python3.10  [kernel.kallsyms]                         [k] therm_throt_process
     0.00%  python3.10  python3.10                                [.] 0x0000000000179c35
     0.00%  python3.10  [kernel.kallsyms]                         [k] idle_cpu
     0.00%  python3.10  [kernel.kallsyms]                         [k] asm_sysvec_reschedule_ipi
     0.00%  python3.10  [vdso]                                    [.] 0x00000000000006e5
     0.00%  python3.10  [kernel.kallsyms]                         [k] prepare_task_switch
     0.00%  python3.10  libc.so.6                                 [.] re_compile_internal
     0.00%  python3.10  [kernel.kallsyms]                         [k] tick_program_event
     0.00%  python3.10  [kernel.kallsyms]                         [k] __mod_timer
     0.00%  python3.10  python3.10                                [.] 0x00000000001f6e77
     0.00%  python3.10  [kernel.kallsyms]                         [k] do_futex
     0.00%  python3.10  python3.10                                [.] PyErr_CheckSignals
     0.00%  python3.10  [kernel.kallsyms]                         [k] __hrtimer_next_event_base
     0.00%  python3.10  python3.10                                [.] 0x000000000016a34d
     0.00%  python3.10  libc.so.6                                 [.] re_search_internal
     0.00%  python3.10  python3.10                                [.] 0x0000000000143449
     0.00%  python3.10  [kernel.kallsyms]                         [k] __remove_hrtimer
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_sendmsg_locked
     0.00%  python3.10  python3.10                                [.] 0x0000000000178d64
     0.00%  python3.10  [kernel.kallsyms]                         [k] plist_add
     0.00%  python3.10  python3.10                                [.] 0x0000000000163117
     0.00%  python3.10  [kernel.kallsyms]                         [k] blocking_notifier_call_chain
     0.00%  python3.10  python3.10                                [.] 0x000000000017c410
     0.00%  python3.10  [kernel.kallsyms]                         [k] irqentry_exit
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_rcv_established
     0.00%  python3.10  python3.10                                [.] 0x000000000018bfa0
     0.00%  python3.10  [kernel.kallsyms]                         [k] _raw_spin_lock_irqsave
     0.00%  python3.10  [kernel.kallsyms]                         [k] __pagevec_lru_add
     0.00%  python3.10  [kernel.kallsyms]                         [k] hrtimer_update_next_event
     0.00%  python3.10  [kernel.kallsyms]                         [k] __tcp_transmit_skb
